S_meliloti|Q.,O_anthropi|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
SM_b20518,OANT_RS07655,55.909,220,93,1,7,222,6,225,1.26e-87,259
SM_b20523,OANT_RS04900,35.492,386,245,4,1,383,1,385,4.89e-59,194
SM_b20525,OANT_RS12610,26.108,203,132,6,6,196,9,205,6.37e-14,64.7
SM_b20531,OANT_RS21160,39.877,163,97,1,16,178,4,165,1.64e-33,114
SM_b20532,OANT_RS21155,32.227,211,141,2,3,212,2,211,8.00e-22,86.3
SM_b20535,OANT_RS06325,33.333,234,142,6,70,298,61,285,2.22e-28,112
SM_b20537,OANT_RS19380,28.144,334,214,9,3,324,5,324,7.70e-23,94.7
SM_b20538,OANT_RS12895,24.299,321,224,10,28,338,20,331,8.25e-11,60.5
SM_b20541,OANT_RS03410,97.273,550,15,0,1,550,1,550,0.0,1100
SM_b20542,OANT_RS03405,98.291,117,2,0,1,117,1,117,6.60e-84,238
SM_b20543,OANT_RS03400,90.909,88,7,1,58,144,1,88,5.11e-49,150
SM_b20557,OANT_RS03995,42.453,106,61,0,1,106,32,137,1.68e-22,82.8
SM_b20560,OANT_RS16775,36.508,63,40,0,2,64,1,63,4.66e-12,52.8
SM_b20568,OANT_RS19285,83.246,382,63,1,21,401,8,389,0.0,659
SM_b20569,OANT_RS07375,40.726,248,142,2,11,253,8,255,6.62e-62,193
SM_b20570,OANT_RS18540,26.562,256,156,9,43,282,54,293,1.61e-08,52.4
SM_b20571,OANT_RS18120,31.356,236,158,1,46,277,37,272,1.22e-34,123
SM_b20573,OANT_RS20665,40.476,168,99,1,15,182,13,179,1.49e-40,133
SM_b20575,OANT_RS19280,54.131,351,157,2,1,350,1,348,8.25e-134,383
SM_b20576,OANT_RS19275,69.756,205,61,1,1,204,1,205,2.07e-105,299
SM_b20577,OANT_RS19270,75.102,245,61,0,9,253,2,246,1.76e-141,394
SM_b20578,OANT_RS19265,74.615,130,33,0,1,130,1,130,8.27e-71,206
SM_b20579,OANT_RS19260,60.536,261,103,0,1,261,1,261,5.99e-116,330
SM_b20580,OANT_RS19255,75.410,305,74,1,1,305,1,304,5.56e-170,471
SM_b20581,OANT_RS22840,66.930,632,199,5,1,627,1,627,0.0,831
SM_b20582,OANT_RS23770,26.804,291,205,3,3,290,1,286,3.26e-26,102
SM_b20583,OANT_RS19250,75.385,390,95,1,1,390,1,389,0.0,622
SM_b20584,OANT_RS21175,28.025,157,97,3,64,205,101,256,7.29e-13,63.2
SM_b20585,OANT_RS22725,71.601,581,163,2,1,581,1,579,0.0,843
SM_b20586,OANT_RS19240,69.323,251,77,0,1,251,1,251,1.59e-122,346
SM_b20589,OANT_RS19225,82.750,400,69,0,1,400,1,400,0.0,673
SM_b20592,OANT_RS07440,56.019,216,93,1,2,217,12,225,5.26e-82,241
SM_b20593,OANT_RS07435,65.143,175,60,1,1,174,1,175,5.63e-78,227
SM_b20594,OANT_RS07430,43.434,99,55,1,7,105,6,103,1.12e-29,99.8
SM_b20595,OANT_RS18380,82.376,505,88,1,96,600,327,830,0.0,868
SM_b20597,OANT_RS15640,38.583,127,78,0,2,128,3,129,1.31e-23,86.7
SM_b20598,OANT_RS24535,58.734,395,147,6,24,418,18,396,2.38e-168,475
SM_b20599,OANT_RS24540,42.909,275,150,5,22,295,12,280,7.23e-64,204
SM_b20600,OANT_RS20475,37.273,110,67,2,66,173,1,110,7.84e-17,70.5
SM_b20602,OANT_RS07230,39.442,251,145,4,3,249,13,260,8.38e-53,169
SM_b20603,OANT_RS22685,29.245,318,178,9,49,354,32,314,1.69e-18,82.8
SM_b20604,OANT_RS19290,31.690,284,176,5,249,527,12,282,2.25e-35,131
SM_b20605,OANT_RS20620,25.862,406,258,20,14,403,10,388,6.74e-11,60.5
SM_b20606,OANT_RS04530,28.125,128,73,3,3,129,6,115,1.54e-09,50.4
SM_b20607,OANT_RS12615,26.619,139,100,2,10,146,3,141,9.96e-13,59.3
SM_b20608,OANT_RS21310,41.121,107,56,3,1,103,1,104,1.70e-18,71.6
SM_b20609,OANT_RS24150,30.000,410,246,8,657,1030,455,859,3.91e-43,168
SM_b20610,OANT_RS14895,35.714,154,92,3,1,148,1,153,5.96e-20,83.6
SM_b20611,OANT_RS18000,83.716,436,71,0,6,441,9,444,0.0,729
SM_b20612,OANT_RS17995,54.604,619,273,3,11,621,3,621,0.0,669
SM_b20613,OANT_RS17990,73.214,448,113,2,1,445,1,444,0.0,672
SM_b20614,OANT_RS09535,50.291,688,320,5,14,685,1,682,0.0,671
SM_b20616,OANT_RS01505,53.560,323,144,4,1,319,1,321,8.40e-113,328
SM_b20617,OANT_RS01495,67.984,253,81,0,4,256,4,256,3.66e-122,345
SM_b20618,OANT_RS01490,68.000,200,64,0,1,200,1,200,1.86e-102,291
SM_b20619,OANT_RS24820,88.608,316,36,0,13,328,1,316,0.0,594
SM_b20620,OANT_RS24830,91.643,347,29,0,1,347,1,347,0.0,651
SM_b20621,OANT_RS24835,94.025,318,19,0,1,318,1,318,0.0,509
SM_b20622,OANT_RS24840,87.450,502,63,0,1,502,1,502,0.0,882
SM_b20623,OANT_RS24845,83.215,423,71,0,1,423,1,423,0.0,744
SM_b20624,OANT_RS24850,92.562,363,27,0,1,363,1,363,0.0,689
SM_b20625,OANT_RS15175,27.729,339,243,2,29,366,22,359,1.72e-26,107
SM_b20626,OANT_RS18630,30.851,94,65,0,216,309,195,288,2.86e-11,60.5
SM_b20630,OANT_RS19875,52.793,358,161,5,9,360,3,358,3.64e-124,359
SM_b20632,OANT_RS20100,35.409,257,161,2,31,287,24,275,2.16e-48,159
SM_b20633,OANT_RS12890,33.217,286,181,4,22,299,10,293,4.29e-46,155
SM_b20634,OANT_RS20090,30.286,350,213,13,5,339,10,343,1.78e-27,110
SM_b20648,OANT_RS15915,34.125,337,187,10,12,331,8,326,1.73e-43,150
SM_b20649,OANT_RS10880,25.952,289,145,9,21,292,270,506,2.40e-11,61.6
SM_b20650,OANT_RS01965,29.457,516,317,10,25,505,74,577,2.81e-56,195
SM_b20652,OANT_RS15345,32.866,642,368,17,1,633,1,588,1.84e-81,266
SM_b20655,OANT_RS13215,37.342,158,95,3,1,155,1,157,5.16e-31,107
SM_b20656,OANT_RS10380,23.846,260,186,6,24,279,12,263,4.02e-11,59.3
SM_b20658,OANT_RS15245,38.376,271,155,7,33,298,11,274,1.37e-48,160
SM_b20659,OANT_RS01865,36.397,272,171,1,25,294,34,305,4.11e-51,169
SM_b20660,OANT_RS20090,21.603,287,206,9,70,347,56,332,4.04e-09,55.1
SM_b20661,OANT_RS01920,63.456,353,126,1,1,353,1,350,2.26e-163,458
SM_b20662,OANT_RS19415,39.487,195,112,4,7,200,9,198,3.09e-33,119
SM_b20663,OANT_RS19430,68.807,327,100,2,1,326,1,326,1.05e-160,449
SM_b20664,OANT_RS15875,29.412,204,136,2,19,216,10,211,2.29e-25,96.7
SM_b20667,OANT_RS04490,30.094,319,211,9,8,320,3,315,4.93e-23,95.1
SM_b20668,OANT_RS11620,38.408,289,172,6,2,286,4,290,9.35e-50,164
SM_b20669,OANT_RS02405,43.969,257,138,2,1,253,1,255,8.09e-75,226
SM_b20670,OANT_RS15865,27.727,440,285,16,4,418,9,440,1.92e-20,90.1
SM_b20671,OANT_RS07320,33.725,255,155,8,37,284,27,274,1.95e-30,114
SM_b20672,OANT_RS14560,41.762,261,135,9,138,395,80,326,1.24e-39,142
SM_b20673,OANT_RS17330,47.115,520,261,6,5,523,4,510,3.84e-155,450
SM_b20674,OANT_RS04490,34.043,329,213,3,1,327,8,334,2.18e-51,171
SM_b20676,OANT_RS21450,45.902,305,142,5,4,306,11,294,1.95e-72,223
SM_b20677,OANT_RS03575,52.201,159,75,1,4,161,6,164,8.63e-55,168
SM_b20678,OANT_RS02415,70.142,422,125,1,1,421,1,422,0.0,565
SM_b20679,OANT_RS02410,84.694,294,45,0,1,294,1,294,1.47e-180,496
SM_b20680,OANT_RS02405,75.379,264,65,0,1,264,1,264,1.32e-151,421
SM_b20681,OANT_RS02400,90.236,594,58,0,1,594,1,594,0.0,1131
SM_b20682,OANT_RS02395,75.093,269,67,0,4,272,3,271,9.93e-150,417
SM_b20683,OANT_RS17615,39.080,261,156,3,1,258,1,261,1.84e-48,160
SM_b20684,OANT_RS02350,73.333,270,72,0,2,271,7,276,3.69e-156,433
SM_b20685,OANT_RS22270,42.180,844,441,15,6,818,5,832,0.0,602
SM_b20686,OANT_RS22265,41.538,260,146,3,2,255,1,260,9.08e-62,194
SM_b20689,OANT_RS12240,43.629,259,141,2,1,255,1,258,1.56e-74,225
SM_b20692,OANT_RS19415,56.972,251,108,0,18,268,7,257,4.75e-103,298
SM_b20694,OANT_RS14050,51.786,56,27,0,1,56,472,527,1.47e-12,57.0
SM_b20697,OANT_RS18095,52.256,532,250,3,28,557,1,530,0.0,552
SM_b20698,OANT_RS21805,26.844,488,343,8,19,504,28,503,2.04e-37,142
SM_b20699,OANT_RS21800,40.698,344,196,4,25,360,58,401,3.95e-72,228
SM_b20701,OANT_RS08710,28.270,237,139,10,2,227,8,224,2.70e-08,50.4
SM_b20702,OANT_RS03960,35.238,105,66,2,16,119,124,227,9.49e-10,56.2
SM_b20705,OANT_RS18890,33.108,296,181,7,16,296,11,304,5.27e-33,120
SM_b20706,OANT_RS19185,48.846,260,121,5,1,255,1,253,6.51e-81,241
SM_b20708,OANT_RS00985,38.922,167,101,1,6,172,8,173,1.60e-34,117
SM_b20710,OANT_RS11620,33.962,212,138,2,2,211,3,214,2.63e-29,110
SM_b20712,OANT_RS20975,35.496,262,160,6,23,282,28,282,1.42e-41,144
SM_b20713,OANT_RS17330,47.047,491,258,2,23,512,17,506,2.05e-162,468
SM_b20714,OANT_RS20970,43.119,327,172,6,15,336,15,332,6.27e-71,221
SM_b20715,OANT_RS06635,33.471,242,159,1,14,255,5,244,2.63e-28,107
SM_b20716,OANT_RS05175,24.739,287,200,5,17,296,5,282,6.16e-12,62.0
SM_b20717,OANT_RS04490,32.628,331,221,1,8,336,7,337,1.22e-40,143
SM_b20718,OANT_RS17625,48.723,509,258,3,1,508,1,507,4.56e-165,474
SM_b20719,OANT_RS17630,77.177,333,76,0,3,335,1,333,6.60e-178,493
SM_b20720,OANT_RS17635,80.312,320,59,1,1,316,1,320,0.0,535
SM_b20721,OANT_RS18170,32.759,464,295,10,9,464,7,461,2.59e-62,207
SM_b20722,OANT_RS18175,45.413,218,119,0,1,218,1,218,1.57e-58,181
SM_b20724,OANT_RS20200,72.152,316,86,1,1,314,1,316,3.07e-168,467
SM_b20725,OANT_RS20205,56.442,163,65,2,4,161,3,164,1.97e-53,164
SM_b20726,OANT_RS20210,77.043,514,109,1,1,505,1,514,0.0,706
SM_b20745,OANT_RS21430,86.431,339,46,0,1,339,1,339,0.0,635
SM_b20747,OANT_RS07165,28.986,207,132,6,8,207,11,209,9.84e-15,67.8
SM_b20748,OANT_RS17505,34.862,109,65,2,10,112,11,119,5.13e-13,66.2
SM_b20749,OANT_RS19860,38.866,494,284,8,2,485,3,488,7.54e-114,342
SM_b20750,OANT_RS19415,37.500,248,153,1,1,246,7,254,9.98e-50,161
SM_b20751,OANT_RS09725,68.276,290,92,0,1,290,1,290,6.59e-134,379
SM_b20752,OANT_RS13150,39.535,344,194,7,9,348,10,343,5.09e-73,228
SM_b20753,OANT_RS09730,66.578,377,126,0,3,379,9,385,0.0,524
SM_b20754,OANT_RS10415,68.443,469,148,0,20,488,1,469,0.0,684
SM_b20755,OANT_RS10410,89.608,510,53,0,1,510,1,510,0.0,957
SM_b20756,OANT_RS10405,75.412,667,164,0,4,670,1,667,0.0,1033
SM_b20757,OANT_RS10400,79.692,714,143,1,1,712,1,714,0.0,1199
SM_b20758,OANT_RS11400,51.046,239,117,0,6,244,7,245,2.85e-81,241
SM_b20759,OANT_RS11395,55.405,148,65,1,10,156,28,175,1.75e-47,149
SM_b20760,OANT_RS11390,41.117,197,115,1,2,197,8,204,1.79e-46,149
SM_b20761,OANT_RS11385,76.152,369,87,1,1,368,1,369,0.0,575
SM_b20762,OANT_RS11380,88.732,284,32,0,1,284,1,284,0.0,528
SM_b20763,OANT_RS11375,82.171,258,46,0,1,258,1,258,1.75e-159,440
SM_b20764,OANT_RS11370,71.121,232,67,0,3,234,8,239,1.60e-121,342
SM_b20765,OANT_RS11365,66.500,200,67,0,4,203,3,202,8.83e-88,255
SM_b20767,OANT_RS16045,75.132,567,141,0,1,567,1,567,0.0,797
SM_b20768,OANT_RS16040,79.344,305,63,0,5,309,17,321,0.0,519
SM_b20769,OANT_RS16035,88.063,511,59,1,1,511,1,509,0.0,897
SM_b20770,OANT_RS16030,67.470,166,54,0,1,166,1,166,1.03e-77,226
SM_b20771,OANT_RS16025,77.508,329,73,1,1,328,1,329,0.0,530
SM_b20772,OANT_RS16020,79.023,348,68,1,1,348,1,343,0.0,538
SM_b20773,OANT_RS16015,78.070,228,49,1,1,228,1,227,6.76e-128,358
SM_b20780,OANT_RS23395,29.504,383,225,7,13,384,54,402,2.35e-46,163
SM_b20783,OANT_RS25915,35.000,120,70,3,1,116,1,116,1.53e-10,54.7
SM_b20784,OANT_RS19305,75.210,238,59,0,1,238,1,238,1.85e-129,362
SM_b20785,OANT_RS19300,76.210,248,59,0,1,248,1,248,3.28e-125,353
SM_b20786,OANT_RS19295,73.252,329,84,2,4,329,1,328,3.63e-157,440
SM_b20787,OANT_RS19290,83.916,286,46,0,1,286,1,286,4.01e-172,474
SM_b20806,OANT_RS02180,45.374,227,117,4,1,221,1,226,4.89e-65,199
SM_b20807,OANT_RS09720,25.304,494,327,17,62,539,27,494,9.87e-15,73.6
SM_b20809,OANT_RS22015,50.617,324,157,2,6,329,13,333,5.22e-110,320
SM_b20810,OANT_RS08740,27.607,326,202,15,42,352,42,348,8.53e-09,55.1
SM_b20813,OANT_RS06870,57.949,585,246,0,6,590,6,590,0.0,700
SM_b20817,OANT_RS17660,29.769,346,229,6,4,343,2,339,9.79e-37,132
SM_b20820,OANT_RS19955,40.000,410,232,10,5,409,6,406,1.67e-76,240
SM_b20821,OANT_RS02235,33.117,154,96,1,100,253,128,274,4.28e-21,87.0
SM_b20825,OANT_RS09160,49.286,140,56,3,70,209,60,184,1.60e-34,120
SM_b20827,OANT_RS24225,41.398,186,102,2,11,189,320,505,6.44e-45,152
SM_b20828,OANT_RS12315,49.333,75,38,0,2,76,48,122,3.96e-20,78.6
SM_b20829,OANT_RS14450,29.155,367,154,13,152,477,157,458,8.97e-12,64.3
SM_b20830,OANT_RS22015,49.849,331,160,3,7,337,9,333,3.44e-108,316
SM_b20832,OANT_RS14215,30.601,183,123,2,21,199,49,231,7.08e-28,103
SM_b20837,OANT_RS24825,48.571,70,36,0,1,70,356,425,3.13e-14,62.8
SM_b20838,OANT_RS14450,34.468,235,119,7,71,285,245,464,7.93e-16,75.5
SM_b20846,OANT_RS02370,66.148,771,255,3,10,776,12,780,0.0,1018
SM_b20847,OANT_RS20380,61.512,291,110,1,8,298,7,295,7.30e-134,379
SM_b20848,OANT_RS02385,70.690,406,118,1,1,405,1,406,0.0,616
SM_b20849,OANT_RS02390,62.759,435,160,1,1,435,1,433,0.0,561
SM_b20850,OANT_RS07475,81.915,376,68,0,1,376,1,376,0.0,648
SM_b20851,OANT_RS25870,33.219,292,192,2,28,318,36,325,3.33e-34,129
SM_b20852,OANT_RS14595,28.488,516,318,14,5,476,6,514,5.97e-43,157
SM_b20853,OANT_RS21115,34.058,276,163,5,2,258,8,283,2.74e-40,142
SM_b20854,OANT_RS20970,44.109,331,170,4,3,323,2,327,4.62e-75,231
SM_b20855,OANT_RS14555,45.885,486,259,2,8,490,10,494,2.76e-148,431
SM_b20856,OANT_RS14550,29.927,274,172,5,28,291,45,308,3.29e-23,95.1
SM_b20858,OANT_RS07475,76.812,138,32,0,22,159,239,376,1.83e-67,207
SM_b20859,OANT_RS17975,42.453,106,61,0,210,315,185,290,4.60e-21,88.6
SM_b20860,OANT_RS19260,27.354,223,144,7,12,231,10,217,2.31e-10,57.0
SM_b20861,OANT_RS18005,27.005,374,238,12,2,355,8,366,1.50e-15,75.1
SM_b20863,OANT_RS09685,24.623,199,145,4,117,312,614,810,7.62e-12,63.5
SM_b20865,OANT_RS08710,28.079,203,118,8,2,194,8,192,1.95e-08,50.8
SM_b20866,OANT_RS13040,29.333,300,187,7,13,299,35,322,1.28e-33,123
SM_b20868,OANT_RS21280,29.839,248,166,5,983,1227,267,509,1.95e-25,108
SM_b20869,OANT_RS21275,37.306,193,119,2,26,218,5,195,1.81e-33,117
SM_b20870,OANT_RS15185,32.646,291,185,5,6,288,3,290,1.14e-37,132
SM_b20871,OANT_RS05870,45.749,247,134,0,1,247,1,247,1.95e-70,214
SM_b20872,OANT_RS02360,53.659,123,54,1,7,129,2,121,1.79e-43,136
SM_b20873,OANT_RS03575,61.039,154,60,0,5,158,6,159,2.08e-66,197
SM_b20874,OANT_RS02355,61.677,167,53,2,2,162,310,471,2.31e-61,194
SM_b20875,OANT_RS02355,83.056,301,49,1,5,305,2,300,0.0,531
SM_b20876,OANT_RS12300,46.939,245,125,2,1,243,1,242,6.92e-72,218
SM_b20880,OANT_RS11090,45.111,450,237,6,4,450,16,458,1.37e-121,362
SM_b20881,OANT_RS13140,50.420,119,55,2,27,142,31,148,7.40e-36,119
SM_b20882,OANT_RS12645,32.407,108,59,3,42,149,939,1032,2.09e-08,49.3
SM_b20885,OANT_RS05175,40.484,289,167,2,1,289,1,284,1.45e-63,199
SM_b20886,OANT_RS18215,78.801,467,99,0,3,469,4,470,0.0,782
SM_b20887,OANT_RS18220,61.538,312,120,0,1,312,2,313,1.01e-149,420
SM_b20888,OANT_RS18225,56.604,265,114,1,1,264,1,265,2.75e-106,306
SM_b20890,OANT_RS23635,53.805,565,257,3,9,572,10,571,0.0,625
SM_b20891,OANT_RS01470,87.002,477,62,0,1,477,1,477,0.0,846
SM_b20892,OANT_RS07330,61.702,329,124,1,3,331,4,330,3.53e-139,395
SM_b20893,OANT_RS07365,59.850,401,156,1,1,401,5,400,8.18e-171,481
SM_b20894,OANT_RS07360,67.230,473,155,0,33,505,56,528,0.0,650
SM_b20895,OANT_RS07355,72.881,354,96,0,1,354,1,354,0.0,533
SM_b20896,OANT_RS22660,29.630,270,182,3,1,268,8,271,1.36e-30,114
SM_b20899,OANT_RS19795,72.424,330,91,0,1,330,1,330,2.80e-160,448
SM_b20900,OANT_RS19735,42.430,535,275,9,1,521,69,584,3.15e-127,391
SM_b20901,OANT_RS00350,48.387,62,31,1,10,71,53,113,4.57e-08,51.6
SM_b20902,OANT_RS17665,43.030,330,179,4,7,332,11,335,2.38e-77,238
SM_b20903,OANT_RS07365,35.797,433,231,10,26,451,8,400,2.05e-61,202
SM_b20904,OANT_RS00365,47.826,230,113,3,1,223,1,230,2.15e-67,207
SM_b20912,OANT_RS22270,45.395,304,151,5,17,311,223,520,5.38e-72,237
SM_b20915,OANT_RS17210,24.147,381,200,16,54,381,2,346,1.02e-12,67.4
SM_b20918,OANT_RS24385,48.413,126,64,1,1,126,1,125,1.41e-33,118
SM_b20920,OANT_RS11860,28.369,141,67,5,6,118,6,140,1.84e-08,47.4
SM_b20921,OANT_RS01395,60.274,73,28,1,4,75,5,77,4.60e-25,86.3
SM_b20922,OANT_RS07655,61.353,207,76,1,1,203,51,257,2.83e-86,261
SM_b20928,OANT_RS05500,25.347,288,179,8,128,393,98,371,2.98e-14,71.2
SM_b20929,OANT_RS15105,40.000,335,181,5,11,330,17,346,1.13e-57,187
SM_b20930,OANT_RS14580,49.793,241,114,4,3,242,15,249,1.27e-71,218
SM_b20931,OANT_RS17320,24.837,306,198,9,90,389,25,304,6.73e-16,75.1
SM_b20932,OANT_RS17770,32.683,205,111,8,10,207,27,211,8.24e-20,85.1
SM_b20933,OANT_RS18870,29.979,477,297,14,445,905,19,474,4.76e-49,178
SM_b20934,OANT_RS00580,37.500,120,68,2,1,116,1,117,1.54e-13,61.6
SM_b20937,OANT_RS08730,52.422,578,270,3,16,591,43,617,0.0,619
SM_b20938,OANT_RS05200,69.456,239,73,0,7,245,8,246,3.58e-127,357
SM_b20939,OANT_RS05205,82.203,118,21,0,2,119,1,118,4.44e-73,210
SM_b20940,OANT_RS05210,79.646,226,46,0,1,226,1,226,1.31e-132,370
SM_b20941,OANT_RS01465,73.613,595,154,1,5,599,5,596,0.0,882
SM_b20942,OANT_RS22775,49.533,321,161,1,1,320,1,321,2.06e-107,314
SM_b20943,OANT_RS08740,32.047,337,200,13,4,317,29,359,6.26e-25,100
SM_b20944,OANT_RS21850,27.391,230,140,8,122,341,163,375,1.03e-08,53.9
SM_b20945,OANT_RS17445,27.027,407,265,10,20,414,17,403,1.22e-31,122
SM_b20946,OANT_RS13015,35.500,200,104,5,27,215,320,505,9.23e-30,112
SM_b20950,OANT_RS17500,28.451,355,229,10,28,369,22,364,1.82e-15,75.9
SM_b20951,OANT_RS12250,32.749,171,104,5,14,181,16,178,6.04e-21,83.6
SM_b20958,OANT_RS21855,27.055,292,189,12,4,283,20,299,1.56e-13,67.4
SM_b20959,OANT_RS11500,29.139,151,99,3,10,153,5,154,1.81e-10,58.5
SM_b20960,OANT_RS22030,63.918,291,105,0,1,291,1,291,9.75e-145,406
SM_b20961,OANT_RS12995,23.932,702,476,13,25,696,10,683,1.18e-35,141
SM_b20962,OANT_RS01510,60.837,263,102,1,4,265,21,283,1.17e-92,272
SM_b20964,OANT_RS19780,26.404,178,97,5,2,167,10,165,1.10e-12,61.6
SM_b20965,OANT_RS07130,30.476,315,170,11,25,306,83,381,2.62e-21,90.9
SM_b20967,OANT_RS14330,45.858,338,183,0,3,340,13,350,4.68e-103,304
SM_b20969,OANT_RS12885,34.082,267,172,3,5,270,20,283,1.05e-44,149
SM_b20970,OANT_RS01910,31.496,254,172,2,45,297,50,302,2.53e-44,151
SM_b20971,OANT_RS20090,29.102,323,205,13,10,319,9,320,2.05e-23,98.6
SM_b20972,OANT_RS19875,51.771,367,166,5,1,363,1,360,2.74e-124,361
SM_b20973,OANT_RS07255,43.844,999,547,9,16,1003,17,1012,0.0,770
SM_b20974,OANT_RS14350,53.604,222,101,1,1,222,9,228,7.24e-77,228
SM_b20975,OANT_RS14340,65.699,551,184,4,1,549,1,548,0.0,672
SM_b20976,OANT_RS14335,82.661,248,43,0,1,248,1,248,6.65e-155,428
SM_b20977,OANT_RS14330,68.314,344,109,0,8,351,11,354,4.75e-173,483
SM_b20978,OANT_RS01665,36.986,146,86,4,31,172,4,147,2.01e-22,85.5
SM_b20979,OANT_RS20115,37.081,418,262,1,11,428,8,424,3.68e-94,287
SM_b20981,OANT_RS20125,33.540,322,210,3,1,320,1,320,9.20e-61,194
SM_b20984,OANT_RS19955,29.856,278,189,3,7,281,3,277,8.02e-29,117
SM_b20986,OANT_RS13385,24.419,688,435,22,7,653,15,658,1.23e-28,119
SM_b20987,OANT_RS00955,42.248,258,140,3,86,335,84,340,8.52e-50,171
SM_b20989,OANT_RS22005,38.889,162,98,1,39,199,37,198,2.84e-38,134
SM_b20991,OANT_RS18245,31.236,445,280,6,16,453,6,431,3.63e-61,204
SM_b20992,OANT_RS18245,29.867,452,267,16,24,448,6,434,2.48e-47,166
SM_b20993,OANT_RS07615,24.234,359,247,11,31,377,19,364,2.57e-10,58.5
SM_b20994,OANT_RS22475,70.896,134,39,0,27,160,1,134,1.29e-65,195
SM_b20995,OANT_RS02550,71.222,483,132,2,1,476,1,483,0.0,696
SM_b20996,OANT_RS02545,56.481,216,94,0,5,220,3,218,2.76e-82,242
SM_b20998,OANT_RS02540,54.777,314,139,3,11,323,9,320,2.99e-127,365
SM_b20999,OANT_RS02535,71.359,412,118,0,1,412,1,412,0.0,615
SM_b21000,OANT_RS02530,50.867,346,166,1,1,346,23,364,1.12e-101,303
SM_b21002,OANT_RS00435,34.286,245,157,4,8,249,7,250,2.45e-45,150
SM_b21003,OANT_RS11280,26.647,334,210,13,11,328,7,321,3.29e-12,63.5
SM_b21004,OANT_RS17355,65.116,129,45,0,14,142,3,131,1.38e-60,181
SM_b21005,OANT_RS17350,70.455,132,38,1,25,155,9,140,3.03e-67,198
SM_b21006,OANT_RS21300,68.750,64,20,0,8,71,1,64,6.99e-28,93.2
SM_b21007,OANT_RS21305,65.217,138,48,0,2,139,6,143,4.96e-70,204
SM_b21008,OANT_RS21310,66.667,102,34,0,9,110,5,106,3.65e-50,152
SM_b21009,OANT_RS05620,47.495,499,253,5,1,494,1,495,5.56e-151,437
SM_b21010,OANT_RS05800,57.977,257,108,0,2,258,7,263,3.89e-101,293
SM_b21011,OANT_RS02365,59.548,487,190,3,7,492,12,492,0.0,580
SM_b21015,OANT_RS24825,42.723,426,229,5,1,412,1,425,2.63e-108,331
SM_b21016,OANT_RS18445,31.915,282,189,3,31,310,28,308,5.03e-49,164
SM_b21017,OANT_RS15105,34.483,319,186,5,9,310,28,340,4.65e-48,162
SM_b21018,OANT_RS18435,34.768,302,187,4,28,320,27,327,6.57e-45,154
SM_b21019,OANT_RS15900,38.735,506,273,8,21,503,11,502,1.29e-102,314
SM_b21021,OANT_RS25870,36.301,292,177,5,23,306,35,325,5.73e-43,154
SM_b21022,OANT_RS15930,28.132,455,286,11,5,444,4,432,3.34e-35,135
SM_b21025,OANT_RS02585,55.652,115,51,0,24,138,24,138,1.92e-42,134
SM_b21035,OANT_RS08860,46.377,69,37,0,3,71,7,75,3.26e-17,66.6
SM_b21037,OANT_RS23765,30.140,501,308,16,8,499,4,471,1.84e-39,147
SM_b21038,OANT_RS24210,45.033,302,165,1,21,322,1,301,1.23e-89,268
SM_b21039,OANT_RS24215,47.101,276,145,1,12,287,22,296,2.80e-78,237
SM_b21040,OANT_RS21295,38.612,562,324,8,8,553,2,558,7.55e-129,385
SM_b21042,OANT_RS22720,43.735,407,220,5,11,410,2,406,1.54e-106,318
SM_b21043,OANT_RS17710,33.962,106,56,1,1,106,198,289,9.80e-10,53.9
SM_b21044,OANT_RS22270,38.424,609,349,12,46,634,214,816,1.32e-126,391
SM_b21045,OANT_RS23395,30.133,375,233,7,13,384,54,402,5.08e-46,162
SM_b21050,OANT_RS17500,23.181,371,277,2,51,417,11,377,5.19e-15,74.3
SM_b21051,OANT_RS08910,28.650,363,236,10,24,375,3,353,2.30e-29,116
SM_b21052,OANT_RS22780,31.532,333,204,11,1,321,1,321,9.35e-37,131
SM_b21053,OANT_RS17470,29.557,203,112,4,210,412,206,377,2.13e-16,77.4
SM_b21058,OANT_RS17550,50.000,64,32,0,1,64,1,64,4.26e-18,72.4
SM_b21059,OANT_RS17550,36.585,164,100,3,10,171,93,254,3.69e-29,105
SM_b21060,OANT_RS17530,56.598,341,146,1,1,339,1,341,4.11e-130,373
SM_b21061,OANT_RS17545,40.648,401,234,2,13,410,20,419,1.50e-105,316
SM_b21062,OANT_RS17545,25.311,241,136,9,173,385,178,402,8.49e-10,57.0
SM_b21066,OANT_RS17505,28.070,114,82,0,5,118,11,124,2.74e-11,60.5
SM_b21067,OANT_RS17545,24.773,331,227,9,76,390,83,407,2.11e-20,89.7
SM_b21070,OANT_RS17440,24.390,246,148,6,30,271,19,230,1.37e-09,58.2
SM_b21071,OANT_RS13015,36.058,208,108,6,19,215,322,515,1.24e-33,123
SM_b21073,OANT_RS17445,27.208,419,283,8,10,423,6,407,2.07e-38,141
SM_b21076,OANT_RS02055,26.291,213,131,9,162,364,218,414,6.22e-08,51.2
SM_b21079,OANT_RS17430,41.667,228,133,0,12,239,15,242,2.02e-59,186
SM_b21080,OANT_RS17435,51.376,218,105,1,47,264,40,256,7.11e-76,229
SM_b21081,OANT_RS06300,30.081,369,205,15,61,402,25,367,1.15e-22,97.8
