Abortus2308|Q.,Melitensis16M|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BAB_RS17660,BME_RS16615,100.000,44,0,0,1,44,1,44,2.83e-29,95.1
BAB_RS17665,BME_RS07920,99.726,365,1,0,1,365,1,365,0.0,753
BAB_RS17670,BME_RS07915,99.758,413,1,0,1,413,1,413,0.0,852
BAB_RS17675,BME_RS07910,99.415,342,2,0,1,342,1,342,0.0,696
BAB_RS17680,BME_RS07905,100.000,40,0,0,1,40,1,40,1.20e-23,87.0
BAB_RS17685,BME_RS07905,99.527,423,2,0,1,423,49,471,0.0,824
BAB_RS17690,BME_RS07900,99.422,173,1,0,1,173,1,173,1.88e-125,347
BAB_RS17695,BME_RS07895,99.121,455,4,0,1,455,1,455,0.0,925
BAB_RS17700,BME_RS07890,99.061,213,2,0,1,213,1,213,2.80e-153,420
BAB_RS17705,BME_RS07885,87.363,182,1,1,1,160,1,182,1.55e-107,301
BAB_RS17710,BME_RS07880,100.000,37,0,0,1,37,1,37,1.71e-10,59.7
BAB_RS17715,BME_RS07875,95.437,263,6,1,1,263,1,257,0.0,516
BAB_RS17720,BME_RS07870,99.632,272,1,0,1,272,1,272,0.0,560
BAB_RS17725,BME_RS07865,100.000,475,0,0,1,475,1,475,0.0,987
BAB_RS17730,BME_RS07860,98.901,91,1,0,1,91,1,91,2.08e-65,188
BAB_RS17735,BME_RS07855,99.593,492,2,0,1,492,1,492,0.0,993
BAB_RS17740,BME_RS07850,97.914,719,1,1,1,705,1,719,0.0,1448
BAB_RS17745,BME_RS07845,99.655,290,1,0,1,290,1,290,0.0,589
BAB_RS17755,BME_RS07835,99.760,417,0,1,1,416,1,417,0.0,855
BAB_RS17760,BME_RS07830,99.539,434,2,0,1,434,1,434,0.0,895
BAB_RS17765,BME_RS07825,89.486,428,0,1,1,428,1,383,0.0,730
BAB_RS17770,BME_RS07820,100.000,52,0,0,1,52,1,52,1.19e-31,100
BAB_RS17775,BME_RS07815,99.601,752,3,0,1,752,1,752,0.0,1528
BAB_RS17780,BME_RS07810,100.000,165,0,0,1,165,1,165,1.83e-123,341
BAB_RS17785,BME_RS07805,99.806,516,1,0,1,516,1,516,0.0,1067
BAB_RS17790,BME_RS07800,100.000,287,0,0,1,287,1,287,0.0,590
BAB_RS17795,BME_RS07795,100.000,52,0,0,1,52,1,52,2.94e-34,107
BAB_RS17800,BME_RS07790,100.000,243,0,0,1,243,1,243,0.0,505
BAB_RS17805,BME_RS07785,100.000,541,0,0,1,541,1,541,0.0,1095
BAB_RS17810,BME_RS07780,99.342,152,1,0,1,152,1,152,6.38e-111,308
BAB_RS17815,BME_RS07775,100.000,80,0,0,1,80,1,80,1.09e-56,165
BAB_RS17820,BME_RS07770,99.510,204,1,0,1,204,1,204,1.18e-151,415
BAB_RS17825,BME_RS07765,99.654,289,1,0,193,481,193,481,0.0,543
BAB_RS17835,BME_RS07760,99.169,361,3,0,1,361,1,361,0.0,739
BAB_RS17840,BME_RS07755,99.138,116,1,0,1,116,1,116,6.78e-86,242
BAB_RS17845,BME_RS07750,100.000,347,0,0,1,347,1,347,0.0,698
BAB_RS17850,BME_RS07745,99.567,231,1,0,25,255,1,231,9.32e-158,445
BAB_RS17855,BME_RS07740,99.759,415,1,0,1,415,1,415,0.0,836
BAB_RS17860,BME_RS07735,99.699,332,1,0,1,332,1,332,0.0,692
BAB_RS17865,BME_RS07730,99.552,223,1,0,1,223,1,223,5.78e-160,438
BAB_RS17870,BME_RS07725,99.793,483,1,0,1,483,1,483,0.0,972
BAB_RS17875,BME_RS07720,100.000,438,0,0,1,438,1,438,0.0,895
BAB_RS17880,BME_RS07715,99.767,429,1,0,1,429,1,429,0.0,887
BAB_RS17885,BME_RS07710,100.000,132,0,0,1,132,1,132,2.47e-93,262
BAB_RS17890,BME_RS07705,100.000,249,0,0,1,249,1,249,1.65e-177,484
BAB_RS17895,BME_RS07700,100.000,75,0,0,1,75,1,75,8.40e-48,142
BAB_RS17900,BME_RS07695,99.519,208,1,0,1,208,1,208,1.74e-149,410
BAB_RS17905,BME_RS07690,99.371,159,1,0,1,159,1,159,4.66e-110,306
BAB_RS17910,BME_RS07685,99.545,220,1,0,1,220,1,220,5.36e-159,435
BAB_RS17915,BME_RS07680,99.231,390,1,1,1,390,1,388,0.0,786
BAB_RS17920,BME_RS07675,98.810,168,2,0,1,168,1,168,7.54e-117,324
BAB_RS17925,BME_RS07670,70.886,79,15,2,1,78,1,72,1.91e-23,81.6
BAB_RS17930,BME_RS07670,98.611,72,1,0,1,72,1,72,7.79e-48,142
BAB_RS17935,BME_RS07665,98.997,299,3,0,1,299,1,299,0.0,592
BAB_RS17940,BME_RS07660,100.000,61,0,0,1,61,1,61,4.80e-42,127
BAB_RS17945,BME_RS07655,99.592,736,3,0,1,736,1,736,0.0,1464
BAB_RS17950,BME_RS07650,100.000,260,0,0,1,260,1,260,0.0,509
BAB_RS17955,BME_RS07645,100.000,75,0,0,1,75,1,75,1.19e-50,150
BAB_RS17960,BME_RS07640,100.000,338,0,0,1,338,1,338,0.0,680
BAB_RS17965,BME_RS07635,100.000,621,0,0,1,621,1,621,0.0,1259
BAB_RS17970,BME_RS07630,100.000,308,0,0,1,308,1,308,0.0,648
BAB_RS17980,BME_RS07625,99.871,777,1,0,1,777,1,777,0.0,1558
BAB_RS17985,BME_RS07620,99.381,323,2,0,1,323,1,323,0.0,632
BAB_RS17990,BME_RS07615,99.787,470,1,0,1,470,1,470,0.0,957
BAB_RS17995,BME_RS07610,100.000,104,0,0,1,104,1,104,9.89e-73,208
BAB_RS18000,BME_RS07605,100.000,75,0,0,1,75,1,75,1.00e-47,142
BAB_RS18005,BME_RS07600,100.000,188,0,0,1,188,1,188,7.56e-139,382
BAB_RS18010,BME_RS07595,99.600,250,1,0,1,250,1,250,0.0,500
BAB_RS18015,BME_RS07590,99.831,592,1,0,1,592,1,592,0.0,1204
BAB_RS18020,BME_RS07585,99.449,363,2,0,1,363,1,363,0.0,732
BAB_RS18025,BME_RS07580,99.532,427,2,0,1,427,1,427,0.0,857
BAB_RS18030,BME_RS07575,99.700,333,1,0,1,333,1,333,0.0,662
BAB_RS18035,BME_RS07570,100.000,203,0,0,1,203,1,203,8.96e-153,418
BAB_RS18040,BME_RS16575,100.000,53,0,0,1,53,39,91,4.38e-33,110
BAB_RS18045,BME_RS07560,99.681,313,1,0,1,313,1,313,0.0,615
BAB_RS18050,BME_RS07555,100.000,272,0,0,1,272,1,272,0.0,553
BAB_RS18055,BME_RS07550,99.490,196,1,0,1,196,1,196,4.43e-148,405
BAB_RS18060,BME_RS07545,100.000,69,0,0,1,69,1,69,5.28e-47,140
BAB_RS18070,BME_RS07535,100.000,70,0,0,1,70,1,70,1.47e-46,139
BAB_RS18075,BME_RS07530,99.115,226,1,1,1,226,1,225,3.38e-166,454
BAB_RS18080,BME_RS07525,100.000,83,0,0,1,83,1,83,1.29e-56,166
BAB_RS18085,BME_RS07520,100.000,364,0,0,1,364,1,364,0.0,744
BAB_RS18090,BME_RS07515,99.730,371,1,0,1,371,1,371,0.0,755
BAB_RS18095,BME_RS07510,99.684,316,1,0,1,316,1,316,0.0,644
BAB_RS18100,BME_RS07505,100.000,84,0,0,1,84,1,84,1.07e-57,168
BAB_RS18105,BME_RS07500,100.000,172,0,0,1,172,1,172,1.14e-122,339
BAB_RS18110,BME_RS07495,98.837,86,1,0,1,86,1,86,6.87e-53,156
BAB_RS18115,BME_RS07490,99.454,183,1,0,1,183,1,183,1.01e-122,340
BAB_RS18120,BME_RS07485,99.048,315,3,0,1,315,1,315,0.0,630
BAB_RS18125,BME_RS07480,99.378,643,4,0,1,643,1,643,0.0,1291
BAB_RS18130,BME_RS07475,99.605,253,1,0,1,253,1,253,0.0,507
BAB_RS18135,BME_RS07470,99.036,415,4,0,1,415,1,415,0.0,832
BAB_RS18140,BME_RS07465,99.000,200,2,0,1,200,1,200,1.01e-147,405
BAB_RS18145,BME_RS07460,100.000,121,0,0,1,121,1,121,5.00e-85,240
BAB_RS18150,BME_RS07455,100.000,404,0,0,1,404,1,404,0.0,803
BAB_RS18155,BME_RS07450,99.522,628,3,0,1,628,1,628,0.0,1274
BAB_RS18160,BME_RS07445,99.602,251,1,0,1,251,1,251,0.0,510
BAB_RS18165,BME_RS07440,99.640,278,1,0,1,278,1,278,0.0,551
BAB_RS18170,BME_RS07435,100.000,246,0,0,1,246,1,246,0.0,501
BAB_RS18175,BME_RS07430,100.000,496,0,0,1,496,1,496,0.0,1019
BAB_RS18180,BME_RS07425,100.000,192,0,0,1,192,1,192,2.62e-136,375
BAB_RS18185,BME_RS07420,99.358,467,3,0,1,467,1,467,0.0,937
BAB_RS18190,BME_RS07415,100.000,501,0,0,1,501,1,501,0.0,1025
BAB_RS18195,BME_RS07410,99.765,426,1,0,1,426,1,426,0.0,890
BAB_RS18200,BME_RS07405,99.471,189,1,0,1,189,1,189,1.88e-137,378
BAB_RS18205,BME_RS07400,97.833,323,2,1,1,318,1,323,0.0,606
BAB_RS18210,BME_RS07395,100.000,82,0,0,1,82,1,82,5.26e-57,166
BAB_RS18215,BME_RS07390,99.324,148,1,0,1,148,1,148,5.44e-106,295
BAB_RS18220,BME_RS07385,99.363,314,2,0,1,314,1,314,0.0,619
BAB_RS18225,BME_RS07380,100.000,245,0,0,1,245,1,245,0.0,497
BAB_RS18230,BME_RS07375,100.000,78,0,0,1,78,1,78,5.45e-50,148
BAB_RS18235,BME_RS07370,100.000,420,0,0,1,420,1,420,0.0,848
BAB_RS18240,BME_RS07365,100.000,412,0,0,1,412,1,412,0.0,840
BAB_RS18245,BME_RS07360,99.645,282,1,0,18,299,1,282,0.0,558
BAB_RS18250,BME_RS07355,100.000,220,0,0,1,220,1,220,3.07e-164,448
BAB_RS18255,BME_RS07350,99.362,470,3,0,1,470,1,470,0.0,957
BAB_RS18260,BME_RS07345,100.000,208,0,0,1,208,1,208,1.48e-153,421
BAB_RS18265,BME_RS07340,99.661,295,1,0,1,295,1,295,0.0,599
BAB_RS18270,BME_RS07335,99.457,552,3,0,1,552,1,552,0.0,1097
BAB_RS18275,BME_RS07330,99.032,310,0,1,1,307,6,315,0.0,603
BAB_RS18280,BME_RS07320,99.206,126,1,0,1,126,1,126,4.69e-91,262
BAB_RS18290,BME_RS07315,100.000,292,0,0,1,292,1,292,0.0,587
BAB_RS18295,BME_RS07310,94.872,78,2,1,1,78,1,76,2.17e-49,150
BAB_RS18300,BME_RS07305,99.197,249,2,0,1,249,1,249,0.0,499
BAB_RS18305,BME_RS07300,99.711,346,1,0,1,346,1,346,0.0,706
BAB_RS18310,BME_RS07295,99.387,326,2,0,1,326,1,326,0.0,671
BAB_RS18315,BME_RS07290,100.000,154,0,0,1,154,1,154,3.50e-113,314
BAB_RS18320,BME_RS07285,100.000,161,0,0,1,161,1,161,1.22e-116,323
BAB_RS18325,BME_RS07280,100.000,266,0,0,1,266,1,266,0.0,539
BAB_RS18330,BME_RS07275,99.500,200,1,0,1,200,1,200,3.59e-149,409
BAB_RS18335,BME_RS07270,99.896,964,1,0,1,964,1,964,0.0,1953
BAB_RS18340,BME_RS07265,99.515,206,1,0,1,206,1,206,2.32e-154,422
BAB_RS18345,BME_RS07260,99.535,430,2,0,1,430,1,430,0.0,878
BAB_RS18350,BME_RS07255,100.000,463,0,0,1,463,1,463,0.0,955
BAB_RS18355,BME_RS07250,99.479,192,1,0,1,192,1,192,1.96e-143,394
BAB_RS18360,BME_RS07245,99.632,544,2,0,1,544,1,544,0.0,1114
BAB_RS18365,BME_RS07240,100.000,61,0,0,1,61,1,61,8.16e-41,124
BAB_RS18370,BME_RS07235,99.561,228,1,0,1,228,1,228,4.12e-168,459
BAB_RS18375,BME_RS07230,100.000,568,0,0,1,568,1,568,0.0,1123
BAB_RS18380,BME_RS07225,99.469,377,2,0,1,377,1,377,0.0,779
BAB_RS18385,BME_RS07220,100.000,205,0,0,1,205,1,205,4.89e-154,421
BAB_RS18390,BME_RS07215,99.721,358,1,0,1,358,1,358,0.0,731
BAB_RS18395,BME_RS07210,98.857,175,2,0,1,175,1,175,6.29e-123,340
BAB_RS18400,BME_RS07205,100.000,217,0,0,1,217,1,217,3.32e-164,448
BAB_RS18405,BME_RS07200,99.740,1152,3,0,1,1152,1,1152,0.0,2243
BAB_RS18410,BME_RS07195,100.000,284,0,0,2,285,14,297,0.0,567
BAB_RS18415,BME_RS07190,100.000,113,0,0,1,113,1,113,8.83e-81,229
BAB_RS18420,BME_RS07185,99.775,887,2,0,1,887,1,887,0.0,1808
BAB_RS18425,BME_RS07180,99.632,272,1,0,1,272,1,272,0.0,557
BAB_RS18430,BME_RS07175,100.000,102,0,0,1,102,1,102,2.72e-70,202
BAB_RS18435,BME_RS07170,99.618,262,1,0,1,262,1,262,0.0,527
BAB_RS18440,BME_RS07165,99.668,301,1,0,1,301,1,301,0.0,607
BAB_RS18445,BME_RS07160,98.995,199,2,0,1,199,1,199,1.51e-136,377
BAB_RS18450,BME_RS07155,98.817,169,2,0,1,169,1,169,2.40e-124,343
BAB_RS18455,BME_RS07150,100.000,118,0,0,1,118,1,118,8.05e-86,242
BAB_RS18460,BME_RS07145,100.000,278,0,0,1,278,1,278,0.0,559
BAB_RS18465,BME_RS07140,99.518,622,3,0,1,622,1,622,0.0,1257
BAB_RS18470,BME_RS07135,100.000,335,0,0,1,335,1,335,0.0,644
BAB_RS18475,BME_RS07130,100.000,25,0,0,1,25,1,25,2.69e-13,52.4
BAB_RS18505,BME_RS07110,100.000,259,0,0,1,259,1,259,0.0,536
BAB_RS18510,BME_RS07105,100.000,284,0,0,1,284,1,284,0.0,592
BAB_RS18515,BME_RS07100,99.603,252,1,0,1,252,1,252,0.0,504
BAB_RS18520,BME_RS07095,99.615,260,1,0,1,260,1,260,0.0,515
BAB_RS18525,BME_RS07090,100.000,367,0,0,1,367,1,367,0.0,769
BAB_RS18530,BME_RS07085,100.000,362,0,0,1,362,1,362,0.0,751
BAB_RS18535,BME_RS13690,96.639,119,4,0,1,119,1,119,1.94e-84,241
BAB_RS18550,BME_RS08985,99.180,122,1,0,1,122,1,122,3.74e-86,243
BAB_RS18555,BME_RS04980,98.462,130,2,0,1,130,1,130,5.94e-95,266
BAB_RS18560,BME_RS16500,100.000,79,0,0,1,79,1,79,3.91e-55,161
BAB_RS18565,BME_RS07060,99.731,372,1,0,1,372,1,372,0.0,765
BAB_RS18580,BME_RS07045,99.457,184,1,0,1,184,1,184,1.39e-136,375
BAB_RS18595,BME_RS07030,100.000,105,0,0,1,105,1,105,9.54e-74,210
BAB_RS18600,BME_RS07025,99.335,451,3,0,1,451,1,451,0.0,910
BAB_RS18605,BME_RS07020,99.789,474,1,0,1,474,1,474,0.0,976
BAB_RS18610,BME_RS07015,100.000,390,0,0,1,390,1,390,0.0,813
BAB_RS18615,BME_RS07010,100.000,369,0,0,1,369,1,369,0.0,765
BAB_RS18620,BME_RS07005,99.609,511,2,0,1,511,1,511,0.0,1012
BAB_RS18625,BME_RS07000,99.399,333,2,0,1,333,1,333,0.0,644
BAB_RS18630,BME_RS06995,100.000,320,0,0,1,320,1,320,0.0,645
BAB_RS18635,BME_RS06990,99.429,350,2,0,1,350,1,350,0.0,723
BAB_RS18640,BME_RS06985,92.821,390,3,1,1,365,1,390,0.0,729
BAB_RS18645,BME_RS06980,100.000,435,0,0,1,435,1,435,0.0,904
BAB_RS18650,BME_RS06975,98.965,483,5,0,1,483,1,483,0.0,968
BAB_RS18655,BME_RS06970,98.834,343,4,0,1,343,1,343,0.0,674
BAB_RS18660,BME_RS06965,98.837,172,2,0,1,172,1,172,1.01e-126,350
BAB_RS18665,BME_RS16465,99.471,189,1,0,1,189,1,189,4.28e-143,392
BAB_RS18670,BME_RS06955,100.000,487,0,0,1,487,1,487,0.0,992
BAB_RS18675,BME_RS06950,99.454,549,3,0,1,549,1,549,0.0,1125
BAB_RS18680,BME_RS06945,99.495,198,1,0,1,198,1,198,3.35e-144,396
BAB_RS18685,BME_RS06940,100.000,340,0,0,1,340,1,340,0.0,699
BAB_RS18690,BME_RS06935,99.359,156,1,0,1,156,1,156,1.68e-112,312
BAB_RS18695,BME_RS06930,100.000,129,0,0,1,129,1,129,3.53e-93,261
BAB_RS18700,BME_RS06925,98.684,76,1,0,1,76,1,76,9.41e-51,150
BAB_RS18705,BME_RS06920,100.000,330,0,0,1,330,1,330,0.0,679
BAB_RS18725,BME_RS06905,100.000,120,0,0,1,120,1,120,1.71e-80,229
BAB_RS18730,BME_RS06900,100.000,503,0,0,1,503,1,503,0.0,1014
BAB_RS18735,BME_RS06895,100.000,238,0,0,1,238,1,238,3.33e-180,490
BAB_RS18740,BME_RS06890,100.000,80,0,0,1,80,1,80,5.87e-57,166
BAB_RS18745,BME_RS06885,94.413,179,8,1,1,177,1,179,1.06e-117,330
BAB_RS18750,BME_RS06880,98.995,199,2,0,1,199,1,199,6.81e-147,403
BAB_RS18755,BME_RS06875,100.000,111,0,0,1,111,1,111,2.93e-81,230
BAB_RS18760,BME_RS06870,99.858,702,1,0,1,702,1,702,0.0,1448
BAB_RS18765,BME_RS06865,100.000,142,0,0,1,142,1,142,7.00e-105,292
BAB_RS18770,BME_RS06860,100.000,103,0,0,1,103,1,103,3.59e-73,209
BAB_RS18775,BME_RS06855,99.338,151,1,0,1,151,1,151,1.21e-109,305
BAB_RS18780,BME_RS06850,98.054,257,5,0,1,257,1,257,0.0,508
BAB_RS18785,BME_RS06845,100.000,438,0,0,1,438,8,445,0.0,869
BAB_RS18790,BME_RS06840,100.000,141,0,0,1,141,1,141,3.72e-104,290
BAB_RS18795,BME_RS06835,96.753,154,0,1,1,149,1,154,1.11e-107,300
BAB_RS18800,BME_RS06830,99.836,609,1,0,1,609,1,609,0.0,1230
BAB_RS18805,BME_RS06825,100.000,322,0,0,1,322,1,322,0.0,645
BAB_RS18810,BME_RS06820,100.000,115,0,0,1,115,1,115,1.09e-82,234
BAB_RS18815,BME_RS06815,97.486,358,3,1,1,358,1,352,0.0,692
BAB_RS18820,BME_RS06810,99.444,180,1,0,1,180,1,180,1.15e-133,368
BAB_RS18825,BME_RS06805,100.000,203,0,0,1,203,1,203,2.12e-149,409
BAB_RS18830,BME_RS06800,100.000,724,0,0,1,724,1,724,0.0,1487
BAB_RS18835,BME_RS06795,100.000,170,0,0,1,170,1,170,5.21e-120,332
BAB_RS18840,BME_RS06790,99.045,419,0,1,1,415,1,419,0.0,831
BAB_RS18845,BME_RS06785,100.000,397,0,0,1,397,1,397,0.0,803
BAB_RS18850,BME_RS06780,99.200,125,1,0,1,125,1,125,2.44e-86,244
BAB_RS18880,BME_RS06775,100.000,137,0,0,1,137,1,137,1.09e-97,273
BAB_RS18885,BME_RS06770,99.115,113,1,0,1,113,1,113,1.85e-79,225
BAB_RS18890,BME_RS06765,100.000,181,0,0,1,181,1,181,1.03e-125,348
BAB_RS18895,BME_RS06760,100.000,210,0,0,1,210,1,210,3.98e-153,419
BAB_RS18910,BME_RS06750,96.528,144,1,1,1,140,1,144,6.12e-100,280
BAB_RS18920,BME_RS06745,94.422,986,53,1,1,984,1,986,0.0,1840
BAB_RS18925,BME_RS06740,100.000,68,0,0,1,68,1,68,1.23e-43,131
BAB_RS18930,BME_RS06735,100.000,98,0,0,1,98,1,98,6.68e-66,190
BAB_RS18935,BME_RS06730,100.000,229,0,0,1,229,1,229,2.40e-169,462
BAB_RS18940,BME_RS06725,100.000,436,0,0,1,436,1,436,0.0,874
BAB_RS18945,BME_RS06720,99.333,150,1,0,1,150,1,150,3.18e-109,303
BAB_RS18950,BME_RS06715,99.472,379,2,0,1,379,1,379,0.0,745
BAB_RS18955,BME_RS06710,100.000,165,0,0,1,165,1,165,1.60e-119,331
BAB_RS18960,BME_RS06705,100.000,663,0,0,1,663,1,663,0.0,1303
BAB_RS18965,BME_RS06700,98.734,158,2,0,1,158,1,158,2.25e-112,312
BAB_RS18970,BME_RS06695,99.805,513,1,0,1,513,1,513,0.0,1012
BAB_RS18975,BME_RS06690,99.149,235,2,0,1,235,1,235,6.43e-172,469
BAB_RS18980,BME_RS06685,99.145,468,4,0,1,468,1,468,0.0,924
BAB_RS18985,BME_RS06680,99.593,983,4,0,1,983,1,983,0.0,1977
BAB_RS18990,BME_RS06675,99.858,703,1,0,1,703,1,703,0.0,1447
BAB_RS18995,BME_RS06670,99.872,783,1,0,1,783,1,783,0.0,1599
BAB_RS19000,BME_RS06665,99.547,883,4,0,1,883,1,883,0.0,1810
BAB_RS19005,BME_RS06660,100.000,319,0,0,1,319,1,319,0.0,631
BAB_RS19010,BME_RS06655,99.761,418,1,0,1,418,1,418,0.0,836
BAB_RS19015,BME_RS06650,100.000,290,0,0,1,290,1,290,0.0,587
BAB_RS19020,BME_RS06645,99.822,563,1,0,1,563,1,563,0.0,1157
BAB_RS19025,BME_RS06640,99.689,322,1,0,1,322,1,322,0.0,647
BAB_RS19030,BME_RS06635,99.600,500,2,0,1,500,1,500,0.0,1036
BAB_RS19045,BME_RS06620,99.576,236,1,0,1,236,1,236,1.45e-177,483
BAB_RS19050,BME_RS06615,100.000,115,0,0,1,115,1,115,7.11e-82,232
BAB_RS19055,BME_RS06610,97.468,79,0,1,1,77,1,79,3.48e-49,146
BAB_RS19060,BME_RS06605,98.824,85,1,0,1,85,1,85,2.23e-60,175
BAB_RS19065,BME_RS06600,99.609,256,1,0,1,256,1,256,0.0,508
BAB_RS19070,BME_RS06595,99.537,216,1,0,1,216,1,216,6.13e-157,430
BAB_RS19075,BME_RS06590,100.000,124,0,0,1,124,1,124,1.57e-85,242
BAB_RS19080,BME_RS06585,100.000,174,0,0,1,174,1,174,1.99e-127,368
BAB_RS19085,BME_RS06580,99.351,308,2,0,1,308,1,308,0.0,635
BAB_RS19090,BME_RS06575,87.466,367,0,1,1,321,1,367,0.0,586
BAB_RS19095,BME_RS06570,100.000,30,0,0,1,30,1,30,3.83e-16,59.7
BAB_RS19100,BME_RS06565,99.448,362,2,0,1,362,1,362,0.0,726
BAB_RS19105,BME_RS06560,100.000,213,0,0,1,213,1,213,5.24e-159,435
BAB_RS19110,BME_RS06555,100.000,60,0,0,1,60,1,60,7.91e-40,121
BAB_RS19115,BME_RS06550,99.541,218,1,0,1,218,1,218,8.72e-156,427
BAB_RS19120,BME_RS06545,99.708,685,2,0,1,685,1,685,0.0,1380
BAB_RS19125,BME_RS06540,100.000,293,0,0,1,293,1,293,0.0,603
BAB_RS19130,BME_RS06535,100.000,158,0,0,1,158,1,158,7.64e-116,321
BAB_RS19135,BME_RS06530,100.000,223,0,0,1,223,1,223,3.37e-169,461
BAB_RS19140,BME_RS06525,99.476,191,1,0,1,191,1,191,6.12e-140,385
BAB_RS19145,BME_RS06520,100.000,133,0,0,1,133,1,133,1.80e-93,263
BAB_RS19150,BME_RS06515,99.467,750,4,0,1,750,1,750,0.0,1536
BAB_RS19155,BME_RS06510,100.000,192,0,0,1,192,1,192,3.27e-140,385
BAB_RS19160,BME_RS06505,98.406,251,4,0,1,251,1,251,0.0,498
BAB_RS19165,BME_RS06500,99.775,444,1,0,1,444,1,444,0.0,907
BAB_RS19170,BME_RS06495,99.256,403,3,0,1,403,1,403,0.0,798
BAB_RS19175,BME_RS06490,100.000,279,0,0,1,279,1,279,0.0,572
BAB_RS19180,BME_RS06485,100.000,191,0,0,1,191,1,191,1.78e-137,379
BAB_RS19185,BME_RS06480,100.000,134,0,0,1,134,1,134,4.55e-98,274
BAB_RS19190,BME_RS06475,100.000,260,0,0,1,260,1,260,0.0,526
BAB_RS19195,BME_RS06470,100.000,234,0,0,1,234,1,234,1.92e-174,475
BAB_RS19200,BME_RS06465,99.035,311,3,0,1,311,1,311,0.0,633
BAB_RS19205,BME_RS06460,99.595,247,1,0,1,247,1,247,0.0,504
BAB_RS19210,BME_RS06455,100.000,169,0,0,1,169,1,169,1.09e-122,339
BAB_RS19215,BME_RS06450,100.000,206,0,0,1,206,1,206,1.26e-153,421
BAB_RS19220,BME_RS06445,99.652,287,1,0,1,287,1,287,0.0,586
BAB_RS19225,BME_RS06440,99.775,444,1,0,1,444,1,444,0.0,907
BAB_RS19230,BME_RS06435,99.606,254,1,0,1,254,1,254,0.0,510
BAB_RS19235,BME_RS06430,100.000,88,0,0,1,88,1,88,5.81e-61,177
BAB_RS19240,BME_RS06425,99.213,127,1,0,1,127,1,127,3.64e-92,259
BAB_RS19245,BME_RS06420,99.320,147,1,0,1,147,1,147,1.38e-107,299
BAB_RS19250,BME_RS06415,100.000,259,0,0,1,259,1,259,0.0,533
BAB_RS19255,BME_RS06410,99.510,204,1,0,1,204,1,204,1.38e-142,392
BAB_RS19260,BME_RS06405,100.000,55,0,0,1,55,1,55,2.98e-37,114
BAB_RS19265,BME_RS06400,99.802,506,1,0,1,506,1,506,0.0,1046
BAB_RS19270,BME_RS06395,100.000,537,0,0,1,537,1,537,0.0,1103
BAB_RS19275,BME_RS06390,99.020,306,3,0,1,306,1,306,0.0,597
BAB_RS19280,BME_RS06385,99.827,577,1,0,1,577,1,577,0.0,1169
BAB_RS19285,BME_RS06380,99.638,276,1,0,1,276,1,276,0.0,558
BAB_RS19290,BME_RS06375,99.708,343,1,0,1,343,1,343,0.0,678
BAB_RS19295,BME_RS06370,99.371,318,2,0,1,318,1,318,0.0,653
BAB_RS19300,BME_RS06365,99.369,792,5,0,1,792,1,792,0.0,1625
BAB_RS19305,BME_RS06360,99.724,362,1,0,1,362,1,362,0.0,731
BAB_RS19310,BME_RS06355,99.254,402,3,0,1,402,1,402,0.0,802
BAB_RS19315,BME_RS09645,37.830,341,193,8,127,464,104,428,3.59e-55,188
BAB_RS19320,BME_RS06345,100.000,149,0,0,1,149,1,149,1.05e-110,307
BAB_RS19325,BME_RS06340,99.465,187,1,0,1,187,1,187,2.69e-135,372
BAB_RS19330,BME_RS06335,99.681,627,2,0,1,627,1,627,0.0,1265
BAB_RS19335,BME_RS06330,100.000,170,0,0,1,170,1,170,1.55e-128,354
BAB_RS19340,BME_RS06325,99.286,140,1,0,1,140,1,140,4.57e-101,282
BAB_RS19345,BME_RS06320,99.620,263,1,0,1,263,1,263,0.0,535
BAB_RS19350,BME_RS06315,100.000,163,0,0,1,163,1,163,1.88e-122,338
BAB_RS19355,BME_RS06310,100.000,85,0,0,1,85,1,85,1.99e-58,170
BAB_RS19360,BME_RS06305,100.000,194,0,0,1,194,1,194,1.03e-140,387
BAB_RS19365,BME_RS06300,100.000,683,0,0,8,690,3,685,0.0,1407
BAB_RS19370,BME_RS06295,99.632,272,1,0,1,272,1,272,0.0,556
BAB_RS19375,BME_RS06290,99.531,213,1,0,1,213,1,213,9.10e-157,429
BAB_RS19380,BME_RS06285,99.497,199,1,0,1,199,1,199,7.74e-149,408
BAB_RS19385,BME_RS06280,99.563,229,1,0,1,229,1,229,8.43e-173,471
BAB_RS19390,BME_RS06275,98.718,156,2,0,1,156,1,156,1.03e-113,315
BAB_RS19395,BME_RS06270,99.655,290,1,0,1,290,1,290,0.0,587
BAB_RS19400,BME_RS06265,98.932,281,3,0,1,281,1,281,0.0,536
BAB_RS19405,BME_RS06260,99.435,708,4,0,1,708,1,708,0.0,1465
BAB_RS19410,BME_RS06255,100.000,174,0,0,1,174,1,174,7.56e-125,345
BAB_RS19415,BME_RS06250,100.000,205,0,0,1,205,1,205,3.50e-150,412
BAB_RS19420,BME_RS06245,99.721,359,1,0,1,359,1,359,0.0,713
BAB_RS19425,BME_RS06240,99.738,382,1,0,1,382,1,382,0.0,754
BAB_RS19430,BME_RS06230,99.654,289,1,0,1,289,1,289,0.0,575
BAB_RS19435,BME_RS06225,100.000,261,0,0,1,261,1,261,0.0,504
