Melitensis16M|Q.,C_crescentus|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BME_RS10695,CC_2194,21.121,767,462,26,1,661,4,733,7.26e-11,62.0
BME_RS10700,CC_1792,27.751,209,140,5,8,213,29,229,3.07e-12,63.9
BME_RS10705,CC_0610,28.205,234,159,1,12,236,49,282,1.34e-24,96.3
BME_RS10710,CC_0611,40.000,235,113,4,20,226,25,259,1.08e-55,176
BME_RS10715,CC_1833,26.994,163,112,6,106,265,131,289,1.50e-08,52.0
BME_RS10720,CC_1172,24.950,505,291,18,2,455,34,501,9.13e-18,82.8
BME_RS10730,CC_3134,39.344,305,157,3,4,300,15,299,1.92e-66,213
BME_RS10750,CC_0445,33.750,240,154,3,1,240,10,244,9.19e-37,127
BME_RS10765,CC_3600,28.829,222,150,3,17,231,24,244,2.58e-28,104
BME_RS10770,CC_1276,30.516,213,139,3,342,550,3,210,1.17e-20,89.7
BME_RS10785,CC_0658,27.387,555,361,16,16,560,22,544,3.50e-30,121
BME_RS10790,CC_3141,47.706,218,113,1,3,220,6,222,7.50e-55,188
BME_RS10795,CC_0426,23.844,411,258,14,51,432,81,465,8.35e-11,60.8
BME_RS10810,CC_0244,26.108,203,126,7,3,194,4,193,1.69e-10,55.5
BME_RS10815,CC_3132,36.283,452,260,9,12,450,19,455,3.81e-93,286
BME_RS10820,CC_0584,28.109,402,241,13,19,409,5,369,1.38e-33,127
BME_RS10840,CC_3141,41.314,472,270,6,26,491,22,492,2.60e-105,320
BME_RS10850,CC_3567,27.962,211,137,4,76,283,27,225,5.07e-15,69.7
BME_RS10875,CC_2399,26.493,268,188,4,52,316,48,309,1.26e-18,81.6
BME_RS10880,CC_0861,44.138,145,81,0,236,380,180,324,5.05e-25,101
BME_RS10885,CC_0860,39.321,501,292,6,5,500,3,496,5.47e-113,341
BME_RS10890,CC_0859,27.386,241,166,6,37,272,42,278,3.51e-12,63.2
BME_RS10910,CC_0792,39.858,281,155,5,3,281,5,273,1.92e-46,154
BME_RS10925,CC_1573,38.017,121,74,1,247,366,172,292,3.14e-18,80.9
BME_RS10945,CC_3035,31.618,136,89,2,70,205,70,201,1.26e-15,70.1
BME_RS10950,CC_0902,34.351,262,142,8,1,236,1,258,2.96e-23,98.6
BME_RS10955,CC_0899,26.400,250,177,2,1,244,1,249,3.29e-11,62.4
BME_RS10965,CC_1459,35.000,100,63,2,16,114,15,113,6.62e-12,55.1
BME_RS10970,CC_1458,30.556,144,92,2,9,151,3,139,1.07e-15,66.6
BME_RS10980,CC_1075,40.741,81,48,0,4,84,4,84,5.48e-13,55.8
BME_RS10985,CC_0910,51.579,95,44,1,14,108,14,106,2.43e-25,95.5
BME_RS10990,CC_0910,42.738,599,325,7,3,593,112,700,5.05e-130,394
BME_RS10995,CC_1076,30.275,218,130,6,15,222,13,218,1.02e-19,82.4
BME_RS11025,CC_0357,34.677,124,77,3,13,135,41,161,1.27e-12,58.9
BME_RS11035,CC_3600,32.877,219,128,5,29,229,23,240,5.88e-30,110
BME_RS11045,CC_0321,39.827,231,108,7,4,233,10,210,2.12e-41,147
BME_RS11050,CC_2625,46.269,134,69,3,1,133,1,132,4.08e-35,116
BME_RS11070,CC_t47,80.000,25,5,0,1,25,1,25,1.33e-08,40.8
BME_RS11075,CC_r02,40.270,370,191,5,102,457,63,416,1.31e-49,187
BME_RS11135,CC_3139,30.100,402,236,13,41,407,71,462,4.04e-20,89.0
BME_RS11140,CC_3134,40.616,357,188,5,14,346,15,371,5.78e-84,256
BME_RS11145,CC_3136,37.402,254,135,5,12,242,31,283,3.09e-47,157
BME_RS11150,CC_3135,26.744,258,181,2,4,254,47,303,1.44e-24,97.1
BME_RS11160,CC_2613,31.724,435,254,13,25,440,23,433,1.08e-33,129
BME_RS11165,CC_2128,40.152,132,69,6,10,133,7,136,6.12e-16,73.6
BME_RS11170,CC_2669,38.222,225,129,6,5,228,1,216,2.69e-41,143
BME_RS11175,CC_2669,35.271,258,145,8,4,255,2,243,1.22e-29,112
BME_RS11200,CC_2669,39.113,248,135,6,21,268,1,232,1.64e-41,144
BME_RS11205,CC_2669,31.560,282,160,8,29,307,18,269,1.80e-31,117
BME_RS11230,CC_1122,22.462,463,280,17,16,460,29,430,1.58e-13,69.7
BME_RS11235,CC_0427,59.843,381,149,3,1,379,1,379,1.28e-163,460
BME_RS11240,CC_0006,46.360,261,138,2,23,281,1,261,1.42e-66,205
BME_RS11245,CC_0715,39.007,282,171,1,10,291,3,283,9.93e-59,193
BME_RS11250,CC_1727,34.242,330,209,5,399,724,125,450,1.37e-48,174
BME_RS11260,CC_1729,35.802,162,87,3,1,149,1,158,1.35e-20,90.1
BME_RS11280,CC_3696,33.471,242,147,8,20,261,17,244,5.28e-29,109
BME_RS11285,CC_2669,39.815,216,127,3,36,251,18,230,1.05e-41,145
BME_RS11290,CC_3562,33.666,401,264,2,46,445,33,432,3.77e-71,228
BME_RS11295,CC_3140,39.211,431,257,3,11,439,12,439,4.89e-104,316
BME_RS11300,CC_3142,26.087,161,118,1,62,221,2,162,5.40e-10,53.9
BME_RS11315,CC_t10,93.333,30,2,0,1,30,1,30,3.94e-16,60.1
BME_RS11325,CC_0994,66.825,211,70,0,6,216,3,213,3.48e-103,294
BME_RS11335,CC_2268,66.990,206,68,0,3,208,4,209,5.00e-102,290
BME_RS11340,CC_3708,52.381,252,106,3,26,269,7,252,5.06e-86,254
BME_RS11345,CC_3709,47.253,455,232,4,1,452,1,450,6.24e-139,408
BME_RS11350,CC_3712,58.500,400,158,5,7,404,18,411,1.93e-149,427
BME_RS11355,CC_1070,52.805,517,230,4,15,518,17,532,0.0,531
BME_RS11370,CC_0523,29.032,248,149,7,38,265,6,246,6.95e-23,92.0
BME_RS11375,CC_1849,45.806,155,76,3,312,458,317,471,2.20e-39,145
BME_RS11395,CC_0658,27.289,568,348,13,31,581,24,543,1.03e-29,120
BME_RS11400,CC_t50,79.310,29,6,0,1,29,1,29,1.13e-09,43.5
BME_RS11405,CC_2261,46.009,213,93,2,4,194,3,215,8.92e-55,171
BME_RS11410,CC_3550,50.376,266,115,4,14,278,7,256,4.78e-74,224
BME_RS11415,CC_0305,37.370,578,349,4,22,588,17,592,9.85e-122,370
BME_RS11420,CC_2054,36.392,316,195,4,16,327,11,324,2.16e-55,181
BME_RS11435,CC_1055,41.812,287,162,3,1,285,1,284,3.45e-68,211
BME_RS11440,CC_3638,58.696,368,145,3,28,394,15,376,3.65e-155,439
BME_RS11445,CC_3639,45.022,231,116,4,3,230,6,228,6.36e-59,182
BME_RS11450,CC_3605,63.740,262,95,0,5,266,3,264,1.34e-103,299
BME_RS11455,CC_3604,52.215,316,142,5,14,325,4,314,4.07e-92,274
BME_RS11460,CC_1034,79.035,601,125,1,2,602,49,648,0.0,973
BME_RS11465,CC_1343,38.462,78,46,2,3,79,8,84,6.21e-08,43.5
BME_RS11475,CC_0271,26.462,325,188,16,55,348,47,351,4.86e-09,54.7
BME_RS11480,CC_0272,57.233,159,66,1,13,171,17,173,3.88e-67,199
BME_RS11485,CC_0279,55.184,299,133,1,1,299,1,298,3.03e-112,324
BME_RS11490,CC_0278,60.729,247,95,1,1,247,1,245,7.59e-103,296
BME_RS11500,CC_0275,50.508,394,177,4,1,394,7,382,9.99e-115,337
BME_RS11505,CC_0167,43.651,126,64,4,67,186,148,272,1.59e-26,99.4
BME_RS11510,CC_0281,68.794,282,79,3,6,284,8,283,1.14e-123,351
BME_RS11515,CC_0810,44.882,254,121,2,24,272,12,251,2.04e-77,233
BME_RS11520,CC_0282,44.595,222,112,1,8,229,3,213,3.74e-59,183
BME_RS11525,CC_0283,56.552,290,120,2,11,294,13,302,1.31e-103,301
BME_RS11530,CC_0766,56.373,204,80,1,60,263,1,195,5.27e-70,211
BME_RS11535,CC_0767,44.553,615,293,9,3,590,4,597,7.13e-171,497
BME_RS11540,CC_0768,44.444,90,41,3,9,97,12,93,1.53e-13,60.8
BME_RS11545,CC_0769,70.455,44,13,0,1,44,1,44,1.04e-11,49.7
BME_RS11565,CC_3715,25.408,429,283,11,22,429,27,439,1.43e-23,100
BME_RS11570,CC_2392,32.683,205,121,6,16,205,12,214,9.40e-17,73.6
BME_RS11575,CC_3141,39.286,476,276,9,26,492,22,493,2.81e-96,297
BME_RS11580,CC_1816,32.812,256,154,4,4,252,6,250,1.33e-32,121
BME_RS11600,CC_2669,42.857,210,106,6,25,232,19,216,6.90e-33,121
BME_RS11605,CC_2669,43.388,242,127,4,32,268,19,255,9.54e-50,164
BME_RS11610,CC_1323,29.087,471,304,13,9,462,64,521,1.22e-30,121
BME_RS11620,CC_3174,28.205,390,212,12,28,396,28,370,9.59e-29,112
BME_RS11625,CC_3285,37.500,104,59,2,209,308,76,177,1.49e-13,66.2
BME_RS11635,CC_2973,48.020,202,103,2,1,200,1,202,3.67e-53,166
BME_RS11675,CC_0861,31.343,268,166,5,60,313,64,327,1.12e-14,70.5
BME_RS11680,CC_0861,32.110,218,144,1,46,259,55,272,4.28e-19,83.2
BME_RS11685,CC_2796,29.412,102,65,2,19,114,26,126,4.08e-11,53.1
BME_RS11690,CC_2747,40.206,194,112,3,8,197,48,241,4.03e-40,135
BME_RS11695,CC_2748,61.111,306,111,3,14,319,16,313,9.62e-136,384
BME_RS11705,CC_0323,42.284,324,172,9,12,322,53,374,8.01e-70,219
BME_RS11710,CC_0321,59.669,362,141,3,12,372,8,365,3.99e-134,385
BME_RS11730,CC_1627,29.819,332,223,5,10,336,7,333,6.29e-34,124
BME_RS11735,CC_3722,34.177,316,196,3,1,305,17,331,9.51e-54,176
BME_RS11740,CC_3133,39.908,218,131,0,33,250,3,220,5.54e-47,154
BME_RS11745,CC_1286,38.645,251,144,3,5,246,7,256,2.94e-45,149
BME_RS11750,CC_3094,40.416,433,256,2,317,748,263,694,5.97e-105,335
BME_RS11770,CC_3305,65.312,369,124,4,7,372,6,373,2.85e-160,454
BME_RS11775,CC_3304,67.593,108,22,3,45,139,3,110,1.11e-36,119
BME_RS11780,CC_3303,76.271,472,104,5,1,464,1,472,0.0,659
BME_RS11790,CC_2096,30.857,175,116,3,11,181,11,184,8.80e-15,67.8
BME_RS11795,CC_0942,48.485,132,64,3,14,145,13,140,1.35e-36,120
BME_RS11810,CC_3297,86.765,68,9,0,1,68,12,79,2.09e-28,94.7
BME_RS11815,CC_0119,26.486,185,136,0,75,259,152,336,4.88e-13,66.2
BME_RS11820,CC_2526,40.000,70,41,1,63,131,6,75,8.68e-09,46.6
BME_RS11825,CC_2668,46.226,212,110,1,10,217,13,224,7.54e-44,144
BME_RS11830,CC_2669,49.379,322,139,3,13,324,1,308,8.90e-93,277
BME_RS11835,CC_2664,35.424,271,168,4,10,277,2,268,2.36e-47,156
BME_RS11840,CC_1278,57.170,530,225,1,5,532,11,540,0.0,585
BME_RS11855,CC_1439,30.837,227,146,3,8,228,4,225,4.32e-29,107
BME_RS11860,CC_3600,31.621,253,156,4,18,267,4,242,2.12e-31,114
BME_RS11870,CC_2352,25.086,291,218,0,4,294,8,298,8.39e-24,95.5
BME_RS11880,CC_2887,34.932,146,81,6,1,138,25,164,1.16e-12,59.3
BME_RS11895,CC_2105,30.102,196,117,7,7,187,97,287,1.02e-12,67.4
BME_RS11905,CC_2100,30.505,554,351,15,9,539,2,544,3.58e-63,214
BME_RS11910,CC_0783,35.616,219,137,2,20,238,13,227,2.31e-31,112
BME_RS11920,CC_1419,63.284,335,118,2,1,330,2,336,2.17e-150,423
BME_RS11925,CC_0967,53.947,304,139,1,7,309,2,305,8.23e-109,316
BME_RS11930,CC_1421,79.534,601,122,1,1,601,1,600,0.0,980
BME_RS11935,CC_0785,33.887,301,183,9,11,302,8,301,8.02e-40,138
BME_RS11940,CC_0784,51.295,193,94,0,13,205,8,200,5.55e-56,174
BME_RS11955,CC_0860,39.880,499,292,5,23,519,3,495,4.13e-117,352
BME_RS11960,CC_0861,43.421,152,86,0,245,396,179,330,9.10e-23,95.1
BME_RS11965,CC_1744,47.751,289,143,3,10,293,2,287,1.57e-86,258
BME_RS11975,CC_0957,78.584,551,118,0,5,555,4,554,0.0,885
BME_RS11980,CC_0958,47.490,259,126,4,4,254,5,261,2.74e-78,235
BME_RS11995,CC_0961,52.643,454,210,4,4,454,8,459,5.33e-150,432
BME_RS12000,CC_0962,47.391,230,121,0,16,245,5,234,5.65e-68,207
BME_RS12005,CC_3143,62.093,430,157,2,7,434,6,431,0.0,553
BME_RS12020,CC_1661,43.631,369,190,5,21,388,9,360,1.41e-86,264
BME_RS12025,CC_3573,44.755,143,79,0,4,146,8,150,2.57e-36,120
BME_RS12030,CC_0747,27.451,204,118,7,43,234,28,213,8.76e-09,52.8
BME_RS12035,CC_1151,48.649,370,186,3,9,376,8,375,1.65e-113,333
BME_RS12040,CC_1243,54.714,753,322,6,17,763,16,755,0.0,793
BME_RS12050,CC_1787,32.609,322,189,4,76,383,52,359,1.67e-26,105
BME_RS12055,CC_1787,33.333,348,217,8,22,361,16,356,1.39e-33,125
BME_RS12060,CC_1788,37.767,1030,622,7,5,1024,3,1023,0.0,724
BME_RS12065,CC_0445,47.619,231,118,1,22,252,17,244,3.98e-63,195
BME_RS12070,CC_0444,44.737,342,182,3,5,343,26,363,1.67e-80,246
BME_RS12075,CC_0443,44.503,382,203,6,5,384,3,377,3.77e-94,284
BME_RS12085,CC_3630,54.122,279,126,2,4,281,1,278,1.95e-106,308
BME_RS12090,CC_1216,61.446,498,190,2,13,509,11,507,0.0,608
BME_RS12100,CC_1117,35.714,294,181,3,5,292,29,320,1.26e-55,181
BME_RS12105,CC_3129,29.657,408,274,7,5,409,12,409,9.43e-31,119
BME_RS12110,CC_3587,37.363,91,50,2,644,728,192,281,5.48e-11,62.4
BME_RS12115,CC_3028,31.250,96,54,2,7,102,52,135,8.08e-08,44.3
BME_RS12120,CC_1802,37.826,230,117,9,2,224,67,277,2.02e-38,139
BME_RS12125,CC_2535,24.088,137,100,2,5,137,45,181,1.60e-08,48.1
BME_RS12140,CC_3056,37.288,118,71,2,15,129,19,136,3.72e-22,82.8
BME_RS12155,CC_0111,45.890,146,78,1,16,161,15,159,6.99e-43,137
BME_RS12160,CC_0110,47.525,303,149,3,30,329,4,299,5.09e-81,245
BME_RS12165,CC_0109,48.458,227,100,4,8,228,5,220,2.28e-64,196
BME_RS12170,CC_0108,66.667,54,18,0,9,62,10,63,2.39e-23,80.5
BME_RS12175,CC_0193,60.833,360,128,3,6,365,4,350,5.21e-146,414
BME_RS12180,CC_3729,32.566,304,175,11,58,346,7,295,1.54e-31,117
BME_RS12185,CC_0980,54.844,609,199,5,16,624,29,561,0.0,576
BME_RS12190,CC_0253,69.388,343,104,1,1,343,1,342,4.45e-174,484
BME_RS12195,CC_0915,51.370,146,65,1,2,141,1,146,1.06e-47,148
BME_RS12200,CC_0916,54.348,138,59,3,1,138,1,134,2.48e-36,119
BME_RS12205,CC_3483,48.855,131,66,1,10,139,6,136,9.99e-44,137
BME_RS12210,CC_0195,59.500,200,80,1,1,200,1,199,2.30e-86,250
BME_RS12215,CC_3659,50.000,282,137,2,46,327,8,285,1.09e-73,226
BME_RS12230,CC_3702,45.387,672,362,4,12,681,3,671,0.0,570
BME_RS12235,CC_2174,30.206,437,270,11,39,458,65,483,1.28e-53,184
BME_RS12240,CC_0741,62.562,609,219,4,1,601,1,608,0.0,786
BME_RS12255,CC_1385,39.073,302,175,5,40,334,30,329,2.17e-65,207
BME_RS12260,CC_3250,75.072,349,87,0,1,349,1,349,0.0,558
BME_RS12270,CC_1893,37.295,244,145,5,6,246,12,250,3.47e-33,118
BME_RS12295,CC_1223,25.149,505,313,22,6,472,4,481,2.45e-08,53.1
BME_RS12305,CC_0860,36.842,494,310,2,15,506,3,496,1.15e-102,315
BME_RS12310,CC_0861,38.596,342,193,5,6,345,2,328,4.90e-47,159
BME_RS12340,CC_0092,24.561,342,210,10,4,321,5,322,6.54e-13,65.5
BME_RS12345,CC_0584,33.012,415,225,17,54,458,4,375,2.07e-45,160
BME_RS12375,CC_0251,28.700,223,133,5,12,229,18,219,3.97e-19,80.5
BME_RS12380,CC_0623,24.508,661,365,31,123,692,121,738,2.72e-24,106
BME_RS12385,CC_0621,33.571,140,91,1,212,349,37,176,2.89e-20,89.0
BME_RS12390,CC_0620,31.330,466,269,19,4,437,1,447,7.20e-43,157
BME_RS12420,CC_3514,37.768,233,143,2,1,233,5,235,7.73e-50,160
BME_RS12425,CC_3515,46.286,175,94,0,9,183,12,186,6.26e-55,169
BME_RS12435,CC_2372,70.000,320,96,0,1,320,1,320,6.80e-162,452
BME_RS12450,CC_2040,54.338,876,333,7,16,849,7,857,0.0,932
BME_RS12455,CC_2041,51.923,208,98,2,29,235,26,232,2.16e-65,200
BME_RS12470,CC_2045,30.651,261,161,6,686,944,727,969,6.08e-26,111
BME_RS12475,CC_0081,41.228,114,67,0,34,147,11,124,3.03e-24,89.4
BME_RS12480,CC_2725,39.604,101,60,1,10,110,9,108,4.66e-20,75.9
BME_RS12485,CC_1981,32.500,120,80,1,16,135,7,125,1.06e-10,52.8
BME_RS12490,CC_1981,38.261,115,70,1,7,121,5,118,1.58e-13,60.1
BME_RS12495,CC_0808,29.452,292,200,2,46,331,83,374,4.63e-27,107
BME_RS12500,CC_3197,29.615,1013,663,15,1,991,15,999,1.04e-122,397
BME_RS12510,CC_2813,31.122,196,104,7,68,242,32,217,7.01e-11,57.8
BME_RS12515,CC_1490,54.167,360,163,2,1,359,5,363,7.15e-134,389
BME_RS12520,CC_1490,69.565,92,28,0,1,92,379,470,5.79e-42,139
BME_RS12525,CC_1487,45.905,464,241,6,22,482,1,457,6.13e-121,359
BME_RS12535,CC_3134,50.246,203,100,1,1,203,57,258,8.52e-60,192
BME_RS12545,CC_3135,28.384,229,145,5,10,229,52,270,3.82e-17,77.0
BME_RS12575,CC_2669,31.897,232,140,5,25,249,19,239,1.43e-20,86.3
BME_RS12580,CC_2669,37.500,248,145,5,10,253,1,242,5.13e-36,128
BME_RS12585,CC_1110,68.085,376,120,0,11,386,12,387,0.0,529
BME_RS12590,CC_3697,23.478,230,168,5,1,226,75,300,3.83e-08,49.7
BME_RS12605,CC_0080,58.459,597,245,3,3,597,2,597,0.0,691
BME_RS12610,CC_0077,68.905,402,124,1,1,402,1,401,0.0,567
BME_RS12615,CC_0076,51.562,704,337,3,27,728,1,702,0.0,688
BME_RS12620,CC_0082,50.685,219,97,5,2,218,4,213,5.76e-66,199
BME_RS12630,CC_0084,54.270,562,214,4,15,547,5,552,0.0,602
BME_RS12640,CC_3569,48.691,191,90,1,12,194,2,192,1.13e-67,204
BME_RS12665,CC_1439,34.298,242,142,6,8,241,7,239,3.18e-33,118
BME_RS12670,CC_0292,33.725,255,142,10,3,239,24,269,8.35e-35,122
BME_RS12675,CC_0494,40.741,270,141,7,5,269,4,259,5.19e-43,144
BME_RS12680,CC_1217,58.784,296,116,4,2,294,51,343,8.77e-114,329
BME_RS12685,CC_2055,60.535,598,233,2,10,607,7,601,0.0,726
BME_RS12690,CC_2056,36.797,231,139,3,3,231,6,231,5.08e-42,139
BME_RS12695,CC_2057,50.209,478,226,7,14,487,2,471,2.80e-151,437
BME_RS12700,CC_3384,35.769,260,147,8,4,247,7,262,5.75e-40,136
BME_RS12705,CC_1047,24.734,376,247,11,31,387,2,360,2.10e-15,74.3
BME_RS12720,CC_3573,40.132,152,91,0,1,152,6,157,2.34e-36,120
BME_RS12735,CC_3129,44.626,428,230,4,2,428,8,429,4.57e-109,325
BME_RS12745,CC_3130,59.645,451,181,1,26,476,16,465,0.0,565
BME_RS12760,CC_3510,37.374,297,182,3,5,300,7,300,6.39e-56,181
BME_RS12765,CC_2246,47.143,490,235,5,5,493,2,468,2.20e-138,406
BME_RS12770,CC_3414,51.204,457,219,4,1,457,1,453,1.10e-163,466
BME_RS12775,CC_3415,46.862,239,126,1,7,245,1,238,7.28e-70,211
BME_RS12780,CC_1213,39.474,76,45,1,27,102,31,105,1.83e-09,50.4
BME_RS12795,CC_3714,28.228,333,168,12,13,283,46,369,1.22e-21,90.5
BME_RS12805,CC_1192,38.732,284,164,4,45,324,59,336,1.05e-38,137
BME_RS12810,CC_0361,34.496,258,150,8,2,242,6,261,3.01e-32,116
BME_RS12820,CC_2796,39.450,109,64,2,13,119,17,125,4.26e-20,76.6
BME_RS12825,CC_3135,24.299,214,147,6,57,258,83,293,7.85e-10,55.5
BME_RS12840,CC_1808,32.400,250,154,5,4,242,2,247,6.46e-27,102
BME_RS12845,CC_3134,48.305,236,122,0,4,239,15,250,1.55e-78,242
BME_RS12855,CC_3106,27.763,371,194,10,31,342,2,357,6.35e-19,84.0
BME_RS12870,CC_3134,39.834,241,139,1,42,282,24,258,1.59e-52,176
BME_RS12900,CC_3130,30.541,370,249,5,60,426,93,457,5.60e-49,170
BME_RS12910,CC_1297,24.419,258,176,3,15,258,21,273,1.80e-16,74.7
BME_RS12915,CC_3525,44.413,358,196,3,5,360,11,367,7.16e-92,280
BME_RS12925,CC_3355,44.628,363,194,2,7,364,11,371,4.92e-94,283
BME_RS12930,CC_3354,56.303,119,52,0,4,122,1,119,1.27e-43,136
BME_RS12935,CC_3352,42.289,402,205,9,461,842,75,469,3.83e-78,261
BME_RS12940,CC_0805,41.722,151,85,1,4,154,3,150,9.91e-35,116
BME_RS12945,CC_0804,48.192,1023,483,15,29,1025,6,1007,0.0,828
BME_RS12955,CC_3135,31.613,155,97,1,225,379,106,251,7.86e-10,57.8
BME_RS12960,CC_3134,49.112,338,154,3,1,321,8,344,1.35e-103,306
BME_RS12965,CC_3269,32.110,218,141,5,41,252,25,241,4.01e-33,118
BME_RS12970,CC_1301,52.612,268,124,2,1,266,1,267,1.15e-98,287
BME_RS12975,CC_1300,45.608,296,158,2,2,296,3,296,1.48e-87,261
BME_RS12980,CC_1299,61.175,613,228,5,1,606,1,610,0.0,725
BME_RS12985,CC_1298,56.101,631,273,3,2,630,5,633,0.0,695
BME_RS12990,CC_1297,39.015,264,150,5,21,276,21,281,4.57e-53,171
BME_RS12995,CC_1296,47.385,325,171,0,5,329,4,328,1.96e-92,276
BME_RS13005,CC_3697,43.098,297,166,1,1,294,1,297,4.98e-76,231
BME_RS13010,CC_2918,33.690,187,108,3,1,181,1,177,2.19e-25,94.0
BME_RS13015,CC_3698,39.306,173,102,2,1,171,1,172,5.99e-33,113
BME_RS13020,CC_1774,37.592,407,251,2,22,426,37,442,1.20e-86,268
BME_RS13030,CC_0964,25.926,540,285,24,74,534,59,562,1.50e-24,104
BME_RS13035,CC_1579,36.424,151,76,6,33,173,34,174,1.30e-16,70.5
BME_RS13050,CC_3134,44.351,239,127,3,24,260,15,249,1.15e-63,204
BME_RS13070,CC_0924,40.741,108,62,2,2,109,3,108,3.21e-18,71.6
BME_RS13075,CC_1242,40.873,252,129,3,25,267,51,291,4.63e-51,166
BME_RS13080,CC_0888,35.172,145,87,2,12,154,8,147,3.10e-20,79.0
BME_RS13100,CC_3134,40.116,344,183,4,3,334,14,346,1.34e-82,254
BME_RS13110,CC_3715,32.804,189,125,1,9,195,35,223,1.72e-24,103
BME_RS13115,CC_1615,51.477,237,98,4,4,240,6,225,9.67e-76,226
BME_RS13120,CC_1614,49.454,366,164,5,139,492,14,370,3.58e-108,325
BME_RS13125,CC_1439,45.041,242,127,2,2,243,4,239,4.31e-71,215
BME_RS13130,CC_1440,57.619,210,88,1,5,214,5,213,1.52e-69,209
BME_RS13135,CC_1441,37.931,232,139,3,28,257,33,261,5.99e-45,149
BME_RS13140,CC_2369,57.708,1213,480,11,1,1202,5,1195,0.0,1329
BME_RS13150,CC_1598,33.036,224,146,3,2,223,23,244,2.34e-27,105
BME_RS13160,CC_1192,26.923,286,185,8,42,314,65,339,1.44e-08,52.0
BME_RS13170,CC_0419,54.839,62,28,0,8,69,3,64,2.71e-13,68.6
BME_RS13185,CC_3486,33.878,245,157,2,6,245,5,249,1.05e-38,132
BME_RS13195,CC_0093,28.013,307,191,9,2,294,7,297,2.44e-18,80.5
BME_RS13210,CC_0186,62.595,131,49,0,1,131,1,131,3.21e-42,151
BME_RS13225,CC_3134,44.795,317,158,6,4,304,15,330,6.05e-83,254
BME_RS13245,CC_2746,26.801,347,190,10,40,341,79,406,6.22e-15,72.0
BME_RS13255,CC_3600,30.901,233,155,3,6,233,11,242,2.18e-35,123
BME_RS13260,CC_3600,32.365,241,152,2,7,246,13,243,9.40e-34,119
BME_RS13280,CC_2410,32.907,313,192,9,24,322,15,323,3.58e-35,129
BME_RS13285,CC_2409,40.865,208,99,7,10,205,21,216,6.28e-39,130
BME_RS13290,CC_2408,49.048,210,102,3,2,210,26,231,6.41e-62,190
BME_RS13295,CC_2411,38.281,128,78,1,6,132,265,392,9.64e-25,94.4
BME_RS13300,CC_2411,34.940,249,154,7,21,266,20,263,3.80e-39,137
BME_RS13305,CC_3697,24.900,249,161,8,8,238,6,246,1.41e-13,66.6
BME_RS13310,CC_2404,58.462,390,161,1,1,389,1,390,1.57e-167,471
BME_RS13315,CC_2403,29.433,282,186,4,22,300,8,279,7.16e-35,124
BME_RS13335,CC_2406,46.231,199,105,1,15,211,7,205,7.87e-62,189
BME_RS13340,CC_2407,73.077,104,28,0,1,104,1,104,4.66e-49,157
BME_RS13360,CC_0005,31.548,168,110,4,26,189,3,169,9.46e-17,73.6
BME_RS13385,CC_0091,34.320,169,94,5,80,236,361,524,1.06e-16,75.9
BME_RS13400,CC_2466,52.174,414,194,3,12,424,2,412,2.06e-145,418
BME_RS13415,CC_2463,79.167,120,25,0,1,120,6,125,4.75e-69,201
BME_RS13420,CC_2462,46.204,461,241,2,1,461,1,454,7.71e-137,398
BME_RS13425,CC_2459,74.545,55,14,0,1,55,1,55,4.16e-25,84.3
BME_RS13435,CC_2457,41.441,222,123,3,14,235,35,249,1.74e-37,129
BME_RS13440,CC_1021,37.383,107,67,0,5,111,17,123,9.38e-18,70.9
BME_RS13445,CC_2453,51.451,758,349,11,30,781,16,760,0.0,706
BME_RS13450,CC_2451,65.036,838,279,8,1,832,1,830,0.0,1088
BME_RS13460,CC_2447,46.277,376,185,4,12,385,5,365,4.02e-94,283
BME_RS13465,CC_2446,54.974,191,82,3,14,200,15,205,1.08e-55,173
BME_RS13470,CC_2444,47.294,425,220,2,6,428,9,431,1.74e-123,362
BME_RS13475,CC_2443,68.439,301,94,1,10,309,23,323,1.34e-136,387
BME_RS13480,CC_3393,25.735,408,250,12,64,434,70,461,4.06e-23,100
BME_RS13485,CC_2439,49.351,154,76,2,1,152,1,154,5.85e-41,132
BME_RS13495,CC_2438,53.684,95,44,0,1,95,1,95,2.44e-30,100
BME_RS13500,CC_2437,68.839,491,148,4,4,493,3,489,0.0,658
BME_RS13510,CC_1974,65.951,652,211,7,54,699,49,695,0.0,855
BME_RS13515,CC_0093,25.926,297,199,6,12,302,6,287,7.21e-19,82.0
BME_RS13520,CC_2176,67.580,219,66,1,27,245,5,218,2.77e-98,283
BME_RS13525,CC_0836,35.110,319,198,4,158,469,434,750,4.01e-54,191
BME_RS13545,CC_2047,38.943,511,306,4,359,864,10,519,6.75e-106,334
BME_RS13555,CC_2304,50.000,438,218,1,4,440,10,447,3.22e-136,397
BME_RS13560,CC_0118,56.837,607,261,1,1,607,1,606,0.0,673
BME_RS13565,CC_1437,51.146,698,321,8,1,690,1,686,0.0,622
BME_RS13570,CC_1845,42.353,85,47,1,8,92,21,103,3.37e-19,73.2
BME_RS13575,CC_1844,55.546,1163,492,13,14,1168,8,1153,0.0,1268
BME_RS13585,CC_1843,48.804,209,105,1,4,212,5,211,1.01e-62,192
BME_RS13600,CC_1613,65.385,104,36,0,9,112,6,109,6.31e-50,151
