C_crescentus|Q.,Abortus2308|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
CC_2436,BAB_RS20325,65.669,501,156,4,3,498,10,499,0.0,672
CC_2437,BAB_RS29405,68.839,491,148,4,3,489,4,493,0.0,658
CC_2438,BAB_RS29400,53.684,95,44,0,1,95,1,95,3.86e-26,89.7
CC_2439,BAB_RS29390,48.052,154,78,2,1,154,1,152,6.09e-40,129
CC_2443,BAB_RS29380,68.439,301,94,1,23,323,10,309,7.18e-136,385
CC_2444,BAB_RS29375,47.294,425,220,2,9,431,6,428,3.84e-124,363
CC_2446,BAB_RS29370,50.785,191,90,2,15,205,14,200,3.44e-53,166
CC_2447,BAB_RS29365,46.277,376,185,4,5,365,12,385,4.16e-96,288
CC_2448,BAB_RS21115,42.180,211,111,4,197,397,66,275,1.21e-37,134
CC_2451,BAB_RS29355,63.688,873,302,9,1,864,1,867,0.0,1090
CC_2453,BAB_RS29350,51.451,758,349,11,16,760,30,781,0.0,707
CC_2455,BAB_RS20375,43.717,382,209,3,2,378,7,387,3.67e-100,299
CC_2456,BAB_RS25630,35.897,390,220,11,16,399,10,375,2.30e-64,208
CC_2457,BAB_RS29340,41.441,222,123,3,35,249,14,235,6.76e-40,135
CC_2459,BAB_RS29330,74.545,55,14,0,1,55,1,55,3.30e-25,84.3
CC_2462,BAB_RS29325,45.987,461,237,3,1,454,1,456,5.54e-134,390
CC_2463,BAB_RS29320,79.167,120,25,0,6,125,1,120,3.98e-69,201
CC_2465,BAB_RS31820,27.437,277,172,10,5,269,80,339,8.33e-21,87.8
CC_2466,BAB_RS29305,52.174,414,194,3,2,412,12,424,1.53e-145,418
CC_2467,BAB_RS21630,69.369,111,34,0,8,118,5,115,4.47e-55,164
CC_2468,BAB_RS21625,72.617,745,204,0,1,745,1,745,0.0,1142
CC_2470,BAB_RS21620,56.338,142,60,2,3,144,1,140,1.58e-52,160
CC_2473,BAB_RS29405,32.033,487,288,16,19,482,17,483,8.90e-29,115
CC_2478,BAB_RS28450,28.267,375,237,10,32,389,24,383,2.00e-35,131
CC_2479,BAB_RS27390,29.586,338,201,11,21,331,44,371,4.11e-28,109
CC_2481,BAB_RS19000,49.208,884,425,9,1,862,1,882,0.0,802
CC_2482,BAB_RS18995,39.109,606,337,12,240,830,181,769,9.37e-117,369
CC_2485,BAB_RS27025,24.454,229,158,5,2,217,4,230,1.31e-11,62.4
CC_2486,BAB_RS27385,27.401,354,219,15,58,401,42,367,4.38e-17,80.1
CC_2487,BAB_RS20070,71.594,433,123,0,1,433,1,433,0.0,613
CC_2490,BAB_RS20050,55.140,107,45,2,1,104,1,107,7.07e-31,102
CC_2491,BAB_RS20045,73.663,243,64,0,3,245,2,244,4.57e-138,385
CC_2492,BAB_RS20040,53.165,79,37,0,1,79,2,80,1.00e-23,82.4
CC_2494,BAB_RS30290,29.043,303,196,6,101,399,76,363,1.60e-31,120
CC_2497,BAB_RS20035,58.605,215,87,1,1,213,1,215,7.16e-89,258
CC_2500,BAB_RS20020,59.756,738,289,6,1,735,1,733,0.0,863
CC_2501,BAB_RS18995,37.778,270,148,5,228,482,495,759,2.07e-37,145
CC_2503,BAB_RS20015,44.928,69,38,0,28,96,8,76,1.89e-19,72.4
CC_2505,BAB_RS20010,62.000,100,38,0,11,110,6,105,1.16e-44,137
CC_2509,BAB_RS24585,55.975,318,122,6,1,315,1,303,1.50e-107,313
CC_2511,BAB_RS19990,74.020,204,53,0,1,204,1,204,8.36e-118,330
CC_2515,BAB_RS16515,53.957,278,123,3,3,277,1,276,3.09e-99,288
CC_2516,BAB_RS16530,75.676,370,89,1,1,369,1,370,0.0,583
CC_2517,BAB_RS26815,40.780,282,162,2,10,286,10,291,1.76e-64,201
CC_2520,BAB_RS21740,43.830,235,125,2,1,231,17,248,1.39e-60,189
CC_2521,BAB_RS18995,35.878,262,158,6,439,695,510,766,7.32e-34,135
CC_2522,BAB_RS21755,88.089,403,48,0,1,403,1,403,0.0,749
CC_2524,BAB_RS22920,24.503,302,215,7,10,302,8,305,5.16e-11,58.9
CC_2526,BAB_RS24995,40.323,62,37,0,11,72,56,117,1.86e-09,47.0
CC_2527,BAB_RS31830,30.769,104,71,1,63,166,159,261,1.16e-09,54.7
CC_2529,BAB_RS21765,65.593,869,293,4,1,863,1,869,0.0,1122
CC_2534,BAB_RS19080,33.433,335,210,6,51,377,35,364,1.82e-40,144
CC_2535,BAB_RS20165,45.098,153,83,1,41,193,1,152,1.54e-40,132
CC_2540,BAB_RS22810,65.296,389,118,4,1,387,1,374,8.75e-133,393
CC_2541,BAB_RS22815,41.274,424,238,3,6,423,22,440,1.99e-96,293
CC_2542,BAB_RS22820,31.556,225,146,1,59,283,68,284,2.78e-35,126
CC_2543,BAB_RS22825,55.519,308,129,3,11,314,1,304,8.10e-101,296
CC_2545,BAB_RS22830,52.381,294,137,2,6,298,15,306,4.77e-97,286
CC_2546,BAB_RS22835,62.635,463,171,1,8,468,3,465,0.0,558
CC_2551,BAB_RS22840,46.499,357,187,2,6,360,11,365,7.99e-95,284
CC_2552,BAB_RS22845,51.226,367,177,2,10,376,3,367,5.52e-131,378
CC_2554,BAB_RS29430,35.714,266,165,3,65,326,209,472,3.93e-48,165
CC_2555,BAB_RS18375,46.374,524,271,4,99,616,48,567,6.87e-155,454
CC_2556,BAB_RS22850,53.118,465,206,6,1,461,1,457,1.10e-157,452
CC_2557,BAB_RS22855,50.368,272,129,3,8,279,4,269,2.49e-85,259
CC_2558,BAB_RS22860,41.949,472,252,8,1,455,6,472,8.66e-102,309
CC_2559,BAB_RS22865,51.096,456,216,3,19,473,24,473,4.00e-143,416
CC_2560,BAB_RS22870,39.171,531,289,11,57,567,55,571,2.91e-106,329
CC_2562,BAB_RS22880,55.911,313,124,6,6,308,18,326,9.30e-107,311
CC_2564,BAB_RS27945,29.412,289,199,4,2,286,5,292,1.45e-29,111
CC_2567,BAB_RS22895,52.814,231,106,2,9,236,29,259,9.18e-78,232
CC_2575,BAB_RS26345,34.866,261,160,2,4,264,6,256,6.13e-45,149
CC_2576,BAB_RS23920,32.075,106,66,3,7,107,139,243,2.26e-10,52.8
CC_2578,BAB_RS27320,31.129,363,232,8,54,402,66,424,1.08e-44,166
CC_2580,BAB_RS20985,74.046,131,34,0,12,142,8,138,3.07e-72,209
CC_2582,BAB_RS27085,57.447,188,79,1,26,213,98,284,1.99e-66,210
CC_2585,BAB_RS24960,41.379,203,111,4,6,205,12,209,8.81e-39,130
CC_2587,BAB_RS24340,34.175,515,258,17,16,515,17,465,7.97e-55,191
CC_2590,BAB_RS21325,73.271,969,244,3,1,955,1,968,0.0,1439
CC_2591,BAB_RS28220,46.154,117,57,3,7,121,6,118,1.03e-30,103
CC_2592,BAB_RS20420,44.928,138,72,3,30,164,1,137,2.50e-31,107
CC_2594,BAB_RS23125,30.570,193,106,8,2,183,17,192,2.78e-12,59.3
CC_2598,BAB_RS20295,66.807,476,144,4,1,474,1,464,0.0,650
CC_2601,BAB_RS18195,29.283,321,187,13,25,323,68,370,8.83e-31,117
CC_2603,BAB_RS17410,31.915,376,251,3,31,405,33,404,3.13e-54,182
CC_2605,BAB_RS17725,61.074,298,115,1,1,297,1,298,1.84e-134,386
CC_2606,BAB_RS17725,45.714,175,92,1,15,186,294,468,2.69e-40,139
CC_2607,BAB_RS17755,40.931,408,226,3,3,395,2,409,7.92e-108,320
CC_2613,BAB_RS29405,33.196,485,278,14,5,452,8,483,3.35e-50,174
CC_2615,BAB_RS26390,35.252,278,170,7,6,279,4,275,1.18e-41,144
CC_2616,BAB_RS17760,47.981,421,217,2,4,422,6,426,7.80e-143,411
CC_2617,BAB_RS17745,30.887,327,143,6,7,310,9,275,3.64e-32,118
CC_2618,BAB_RS17740,57.082,699,277,6,16,708,17,698,0.0,754
CC_2619,BAB_RS17735,51.483,472,218,6,2,465,9,477,6.19e-154,444
CC_2620,BAB_RS18455,42.373,118,65,2,1,115,1,118,3.33e-28,96.3
CC_2622,BAB_RS20890,58.366,759,311,3,4,758,13,770,0.0,828
CC_2623,BAB_RS23120,66.667,66,22,0,1,66,1,66,2.21e-31,100
CC_2625,BAB_RS31475,46.269,134,69,3,1,132,1,133,3.24e-35,116
CC_2626,BAB_RS22020,39.568,139,84,0,17,155,3,141,2.22e-31,107
CC_2627,BAB_RS22025,35.000,220,106,10,8,199,15,225,1.51e-19,80.5
CC_2631,BAB_RS24340,45.932,590,302,8,8,588,4,585,2.54e-160,469
CC_2632,BAB_RS18995,37.037,270,151,7,290,552,515,772,9.33e-39,150
CC_2633,BAB_RS16920,25.076,327,221,12,4,323,1,310,2.96e-14,68.9
CC_2634,BAB_RS31810,39.749,239,139,2,4,237,3,241,1.33e-47,155
CC_2635,BAB_RS16910,32.340,235,154,2,11,245,21,250,5.96e-29,107
CC_2638,BAB_RS27320,30.256,195,125,5,80,272,70,255,8.78e-18,84.3
CC_2640,BAB_RS22030,30.435,138,90,3,70,202,1,137,4.12e-08,48.9
CC_2641,BAB_RS27205,28.571,168,102,7,18,183,17,168,6.26e-09,52.4
CC_2642,BAB_RS25655,44.776,536,286,4,6,540,3,529,2.98e-140,414
CC_2643,BAB_RS22040,53.179,173,81,0,1,173,1,173,7.76e-69,204
CC_2644,BAB_RS26195,55.665,203,89,1,47,248,112,314,1.50e-74,226
CC_2647,BAB_RS23125,29.648,199,128,4,1,194,1,192,3.36e-18,76.3
CC_2651,BAB_RS22050,49.425,261,132,0,11,271,14,274,5.01e-96,280
CC_2653,BAB_RS21140,42.246,187,94,4,3,180,8,189,1.30e-43,140
CC_2654,BAB_RS21685,69.863,146,44,0,6,151,10,155,1.48e-78,226
CC_2655,BAB_RS26510,35.938,256,148,6,5,259,4,244,1.83e-34,121
CC_2661,BAB_RS24500,32.143,168,108,2,22,186,20,184,5.99e-16,71.2
CC_2664,BAB_RS26300,43.243,259,144,1,10,268,4,259,6.21e-64,197
CC_2668,BAB_RS27670,46.226,212,110,1,13,224,10,217,1.12e-55,174
CC_2669,BAB_RS27675,49.379,322,139,3,1,308,13,324,1.70e-98,291
CC_2670,BAB_RS18995,39.636,275,149,7,299,565,518,783,1.08e-41,159
CC_2673,BAB_RS26215,39.695,131,72,2,26,151,6,134,7.49e-32,107
CC_2674,BAB_RS21035,45.714,245,124,4,5,242,9,251,8.76e-69,209
CC_2675,BAB_RS22140,50.224,223,111,0,1,223,1,223,6.10e-80,236
CC_2677,BAB_RS22145,63.813,257,93,0,15,271,15,271,9.70e-126,356
CC_2680,BAB_RS22150,52.222,180,85,1,37,216,30,208,3.21e-62,191
CC_2685,BAB_RS26640,30.939,181,119,5,233,410,200,377,1.04e-18,84.0
CC_2689,BAB_RS32270,70.270,74,22,0,15,88,1,74,1.35e-31,108
CC_2690,BAB_RS32270,68.421,152,48,0,89,240,162,313,1.16e-71,221
CC_2694,BAB_RS22300,58.420,481,196,3,3,480,4,483,0.0,528
CC_2709,BAB_RS22470,30.588,170,100,6,158,325,30,183,1.65e-11,64.3
CC_2722,BAB_RS17390,28.014,282,169,13,124,394,95,353,1.85e-08,52.4
CC_2724,BAB_RS17395,25.544,1057,697,24,16,1054,24,1008,5.30e-67,241
CC_2725,BAB_RS28340,39.604,101,60,1,9,108,10,110,3.51e-20,75.9
CC_2726,BAB_RS25545,40.652,583,307,12,98,670,246,799,4.68e-115,360
CC_2741,BAB_RS32270,70.270,74,22,0,15,88,1,74,1.35e-31,108
CC_2742,BAB_RS32270,68.421,152,48,0,89,240,162,313,1.16e-71,221
CC_2744,BAB_RS22150,62.500,56,21,0,1,56,194,249,3.44e-22,81.6
CC_2746,BAB_RS29125,26.513,347,191,9,79,406,40,341,4.05e-17,78.6
CC_2747,BAB_RS27530,40.206,194,112,3,48,241,8,197,4.27e-40,135
CC_2748,BAB_RS27535,61.111,306,111,3,16,313,14,319,7.49e-136,384
CC_2751,BAB_RS23930,31.288,163,103,4,19,178,11,167,7.34e-14,63.5
CC_2753,BAB_RS18985,42.333,926,515,8,73,984,58,978,0.0,648
CC_2755,BAB_RS18980,35.789,475,277,8,2,465,4,461,2.25e-74,238
CC_2757,BAB_RS18975,64.706,221,78,0,1,221,1,221,4.08e-100,287
CC_2758,BAB_RS18970,40.777,515,253,10,30,528,32,510,5.39e-111,336
CC_2759,BAB_RS18965,53.289,152,64,4,4,149,7,157,2.84e-45,142
CC_2760,BAB_RS18960,49.155,651,325,3,1,650,1,646,0.0,620
CC_2761,BAB_RS18955,45.139,144,78,1,7,150,23,165,9.16e-40,129
CC_2762,BAB_RS18950,29.178,353,231,6,2,339,1,349,6.06e-21,89.7
CC_2763,BAB_RS29180,29.814,161,110,2,89,249,92,249,5.66e-09,52.0
CC_2765,BAB_RS18940,34.565,460,256,11,25,464,1,435,5.19e-74,236
CC_2766,BAB_RS18935,68.981,216,67,0,1,216,1,216,4.01e-111,315
CC_2772,BAB_RS18045,43.302,321,154,3,3,305,2,312,4.40e-68,212
CC_2773,BAB_RS18920,38.401,763,442,14,1,744,493,1246,5.76e-134,425
CC_2774,BAB_RS18920,45.799,369,168,8,1,352,1,354,4.28e-83,277
CC_2775,BAB_RS18910,53.731,134,58,1,47,180,7,136,1.63e-42,137
CC_2776,BAB_RS32345,41.958,143,83,0,14,156,20,162,3.56e-31,109
CC_2777,BAB_RS18895,45.946,185,93,3,1,182,28,208,6.08e-48,152
CC_2781,BAB_RS18880,52.555,137,59,2,1,135,1,133,4.86e-49,150
CC_2783,BAB_RS18860,54.491,334,150,2,7,339,91,423,1.19e-114,336
CC_2786,BAB_RS18855,49.265,136,65,2,4,135,23,158,3.62e-39,128
CC_2788,BAB_RS18845,52.174,368,164,6,78,441,30,389,6.83e-118,347
CC_2790,BAB_RS18840,52.296,392,168,7,188,565,26,412,4.98e-117,350
CC_2791,BAB_RS30240,27.229,415,253,15,8,405,7,389,7.60e-18,82.8
CC_2794,BAB_RS17415,47.196,214,106,1,38,251,11,217,5.75e-61,189
CC_2796,BAB_RS28690,39.450,109,64,2,17,125,13,119,2.22e-17,69.3
CC_2797,BAB_RS26315,36.066,122,72,2,3,119,31,151,3.73e-11,58.2
CC_2809,BAB_RS25630,31.266,403,253,11,1,397,1,385,6.56e-53,178
CC_2812,BAB_RS17055,25.648,386,231,10,2,378,16,354,1.27e-20,89.0
CC_2813,BAB_RS27180,31.441,229,136,7,10,222,13,236,8.52e-23,90.9
CC_2815,BAB_RS16030,27.602,221,124,5,17,219,7,209,1.29e-13,66.6
CC_2820,BAB_RS22470,34.459,148,92,2,23,170,20,162,5.53e-16,75.1
CC_2823,BAB_RS18255,25.870,460,291,15,85,539,55,469,7.23e-18,82.8
CC_2824,BAB_RS27345,22.603,438,291,13,18,422,22,444,3.79e-09,54.7
CC_2826,BAB_RS23420,51.411,319,153,2,8,326,17,333,1.39e-108,317
CC_2827,BAB_RS23425,28.519,270,164,8,28,290,40,287,1.61e-16,75.1
CC_2834,BAB_RS23085,64.116,379,136,0,10,388,17,395,2.94e-180,504
CC_2836,BAB_RS18225,36.546,249,142,7,6,245,3,244,2.71e-40,135
CC_2837,BAB_RS30230,27.666,347,225,9,6,329,17,360,2.56e-22,93.2
CC_2845,BAB_RS24085,29.412,102,71,1,87,187,61,162,2.08e-08,48.1
CC_2848,BAB_RS23170,63.057,157,58,0,1,157,1,157,1.29e-70,207
CC_2852,BAB_RS23650,32.841,271,164,6,244,502,763,1027,4.64e-35,138
CC_2861,BAB_RS25355,31.408,277,169,7,5,272,8,272,1.55e-26,102
CC_2864,BAB_RS30050,45.263,95,52,0,14,108,10,104,6.05e-26,90.5
CC_2866,BAB_RS25160,33.544,158,84,7,30,185,40,178,2.62e-16,73.2
CC_2871,BAB_RS23150,63.889,324,111,3,17,334,1,324,1.51e-150,423
CC_2872,BAB_RS17880,42.534,221,95,5,54,267,230,425,3.23e-41,147
CC_2873,BAB_RS26170,36.986,73,46,0,23,95,8,80,7.89e-08,46.2
CC_2874,BAB_RS20995,35.204,392,235,7,415,790,463,851,2.72e-56,204
CC_2881,BAB_RS19365,58.529,639,247,4,9,638,59,688,0.0,759
CC_2883,BAB_RS23930,51.299,154,75,0,9,162,15,168,1.95e-50,158
CC_2884,BAB_RS18995,29.200,250,163,7,231,472,523,766,3.68e-20,90.5
CC_2887,BAB_RS28590,36.111,144,89,1,28,168,3,146,9.06e-25,90.9
CC_2889,BAB_RS26995,37.179,312,185,8,22,324,4,313,1.65e-65,206
CC_2896,BAB_RS28220,46.154,117,57,3,7,121,6,118,1.03e-30,103
CC_2897,BAB_RS20420,44.928,138,72,3,30,164,1,137,2.50e-31,107
CC_2899,BAB_RS31060,31.401,207,118,6,3,196,15,210,1.91e-17,79.3
CC_2900,BAB_RS23105,65.646,1176,307,10,1,1096,1,1159,0.0,1495
CC_2903,BAB_RS23120,75.362,69,17,0,1,69,1,69,6.11e-36,112
CC_2908,BAB_RS19360,39.524,210,96,7,3,205,8,193,1.90e-22,87.0
CC_2909,BAB_RS29430,33.824,204,126,4,354,548,271,474,4.24e-29,117
CC_2913,BAB_RS25005,33.100,571,270,23,25,502,35,586,3.88e-56,194
CC_2918,BAB_RS28880,35.057,174,105,3,6,177,14,181,4.59e-26,95.5
CC_2919,BAB_RS23150,31.056,322,207,7,214,525,8,324,3.12e-38,139
CC_2929,BAB_RS29065,30.435,276,168,7,7,271,3,265,2.80e-30,112
CC_2930,BAB_RS23240,33.000,100,64,2,18,116,17,114,2.16e-11,56.2
CC_2931,BAB_RS23245,50.000,224,105,3,10,231,15,233,2.98e-68,206
CC_2932,BAB_RS23250,44.266,436,239,4,12,444,12,446,5.98e-120,354
CC_2933,BAB_RS16100,57.609,276,116,1,5,279,4,279,6.26e-113,324
CC_2934,BAB_RS16105,48.954,239,120,2,1,238,5,242,9.21e-69,209
CC_2935,BAB_RS16110,39.227,181,106,2,1,178,1,180,1.06e-33,117
CC_2936,BAB_RS26320,42.066,271,147,3,5,266,9,278,6.80e-68,209
CC_2937,BAB_RS26330,49.784,462,218,8,8,464,5,457,2.48e-139,405
CC_2942,BAB_RS26635,28.000,325,190,7,150,439,27,342,5.41e-28,111
CC_2952,BAB_RS26735,33.607,122,80,1,105,225,97,218,4.88e-13,63.2
CC_2953,BAB_RS26740,43.852,244,131,3,272,514,134,372,2.68e-52,179
CC_2954,BAB_RS24605,29.073,399,270,6,23,417,12,401,4.12e-44,156
CC_2957,BAB_RS16030,28.959,221,147,4,39,255,7,221,1.70e-13,66.6
CC_2960,BAB_RS22325,25.776,322,225,5,1,310,7,326,2.74e-29,111
CC_2966,BAB_RS18225,36.170,188,116,4,10,196,5,189,3.82e-29,107
CC_2967,BAB_RS17880,57.364,129,54,1,215,342,294,422,5.12e-46,161
CC_2971,BAB_RS18995,32.443,262,165,4,317,573,520,774,1.03e-31,128
CC_2973,BAB_RS27470,48.020,202,103,2,1,202,1,200,3.03e-53,166
CC_2976,BAB_RS31620,27.011,174,119,3,10,183,10,175,4.80e-10,56.6
CC_2981,BAB_RS23205,75.507,690,161,4,29,717,135,817,0.0,1087
CC_2988,BAB_RS23650,31.095,283,182,4,150,420,747,1028,2.75e-32,129
CC_2990,BAB_RS28295,25.571,219,150,5,98,314,106,313,3.36e-08,50.8
CC_2993,BAB_RS18995,33.197,244,150,6,216,453,511,747,2.99e-29,120
CC_2995,BAB_RS25605,60.383,313,124,0,4,316,3,315,1.13e-126,362
CC_2999,BAB_RS28060,27.090,299,169,11,2,289,51,311,4.96e-17,77.0
CC_3000,BAB_RS22345,31.683,202,128,3,15,211,556,752,3.29e-25,103
CC_3005,BAB_RS22985,70.423,71,20,1,3,73,4,73,2.27e-28,93.6
CC_3006,BAB_RS25600,45.333,300,154,3,9,300,8,305,3.29e-78,237
CC_3008,BAB_RS25590,53.659,164,75,1,29,191,21,184,2.71e-60,184
CC_3009,BAB_RS25585,54.348,368,165,3,4,370,12,377,1.21e-118,345
CC_3010,BAB_RS25570,36.574,216,116,6,10,216,6,209,5.74e-38,127
CC_3011,BAB_RS25575,42.424,99,49,2,1,91,3,101,1.41e-19,73.2
CC_3015,BAB_RS16400,36.522,115,72,1,1,114,1,115,1.09e-16,67.4
CC_3017,BAB_RS25580,51.523,394,182,3,1,390,29,417,2.15e-132,384
CC_3019,BAB_RS19565,33.333,117,53,7,145,250,140,242,2.36e-08,50.1
CC_3021,BAB_RS25565,74.534,322,81,1,15,336,8,328,0.0,503
CC_3028,BAB_RS30050,32.911,79,49,1,56,134,20,94,2.36e-08,46.2
CC_3029,BAB_RS16530,37.940,369,222,5,2,365,4,370,1.33e-86,263
CC_3033,BAB_RS20810,27.397,219,143,5,96,306,92,302,4.90e-12,62.0
CC_3034,BAB_RS24830,38.971,272,151,4,183,447,382,645,5.22e-55,191
CC_3035,BAB_RS23610,80.519,231,45,0,1,231,1,231,7.39e-140,388
CC_3040,BAB_RS26975,43.908,435,232,8,12,443,22,447,3.13e-106,319
CC_3044,BAB_RS16390,76.797,612,138,2,1,611,1,609,0.0,931
CC_3045,BAB_RS30110,33.457,269,174,3,1,266,1,267,5.03e-41,140
CC_3047,BAB_RS23065,67.922,664,177,7,16,652,18,672,0.0,862
CC_3048,BAB_RS29430,29.844,449,286,12,137,564,23,463,5.76e-47,168
CC_3049,BAB_RS23070,36.738,656,383,12,1,633,1,647,2.34e-127,387
CC_3054,BAB_RS20215,28.922,204,116,10,204,398,119,302,4.53e-10,58.5
CC_3056,BAB_RS27985,37.288,118,71,2,19,136,15,129,2.93e-22,82.8
CC_3058,BAB_RS29430,32.677,254,160,7,82,329,225,473,2.32e-33,128
CC_3062,BAB_RS27455,41.356,295,167,3,31,324,11,300,2.26e-61,196
CC_3063,BAB_RS27450,29.684,475,270,16,38,504,193,611,3.43e-28,114
CC_3065,BAB_RS16880,41.071,336,193,3,12,346,4,335,3.66e-74,229
CC_3066,BAB_RS25185,54.950,404,176,2,3,403,13,413,8.17e-139,399
CC_3067,BAB_RS25190,32.487,197,131,2,76,271,104,299,1.58e-21,89.7
CC_3068,BAB_RS25200,60.367,926,334,12,3,921,6,905,0.0,1074
CC_3069,BAB_RS30945,26.128,421,304,5,10,428,19,434,5.00e-25,103
CC_3070,BAB_RS25060,43.119,218,110,6,4,216,6,214,9.76e-45,146
CC_3075,BAB_RS18995,36.111,252,133,4,448,686,527,763,9.24e-36,142
CC_3076,BAB_RS18225,33.333,249,158,3,3,251,1,241,8.86e-37,127
CC_3081,BAB_RS21715,37.107,636,374,10,13,638,71,690,4.87e-127,389
CC_3082,BAB_RS27420,43.220,118,63,2,1,114,1,118,2.82e-24,87.4
CC_3083,BAB_RS27415,53.155,412,183,2,9,420,3,404,3.52e-144,414
CC_3084,BAB_RS26345,36.179,246,140,6,11,242,14,256,2.10e-29,107
CC_3085,BAB_RS20085,28.070,342,216,6,50,390,16,328,3.48e-27,107
CC_3086,BAB_RS27740,24.850,334,204,11,53,378,23,317,6.83e-09,54.7
CC_3087,BAB_RS27390,38.542,384,224,5,179,560,6,379,1.28e-78,249
CC_3090,BAB_RS20810,27.562,283,173,10,21,286,30,297,3.67e-08,50.1
CC_3093,BAB_RS26605,35.345,348,199,7,10,336,3,345,9.40e-47,159
CC_3094,BAB_RS16950,43.339,593,323,6,118,708,116,697,4.88e-155,464
CC_3098,BAB_RS23885,73.993,273,67,4,10,280,8,278,1.64e-145,408
CC_3100,BAB_RS25485,26.316,133,95,1,21,153,6,135,5.73e-08,48.9
CC_3102,BAB_RS18995,34.586,266,166,4,160,420,518,780,3.31e-38,146
CC_3103,BAB_RS24030,67.991,428,136,1,1,427,1,428,0.0,607
CC_3105,BAB_RS21050,31.269,323,206,6,1,313,2,318,1.25e-30,116
CC_3106,BAB_RS28730,25.439,342,181,10,29,355,3,285,6.99e-12,62.0
CC_3108,BAB_RS21650,55.714,420,181,2,41,455,17,436,7.47e-146,421
CC_3113,BAB_RS20895,48.101,316,159,2,12,323,12,326,9.11e-92,273
CC_3115,BAB_RS18295,54.667,75,31,2,6,78,7,80,1.71e-21,80.5
CC_3116,BAB_RS24970,25.591,465,290,12,24,441,35,490,8.34e-26,106
CC_3118,BAB_RS17415,32.759,116,72,2,5,115,9,123,4.03e-09,51.2
CC_3119,BAB_RS27895,25.826,333,219,8,33,347,59,381,4.89e-19,84.0
CC_3120,BAB_RS27905,26.706,1026,709,19,3,1011,5,1004,6.67e-95,321
CC_3122,BAB_RS22975,27.556,225,153,4,36,254,17,237,7.18e-29,113
CC_3123,BAB_RS18680,31.638,177,111,6,21,193,9,179,1.16e-13,63.5
CC_3126,BAB_RS30425,24.048,420,279,13,33,423,45,453,2.45e-11,61.6
CC_3129,BAB_RS28605,44.626,428,230,4,8,429,2,428,9.53e-114,337
CC_3130,BAB_RS28615,59.424,451,182,1,16,465,26,476,0.0,563
CC_3132,BAB_RS16815,42.667,450,251,5,13,458,8,454,6.98e-118,350
CC_3133,BAB_RS27580,40.367,218,130,0,3,220,33,250,1.89e-48,156
CC_3134,BAB_RS23675,52.989,368,165,1,12,379,20,379,2.11e-130,376
CC_3135,BAB_RS23660,43.162,234,125,2,59,291,17,243,6.07e-60,190
CC_3136,BAB_RS31375,38.034,234,127,4,50,282,42,258,1.65e-46,155
CC_3137,BAB_RS23680,33.718,347,201,6,17,343,4,341,4.35e-57,187
CC_3138,BAB_RS28615,32.104,461,300,8,2,459,25,475,3.96e-74,237
CC_3139,BAB_RS31385,30.597,402,234,13,71,462,41,407,2.00e-25,104
CC_3140,BAB_RS23845,60.970,474,180,3,5,476,8,478,0.0,558
CC_3141,BAB_RS31730,51.527,491,236,2,6,495,3,492,2.74e-167,478
CC_3142,BAB_RS31325,29.193,161,113,1,2,162,65,224,2.31e-13,62.4
CC_3143,BAB_RS27850,62.093,430,157,2,6,431,7,434,0.0,553
CC_3148,BAB_RS30405,25.221,226,161,4,53,272,278,501,1.71e-17,79.0
CC_3154,BAB_RS18085,68.044,363,116,0,1,363,1,363,0.0,516
CC_3155,BAB_RS25485,29.565,115,77,1,8,122,6,116,4.66e-13,61.6
CC_3158,BAB_RS25335,37.383,107,66,1,4,109,1,107,4.06e-16,65.9
CC_3160,BAB_RS25330,30.263,228,126,9,10,229,4,206,3.06e-14,66.6
CC_3162,BAB_RS29325,33.058,121,76,3,263,381,2,119,4.65e-12,63.5
CC_3164,BAB_RS26215,45.802,131,71,0,21,151,6,136,8.61e-42,133
CC_3167,BAB_RS31095,33.550,307,193,6,10,308,30,333,2.94e-34,124
CC_3168,BAB_RS17530,41.039,385,225,2,9,393,12,394,2.92e-98,295
CC_3169,BAB_RS27870,43.750,144,81,0,48,191,2,145,5.88e-36,120
CC_3170,BAB_RS29430,37.559,213,123,3,245,454,258,463,5.72e-40,147
CC_3172,BAB_RS21610,31.818,110,68,2,3,112,17,119,2.33e-08,50.4
CC_3173,BAB_RS23165,30.481,187,122,4,156,335,155,340,7.16e-10,56.2
CC_3174,BAB_RS30885,32.394,284,162,9,5,274,3,270,6.63e-31,117
CC_3175,BAB_RS21405,38.342,193,118,1,6,198,3,194,6.19e-33,117
CC_3177,BAB_RS20165,37.908,153,94,1,63,215,1,152,1.39e-33,115
CC_3178,BAB_RS18120,45.704,291,150,6,2,288,29,315,4.22e-76,231
CC_3181,BAB_RS18705,21.905,315,228,7,24,322,18,330,4.95e-10,56.2
CC_3188,BAB_RS17460,28.545,543,330,16,13,509,51,581,5.27e-55,191
CC_3189,BAB_RS28485,31.615,737,436,14,6,689,2,723,6.07e-105,333
CC_3191,BAB_RS18995,38.326,227,118,6,256,473,534,747,6.85e-32,128
CC_3194,BAB_RS22470,31.410,156,93,4,151,306,21,162,2.21e-12,67.4
CC_3196,BAB_RS27895,27.105,380,249,9,6,365,11,382,3.91e-15,72.4
