O_anthropi|Q.,O_anthropi|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
OANT_RS01630,OANT_RS01630,100.000,438,0,0,1,438,1,438,0.0,894
OANT_RS01635,OANT_RS01635,100.000,297,0,0,1,297,1,297,0.0,590
OANT_RS01640,OANT_RS01640,100.000,292,0,0,1,292,1,292,0.0,588
OANT_RS01645,OANT_RS01645,100.000,363,0,0,1,363,1,363,0.0,743
OANT_RS01650,OANT_RS01650,100.000,371,0,0,1,371,1,371,0.0,759
OANT_RS01655,OANT_RS01655,100.000,110,0,0,1,110,1,110,1.11e-81,231
OANT_RS01660,OANT_RS01660,100.000,359,0,0,1,359,1,359,0.0,734
OANT_RS01665,OANT_RS01665,100.000,148,0,0,1,148,1,148,4.38e-110,306
OANT_RS01670,OANT_RS01670,100.000,244,0,0,1,244,1,244,1.98e-179,489
OANT_RS01675,OANT_RS01675,100.000,281,0,0,1,281,1,281,0.0,575
OANT_RS01680,OANT_RS01680,100.000,425,0,0,1,425,1,425,0.0,878
OANT_RS01685,OANT_RS01685,100.000,146,0,0,1,146,1,146,6.58e-95,268
OANT_RS01690,OANT_RS01690,100.000,25,0,0,1,25,1,25,7.48e-13,51.6
OANT_RS01695,OANT_RS01695,100.000,71,0,0,1,71,1,71,1.12e-48,145
OANT_RS01700,OANT_RS01700,100.000,208,0,0,1,208,1,208,1.63e-155,426
OANT_RS01705,OANT_RS01705,100.000,72,0,0,1,72,1,72,2.21e-49,147
OANT_RS01710,OANT_RS01710,100.000,153,0,0,1,153,1,153,5.56e-114,317
OANT_RS01715,OANT_RS01715,100.000,160,0,0,1,160,1,160,1.82e-119,331
OANT_RS01720,OANT_RS01720,100.000,430,0,0,1,430,1,430,0.0,855
OANT_RS01725,OANT_RS01725,100.000,146,0,0,1,146,1,146,3.83e-108,301
OANT_RS01730,OANT_RS01730,100.000,429,0,0,1,429,1,429,0.0,869
OANT_RS01740,OANT_RS01740,100.000,25,0,0,1,25,1,25,7.05e-11,46.6
OANT_RS01745,OANT_RS01745,100.000,270,0,0,1,270,1,270,0.0,547
OANT_RS01750,OANT_RS01750,100.000,283,0,0,1,283,1,283,0.0,566
OANT_RS01755,OANT_RS01755,100.000,100,0,0,1,100,1,100,8.26e-70,201
OANT_RS01760,OANT_RS01760,100.000,195,0,0,1,195,1,195,1.90e-127,354
OANT_RS01765,OANT_RS01765,100.000,101,0,0,1,101,1,101,1.68e-72,207
OANT_RS01770,OANT_RS01770,100.000,570,0,0,1,570,1,570,0.0,1176
OANT_RS01775,OANT_RS01775,100.000,170,0,0,1,170,1,170,3.99e-118,328
OANT_RS01780,OANT_RS01780,100.000,228,0,0,1,228,1,228,1.42e-170,466
OANT_RS01785,OANT_RS01785,100.000,206,0,0,1,206,1,206,3.99e-153,420
OANT_RS01790,OANT_RS01790,100.000,468,0,0,1,468,1,468,0.0,966
OANT_RS01795,OANT_RS01795,100.000,25,0,0,1,25,1,25,2.24e-13,53.1
OANT_RS01800,OANT_RS01800,100.000,517,0,0,1,517,1,517,0.0,1043
OANT_RS01805,OANT_RS01805,100.000,375,0,0,1,375,1,375,0.0,753
OANT_RS01810,OANT_RS01810,100.000,1050,0,0,1,1050,1,1050,0.0,2082
OANT_RS01815,OANT_RS01815,100.000,332,0,0,1,332,1,332,0.0,675
OANT_RS01820,OANT_RS01820,100.000,286,0,0,1,286,1,286,0.0,562
OANT_RS01825,OANT_RS01825,100.000,297,0,0,1,297,1,297,0.0,588
OANT_RS01830,OANT_RS01830,100.000,278,0,0,1,278,1,278,0.0,572
OANT_RS01835,OANT_RS01835,100.000,484,0,0,1,484,1,484,0.0,1009
OANT_RS01840,OANT_RS01840,100.000,415,0,0,1,415,1,415,0.0,855
OANT_RS01845,OANT_RS01845,100.000,232,0,0,1,232,1,232,1.17e-175,479
OANT_RS01850,OANT_RS01850,100.000,132,0,0,1,132,1,132,7.69e-92,259
OANT_RS01855,OANT_RS01855,100.000,357,0,0,1,357,1,357,0.0,726
OANT_RS01860,OANT_RS01860,100.000,277,0,0,1,277,1,277,0.0,548
OANT_RS01865,OANT_RS01865,100.000,317,0,0,1,317,1,317,0.0,630
OANT_RS01870,OANT_RS01870,100.000,419,0,0,1,419,1,419,0.0,855
OANT_RS01875,OANT_RS01875,100.000,389,0,0,1,389,1,389,0.0,796
OANT_RS01880,OANT_RS01880,100.000,238,0,0,1,238,1,238,1.02e-175,479
OANT_RS01885,OANT_RS01885,100.000,342,0,0,1,342,1,342,0.0,702
OANT_RS01890,OANT_RS01890,100.000,306,0,0,1,306,1,306,0.0,610
OANT_RS01895,OANT_RS01895,100.000,300,0,0,1,300,1,300,0.0,601
OANT_RS01900,OANT_RS01900,100.000,220,0,0,1,220,1,220,2.61e-164,449
OANT_RS01905,OANT_RS01905,100.000,444,0,0,1,444,1,444,0.0,912
OANT_RS01910,OANT_RS01910,100.000,312,0,0,1,312,1,312,0.0,625
OANT_RS01915,OANT_RS01915,100.000,272,0,0,1,272,1,272,0.0,531
OANT_RS01920,OANT_RS01920,100.000,352,0,0,1,352,1,352,0.0,716
OANT_RS01925,OANT_RS01925,100.000,436,0,0,1,436,1,436,0.0,903
OANT_RS01930,OANT_RS01930,100.000,500,0,0,1,500,1,500,0.0,1028
OANT_RS01935,OANT_RS01935,100.000,310,0,0,1,310,1,310,0.0,601
OANT_RS01940,OANT_RS01940,100.000,152,0,0,1,152,1,152,8.60e-111,308
OANT_RS01945,OANT_RS01945,100.000,549,0,0,1,549,1,549,0.0,1121
OANT_RS01950,OANT_RS01950,100.000,353,0,0,1,353,1,353,0.0,721
OANT_RS01955,OANT_RS01955,100.000,242,0,0,1,242,1,242,6.00e-179,488
OANT_RS01960,OANT_RS01960,100.000,211,0,0,1,211,1,211,8.37e-156,427
OANT_RS01965,OANT_RS01965,100.000,581,0,0,1,581,1,581,0.0,1204
OANT_RS01970,OANT_RS01970,100.000,215,0,0,1,215,1,215,3.49e-161,441
OANT_RS01975,OANT_RS01975,100.000,404,0,0,1,404,1,404,0.0,809
OANT_RS01980,OANT_RS01980,100.000,1049,0,0,1,1049,1,1049,0.0,2113
OANT_RS01985,OANT_RS01985,100.000,282,0,0,1,282,1,282,0.0,582
OANT_RS01990,OANT_RS01990,100.000,581,0,0,1,581,1,581,0.0,1194
OANT_RS01995,OANT_RS01995,100.000,314,0,0,1,314,1,314,0.0,652
OANT_RS02000,OANT_RS02000,100.000,430,0,0,1,430,1,430,0.0,872
OANT_RS02005,OANT_RS02005,100.000,375,0,0,1,375,1,375,0.0,777
OANT_RS02010,OANT_RS02010,100.000,331,0,0,1,331,1,331,0.0,676
OANT_RS02015,OANT_RS02015,100.000,730,0,0,1,730,1,730,0.0,1488
OANT_RS02020,OANT_RS02020,100.000,373,0,0,1,373,1,373,0.0,778
OANT_RS02025,OANT_RS02025,100.000,427,0,0,1,427,1,427,0.0,848
OANT_RS02030,OANT_RS02030,100.000,509,0,0,1,509,1,509,0.0,1018
OANT_RS02035,OANT_RS02035,100.000,344,0,0,1,344,1,344,0.0,686
OANT_RS02050,OANT_RS02050,100.000,265,0,0,1,265,1,265,0.0,552
OANT_RS02055,OANT_RS02055,100.000,414,0,0,1,414,1,414,0.0,854
OANT_RS02060,OANT_RS02060,100.000,375,0,0,1,375,1,375,0.0,768
OANT_RS02065,OANT_RS02065,100.000,179,0,0,1,179,1,179,5.64e-134,369
OANT_RS02070,OANT_RS02070,100.000,403,0,0,1,403,1,403,0.0,821
OANT_RS02075,OANT_RS02075,100.000,312,0,0,1,312,1,312,0.0,651
OANT_RS02080,OANT_RS02080,100.000,342,0,0,1,342,1,342,0.0,693
OANT_RS02085,OANT_RS02085,100.000,130,0,0,1,130,1,130,1.57e-94,265
OANT_RS02090,OANT_RS02090,100.000,397,0,0,1,397,1,397,0.0,818
OANT_RS02095,OANT_RS02095,100.000,363,0,0,1,363,1,363,0.0,729
OANT_RS02100,OANT_RS02100,100.000,336,0,0,1,336,1,336,0.0,682
OANT_RS02105,OANT_RS02105,100.000,88,0,0,1,88,1,88,3.50e-59,173
OANT_RS02110,OANT_RS02110,100.000,160,0,0,1,160,1,160,1.39e-118,328
OANT_RS02115,OANT_RS02115,100.000,451,0,0,1,451,1,451,0.0,888
OANT_RS02120,OANT_RS02120,100.000,364,0,0,1,364,1,364,0.0,729
OANT_RS02125,OANT_RS02125,100.000,116,0,0,1,116,1,116,6.08e-83,235
OANT_RS02130,OANT_RS02130,100.000,145,0,0,1,145,1,145,3.16e-106,296
OANT_RS02135,OANT_RS02135,100.000,316,0,0,1,316,1,316,0.0,657
OANT_RS02140,OANT_RS02140,100.000,214,0,0,1,214,1,214,1.02e-153,422
OANT_RS02145,OANT_RS02145,100.000,1171,0,0,1,1171,1,1171,0.0,2373
OANT_RS02150,OANT_RS02150,100.000,137,0,0,1,137,1,137,2.03e-95,268
OANT_RS02155,OANT_RS02155,100.000,388,0,0,1,388,1,388,0.0,794
OANT_RS02160,OANT_RS02160,100.000,425,0,0,1,425,1,425,0.0,873
OANT_RS02165,OANT_RS02165,100.000,362,0,0,1,362,1,362,0.0,742
OANT_RS02170,OANT_RS02170,100.000,233,0,0,1,233,1,233,5.23e-179,487
OANT_RS02175,OANT_RS02175,100.000,255,0,0,1,255,1,255,0.0,519
OANT_RS02180,OANT_RS02180,100.000,233,0,0,1,233,1,233,5.34e-179,487
OANT_RS02185,OANT_RS02185,100.000,204,0,0,1,204,1,204,1.01e-154,424
OANT_RS02190,OANT_RS02190,100.000,61,0,0,1,61,1,61,5.63e-41,125
OANT_RS02195,OANT_RS02195,100.000,296,0,0,1,296,1,296,0.0,593
OANT_RS02200,OANT_RS02200,100.000,135,0,0,1,135,1,135,1.31e-92,261
OANT_RS02205,OANT_RS02205,100.000,231,0,0,1,231,1,231,2.99e-163,447
OANT_RS02215,OANT_RS02215,100.000,517,0,0,1,517,1,517,0.0,1042
OANT_RS02220,OANT_RS02220,100.000,317,0,0,1,317,1,317,0.0,648
OANT_RS02225,OANT_RS02225,100.000,416,0,0,1,416,1,416,0.0,845
OANT_RS02230,OANT_RS02230,100.000,289,0,0,1,289,1,289,0.0,580
OANT_RS02235,OANT_RS02235,100.000,275,0,0,1,275,1,275,0.0,556
OANT_RS02240,OANT_RS02240,100.000,316,0,0,1,316,1,316,0.0,642
OANT_RS02245,OANT_RS02245,100.000,331,0,0,1,331,1,331,0.0,671
OANT_RS02250,OANT_RS02250,100.000,502,0,0,1,502,1,502,0.0,985
OANT_RS02255,OANT_RS02255,100.000,285,0,0,1,285,1,285,0.0,567
OANT_RS02260,OANT_RS02260,100.000,143,0,0,1,143,1,143,6.84e-106,295
OANT_RS02265,OANT_RS02265,100.000,204,0,0,1,204,1,204,3.11e-151,415
OANT_RS02270,OANT_RS02270,100.000,258,0,0,1,258,1,258,0.0,534
OANT_RS02275,OANT_RS02275,100.000,202,0,0,1,202,1,202,9.43e-150,411
OANT_RS02280,OANT_RS02280,100.000,199,0,0,1,199,1,199,1.16e-148,408
OANT_RS02285,OANT_RS02285,100.000,474,0,0,1,474,1,474,0.0,919
OANT_RS02290,OANT_RS02290,100.000,64,0,0,1,64,1,64,1.36e-42,129
OANT_RS02295,OANT_RS02295,100.000,365,0,0,1,365,1,365,0.0,756
OANT_RS02300,OANT_RS02300,100.000,413,0,0,1,413,1,413,0.0,852
OANT_RS02305,OANT_RS02305,100.000,343,0,0,1,343,1,343,0.0,699
OANT_RS02310,OANT_RS02310,100.000,470,0,0,1,470,1,470,0.0,927
OANT_RS02315,OANT_RS02315,100.000,172,0,0,1,172,1,172,1.45e-125,347
OANT_RS02320,OANT_RS02320,100.000,459,0,0,1,459,1,459,0.0,940
OANT_RS02325,OANT_RS02325,100.000,213,0,0,1,213,1,213,1.55e-154,424
OANT_RS02330,OANT_RS02330,100.000,182,0,0,1,182,1,182,4.36e-130,359
OANT_RS02335,OANT_RS02335,100.000,522,0,0,1,522,1,522,0.0,1016
OANT_RS02340,OANT_RS02340,100.000,372,0,0,1,372,1,372,0.0,762
OANT_RS02345,OANT_RS02345,100.000,379,0,0,1,379,1,379,0.0,763
OANT_RS02350,OANT_RS02350,100.000,278,0,0,1,278,1,278,0.0,579
OANT_RS02355,OANT_RS02355,100.000,475,0,0,1,475,1,475,0.0,983
OANT_RS02360,OANT_RS02360,100.000,121,0,0,1,121,1,121,1.36e-88,249
OANT_RS02365,OANT_RS02365,100.000,496,0,0,1,496,1,496,0.0,1018
OANT_RS02370,OANT_RS02370,100.000,784,0,0,1,784,1,784,0.0,1619
OANT_RS02375,OANT_RS02375,100.000,280,0,0,1,280,1,280,0.0,563
OANT_RS02380,OANT_RS02380,100.000,304,0,0,1,304,1,304,0.0,622
OANT_RS02385,OANT_RS02385,100.000,411,0,0,1,411,1,411,0.0,845
OANT_RS02390,OANT_RS02390,100.000,434,0,0,1,434,1,434,0.0,898
OANT_RS02395,OANT_RS02395,100.000,272,0,0,1,272,1,272,0.0,555
OANT_RS02400,OANT_RS02400,100.000,594,0,0,1,594,1,594,0.0,1226
OANT_RS02405,OANT_RS02405,100.000,264,0,0,1,264,1,264,0.0,548
OANT_RS02410,OANT_RS02410,100.000,294,0,0,1,294,1,294,0.0,593
OANT_RS02415,OANT_RS02415,100.000,424,0,0,1,424,1,424,0.0,838
OANT_RS02420,OANT_RS02420,100.000,52,0,0,1,52,1,52,2.96e-31,100
OANT_RS02425,OANT_RS02425,100.000,752,0,0,1,752,1,752,0.0,1527
OANT_RS02430,OANT_RS02430,100.000,165,0,0,1,165,1,165,8.83e-123,340
OANT_RS02435,OANT_RS02435,100.000,521,0,0,1,521,1,521,0.0,1080
OANT_RS02440,OANT_RS02440,100.000,287,0,0,1,287,1,287,0.0,591
OANT_RS02445,OANT_RS02445,100.000,52,0,0,1,52,1,52,1.11e-34,108
OANT_RS02450,OANT_RS02450,100.000,243,0,0,1,243,1,243,0.0,506
OANT_RS02455,OANT_RS02455,100.000,541,0,0,1,541,1,541,0.0,1093
OANT_RS02460,OANT_RS02460,100.000,453,0,0,1,453,1,453,0.0,914
OANT_RS02465,OANT_RS02465,100.000,221,0,0,1,221,1,221,9.60e-160,437
OANT_RS02470,OANT_RS02470,100.000,605,0,0,1,605,1,605,0.0,1208
OANT_RS02475,OANT_RS02475,100.000,249,0,0,1,249,1,249,0.0,508
OANT_RS02480,OANT_RS02480,100.000,204,0,0,1,204,1,204,2.18e-152,417
OANT_RS02485,OANT_RS02485,100.000,325,0,0,1,325,1,325,0.0,655
OANT_RS02490,OANT_RS02490,100.000,361,0,0,1,361,1,361,0.0,748
OANT_RS02495,OANT_RS02495,100.000,240,0,0,1,240,1,240,0.0,501
OANT_RS02500,OANT_RS02500,100.000,116,0,0,1,116,1,116,2.48e-86,243
OANT_RS02505,OANT_RS02505,100.000,347,0,0,1,347,1,347,0.0,697
OANT_RS02510,OANT_RS02510,100.000,202,0,0,1,202,1,202,2.16e-152,417
OANT_RS02515,OANT_RS02515,100.000,119,0,0,1,119,1,119,8.59e-86,243
OANT_RS02520,OANT_RS02520,100.000,108,0,0,1,108,1,108,4.83e-79,224
OANT_RS02525,OANT_RS02525,100.000,122,0,0,1,122,1,122,1.99e-88,249
OANT_RS02530,OANT_RS02530,100.000,393,0,0,1,393,1,393,0.0,749
OANT_RS02535,OANT_RS02535,100.000,416,0,0,1,416,1,416,0.0,835
OANT_RS02540,OANT_RS02540,100.000,331,0,0,1,331,1,331,0.0,694
OANT_RS02545,OANT_RS02545,100.000,227,0,0,1,227,1,227,3.44e-165,452
OANT_RS02550,OANT_RS02550,100.000,483,0,0,1,483,1,483,0.0,974
OANT_RS02555,OANT_RS02555,100.000,230,0,0,1,230,1,230,4.93e-174,474
OANT_RS02560,OANT_RS02560,100.000,200,0,0,1,200,1,200,1.49e-146,402
OANT_RS02565,OANT_RS02565,100.000,162,0,0,1,162,1,162,1.19e-117,327
OANT_RS02575,OANT_RS02575,100.000,440,0,0,1,440,1,440,0.0,901
OANT_RS02580,OANT_RS02580,100.000,227,0,0,1,227,1,227,9.66e-171,466
OANT_RS02585,OANT_RS02585,100.000,140,0,0,1,140,1,140,2.34e-102,286
OANT_RS02590,OANT_RS02590,100.000,220,0,0,1,220,1,220,3.21e-166,454
OANT_RS02595,OANT_RS02595,100.000,136,0,0,1,136,1,136,7.33e-100,279
OANT_RS02600,OANT_RS02600,100.000,130,0,0,1,130,1,130,6.33e-97,271
OANT_RS02605,OANT_RS02605,100.000,429,0,0,1,429,1,429,0.0,890
OANT_RS02610,OANT_RS02610,100.000,132,0,0,1,132,1,132,6.88e-93,261
OANT_RS02615,OANT_RS02615,100.000,249,0,0,1,249,1,249,1.20e-177,485
OANT_RS02620,OANT_RS02620,100.000,75,0,0,1,75,1,75,1.32e-47,142
OANT_RS02625,OANT_RS02625,100.000,205,0,0,1,205,1,205,9.45e-149,409
OANT_RS02630,OANT_RS02630,100.000,159,0,0,1,159,1,159,1.66e-110,308
OANT_RS02635,OANT_RS02635,100.000,163,0,0,1,163,1,163,2.39e-119,331
OANT_RS02640,OANT_RS02640,100.000,205,0,0,1,205,1,205,2.02e-146,403
OANT_RS02645,OANT_RS02645,100.000,220,0,0,1,220,1,220,5.20e-159,436
OANT_RS02650,OANT_RS02650,100.000,390,0,0,1,390,1,390,0.0,803
OANT_RS02655,OANT_RS02655,100.000,168,0,0,1,168,1,168,2.96e-119,331
OANT_RS02660,OANT_RS02660,100.000,77,0,0,1,77,1,77,4.92e-53,156
OANT_RS02665,OANT_RS02665,100.000,75,0,0,1,75,1,75,1.51e-50,150
OANT_RS02670,OANT_RS02670,100.000,307,0,0,1,307,1,307,0.0,613
OANT_RS02675,OANT_RS02675,100.000,61,0,0,1,61,1,61,2.07e-41,126
OANT_RS02680,OANT_RS02680,100.000,290,0,0,1,290,1,290,0.0,578
OANT_RS02685,OANT_RS02685,100.000,393,0,0,1,393,1,393,0.0,775
OANT_RS02690,OANT_RS02690,100.000,113,0,0,1,113,1,113,2.94e-83,236
OANT_RS02695,OANT_RS02695,100.000,264,0,0,1,264,1,264,0.0,520
OANT_RS02700,OANT_RS02700,100.000,74,0,0,1,74,1,74,2.37e-48,144
OANT_RS02705,OANT_RS02705,100.000,338,0,0,1,338,1,338,0.0,681
OANT_RS02710,OANT_RS02710,100.000,621,0,0,1,621,1,621,0.0,1250
OANT_RS02715,OANT_RS02715,100.000,311,0,0,1,311,1,311,0.0,655
OANT_RS02720,OANT_RS02720,100.000,764,0,0,1,764,1,764,0.0,1534
OANT_RS02725,OANT_RS02725,100.000,135,0,0,1,135,1,135,9.21e-97,271
OANT_RS02730,OANT_RS02730,100.000,323,0,0,1,323,1,323,0.0,640
OANT_RS02735,OANT_RS02735,100.000,470,0,0,1,470,1,470,0.0,960
OANT_RS02740,OANT_RS02740,100.000,188,0,0,1,188,1,188,9.65e-139,382
OANT_RS02745,OANT_RS02745,100.000,249,0,0,1,249,1,249,0.0,500
OANT_RS02750,OANT_RS02750,100.000,592,0,0,1,592,1,592,0.0,1209
OANT_RS02755,OANT_RS02755,100.000,429,0,0,1,429,1,429,0.0,867
OANT_RS02760,OANT_RS02760,100.000,333,0,0,1,333,1,333,0.0,663
OANT_RS02765,OANT_RS02765,100.000,203,0,0,1,203,1,203,1.07e-152,418
OANT_RS02770,OANT_RS02770,100.000,400,0,0,1,400,1,400,0.0,819
OANT_RS02775,OANT_RS02775,100.000,118,0,0,1,118,1,118,9.72e-86,242
OANT_RS02780,OANT_RS02780,100.000,318,0,0,1,318,1,318,0.0,627
OANT_RS02785,OANT_RS02785,100.000,272,0,0,1,272,1,272,0.0,554
OANT_RS02790,OANT_RS02790,100.000,196,0,0,1,196,1,196,4.90e-148,406
OANT_RS02795,OANT_RS02795,100.000,252,0,0,1,252,1,252,0.0,521
OANT_RS02800,OANT_RS02800,100.000,83,0,0,1,83,1,83,2.46e-57,168
OANT_RS02805,OANT_RS02805,100.000,364,0,0,1,364,1,364,0.0,743
OANT_RS02810,OANT_RS02810,100.000,371,0,0,1,371,1,371,0.0,759
OANT_RS02815,OANT_RS02815,100.000,316,0,0,1,316,1,316,0.0,645
OANT_RS02820,OANT_RS02820,100.000,84,0,0,1,84,1,84,1.68e-57,168
OANT_RS02825,OANT_RS02825,100.000,172,0,0,1,172,1,172,6.98e-123,340
OANT_RS02830,OANT_RS02830,100.000,87,0,0,1,87,1,87,2.44e-53,158
OANT_RS02835,OANT_RS02835,100.000,186,0,0,1,186,1,186,3.64e-125,347
OANT_RS02840,OANT_RS02840,100.000,306,0,0,1,306,1,306,0.0,613
OANT_RS02845,OANT_RS02845,100.000,638,0,0,1,638,1,638,0.0,1288
OANT_RS02850,OANT_RS02850,100.000,253,0,0,1,253,1,253,0.0,506
OANT_RS02855,OANT_RS02855,100.000,413,0,0,1,413,1,413,0.0,836
OANT_RS02860,OANT_RS02860,100.000,230,0,0,1,230,1,230,5.38e-174,474
OANT_RS02865,OANT_RS02865,100.000,200,0,0,1,200,1,200,1.60e-149,410
OANT_RS02870,OANT_RS02870,100.000,115,0,0,1,115,1,115,1.37e-82,234
OANT_RS02875,OANT_RS02875,100.000,428,0,0,1,428,1,428,0.0,847
OANT_RS02880,OANT_RS02880,100.000,114,0,0,1,114,1,114,4.85e-83,235
OANT_RS02885,OANT_RS02885,100.000,628,0,0,1,628,1,628,0.0,1284
OANT_RS02890,OANT_RS02890,100.000,232,0,0,1,232,1,232,4.21e-171,467
OANT_RS02895,OANT_RS02895,100.000,283,0,0,1,283,1,283,0.0,565
OANT_RS02900,OANT_RS02900,100.000,185,0,0,1,185,1,185,3.80e-139,383
OANT_RS02905,OANT_RS02905,100.000,246,0,0,1,246,1,246,0.0,500
OANT_RS02910,OANT_RS02910,100.000,496,0,0,1,496,1,496,0.0,1017
OANT_RS02915,OANT_RS02915,100.000,191,0,0,1,191,1,191,4.84e-138,380
OANT_RS02920,OANT_RS02920,100.000,464,0,0,1,464,1,464,0.0,935
OANT_RS02925,OANT_RS02925,100.000,501,0,0,1,501,1,501,0.0,1025
OANT_RS02930,OANT_RS02930,100.000,337,0,0,1,337,1,337,0.0,696
OANT_RS02935,OANT_RS02935,100.000,426,0,0,1,426,1,426,0.0,892
OANT_RS02940,OANT_RS02940,100.000,189,0,0,1,189,1,189,2.04e-137,379
OANT_RS02945,OANT_RS02945,100.000,323,0,0,1,323,1,323,0.0,620
OANT_RS02950,OANT_RS02950,100.000,82,0,0,1,82,1,82,9.75e-57,166
OANT_RS02955,OANT_RS02955,100.000,151,0,0,1,151,1,151,4.84e-108,301
OANT_RS02960,OANT_RS02960,100.000,314,0,0,1,314,1,314,0.0,624
OANT_RS02965,OANT_RS02965,100.000,245,0,0,1,245,1,245,0.0,499
OANT_RS02970,OANT_RS02970,100.000,78,0,0,1,78,1,78,8.57e-50,148
OANT_RS02975,OANT_RS02975,100.000,419,0,0,1,419,1,419,0.0,846
OANT_RS02980,OANT_RS02980,100.000,403,0,0,1,403,1,403,0.0,826
OANT_RS02985,OANT_RS02985,100.000,299,0,0,1,299,1,299,0.0,598
OANT_RS02990,OANT_RS02990,100.000,220,0,0,1,220,1,220,3.97e-164,449
OANT_RS02995,OANT_RS02995,100.000,193,0,0,1,193,1,193,4.50e-147,403
OANT_RS03010,OANT_RS03010,100.000,470,0,0,1,470,1,470,0.0,961
OANT_RS03015,OANT_RS03015,100.000,204,0,0,1,204,1,204,1.06e-149,411
OANT_RS03020,OANT_RS03020,100.000,294,0,0,1,294,1,294,0.0,598
OANT_RS03025,OANT_RS03025,100.000,552,0,0,1,552,1,552,0.0,1102
OANT_RS03030,OANT_RS03030,100.000,315,0,0,1,315,1,315,0.0,622
OANT_RS03035,OANT_RS03035,100.000,61,0,0,1,61,1,61,2.48e-40,123
OANT_RS03040,OANT_RS03040,100.000,203,0,0,1,203,1,203,9.57e-154,421
OANT_RS03045,OANT_RS03045,100.000,292,0,0,1,292,1,292,0.0,585
OANT_RS03050,OANT_RS03050,100.000,131,0,0,1,131,1,131,1.27e-94,266
OANT_RS03055,OANT_RS03055,100.000,264,0,0,1,264,1,264,0.0,546
OANT_RS03060,OANT_RS03060,100.000,350,0,0,1,350,1,350,0.0,717
OANT_RS03065,OANT_RS03065,100.000,326,0,0,1,326,1,326,0.0,673
OANT_RS03070,OANT_RS03070,100.000,154,0,0,1,154,1,154,1.63e-113,315
OANT_RS03075,OANT_RS03075,100.000,161,0,0,1,161,1,161,7.71e-116,322
OANT_RS03080,OANT_RS03080,100.000,266,0,0,1,266,1,266,0.0,540
OANT_RS03095,OANT_RS03095,100.000,200,0,0,1,200,1,200,3.44e-150,412
OANT_RS03100,OANT_RS03100,100.000,965,0,0,1,965,1,965,0.0,1950
OANT_RS03105,OANT_RS03105,100.000,206,0,0,1,206,1,206,2.99e-155,425
OANT_RS03110,OANT_RS03110,100.000,430,0,0,1,430,1,430,0.0,877
OANT_RS03115,OANT_RS03115,100.000,463,0,0,1,463,1,463,0.0,951
OANT_RS03120,OANT_RS03120,100.000,196,0,0,1,196,1,196,3.58e-146,401
OANT_RS03125,OANT_RS03125,100.000,342,0,0,1,342,1,342,0.0,696
OANT_RS03130,OANT_RS03130,100.000,61,0,0,1,61,1,61,2.70e-41,125
OANT_RS03135,OANT_RS03135,100.000,228,0,0,1,228,1,228,1.03e-169,463
OANT_RS03140,OANT_RS03140,100.000,596,0,0,1,596,1,596,0.0,1180
OANT_RS03145,OANT_RS03145,100.000,377,0,0,1,377,1,377,0.0,781
OANT_RS03150,OANT_RS03150,100.000,204,0,0,1,204,1,204,2.71e-154,422
OANT_RS03155,OANT_RS03155,100.000,364,0,0,1,364,1,364,0.0,751
OANT_RS03160,OANT_RS03160,100.000,255,0,0,1,255,1,255,0.0,521
OANT_RS03165,OANT_RS03165,100.000,419,0,0,1,419,1,419,0.0,837
OANT_RS03170,OANT_RS03170,100.000,325,0,0,1,325,1,325,0.0,665
OANT_RS03175,OANT_RS03175,100.000,175,0,0,1,175,1,175,8.09e-125,345
OANT_RS03180,OANT_RS03180,100.000,217,0,0,1,217,1,217,5.17e-163,446
OANT_RS03185,OANT_RS03185,100.000,1152,0,0,1,1152,1,1152,0.0,2263
OANT_RS03190,OANT_RS03190,100.000,104,0,0,1,104,1,104,1.38e-72,208
OANT_RS03195,OANT_RS03195,100.000,74,0,0,1,74,1,74,5.95e-51,151
OANT_RS03200,OANT_RS03200,100.000,393,0,0,1,393,1,393,0.0,795
OANT_RS03205,OANT_RS03205,100.000,91,0,0,1,91,1,91,1.04e-62,182
OANT_RS03210,OANT_RS03210,100.000,84,0,0,1,84,1,84,4.44e-59,172
OANT_RS03215,OANT_RS03215,100.000,142,0,0,1,142,1,142,4.37e-97,273
OANT_RS03220,OANT_RS03220,100.000,110,0,0,1,110,1,110,8.05e-79,224
OANT_RS03225,OANT_RS03225,100.000,84,0,0,1,84,1,84,4.04e-58,170
OANT_RS03230,OANT_RS03230,100.000,81,0,0,1,81,1,81,4.12e-57,167
OANT_RS03235,OANT_RS03235,100.000,297,0,0,1,297,1,297,0.0,607
OANT_RS03240,OANT_RS03240,100.000,623,0,0,1,623,1,623,0.0,1259
OANT_RS03245,OANT_RS03245,100.000,510,0,0,1,510,1,510,0.0,1045
OANT_RS03250,OANT_RS03250,100.000,306,0,0,1,306,1,306,0.0,608
OANT_RS03255,OANT_RS03255,100.000,294,0,0,1,294,1,294,0.0,577
OANT_RS03260,OANT_RS03260,100.000,272,0,0,1,272,1,272,0.0,556
OANT_RS03265,OANT_RS03265,100.000,311,0,0,1,311,1,311,0.0,630
OANT_RS03270,OANT_RS03270,100.000,90,0,0,1,90,1,90,1.08e-63,184
OANT_RS03275,OANT_RS03275,100.000,90,0,0,1,90,1,90,1.43e-61,179
