Melitensis16M|Q.,B_henselae|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BME_RS11830,AYT27_RS06570,54.277,339,152,1,13,348,6,344,1.19e-130,373
BME_RS11835,AYT27_RS06565,56.327,245,105,2,35,277,28,272,1.97e-97,283
BME_RS11845,AYT27_RS04250,25.168,298,177,8,56,319,43,328,8.18e-13,63.9
BME_RS11850,AYT27_RS04255,38.462,130,76,2,169,294,224,353,9.76e-12,60.5
BME_RS11855,AYT27_RS04240,37.209,215,130,2,7,219,3,214,1.54e-41,138
BME_RS11860,AYT27_RS04245,35.983,239,146,3,36,267,15,253,9.61e-48,155
BME_RS11865,AYT27_RS04260,22.923,349,237,12,2,336,5,335,8.04e-11,58.5
BME_RS11870,AYT27_RS05920,23.846,260,189,4,3,255,4,261,4.33e-22,89.7
BME_RS11890,AYT27_RS05395,28.750,240,161,6,1,234,1,236,1.83e-18,80.1
BME_RS11905,AYT27_RS05575,27.106,546,377,9,10,539,18,558,3.34e-60,206
BME_RS11930,AYT27_RS00495,28.885,592,334,14,42,571,28,594,2.00e-57,199
BME_RS11940,AYT27_RS06465,28.289,152,107,2,29,179,32,182,3.27e-15,67.4
BME_RS11955,AYT27_RS01235,25.347,505,315,16,39,505,24,504,7.59e-29,115
BME_RS12005,AYT27_RS00540,28.087,413,224,14,43,438,33,389,3.69e-35,130
BME_RS12020,AYT27_RS06505,47.312,372,182,2,17,388,15,372,1.55e-123,358
BME_RS12025,AYT27_RS04150,32.432,148,99,1,4,151,1,147,1.60e-27,96.7
BME_RS12035,AYT27_RS01410,41.711,374,214,3,9,380,8,379,2.24e-102,304
BME_RS12050,AYT27_RS08085,25.806,341,206,9,69,366,53,389,3.38e-17,78.2
BME_RS12060,AYT27_RS00680,23.961,1035,704,20,15,1005,25,1020,1.43e-64,233
BME_RS12070,AYT27_RS05065,27.978,361,231,10,7,343,251,606,1.13e-29,115
BME_RS12085,AYT27_RS04890,27.861,201,130,6,85,279,2,193,4.76e-18,76.6
BME_RS12090,AYT27_RS01985,26.458,480,318,11,29,495,18,475,1.70e-44,159
BME_RS12100,AYT27_RS05920,26.562,256,166,6,10,251,6,253,1.70e-17,77.0
BME_RS12105,AYT27_RS02030,28.307,378,267,3,11,387,14,388,1.50e-41,148
BME_RS12110,AYT27_RS00465,35.165,91,55,2,644,731,192,281,2.27e-11,62.4
BME_RS12125,AYT27_RS04150,25.203,123,89,1,1,120,1,123,1.60e-09,49.3
BME_RS12150,AYT27_RS08500,96.000,25,1,0,1,25,1,25,1.13e-10,45.1
BME_RS12160,AYT27_RS00125,41.837,98,55,1,49,146,9,104,1.80e-25,94.4
BME_RS12165,AYT27_RS06525,46.188,223,108,2,1,223,1,211,9.19e-66,199
BME_RS12170,AYT27_RS06530,57.692,52,22,0,11,62,7,58,2.82e-17,64.3
BME_RS12180,AYT27_RS02495,45.556,90,49,0,258,347,82,171,8.14e-21,84.3
BME_RS12185,AYT27_RS05610,34.663,326,202,4,22,344,19,336,7.26e-52,181
BME_RS12190,AYT27_RS06550,81.953,338,61,0,1,338,1,338,0.0,595
BME_RS12230,AYT27_RS00895,63.244,672,245,2,10,681,5,674,0.0,861
BME_RS12235,AYT27_RS00890,64.853,441,155,0,25,465,18,458,0.0,588
BME_RS12240,AYT27_RS00885,88.595,605,69,0,1,605,1,605,0.0,1106
BME_RS12270,AYT27_RS02945,37.652,247,141,6,5,245,8,247,2.88e-45,148
BME_RS12290,AYT27_RS04135,44.512,492,268,4,8,497,14,502,2.36e-136,400
BME_RS12305,AYT27_RS01235,25.586,512,312,20,29,496,22,508,1.60e-28,114
BME_RS12345,AYT27_RS00540,28.954,411,243,10,66,468,21,390,2.14e-46,162
BME_RS12375,AYT27_RS00255,40.541,74,44,0,171,244,163,236,4.51e-17,73.9
BME_RS12430,AYT27_RS01420,84.000,25,4,0,1,25,1,25,3.97e-09,40.8
BME_RS12460,AYT27_RS06225,40.146,274,159,3,1,274,1,269,8.38e-63,194
BME_RS12465,AYT27_RS06230,71.192,302,87,0,2,303,2,303,2.04e-144,405
BME_RS12475,AYT27_RS03170,31.818,110,75,0,33,142,4,113,2.82e-18,72.0
BME_RS12495,AYT27_RS00675,25.552,317,213,7,20,336,72,365,4.13e-19,83.2
BME_RS12500,AYT27_RS00680,30.531,1035,691,15,6,1024,22,1044,4.08e-137,435
BME_RS12535,AYT27_RS00955,40.667,300,154,6,1,293,47,329,4.34e-67,209
BME_RS12560,AYT27_RS06190,22.250,400,270,12,57,435,65,444,1.24e-16,78.2
BME_RS12570,AYT27_RS06180,40.551,254,151,0,29,282,54,307,5.75e-62,194
BME_RS12575,AYT27_RS01235,30.153,262,175,2,6,259,5,266,5.16e-37,132
BME_RS12580,AYT27_RS01235,36.893,206,128,2,28,232,301,505,1.11e-42,148
BME_RS12630,AYT27_RS00115,69.259,540,165,1,9,547,9,548,0.0,785
BME_RS12640,AYT27_RS08385,30.409,171,90,5,41,189,35,198,2.35e-17,73.2
BME_RS12650,AYT27_RS06190,25.753,299,202,7,85,368,82,375,8.62e-21,91.3
BME_RS12655,AYT27_RS06185,29.483,329,211,4,15,325,30,355,1.12e-33,123
BME_RS12660,AYT27_RS06180,34.559,272,170,3,6,273,42,309,6.02e-45,150
BME_RS12665,AYT27_RS01235,38.077,260,145,4,1,244,1,260,7.68e-54,177
BME_RS12670,AYT27_RS01235,40.756,238,127,4,21,244,24,261,5.89e-50,167
BME_RS12680,AYT27_RS02050,66.555,299,100,0,1,299,1,299,2.02e-140,394
BME_RS12685,AYT27_RS02045,70.549,601,176,1,8,607,5,605,0.0,880
BME_RS12690,AYT27_RS02040,54.113,231,106,0,1,231,4,234,6.94e-86,251
BME_RS12695,AYT27_RS02035,65.644,489,168,0,1,489,1,489,0.0,690
BME_RS12700,AYT27_RS02775,33.200,250,160,3,1,249,1,244,4.91e-38,129
BME_RS12720,AYT27_RS04150,37.333,150,93,1,3,152,1,149,4.22e-34,113
BME_RS12735,AYT27_RS02030,53.318,422,196,1,5,426,5,425,1.29e-165,468
BME_RS12745,AYT27_RS02025,78.070,456,100,0,21,476,20,475,0.0,748
BME_RS12760,AYT27_RS05920,48.529,68,35,0,1,68,1,68,3.19e-12,61.6
BME_RS12765,AYT27_RS06210,56.735,490,165,2,10,499,10,452,0.0,552
BME_RS12770,AYT27_RS02065,69.803,457,138,0,1,457,1,457,0.0,683
BME_RS12775,AYT27_RS02060,54.098,244,112,0,1,244,1,244,4.51e-88,257
BME_RS12795,AYT27_RS06430,23.599,339,177,11,16,283,15,342,7.24e-19,81.3
BME_RS12805,AYT27_RS02560,40.345,290,163,3,50,330,73,361,6.60e-45,153
BME_RS12810,AYT27_RS02555,31.855,248,155,4,2,238,1,245,1.78e-34,121
BME_RS12825,AYT27_RS00960,29.064,203,140,2,73,273,78,278,4.03e-15,69.7
BME_RS12835,AYT27_RS00970,23.625,309,211,9,125,411,130,435,9.21e-10,55.5
BME_RS12840,AYT27_RS02775,28.916,249,156,7,6,242,3,242,6.49e-25,95.5
BME_RS12845,AYT27_RS00955,46.264,348,174,4,4,347,4,342,6.56e-107,313
BME_RS12870,AYT27_RS06570,38.222,225,138,1,48,272,25,248,7.73e-49,164
BME_RS12890,AYT27_RS08600,36.275,102,43,2,62,145,61,158,2.54e-18,72.8
BME_RS12900,AYT27_RS02025,29.847,392,245,7,48,426,93,467,5.23e-51,175
BME_RS12915,AYT27_RS03325,26.172,256,159,12,41,283,74,312,5.25e-11,59.7
BME_RS12920,AYT27_RS08340,58.696,46,19,0,1,46,1,46,1.16e-15,59.3
BME_RS12925,AYT27_RS06520,65.205,365,127,0,3,367,8,372,9.10e-178,494
BME_RS12930,AYT27_RS06515,63.115,122,45,0,1,122,1,122,5.14e-54,161
BME_RS12935,AYT27_RS06510,69.447,923,282,0,6,928,5,927,0.0,1313
BME_RS12940,AYT27_RS04150,32.867,143,95,1,10,152,1,142,1.96e-24,89.4
BME_RS12945,AYT27_RS01985,27.570,428,277,11,606,1011,43,459,8.06e-38,144
BME_RS12960,AYT27_RS00955,45.494,233,126,1,9,240,4,236,4.29e-70,219
BME_RS12965,AYT27_RS07800,37.441,211,122,4,43,250,36,239,7.00e-35,122
BME_RS12980,AYT27_RS05575,25.121,621,403,22,5,602,15,596,9.04e-31,122
BME_RS12995,AYT27_RS06150,24.776,335,211,9,1,317,1,312,1.87e-21,89.0
BME_RS13010,AYT27_RS04460,30.000,130,76,4,18,140,7,128,8.42e-10,50.8
BME_RS13020,AYT27_RS02845,54.940,415,187,0,10,424,12,426,9.78e-152,433
BME_RS13035,AYT27_RS04405,50.581,172,79,4,4,173,7,174,6.39e-52,160
BME_RS13050,AYT27_RS00955,41.102,236,132,3,24,256,4,235,7.77e-57,185
BME_RS13070,AYT27_RS06735,40.187,107,63,1,1,107,1,106,1.29e-26,91.3
BME_RS13090,AYT27_RS00965,26.102,295,191,9,8,288,10,291,7.83e-19,80.5
BME_RS13095,AYT27_RS00960,25.681,257,187,2,34,288,26,280,1.01e-21,88.2
BME_RS13100,AYT27_RS00955,42.473,372,183,6,1,369,1,344,9.97e-99,293
BME_RS13110,AYT27_RS06435,24.943,437,291,11,4,425,21,435,7.64e-27,108
BME_RS13115,AYT27_RS00810,78.855,227,48,0,14,240,10,236,2.19e-138,384
BME_RS13120,AYT27_RS00805,68.196,327,104,0,175,501,103,429,1.27e-167,477
BME_RS13125,AYT27_RS03280,41.224,245,139,1,1,245,16,255,5.02e-68,207
BME_RS13130,AYT27_RS03285,33.617,235,136,4,1,218,2,233,4.93e-35,120
BME_RS13135,AYT27_RS03295,31.395,258,160,6,5,255,2,249,7.09e-35,121
BME_RS13150,AYT27_RS02555,29.661,236,148,5,16,239,16,245,2.82e-31,112
BME_RS13155,AYT27_RS06655,38.776,147,82,3,2,145,3,144,2.87e-26,102
BME_RS13160,AYT27_RS02560,29.393,313,201,7,20,316,53,361,2.84e-26,102
BME_RS13165,AYT27_RS06645,46.183,262,138,3,20,279,6,266,1.49e-77,235
BME_RS13170,AYT27_RS01985,40.984,61,36,0,6,66,1,61,1.64e-09,55.5
BME_RS13220,AYT27_RS02110,55.839,548,242,0,1,548,1,548,0.0,619
BME_RS13225,AYT27_RS00955,55.014,349,151,5,4,351,4,347,1.21e-129,371
BME_RS13235,AYT27_RS00965,55.159,252,110,1,2,250,43,294,3.85e-101,292
BME_RS13240,AYT27_RS00970,45.433,427,225,5,6,426,6,430,3.38e-134,389
BME_RS13255,AYT27_RS04240,36.596,235,139,3,6,233,4,235,1.11e-46,151
BME_RS13260,AYT27_RS04245,35.317,252,152,3,3,245,4,253,1.81e-45,149
BME_RS13270,AYT27_RS04255,25.385,260,183,3,41,289,97,356,8.88e-10,54.3
BME_RS13275,AYT27_RS04260,23.136,389,261,15,1,366,3,376,3.94e-08,50.1
BME_RS13280,AYT27_RS04945,28.571,322,211,9,35,344,24,338,2.02e-18,81.6
BME_RS13305,AYT27_RS05920,24.684,158,104,3,2,146,1,156,7.08e-09,51.6
BME_RS13355,AYT27_RS05445,96.000,25,1,0,1,25,1,25,1.98e-11,47.0
BME_RS13360,AYT27_RS00025,31.034,174,109,7,26,190,2,173,4.65e-16,70.5
BME_RS13390,AYT27_RS05440,83.333,24,4,0,1,24,1,24,5.17e-09,40.8
BME_RS13415,AYT27_RS04010,75.833,120,29,0,1,120,1,120,8.53e-66,191
BME_RS13420,AYT27_RS05965,32.203,118,77,1,4,121,14,128,4.98e-15,70.1
BME_RS13425,AYT27_RS04165,87.273,55,7,0,1,55,1,55,4.94e-31,98.2
BME_RS13445,AYT27_RS04180,52.575,738,343,1,32,769,19,749,0.0,836
BME_RS13450,AYT27_RS04185,71.478,866,226,4,1,862,1,849,0.0,1284
BME_RS13460,AYT27_RS04195,52.658,395,177,3,2,388,4,396,1.22e-134,387
BME_RS13465,AYT27_RS04200,59.788,189,70,3,19,201,20,208,3.85e-70,208
BME_RS13470,AYT27_RS04205,65.012,423,148,0,4,426,5,427,0.0,586
BME_RS13475,AYT27_RS04210,75.399,313,77,0,1,313,1,313,0.0,500
BME_RS13480,AYT27_RS04215,38.534,532,317,5,17,541,13,541,1.43e-116,351
BME_RS13485,AYT27_RS04220,64.744,156,55,0,1,156,1,156,6.43e-75,217
BME_RS13495,AYT27_RS04225,71.579,95,27,0,1,95,1,95,1.80e-45,137
BME_RS13500,AYT27_RS04230,76.673,493,115,0,1,493,1,493,0.0,774
BME_RS13510,AYT27_RS04030,71.857,700,181,4,1,699,1,685,0.0,1044
BME_RS13520,AYT27_RS04035,62.445,229,82,1,21,245,12,240,8.86e-112,317
BME_RS13525,AYT27_RS07075,25.000,264,191,4,213,470,67,329,1.23e-23,97.4
BME_RS13530,AYT27_RS08600,37.755,98,54,2,76,166,61,158,6.44e-17,69.7
BME_RS13535,AYT27_RS04335,96.000,25,1,0,1,25,1,25,1.01e-11,47.4
BME_RS13545,AYT27_RS05530,26.059,307,221,5,25,327,2,306,2.07e-24,100
BME_RS13550,AYT27_RS05075,60.729,247,95,1,1,247,2,246,8.37e-110,313
BME_RS13555,AYT27_RS05070,64.877,447,157,0,4,450,2,448,0.0,603
BME_RS13560,AYT27_RS05065,66.063,607,206,0,1,607,1,607,0.0,855
BME_RS13565,AYT27_RS05030,62.251,702,265,0,1,702,1,702,0.0,883
BME_RS13570,AYT27_RS04505,53.846,91,40,2,1,91,1,89,1.88e-30,100
BME_RS13575,AYT27_RS04500,65.240,1168,401,2,1,1168,1,1163,0.0,1615
BME_RS13590,AYT27_RS04495,56.291,604,254,1,8,611,8,601,0.0,731
BME_RS13595,AYT27_RS04490,48.756,201,103,0,1,201,1,201,2.97e-67,201
BME_RS13605,AYT27_RS04390,53.708,391,181,0,12,402,10,400,2.26e-155,442
BME_RS13610,AYT27_RS04385,76.132,243,58,0,19,261,28,270,4.27e-137,384
BME_RS13615,AYT27_RS03835,37.391,230,115,4,30,230,27,256,1.15e-36,128
BME_RS13625,AYT27_RS03280,28.000,225,154,4,3,221,9,231,8.89e-28,107
BME_RS13645,AYT27_RS04325,80.092,437,87,0,1,437,1,437,0.0,748
BME_RS13665,AYT27_RS03020,66.667,147,47,1,1,147,1,145,5.58e-68,199
BME_RS13675,AYT27_RS04700,88.000,25,3,0,1,25,1,25,1.22e-10,45.1
BME_RS13785,AYT27_RS06190,25.386,453,290,13,1,426,1,432,6.15e-29,115
BME_RS13790,AYT27_RS06190,25.655,534,325,24,5,496,12,515,2.60e-26,108
BME_RS13795,AYT27_RS01225,27.297,370,205,6,1,307,1,369,3.60e-38,134
BME_RS13800,AYT27_RS06180,35.135,222,142,1,155,376,90,309,6.06e-37,132
BME_RS13805,AYT27_RS01235,51.321,530,254,3,5,530,3,532,0.0,551
BME_RS13815,AYT27_RS05620,27.835,194,117,6,51,226,52,240,1.84e-13,67.4
BME_RS13825,AYT27_RS01990,57.998,819,279,14,40,816,41,836,0.0,886
BME_RS13830,AYT27_RS08325,46.332,259,123,4,5,247,2,260,4.40e-78,233
BME_RS13835,AYT27_RS08625,39.241,474,269,7,1,461,1,468,4.83e-109,327
BME_RS13840,AYT27_RS08630,31.250,432,259,8,6,430,5,405,1.21e-59,196
BME_RS13845,AYT27_RS02985,40.426,329,175,3,1,325,131,442,1.78e-76,238
BME_RS13850,AYT27_RS02980,29.755,326,217,6,71,393,28,344,1.40e-34,127
BME_RS13860,AYT27_RS00955,58.197,244,101,1,1,243,1,244,2.03e-102,301
BME_RS13865,AYT27_RS06150,29.268,164,91,5,69,225,62,207,3.20e-12,62.4
BME_RS13870,AYT27_RS00960,25.448,279,195,5,5,273,3,278,1.69e-16,73.6
BME_RS13875,AYT27_RS00965,21.724,290,210,8,24,310,18,293,8.24e-13,63.5
BME_RS13915,AYT27_RS07805,34.091,264,152,5,300,542,308,570,3.13e-28,114
BME_RS13920,AYT27_RS00240,28.021,389,263,8,178,560,174,551,1.44e-40,151
BME_RS13930,AYT27_RS08570,36.792,106,67,0,6,111,4,109,7.02e-22,80.5
BME_RS13935,AYT27_RS08575,55.914,93,41,0,1,93,1,93,3.63e-33,106
BME_RS13940,AYT27_RS08580,40.994,161,94,1,1,160,1,161,5.84e-40,129
BME_RS13945,AYT27_RS08585,61.328,512,196,2,18,529,19,528,0.0,584
BME_RS13950,AYT27_RS08590,66.667,111,37,0,1,111,1,111,4.36e-53,158
BME_RS13955,AYT27_RS08595,64.513,975,340,4,1,972,1,972,0.0,1239
BME_RS13995,AYT27_RS00540,25.708,424,272,13,1,416,1,389,1.55e-34,128
BME_RS14000,AYT27_RS03935,32.927,328,204,4,6,325,4,323,1.45e-58,187
BME_RS14065,AYT27_RS05965,41.921,229,125,5,6,234,14,234,1.47e-54,171
BME_RS14070,AYT27_RS05970,33.213,277,169,6,199,467,177,445,3.00e-39,143
BME_RS14075,AYT27_RS07975,43.243,333,173,2,12,344,12,328,1.05e-90,271
BME_RS14080,AYT27_RS07980,44.860,214,112,1,12,225,22,229,1.07e-41,153
BME_RS14100,AYT27_RS00955,39.352,216,123,4,3,213,4,216,2.49e-42,143
BME_RS14120,AYT27_RS05410,29.730,222,147,4,5,218,6,226,1.36e-29,108
BME_RS14165,AYT27_RS00375,41.463,164,93,1,1,161,1,164,2.56e-43,137
BME_RS14185,AYT27_RS08055,31.022,548,334,12,38,545,74,617,2.53e-66,223
BME_RS14190,AYT27_RS02775,25.000,256,175,4,1,252,2,244,8.60e-16,70.5
BME_RS14210,AYT27_RS05920,32.653,98,66,0,1,98,5,102,5.40e-09,52.0
BME_RS14240,AYT27_RS00910,23.194,263,160,11,2,234,6,256,2.94e-09,52.4
BME_RS14270,AYT27_RS00540,25.309,324,188,12,45,340,21,318,9.93e-14,68.2
BME_RS14320,AYT27_RS01315,32.292,288,136,11,1,240,3,279,9.29e-32,113
BME_RS14325,AYT27_RS05935,26.244,221,146,4,154,359,133,351,1.97e-12,63.2
BME_RS14390,AYT27_RS06215,21.767,464,324,14,77,511,81,534,1.06e-13,68.9
BME_RS14395,AYT27_RS06185,32.817,323,192,4,16,317,39,357,3.89e-54,176
BME_RS14400,AYT27_RS06180,34.397,282,183,1,5,286,29,308,1.26e-50,165
BME_RS14405,AYT27_RS02590,28.623,276,176,6,6,270,4,269,2.52e-18,79.3
BME_RS14410,AYT27_RS01235,51.029,243,114,1,26,268,24,261,8.64e-79,246
BME_RS14415,AYT27_RS01235,46.639,238,125,2,23,259,298,534,1.87e-70,224
BME_RS14420,AYT27_RS06150,25.231,325,213,8,4,315,5,312,4.90e-23,93.2
BME_RS14430,AYT27_RS03835,29.293,297,163,10,36,318,26,289,1.32e-16,75.9
BME_RS14435,AYT27_RS04260,22.563,359,239,7,1,346,3,335,3.02e-11,60.1
BME_RS14440,AYT27_RS01985,31.739,460,298,7,22,472,22,474,6.45e-70,226
BME_RS14450,AYT27_RS00015,32.937,252,150,6,11,251,18,261,6.05e-29,107
BME_RS14455,AYT27_RS02775,32.669,251,150,7,20,264,7,244,2.41e-32,115
BME_RS14460,AYT27_RS04240,41.631,233,136,0,1,233,3,235,6.50e-72,215
BME_RS14465,AYT27_RS04245,37.209,258,139,5,660,899,1,253,8.92e-45,158
BME_RS14475,AYT27_RS04260,23.410,393,270,12,1,387,1,368,2.58e-13,66.2
BME_RS14480,AYT27_RS03835,29.321,324,191,5,33,328,27,340,1.18e-27,106
BME_RS14530,AYT27_RS00945,71.047,487,136,3,3,487,2,485,0.0,707
BME_RS14545,AYT27_RS00940,67.143,70,23,0,1,70,1,70,2.51e-24,100
BME_RS14555,AYT27_RS07280,29.518,166,112,3,36,200,23,184,1.18e-12,60.1
BME_RS14570,AYT27_RS05920,32.258,124,76,3,6,125,9,128,1.13e-09,53.9
BME_RS14580,AYT27_RS00935,83.636,495,79,1,1,493,1,495,0.0,825
BME_RS14595,AYT27_RS07655,26.873,387,239,11,8,373,6,369,9.23e-21,90.1
BME_RS14615,AYT27_RS02320,30.833,240,159,4,272,507,712,948,2.99e-32,127
BME_RS14655,AYT27_RS00675,24.855,346,236,8,60,405,53,374,7.22e-14,68.2
BME_RS14660,AYT27_RS00680,26.765,340,231,5,5,342,22,345,2.32e-25,108
BME_RS14690,AYT27_RS00955,44.291,289,140,3,7,291,5,276,1.41e-76,235
BME_RS14705,AYT27_RS04605,96.000,25,1,0,1,25,1,25,1.81e-12,49.3
BME_RS14720,AYT27_RS08695,25.940,266,160,11,3,248,5,253,3.45e-09,52.0
BME_RS14730,AYT27_RS01005,77.389,314,71,0,16,329,11,324,0.0,519
BME_RS14735,AYT27_RS01000,78.329,706,153,0,33,738,11,716,0.0,1178
BME_RS14740,AYT27_RS00995,54.198,131,59,1,1,131,1,130,1.68e-45,140
BME_RS14745,AYT27_RS00990,68.493,73,23,0,1,73,1,73,5.21e-37,114
BME_RS14750,AYT27_RS01090,57.692,286,121,0,1,286,62,347,1.02e-104,318
BME_RS14760,AYT27_RS06150,25.185,270,161,8,2,269,4,234,1.97e-10,56.6
BME_RS14770,AYT27_RS00955,43.200,125,70,1,1,124,1,125,4.57e-31,115
BME_RS14775,AYT27_RS00960,27.820,266,157,8,22,263,24,278,4.91e-17,74.7
BME_RS14825,AYT27_RS01030,31.298,131,76,4,117,246,160,277,5.62e-11,57.4
BME_RS14860,AYT27_RS00955,38.860,193,115,1,37,226,19,211,1.50e-39,137
BME_RS14910,AYT27_RS00430,33.488,215,129,7,31,234,11,222,1.35e-27,105
BME_RS14935,AYT27_RS00240,27.723,202,121,7,401,581,362,559,1.22e-10,59.7
BME_RS14955,AYT27_RS02775,29.167,216,152,1,5,220,4,218,1.62e-19,80.5
BME_RS14965,AYT27_RS04245,29.482,251,160,5,15,249,5,254,3.58e-32,115
BME_RS15010,AYT27_RS04420,35.052,97,63,0,4,100,31,127,4.56e-20,75.1
BME_RS15080,AYT27_RS02590,25.974,231,160,6,5,232,1,223,1.14e-09,53.9
BME_RS15100,AYT27_RS02320,33.526,173,112,3,215,385,520,691,6.54e-23,96.7
BME_RS15125,AYT27_RS02440,40.278,216,129,0,1,216,1,216,1.20e-51,162
BME_RS15130,AYT27_RS02500,26.695,236,155,9,206,426,524,756,4.44e-13,66.6
BME_RS15160,AYT27_RS04380,26.994,163,115,4,20,179,21,182,1.95e-11,58.9
BME_RS15175,AYT27_RS05620,24.399,291,174,8,83,349,80,348,7.69e-10,55.8
BME_RS15180,AYT27_RS01400,63.884,623,214,2,1,623,1,612,0.0,832
BME_RS15185,AYT27_RS01395,47.761,67,35,0,6,72,3,69,5.45e-20,72.0
BME_RS15190,AYT27_RS01390,49.853,341,168,2,1,341,1,338,1.53e-116,337
BME_RS15195,AYT27_RS01385,48.526,441,224,2,1,440,1,439,1.06e-145,419
BME_RS15205,AYT27_RS01375,59.740,77,31,0,1,77,1,77,4.35e-31,100
BME_RS15210,AYT27_RS01370,49.206,252,128,0,12,263,10,261,4.41e-84,249
BME_RS15215,AYT27_RS01365,64.073,437,157,0,11,447,7,443,0.0,561
BME_RS15220,AYT27_RS05525,25.673,557,361,14,28,537,27,577,2.91e-36,139
BME_RS15230,AYT27_RS02325,25.193,389,283,5,69,454,25,408,3.08e-29,114
BME_RS15235,AYT27_RS02325,23.628,419,288,11,54,465,2,395,1.17e-24,102
BME_RS15240,AYT27_RS01345,56.452,186,81,0,1,186,1,186,1.02e-71,211
BME_RS15245,AYT27_RS01340,64.928,345,103,4,69,396,3,346,3.61e-155,449
BME_RS15250,AYT27_RS01335,65.972,144,49,0,14,157,4,147,7.51e-67,196
BME_RS15260,AYT27_RS01330,34.615,208,107,8,7,210,6,188,7.39e-24,90.5
BME_RS15265,AYT27_RS01325,73.499,966,254,1,7,972,8,971,0.0,1506
BME_RS15270,AYT27_RS06740,53.659,328,149,1,4,328,2,329,1.34e-119,344
BME_RS15275,AYT27_RS06745,55.072,276,123,1,6,281,6,280,2.60e-113,324
BME_RS15280,AYT27_RS06910,83.673,98,16,0,1,98,1,98,4.94e-57,167
BME_RS15285,AYT27_RS06905,88.826,528,59,0,1,528,1,528,0.0,930
BME_RS15295,AYT27_RS06915,70.842,463,134,1,1,463,1,462,0.0,654
BME_RS15325,AYT27_RS06955,70.505,495,146,0,1,495,1,495,0.0,695
BME_RS15330,AYT27_RS00110,24.623,199,147,3,6,202,10,207,5.41e-13,61.2
BME_RS15335,AYT27_RS06205,63.542,192,70,0,10,201,17,208,1.72e-90,261
BME_RS15340,AYT27_RS06030,40.343,233,110,4,15,243,9,216,3.95e-51,163
BME_RS15355,AYT27_RS02210,32.174,115,70,1,5,119,110,216,3.59e-09,53.5
BME_RS15365,AYT27_RS02210,28.000,475,314,13,17,471,3,469,1.34e-38,142
BME_RS15370,AYT27_RS05920,22.300,287,212,3,8,287,10,292,5.92e-20,84.0
BME_RS15390,AYT27_RS01220,35.780,109,69,1,14,121,56,164,6.86e-20,76.6
BME_RS15430,AYT27_RS05920,32.520,123,83,0,4,126,6,128,1.79e-11,59.3
BME_RS15570,AYT27_RS07990,31.307,329,202,7,22,331,119,442,1.72e-35,132
BME_RS15635,AYT27_RS06430,58.434,332,138,0,67,398,15,346,8.28e-125,361
BME_RS15640,AYT27_RS06435,62.008,508,189,1,14,517,9,516,0.0,643
BME_RS15660,AYT27_RS00955,40.625,288,154,4,1,285,1,274,3.06e-74,229
BME_RS15670,AYT27_RS06150,24.215,223,149,6,37,253,27,235,1.66e-09,53.9
BME_RS15675,AYT27_RS06150,25.547,274,168,8,3,271,5,247,7.04e-12,60.8
BME_RS15710,AYT27_RS06445,81.432,377,70,0,1,377,1,377,0.0,647
BME_RS15715,AYT27_RS04230,34.184,196,119,3,10,197,55,248,3.74e-12,63.2
BME_RS15720,AYT27_RS05920,24.497,298,207,6,6,292,9,299,7.42e-25,97.4
BME_RS15765,AYT27_RS05775,56.818,44,19,0,99,142,87,130,2.22e-10,50.8
BME_RS15775,AYT27_RS03360,66.904,281,93,0,1,281,1,281,7.26e-127,375
BME_RS15895,AYT27_RS04260,28.111,217,141,6,9,216,160,370,5.88e-15,68.6
BME_RS15920,AYT27_RS07340,80.488,41,8,0,1,41,1,41,6.24e-20,69.3
BME_RS15950,AYT27_RS06040,28.767,146,83,6,1,135,1,136,7.83e-11,55.1
BME_RS16000,AYT27_RS06215,25.519,337,223,9,3,327,14,334,6.61e-22,92.0
BME_RS16055,AYT27_RS00100,48.837,86,44,0,13,98,81,166,1.86e-23,84.3
BME_RS16100,AYT27_RS05630,75.610,41,9,1,53,93,51,90,1.09e-12,56.2
BME_RS16115,AYT27_RS01435,34.123,211,134,4,4,213,3,209,1.21e-37,127
BME_RS16145,AYT27_RS04950,41.420,169,97,2,5,172,9,176,4.35e-42,136
BME_RS16765,AYT27_RS00060,68.217,129,41,0,74,202,11,139,5.01e-62,192
BME_RS16770,AYT27_RS00060,73.006,163,40,1,1,163,152,310,8.32e-87,253
BME_RS16775,AYT27_RS00510,79.189,370,77,0,18,387,18,387,0.0,598
BME_RS16810,AYT27_RS00770,32.520,369,212,12,224,572,449,800,2.32e-32,131
BME_RS16835,AYT27_RS01195,75.000,32,8,0,1,32,1,32,8.82e-10,43.1
BME_RS16850,AYT27_RS08055,25.610,246,163,7,88,320,64,302,7.98e-17,76.6
BME_RS16855,AYT27_RS08055,23.148,324,235,8,10,324,321,639,2.90e-23,96.3
BME_RS16860,AYT27_RS04380,31.210,157,90,5,19,172,22,163,3.07e-13,64.3
BME_RS16955,AYT27_RS04260,26.536,407,253,20,1,391,1,377,4.39e-12,62.8
BME_RS16970,AYT27_RS04245,50.000,62,31,0,4,65,5,66,2.55e-17,70.1
BME_RS16980,AYT27_RS01985,34.707,461,289,9,14,466,17,473,1.83e-82,258
BME_RS17055,AYT27_RS04245,27.586,232,150,3,384,602,15,241,1.19e-26,105
