S_meliloti|Q.,C_crescentus|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
SM_b20821,CC_1651,33.566,143,87,2,100,242,107,241,4.62e-19,80.9
SM_b20829,CC_2610,30.404,421,231,13,152,518,28,440,2.61e-25,107
SM_b20830,CC_2263,53.185,314,139,4,23,336,12,317,3.91e-106,310
SM_b20832,CC_0634,29.843,191,130,2,21,207,50,240,1.77e-25,97.1
SM_b20838,CC_2610,50.000,66,33,0,193,258,2,67,9.32e-10,56.6
SM_b20846,CC_2618,61.235,761,291,3,16,776,17,773,0.0,906
SM_b20847,CC_1117,35.395,291,175,6,8,289,34,320,3.50e-47,158
SM_b20848,CC_2607,42.787,409,209,5,2,405,3,391,1.19e-103,310
SM_b20849,CC_2616,50.248,404,198,2,25,428,22,422,1.65e-141,408
SM_b20850,CC_1151,47.312,372,192,3,9,378,8,377,2.43e-109,322
SM_b20852,CC_1223,25.702,463,314,13,4,449,6,455,3.46e-19,87.0
SM_b20853,CC_2837,28.962,366,212,13,1,339,1,345,5.95e-29,111
SM_b20854,CC_0861,40.719,334,191,3,1,330,1,331,5.93e-51,169
SM_b20855,CC_0860,43.725,510,265,8,5,498,3,506,9.03e-130,384
SM_b20856,CC_0859,30.189,265,165,6,25,281,36,288,1.09e-25,101
SM_b20858,CC_1151,49.689,161,77,1,1,161,221,377,3.95e-38,130
SM_b20859,CC_2527,29.703,101,70,1,215,314,61,161,3.19e-09,53.9
SM_b20860,CC_1229,40.000,95,55,1,8,100,20,114,1.17e-16,75.5
SM_b20868,CC_0759,38.057,247,142,5,982,1222,249,490,1.58e-40,154
SM_b20869,CC_0758,42.857,196,103,4,25,217,6,195,8.42e-42,138
SM_b20870,CC_2517,32.192,292,182,6,5,288,1,284,8.62e-32,117
SM_b20871,CC_1808,36.111,252,145,5,3,246,4,247,9.16e-36,124
SM_b20872,CC_2620,45.614,114,60,1,16,129,4,115,2.05e-33,110
SM_b20874,CC_2606,45.806,155,82,1,3,157,32,184,1.71e-41,134
SM_b20875,CC_2605,60.526,304,117,2,5,308,2,302,4.23e-140,395
SM_b20878,CC_0748,41.364,220,125,3,17,233,21,239,2.34e-47,162
SM_b20880,CC_0835,52.747,364,169,3,1,363,1,362,6.41e-132,388
SM_b20882,CC_2390,41.667,60,35,0,68,127,978,1037,9.50e-10,52.8
SM_b20886,CC_1602,52.878,469,220,1,1,469,64,531,1.10e-175,501
SM_b20887,CC_1601,30.159,315,208,6,1,312,2,307,3.45e-33,121
SM_b20888,CC_1600,31.206,282,174,4,3,264,3,284,2.50e-37,131
SM_b20890,CC_0819,42.932,573,313,4,8,567,10,581,8.80e-152,446
SM_b20891,CC_0822,54.237,472,214,2,5,475,6,476,2.51e-174,495
SM_b20892,CC_1419,59.164,311,124,1,24,331,26,336,1.88e-135,385
SM_b20893,CC_0861,44.444,153,83,2,250,401,179,330,3.67e-24,99.0
SM_b20894,CC_0860,38.669,481,274,9,31,503,34,501,1.93e-101,311
SM_b20896,CC_3045,29.333,150,97,3,1,145,1,146,6.66e-09,52.8
SM_b20899,CC_1296,48.322,298,150,4,7,303,6,300,3.67e-89,267
SM_b20900,CC_0091,36.581,544,307,9,1,521,76,604,1.87e-92,300
SM_b20902,CC_0859,29.213,267,158,9,62,320,74,317,1.53e-13,67.4
SM_b20903,CC_0861,39.552,134,76,2,72,205,46,174,1.52e-17,80.1
SM_b20904,CC_0860,37.295,244,136,5,8,243,3,237,3.10e-42,147
SM_b20905,CC_2729,25.965,285,180,9,26,296,28,295,7.69e-13,65.5
SM_b20912,CC_3610,36.076,158,89,5,6,157,195,346,1.27e-11,62.4
SM_b20915,CC_1172,28.514,498,250,17,42,483,19,466,1.07e-35,137
SM_b20919,CC_2742,25.296,253,174,5,25,276,37,275,4.87e-17,76.3
SM_b20924,CC_1422,29.167,504,312,12,1,482,24,504,1.32e-59,202
SM_b20928,CC_3435,27.106,273,150,12,78,333,64,304,1.57e-11,62.4
SM_b20929,CC_0861,37.241,290,169,4,42,324,42,325,1.93e-33,123
SM_b20930,CC_0860,34.711,242,153,2,1,241,1,238,1.41e-38,137
SM_b20932,CC_0380,27.719,285,144,11,221,459,29,297,2.75e-21,90.9
SM_b20933,CC_0836,40.650,369,197,10,541,897,390,748,1.39e-58,211
SM_b20934,CC_0630,40.566,106,59,3,8,111,5,108,4.92e-17,70.1
SM_b20937,CC_1193,31.638,177,95,7,382,541,2,169,7.41e-08,50.8
SM_b20938,CC_3159,27.891,147,91,4,11,145,5,148,5.84e-08,48.5
SM_b20939,CC_3158,35.514,107,68,1,2,108,4,109,5.89e-15,63.2
SM_b20940,CC_3160,30.263,228,126,10,4,206,10,229,1.37e-15,70.5
SM_b20941,CC_3420,48.110,582,295,3,8,587,248,824,6.89e-179,525
SM_b20942,CC_2383,65.094,318,111,0,4,321,2,319,7.45e-155,434
SM_b20944,CC_0499,26.781,351,227,11,64,403,100,431,1.24e-18,84.3
SM_b20945,CC_0169,37.879,132,69,4,33,163,29,148,4.26e-18,79.0
SM_b20946,CC_1486,37.688,199,104,4,29,224,2,183,9.64e-35,119
SM_b20958,CC_2277,34.783,230,143,6,8,232,4,231,3.68e-29,110
SM_b20959,CC_3632,29.808,104,72,1,10,113,12,114,9.17e-08,50.1
SM_b20960,CC_3637,58.633,278,114,1,4,280,1,278,9.93e-118,337
SM_b20961,CC_0164,29.837,734,469,12,28,753,21,716,4.51e-83,277
SM_b20962,CC_3223,44.490,245,132,3,16,259,20,261,4.00e-54,173
SM_b20964,CC_2918,30.380,158,96,4,31,187,33,177,1.02e-17,74.7
SM_b20965,CC_0869,29.688,320,205,8,2,307,1,314,4.94e-33,122
SM_b20967,CC_1753,28.947,304,209,4,2,301,4,304,2.87e-26,104
SM_b20969,CC_3135,24.706,170,115,3,49,205,83,252,8.94e-08,48.9
SM_b20972,CC_3134,39.640,333,184,4,4,323,15,343,2.83e-74,233
SM_b20973,CC_2243,28.199,422,239,18,596,999,18,393,8.51e-29,117
SM_b20974,CC_2979,34.899,149,85,4,82,222,1,145,4.89e-15,66.6
SM_b20975,CC_1440,32.420,219,133,3,331,543,4,213,8.80e-22,90.9
SM_b20976,CC_1441,25.339,221,160,4,28,247,41,257,1.45e-17,76.6
SM_b20977,CC_1137,28.152,341,240,3,2,342,4,339,1.40e-33,124
SM_b20979,CC_1448,35.024,414,263,4,18,429,15,424,2.15e-65,213
SM_b20981,CC_1446,24.265,272,202,4,38,307,40,309,5.41e-19,83.2
SM_b20984,CC_0615,62.500,816,299,7,1,811,1,814,0.0,1050
SM_b20985,CC_0616,54.902,102,44,1,5,104,6,107,1.91e-37,119
SM_b20986,CC_0617,50.907,882,409,15,5,876,11,878,0.0,805
SM_b20987,CC_1118,43.333,120,55,2,223,332,24,140,7.81e-18,80.1
SM_b20989,CC_3375,42.938,177,100,1,24,199,6,182,6.55e-45,150
SM_b20994,CC_2625,43.704,135,74,1,27,161,1,133,1.97e-34,115
SM_b20995,CC_1654,56.838,468,176,3,1,468,1,442,0.0,531
SM_b20996,CC_1652,25.714,210,153,2,11,218,7,215,7.24e-15,68.2
SM_b20997,CC_0706,44.444,180,93,3,14,192,14,187,1.73e-42,138
SM_b21002,CC_2677,32.927,246,164,1,1,246,18,262,2.63e-42,142
SM_b21003,CC_1957,26.349,315,184,13,18,309,25,314,1.92e-11,61.2
SM_b21008,CC_1280,33.333,102,64,2,4,102,1,101,3.51e-10,50.1
SM_b21009,CC_1223,53.170,489,227,2,5,492,6,493,1.56e-172,492
SM_b21010,CC_3384,60.156,256,102,0,3,258,10,265,1.33e-109,314
SM_b21011,CC_2619,50.620,484,223,5,8,488,2,472,1.32e-147,428
SM_b21017,CC_0861,32.993,294,186,4,22,310,38,325,1.93e-27,107
SM_b21018,CC_0861,32.268,313,205,4,2,308,17,328,7.19e-22,91.7
SM_b21019,CC_0860,37.708,480,272,8,18,477,6,478,4.63e-92,287
SM_b21022,CC_1223,25.847,472,302,18,1,451,1,445,7.62e-16,76.6
SM_b21035,CC_3497,40.000,70,42,0,3,72,70,139,3.46e-13,57.0
SM_b21040,CC_0860,28.324,519,293,20,30,526,19,480,3.36e-33,129
SM_b21041,CC_1625,34.750,400,183,10,4,397,28,355,2.13e-55,184
SM_b21044,CC_3610,25.392,319,189,11,60,354,213,506,3.80e-10,59.3
SM_b21051,CC_2379,29.907,428,270,13,24,435,3,416,2.57e-36,135
SM_b21052,CC_1146,35.127,316,189,9,1,308,1,308,5.80e-44,150
SM_b21053,CC_0756,26.087,230,128,4,187,411,221,413,8.11e-14,69.7
SM_b21055,CC_1004,36.449,107,59,4,65,167,243,344,2.55e-10,55.5
SM_b21060,CC_0092,29.032,279,157,11,3,253,4,269,9.15e-12,62.0
SM_b21070,CC_0164,29.630,351,235,5,276,615,364,713,7.71e-27,112
SM_b21071,CC_2384,40.104,192,92,5,22,205,1,177,4.36e-36,122
SM_b21073,CC_0169,40.299,134,67,3,31,163,27,148,3.70e-23,93.2
SM_b21078,CC_0756,28.788,198,124,7,209,398,227,415,6.28e-10,57.4
SM_b21079,CC_0752,30.120,166,106,4,48,211,38,195,7.49e-09,51.2
SM_b21081,CC_2264,59.406,505,195,4,12,515,3,498,0.0,600
SM_b21082,CC_3618,36.932,352,216,4,5,353,4,352,2.87e-49,176
SM_b21089,CC_3562,35.974,303,178,7,8,305,39,330,1.63e-44,155
SM_b21092,CC_0402,35.577,104,67,0,55,158,55,158,2.09e-14,63.9
SM_b21093,CC_1117,30.508,295,194,5,5,291,29,320,4.40e-32,118
SM_b21094,CC_2211,43.953,430,240,1,32,460,13,442,1.04e-114,342
SM_b21095,CC_1440,37.387,222,124,3,64,284,12,219,5.71e-42,141
SM_b21096,CC_1439,51.429,245,109,2,7,251,4,238,5.15e-80,238
SM_b21097,CC_1441,28.395,243,157,9,22,262,27,254,3.89e-18,79.0
SM_b21100,CC_2605,27.365,296,168,10,17,282,15,293,6.05e-19,82.0
SM_b21105,CC_3135,22.680,194,135,4,53,239,82,267,8.62e-09,52.4
SM_b21106,CC_3134,50.206,243,119,1,4,246,15,255,8.89e-81,249
SM_b21107,CC_0532,26.722,363,214,9,35,352,21,376,5.71e-27,107
SM_b21110,CC_0704,36.220,127,73,3,22,147,31,150,6.99e-14,62.0
SM_b21111,CC_3384,33.591,259,148,8,5,242,7,262,4.76e-32,115
SM_b21112,CC_3567,30.542,203,128,4,72,271,27,219,3.90e-20,83.6
SM_b21114,CC_0613,41.194,335,174,6,94,426,1,314,3.68e-68,217
SM_b21115,CC_0612,52.083,144,67,1,17,160,94,235,1.10e-44,144
SM_b21117,CC_3164,44.118,136,75,1,4,138,21,156,2.40e-34,115
SM_b21121,CC_2172,71.429,378,106,1,6,383,1,376,0.0,543
SM_b21122,CC_2170,67.477,535,169,1,1,535,1,530,0.0,749
SM_b21124,CC_2168,52.853,666,287,5,1,656,1,649,0.0,606
SM_b21125,CC_0467,37.500,264,164,1,9,271,5,268,1.59e-53,173
SM_b21126,CC_2169,39.759,249,148,2,13,259,12,260,1.39e-47,156
SM_b21129,CC_3389,38.626,422,244,8,26,435,38,456,1.90e-85,266
SM_b21130,CC_1598,58.865,282,114,1,1,282,21,300,1.66e-111,327
SM_b21131,CC_1597,64.085,284,101,1,10,293,3,285,4.10e-117,335
SM_b21132,CC_1596,63.941,269,97,0,14,282,49,317,1.17e-113,327
SM_b21133,CC_0286,63.430,309,110,3,32,339,42,348,7.73e-143,405
SM_b21134,CC_3106,31.694,366,185,14,24,336,1,354,2.77e-26,104
SM_b21135,CC_1441,24.691,243,172,6,27,269,29,260,9.78e-14,66.2
SM_b21136,CC_1440,34.928,209,136,0,20,228,10,218,2.47e-35,122
SM_b21137,CC_1440,29.851,201,141,0,16,216,15,215,1.11e-26,99.4
SM_b21138,CC_1439,47.581,248,120,2,5,252,4,241,2.51e-72,218
SM_b21139,CC_2796,33.036,112,72,2,19,127,17,128,6.56e-14,60.8
SM_b21140,CC_1811,22.083,240,184,2,33,270,11,249,7.65e-08,49.3
SM_b21143,CC_1731,31.291,457,295,8,17,461,1,450,1.15e-63,210
SM_b21146,CC_3134,43.460,237,130,2,1,237,14,246,2.62e-56,184
SM_b21147,CC_2635,26.842,190,129,3,55,237,57,243,6.20e-09,52.0
SM_b21152,CC_3134,46.352,233,125,0,4,236,15,247,2.46e-72,227
SM_b21153,CC_1609,33.010,103,66,2,61,160,58,160,2.58e-09,50.4
SM_b21157,CC_2796,30.275,109,73,2,19,124,17,125,4.92e-11,53.5
SM_b21159,CC_1816,35.628,247,144,8,5,242,9,249,2.52e-28,109
SM_b21160,CC_0447,34.305,446,279,7,190,634,76,508,7.40e-73,246
SM_b21163,CC_0957,78.040,551,121,0,5,555,4,554,0.0,889
SM_b21164,CC_0958,47.744,266,117,6,4,257,5,260,5.19e-76,229
SM_b21165,CC_0959,61.952,502,188,3,3,503,4,503,0.0,595
SM_b21166,CC_0960,64.232,397,140,1,70,466,6,400,2.18e-163,464
SM_b21170,CC_1681,30.189,159,100,6,9,160,10,164,2.56e-09,51.6
SM_b21174,CC_0363,41.753,194,111,2,308,501,87,278,1.40e-33,125
SM_b21175,CC_0363,34.434,212,136,2,100,311,70,278,1.29e-32,119
SM_b21176,CC_0362,26.291,213,134,7,59,265,66,261,3.69e-12,62.8
SM_b21177,CC_0361,43.145,248,137,3,1,244,6,253,7.86e-65,201
SM_b21180,CC_3510,34.437,151,87,5,12,157,6,149,3.53e-15,71.6
SM_b21181,CC_2172,32.891,377,244,3,19,390,5,377,1.62e-55,184
SM_b21182,CC_3562,39.798,397,214,7,4,390,39,420,1.24e-89,274
SM_b21185,CC_3140,55.799,457,202,0,35,491,24,480,0.0,541
SM_b21186,CC_0584,36.520,408,205,14,26,420,17,383,2.30e-62,203
SM_b21190,CC_2277,33.333,117,77,1,35,151,5,120,9.59e-11,58.9
SM_b21191,CC_3274,40.221,271,157,4,311,578,328,596,4.89e-51,182
SM_b21192,CC_3250,65.607,346,119,0,1,346,1,346,1.12e-171,479
SM_b21199,CC_2669,36.071,280,154,7,27,291,18,287,1.63e-35,132
SM_b21200,CC_3315,35.146,478,265,6,6,439,5,481,1.65e-84,265
SM_b21201,CC_0759,33.591,259,157,7,353,599,243,498,1.35e-32,128
SM_b21206,CC_3299,38.835,206,122,2,339,543,9,211,6.60e-45,158
SM_b21209,CC_0723,25.652,230,139,10,246,446,224,450,2.51e-10,59.3
SM_b21210,CC_2766,43.182,220,121,1,1,220,1,216,3.85e-44,144
SM_b21213,CC_0168,34.934,229,116,6,5,202,28,254,9.01e-28,103
SM_b21216,CC_3134,47.845,232,121,0,4,235,15,246,1.75e-74,232
SM_b21220,CC_3135,27.953,254,156,10,28,276,65,296,3.28e-08,50.8
SM_b21222,CC_1792,30.971,381,240,7,18,393,21,383,1.70e-26,106
SM_b21223,CC_1483,67.340,297,97,0,3,299,15,311,9.00e-154,429
SM_b21224,CC_1482,59.905,631,245,2,1,627,1,627,0.0,771
SM_b21225,CC_3469,45.059,253,126,5,8,257,18,260,3.96e-53,171
SM_b21228,CC_1146,25.413,303,193,13,2,285,5,293,1.17e-14,70.1
SM_b21229,CC_2610,31.405,363,194,5,1,308,1,363,6.96e-23,97.4
SM_b21230,CC_3173,30.645,186,120,6,166,346,149,330,1.82e-13,67.4
SM_b21231,CC_3173,26.122,245,145,7,144,380,126,342,2.50e-11,61.2
SM_b21232,CC_3210,42.328,567,297,14,91,648,59,604,1.31e-115,358
SM_b21233,CC_2742,25.296,253,174,5,25,276,37,275,4.87e-17,76.3
SM_b21235,CC_0279,27.240,279,197,3,1,277,1,275,3.35e-26,102
SM_b21239,CC_3152,34.293,417,232,11,8,403,48,443,5.47e-55,185
SM_b21240,CC_0164,21.875,480,282,10,206,608,257,720,4.94e-19,88.2
SM_b21242,CC_3173,36.782,87,55,0,275,361,260,346,1.05e-09,56.2
SM_b21244,CC_1166,33.121,314,186,7,5,308,13,312,1.71e-37,138
SM_b21245,CC_0169,35.172,145,81,3,38,178,32,167,4.41e-19,81.6
SM_b21246,CC_2425,35.407,209,118,5,13,206,306,512,4.98e-25,99.4
SM_b21248,CC_1012,39.661,295,157,7,29,319,35,312,6.28e-55,182
SM_b21250,CC_3173,40.722,194,109,5,214,402,148,340,1.16e-28,112
SM_b21252,CC_3345,29.268,123,82,1,213,335,205,322,2.52e-10,58.2
SM_b21256,CC_2379,32.084,427,266,14,51,464,2,417,4.21e-42,152
SM_b21260,CC_2669,37.021,235,129,6,308,542,1,216,3.57e-39,144
SM_b21265,CC_3173,34.197,193,118,3,223,414,165,349,4.72e-21,90.5
SM_b21269,CC_3274,29.944,177,113,6,520,695,441,607,7.49e-08,52.4
SM_b21272,CC_1627,31.594,345,203,7,11,338,7,335,2.12e-40,142
SM_b21274,CC_3136,31.599,269,163,3,38,285,26,294,3.49e-32,118
SM_b21275,CC_3135,27.542,236,159,4,17,243,61,293,6.39e-24,95.1
SM_b21277,CC_1928,29.710,276,182,9,1,267,1,273,2.10e-19,84.0
SM_b21279,CC_2456,34.465,383,225,8,14,375,20,397,1.81e-54,182
SM_b21281,CC_0186,50.114,437,211,2,28,457,1,437,8.44e-124,364
SM_b21284,CC_2605,59.333,300,120,2,1,299,1,299,2.69e-133,384
SM_b21285,CC_2620,45.614,114,59,2,11,123,4,115,3.17e-30,102
SM_b21286,CC_2619,50.951,473,221,4,9,478,2,466,2.47e-142,414
SM_b21287,CC_2618,61.924,759,287,2,14,772,17,773,0.0,927
SM_b21288,CC_2617,41.139,158,87,2,108,265,169,320,1.67e-26,103
SM_b21289,CC_2972,45.977,87,47,0,54,140,64,150,1.38e-18,75.5
SM_b21290,CC_3759,37.500,336,185,8,1,326,1,321,1.25e-48,162
SM_b21291,CC_2517,31.864,295,190,5,1,293,1,286,6.70e-44,149
SM_b21292,CC_2607,41.542,402,220,3,2,403,3,389,1.39e-107,320
SM_b21293,CC_2616,47.518,423,220,2,4,426,2,422,4.27e-139,402
SM_b21295,CC_2258,52.830,159,67,3,36,193,1,152,5.82e-52,161
SM_b21297,CC_3570,41.810,696,362,15,32,713,22,688,9.76e-132,402
SM_b21298,CC_3571,31.973,1617,999,34,264,1815,106,1686,0.0,694
SM_b21301,CC_3141,41.151,469,259,6,37,488,22,490,1.22e-104,328
SM_b21308,CC_3173,26.190,210,140,5,193,400,126,322,8.86e-08,50.4
SM_b21311,CC_3173,32.683,205,130,5,191,394,126,323,1.18e-13,68.6
SM_b21312,CC_1901,38.889,234,136,7,44,276,54,281,2.10e-43,146
SM_b21313,CC_0465,27.749,191,110,7,534,705,84,265,1.50e-12,65.9
SM_b21314,CC_2610,38.194,144,54,1,31,139,3,146,2.75e-15,70.9
SM_b21315,CC_1009,29.976,417,290,1,59,473,20,436,4.04e-67,218
SM_b21316,CC_1008,37.662,539,328,3,42,577,23,556,2.06e-119,362
SM_b21320,CC_3173,26.339,224,144,8,618,835,104,312,8.13e-09,55.1
SM_b21324,CC_1141,66.197,284,95,1,1,284,1,283,1.49e-137,387
SM_b21325,CC_3633,53.371,178,83,0,2,179,1,178,3.28e-63,190
SM_b21326,CC_3629,60.458,349,135,3,1,349,6,351,5.96e-156,439
SM_b21327,CC_1140,43.793,290,159,4,3,291,7,293,4.47e-58,185
SM_b21336,CC_2527,35.354,99,63,1,210,307,61,159,1.28e-10,58.2
SM_b21337,CC_0022,43.210,162,73,2,57,218,3,145,2.31e-37,125
SM_b21340,CC_2618,27.815,302,203,5,2,294,411,706,2.57e-20,89.4
SM_b21342,CC_0861,37.377,305,173,5,32,329,38,331,5.78e-31,116
SM_b21343,CC_0861,35.965,228,139,4,50,276,51,272,6.15e-26,102
SM_b21344,CC_0860,47.904,501,248,5,2,493,3,499,8.06e-133,392
SM_b21345,CC_0859,28.723,282,179,6,49,317,48,320,7.20e-30,113
SM_b21346,CC_1489,32.853,347,206,12,1,337,27,356,2.68e-41,145
SM_b21348,CC_1492,58.964,251,100,1,7,254,5,255,9.03e-95,276
SM_b21349,CC_1491,49.275,276,132,5,12,282,7,279,1.50e-88,262
SM_b21350,CC_0986,37.500,232,122,8,1,224,1,217,1.31e-26,100
SM_b21351,CC_1448,56.127,408,179,0,15,422,15,422,8.36e-152,434
SM_b21352,CC_1447,40.288,139,83,0,9,147,1,139,5.27e-32,108
SM_b21353,CC_1446,44.966,298,163,1,28,324,29,326,8.84e-96,284
SM_b21354,CC_1490,58.009,462,193,1,8,469,10,470,0.0,540
SM_b21355,CC_1225,26.648,349,223,10,2,335,32,362,7.25e-23,94.7
SM_b21356,CC_1840,26.599,297,198,5,13,299,15,301,3.33e-19,83.6
SM_b21359,CC_1474,39.216,102,62,0,1,102,4,105,1.32e-12,60.5
SM_b21363,CC_1840,28.746,327,202,9,35,348,3,311,7.03e-25,100
SM_b21364,CC_0777,53.922,408,182,4,39,443,35,439,1.57e-150,435
SM_b21368,CC_3407,26.872,227,139,6,25,226,44,268,3.81e-17,77.4
SM_b21370,CC_3406,37.226,548,305,10,29,555,23,552,9.25e-102,323
SM_b21372,CC_1137,26.149,348,225,12,15,351,15,341,5.86e-24,97.8
SM_b21374,CC_1298,28.477,302,191,5,33,312,38,336,2.69e-23,97.1
SM_b21375,CC_0861,40.816,294,169,2,31,319,38,331,6.99e-51,168
SM_b21376,CC_0860,41.800,500,284,4,8,500,2,501,4.48e-123,367
SM_b21377,CC_0859,32.389,247,155,8,37,274,49,292,2.99e-27,105
SM_b21378,CC_3092,34.426,122,67,5,28,138,1,120,1.35e-14,63.5
SM_b21380,CC_2408,33.945,109,54,3,75,165,71,179,2.43e-11,57.8
SM_b21383,CC_1675,36.626,243,146,5,57,296,7,244,1.93e-28,106
SM_b21384,CC_1816,31.980,197,123,5,2,191,4,196,4.04e-17,77.0
SM_b21385,CC_2960,33.945,109,71,1,185,293,204,311,5.95e-09,53.1
SM_b21402,CC_2610,32.967,364,177,8,1,299,1,362,3.75e-26,107
SM_b21408,CC_0790,40.000,105,43,1,11,95,5,109,7.45e-16,68.6
SM_b21410,CC_3495,29.583,240,151,10,37,268,23,252,2.85e-09,53.5
SM_b21417,CC_0092,28.319,339,207,11,13,334,2,321,1.15e-16,76.6
SM_b21422,CC_0860,40.040,497,280,6,5,488,3,494,6.36e-97,299
SM_b21423,CC_0861,34.954,329,199,6,7,325,5,328,7.07e-37,132
SM_b21424,CC_0940,30.049,609,338,20,16,563,49,630,8.01e-56,196
SM_b21428,CC_3633,43.373,166,92,1,17,180,4,169,3.17e-48,152
SM_b21429,CC_1193,33.766,231,139,7,6,228,7,231,2.57e-27,102
SM_b21430,CC_1192,33.333,312,198,4,46,356,42,344,4.50e-34,125
SM_b21433,CC_0840,32.673,101,67,1,57,156,69,169,1.52e-11,59.7
SM_b21434,CC_3697,24.901,253,177,3,6,251,5,251,5.54e-16,73.9
SM_b21435,CC_2603,31.169,385,249,4,30,405,28,405,2.78e-46,161
SM_b21436,CC_1448,37.209,387,240,2,17,401,15,400,5.48e-78,245
SM_b21437,CC_1447,33.621,116,72,4,31,144,2,114,1.80e-10,52.8
SM_b21438,CC_1446,30.075,266,185,1,49,313,43,308,5.60e-45,153
SM_b21439,CC_2796,33.333,114,71,2,20,130,16,127,1.51e-14,62.8
SM_b21441,CC_2626,30.534,131,85,4,11,136,28,157,1.08e-12,58.9
SM_b21448,CC_2333,51.075,186,91,0,20,205,280,465,2.18e-59,190
SM_b21458,CC_3135,28.889,180,120,3,70,242,91,269,2.55e-15,71.6
SM_b21460,CC_3134,44.444,252,140,0,4,255,15,266,4.57e-74,231
SM_b21462,CC_1298,26.667,285,167,9,45,291,37,317,2.05e-13,67.4
SM_b21464,CC_0536,30.568,229,152,3,18,246,70,291,6.01e-17,75.5
SM_b21465,CC_1009,32.857,420,279,3,21,439,19,436,6.40e-74,235
SM_b21466,CC_1008,41.882,542,311,3,22,563,19,556,9.63e-138,410
SM_b21474,CC_1808,34.137,249,153,5,7,255,9,246,2.99e-37,129
SM_b21481,CC_2626,36.522,115,64,4,19,129,28,137,1.41e-09,50.8
SM_b21484,CC_3475,43.046,151,86,0,15,165,19,169,4.49e-37,124
SM_b21486,CC_1774,66.125,431,143,3,11,439,8,437,0.0,548
SM_b21487,CC_1773,62.805,328,115,2,21,342,27,353,2.12e-152,431
SM_b21488,CC_1772,80.152,660,131,0,4,663,2,661,0.0,1115
SM_b21489,CC_1771,69.458,203,62,0,7,209,5,207,3.88e-105,298
SM_b21490,CC_1769,54.745,137,62,0,30,166,3,139,6.68e-42,140
SM_b21496,CC_0746,36.552,145,60,6,1,141,252,368,7.98e-12,60.5
SM_b21497,CC_0808,35.647,317,199,4,48,360,55,370,1.18e-40,144
SM_b21498,CC_0807,44.304,1027,551,9,1,1016,1,1017,0.0,803
SM_b21502,CC_3173,34.857,175,98,7,183,353,148,310,1.76e-11,61.6
SM_b21504,CC_2428,37.657,239,138,4,14,250,27,256,2.79e-42,142
SM_b21505,CC_0499,26.629,353,216,14,42,373,54,384,8.50e-08,50.8
SM_b21506,CC_0164,27.586,406,263,10,120,503,51,447,8.29e-31,124
SM_b21507,CC_0029,28.502,207,145,2,1,207,1,204,2.37e-23,90.5
SM_b21508,CC_1195,33.641,217,134,2,21,234,19,228,1.26e-30,114
SM_b21514,CC_0875,32.683,205,132,3,53,257,109,307,5.15e-26,101
SM_b21517,CC_1086,27.757,263,173,5,11,266,290,542,2.44e-19,84.3
SM_b21520,CC_1150,32.692,208,124,6,5,209,2,196,3.60e-22,87.0
SM_b21523,CC_3753,27.240,279,137,13,3,245,7,255,3.86e-10,55.8
SM_b21525,CC_2162,28.365,416,262,13,91,480,7,412,5.64e-31,121
SM_b21526,CC_1833,28.649,185,120,5,94,276,110,284,2.35e-08,51.6
SM_b21527,CC_0611,41.589,214,120,3,4,214,6,217,5.94e-51,165
SM_b21528,CC_0610,28.692,237,161,3,30,261,49,282,9.26e-23,92.0
SM_b21529,CC_3129,29.837,429,257,18,51,465,31,429,5.02e-28,112
SM_b21530,CC_2100,25.403,559,371,13,3,543,1,531,2.36e-43,160
SM_b21531,CC_0425,40.694,317,182,4,22,337,146,457,1.09e-39,142
SM_b21532,CC_2622,31.138,334,213,7,1,329,430,751,3.30e-32,123
SM_b21534,CC_3355,28.451,355,221,10,421,771,11,336,5.70e-23,98.6
SM_b21535,CC_1621,25.347,288,207,3,5,286,7,292,1.01e-17,78.6
SM_b21539,CC_3141,33.191,467,282,14,33,482,40,493,5.98e-60,201
SM_b21541,CC_3134,46.230,305,151,2,49,343,30,331,1.86e-84,259
SM_b21542,CC_3135,26.991,226,152,3,160,379,84,302,7.02e-15,73.2
SM_b21543,CC_2610,37.624,404,173,10,427,801,5,358,7.00e-33,133
SM_b21545,CC_0436,28.188,149,97,4,2,143,4,149,1.13e-08,51.6
SM_b21549,CC_1425,28.972,214,140,6,82,291,66,271,4.48e-21,87.8
SM_b21555,CC_0204,44.161,548,287,3,10,541,5,549,1.64e-126,383
SM_b21556,CC_2618,24.194,558,376,11,159,684,159,701,1.30e-24,106
SM_b21557,CC_2619,30.000,120,79,1,161,280,306,420,4.41e-10,57.4
SM_b21558,CC_0022,43.537,147,80,1,56,202,1,144,4.63e-37,124
SM_b21559,CC_2960,27.632,152,100,2,143,294,167,308,9.63e-11,58.2
SM_b21560,CC_1181,36.052,233,137,7,185,411,248,474,3.28e-29,115
SM_b21561,CC_0237,40.435,230,126,3,5,224,4,232,3.01e-51,163
SM_b21566,CC_0685,78.053,524,115,0,1,524,1,524,0.0,818
SM_b21568,CC_3546,58.140,86,36,0,4,89,3,88,1.78e-34,110
SM_b21570,CC_2129,27.807,374,217,11,1,343,1,352,2.92e-23,99.0
SM_b21574,CC_2755,38.776,98,59,1,9,105,349,446,9.53e-16,68.9
