Melitensis16M|Q.,Melitensis16M|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BME_RS01710,BME_RS01710,100.000,465,0,0,1,465,1,465,0.0,938
BME_RS01715,BME_RS01715,100.000,450,0,0,1,450,1,450,0.0,891
BME_RS01725,BME_RS01725,100.000,306,0,0,1,306,1,306,0.0,622
BME_RS01730,BME_RS01730,100.000,246,0,0,1,246,1,246,0.0,508
BME_RS01735,BME_RS01735,100.000,71,0,0,1,71,1,71,8.12e-49,145
BME_RS01740,BME_RS01740,100.000,156,0,0,1,156,1,156,1.03e-113,315
BME_RS01745,BME_RS01745,100.000,157,0,0,1,157,1,157,5.72e-113,314
BME_RS01750,BME_RS01750,100.000,408,0,0,1,408,1,408,0.0,820
BME_RS01755,BME_RS01755,100.000,381,0,0,1,381,1,381,0.0,765
BME_RS01760,BME_RS01760,100.000,266,0,0,1,266,1,266,0.0,536
BME_RS01765,BME_RS01765,100.000,256,0,0,1,256,1,256,0.0,524
BME_RS01770,BME_RS01770,100.000,283,0,0,1,283,1,283,0.0,558
BME_RS01775,BME_RS01775,100.000,174,0,0,1,174,1,174,9.11e-125,345
BME_RS01780,BME_RS01780,100.000,319,0,0,1,319,1,319,0.0,619
BME_RS01800,BME_RS01800,100.000,117,0,0,1,117,1,117,5.48e-79,224
BME_RS01805,BME_RS01805,100.000,143,0,0,1,143,1,143,8.90e-94,264
BME_RS01810,BME_RS01810,100.000,480,0,0,1,480,1,480,0.0,964
BME_RS01815,BME_RS01815,100.000,190,0,0,1,190,1,190,2.80e-142,390
BME_RS01820,BME_RS01820,100.000,75,0,0,1,75,1,75,9.61e-53,155
BME_RS01825,BME_RS01825,100.000,264,0,0,1,264,1,264,0.0,535
BME_RS01830,BME_RS01830,100.000,54,0,0,1,54,1,54,5.01e-29,94.0
BME_RS01835,BME_RS01835,100.000,335,0,0,1,335,1,335,0.0,692
BME_RS01840,BME_RS01840,100.000,141,0,0,1,141,1,141,1.33e-103,289
BME_RS01845,BME_RS01845,100.000,25,0,0,1,25,1,25,1.33e-11,48.1
BME_RS01850,BME_RS01850,100.000,158,0,0,1,158,1,158,5.71e-113,314
BME_RS01855,BME_RS01855,100.000,347,0,0,1,347,1,347,0.0,714
BME_RS01860,BME_RS01860,100.000,303,0,0,1,303,1,303,0.0,623
BME_RS01865,BME_RS01865,100.000,164,0,0,1,164,1,164,7.03e-121,334
BME_RS01870,BME_RS01870,100.000,728,0,0,1,728,1,728,0.0,1506
BME_RS01875,BME_RS01875,100.000,291,0,0,1,291,1,291,0.0,597
BME_RS01880,BME_RS01880,100.000,214,0,0,1,214,1,214,2.83e-153,420
BME_RS01885,BME_RS01885,100.000,190,0,0,1,190,1,190,1.72e-144,396
BME_RS01890,BME_RS01890,100.000,172,0,0,1,172,1,172,2.50e-125,346
BME_RS01895,BME_RS01895,100.000,196,0,0,1,196,1,196,3.10e-138,381
BME_RS01900,BME_RS01900,100.000,487,0,0,1,487,1,487,0.0,983
BME_RS01905,BME_RS01905,100.000,273,0,0,1,273,1,273,0.0,558
BME_RS01910,BME_RS11060,100.000,496,0,0,1,496,1,496,0.0,945
BME_RS01915,BME_RS11065,100.000,25,0,0,1,25,1,25,4.49e-11,46.6
BME_RS01920,BME_RS11070,100.000,25,0,0,1,25,1,25,1.02e-12,50.8
BME_RS01925,BME_RS01925,100.000,974,0,0,1,974,1,974,0.0,1859
BME_RS01930,BME_RS11080,100.000,38,0,0,1,38,1,38,1.33e-20,71.6
BME_RS01935,BME_RS11085,100.000,25,0,0,1,25,1,25,7.25e-12,48.5
BME_RS01940,BME_RS01940,100.000,539,0,0,1,539,1,539,0.0,1056
BME_RS01950,BME_RS01950,100.000,105,0,0,1,105,1,105,7.62e-76,216
BME_RS01955,BME_RS01955,100.000,473,0,0,1,473,1,473,0.0,964
BME_RS01960,BME_RS01960,100.000,334,0,0,1,334,1,334,0.0,642
BME_RS01965,BME_RS01965,100.000,329,0,0,1,329,1,329,0.0,669
BME_RS01970,BME_RS01970,100.000,259,0,0,1,259,1,259,0.0,523
BME_RS01975,BME_RS01975,100.000,330,0,0,1,330,1,330,0.0,668
BME_RS01980,BME_RS01980,100.000,213,0,0,1,213,1,213,1.93e-154,423
BME_RS01990,BME_RS01990,100.000,215,0,0,1,215,1,215,1.05e-157,431
BME_RS01995,BME_RS01995,100.000,93,0,0,1,93,1,93,2.30e-66,191
BME_RS02000,BME_RS02000,100.000,476,0,0,1,476,1,476,0.0,975
BME_RS02005,BME_RS02005,100.000,202,0,0,1,202,1,202,2.29e-148,407
BME_RS02010,BME_RS02010,100.000,204,0,0,1,204,1,204,1.20e-139,385
BME_RS02015,BME_RS02015,100.000,586,0,0,1,586,1,586,0.0,1189
BME_RS02020,BME_RS02020,100.000,264,0,0,1,264,1,264,0.0,546
BME_RS02025,BME_RS02025,100.000,304,0,0,1,304,1,304,0.0,619
BME_RS02030,BME_RS02030,100.000,24,0,0,1,24,1,24,1.29e-08,40.4
BME_RS02035,BME_RS02035,100.000,78,0,0,1,78,1,78,5.89e-56,163
BME_RS02040,BME_RS02040,100.000,429,0,0,1,429,1,429,0.0,888
BME_RS02045,BME_RS02045,100.000,43,0,0,1,43,1,43,2.04e-26,86.7
BME_RS02050,BME_RS02050,100.000,422,0,0,1,422,1,422,0.0,853
BME_RS02055,BME_RS02055,100.000,367,0,0,1,367,1,367,0.0,754
BME_RS02060,BME_RS02060,100.000,381,0,0,1,381,1,381,0.0,787
BME_RS02065,BME_RS02065,100.000,303,0,0,1,303,1,303,0.0,600
BME_RS02070,BME_RS02070,100.000,273,0,0,1,273,1,273,0.0,546
BME_RS02075,BME_RS02075,100.000,645,0,0,1,645,1,645,0.0,1288
BME_RS02080,BME_RS02080,100.000,1035,0,0,1,1035,1,1035,0.0,2086
BME_RS02085,BME_RS02085,100.000,25,0,0,1,25,1,25,1.70e-13,52.8
BME_RS02090,BME_RS02090,100.000,74,0,0,1,74,1,74,4.63e-50,148
BME_RS02095,BME_RS02095,100.000,260,0,0,1,260,1,260,0.0,539
BME_RS02100,BME_RS02100,100.000,25,0,0,1,25,1,25,4.44e-11,46.6
BME_RS02105,BME_RS02105,100.000,318,0,0,1,318,1,318,0.0,652
BME_RS02110,BME_RS02110,100.000,374,0,0,1,374,1,374,0.0,763
BME_RS02115,BME_RS02115,100.000,130,0,0,1,130,1,130,5.14e-92,258
BME_RS02120,BME_RS02120,100.000,232,0,0,1,232,1,232,6.86e-172,469
BME_RS02125,BME_RS02125,100.000,209,0,0,1,209,1,209,8.45e-155,424
BME_RS02130,BME_RS02130,100.000,198,0,0,1,198,1,198,6.11e-146,400
BME_RS02135,BME_RS02135,100.000,303,0,0,1,303,1,303,0.0,596
BME_RS02140,BME_RS02140,100.000,97,0,0,1,97,1,97,6.34e-71,202
BME_RS02145,BME_RS02145,100.000,91,0,0,1,91,1,91,6.11e-65,187
BME_RS02155,BME_RS02155,100.000,398,0,0,1,398,1,398,0.0,814
BME_RS02160,BME_RS02160,100.000,276,0,0,1,276,1,276,0.0,561
BME_RS02165,BME_RS02165,100.000,115,0,0,1,115,1,115,8.09e-83,234
BME_RS02170,BME_RS02170,100.000,79,0,0,1,79,1,79,2.40e-57,167
BME_RS02180,BME_RS02180,100.000,335,0,0,1,335,1,335,0.0,661
BME_RS02185,BME_RS02185,100.000,302,0,0,1,302,1,302,0.0,598
BME_RS02190,BME_RS02190,100.000,285,0,0,1,285,1,285,0.0,581
BME_RS02195,BME_RS02195,100.000,282,0,0,1,282,1,282,0.0,576
BME_RS02200,BME_RS02200,100.000,348,0,0,1,348,1,348,0.0,700
BME_RS02205,BME_RS02205,100.000,278,0,0,1,278,1,278,0.0,543
BME_RS02210,BME_RS02210,100.000,322,0,0,1,322,1,322,0.0,659
BME_RS02215,BME_RS02215,100.000,398,0,0,1,398,1,398,0.0,811
BME_RS02220,BME_RS02220,100.000,321,0,0,1,321,1,321,0.0,641
BME_RS02225,BME_RS02225,100.000,431,0,0,1,431,1,431,0.0,837
BME_RS02230,BME_RS02230,100.000,74,0,0,1,74,1,74,3.56e-50,148
BME_RS02235,BME_RS02235,100.000,153,0,0,1,153,1,153,7.24e-113,313
BME_RS02240,BME_RS02240,100.000,62,0,0,1,62,1,62,8.77e-43,129
BME_RS02245,BME_RS02245,100.000,731,0,0,1,731,1,731,0.0,1507
BME_RS02250,BME_RS02250,100.000,302,0,0,1,302,1,302,0.0,602
BME_RS02255,BME_RS02255,100.000,575,0,0,1,575,1,575,0.0,1195
BME_RS02260,BME_RS02260,100.000,300,0,0,1,300,1,300,0.0,615
BME_RS02265,BME_RS02265,100.000,151,0,0,1,151,1,151,1.58e-112,312
BME_RS02270,BME_RS02270,100.000,227,0,0,1,227,1,227,5.98e-168,458
BME_RS02275,BME_RS02275,100.000,327,0,0,1,327,1,327,0.0,685
BME_RS02280,BME_RS02280,100.000,168,0,0,1,168,1,168,1.61e-122,339
BME_RS02285,BME_RS02285,100.000,688,0,0,1,688,1,688,0.0,1389
BME_RS02290,BME_RS02290,100.000,949,0,0,1,949,1,949,0.0,1902
BME_RS02295,BME_RS02295,100.000,310,0,0,1,310,1,310,0.0,624
BME_RS02300,BME_RS02300,100.000,335,0,0,1,335,1,335,0.0,674
BME_RS02305,BME_RS02305,100.000,221,0,0,1,221,1,221,1.14e-162,444
BME_RS02310,BME_RS02310,100.000,207,0,0,1,207,1,207,2.89e-154,422
BME_RS02315,BME_RS02315,100.000,423,0,0,1,423,1,423,0.0,847
BME_RS02320,BME_RS02320,100.000,200,0,0,1,200,1,200,8.68e-152,415
BME_RS02325,BME_RS02325,100.000,95,0,0,1,95,1,95,2.38e-69,198
BME_RS02330,BME_RS02330,100.000,164,0,0,1,164,1,164,3.14e-118,328
BME_RS02335,BME_RS02335,100.000,303,0,0,1,303,1,303,0.0,630
BME_RS02340,BME_RS02340,100.000,86,0,0,1,86,1,86,8.52e-61,176
BME_RS02345,BME_RS02345,100.000,345,0,0,1,345,1,345,0.0,707
BME_RS02350,BME_RS02350,100.000,159,0,0,1,159,1,159,2.15e-118,328
BME_RS02355,BME_RS02355,100.000,626,0,0,1,626,1,626,0.0,1272
BME_RS02360,BME_RS02360,100.000,621,0,0,1,621,1,621,0.0,1247
BME_RS02365,BME_RS02365,100.000,187,0,0,1,187,1,187,2.66e-140,385
BME_RS02370,BME_RS02370,100.000,432,0,0,1,432,1,432,0.0,869
BME_RS02375,BME_RS02375,100.000,295,0,0,1,295,1,295,0.0,610
BME_RS02380,BME_RS02380,100.000,181,0,0,1,181,1,181,7.95e-131,361
BME_RS02385,BME_RS02385,100.000,160,0,0,1,160,1,160,3.94e-121,335
BME_RS02390,BME_RS02390,100.000,166,0,0,1,166,1,166,6.65e-126,347
BME_RS02395,BME_RS02395,100.000,367,0,0,1,367,1,367,0.0,748
BME_RS02400,BME_RS02400,100.000,250,0,0,1,250,1,250,0.0,514
BME_RS02405,BME_RS02405,100.000,207,0,0,1,207,1,207,1.83e-151,415
BME_RS02410,BME_RS02410,100.000,513,0,0,1,513,1,513,0.0,1030
BME_RS02415,BME_RS02415,100.000,310,0,0,1,310,1,310,0.0,625
BME_RS02420,BME_RS02420,100.000,61,0,0,1,61,1,61,2.44e-41,125
BME_RS02425,BME_RS02425,100.000,184,0,0,1,184,1,184,2.13e-136,375
BME_RS02430,BME_RS02430,100.000,383,0,0,1,383,1,383,0.0,798
BME_RS02435,BME_RS02435,100.000,265,0,0,1,265,1,265,0.0,548
BME_RS02440,BME_RS02440,100.000,365,0,0,1,365,1,365,0.0,744
BME_RS02445,BME_RS02445,100.000,281,0,0,1,281,1,281,0.0,551
BME_RS02450,BME_RS02450,100.000,106,0,0,1,106,1,106,2.16e-71,204
BME_RS02455,BME_RS02455,100.000,166,0,0,1,166,1,166,1.92e-122,338
BME_RS02460,BME_RS02460,100.000,115,0,0,1,115,1,115,1.08e-82,234
BME_RS02465,BME_RS02465,100.000,84,0,0,1,84,1,84,4.77e-57,167
BME_RS02470,BME_RS02470,100.000,447,0,0,1,447,1,447,0.0,905
BME_RS02475,BME_RS02475,100.000,235,0,0,1,235,1,235,2.34e-173,473
BME_RS02480,BME_RS02480,100.000,179,0,0,1,179,1,179,1.37e-134,370
BME_RS02485,BME_RS02485,100.000,98,0,0,1,98,1,98,5.62e-72,205
BME_RS02490,BME_RS02490,100.000,93,0,0,1,93,1,93,5.51e-56,164
BME_RS02495,BME_RS02495,100.000,218,0,0,1,218,1,218,7.85e-161,440
BME_RS02500,BME_RS02500,100.000,167,0,0,1,167,1,167,4.26e-123,340
BME_RS02505,BME_RS02505,100.000,71,0,0,1,71,1,71,5.06e-49,145
BME_RS02510,BME_RS02510,100.000,267,0,0,1,267,1,267,0.0,544
BME_RS02515,BME_RS02515,100.000,940,0,0,1,940,1,940,0.0,1928
BME_RS02520,BME_RS02520,100.000,193,0,0,1,193,1,193,7.75e-136,374
BME_RS02525,BME_RS02525,100.000,129,0,0,1,129,1,129,1.99e-94,265
BME_RS02530,BME_RS02530,100.000,303,0,0,1,303,1,303,0.0,629
BME_RS02535,BME_RS02535,100.000,116,0,0,1,116,1,116,1.39e-81,231
BME_RS02540,BME_RS02540,100.000,303,0,0,1,303,1,303,0.0,597
BME_RS02545,BME_RS02545,100.000,351,0,0,1,351,1,351,0.0,717
BME_RS02550,BME_RS02550,100.000,157,0,0,1,157,1,157,1.75e-113,315
BME_RS02555,BME_RS02555,100.000,354,0,0,1,354,1,354,0.0,722
BME_RS02560,BME_RS02560,100.000,156,0,0,1,156,1,156,1.72e-115,320
BME_RS02565,BME_RS02565,100.000,466,0,0,1,466,1,466,0.0,924
BME_RS02570,BME_RS02570,100.000,324,0,0,1,324,1,324,0.0,665
BME_RS02575,BME_RS02575,100.000,301,0,0,1,301,1,301,0.0,620
BME_RS02580,BME_RS02580,100.000,71,0,0,1,71,1,71,9.08e-51,150
BME_RS02585,BME_RS02585,100.000,61,0,0,1,61,1,61,4.98e-41,124
BME_RS02590,BME_RS02590,100.000,400,0,0,1,400,1,400,0.0,827
BME_RS02595,BME_RS02595,100.000,203,0,0,1,203,1,203,3.27e-152,417
BME_RS02600,BME_RS02600,100.000,69,0,0,1,69,1,69,8.72e-48,142
BME_RS02605,BME_RS02605,100.000,146,0,0,1,146,1,146,1.79e-108,301
BME_RS02610,BME_RS02610,100.000,621,0,0,1,621,1,621,0.0,1253
BME_RS02615,BME_RS02615,100.000,1162,0,0,1,1162,1,1162,0.0,2375
BME_RS02620,BME_RS02620,100.000,271,0,0,1,271,1,271,0.0,537
BME_RS02625,BME_RS02625,100.000,172,0,0,1,172,1,172,5.86e-121,335
BME_RS02630,BME_RS02630,100.000,308,0,0,1,308,1,308,0.0,629
BME_RS02635,BME_RS02635,100.000,407,0,0,1,407,1,407,0.0,832
BME_RS02640,BME_RS02640,100.000,150,0,0,1,150,1,150,1.93e-106,296
BME_RS02645,BME_RS02645,100.000,558,0,0,1,558,1,558,0.0,1123
BME_RS02650,BME_RS02650,100.000,655,0,0,1,655,1,655,0.0,1325
BME_RS02655,BME_RS02655,100.000,672,0,0,1,672,1,672,0.0,1355
BME_RS02660,BME_RS02660,100.000,96,0,0,1,96,1,96,3.35e-68,196
BME_RS02665,BME_RS02665,100.000,152,0,0,1,152,1,152,2.87e-114,317
BME_RS02670,BME_RS02670,100.000,114,0,0,1,114,1,114,2.08e-79,225
BME_RS02675,BME_RS02675,100.000,250,0,0,1,250,1,250,0.0,502
BME_RS02680,BME_RS02680,100.000,25,0,0,1,25,1,25,2.19e-12,50.1
BME_RS02685,BME_RS02685,100.000,164,0,0,1,164,1,164,2.30e-121,335
BME_RS02690,BME_RS02690,100.000,190,0,0,1,190,1,190,1.04e-142,392
BME_RS02695,BME_RS02695,100.000,117,0,0,1,117,1,117,1.93e-84,238
BME_RS02700,BME_RS02700,100.000,191,0,0,1,191,1,191,5.18e-141,387
BME_RS02710,BME_RS02710,100.000,267,0,0,1,267,1,267,0.0,547
BME_RS02715,BME_RS02715,100.000,367,0,0,1,367,1,367,0.0,758
BME_RS02720,BME_RS02720,100.000,88,0,0,1,88,1,88,1.61e-61,178
BME_RS02725,BME_RS02725,100.000,353,0,0,1,353,1,353,0.0,709
BME_RS02730,BME_RS02730,100.000,209,0,0,1,209,1,209,4.39e-159,434
BME_RS02735,BME_RS02735,100.000,73,0,0,1,73,1,73,4.26e-48,143
BME_RS02740,BME_RS02740,100.000,372,0,0,1,372,1,372,0.0,771
BME_RS02745,BME_RS02745,100.000,415,0,0,1,415,1,415,0.0,873
BME_RS02755,BME_RS02755,100.000,137,0,0,1,137,1,137,2.55e-99,278
BME_RS02760,BME_RS02760,100.000,314,0,0,1,314,1,314,0.0,648
BME_RS02765,BME_RS02765,100.000,59,0,0,1,59,1,59,2.90e-38,117
BME_RS02770,BME_RS02770,100.000,549,0,0,1,549,1,549,0.0,1128
BME_RS02775,BME_RS02775,100.000,255,0,0,1,255,1,255,7.65e-179,488
BME_RS02780,BME_RS02780,100.000,446,0,0,1,446,1,446,0.0,902
BME_RS02785,BME_RS02785,100.000,107,0,0,1,107,1,107,4.57e-76,216
BME_RS02790,BME_RS02790,100.000,341,0,0,1,341,1,341,0.0,677
BME_RS02795,BME_RS02795,100.000,303,0,0,1,303,1,303,0.0,624
BME_RS02800,BME_RS02800,100.000,311,0,0,1,311,1,311,0.0,603
BME_RS02805,BME_RS02805,100.000,359,0,0,1,359,1,359,0.0,728
BME_RS02810,BME_RS02810,100.000,277,0,0,1,277,1,277,0.0,577
BME_RS02815,BME_RS02815,100.000,134,0,0,1,134,1,134,1.11e-93,263
BME_RS02820,BME_RS02820,100.000,236,0,0,1,236,1,236,2.34e-175,478
BME_RS02825,BME_RS02825,100.000,268,0,0,1,268,1,268,0.0,558
BME_RS02830,BME_RS02830,100.000,214,0,0,1,214,1,214,7.85e-160,437
BME_RS02835,BME_RS02835,100.000,456,0,0,1,456,1,456,0.0,914
BME_RS02840,BME_RS02840,100.000,346,0,0,1,346,1,346,0.0,685
BME_RS02845,BME_RS02845,100.000,137,0,0,1,137,1,137,6.72e-98,274
BME_RS02850,BME_RS02850,100.000,607,0,0,1,607,1,607,0.0,1244
BME_RS02855,BME_RS02855,100.000,490,0,0,1,490,1,490,0.0,981
BME_RS02860,BME_RS02860,100.000,481,0,0,1,481,1,481,0.0,976
BME_RS02865,BME_RS02865,100.000,360,0,0,1,360,1,360,0.0,715
BME_RS02870,BME_RS02870,100.000,467,0,0,1,467,1,467,0.0,943
BME_RS02875,BME_RS02875,100.000,385,0,0,1,385,1,385,0.0,760
BME_RS02880,BME_RS02880,100.000,379,0,0,1,379,1,379,0.0,760
BME_RS02885,BME_RS02885,100.000,471,0,0,1,471,1,471,0.0,961
BME_RS02890,BME_RS02890,100.000,322,0,0,1,322,1,322,0.0,653
BME_RS02895,BME_RS02895,100.000,308,0,0,1,308,1,308,0.0,636
BME_RS02900,BME_RS02900,100.000,311,0,0,1,311,1,311,0.0,625
BME_RS02905,BME_RS02905,100.000,440,0,0,1,440,1,440,0.0,872
BME_RS02910,BME_RS02910,100.000,567,0,0,1,567,1,567,0.0,1132
BME_RS02915,BME_RS02915,100.000,286,0,0,1,286,1,286,0.0,576
BME_RS02920,BME_RS02920,100.000,287,0,0,1,287,1,287,0.0,588
BME_RS02925,BME_RS02925,100.000,559,0,0,1,559,1,559,0.0,1103
BME_RS02930,BME_RS02930,100.000,719,0,0,1,719,1,719,0.0,1464
BME_RS02935,BME_RS02935,100.000,234,0,0,1,234,1,234,9.25e-178,484
BME_RS02940,BME_RS02940,100.000,608,0,0,1,608,1,608,0.0,1235
BME_RS02945,BME_RS02945,100.000,285,0,0,1,285,1,285,0.0,569
BME_RS02950,BME_RS02950,100.000,196,0,0,1,196,1,196,2.06e-147,404
BME_RS02955,BME_RS02955,100.000,229,0,0,1,229,1,229,1.90e-172,470
BME_RS02960,BME_RS02960,100.000,165,0,0,1,165,1,165,9.81e-124,342
BME_RS02965,BME_RS02965,100.000,858,0,0,1,858,1,858,0.0,1770
BME_RS02970,BME_RS02970,100.000,358,0,0,1,358,1,358,0.0,728
BME_RS02975,BME_RS02975,100.000,169,0,0,1,169,1,169,3.10e-122,338
BME_RS02980,BME_RS02980,100.000,468,0,0,1,468,1,468,0.0,960
BME_RS02990,BME_RS02990,100.000,1247,0,0,1,1247,1,1247,0.0,2480
BME_RS02995,BME_RS02995,100.000,83,0,0,1,83,1,83,1.33e-57,168
BME_RS03000,BME_RS03000,100.000,66,0,0,1,66,1,66,2.28e-43,130
BME_RS03010,BME_RS03010,100.000,189,0,0,1,189,1,189,8.22e-141,387
BME_RS03015,BME_RS03015,100.000,274,0,0,1,274,1,274,0.0,563
BME_RS03020,BME_RS03020,100.000,404,0,0,1,404,1,404,0.0,799
BME_RS03025,BME_RS03025,100.000,103,0,0,1,103,1,103,7.68e-72,205
BME_RS03030,BME_RS03030,100.000,264,0,0,1,264,1,264,0.0,551
BME_RS03035,BME_RS03035,100.000,172,0,0,1,172,1,172,1.21e-127,352
BME_RS03040,BME_RS03040,100.000,384,0,0,1,384,1,384,0.0,782
BME_RS03045,BME_RS03045,100.000,300,0,0,1,300,1,300,0.0,591
BME_RS03050,BME_RS03050,100.000,61,0,0,1,61,1,61,2.77e-37,115
BME_RS03055,BME_RS03055,100.000,524,0,0,1,524,1,524,0.0,1036
BME_RS03060,BME_RS03060,100.000,393,0,0,1,393,1,393,0.0,806
BME_RS03065,BME_RS03065,100.000,299,0,0,1,299,1,299,0.0,598
BME_RS03070,BME_RS03070,100.000,310,0,0,1,310,1,310,0.0,627
BME_RS03075,BME_RS03075,100.000,607,0,0,1,607,1,607,0.0,1261
BME_RS03080,BME_RS03080,100.000,190,0,0,1,190,1,190,1.01e-139,384
BME_RS03085,BME_RS03085,100.000,373,0,0,1,373,1,373,0.0,769
BME_RS03090,BME_RS03090,100.000,133,0,0,1,133,1,133,1.92e-96,270
BME_RS03095,BME_RS03095,100.000,246,0,0,1,246,1,246,0.0,494
BME_RS03100,BME_RS03100,100.000,651,0,0,1,651,1,651,0.0,1308
BME_RS03105,BME_RS03105,100.000,213,0,0,1,213,1,213,4.47e-155,425
BME_RS03110,BME_RS03110,100.000,339,0,0,1,339,1,339,0.0,702
BME_RS03115,BME_RS03115,100.000,74,0,0,1,74,1,74,1.85e-52,154
BME_RS03120,BME_RS03120,100.000,410,0,0,1,410,1,410,0.0,845
BME_RS03125,BME_RS03125,100.000,135,0,0,1,135,1,135,4.16e-98,274
BME_RS03130,BME_RS03130,100.000,369,0,0,1,369,1,369,0.0,766
BME_RS03135,BME_RS03135,100.000,244,0,0,1,244,1,244,1.79e-172,471
BME_RS03140,BME_RS03140,100.000,308,0,0,1,308,1,308,0.0,631
BME_RS03145,BME_RS03145,100.000,144,0,0,1,144,1,144,1.15e-108,302
BME_RS03150,BME_RS03150,100.000,341,0,0,1,341,1,341,0.0,698
BME_RS03155,BME_RS03155,100.000,129,0,0,1,129,1,129,1.11e-88,250
BME_RS03160,BME_RS03160,100.000,270,0,0,1,270,1,270,0.0,541
BME_RS03175,BME_RS03175,100.000,254,0,0,1,254,1,254,0.0,507
BME_RS03180,BME_RS03180,100.000,208,0,0,1,208,1,208,2.49e-152,417
BME_RS03185,BME_RS03185,100.000,212,0,0,1,212,1,212,9.29e-151,414
BME_RS03190,BME_RS03190,100.000,252,0,0,1,252,1,252,0.0,517
BME_RS03195,BME_RS03195,100.000,349,0,0,1,349,1,349,0.0,675
BME_RS03200,BME_RS03200,100.000,302,0,0,1,302,1,302,0.0,626
BME_RS03205,BME_RS03205,100.000,212,0,0,1,212,1,212,1.03e-155,426
BME_RS03210,BME_RS03210,100.000,243,0,0,1,243,1,243,0.0,497
BME_RS03215,BME_RS03215,100.000,201,0,0,1,201,1,201,1.96e-149,409
BME_RS03220,BME_RS03220,100.000,573,0,0,1,573,1,573,0.0,1174
BME_RS03225,BME_RS03225,100.000,159,0,0,1,159,1,159,4.38e-119,329
BME_RS03230,BME_RS03230,100.000,100,0,0,1,100,1,100,1.02e-69,200
BME_RS03235,BME_RS03235,100.000,431,0,0,1,431,1,431,0.0,889
BME_RS03240,BME_RS03240,100.000,355,0,0,1,355,1,355,0.0,698
BME_RS03245,BME_RS03245,100.000,923,0,0,1,923,1,923,0.0,1758
BME_RS03250,BME_RS03250,100.000,370,0,0,1,370,1,370,0.0,736
BME_RS03255,BME_RS03255,100.000,620,0,0,1,620,1,620,0.0,1268
BME_RS03260,BME_RS03260,100.000,279,0,0,1,279,1,279,0.0,559
BME_RS03265,BME_RS03265,100.000,333,0,0,1,333,1,333,0.0,617
BME_RS03270,BME_RS03270,100.000,258,0,0,1,258,1,258,0.0,514
BME_RS03275,BME_RS03275,100.000,371,0,0,1,371,1,371,0.0,766
BME_RS03285,BME_RS03285,100.000,375,0,0,1,375,1,375,0.0,731
BME_RS03290,BME_RS03290,100.000,259,0,0,1,259,1,259,0.0,526
BME_RS03295,BME_RS03295,100.000,269,0,0,1,269,1,269,0.0,545
BME_RS03300,BME_RS03300,100.000,140,0,0,1,140,1,140,9.88e-100,279
BME_RS03305,BME_RS03305,100.000,179,0,0,1,179,1,179,5.25e-131,361
BME_RS03310,BME_RS03310,100.000,25,0,0,1,25,1,25,1.27e-11,48.1
BME_RS03315,BME_RS03315,100.000,220,0,0,1,220,1,220,1.64e-157,431
BME_RS03320,BME_RS03320,100.000,522,0,0,1,522,1,522,0.0,1040
BME_RS03325,BME_RS03325,100.000,61,0,0,1,61,1,61,9.21e-41,124
BME_RS03330,BME_RS03330,100.000,334,0,0,1,334,1,334,0.0,686
BME_RS03335,BME_RS03335,100.000,273,0,0,1,273,1,273,0.0,538
BME_RS03340,BME_RS03340,100.000,276,0,0,1,276,1,276,0.0,553
BME_RS03355,BME_RS03355,100.000,323,0,0,1,323,1,323,0.0,639
BME_RS03360,BME_RS03360,100.000,619,0,0,1,619,1,619,0.0,1213
BME_RS03365,BME_RS03365,100.000,845,0,0,1,845,1,845,0.0,1697
BME_RS03370,BME_RS03370,100.000,155,0,0,1,155,1,155,3.10e-113,314
BME_RS03375,BME_RS03375,100.000,858,0,0,1,858,1,858,0.0,1721
BME_RS03380,BME_RS03380,100.000,96,0,0,1,96,1,96,4.37e-67,193
BME_RS03385,BME_RS03385,100.000,853,0,0,1,853,1,853,0.0,1763
BME_RS03395,BME_RS03395,100.000,332,0,0,1,332,1,332,0.0,686
BME_RS03400,BME_RS03400,100.000,306,0,0,1,306,1,306,0.0,625
BME_RS03405,BME_RS03405,100.000,44,0,0,1,44,1,44,1.34e-27,89.7
BME_RS03410,BME_RS03410,100.000,296,0,0,1,296,1,296,0.0,600
BME_RS03415,BME_RS03415,100.000,385,0,0,1,385,1,385,0.0,800
BME_RS03420,BME_RS03420,100.000,483,0,0,1,483,1,483,0.0,967
BME_RS03425,BME_RS03425,100.000,62,0,0,1,62,1,62,1.03e-40,124
BME_RS03430,BME_RS03430,100.000,238,0,0,1,238,1,238,1.54e-168,461
BME_RS03435,BME_RS03435,100.000,173,0,0,1,173,1,173,2.11e-127,352
BME_RS03440,BME_RS03440,100.000,349,0,0,1,349,1,349,0.0,702
BME_RS03445,BME_RS03445,100.000,1263,0,0,1,1263,1,1263,0.0,2564
BME_RS03450,BME_RS03450,100.000,212,0,0,1,212,1,212,8.14e-158,432
BME_RS03455,BME_RS03455,100.000,142,0,0,1,142,1,142,6.51e-98,275
BME_RS03460,BME_RS03460,100.000,262,0,0,1,262,1,262,0.0,518
BME_RS03465,BME_RS03465,100.000,148,0,0,1,148,1,148,4.24e-109,303
BME_RS03470,BME_RS03470,100.000,131,0,0,1,131,1,131,1.05e-95,268
