Abortus2308|Q.,B_henselae|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BAB_RS27870,AYT27_RS04150,33.099,142,94,1,4,145,1,141,1.73e-27,96.7
BAB_RS27880,AYT27_RS01410,41.444,374,215,3,9,380,8,379,7.96e-102,302
BAB_RS27895,AYT27_RS08085,25.806,341,206,9,69,366,53,389,2.87e-17,78.6
BAB_RS27905,AYT27_RS00680,23.961,1035,704,20,15,1005,25,1020,1.43e-64,233
BAB_RS27915,AYT27_RS05065,27.978,361,231,10,7,343,251,606,1.90e-30,117
BAB_RS27930,AYT27_RS04890,27.861,201,130,6,85,279,2,193,4.76e-18,76.6
BAB_RS27935,AYT27_RS01985,25.942,451,303,9,29,468,18,448,4.25e-42,152
BAB_RS27945,AYT27_RS05920,26.953,256,165,6,10,251,6,253,1.23e-18,80.5
BAB_RS27950,AYT27_RS02030,28.307,378,267,3,11,387,14,388,6.07e-41,146
BAB_RS27970,AYT27_RS04150,25.203,123,89,1,1,120,1,123,2.88e-09,48.9
BAB_RS27995,AYT27_RS08500,92.000,25,2,0,1,25,1,25,9.41e-11,45.1
BAB_RS28005,AYT27_RS00125,41.837,98,55,1,49,146,9,104,1.97e-25,94.4
BAB_RS28010,AYT27_RS06525,46.637,223,107,2,1,223,1,211,8.47e-67,202
BAB_RS28015,AYT27_RS06530,57.692,52,22,0,11,62,7,58,2.82e-17,64.3
BAB_RS28025,AYT27_RS02495,45.556,90,49,0,258,347,82,171,9.47e-21,84.0
BAB_RS28030,AYT27_RS05610,34.969,326,201,4,22,344,19,336,3.61e-52,181
BAB_RS28035,AYT27_RS06550,81.953,338,61,0,1,338,1,338,0.0,595
BAB_RS28075,AYT27_RS00895,63.244,672,245,2,10,681,5,674,0.0,861
BAB_RS28080,AYT27_RS00890,65.079,441,154,0,25,465,18,458,0.0,590
BAB_RS28085,AYT27_RS00885,88.595,605,69,0,1,605,1,605,0.0,1106
BAB_RS28115,AYT27_RS02945,38.057,247,140,6,5,245,8,247,1.55e-46,152
BAB_RS28135,AYT27_RS04135,44.715,492,267,4,8,497,14,502,6.08e-137,401
BAB_RS28150,AYT27_RS01235,25.586,512,312,20,29,496,22,508,1.98e-28,114
BAB_RS28195,AYT27_RS00540,29.412,408,245,10,66,468,21,390,2.91e-47,164
BAB_RS28235,AYT27_RS00255,40.541,74,44,0,171,244,163,236,4.51e-17,73.9
BAB_RS28290,AYT27_RS01420,84.000,25,4,0,1,25,1,25,3.97e-09,40.8
BAB_RS28320,AYT27_RS06225,40.146,274,159,3,1,274,1,269,8.38e-63,194
BAB_RS28325,AYT27_RS06230,71.192,302,87,0,2,303,2,303,1.69e-144,405
BAB_RS28330,AYT27_RS05415,31.618,136,79,3,674,795,61,196,1.26e-08,52.8
BAB_RS28335,AYT27_RS03170,32.727,110,74,0,33,142,4,113,1.12e-18,72.8
BAB_RS28360,AYT27_RS00675,26.027,219,151,5,4,220,156,365,2.27e-14,67.0
BAB_RS28365,AYT27_RS00680,30.593,742,493,12,6,732,310,1044,5.16e-95,313
BAB_RS28400,AYT27_RS00955,40.854,328,170,6,25,345,19,329,6.45e-78,239
BAB_RS28430,AYT27_RS06185,32.941,340,192,3,1,307,21,357,6.63e-54,176
BAB_RS28435,AYT27_RS06180,40.784,255,151,0,29,283,54,308,6.45e-63,197
BAB_RS28440,AYT27_RS01235,30.153,262,175,2,6,259,5,266,5.16e-37,132
BAB_RS28445,AYT27_RS01235,36.893,206,128,2,28,232,301,505,1.11e-42,148
BAB_RS28460,AYT27_RS05920,46.296,54,29,0,1,54,5,58,4.53e-11,51.2
BAB_RS28500,AYT27_RS00115,69.259,540,165,1,9,547,9,548,0.0,785
BAB_RS28510,AYT27_RS08385,32.164,171,95,5,41,197,35,198,3.79e-19,78.2
BAB_RS28520,AYT27_RS06190,25.753,299,202,7,85,368,82,375,8.62e-21,91.3
BAB_RS28525,AYT27_RS06185,29.483,329,211,4,15,325,30,355,4.19e-33,121
BAB_RS28530,AYT27_RS06180,34.559,272,170,3,6,273,42,309,6.02e-45,150
BAB_RS28535,AYT27_RS01235,38.077,260,145,4,1,244,1,260,7.68e-54,177
BAB_RS28540,AYT27_RS01235,40.756,238,127,4,21,244,24,261,4.99e-50,167
BAB_RS28550,AYT27_RS02050,66.555,299,100,0,1,299,1,299,2.02e-140,394
BAB_RS28555,AYT27_RS02045,70.715,601,175,1,8,607,5,605,0.0,879
BAB_RS28560,AYT27_RS02040,54.113,231,106,0,1,231,4,234,6.94e-86,251
BAB_RS28565,AYT27_RS02035,65.440,489,169,0,1,489,1,489,0.0,689
BAB_RS28570,AYT27_RS02775,33.200,250,160,3,1,249,1,244,1.05e-37,128
BAB_RS28590,AYT27_RS04150,37.333,150,93,1,3,152,1,149,4.22e-34,113
BAB_RS28605,AYT27_RS02030,53.318,422,196,1,5,426,5,425,1.29e-165,468
BAB_RS28615,AYT27_RS02025,78.070,456,100,0,21,476,20,475,0.0,748
BAB_RS28630,AYT27_RS05920,48.529,68,35,0,1,68,1,68,2.86e-12,62.0
BAB_RS28635,AYT27_RS06210,56.735,490,165,2,10,499,10,452,0.0,552
BAB_RS28640,AYT27_RS02065,70.022,457,137,0,1,457,1,457,0.0,685
BAB_RS28645,AYT27_RS02060,54.508,244,111,0,1,244,1,244,5.30e-89,259
BAB_RS28665,AYT27_RS06430,23.894,339,179,10,16,286,15,342,3.84e-21,87.8
BAB_RS28675,AYT27_RS02560,40.345,290,163,3,50,330,73,361,6.60e-45,153
BAB_RS28680,AYT27_RS02555,31.855,248,155,4,2,238,1,245,1.71e-34,121
BAB_RS28695,AYT27_RS00960,29.064,203,140,2,69,269,78,278,3.39e-15,69.7
BAB_RS28700,AYT27_RS00965,25.000,288,212,2,2,288,9,293,8.30e-31,113
BAB_RS28705,AYT27_RS00970,23.625,309,211,9,125,411,130,435,1.04e-09,55.5
BAB_RS28710,AYT27_RS02775,28.916,249,156,7,6,242,3,242,6.49e-25,95.5
BAB_RS28715,AYT27_RS00955,46.264,348,174,4,4,347,4,342,6.56e-107,313
BAB_RS28740,AYT27_RS06570,38.667,225,137,1,26,250,25,248,1.35e-49,166
BAB_RS28760,AYT27_RS08600,36.275,102,43,2,62,145,61,158,2.54e-18,72.8
BAB_RS28770,AYT27_RS02025,29.847,392,245,7,69,447,93,467,6.68e-51,175
BAB_RS28785,AYT27_RS03325,27.309,249,151,12,41,276,74,305,3.11e-11,60.5
BAB_RS28790,AYT27_RS08340,58.696,46,19,0,1,46,1,46,1.16e-15,59.3
BAB_RS28795,AYT27_RS06520,65.205,365,127,0,3,367,8,372,7.31e-178,494
BAB_RS28800,AYT27_RS06515,63.115,122,45,0,1,122,1,122,5.14e-54,161
BAB_RS28805,AYT27_RS06510,69.231,923,284,0,6,928,5,927,0.0,1307
BAB_RS28810,AYT27_RS04150,32.867,143,95,1,10,152,1,142,2.00e-24,89.4
BAB_RS28815,AYT27_RS01985,27.570,428,277,12,606,1011,43,459,8.60e-38,144
BAB_RS28830,AYT27_RS00955,45.494,233,126,1,9,240,4,236,6.46e-71,221
BAB_RS28835,AYT27_RS07800,37.441,211,122,4,43,250,36,239,1.08e-34,121
BAB_RS28850,AYT27_RS05575,24.960,621,404,22,5,602,15,596,6.86e-30,120
BAB_RS28865,AYT27_RS06150,24.776,335,211,9,1,317,1,312,1.19e-21,89.4
BAB_RS28880,AYT27_RS04460,30.000,130,76,4,18,140,7,128,8.77e-10,50.8
BAB_RS28890,AYT27_RS02845,54.940,415,187,0,10,424,12,426,9.78e-152,433
BAB_RS28905,AYT27_RS04405,50.581,172,79,4,4,173,7,174,6.39e-52,160
BAB_RS28920,AYT27_RS00955,41.102,236,132,3,24,256,4,235,2.37e-56,184
BAB_RS28940,AYT27_RS06735,40.187,107,63,1,1,107,1,106,1.29e-26,91.3
BAB_RS28960,AYT27_RS00965,26.441,295,190,9,8,288,10,291,8.48e-20,83.2
BAB_RS28970,AYT27_RS00960,27.717,184,129,2,16,197,99,280,1.13e-17,75.1
BAB_RS28975,AYT27_RS00955,42.473,372,183,6,1,369,1,344,9.97e-99,293
BAB_RS28985,AYT27_RS06435,24.943,437,291,11,4,425,21,435,7.79e-27,108
BAB_RS28990,AYT27_RS00810,78.855,227,48,0,14,240,10,236,2.19e-138,384
BAB_RS28995,AYT27_RS00805,68.196,327,104,0,175,501,103,429,1.63e-167,476
BAB_RS29000,AYT27_RS03280,40.816,245,140,1,1,245,16,255,2.30e-67,205
BAB_RS29005,AYT27_RS03285,33.617,235,136,4,1,218,2,233,1.30e-34,119
BAB_RS29010,AYT27_RS03295,31.008,258,161,6,5,255,2,249,1.75e-34,120
BAB_RS29025,AYT27_RS02555,29.661,236,148,5,16,239,16,245,2.82e-31,112
BAB_RS29030,AYT27_RS06655,38.776,147,81,4,2,144,3,144,1.11e-24,97.4
BAB_RS29035,AYT27_RS02560,29.393,313,201,7,20,316,53,361,1.98e-26,103
BAB_RS29040,AYT27_RS06645,46.183,262,138,3,20,279,6,266,1.49e-77,235
BAB_RS29045,AYT27_RS01985,55.579,475,210,1,6,480,1,474,0.0,560
BAB_RS29065,AYT27_RS05110,23.860,285,180,12,23,275,65,344,6.73e-08,48.5
BAB_RS29100,AYT27_RS02110,56.441,590,255,1,1,588,1,590,0.0,673
BAB_RS29105,AYT27_RS00955,55.301,349,150,5,4,351,4,347,4.52e-130,372
BAB_RS29110,AYT27_RS00960,54.770,283,127,1,1,282,1,283,1.94e-98,286
BAB_RS29115,AYT27_RS00965,57.143,287,123,0,6,292,8,294,1.46e-121,346
BAB_RS29120,AYT27_RS00970,45.047,424,227,4,9,426,7,430,3.57e-134,389
BAB_RS29135,AYT27_RS04240,37.021,235,138,3,6,233,4,235,5.43e-47,152
BAB_RS29140,AYT27_RS04245,35.317,252,152,3,3,245,4,253,1.81e-45,149
BAB_RS29145,AYT27_RS04250,23.846,260,161,5,30,265,18,264,1.14e-10,57.4
BAB_RS29150,AYT27_RS04255,25.296,253,178,3,48,289,104,356,6.88e-10,54.7
BAB_RS29155,AYT27_RS04260,23.274,391,258,15,1,366,3,376,3.90e-08,50.1
BAB_RS29160,AYT27_RS04945,28.571,322,211,9,35,344,24,338,4.88e-18,80.5
BAB_RS29185,AYT27_RS05920,24.684,158,104,3,2,146,1,156,1.13e-08,50.8
BAB_RS29235,AYT27_RS03295,47.984,248,129,0,10,257,3,250,3.16e-88,258
BAB_RS29240,AYT27_RS03295,49.603,252,125,1,2,253,1,250,2.10e-91,266
BAB_RS29260,AYT27_RS05445,96.000,25,1,0,1,25,1,25,1.98e-11,47.0
BAB_RS29265,AYT27_RS00025,31.034,174,109,7,26,190,2,173,4.65e-16,70.5
BAB_RS29295,AYT27_RS05440,83.333,24,4,0,1,24,1,24,5.17e-09,40.8
BAB_RS29310,AYT27_RS05940,32.258,93,61,2,38,129,64,155,4.43e-08,45.8
BAB_RS29320,AYT27_RS04010,75.833,120,29,0,1,120,1,120,8.53e-66,191
BAB_RS29325,AYT27_RS05965,32.203,118,77,1,4,121,14,128,4.89e-15,70.1
BAB_RS29330,AYT27_RS04165,87.273,55,7,0,1,55,1,55,4.94e-31,98.2
BAB_RS29350,AYT27_RS04180,52.710,738,342,1,32,769,19,749,0.0,837
BAB_RS29355,AYT27_RS04185,71.363,866,227,4,1,862,1,849,0.0,1281
BAB_RS29365,AYT27_RS04195,52.658,395,177,3,2,388,4,396,1.22e-134,387
BAB_RS29370,AYT27_RS04200,60.317,189,69,3,19,201,20,208,6.29e-70,208
BAB_RS29375,AYT27_RS04205,65.012,423,148,0,4,426,5,427,0.0,585
BAB_RS29380,AYT27_RS04210,75.399,313,77,0,1,313,1,313,0.0,500
BAB_RS29385,AYT27_RS04215,38.534,532,317,5,17,541,13,541,1.43e-116,351
BAB_RS29390,AYT27_RS04220,65.385,156,54,0,1,156,1,156,2.10e-75,218
BAB_RS29400,AYT27_RS04225,71.579,95,27,0,1,95,1,95,1.80e-45,137
BAB_RS29405,AYT27_RS04230,76.673,493,115,0,1,493,1,493,0.0,773
BAB_RS29415,AYT27_RS04030,71.857,700,181,4,1,699,1,685,0.0,1044
BAB_RS29425,AYT27_RS04035,62.009,229,83,1,24,248,12,240,3.78e-111,316
BAB_RS29430,AYT27_RS07075,25.000,264,191,4,213,470,67,329,1.23e-23,97.4
BAB_RS29435,AYT27_RS08600,37.755,98,54,2,76,166,61,158,6.44e-17,69.7
BAB_RS29440,AYT27_RS04335,96.000,25,1,0,1,25,1,25,1.01e-11,47.4
BAB_RS29450,AYT27_RS05530,26.059,307,221,5,25,327,2,306,6.19e-24,99.4
BAB_RS29455,AYT27_RS05075,60.729,247,95,1,1,247,2,246,8.37e-110,313
BAB_RS29460,AYT27_RS05070,64.653,447,158,0,4,450,2,448,0.0,601
BAB_RS29465,AYT27_RS05065,66.227,607,205,0,1,607,1,607,0.0,857
BAB_RS29470,AYT27_RS05030,62.251,702,265,0,1,702,1,702,0.0,883
BAB_RS29475,AYT27_RS04505,52.809,89,42,0,1,89,1,89,9.90e-32,103
BAB_RS29480,AYT27_RS04500,65.240,1168,401,2,1,1168,1,1163,0.0,1615
BAB_RS29495,AYT27_RS04495,56.126,604,255,1,8,611,8,601,0.0,729
BAB_RS29500,AYT27_RS04490,48.756,201,103,0,1,201,1,201,2.97e-67,201
BAB_RS29510,AYT27_RS04390,53.708,391,181,0,12,402,10,400,2.26e-155,442
BAB_RS29515,AYT27_RS04385,76.132,243,58,0,19,261,28,270,2.50e-137,384
BAB_RS29520,AYT27_RS03835,37.391,230,115,4,30,230,27,256,1.15e-36,128
BAB_RS29530,AYT27_RS03280,28.000,225,154,4,3,221,9,231,8.89e-28,107
BAB_RS29550,AYT27_RS04325,80.092,437,87,0,1,437,1,437,0.0,748
BAB_RS29570,AYT27_RS03020,66.667,147,47,1,1,147,1,145,6.37e-68,199
BAB_RS29580,AYT27_RS04700,88.000,25,3,0,1,25,1,25,1.22e-10,45.1
BAB_RS29675,AYT27_RS06190,25.386,453,290,13,1,426,1,432,2.96e-29,117
BAB_RS29680,AYT27_RS06190,25.281,534,327,23,5,496,12,515,1.73e-26,108
BAB_RS29685,AYT27_RS01225,27.297,370,205,6,1,307,1,369,4.16e-38,134
BAB_RS29690,AYT27_RS06180,35.586,222,141,1,155,376,90,309,6.13e-38,134
BAB_RS29695,AYT27_RS01235,51.321,530,254,3,5,530,3,532,0.0,551
BAB_RS29715,AYT27_RS05620,27.835,194,117,6,51,226,52,240,1.84e-13,67.4
BAB_RS29725,AYT27_RS01990,57.998,819,277,14,40,814,41,836,0.0,886
BAB_RS29730,AYT27_RS08325,48.729,236,108,3,3,225,25,260,5.83e-78,231
BAB_RS29735,AYT27_RS08625,39.241,474,269,7,1,461,1,468,2.76e-109,327
BAB_RS29740,AYT27_RS08630,31.019,432,260,8,6,430,5,405,1.08e-58,193
BAB_RS29745,AYT27_RS02985,40.426,329,175,3,1,325,131,442,6.88e-76,236
BAB_RS29750,AYT27_RS02980,29.063,320,212,6,71,378,28,344,2.54e-32,120
BAB_RS29760,AYT27_RS00955,58.197,244,101,1,1,243,1,244,2.03e-102,301
BAB_RS29765,AYT27_RS06150,29.268,164,91,5,69,225,62,207,3.26e-12,62.4
BAB_RS29770,AYT27_RS00960,25.448,279,195,5,5,273,3,278,1.69e-16,73.6
BAB_RS29775,AYT27_RS00965,21.724,290,210,8,24,310,18,293,8.24e-13,63.5
BAB_RS29815,AYT27_RS00240,35.648,216,124,4,341,542,345,559,5.92e-28,113
BAB_RS29820,AYT27_RS00240,28.021,389,263,8,178,560,174,551,1.08e-40,151
BAB_RS29830,AYT27_RS08570,36.792,106,67,0,6,111,4,109,7.02e-22,80.5
BAB_RS29835,AYT27_RS08575,55.914,93,41,0,1,93,1,93,3.63e-33,106
BAB_RS29840,AYT27_RS08580,40.994,161,94,1,1,160,1,161,4.60e-40,129
BAB_RS29845,AYT27_RS08585,61.719,512,194,2,18,529,19,528,0.0,587
BAB_RS29850,AYT27_RS08590,65.766,111,38,0,1,111,1,111,2.44e-52,156
BAB_RS29855,AYT27_RS08595,64.513,975,340,4,1,972,1,972,0.0,1239
BAB_RS29895,AYT27_RS00540,25.708,424,272,13,1,416,1,389,1.87e-34,128
BAB_RS29900,AYT27_RS03935,32.927,328,204,4,6,325,4,323,1.45e-58,187
BAB_RS29960,AYT27_RS05965,41.921,229,125,5,6,234,14,234,1.47e-54,171
BAB_RS29965,AYT27_RS05970,33.213,277,169,6,199,467,177,445,2.01e-39,144
BAB_RS29970,AYT27_RS07975,43.243,333,173,2,12,344,12,328,1.05e-90,271
BAB_RS29975,AYT27_RS07980,41.833,502,292,0,8,509,12,513,1.64e-120,362
BAB_RS29990,AYT27_RS00955,39.352,216,123,4,3,213,4,216,1.54e-42,144
BAB_RS30060,AYT27_RS00375,41.463,164,93,1,1,161,1,164,2.56e-43,137
BAB_RS30080,AYT27_RS08055,25.743,202,125,5,38,215,74,274,8.51e-14,66.2
BAB_RS30085,AYT27_RS08055,36.093,302,180,5,1,290,317,617,1.80e-45,159
BAB_RS30110,AYT27_RS05920,32.653,98,66,0,1,98,5,102,5.40e-09,52.0
BAB_RS30190,AYT27_RS06215,21.720,465,323,15,77,511,81,534,1.17e-13,68.9
BAB_RS30195,AYT27_RS06185,32.653,294,175,3,1,273,66,357,7.16e-51,166
BAB_RS30200,AYT27_RS06180,34.397,282,183,1,5,286,29,308,1.26e-50,165
BAB_RS30205,AYT27_RS02590,28.782,271,182,5,6,270,4,269,2.26e-17,76.6
BAB_RS30210,AYT27_RS01235,50.617,243,115,1,26,268,24,261,2.79e-78,245
BAB_RS30215,AYT27_RS01235,46.639,238,125,2,23,259,298,534,1.87e-70,224
BAB_RS30220,AYT27_RS06150,24.923,325,214,8,4,315,5,312,2.91e-22,91.3
BAB_RS30230,AYT27_RS03835,28.475,295,168,10,36,318,26,289,1.91e-17,78.2
BAB_RS30235,AYT27_RS04260,22.546,377,249,10,20,383,22,368,7.61e-11,58.5
BAB_RS30240,AYT27_RS01985,31.739,460,298,7,22,472,22,474,2.06e-70,227
BAB_RS30250,AYT27_RS00015,32.937,252,150,6,11,251,18,261,5.69e-29,107
BAB_RS30255,AYT27_RS02775,32.669,251,150,7,20,264,7,244,3.60e-32,114
BAB_RS30260,AYT27_RS04240,41.631,233,136,0,1,233,3,235,6.50e-72,215
BAB_RS30265,AYT27_RS04245,37.209,258,139,5,362,601,1,253,4.16e-46,159
BAB_RS30270,AYT27_RS04255,29.108,213,125,7,75,269,131,335,8.57e-13,63.5
BAB_RS30275,AYT27_RS04260,24.297,391,269,13,1,387,1,368,8.56e-14,67.8
BAB_RS30280,AYT27_RS03835,29.321,324,191,5,33,328,27,340,1.18e-27,106
BAB_RS30330,AYT27_RS00945,77.027,518,118,1,3,520,2,518,0.0,842
BAB_RS30345,AYT27_RS00940,54.079,429,196,1,1,429,1,428,1.36e-159,453
BAB_RS30350,AYT27_RS07280,31.214,173,108,5,36,205,23,187,1.53e-17,73.2
BAB_RS30365,AYT27_RS05920,32.258,124,76,3,6,125,9,128,1.23e-09,53.9
BAB_RS30375,AYT27_RS00935,83.636,495,79,1,1,493,1,495,0.0,825
BAB_RS30390,AYT27_RS07655,26.873,387,239,11,8,373,6,369,9.23e-21,90.1
BAB_RS30405,AYT27_RS02320,30.833,240,159,4,272,507,712,948,4.38e-32,127
BAB_RS30440,AYT27_RS00675,24.432,352,234,9,60,409,53,374,4.82e-13,65.5
BAB_RS30450,AYT27_RS00680,25.949,316,213,6,5,315,22,321,5.24e-17,82.0
BAB_RS30480,AYT27_RS00955,44.483,290,140,3,6,291,4,276,3.91e-77,237
BAB_RS30495,AYT27_RS04605,96.000,25,1,0,1,25,1,25,1.81e-12,49.3
BAB_RS30510,AYT27_RS08695,25.940,266,160,11,3,248,5,253,3.06e-09,52.0
BAB_RS30520,AYT27_RS01005,77.707,314,70,0,16,329,11,324,0.0,521
BAB_RS30525,AYT27_RS01000,78.329,706,153,0,33,738,11,716,0.0,1178
BAB_RS30530,AYT27_RS00995,54.198,131,59,1,1,131,1,130,1.68e-45,140
BAB_RS30535,AYT27_RS00990,68.493,73,23,0,1,73,1,73,5.21e-37,114
BAB_RS30540,AYT27_RS01090,57.113,478,205,0,1,478,62,539,0.0,546
BAB_RS30550,AYT27_RS06150,24.638,276,161,9,2,275,4,234,2.43e-08,50.4
BAB_RS30560,AYT27_RS00955,52.249,289,129,5,1,281,1,288,3.92e-97,287
BAB_RS30565,AYT27_RS00960,29.167,192,113,6,16,196,99,278,8.87e-14,64.3
BAB_RS30570,AYT27_RS00965,28.269,283,179,6,32,309,18,281,3.81e-23,94.4
BAB_RS30600,AYT27_RS01030,31.298,131,76,4,157,286,160,277,1.34e-10,57.0
BAB_RS30640,AYT27_RS00955,38.342,193,116,1,37,226,19,211,1.17e-38,134
BAB_RS30685,AYT27_RS00430,33.488,215,129,7,31,234,11,222,1.48e-27,104
BAB_RS30710,AYT27_RS00240,27.723,202,121,7,401,581,362,559,1.22e-10,59.7
BAB_RS30730,AYT27_RS02775,29.167,216,152,1,5,220,4,218,1.62e-19,80.5
BAB_RS30740,AYT27_RS04240,30.151,199,130,4,15,210,3,195,1.06e-29,108
BAB_RS30790,AYT27_RS04420,35.052,97,63,0,4,100,31,127,4.56e-20,75.1
BAB_RS30860,AYT27_RS02590,26.407,231,159,6,5,232,1,223,2.17e-10,56.2
BAB_RS30890,AYT27_RS00025,33.607,122,74,4,74,193,4,120,1.25e-08,50.4
BAB_RS30905,AYT27_RS01235,45.887,231,124,1,29,259,298,527,8.87e-67,213
BAB_RS30910,AYT27_RS01235,43.893,262,145,1,5,264,4,265,6.51e-66,213
BAB_RS30915,AYT27_RS06180,37.931,261,162,0,21,281,48,308,1.36e-54,175
BAB_RS30920,AYT27_RS06185,33.639,327,189,5,9,310,32,355,2.35e-52,172
BAB_RS30925,AYT27_RS06190,24.938,405,276,11,20,398,29,431,1.46e-26,108
BAB_RS30930,AYT27_RS02775,28.685,251,168,5,3,252,4,244,1.07e-22,89.4
BAB_RS30935,AYT27_RS01985,35.443,474,296,7,25,493,8,476,7.49e-78,247
BAB_RS30945,AYT27_RS06435,26.585,410,280,12,33,429,29,430,2.04e-24,101
BAB_RS30950,AYT27_RS08500,96.000,25,1,0,1,25,1,25,1.13e-10,45.1
BAB_RS30965,AYT27_RS06285,88.636,44,5,0,1,44,1,44,7.62e-16,59.3
BAB_RS30970,AYT27_RS06290,59.483,116,45,1,4,119,3,116,1.05e-40,129
BAB_RS30975,AYT27_RS06295,59.581,621,224,7,1,607,1,608,0.0,727
BAB_RS30980,AYT27_RS06300,73.500,200,53,0,61,260,10,209,6.35e-107,305
BAB_RS30985,AYT27_RS00340,81.597,288,53,0,8,295,13,300,3.63e-176,484
BAB_RS30995,AYT27_RS00360,65.455,275,95,0,2,276,12,286,2.23e-143,400
BAB_RS31000,AYT27_RS00355,75.000,280,70,0,5,284,3,282,2.29e-162,448
BAB_RS31010,AYT27_RS00260,60.759,395,150,2,1,395,1,390,6.13e-174,486
BAB_RS31020,AYT27_RS00365,61.134,247,96,0,1,247,1,247,1.69e-117,332
BAB_RS31025,AYT27_RS00370,58.013,312,122,2,1,306,3,311,5.40e-127,361
BAB_RS31030,AYT27_RS00375,56.000,175,77,0,1,175,1,175,4.93e-76,221
BAB_RS31035,AYT27_RS00380,60.506,395,144,3,18,407,7,394,1.03e-175,492
BAB_RS31055,AYT27_RS00350,86.644,599,80,0,1,599,1,599,0.0,1094
BAB_RS31060,AYT27_RS00165,46.440,323,168,1,8,325,7,329,1.54e-107,313
BAB_RS31070,AYT27_RS06305,62.174,230,87,0,1,230,1,230,7.09e-112,316
BAB_RS31100,AYT27_RS00240,38.502,574,351,2,19,591,13,585,1.02e-139,415
BAB_RS31105,AYT27_RS06310,59.551,267,107,1,12,278,1,266,8.98e-108,309
BAB_RS31110,AYT27_RS06315,71.707,205,58,0,1,205,1,205,7.95e-115,322
BAB_RS31140,AYT27_RS01985,26.712,438,271,13,22,435,56,467,3.05e-36,135
BAB_RS31145,AYT27_RS00035,55.639,266,117,1,9,273,20,285,8.33e-109,313
BAB_RS31150,AYT27_RS00930,30.488,164,101,3,131,283,78,239,9.84e-13,65.5
BAB_RS31165,AYT27_RS00120,78.958,518,109,0,7,524,8,525,0.0,860
BAB_RS31170,AYT27_RS00190,57.778,405,170,1,1,405,54,457,1.98e-167,474
BAB_RS31175,AYT27_RS00195,63.757,527,188,2,1,526,1,525,0.0,693
BAB_RS31180,AYT27_RS00200,68.627,255,80,0,15,269,6,260,3.24e-136,380
BAB_RS31200,AYT27_RS01425,24.762,105,78,1,1,105,1,104,3.69e-08,43.5
BAB_RS31205,AYT27_RS00715,93.333,30,2,0,1,30,1,30,2.01e-16,59.7
BAB_RS31220,AYT27_RS01985,33.612,479,299,8,9,477,6,475,1.93e-90,280
BAB_RS31230,AYT27_RS01235,45.038,262,140,3,3,262,268,527,1.36e-74,235
BAB_RS31235,AYT27_RS06175,48.276,261,131,4,10,269,5,262,3.08e-73,224
BAB_RS31240,AYT27_RS06180,45.794,107,57,1,112,217,203,309,1.54e-26,99.8
BAB_RS31245,AYT27_RS06185,41.071,336,192,4,4,335,24,357,1.03e-83,253
BAB_RS31255,AYT27_RS02990,33.333,174,96,4,1,154,1,174,4.23e-21,90.5
BAB_RS31260,AYT27_RS06190,26.824,425,273,16,9,411,3,411,1.07e-32,127
BAB_RS31265,AYT27_RS02985,32.012,328,215,5,328,651,134,457,5.54e-46,165
BAB_RS31280,AYT27_RS04380,25.888,197,134,4,41,231,21,211,6.32e-11,57.8
BAB_RS31300,AYT27_RS06185,39.210,329,178,3,6,312,29,357,2.65e-68,213
BAB_RS31305,AYT27_RS06180,39.236,288,172,2,5,291,23,308,2.65e-66,206
BAB_RS31310,AYT27_RS01235,45.525,257,139,1,10,265,4,260,5.50e-69,220
BAB_RS31315,AYT27_RS01235,45.652,230,122,3,44,272,298,525,1.83e-58,193
BAB_RS31330,AYT27_RS06215,24.515,412,269,15,13,392,11,412,6.41e-22,94.7
BAB_RS31335,AYT27_RS06185,33.333,321,209,3,16,333,39,357,9.76e-56,181
BAB_RS31340,AYT27_RS06180,40.079,252,149,1,20,271,52,301,5.08e-56,179
BAB_RS31345,AYT27_RS01235,41.197,284,160,4,1,279,4,285,3.21e-64,208
BAB_RS31350,AYT27_RS06170,39.286,252,144,4,4,254,6,249,2.18e-60,190
BAB_RS31360,AYT27_RS04230,26.908,498,307,13,2,459,3,483,1.11e-28,114
BAB_RS31380,AYT27_RS00955,39.785,279,153,3,14,289,4,270,1.92e-63,202
BAB_RS31385,AYT27_RS00540,23.473,311,200,12,43,330,19,314,7.27e-11,58.9
BAB_RS31435,AYT27_RS07020,100.000,25,0,0,1,25,1,25,3.69e-12,48.5
BAB_RS31440,AYT27_RS07025,78.378,37,8,0,2,38,2,38,1.19e-13,53.1
BAB_RS31445,AYT27_RS07030,90.829,567,50,1,377,941,341,907,0.0,961
BAB_RS31455,AYT27_RS07035,100.000,25,0,0,1,25,1,25,5.17e-13,50.8
BAB_RS31460,AYT27_RS07040,92.000,25,2,0,1,25,1,25,6.23e-09,40.4
BAB_RS31465,AYT27_RS07045,90.342,497,47,1,1,496,1,497,0.0,838
BAB_RS31475,AYT27_RS03020,31.111,90,61,1,2,91,3,91,4.48e-11,53.5
BAB_RS31480,AYT27_RS06615,33.766,308,155,9,4,293,10,286,3.19e-46,158
BAB_RS31485,AYT27_RS00975,24.555,281,172,6,58,334,61,305,2.44e-18,79.7
BAB_RS31490,AYT27_RS00085,33.929,224,128,8,24,229,36,257,3.08e-29,108
BAB_RS31495,AYT27_RS00435,29.435,248,161,4,33,270,21,264,1.71e-21,87.4
