Melitensis16M|Q.,S_meliloti|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BME_RS08650,SM_b20941,63.472,386,133,2,5,384,5,388,3.21e-165,482
BME_RS08655,SMc04401,32.628,331,222,1,6,335,4,334,6.75e-44,152
BME_RS08660,SMc02688,74.038,104,27,0,12,115,9,112,3.17e-55,166
BME_RS08665,SMa1296,62.832,339,121,3,4,339,2,338,6.99e-155,436
BME_RS08670,SMc02689,81.764,499,91,0,7,505,4,502,0.0,867
BME_RS08675,SMc02690,53.774,318,142,4,4,318,2,317,1.34e-103,304
BME_RS08680,SMc02520,68.064,501,155,2,3,500,3,501,0.0,673
BME_RS08685,SMc02521,74.603,252,64,0,1,252,1,252,4.20e-138,386
BME_RS08690,SM_b21080,39.827,231,123,4,23,238,27,256,3.96e-52,168
BME_RS08695,SM_b21079,38.235,238,147,0,9,246,2,239,4.15e-58,182
BME_RS08700,SMc00126,88.000,25,3,0,1,25,1,25,3.44e-09,42.7
BME_RS08705,SMc01952,55.294,255,110,2,19,271,4,256,2.19e-89,264
BME_RS08710,SM_b21224,64.007,614,221,0,18,631,16,629,0.0,829
BME_RS08715,SM_b21223,78.523,298,64,0,9,306,2,299,0.0,501
BME_RS08720,SM_b20379,56.858,452,195,0,1,452,1,452,0.0,527
BME_RS08725,SMc00170,33.158,190,114,5,53,235,59,242,1.20e-20,84.7
BME_RS08730,SMc03112,81.789,1252,223,2,3,1253,2,1249,0.0,2121
BME_RS08735,SMc00979,49.573,117,42,3,27,128,22,136,4.13e-18,72.4
BME_RS08745,SM_b20708,38.272,162,99,1,8,168,6,167,1.45e-32,113
BME_RS08755,SMc02123,40.476,168,95,3,7,172,2,166,3.13e-35,119
BME_RS08760,SMc00092,35.321,218,131,4,42,251,46,261,2.47e-32,116
BME_RS08765,SMc02124,76.143,503,120,0,1,503,1,503,0.0,799
BME_RS08770,SMc01054,61.364,88,34,0,1,88,1,88,1.83e-31,104
BME_RS08775,SMc01053,66.017,462,157,0,9,470,2,463,0.0,608
BME_RS08780,SMc00418,67.544,114,37,0,7,120,9,122,2.71e-47,146
BME_RS08785,SMc00416,62.000,300,110,3,2,299,7,304,1.91e-118,340
BME_RS08790,SMc01147,65.789,380,130,0,25,404,14,393,0.0,516
BME_RS08795,SMc01146,74.057,212,55,0,1,212,1,212,7.67e-114,322
BME_RS08810,SMc01144,78.571,238,51,0,1,238,1,238,2.29e-145,403
BME_RS08815,SMc01143,67.797,354,113,1,4,356,6,359,2.42e-178,496
BME_RS08820,SMc01142,68.306,183,50,3,43,223,26,202,2.71e-85,249
BME_RS08825,SMc00330,58.852,209,85,1,3,210,3,211,1.65e-79,234
BME_RS08830,SMc02846,69.697,330,100,0,1,330,1,330,9.65e-171,475
BME_RS08835,SMc02882,64.502,231,82,0,1,231,1,231,1.93e-91,267
BME_RS08840,SMc02843,74.899,247,58,1,2,248,11,253,7.03e-133,373
BME_RS08845,SMc02842,53.472,144,67,0,7,150,6,149,2.90e-46,146
BME_RS08850,SMc01106,73.427,143,35,1,1,140,1,143,4.74e-76,220
BME_RS08855,SMc01107,50.000,76,38,0,6,81,10,85,3.01e-27,92.4
BME_RS08860,SMc01141,69.481,154,47,0,1,154,1,154,1.64e-75,219
BME_RS08865,SMc01140,59.474,190,74,2,1,189,1,188,3.27e-82,239
BME_RS08870,SMc01139,58.153,509,197,4,1,495,1,507,0.0,593
BME_RS08875,SMc01138,79.424,243,50,0,35,277,28,270,2.05e-141,396
BME_RS08880,SMc01137,41.520,171,80,4,39,207,32,184,2.31e-39,131
BME_RS08885,SMc01136,35.897,195,123,2,41,234,27,220,1.66e-37,128
BME_RS08890,SMc01135,50.313,320,151,4,4,318,2,318,1.95e-98,291
BME_RS08895,SMc01134,83.516,91,15,0,1,91,1,91,9.19e-53,157
BME_RS08900,SMc01133,50.962,104,51,0,4,107,3,106,5.72e-34,111
BME_RS08910,SMc01130,66.548,281,94,0,14,294,5,285,8.38e-136,383
BME_RS08915,SMc01129,53.020,149,69,1,9,157,15,162,8.41e-52,160
BME_RS08920,SMc01127,60.687,262,103,0,19,280,30,291,1.28e-116,334
BME_RS08925,SMc01125,71.914,883,245,2,25,905,30,911,0.0,1219
BME_RS08935,SMc01126,70.571,350,103,0,1,350,410,759,1.53e-179,514
BME_RS08940,SMc01124,65.435,920,315,2,1,920,1,917,0.0,1222
BME_RS08945,SMc01123,81.298,524,98,0,1,524,1,524,0.0,788
BME_RS08950,SMc01121,71.469,354,101,0,1,354,1,354,0.0,529
BME_RS08955,SMc01120,64.417,163,57,1,18,179,1,163,9.61e-71,209
BME_RS08960,SMc01119,75.789,190,44,1,1,190,1,188,2.18e-105,298
BME_RS08965,SMc02582,55.357,224,82,5,1,206,55,278,6.43e-81,240
BME_RS08970,SMc02583,64.516,155,55,0,1,155,1,155,3.56e-69,204
BME_RS08975,SMc02584,77.778,180,40,0,8,187,15,194,6.74e-103,291
BME_RS08990,SMc02585,58.213,414,173,0,11,424,11,424,3.09e-164,466
BME_RS08995,SMc02586,63.212,193,71,0,1,193,628,820,1.96e-86,268
BME_RS09000,SMc02586,63.211,598,216,2,46,640,1,597,0.0,660
BME_RS09010,SMc01270,72.872,376,95,2,1,370,1,375,0.0,560
BME_RS09020,SMc01272,46.970,198,101,2,6,203,8,201,1.59e-53,169
BME_RS09025,SMc01273,67.754,276,89,0,1,276,1,276,3.43e-144,403
BME_RS09030,SMc02782,78.133,814,174,2,1,813,1,811,0.0,1293
BME_RS09035,SMc01090,54.930,568,240,5,7,573,7,559,0.0,594
BME_RS09040,SMc02850,75.224,1005,221,4,1,978,1,1004,0.0,1539
BME_RS09045,SMc02852,77.223,461,101,1,9,469,8,464,0.0,751
BME_RS09050,SMc00342,69.756,205,61,1,2,205,4,208,5.35e-103,293
BME_RS09055,SMc00604,35.498,231,122,8,3,228,4,212,1.83e-22,89.0
BME_RS09060,SMc00604,33.906,233,127,7,2,230,3,212,1.08e-20,84.3
BME_RS09065,SMc02856,59.307,693,250,5,9,675,22,708,0.0,786
BME_RS09070,SMa1757,62.353,255,92,4,15,268,5,256,6.40e-102,295
BME_RS09075,SMc02164,62.745,306,114,0,1,306,1,306,2.16e-134,381
BME_RS09080,SMc01426,60.417,240,95,0,1,240,1,240,7.99e-109,311
BME_RS09085,SMc04271,31.379,290,168,12,9,272,11,295,6.25e-16,73.6
BME_RS09090,SMc02276,82.719,434,75,0,1,434,1,434,0.0,749
BME_RS09095,SMc04382,53.751,2839,1267,13,29,2852,25,2832,0.0,3090
BME_RS09100,SM_b21130,73.973,365,88,2,1,358,1,365,0.0,544
BME_RS09105,SM_b21131,75.347,288,67,1,1,284,3,290,1.06e-141,398
BME_RS09110,SM_b21132,70.833,288,84,0,1,288,1,288,1.22e-130,370
BME_RS09115,SM_b21133,68.622,341,100,2,7,342,3,341,3.85e-165,462
BME_RS09130,SMc02317,49.612,129,64,1,7,134,1,129,2.89e-45,141
BME_RS09135,SMc02235,69.231,78,24,0,1,78,1,78,1.67e-40,125
BME_RS09140,SM_b20934,35.000,120,71,2,1,117,1,116,2.48e-13,60.8
BME_RS09150,SMc04045,83.633,611,100,0,1,611,1,611,0.0,1055
BME_RS09155,SMc03851,57.609,184,73,2,18,200,20,199,4.55e-73,217
BME_RS09165,SMc03849,76.349,241,57,0,13,253,13,253,1.10e-137,385
BME_RS09170,SMc03848,72.398,221,59,1,1,221,1,219,5.23e-91,264
BME_RS09175,SMc03847,52.427,206,93,2,1,201,1,206,3.81e-70,210
BME_RS09180,SMc03846,82.848,892,153,0,4,895,5,896,0.0,1528
BME_RS09185,SMc03845,44.196,224,115,4,17,234,43,262,2.18e-59,186
BME_RS09190,SMc03844,67.327,101,33,0,33,133,36,136,5.31e-48,148
BME_RS09195,SMc03840,53.488,172,77,3,3,173,4,173,2.21e-59,181
BME_RS09200,SMc03839,74.286,245,62,1,1,245,1,244,4.28e-130,365
BME_RS09205,SMc03838,60.142,843,330,3,9,850,26,863,0.0,903
BME_RS09210,SMc03837,76.842,190,44,0,9,198,5,194,1.56e-100,290
BME_RS09220,SMc03836,58.216,213,76,1,34,233,13,225,3.53e-85,250
BME_RS09225,SMc03835,76.705,176,41,0,1,176,1,176,2.00e-99,283
BME_RS09235,SMc03834,48.958,96,49,0,1,96,1,96,1.80e-30,101
BME_RS09240,SMc03833,52.893,121,57,0,1,121,1,121,2.43e-43,136
BME_RS09245,SMc03832,61.677,167,64,0,1,167,1,167,5.47e-76,222
BME_RS09255,SMc03831,85.455,385,56,0,27,411,26,410,0.0,707
BME_RS09265,SMc03827,52.356,191,91,0,29,219,23,213,5.34e-63,192
BME_RS09270,SMc03826,94.815,405,21,0,1,405,1,405,0.0,790
BME_RS09275,SMc01707,42.771,166,87,2,81,245,30,188,5.87e-41,136
BME_RS09290,SMc03790,33.166,199,109,4,98,280,111,301,4.68e-20,85.9
BME_RS09295,SMc03789,40.795,478,277,4,7,483,65,537,1.49e-111,338
BME_RS09300,SMc03788,51.502,1132,469,16,4,1077,7,1116,0.0,1083
BME_RS09305,SMc00455,51.942,206,97,1,9,212,6,211,8.03e-71,213
BME_RS09325,SMc02319,38.095,63,38,1,1,63,1,62,2.04e-09,45.8
BME_RS09330,SMc04240,62.441,213,80,0,17,229,16,228,2.01e-100,288
BME_RS09335,SMc02167,49.505,202,100,2,26,227,4,203,2.07e-65,199
BME_RS09345,SMa0557,47.959,294,153,0,1,294,1,294,3.78e-103,301
BME_RS09350,SMc03925,74.307,541,139,0,3,543,2,542,0.0,866
BME_RS09355,SMc00876,69.054,391,110,3,1,387,1,384,0.0,530
BME_RS09360,SMc00290,34.586,133,69,4,5,127,4,128,9.87e-13,58.9
BME_RS09370,SMc01242,48.494,332,163,4,1,332,1,324,3.34e-109,319
BME_RS09385,SM_b21516,50.633,237,102,6,8,240,7,232,6.23e-74,222
BME_RS09390,SMc03096,37.912,546,325,7,1039,1579,1333,1869,1.22e-101,358
BME_RS09395,SMc03097,37.147,638,380,8,3,639,1,618,3.96e-125,381
BME_RS09405,SM_b22024,52.846,123,52,3,3,121,13,133,1.50e-41,131
BME_RS09410,SM_b21489,57.672,189,79,1,21,209,22,209,1.44e-78,232
BME_RS09415,SM_b21488,68.645,657,205,1,1,657,11,666,0.0,940
BME_RS09420,SM_b21487,48.408,314,148,3,12,316,11,319,1.36e-114,335
BME_RS09425,SMc00519,44.340,318,177,0,3,320,3,320,2.38e-79,248
BME_RS09430,SMc02897,52.041,196,87,2,7,201,6,195,4.09e-61,189
BME_RS09435,SMc02898,72.131,244,67,1,3,246,5,247,9.99e-122,344
BME_RS09440,SMc02899,75.627,279,68,0,2,280,4,282,5.42e-163,451
BME_RS09445,SMc02903,46.918,292,149,4,1,287,1,291,9.71e-84,253
BME_RS09450,SMc02904,56.716,134,58,0,1,134,108,241,7.62e-53,164
BME_RS09455,SMc02905,61.120,607,222,5,9,602,19,624,0.0,702
BME_RS09460,SMc02906,70.093,107,32,0,1,107,1,107,1.97e-50,152
BME_RS09465,SMc02908,79.104,201,42,0,1,201,1,201,8.88e-119,333
BME_RS09470,SMc02909,59.184,392,160,0,36,427,21,412,4.75e-171,483
BME_RS09475,SM_b20123,31.776,214,146,0,1,214,3,216,2.65e-25,100
BME_RS09480,SMa1737,29.582,311,202,5,7,309,22,323,2.55e-27,107
BME_RS09485,SMc00335,86.949,567,73,1,1,566,1,567,0.0,978
BME_RS09490,SMc00334,73.077,208,56,0,9,216,3,210,1.06e-107,306
BME_RS09495,SMc00333,81.778,450,79,1,1,447,1,450,0.0,744
BME_RS09500,SMc00332,60.377,106,39,2,1,103,1,106,1.08e-26,94.4
BME_RS09505,SMc00435,96.000,25,1,0,1,25,1,25,1.01e-11,48.9
BME_RS09525,SM_b21121,82.768,383,66,0,10,392,5,387,0.0,642
BME_RS09530,SM_b21122,76.262,535,127,0,1,535,1,535,0.0,848
BME_RS09535,SM_b21124,61.457,659,248,3,19,671,1,659,0.0,757
BME_RS09540,SM_b21125,62.989,281,104,0,3,283,7,287,4.43e-127,361
BME_RS09555,SMc00078,68.750,368,115,0,1,368,1,368,0.0,528
BME_RS09570,SMc02832,48.976,586,289,6,27,608,33,612,0.0,576
BME_RS09575,SMc02832,37.308,587,344,9,39,611,38,614,3.98e-120,367
BME_RS09580,SMc02831,73.699,365,91,2,1,365,1,360,0.0,546
BME_RS09585,SMc02830,75.798,376,90,1,3,378,2,376,0.0,565
BME_RS09590,SMc02829,76.735,533,124,0,1,533,1,533,0.0,843
BME_RS09595,SMc02828,50.725,276,134,2,43,318,46,319,4.75e-90,269
BME_RS09600,SMc02864,73.361,244,65,0,12,255,7,250,1.16e-121,345
BME_RS09605,SMc02863,58.667,375,151,4,11,383,2,374,7.48e-149,423
BME_RS09610,SMc00415,79.839,372,75,0,1,372,1,372,0.0,620
BME_RS09615,SMc01167,66.412,524,159,4,20,543,1,507,0.0,653
BME_RS09620,SMc01152,68.182,88,28,0,1,88,1,88,2.17e-35,113
BME_RS09630,SMc01153,75.097,257,64,0,1,257,1,257,7.60e-138,385
BME_RS09635,SMc01154,64.356,303,94,4,1,292,1,300,1.61e-131,373
BME_RS09645,SMc02825,57.175,446,189,2,6,451,13,456,3.87e-177,501
BME_RS09650,SMc02826,71.930,114,32,0,1,114,1,114,3.55e-46,142
BME_RS09655,SMc02827,59.155,284,111,2,8,290,5,284,4.80e-117,335
BME_RS09660,SMc04308,34.000,200,120,2,35,222,21,220,2.66e-36,126
BME_RS09665,SMc02849,78.078,333,73,0,1,333,1,333,0.0,541
BME_RS09670,SMc02848,60.274,146,57,1,36,180,77,222,1.76e-63,192
BME_RS09675,SMc03157,70.782,243,71,0,17,259,16,258,5.42e-129,363
BME_RS09680,SMc00329,68.657,134,39,1,10,143,7,137,3.43e-66,195
BME_RS09685,SMc00328,77.976,168,37,0,1,168,1,168,7.05e-100,283
BME_RS09690,SMc00327,74.510,408,101,2,1,407,1,406,0.0,627
BME_RS09695,SMc00326,77.695,269,59,1,1,269,1,268,1.03e-158,439
BME_RS09705,SMc00325,40.851,235,137,2,1,235,1,233,2.61e-48,163
BME_RS09710,SMc00324,86.197,710,98,0,1,710,1,710,0.0,1249
BME_RS09715,SMc00323,74.157,89,23,0,1,89,1,89,4.60e-44,135
BME_RS09720,SMc00321,66.770,322,94,3,1,322,1,309,5.53e-150,421
BME_RS09725,SMc00320,70.543,129,38,0,10,138,6,134,3.47e-62,185
BME_RS09730,SMc02914,40.541,185,46,6,1,173,1,133,7.64e-19,89.4
BME_RS09735,SMc02913,56.701,194,82,1,19,210,22,215,7.85e-71,213
BME_RS09740,SMc02912,81.365,542,94,1,1,535,1,542,0.0,884
BME_RS09745,SMc02911,59.551,178,72,0,8,185,2,179,7.37e-75,223
BME_RS09750,SMc01108,63.636,231,84,0,2,232,20,250,2.86e-97,281
BME_RS09755,SMc01109,81.623,419,69,1,3,421,2,412,0.0,689
BME_RS09760,SMc01110,81.538,130,24,0,1,130,1,130,2.92e-71,207
BME_RS09765,SMc01111,59.229,493,199,2,2,493,1,492,0.0,550
BME_RS09770,SMc01112,60.117,341,121,5,16,344,20,357,2.27e-125,363
BME_RS09775,SMc01113,56.494,154,61,1,2,149,10,163,8.38e-58,175
BME_RS09785,SMc01115,71.554,457,125,1,16,467,10,466,0.0,688
BME_RS09790,SMc01116,49.430,263,133,0,1,263,1,263,2.18e-88,262
BME_RS09795,SMc01117,46.875,160,78,3,10,163,9,167,3.85e-36,120
BME_RS09800,SMc01118,45.982,224,114,2,1,224,1,217,4.80e-48,155
BME_RS09810,SMc00382,79.853,407,82,0,10,416,12,418,0.0,686
BME_RS09815,SMc00083,52.308,65,26,1,20,84,21,80,2.32e-18,70.1
BME_RS09825,SMc02140,81.696,224,41,0,4,227,2,225,7.41e-134,373
BME_RS09830,SMc02141,71.308,237,66,1,1,235,1,237,8.94e-120,338
BME_RS09835,SMc02142,78.388,273,57,1,1,273,1,271,2.37e-162,449
BME_RS09840,SMc02143,73.460,422,112,0,15,436,19,440,0.0,617
BME_RS09845,SMc02144,78.878,303,59,1,199,496,1,303,2.49e-161,457
BME_RS09850,SMc02146,75.389,321,79,0,25,345,24,344,0.0,503
BME_RS09855,SM_b20557,44.340,106,59,0,32,137,1,106,6.97e-15,63.9
BME_RS09860,SMc00404,64.000,100,36,0,16,115,20,119,2.84e-40,128
BME_RS09865,SMc00998,57.059,170,73,0,36,205,30,199,3.98e-70,210
BME_RS09870,SMc00420,76.275,510,121,0,1,510,1,510,0.0,754
BME_RS09875,SMc00419,73.548,310,82,0,3,312,5,314,1.27e-178,493
BME_RS09880,SMc00883,48.951,286,144,2,7,291,10,294,1.18e-95,281
BME_RS09885,SMc00411,67.368,95,31,0,1,95,1,95,2.55e-46,141
BME_RS09890,SMc00412,72.222,234,61,1,1,234,1,230,7.43e-119,336
BME_RS09895,SMc00414,64.249,193,69,0,4,196,6,198,8.28e-90,259
BME_RS09900,SMc02858,79.420,379,76,1,1,377,1,379,0.0,602
BME_RS09910,SMc02857,85.358,642,88,3,1,637,1,641,0.0,1095
BME_RS09915,SMc00375,61.442,319,123,0,1,319,1,319,5.48e-147,414
BME_RS09920,SMc00366,71.623,807,225,1,1,803,1,807,0.0,1186
BME_RS09925,SMc00365,77.778,369,73,1,1,369,1,360,0.0,603
BME_RS09935,SMc00364,79.104,134,28,0,1,134,1,134,2.71e-72,210
BME_RS09940,SMc00363,85.075,67,9,1,1,66,1,67,7.98e-36,112
BME_RS09945,SMc01259,28.873,142,84,4,20,148,19,156,4.31e-09,51.2
BME_RS09950,SMc00362,83.803,142,23,0,37,178,2,143,3.40e-85,244
BME_RS09960,SMc00361,61.373,233,81,2,31,255,45,276,2.52e-102,296
BME_RS09965,SMc02691,40.691,376,212,4,13,379,34,407,3.03e-75,236
BME_RS09975,SMc02769,65.625,64,21,1,26,89,74,136,2.82e-21,79.7
BME_RS09980,SMc02768,54.148,229,99,3,29,252,23,250,2.43e-86,254
BME_RS09990,SMc02767,67.907,215,69,0,1,215,1,215,3.70e-93,269
BME_RS09995,SMc02766,79.208,404,84,0,1,404,1,404,0.0,684
BME_RS10005,SMc02765,68.045,266,85,0,1,266,1,266,4.39e-129,365
BME_RS10010,SMc02764,70.979,286,83,0,1,286,1,286,2.73e-154,431
BME_RS10015,SMc02763,66.818,440,145,1,4,442,8,447,0.0,570
BME_RS10020,SMc02761,71.963,107,30,0,1,107,1,107,4.94e-55,164
BME_RS10025,SMc02760,47.494,1177,581,14,11,1160,20,1186,0.0,940
BME_RS10030,SMc02759,44.824,1053,555,7,9,1041,3,1049,0.0,825
BME_RS10035,SMc02758,51.327,226,107,2,3,225,1,226,3.02e-72,218
BME_RS10040,SMc02757,52.705,499,232,3,5,501,1,497,2.90e-172,493
BME_RS10045,SMc02756,52.326,774,363,3,56,827,47,816,0.0,823
BME_RS10050,SMc02755,86.266,466,64,0,1,466,1,466,0.0,833
BME_RS10055,SMc02754,67.021,94,31,0,10,103,2,95,8.70e-43,132
BME_RS10060,SMc02753,75.188,133,33,0,1,133,1,133,4.92e-70,204
BME_RS10065,SMc02752,37.398,123,76,1,10,131,8,130,1.18e-15,67.4
BME_RS10070,SMc04446,64.125,577,195,5,27,599,23,591,0.0,706
BME_RS10075,SMc02560,87.342,237,24,1,8,238,2,238,1.41e-147,409
BME_RS10080,SMc02562,76.782,491,114,0,1,491,1,491,0.0,797
BME_RS10085,SMc02562,65.517,29,10,0,1,29,508,536,7.26e-09,45.4
BME_RS10090,SMc02563,61.871,139,52,1,8,145,6,144,1.53e-41,133
BME_RS10095,SMc02567,76.266,316,75,0,7,322,16,331,0.0,513
BME_RS10100,SMc02568,66.346,104,35,0,1,104,1,104,6.40e-43,133
BME_RS10105,SMc02569,92.636,258,19,0,1,258,1,258,1.76e-168,463
BME_RS10110,SMc02570,85.950,242,34,0,1,242,1,242,1.47e-154,427
BME_RS10115,SMc02572,74.074,216,56,0,1,216,1,216,3.51e-118,332
BME_RS10120,SMc02573,31.361,169,104,2,1,169,1,157,2.16e-15,67.0
BME_RS10125,SMc02574,72.449,196,54,0,5,200,6,201,2.13e-107,304
BME_RS10130,SMc02575,79.459,185,37,1,1,184,1,185,1.55e-109,308
BME_RS10135,SMc02577,80.963,436,80,2,1,434,1,435,0.0,715
BME_RS10140,SMc02578,57.188,313,127,2,29,339,9,316,1.15e-131,375
BME_RS10145,SMc02783,58.929,112,46,0,1,112,1,112,4.44e-46,143
BME_RS10150,SMc02784,54.749,179,74,2,3,177,7,182,2.62e-58,179
BME_RS10155,SMc02785,58.056,360,147,4,8,364,1,359,2.11e-135,389
BME_RS10160,SMc02786,60.684,234,88,2,1,231,1,233,1.38e-99,286
BME_RS10165,SMc02787,38.509,161,87,3,5,164,4,153,7.37e-31,108
BME_RS10170,SMc02788,76.623,154,34,1,10,161,7,160,1.64e-78,228
BME_RS10175,SMc02789,64.224,232,81,1,1,232,1,230,2.70e-106,304
BME_RS10180,SMc02790,53.927,191,88,0,1,191,1,191,2.86e-70,209
BME_RS10185,SMc02791,55.208,288,122,3,1,285,1,284,1.18e-105,306
BME_RS10190,SMc02792,59.487,195,79,0,5,199,5,199,2.04e-76,225
BME_RS10195,SMc02793,65.019,263,92,0,6,268,6,268,1.29e-127,361
BME_RS10205,SMc02989,45.312,64,35,0,6,69,5,68,2.56e-12,53.5
BME_RS10210,SMc03151,46.188,223,119,1,1,222,1,223,2.13e-66,202
BME_RS10215,SMc03198,48.870,354,176,2,4,352,3,356,9.09e-106,312
BME_RS10220,SMc03197,64.651,215,76,0,1,215,4,218,7.48e-85,249
BME_RS10225,SMc03196,42.629,251,137,1,1,244,8,258,1.47e-56,179
BME_RS10230,SMc03156,60.333,300,107,2,6,294,17,315,1.81e-128,365
BME_RS10240,SMc03153,70.616,211,62,0,1,211,1,211,1.38e-102,293
BME_RS10245,SMc04010,41.564,652,247,24,38,650,4,560,3.26e-123,374
BME_RS10250,SMc04011,38.812,505,274,6,1,471,1,504,1.57e-114,345
BME_RS10255,SMc04012,70.894,615,175,1,9,619,11,625,0.0,921
BME_RS10260,SMc04013,59.211,380,152,1,6,382,4,383,2.32e-166,468
BME_RS10265,SMc04014,50.732,205,98,3,20,223,20,222,1.91e-57,179
BME_RS10270,SMc04016,68.880,241,73,1,1,239,1,241,2.61e-118,353
BME_RS10275,SMc04017,69.412,85,26,0,39,123,37,121,7.35e-41,129
BME_RS10280,SMc04019,68.168,333,106,0,20,352,10,342,9.89e-174,484
BME_RS10285,SMc04020,75.460,326,74,1,1,326,1,320,8.41e-175,485
BME_RS10290,SMc04021,48.667,150,76,1,1,150,1,149,2.74e-41,133
BME_RS10295,SM_b20830,49.701,334,162,3,6,333,4,337,5.91e-116,336
BME_RS10300,SMc04022,40.162,371,205,9,126,488,94,455,1.36e-69,228
BME_RS10305,SMc04023,73.559,295,78,0,1,295,1,295,4.31e-163,452
BME_RS10310,SMc04024,59.103,379,154,1,34,411,27,405,1.36e-166,471
BME_RS10315,SMa1321,40.741,108,63,1,4,110,5,112,3.03e-19,80.9
BME_RS10330,SMa1315,38.235,816,461,13,15,821,10,791,3.29e-176,525
BME_RS10335,SMa1313,26.027,219,149,4,4,217,9,219,4.28e-17,75.1
BME_RS10340,SMa1311,23.574,263,187,6,6,267,6,255,1.60e-09,55.8
BME_RS10350,SMa1308,34.579,214,134,3,23,234,11,220,1.66e-39,134
BME_RS10355,SMa1306,28.417,278,161,7,17,278,22,277,5.06e-29,109
BME_RS10360,SMa1303,37.542,301,167,6,91,378,72,364,1.95e-57,189
BME_RS10365,SMa1302,46.689,302,158,2,25,326,14,312,8.13e-88,265
BME_RS10375,SMc04025,41.147,401,206,9,9,380,16,415,7.52e-89,272
BME_RS10385,SMc04026,84.536,485,74,1,1,484,1,485,0.0,833
BME_RS10390,SMc04028,80.705,1560,301,0,24,1583,15,1574,0.0,2618
BME_RS10395,SMc04029,64.620,342,121,0,3,344,3,344,8.37e-164,459
BME_RS10400,SMc04040,70.323,155,44,2,1,155,1,153,3.33e-72,211
BME_RS10410,SMc04041,44.343,327,178,2,1,325,1,325,7.25e-86,259
BME_RS10415,SMc04042,58.203,256,106,1,1,256,1,255,1.37e-102,296
BME_RS10420,SMc04043,63.380,284,104,0,13,296,10,293,4.08e-123,351
BME_RS10425,SMc04044,88.034,117,14,0,3,119,4,120,7.07e-74,213
BME_RS10430,SMc04060,96.000,25,1,0,1,25,1,25,3.00e-10,45.4
BME_RS10435,SM_b20869,44.086,186,102,2,21,204,36,221,1.82e-44,145
BME_RS10440,SM_b20868,34.008,247,151,3,108,350,985,1223,1.24e-37,141
BME_RS10445,SMc00799,39.041,146,78,4,5,140,15,159,4.78e-17,73.9
BME_RS10460,SMa1155,26.211,805,500,25,45,797,25,787,1.51e-48,183
BME_RS10470,SMc02791,31.200,250,158,6,16,257,18,261,1.77e-17,77.4
BME_RS10475,SMc01032,49.888,447,198,7,1,421,1,447,1.58e-129,378
BME_RS10480,SMc01030,38.255,298,160,3,37,333,42,316,8.26e-52,181
BME_RS10485,SMc02037,34.818,247,157,3,4,247,8,253,5.77e-40,136
BME_RS10490,SMc00572,36.735,245,150,4,3,244,2,244,3.57e-47,154
BME_RS10500,SMc02358,42.489,233,132,1,6,236,1,233,1.93e-62,192
BME_RS10505,SMc03120,42.017,238,138,0,11,248,21,258,2.05e-66,204
BME_RS10510,SMc03117,34.576,295,177,6,32,324,46,326,1.77e-37,136
BME_RS10515,SMc03118,35.962,317,166,6,1,315,13,294,6.08e-37,131
BME_RS10530,SMa0246,34.667,225,145,1,15,239,14,236,3.58e-36,125
BME_RS10540,SM_b20531,38.514,148,83,3,4,147,16,159,2.41e-23,88.6
BME_RS10555,SMc01281,35.570,149,88,1,99,239,92,240,4.09e-23,93.6
BME_RS10565,SMc02725,30.180,222,150,4,169,387,288,507,8.19e-15,73.6
BME_RS10570,SMc02162,27.971,547,347,16,16,530,34,565,1.36e-49,177
BME_RS10575,SMa1471,24.883,213,124,8,27,219,8,204,2.29e-08,51.2
BME_RS10580,SMc02041,36.882,263,149,5,1,256,1,253,6.97e-38,131
BME_RS10590,SM_b21492,46.875,192,100,2,12,202,30,220,1.95e-60,186
BME_RS10595,SMc02884,34.225,187,99,7,2,188,1,163,4.08e-20,83.6
BME_RS10600,SMc02884,33.571,140,85,3,8,147,188,319,1.77e-15,70.1
BME_RS10605,SMc04127,42.127,489,275,4,36,521,20,503,8.08e-115,347
BME_RS10610,SM_b20126,31.959,291,196,2,38,327,58,347,6.22e-34,126
BME_RS10615,SMa2123,29.932,294,194,5,11,292,8,301,2.21e-38,135
BME_RS10620,SMc01105,65.916,311,105,1,2,311,4,314,6.74e-140,395
BME_RS10625,SMc01103,34.884,301,185,5,10,306,2,295,1.26e-38,135
BME_RS10640,SM_b20045,40.070,287,160,4,42,328,59,333,5.97e-63,201
BME_RS10645,SM_b20598,55.890,399,161,6,13,397,21,418,1.18e-153,438
BME_RS10655,SMa1266,61.333,450,174,0,1,450,1,450,0.0,563
BME_RS10660,SMc04128,42.517,588,315,11,45,621,167,742,1.74e-113,354
BME_RS10665,SMc02358,42.553,235,132,3,9,241,1,234,7.48e-64,196
BME_RS10670,SMc02357,38.554,166,97,3,2,166,81,242,4.55e-26,97.1
BME_RS10675,SMc03117,32.776,299,178,9,19,304,36,324,1.82e-30,115
BME_RS10680,SMc01951,32.323,297,186,6,1,285,1,294,9.84e-38,132
BME_RS10685,SMc01946,26.287,369,253,9,11,376,3,355,5.24e-18,82.4
BME_RS10690,SM_b21649,27.907,129,91,2,130,257,160,287,6.83e-13,64.7
BME_RS10700,SMa2303,28.610,367,238,7,15,368,44,399,2.19e-28,112
