S_meliloti|Q.,S_meliloti|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
SM_b20376,SM_b20376,100.000,126,0,0,1,126,1,126,2.95e-90,254
SM_b20377,SM_b20377,100.000,127,0,0,1,127,1,127,3.54e-91,257
SM_b20378,SM_b20378,100.000,487,0,0,1,487,1,487,0.0,993
SM_b20379,SM_b20379,100.000,461,0,0,1,461,1,461,0.0,955
SM_b20380,SM_b20380,100.000,349,0,0,1,349,1,349,0.0,715
SM_b20381,SM_b20381,100.000,276,0,0,1,276,1,276,0.0,547
SM_b20382,SM_b20382,100.000,283,0,0,1,283,1,283,0.0,563
SM_b20383,SM_b20383,100.000,357,0,0,1,357,1,357,0.0,733
SM_b20384,SM_b20384,100.000,323,0,0,1,323,1,323,0.0,668
SM_b20385,SM_b20385,100.000,242,0,0,1,242,1,242,2.10e-176,482
SM_b20386,SM_b20386,100.000,578,0,0,1,578,1,578,0.0,1172
SM_b20387,SM_b20387,100.000,239,0,0,1,239,1,239,3.20e-171,468
SM_b20388,SM_b20388,100.000,326,0,0,1,326,1,326,0.0,654
SM_b20389,SM_b20389,100.000,341,0,0,1,341,1,341,0.0,688
SM_b20390,SM_b20390,100.000,410,0,0,1,410,1,410,0.0,816
SM_b20391,SM_b20391,100.000,664,0,0,1,664,1,664,0.0,1351
SM_b20392,SM_b20392,100.000,235,0,0,1,235,1,235,2.19e-174,476
SM_b20393,SM_b20393,100.000,418,0,0,1,418,1,418,0.0,848
SM_b20394,SM_b20394,100.000,442,0,0,1,442,1,442,0.0,885
SM_b20395,SM_b20395,100.000,749,0,0,1,749,1,749,0.0,1533
SM_b20396,SM_b20396,100.000,327,0,0,1,327,1,327,0.0,660
SM_b20397,SM_b20397,100.000,188,0,0,1,188,1,188,1.04e-139,385
SM_b20398,SM_b20398,100.000,164,0,0,1,164,1,164,2.73e-123,341
SM_b20399,SM_b20399,100.000,196,0,0,1,196,1,196,3.19e-143,394
SM_b20400,SM_b20400,100.000,87,0,0,1,87,1,87,1.66e-60,176
SM_b20401,SM_b20401,100.000,57,0,0,1,57,1,57,1.83e-37,116
SM_b20402,SM_b20402,100.000,462,0,0,1,462,1,462,0.0,941
SM_b20403,SM_b20403,100.000,165,0,0,1,165,1,165,1.09e-119,332
SM_b20404,SM_b20404,100.000,746,0,0,1,746,1,746,0.0,1506
SM_b20405,SM_b20405,100.000,259,0,0,1,259,1,259,0.0,534
SM_b20406,SM_b20406,100.000,704,0,0,1,704,1,704,0.0,1445
SM_b20407,SM_b20407,100.000,733,0,0,1,733,1,733,0.0,1525
SM_b20408,SM_b20408,100.000,165,0,0,1,165,1,165,2.84e-124,343
SM_b20409,SM_b20409,100.000,276,0,0,1,276,1,276,0.0,555
SM_b20410,SM_b20410,100.000,312,0,0,1,312,1,312,0.0,644
SM_b20411,SM_b20411,100.000,82,0,0,1,82,1,82,6.96e-56,164
SM_b20412,SM_b20412,100.000,54,0,0,1,54,1,54,9.28e-36,111
SM_b20413,SM_b20413,100.000,75,0,0,1,75,1,75,7.10e-49,146
SM_b20414,SM_b20414,100.000,157,0,0,1,157,1,157,5.89e-110,307
SM_b20415,SM_b20415,100.000,429,0,0,1,429,1,429,0.0,850
SM_b20416,SM_b20416,100.000,430,0,0,1,430,1,430,0.0,885
SM_b20417,SM_b20417,100.000,293,0,0,1,293,1,293,0.0,584
SM_b20418,SM_b20418,100.000,282,0,0,1,282,1,282,0.0,555
SM_b20419,SM_b20419,100.000,349,0,0,1,349,1,349,0.0,706
SM_b20420,SM_b20420,100.000,208,0,0,1,208,1,208,8.56e-155,424
SM_b20421,SM_b20421,100.000,358,0,0,1,358,1,358,0.0,730
SM_b20422,SM_b20422,100.000,359,0,0,1,359,1,359,0.0,724
SM_b20423,SM_b20423,100.000,458,0,0,1,458,1,458,0.0,939
SM_b20424,SM_b20424,100.000,498,0,0,1,498,1,498,0.0,1006
SM_b20425,SM_b20425,100.000,164,0,0,1,164,1,164,4.04e-120,333
SM_b20426,SM_b20426,100.000,426,0,0,1,426,1,426,0.0,856
SM_b20427,SM_b20427,100.000,261,0,0,1,261,1,261,0.0,531
SM_b20428,SM_b20428,100.000,283,0,0,1,283,1,283,0.0,561
SM_b20429,SM_b20429,100.000,219,0,0,1,219,1,219,6.71e-157,431
SM_b20430,SM_b20430,100.000,220,0,0,1,220,1,220,9.29e-160,438
SM_b20431,SM_b20431,100.000,261,0,0,1,261,1,261,0.0,520
SM_b20432,SM_b20432,100.000,334,0,0,1,334,1,334,0.0,655
SM_b20433,SM_b20433,100.000,329,0,0,1,329,1,329,0.0,655
SM_b20434,SM_b20434,100.000,393,0,0,1,393,1,393,0.0,818
SM_b20435,SM_b20435,100.000,331,0,0,1,331,1,331,0.0,673
SM_b20436,SM_b20436,100.000,424,0,0,1,424,1,424,0.0,829
SM_b20441,SM_b20441,100.000,246,0,0,1,246,1,246,6.00e-179,489
SM_b20442,SM_b20442,100.000,324,0,0,1,324,1,324,0.0,671
SM_b20443,SM_b20443,100.000,190,0,0,1,190,1,190,5.24e-142,390
SM_b20444,SM_b20444,100.000,468,0,0,1,468,1,468,0.0,899
SM_b20445,SM_b20445,100.000,352,0,0,1,352,1,352,0.0,697
SM_b20446,SM_b20446,100.000,402,0,0,1,402,1,402,0.0,820
SM_b20447,SM_b20447,100.000,564,0,0,1,564,1,564,0.0,1150
SM_b20448,SM_b20448,100.000,172,0,0,1,172,1,172,9.90e-129,355
SM_b20449,SM_b20449,100.000,352,0,0,1,352,1,352,0.0,739
SM_b20450,SM_b20450,100.000,786,0,0,1,786,1,786,0.0,1595
SM_b20451,SM_b20451,100.000,187,0,0,1,187,1,187,1.62e-137,379
SM_b20452,SM_b20452,100.000,112,0,0,1,112,1,112,1.26e-81,231
SM_b20453,SM_b20453,100.000,303,0,0,1,303,1,303,0.0,627
SM_b20454,SM_b20454,100.000,139,0,0,1,139,1,139,4.78e-92,260
SM_b20455,SM_b20455,100.000,204,0,0,1,204,1,204,3.07e-151,415
SM_b20456,SM_b20456,100.000,248,0,0,1,248,1,248,8.73e-179,488
SM_b20457,SM_b20457,100.000,382,0,0,1,382,1,382,0.0,781
SM_b20458,SM_b20458,100.000,348,0,0,1,348,1,348,0.0,714
SM_b20459,SM_b20459,100.000,328,0,0,1,328,1,328,0.0,667
SM_b20460,SM_b20460,100.000,621,0,0,1,621,1,621,0.0,1254
SM_b20461,SM_b20461,100.000,202,0,0,1,202,1,202,1.76e-151,416
SM_b20462,SM_b20462,100.000,325,0,0,1,325,1,325,0.0,672
SM_b20463,SM_b20463,100.000,169,0,0,1,169,1,169,1.53e-124,345
SM_b20464,SM_b20464,100.000,100,0,0,1,100,1,100,2.95e-69,199
SM_b20465,SM_b20465,100.000,356,0,0,1,356,1,356,0.0,713
SM_b20466,SM_b20466,100.000,385,0,0,1,385,1,385,0.0,781
SM_b20467,SM_b20467,100.000,607,0,0,1,607,1,607,0.0,1204
SM_b20468,SM_b20468,100.000,214,0,0,1,214,1,214,4.50e-153,421
SM_b20469,SM_b20469,100.000,442,0,0,1,442,1,442,0.0,892
SM_b20470,SM_b20470,100.000,143,0,0,1,143,1,143,7.58e-104,290
SM_b20471,SM_b20471,100.000,49,0,0,1,49,1,49,3.86e-30,97.1
SM_b20472,SM_b20472,100.000,610,0,0,1,610,1,610,0.0,1259
SM_b20473,SM_b20473,100.000,165,0,0,1,165,1,165,5.63e-118,328
SM_b20474,SM_b20474,100.000,73,0,0,1,73,1,73,2.08e-51,152
SM_b20475,SM_b20475,100.000,164,0,0,1,164,1,164,2.92e-123,341
SM_b20476,SM_b20476,100.000,521,0,0,1,521,1,521,0.0,1066
SM_b20477,SM_b20477,100.000,315,0,0,1,315,1,315,0.0,614
SM_b20478,SM_b20478,100.000,600,0,0,1,600,1,600,0.0,1192
SM_b20479,SM_b20479,100.000,265,0,0,1,265,1,265,0.0,532
SM_b20480,SM_b20480,100.000,260,0,0,1,260,1,260,0.0,528
SM_b20481,SM_b20481,100.000,591,0,0,1,591,1,591,0.0,1201
SM_b20482,SM_b20482,100.000,595,0,0,1,595,1,595,0.0,1213
SM_b20483,SM_b20483,100.000,356,0,0,1,356,1,356,0.0,734
SM_b20484,SM_b20484,100.000,330,0,0,1,330,1,330,0.0,657
SM_b20485,SM_b20485,100.000,509,0,0,1,509,1,509,0.0,1022
SM_b20486,SM_b20486,100.000,333,0,0,1,333,1,333,0.0,648
SM_b20487,SM_b20487,100.000,332,0,0,1,332,1,332,0.0,636
SM_b20488,SM_b20488,100.000,282,0,0,1,282,1,282,0.0,580
SM_b20489,SM_b20489,100.000,490,0,0,1,490,1,490,0.0,984
SM_b20490,SM_b20490,100.000,232,0,0,1,232,1,232,3.42e-177,483
SM_b20491,SM_b20491,100.000,192,0,0,1,192,1,192,2.03e-144,397
SM_b20492,SM_b20492,100.000,300,0,0,1,300,1,300,0.0,603
SM_b20493,SM_b20493,100.000,244,0,0,1,244,1,244,2.96e-175,479
SM_b20494,SM_b20494,100.000,298,0,0,1,298,1,298,0.0,596
SM_b20495,SM_b20495,100.000,567,0,0,1,567,1,567,0.0,1144
SM_b20496,SM_b20496,100.000,536,0,0,1,536,1,536,0.0,1101
SM_b20497,SM_b20497,100.000,509,0,0,1,509,1,509,0.0,1033
SM_b20498,SM_b20498,100.000,280,0,0,1,280,1,280,0.0,576
SM_b20499,SM_b20499,100.000,577,0,0,1,577,1,577,0.0,1160
SM_b20500,SM_b20500,100.000,331,0,0,1,331,1,331,0.0,671
SM_b20501,SM_b20501,100.000,334,0,0,1,334,1,334,0.0,674
SM_b20502,SM_b20502,100.000,330,0,0,1,330,1,330,0.0,645
SM_b20503,SM_b20503,100.000,512,0,0,1,512,1,512,0.0,1020
SM_b20504,SM_b20504,100.000,333,0,0,1,333,1,333,0.0,691
SM_b20505,SM_b20505,100.000,262,0,0,1,262,1,262,0.0,528
SM_b20506,SM_b20506,100.000,317,0,0,1,317,1,317,0.0,613
SM_b20507,SM_b20507,100.000,508,0,0,1,508,1,508,0.0,1013
SM_b20508,SM_b20508,100.000,327,0,0,1,327,1,327,0.0,652
SM_b20509,SM_b20509,100.000,255,0,0,1,255,1,255,0.0,516
SM_b20510,SM_b20510,100.000,382,0,0,1,382,1,382,0.0,784
SM_b20511,SM_b20511,100.000,259,0,0,1,259,1,259,0.0,532
SM_b20513,SM_b20513,100.000,308,0,0,1,308,1,308,0.0,630
SM_b20514,SM_b20514,100.000,405,0,0,1,405,1,405,0.0,801
SM_b20515,SM_b20515,100.000,1161,0,0,1,1161,1,1161,0.0,2348
SM_b20516,SM_b20516,100.000,108,0,0,1,108,1,108,4.38e-75,215
SM_b20517,SM_b20517,100.000,96,0,0,1,96,1,96,1.95e-63,184
SM_b20518,SM_b20518,100.000,239,0,0,1,239,1,239,1.38e-179,489
SM_b20519,SM_b20519,100.000,122,0,0,1,122,1,122,5.63e-85,241
SM_b20520,SM_b20520,100.000,185,0,0,1,185,1,185,7.15e-135,372
SM_b20521,SM_b20521,100.000,369,0,0,1,369,1,369,0.0,767
SM_b20522,SM_b20522,100.000,122,0,0,1,122,1,122,9.86e-89,250
SM_b20523,SM_b20523,100.000,402,0,0,1,402,1,402,0.0,794
SM_b20525,SM_b20525,100.000,202,0,0,1,202,1,202,1.22e-152,418
SM_b20527,SM_b20527,100.000,144,0,0,1,144,1,144,2.06e-97,274
SM_b20528,SM_b20528,100.000,266,0,0,1,266,1,266,0.0,531
SM_b20529,SM_b20529,100.000,309,0,0,1,309,1,309,0.0,634
SM_b20530,SM_b20530,100.000,112,0,0,1,112,1,112,8.59e-81,229
SM_b20531,SM_b20531,100.000,178,0,0,1,178,1,178,2.21e-126,350
SM_b20532,SM_b20532,100.000,212,0,0,1,212,1,212,1.33e-148,409
SM_b20533,SM_b20533,100.000,67,0,0,1,67,1,67,1.82e-45,137
SM_b20534,SM_b20534,100.000,269,0,0,1,269,1,269,0.0,539
SM_b20535,SM_b20535,100.000,336,0,0,1,336,1,336,0.0,669
SM_b20536,SM_b20536,100.000,617,0,0,1,617,1,617,0.0,1253
SM_b20537,SM_b20537,100.000,342,0,0,1,342,1,342,0.0,687
SM_b20538,SM_b20538,100.000,428,0,0,1,428,1,428,0.0,873
SM_b20539,SM_b20539,100.000,624,0,0,1,624,1,624,0.0,1274
SM_b20540,SM_b20540,100.000,73,0,0,1,73,1,73,1.66e-50,150
SM_b20541,SM_b20541,100.000,550,0,0,1,550,1,550,0.0,1126
SM_b20542,SM_b20542,100.000,117,0,0,1,117,1,117,6.37e-85,240
SM_b20543,SM_b20543,100.000,147,0,0,1,147,1,147,5.84e-100,281
SM_b20544,SM_b20544,100.000,138,0,0,1,138,1,138,6.49e-99,277
SM_b20545,SM_b20545,100.000,72,0,0,1,72,1,72,5.67e-44,133
SM_b20546,SM_b20546,100.000,172,0,0,1,172,1,172,3.67e-126,349
SM_b20547,SM_b20547,100.000,92,0,0,1,92,1,92,7.37e-64,185
SM_b20548,SM_b20548,100.000,164,0,0,1,164,1,164,9.05e-122,337
SM_b20549,SM_b20549,100.000,105,0,0,1,105,1,105,2.22e-77,220
SM_b20550,SM_b20550,100.000,81,0,0,1,81,1,81,9.00e-56,164
SM_b20551,SM_b20551,100.000,148,0,0,1,148,1,148,1.43e-110,308
SM_b20552,SM_b20552,100.000,243,0,0,1,243,1,243,0.0,493
SM_b20553,SM_b20553,100.000,64,0,0,1,64,1,64,2.48e-40,124
SM_b20554,SM_b20554,100.000,169,0,0,1,169,1,169,3.04e-127,352
SM_b20555,SM_b20555,100.000,73,0,0,1,73,1,73,1.95e-48,145
SM_b20556,SM_b20556,100.000,226,0,0,1,226,1,226,1.93e-162,445
SM_b20557,SM_b20557,100.000,111,0,0,1,111,1,111,2.50e-75,216
SM_b20558,SM_b20558,100.000,136,0,0,1,136,1,136,6.89e-98,275
SM_b20559,SM_b20559,100.000,194,0,0,1,194,1,194,1.31e-142,392
SM_b20560,SM_b20560,100.000,73,0,0,1,73,1,73,1.53e-49,147
SM_b20561,SM_b20561,100.000,152,0,0,1,152,1,152,2.32e-112,312
SM_b20562,SM_b20562,100.000,304,0,0,1,304,1,304,0.0,627
SM_b20563,SM_b20563,100.000,304,0,0,1,304,1,304,0.0,639
SM_b20568,SM_b20568,100.000,403,0,0,1,403,1,403,0.0,813
SM_b20569,SM_b20569,100.000,256,0,0,1,256,1,256,0.0,506
SM_b20570,SM_b20570,100.000,330,0,0,1,330,1,330,0.0,662
SM_b20571,SM_b20571,100.000,281,0,0,1,281,1,281,0.0,548
SM_b20573,SM_b20573,100.000,185,0,0,1,185,1,185,3.30e-132,365
SM_b20574,SM_b20574,100.000,875,0,0,1,875,1,875,0.0,1779
SM_b20575,SM_b20575,100.000,351,0,0,1,351,1,351,0.0,700
SM_b20576,SM_b20576,100.000,204,0,0,1,204,1,204,2.90e-153,420
SM_b20577,SM_b20577,100.000,253,0,0,1,253,1,253,0.0,523
SM_b20578,SM_b20578,100.000,135,0,0,1,135,1,135,9.70e-98,274
SM_b20579,SM_b20579,100.000,268,0,0,1,268,1,268,0.0,538
SM_b20580,SM_b20580,100.000,313,0,0,1,313,1,313,0.0,622
SM_b20581,SM_b20581,100.000,629,0,0,1,629,1,629,0.0,1263
SM_b20582,SM_b20582,100.000,306,0,0,1,306,1,306,0.0,615
SM_b20583,SM_b20583,100.000,390,0,0,1,390,1,390,0.0,802
SM_b20584,SM_b20584,100.000,220,0,0,1,220,1,220,2.94e-165,452
SM_b20585,SM_b20585,100.000,581,0,0,1,581,1,581,0.0,1178
SM_b20586,SM_b20586,100.000,251,0,0,1,251,1,251,0.0,499
SM_b20587,SM_b20587,100.000,286,0,0,1,286,1,286,0.0,582
SM_b20588,SM_b20588,100.000,261,0,0,1,261,1,261,0.0,533
SM_b20589,SM_b20589,100.000,400,0,0,1,400,1,400,0.0,800
SM_b20590,SM_b20590,100.000,107,0,0,1,107,1,107,2.68e-75,215
SM_b20591,SM_b20591,100.000,98,0,0,1,98,1,98,1.01e-70,203
SM_b20592,SM_b20592,100.000,227,0,0,1,227,1,227,1.70e-166,456
SM_b20593,SM_b20593,100.000,174,0,0,1,174,1,174,1.41e-125,348
SM_b20594,SM_b20594,100.000,105,0,0,1,105,1,105,2.88e-75,215
SM_b20595,SM_b20595,100.000,611,0,0,1,611,1,611,0.0,1236
SM_b20596,SM_b20596,100.000,329,0,0,1,329,1,329,0.0,643
SM_b20597,SM_b20597,100.000,139,0,0,1,139,1,139,6.43e-97,272
SM_b20598,SM_b20598,100.000,418,0,0,1,418,1,418,0.0,849
SM_b20599,SM_b20599,100.000,353,0,0,1,353,1,353,0.0,700
SM_b20600,SM_b20600,100.000,207,0,0,1,207,1,207,7.04e-154,422
SM_b20602,SM_b20602,100.000,250,0,0,1,250,1,250,0.0,506
SM_b20603,SM_b20603,100.000,391,0,0,1,391,1,391,0.0,774
SM_b20604,SM_b20604,100.000,537,0,0,1,537,1,537,0.0,1055
SM_b20605,SM_b20605,100.000,430,0,0,1,430,1,430,0.0,887
SM_b20606,SM_b20606,100.000,149,0,0,1,149,1,149,1.85e-112,312
SM_b20607,SM_b20607,100.000,154,0,0,1,154,1,154,2.31e-114,318
SM_b20608,SM_b20608,100.000,112,0,0,1,112,1,112,1.12e-80,229
SM_b20609,SM_b20609,100.000,1126,0,0,1,1126,1,1126,0.0,2285
SM_b20610,SM_b20610,100.000,309,0,0,1,309,1,309,0.0,626
SM_b20611,SM_b20611,100.000,441,0,0,1,441,1,441,0.0,868
SM_b20612,SM_b20612,100.000,621,0,0,1,621,1,621,0.0,1230
SM_b20613,SM_b20613,100.000,460,0,0,1,460,1,460,0.0,926
SM_b20614,SM_b20614,100.000,685,0,0,1,685,1,685,0.0,1370
SM_b20615,SM_b20615,100.000,611,0,0,1,611,1,611,0.0,1265
SM_b20616,SM_b20616,100.000,325,0,0,1,325,1,325,0.0,645
SM_b20617,SM_b20617,100.000,257,0,0,1,257,1,257,0.0,518
SM_b20618,SM_b20618,100.000,201,0,0,1,201,1,201,7.85e-148,406
SM_b20619,SM_b20619,100.000,329,0,0,1,329,1,329,0.0,675
SM_b20620,SM_b20620,100.000,347,0,0,1,347,1,347,0.0,700
SM_b20621,SM_b20621,100.000,318,0,0,1,318,1,318,0.0,607
SM_b20622,SM_b20622,100.000,507,0,0,1,507,1,507,0.0,1015
SM_b20623,SM_b20623,100.000,423,0,0,1,423,1,423,0.0,871
SM_b20624,SM_b20624,100.000,364,0,0,1,364,1,364,0.0,736
SM_b20625,SM_b20625,100.000,401,0,0,1,401,1,401,0.0,765
SM_b20626,SM_b20626,100.000,328,0,0,1,328,1,328,0.0,669
SM_b20627,SM_b20627,100.000,102,0,0,1,102,1,102,5.61e-72,206
SM_b20628,SM_b20628,100.000,89,0,0,1,89,1,89,2.91e-60,176
SM_b20629,SM_b20629,100.000,92,0,0,1,92,1,92,5.07e-64,186
SM_b20630,SM_b20630,100.000,361,0,0,1,361,1,361,0.0,730
SM_b20631,SM_b20631,100.000,640,0,0,1,640,1,640,0.0,1328
SM_b20632,SM_b20632,100.000,287,0,0,1,287,1,287,0.0,568
SM_b20633,SM_b20633,100.000,305,0,0,1,305,1,305,0.0,603
SM_b20634,SM_b20634,100.000,411,0,0,1,411,1,411,0.0,840
SM_b20636,SM_b20636,100.000,337,0,0,1,337,1,337,0.0,686
SM_b20647,SM_b20647,100.000,83,0,0,1,83,1,83,6.87e-58,169
SM_b20648,SM_b20648,100.000,345,0,0,1,345,1,345,0.0,699
SM_b20649,SM_b20649,100.000,334,0,0,1,334,1,334,0.0,684
SM_b20650,SM_b20650,100.000,515,0,0,1,515,1,515,0.0,1044
SM_b20651,SM_b20651,100.000,88,0,0,1,88,1,88,1.37e-57,169
SM_b20652,SM_b20652,100.000,645,0,0,1,645,1,645,0.0,1309
SM_b20654,SM_b20654,100.000,131,0,0,1,131,1,131,2.91e-95,268
SM_b20655,SM_b20655,100.000,158,0,0,1,158,1,158,5.12e-119,330
SM_b20656,SM_b20656,100.000,289,0,0,1,289,1,289,0.0,591
SM_b20657,SM_b20657,100.000,218,0,0,1,218,1,218,7.20e-153,420
SM_b20658,SM_b20658,100.000,299,0,0,1,299,1,299,0.0,595
SM_b20659,SM_b20659,100.000,310,0,0,1,310,1,310,0.0,615
SM_b20660,SM_b20660,100.000,434,0,0,1,434,1,434,0.0,897
SM_b20661,SM_b20661,100.000,355,0,0,1,355,1,355,0.0,718
SM_b20662,SM_b20662,100.000,258,0,0,1,258,1,258,0.0,520
SM_b20663,SM_b20663,100.000,327,0,0,1,327,1,327,0.0,651
SM_b20664,SM_b20664,100.000,229,0,0,1,229,1,229,1.87e-170,466
SM_b20665,SM_b20665,100.000,217,0,0,1,217,1,217,3.68e-162,444
SM_b20666,SM_b20666,100.000,225,0,0,1,225,1,225,3.22e-165,452
SM_b20667,SM_b20667,100.000,334,0,0,1,334,1,334,0.0,667
SM_b20668,SM_b20668,100.000,301,0,0,1,301,1,301,0.0,593
SM_b20669,SM_b20669,100.000,258,0,0,1,258,1,258,0.0,525
SM_b20670,SM_b20670,100.000,425,0,0,1,425,1,425,0.0,830
SM_b20671,SM_b20671,100.000,322,0,0,1,322,1,322,0.0,655
SM_b20672,SM_b20672,100.000,440,0,0,1,440,1,440,0.0,856
SM_b20673,SM_b20673,100.000,526,0,0,1,526,1,526,0.0,1024
SM_b20674,SM_b20674,100.000,339,0,0,1,339,1,339,0.0,680
SM_b20675,SM_b20675,100.000,191,0,0,1,191,1,191,5.16e-144,395
SM_b20676,SM_b20676,100.000,306,0,0,1,306,1,306,0.0,598
SM_b20677,SM_b20677,100.000,163,0,0,1,163,1,163,1.05e-119,332
SM_b20678,SM_b20678,100.000,422,0,0,1,422,1,422,0.0,818
SM_b20679,SM_b20679,100.000,294,0,0,1,294,1,294,0.0,594
SM_b20680,SM_b20680,100.000,271,0,0,1,271,1,271,0.0,554
SM_b20681,SM_b20681,100.000,594,0,0,1,594,1,594,0.0,1223
SM_b20682,SM_b20682,100.000,273,0,0,1,273,1,273,0.0,549
SM_b20683,SM_b20683,100.000,299,0,0,1,299,1,299,0.0,605
SM_b20684,SM_b20684,100.000,278,0,0,1,278,1,278,0.0,577
SM_b20685,SM_b20685,100.000,818,0,0,1,818,1,818,0.0,1660
SM_b20686,SM_b20686,100.000,294,0,0,1,294,1,294,0.0,603
SM_b20687,SM_b20687,100.000,361,0,0,1,361,1,361,0.0,716
SM_b20688,SM_b20688,100.000,213,0,0,1,213,1,213,3.55e-157,431
SM_b20689,SM_b20689,100.000,257,0,0,1,257,1,257,0.0,523
SM_b20690,SM_b20690,100.000,108,0,0,1,108,1,108,1.57e-77,221
SM_b20691,SM_b20691,100.000,73,0,0,1,73,1,73,4.02e-49,146
SM_b20692,SM_b20692,100.000,268,0,0,1,268,1,268,0.0,541
SM_b20694,SM_b20694,100.000,58,0,0,1,58,1,58,9.52e-37,114
SM_b20695,SM_b20695,100.000,168,0,0,1,168,1,168,1.04e-122,340
SM_b20696,SM_b20696,100.000,161,0,0,1,161,1,161,3.00e-116,323
SM_b20697,SM_b20697,100.000,564,0,0,1,564,1,564,0.0,1145
SM_b20698,SM_b20698,100.000,550,0,0,1,550,1,550,0.0,1068
SM_b20699,SM_b20699,100.000,365,0,0,1,365,1,365,0.0,716
SM_b20700,SM_b20700,100.000,137,0,0,1,137,1,137,1.76e-98,276
SM_b20701,SM_b20701,100.000,250,0,0,1,250,1,250,0.0,494
SM_b20702,SM_b20702,100.000,554,0,0,1,554,1,554,0.0,1111
SM_b20703,SM_b20703,100.000,169,0,0,1,169,1,169,5.45e-127,351
SM_b20704,SM_b20704,100.000,486,0,0,1,486,1,486,0.0,995
SM_b20705,SM_b20705,100.000,303,0,0,1,303,1,303,0.0,592
SM_b20706,SM_b20706,100.000,258,0,0,1,258,1,258,0.0,528
SM_b20707,SM_b20707,100.000,420,0,0,1,420,1,420,0.0,857
SM_b20708,SM_b20708,100.000,183,0,0,1,183,1,183,3.82e-136,375
SM_b20709,SM_b20709,100.000,185,0,0,1,185,1,185,1.22e-135,374
SM_b20710,SM_b20710,100.000,295,0,0,1,295,1,295,0.0,604
SM_b20711,SM_b20711,100.000,270,0,0,1,270,1,270,0.0,548
SM_b20712,SM_b20712,100.000,309,0,0,1,309,1,309,0.0,627
SM_b20713,SM_b20713,100.000,513,0,0,1,513,1,513,0.0,1038
SM_b20714,SM_b20714,100.000,341,0,0,1,341,1,341,0.0,664
SM_b20715,SM_b20715,100.000,301,0,0,1,301,1,301,0.0,604
SM_b20716,SM_b20716,100.000,298,0,0,1,298,1,298,0.0,581
SM_b20717,SM_b20717,100.000,341,0,0,1,341,1,341,0.0,688
SM_b20718,SM_b20718,100.000,508,0,0,1,508,1,508,0.0,1021
SM_b20719,SM_b20719,100.000,336,0,0,1,336,1,336,0.0,657
SM_b20720,SM_b20720,100.000,316,0,0,1,316,1,316,0.0,642
SM_b20721,SM_b20721,100.000,465,0,0,1,465,1,465,0.0,914
SM_b20722,SM_b20722,100.000,225,0,0,1,225,1,225,2.61e-159,437
SM_b20723,SM_b20723,100.000,355,0,0,1,355,1,355,0.0,724
SM_b20724,SM_b20724,100.000,314,0,0,1,314,1,314,0.0,620
SM_b20725,SM_b20725,100.000,163,0,0,1,163,1,163,3.00e-116,323
SM_b20726,SM_b20726,100.000,505,0,0,1,505,1,505,0.0,969
SM_b20727,SM_b20727,100.000,77,0,0,1,77,1,77,7.04e-54,159
SM_b20728,SM_b20728,100.000,69,0,0,1,69,1,69,1.11e-47,142
SM_b20729,SM_b20729,100.000,137,0,0,1,137,1,137,4.16e-102,285
SM_b20745,SM_b20745,100.000,344,0,0,1,344,1,344,0.0,719
SM_b20746,SM_b20746,100.000,61,0,0,1,61,1,61,2.03e-41,126
SM_b20747,SM_b20747,100.000,224,0,0,1,224,1,224,2.19e-164,450
SM_b20748,SM_b20748,100.000,354,0,0,1,354,1,354,0.0,718
SM_b20749,SM_b20749,100.000,487,0,0,1,487,1,487,0.0,978
SM_b20750,SM_b20750,100.000,249,0,0,1,249,1,249,2.40e-177,485
SM_b20751,SM_b20751,100.000,298,0,0,1,298,1,298,0.0,602
SM_b20752,SM_b20752,100.000,356,0,0,1,356,1,356,0.0,714
SM_b20753,SM_b20753,100.000,380,0,0,1,380,1,380,0.0,772
SM_b20754,SM_b20754,100.000,491,0,0,1,491,1,491,0.0,1000
SM_b20755,SM_b20755,100.000,510,0,0,1,510,1,510,0.0,1046
SM_b20756,SM_b20756,100.000,670,0,0,1,670,1,670,0.0,1366
SM_b20757,SM_b20757,100.000,712,0,0,1,712,1,712,0.0,1454
SM_b20758,SM_b20758,100.000,244,0,0,1,244,1,244,1.63e-178,487
SM_b20759,SM_b20759,100.000,156,0,0,1,156,1,156,9.25e-110,306
SM_b20760,SM_b20760,100.000,200,0,0,1,200,1,200,9.59e-147,403
SM_b20761,SM_b20761,100.000,368,0,0,1,368,1,368,0.0,739
SM_b20762,SM_b20762,100.000,297,0,0,1,297,1,297,0.0,619
SM_b20763,SM_b20763,100.000,258,0,0,1,258,1,258,0.0,521
SM_b20764,SM_b20764,100.000,235,0,0,1,235,1,235,3.41e-172,471
SM_b20765,SM_b20765,100.000,204,0,0,1,204,1,204,1.36e-153,421
SM_b20766,SM_b20766,100.000,387,0,0,1,387,1,387,0.0,800
SM_b20767,SM_b20767,100.000,572,0,0,1,572,1,572,0.0,1116
SM_b20768,SM_b20768,100.000,313,0,0,1,313,1,313,0.0,643
SM_b20769,SM_b20769,100.000,512,0,0,1,512,1,512,0.0,998
SM_b20770,SM_b20770,100.000,166,0,0,1,166,1,166,7.09e-117,325
SM_b20771,SM_b20771,100.000,328,0,0,1,328,1,328,0.0,662
