S_meliloti|Q.,B_henselae|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
SMc01299,AYT27_RS05310,95.082,122,6,0,1,122,1,122,7.98e-83,234
SMc01300,AYT27_RS05315,77.027,74,17,0,1,74,1,74,4.41e-41,125
SMc01301,AYT27_RS05320,66.667,66,22,0,1,66,1,66,2.42e-27,89.7
SMc01302,AYT27_RS05325,77.372,137,31,0,1,137,1,137,1.80e-80,229
SMc01303,AYT27_RS05330,82.278,237,41,1,1,237,1,236,2.72e-151,416
SMc01304,AYT27_RS05335,82.946,129,22,0,1,129,1,129,1.88e-75,216
SMc01305,AYT27_RS05340,91.304,92,8,0,1,92,1,92,9.30e-61,176
SMc01306,AYT27_RS05345,83.453,278,45,1,1,278,1,277,3.57e-165,455
SMc01307,AYT27_RS05350,79.381,97,20,0,1,97,1,97,4.95e-53,157
SMc01308,AYT27_RS05355,72.816,206,56,0,1,206,1,206,3.46e-115,323
SMc01309,AYT27_RS05360,77.130,223,51,0,1,223,1,223,1.20e-130,364
SMc01310,AYT27_RS05365,94.118,102,6,0,1,102,1,102,1.83e-69,199
SMc01311,AYT27_RS05370,90.793,391,36,0,1,391,1,391,0.0,706
SMc01312,AYT27_RS05375,83.477,696,113,2,1,696,1,694,0.0,1193
SMc01313,AYT27_RS05380,83.333,156,26,0,1,156,1,156,2.64e-100,281
SMc01314,AYT27_RS05385,93.496,123,8,0,1,123,1,123,7.21e-83,234
SMc01316,AYT27_RS03165,84.301,1395,217,2,1,1393,1,1395,0.0,2459
SMc01317,AYT27_RS03160,85.245,1369,198,1,1,1365,1,1369,0.0,2432
SMc01318,AYT27_RS03155,78.571,126,24,1,1,126,1,123,1.52e-46,142
SMc01319,AYT27_RS03150,71.512,172,49,0,1,172,1,172,2.87e-92,262
SMc01320,AYT27_RS03145,76.190,231,55,0,1,231,1,231,5.30e-130,362
SMc01321,AYT27_RS03140,78.873,142,30,0,1,142,1,142,8.05e-82,233
SMc01322,AYT27_RS03135,78.977,176,37,0,1,176,1,176,8.35e-102,286
SMc01323,AYT27_RS03130,61.818,55,21,0,1,55,1,55,9.13e-21,73.6
SMc01326,AYT27_RS05370,90.793,391,36,0,1,391,1,391,0.0,706
SMc01327,AYT27_RS03105,54.930,284,116,3,8,291,3,274,1.63e-104,301
SMc01330,AYT27_RS05920,25.296,253,173,7,3,246,6,251,1.78e-21,88.2
SMc01331,AYT27_RS03350,58.943,246,101,0,10,255,10,255,1.61e-106,305
SMc01333,AYT27_RS04465,72.434,341,93,1,1,341,14,353,0.0,509
SMc01334,AYT27_RS04470,61.510,821,309,4,1,817,4,821,0.0,1032
SMc01335,AYT27_RS04475,42.700,363,192,6,60,417,47,398,1.89e-90,276
SMc01336,AYT27_RS04485,60.845,710,200,9,1,706,1,636,0.0,830
SMc01340,AYT27_RS05915,28.141,398,257,9,6,383,7,395,9.63e-39,139
SMc01342,AYT27_RS04125,41.014,217,125,2,35,248,69,285,1.40e-58,184
SMc01343,AYT27_RS00600,52.027,148,71,0,1,148,1,148,5.15e-49,150
SMc01344,AYT27_RS04120,55.346,159,66,2,2,158,8,163,1.11e-54,166
SMc01345,AYT27_RS04115,81.264,443,82,1,3,444,1,443,0.0,753
SMc01347,AYT27_RS03090,65.179,112,39,0,29,140,25,136,2.38e-56,169
SMc01348,AYT27_RS03085,58.594,128,53,0,5,132,4,131,1.48e-55,166
SMc01350,AYT27_RS03080,81.964,499,90,0,17,515,1,499,0.0,872
SMc01352,AYT27_RS04230,76.673,493,115,0,1,493,1,493,0.0,770
SMc01353,AYT27_RS04225,70.526,95,28,0,1,95,1,95,1.69e-43,132
SMc01355,AYT27_RS04220,62.821,156,58,0,1,156,1,156,2.98e-69,203
SMc01359,AYT27_RS04215,35.902,532,331,4,24,548,13,541,3.87e-103,317
SMc01360,AYT27_RS04210,73.026,304,82,0,4,307,10,313,5.82e-171,473
SMc01361,AYT27_RS04205,59.953,427,170,1,1,427,1,426,0.0,543
SMc01362,AYT27_RS04200,53.535,198,86,3,12,203,11,208,2.98e-62,188
SMc01363,AYT27_RS04195,51.169,385,175,2,10,381,10,394,9.93e-130,374
SMc01364,AYT27_RS04185,66.860,863,273,2,7,869,1,850,0.0,1198
SMc01365,AYT27_RS04180,50.875,743,354,4,30,767,4,740,0.0,764
SMc01369,AYT27_RS04165,87.273,55,7,0,1,55,1,55,3.10e-30,96.3
SMc01370,AYT27_RS00310,39.669,121,70,1,1,121,7,124,5.28e-18,79.0
SMc01371,AYT27_RS04010,72.500,120,33,0,1,120,1,120,1.82e-63,185
SMc01375,AYT27_RS05025,64.111,1148,410,2,21,1168,16,1161,0.0,1486
SMc01376,AYT27_RS04510,66.516,221,74,0,7,227,5,225,2.75e-106,302
SMc01379,AYT27_RS03115,95.833,24,1,0,1,24,1,24,4.78e-10,43.1
SMc01380,AYT27_RS03970,96.429,28,1,0,1,28,1,28,3.09e-13,51.6
SMc01381,AYT27_RS03125,92.000,25,2,0,1,25,1,25,2.33e-11,46.6
SMc01403,AYT27_RS04150,41.060,151,89,0,2,152,1,151,2.21e-47,147
SMc01407,AYT27_RS05565,60.246,244,94,2,1,244,1,241,1.97e-103,296
SMc01414,AYT27_RS05570,75.467,375,90,1,36,410,1,373,0.0,596
SMc01419,AYT27_RS07060,35.443,158,96,3,22,175,8,163,5.65e-28,99.8
SMc01428,AYT27_RS05910,72.464,69,19,0,1,69,1,69,5.99e-35,109
SMc01431,AYT27_RS05575,71.235,591,169,1,2,592,10,599,0.0,898
SMc01435,AYT27_RS05580,45.552,281,151,1,13,293,8,286,1.31e-90,267
SMc01438,AYT27_RS05585,49.900,501,232,7,11,503,16,505,4.67e-164,470
SMc01440,AYT27_RS05590,45.548,292,150,3,1,290,1,285,8.66e-78,236
SMc01441,AYT27_RS05595,45.028,362,184,6,1,354,1,355,1.43e-100,298
SMc01442,AYT27_RS05600,52.121,165,79,0,7,171,5,169,4.59e-59,178
SMc01444,AYT27_RS05605,77.652,264,59,0,1,264,1,264,7.05e-164,451
SMc01449,AYT27_RS05625,46.078,102,54,1,1,102,1,101,5.99e-29,96.7
SMc01450,AYT27_RS05635,53.297,182,72,3,1,170,1,181,3.83e-62,186
SMc01451,AYT27_RS05640,51.923,52,25,0,6,57,5,56,4.61e-11,48.9
SMc01452,AYT27_RS05645,47.826,69,36,0,2,70,10,78,1.13e-15,61.6
SMc01455,AYT27_RS02210,31.178,433,265,14,59,467,46,469,1.48e-48,169
SMc01457,AYT27_RS00680,56.341,1033,444,2,14,1040,13,1044,0.0,1156
SMc01458,AYT27_RS00675,44.218,294,164,0,88,381,68,361,6.24e-84,257
SMc01461,AYT27_RS05650,64.644,857,222,6,1,856,1,777,0.0,1137
SMc01464,AYT27_RS02320,26.380,163,116,3,235,394,531,692,1.28e-09,55.8
SMc01471,AYT27_RS05660,41.872,203,98,4,1,196,1,190,6.45e-50,156
SMc01472,AYT27_RS05665,48.264,288,147,1,2,289,3,288,1.26e-95,280
SMc01496,AYT27_RS00970,22.703,185,130,6,13,187,16,197,8.76e-08,49.7
SMc01497,AYT27_RS00965,23.868,243,180,4,50,289,53,293,1.91e-19,82.0
SMc01498,AYT27_RS00960,26.471,204,140,4,73,270,79,278,2.50e-12,61.2
SMc01499,AYT27_RS00955,45.104,337,171,5,4,327,4,339,7.60e-99,291
SMc01500,AYT27_RS02775,27.734,256,173,2,1,256,1,244,1.97e-30,110
SMc01502,AYT27_RS02350,38.743,191,111,3,10,194,6,196,3.16e-38,129
SMc01504,AYT27_RS07070,65.660,265,90,1,1,264,1,265,2.50e-130,365
SMc01505,AYT27_RS07065,55.556,36,16,0,12,47,23,58,1.82e-09,44.3
SMc01506,AYT27_RS07060,71.429,182,52,0,1,182,1,182,6.85e-99,280
SMc01507,AYT27_RS07075,28.054,221,156,2,283,500,109,329,5.90e-27,107
SMc01510,AYT27_RS02555,48.092,262,133,2,1,260,1,261,2.60e-91,267
SMc01511,AYT27_RS02560,58.333,348,142,3,16,361,14,360,1.76e-121,351
SMc01512,AYT27_RS02565,46.953,279,140,4,38,313,24,297,2.71e-87,260
SMc01513,AYT27_RS02570,46.552,348,180,5,10,355,4,347,3.42e-103,303
SMc01525,AYT27_RS06215,33.892,537,325,9,15,542,16,531,7.00e-100,308
SMc01526,AYT27_RS06185,53.913,345,158,1,1,344,12,356,4.08e-131,375
SMc01527,AYT27_RS06180,61.092,293,112,2,15,307,19,309,3.13e-118,338
SMc01528,AYT27_RS06175,59.559,272,110,0,4,275,5,276,2.62e-117,334
SMc01529,AYT27_RS06170,53.086,243,109,3,5,243,8,249,2.29e-89,261
SMc01534,AYT27_RS00540,27.512,418,258,11,25,438,13,389,1.96e-42,150
SMc01556,AYT27_RS05855,41.860,215,120,3,47,261,36,245,3.57e-48,156
SMc01561,AYT27_RS00385,55.172,174,76,1,17,188,20,193,5.26e-66,197
SMc01563,AYT27_RS05865,73.469,686,161,4,1,684,1,667,0.0,989
SMc01564,AYT27_RS03835,28.704,324,210,13,30,342,26,339,4.78e-26,102
SMc01566,AYT27_RS05475,23.038,395,246,13,24,390,4,368,2.47e-11,61.6
SMc01567,AYT27_RS05870,44.140,657,337,5,1,655,1,629,0.0,546
SMc01569,AYT27_RS05895,71.134,388,109,2,7,393,11,396,0.0,590
SMc01570,AYT27_RS05920,25.524,286,193,7,17,292,20,295,1.40e-25,99.4
SMc01571,AYT27_RS02775,32.258,248,159,3,1,245,1,242,1.74e-32,115
SMc01573,AYT27_RS06735,35.238,105,68,0,1,105,1,105,6.88e-24,84.3
SMc01576,AYT27_RS02030,26.842,380,272,3,11,390,14,387,8.19e-37,135
SMc01578,AYT27_RS05915,77.525,396,89,0,1,396,1,396,0.0,652
SMc01579,AYT27_RS06730,30.412,194,125,4,3,193,2,188,1.53e-14,66.2
SMc01584,AYT27_RS00345,31.707,164,105,3,11,171,19,178,5.94e-14,66.6
SMc01585,AYT27_RS05910,64.615,65,23,0,3,67,2,66,3.67e-25,84.7
SMc01586,AYT27_RS05955,40.476,126,58,6,29,140,107,229,1.33e-23,87.8
SMc01587,AYT27_RS05960,56.132,212,92,1,2,213,4,214,1.23e-89,258
SMc01588,AYT27_RS01985,26.683,416,296,6,26,436,44,455,2.16e-44,157
SMc01590,AYT27_RS06560,34.921,63,41,0,45,107,43,105,4.41e-10,53.1
SMc01593,AYT27_RS05965,62.281,228,86,0,7,234,7,234,1.04e-109,311
SMc01594,AYT27_RS02025,31.300,377,251,5,73,446,96,467,1.53e-57,192
SMc01595,AYT27_RS05970,62.132,441,165,2,20,459,6,445,0.0,542
SMc01608,AYT27_RS00955,41.034,290,154,3,1,287,1,276,2.43e-75,232
SMc01614,AYT27_RS02945,35.887,248,144,6,7,247,8,247,8.65e-44,144
SMc01617,AYT27_RS06745,28.671,286,182,4,4,276,1,277,1.93e-34,122
SMc01620,AYT27_RS04135,44.000,500,275,4,4,501,8,504,2.05e-131,387
SMc01624,AYT27_RS00955,31.933,357,223,4,8,364,6,342,1.07e-62,200
SMc01625,AYT27_RS00955,39.731,297,158,3,4,296,4,283,3.66e-68,214
SMc01626,AYT27_RS00960,25.243,206,142,5,80,278,78,278,9.57e-12,59.7
SMc01627,AYT27_RS00965,28.028,289,189,8,21,300,13,291,2.31e-22,90.5
SMc01631,AYT27_RS00955,45.957,235,124,2,9,242,4,236,8.59e-72,223
SMc01635,AYT27_RS02775,28.125,256,165,6,3,253,4,245,4.98e-21,84.7
SMc01641,AYT27_RS04380,22.553,235,151,11,27,245,31,250,3.69e-08,48.9
SMc01642,AYT27_RS06190,21.138,492,333,18,64,509,44,526,1.38e-09,55.8
SMc01643,AYT27_RS06185,27.151,372,226,6,17,366,9,357,1.57e-36,131
SMc01644,AYT27_RS06180,31.890,254,170,2,8,259,47,299,3.55e-30,111
SMc01645,AYT27_RS01235,34.622,543,326,11,1,525,1,532,1.01e-100,310
SMc01651,AYT27_RS05920,44.211,95,51,1,7,101,9,101,9.05e-16,72.0
SMc01653,AYT27_RS00955,42.199,282,152,5,17,287,2,283,3.63e-75,231
SMc01656,AYT27_RS01985,32.974,464,295,7,15,470,18,473,2.40e-85,266
SMc01662,AYT27_RS06520,29.167,360,208,10,424,772,12,335,7.37e-26,105
SMc01663,AYT27_RS02030,32.243,214,125,7,10,208,35,243,2.00e-14,71.6
SMc01669,AYT27_RS04380,30.435,184,123,3,15,198,21,199,5.83e-17,75.1
SMc01698,AYT27_RS02775,31.967,244,157,4,5,246,4,240,1.95e-34,120
SMc01700,AYT27_RS05155,62.025,158,55,2,27,181,25,180,3.07e-67,200
SMc01707,AYT27_RS00800,38.068,176,105,3,15,189,23,195,1.44e-40,132
SMc01708,AYT27_RS00770,38.571,350,156,11,990,1291,1388,1726,4.75e-52,196
SMc01712,AYT27_RS01410,35.230,369,237,2,33,400,8,375,5.34e-76,237
SMc01716,AYT27_RS05970,25.817,306,189,12,192,491,172,445,5.24e-17,79.0
SMc01717,AYT27_RS03325,27.802,464,300,12,8,455,7,451,1.97e-43,155
SMc01720,AYT27_RS06290,53.782,119,50,2,12,125,8,126,8.10e-34,110
SMc01721,AYT27_RS06295,53.289,608,266,7,2,592,1,607,0.0,648
SMc01722,AYT27_RS06300,70.673,208,61,0,4,211,2,209,2.29e-110,311
SMc01726,AYT27_RS00340,78.472,288,62,0,7,294,13,300,2.08e-168,465
SMc01728,AYT27_RS02495,43.158,95,52,1,253,347,79,171,4.93e-21,85.1
SMc01731,AYT27_RS00360,63.704,270,98,0,16,285,16,285,3.82e-131,370
SMc01732,AYT27_RS00355,71.174,281,80,1,16,296,3,282,4.61e-151,420
SMc01733,AYT27_RS00670,100.000,25,0,0,1,25,1,25,7.73e-14,52.8
SMc01740,AYT27_RS01410,32.787,366,201,4,24,345,11,375,1.61e-49,167
SMc01756,AYT27_RS04995,74.454,595,152,0,1,595,1,595,0.0,963
SMc01758,AYT27_RS06905,77.505,529,118,1,1,529,1,528,0.0,816
SMc01761,AYT27_RS04990,67.560,746,234,1,13,758,12,749,0.0,1073
SMc01767,AYT27_RS04375,32.031,128,78,2,10,137,8,126,2.21e-18,72.0
SMc01770,AYT27_RS03890,74.194,434,109,1,1,431,1,434,0.0,682
SMc01771,AYT27_RS03895,69.079,152,47,0,1,152,1,152,7.58e-75,217
SMc01772,AYT27_RS03900,41.872,406,183,7,7,401,6,369,1.27e-102,305
SMc01773,AYT27_RS03905,55.392,204,84,2,1,200,1,201,2.74e-82,239
SMc01777,AYT27_RS03910,66.438,146,46,1,5,150,7,149,3.55e-67,197
SMc01778,AYT27_RS03915,62.676,142,53,0,14,155,14,155,1.11e-67,199
SMc01781,AYT27_RS03920,46.429,140,70,2,17,153,16,153,4.01e-44,139
SMc01783,AYT27_RS03925,38.953,172,103,2,8,178,12,182,2.28e-41,134
SMc01784,AYT27_RS03930,64.286,336,120,0,1,336,1,336,8.65e-159,445
SMc01785,AYT27_RS03935,69.136,324,99,1,1,323,1,324,8.73e-169,468
SMc01786,AYT27_RS03940,74.510,102,26,0,1,102,1,102,4.80e-53,158
SMc01787,AYT27_RS03945,55.618,178,66,4,1,176,1,167,5.09e-63,188
SMc01793,AYT27_RS05935,27.749,191,115,6,181,354,137,321,1.88e-08,51.2
SMc01797,AYT27_RS05655,43.511,131,70,2,69,197,61,189,1.15e-32,113
SMc01800,AYT27_RS03880,48.468,359,176,3,7,357,7,364,4.21e-120,348
SMc01801,AYT27_RS03885,55.340,309,138,0,1,309,1,309,2.06e-133,377
SMc01803,AYT27_RS04015,78.065,155,34,0,1,155,7,161,2.27e-88,251
SMc01804,AYT27_RS04020,81.169,154,29,0,1,154,1,154,4.32e-95,268
SMc01813,AYT27_RS00035,53.612,263,122,0,2,264,15,277,3.97e-102,296
SMc01816,AYT27_RS03835,28.571,322,210,11,32,340,27,341,8.40e-27,104
SMc01817,AYT27_RS05920,28.523,298,190,7,4,290,7,292,6.77e-28,105
SMc01821,AYT27_RS02670,28.194,454,280,14,3,442,7,428,6.15e-47,164
SMc01823,AYT27_RS06570,33.617,235,144,4,4,228,3,235,9.88e-34,121
SMc01829,AYT27_RS00680,27.449,1082,689,18,8,1059,24,1039,5.53e-114,375
SMc01834,AYT27_RS06930,78.613,173,37,0,2,174,1,173,2.22e-108,303
SMc01842,AYT27_RS05795,36.562,320,179,2,4,322,2,298,2.08e-62,197
SMc01845,AYT27_RS00905,32.976,373,233,8,44,405,49,415,1.06e-52,177
SMc01850,AYT27_RS05780,39.091,110,58,4,218,324,46,149,4.74e-16,70.9
SMc01851,AYT27_RS00110,37.324,142,85,2,9,149,13,151,2.22e-21,84.0
SMc01854,AYT27_RS06350,28.383,303,131,9,22,246,13,307,3.35e-29,108
SMc01855,AYT27_RS05780,58.678,121,50,0,59,179,48,168,1.38e-53,164
SMc01858,AYT27_RS05770,59.226,336,129,2,1,336,14,341,4.28e-131,374
SMc01859,AYT27_RS05765,33.333,93,62,0,1,93,3,95,3.78e-20,76.3
SMc01860,AYT27_RS05760,55.660,530,233,2,54,581,41,570,0.0,601
SMc01861,AYT27_RS05755,60.345,464,183,1,21,483,15,478,0.0,579
SMc01862,AYT27_RS05750,48.172,465,240,1,4,467,4,468,1.58e-148,428
SMc01863,AYT27_RS05745,69.945,366,100,2,1,366,1,356,1.02e-176,491
SMc01864,AYT27_RS05740,54.095,464,206,1,1,457,1,464,3.15e-176,498
SMc01865,AYT27_RS05735,55.285,369,164,1,1,368,1,369,2.16e-147,419
SMc01866,AYT27_RS05730,53.243,370,171,2,2,371,3,370,6.53e-141,401
SMc01867,AYT27_RS05725,70.149,469,140,0,1,469,1,469,0.0,653
SMc01868,AYT27_RS05720,58.413,315,131,0,4,318,7,321,5.97e-130,369
SMc01869,AYT27_RS02845,56.047,430,187,1,7,436,2,429,1.25e-163,464
SMc01871,AYT27_RS05715,65.696,309,102,2,1,308,1,306,4.88e-148,414
SMc01872,AYT27_RS05710,36.786,280,177,0,27,306,20,299,2.42e-65,203
SMc01873,AYT27_RS05705,55.765,425,183,3,20,442,12,433,6.13e-174,490
SMc01874,AYT27_RS05700,56.459,627,190,14,1,590,1,581,1.97e-178,513
SMc01875,AYT27_RS05695,47.687,281,146,1,13,293,8,287,1.48e-92,273
SMc01876,AYT27_RS05690,52.688,279,129,2,6,281,10,288,8.12e-102,295
SMc01877,AYT27_RS05685,61.011,554,215,1,1,554,1,553,0.0,635
SMc01878,AYT27_RS05680,60.111,722,273,5,4,717,2,716,0.0,876
SMc01880,AYT27_RS02650,53.357,283,132,0,1,283,1,283,5.21e-100,291
SMc01881,AYT27_RS02655,56.410,273,118,1,1,273,1,272,2.42e-113,323
SMc01885,AYT27_RS05670,52.554,607,285,3,1,606,1,605,0.0,658
SMc01903,AYT27_RS03045,75.000,208,52,0,1,208,1,208,2.05e-121,338
SMc01904,AYT27_RS03050,86.824,425,55,1,1,425,1,424,0.0,768
SMc01905,AYT27_RS03055,77.175,793,180,1,14,806,16,807,0.0,1265
SMc01906,AYT27_RS03060,65.556,90,31,0,1,90,1,90,1.10e-39,122
SMc01912,AYT27_RS04600,73.554,121,32,0,1,121,1,121,1.07e-63,186
SMc01913,AYT27_RS04595,83.158,190,32,0,3,192,4,193,1.06e-123,343
SMc01914,AYT27_RS04590,63.682,201,73,0,1,201,1,201,2.27e-99,282
SMc01915,AYT27_RS04585,81.313,396,74,0,1,396,1,396,0.0,686
SMc01917,AYT27_RS04580,75.500,200,49,0,1,200,1,200,2.68e-117,332
SMc01918,AYT27_RS04575,77.931,435,95,1,1,434,1,435,0.0,736
SMc01920,AYT27_RS04570,72.294,693,188,2,1,693,1,689,0.0,1058
SMc01921,AYT27_RS04565,79.420,345,70,1,4,347,4,348,0.0,518
SMc01922,AYT27_RS04560,85.890,163,23,0,2,164,1,163,2.07e-105,294
SMc01923,AYT27_RS04555,66.492,191,64,0,14,204,16,206,3.43e-77,226
SMc01924,AYT27_RS04550,82.353,102,18,0,1,102,1,102,1.03e-50,151
SMc01925,AYT27_RS04545,71.254,654,181,1,8,661,5,651,0.0,950
SMc01926,AYT27_RS04540,75.565,487,119,0,1,487,1,487,0.0,763
SMc01927,AYT27_RS04535,56.757,481,201,2,6,480,5,484,0.0,525
SMc01928,AYT27_RS04530,36.752,234,145,1,25,255,24,257,9.54e-47,152
SMc01929,AYT27_RS04525,59.494,553,224,0,2,554,4,556,0.0,719
SMc01934,AYT27_RS04520,70.320,438,130,0,1,438,1,438,0.0,664
SMc01935,AYT27_RS04515,54.902,408,184,0,1,408,15,422,4.05e-167,471
SMc01936,AYT27_RS04605,92.000,25,2,0,1,25,1,25,1.32e-11,47.4
SMc01937,AYT27_RS04605,92.000,25,2,0,1,25,1,25,1.32e-11,47.4
SMc01938,AYT27_RS04610,100.000,25,0,0,1,25,1,25,7.59e-13,50.4
SMc01946,AYT27_RS04260,28.125,352,237,9,11,351,10,356,1.52e-33,124
SMc01948,AYT27_RS04240,48.511,235,119,2,5,238,3,236,4.17e-79,234
SMc01949,AYT27_RS04245,47.710,262,124,5,11,270,3,253,7.88e-78,233
SMc01950,AYT27_RS04250,34.365,323,159,8,140,440,39,330,1.99e-34,127
SMc01951,AYT27_RS04255,35.775,355,172,8,2,300,4,358,4.51e-44,149
SMc01952,AYT27_RS01370,28.099,242,152,5,2,237,12,237,7.38e-20,82.0
SMc01953,AYT27_RS07070,30.088,113,77,1,12,122,142,254,3.94e-09,48.9
SMc01955,AYT27_RS02775,30.612,196,118,6,13,204,9,190,2.50e-15,69.7
SMc01960,AYT27_RS08505,34.043,141,70,7,10,139,6,134,4.35e-08,46.6
SMc01962,AYT27_RS03335,24.554,224,164,4,2,221,5,227,2.85e-12,61.6
SMc01965,AYT27_RS00955,42.414,290,158,4,4,291,4,286,2.88e-74,229
SMc01968,AYT27_RS05920,27.972,143,94,2,9,149,8,143,8.26e-15,69.7
SMc01969,AYT27_RS05915,21.329,286,215,5,47,326,46,327,1.44e-10,57.8
SMc01971,AYT27_RS01985,53.586,474,216,2,1,471,1,473,0.0,543
SMc01972,AYT27_RS02030,29.925,401,279,1,33,433,27,425,7.18e-66,213
SMc01973,AYT27_RS02025,33.853,449,283,8,5,447,27,467,6.10e-78,246
SMc01978,AYT27_RS00965,26.277,274,197,3,27,299,14,283,2.03e-26,101
SMc01979,AYT27_RS00960,28.112,249,166,5,33,270,32,278,4.04e-23,91.7
SMc01980,AYT27_RS00955,48.333,360,166,6,1,355,1,345,3.97e-113,329
SMc01981,AYT27_RS01220,35.922,103,63,2,23,124,64,164,3.24e-21,80.1
SMc01983,AYT27_RS00610,37.665,531,305,11,30,552,50,562,3.56e-100,315
SMc01984,AYT27_RS00615,25.170,147,90,2,89,215,68,214,3.58e-09,50.8
SMc01985,AYT27_RS00615,24.299,214,121,7,44,239,27,217,1.76e-10,54.7
SMc01987,AYT27_RS06520,25.153,326,196,13,499,812,47,336,1.03e-12,66.2
SMc01990,AYT27_RS02995,30.319,188,102,9,105,279,160,331,8.47e-08,49.7
SMc01991,AYT27_RS02775,31.557,244,156,6,1,237,2,241,1.01e-22,89.0
SMc02016,AYT27_RS03325,25.792,221,150,7,76,292,103,313,7.58e-11,59.3
SMc02020,AYT27_RS05410,29.565,230,140,5,1,221,5,221,7.19e-30,108
SMc02025,AYT27_RS06190,21.154,520,366,14,12,503,26,529,1.59e-18,84.0
SMc02027,AYT27_RS01235,40.968,537,304,8,3,529,1,534,1.24e-139,410
SMc02028,AYT27_RS06180,37.262,263,165,0,5,267,46,308,1.44e-50,164
SMc02029,AYT27_RS06185,32.566,304,183,2,30,311,53,356,1.27e-44,151
SMc02030,AYT27_RS05920,25.581,129,94,1,1,129,5,131,7.30e-08,48.5
SMc02032,AYT27_RS01235,24.650,357,226,9,149,475,160,503,6.81e-26,106
SMc02034,AYT27_RS02775,33.871,248,156,5,6,253,2,241,9.39e-34,118
SMc02037,AYT27_RS02775,37.450,251,150,4,5,255,1,244,2.27e-48,156
SMc02039,AYT27_RS02775,27.907,172,113,4,1,166,4,170,9.15e-14,64.3
SMc02041,AYT27_RS02775,33.745,243,157,3,10,250,1,241,2.69e-40,135
SMc02043,AYT27_RS06465,40.415,193,113,1,13,205,17,207,1.49e-47,152
SMc02047,AYT27_RS06520,47.632,380,180,8,3,379,8,371,4.32e-102,303
SMc02048,AYT27_RS06515,56.897,116,50,0,4,119,6,121,2.03e-47,144
SMc02049,AYT27_RS06510,55.328,929,402,10,21,946,9,927,0.0,1002
SMc02050,AYT27_RS03075,55.814,473,196,3,1,464,1,469,0.0,546
SMc02051,AYT27_RS08340,54.545,44,20,0,1,44,1,44,1.44e-13,53.9
SMc02052,AYT27_RS08340,46.809,47,25,0,1,47,1,47,2.63e-08,40.4
SMc02053,AYT27_RS03065,71.087,460,127,3,9,468,7,460,0.0,699
SMc02055,AYT27_RS02935,39.033,269,162,2,9,275,9,277,1.86e-59,187
SMc02056,AYT27_RS02930,60.938,128,49,1,3,130,1,127,7.32e-52,156
SMc02057,AYT27_RS05520,37.662,847,490,13,11,840,10,835,9.03e-171,512
SMc02058,AYT27_RS02925,60.360,111,42,2,1,110,1,110,1.24e-45,140
SMc02060,AYT27_RS02920,38.023,263,128,4,281,512,133,391,6.23e-51,174
SMc02062,AYT27_RS02915,37.255,204,128,0,1,204,16,219,6.43e-48,152
SMc02064,AYT27_RS02910,65.012,423,148,0,1,423,1,423,0.0,566
SMc02065,AYT27_RS02905,44.882,254,139,1,4,257,7,259,5.86e-79,236
SMc02066,AYT27_RS02900,32.540,126,76,1,21,137,21,146,1.07e-19,77.8
SMc02067,AYT27_RS02895,60.417,48,18,1,1,47,1,48,5.91e-12,52.0
SMc02068,AYT27_RS00955,35.547,256,156,4,21,271,1,252,7.35e-48,161
SMc02072,AYT27_RS05100,26.954,371,210,13,597,945,508,839,1.32e-26,112
SMc02073,AYT27_RS05095,63.419,585,214,0,1,585,1,585,0.0,798
SMc02074,AYT27_RS05090,53.731,402,183,2,3,404,1,399,1.48e-159,451
SMc02075,AYT27_RS05085,69.524,105,32,0,5,109,3,107,4.04e-51,153
SMc02076,AYT27_RS00930,26.039,361,197,10,141,433,88,446,5.61e-18,82.0
SMc02077,AYT27_RS05390,60.000,260,103,1,1,260,1,259,1.89e-119,338
SMc02078,AYT27_RS05415,41.256,223,130,1,44,266,41,262,1.47e-60,188
SMc02080,AYT27_RS05420,62.434,945,314,5,1,943,1,906,0.0,1238
SMc02081,AYT27_RS05425,26.275,255,97,9,6,247,7,183,3.22e-11,56.6
SMc02082,AYT27_RS05430,40.191,418,244,3,17,434,27,438,1.37e-92,283
SMc02083,AYT27_RS05435,55.656,221,95,1,2,219,4,224,4.75e-80,235
SMc02084,AYT27_RS07625,47.727,132,65,2,11,138,10,141,1.78e-36,120
SMc02085,AYT27_RS07630,45.000,260,109,4,84,309,18,277,2.21e-60,191
SMc02086,AYT27_RS03310,28.911,799,511,16,10,795,7,761,6.83e-101,325
SMc02087,AYT27_RS03300,76.690,429,100,0,1,429,1,429,0.0,724
SMc02089,AYT27_RS03275,46.429,392,205,2,1,387,1,392,2.40e-130,376
SMc02090,AYT27_RS03270,42.960,277,155,3,13,288,12,286,2.44e-68,210
SMc02091,AYT27_RS03265,45.038,262,144,0,4,265,2,263,1.13e-84,250
SMc02092,AYT27_RS03260,59.211,152,61,1,2,152,4,155,7.02e-66,194
SMc02093,AYT27_RS03255,46.705,349,183,2,1,349,1,346,5.68e-103,303
SMc02094,AYT27_RS03250,48.060,799,391,10,1,776,1,798,0.0,741
SMc02095,AYT27_RS03245,36.565,361,216,2,16,368,21,376,2.04e-87,265
SMc02096,AYT27_RS03240,40.602,266,142,6,3,261,2,258,2.56e-50,162
SMc02098,AYT27_RS03235,72.778,180,49,0,7,186,7,186,2.83e-98,278
