B_henselae|Q.,B_henselae|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
AYT27_RS06070,AYT27_RS06070,100.000,343,0,0,1,343,1,343,0.0,704
AYT27_RS06075,AYT27_RS06075,100.000,303,0,0,1,303,1,303,0.0,637
AYT27_RS06080,AYT27_RS06080,100.000,934,0,0,1,934,1,934,0.0,1888
AYT27_RS06085,AYT27_RS06085,100.000,698,0,0,1,698,1,698,0.0,1426
AYT27_RS06090,AYT27_RS06090,100.000,86,0,0,1,86,1,86,7.81e-62,178
AYT27_RS06095,AYT27_RS06095,100.000,300,0,0,1,300,1,300,0.0,624
AYT27_RS06100,AYT27_RS06100,100.000,302,0,0,1,302,1,302,0.0,604
AYT27_RS06105,AYT27_RS06105,100.000,273,0,0,1,273,1,273,0.0,557
AYT27_RS06110,AYT27_RS06110,100.000,409,0,0,1,409,1,409,0.0,845
AYT27_RS06115,AYT27_RS06115,100.000,91,0,0,1,91,1,91,6.05e-66,189
AYT27_RS06120,AYT27_RS06120,100.000,128,0,0,1,128,1,128,6.58e-93,260
AYT27_RS06125,AYT27_RS06125,100.000,233,0,0,1,233,1,233,2.08e-173,472
AYT27_RS06130,AYT27_RS06130,100.000,212,0,0,1,212,1,212,2.07e-160,437
AYT27_RS06135,AYT27_RS06135,100.000,196,0,0,1,196,1,196,2.19e-145,398
AYT27_RS06140,AYT27_RS06140,100.000,226,0,0,1,226,1,226,5.15e-168,458
AYT27_RS06145,AYT27_RS06145,100.000,372,0,0,1,372,1,372,0.0,768
AYT27_RS06150,AYT27_RS06150,100.000,318,0,0,1,318,1,318,0.0,659
AYT27_RS06155,AYT27_RS06155,100.000,25,0,0,1,25,1,25,1.59e-11,47.0
AYT27_RS06160,AYT27_RS06160,100.000,86,0,0,1,86,1,86,2.74e-60,174
AYT27_RS06165,AYT27_RS06165,100.000,661,0,0,1,661,1,661,0.0,1281
AYT27_RS06170,AYT27_RS06170,100.000,260,0,0,1,260,1,260,0.0,532
AYT27_RS06175,AYT27_RS06175,100.000,291,0,0,1,291,1,291,0.0,591
AYT27_RS06180,AYT27_RS06180,100.000,310,0,0,1,310,1,310,0.0,622
AYT27_RS06185,AYT27_RS06185,100.000,357,0,0,1,357,1,357,0.0,718
AYT27_RS06190,AYT27_RS06190,100.000,545,0,0,1,545,1,545,0.0,1130
AYT27_RS06195,AYT27_RS06195,100.000,541,0,0,1,541,1,541,0.0,1068
AYT27_RS06200,AYT27_RS06200,100.000,71,0,0,1,71,1,71,8.01e-48,142
AYT27_RS06205,AYT27_RS06205,100.000,208,0,0,1,208,1,208,3.07e-160,437
AYT27_RS06210,AYT27_RS06210,100.000,476,0,0,1,476,1,476,0.0,971
AYT27_RS06215,AYT27_RS06215,100.000,543,0,0,1,543,1,543,0.0,1129
AYT27_RS06220,AYT27_RS06220,100.000,87,0,0,1,87,1,87,1.78e-56,164
AYT27_RS06225,AYT27_RS06225,100.000,269,0,0,1,269,1,269,0.0,557
AYT27_RS06230,AYT27_RS06230,100.000,306,0,0,1,306,1,306,0.0,593
AYT27_RS06235,AYT27_RS06235,100.000,271,0,0,1,271,1,271,0.0,555
AYT27_RS06240,AYT27_RS06240,100.000,248,0,0,1,248,1,248,0.0,501
AYT27_RS06245,AYT27_RS06245,100.000,306,0,0,1,306,1,306,0.0,617
AYT27_RS06250,AYT27_RS06250,100.000,552,0,0,1,552,1,552,0.0,1146
AYT27_RS06255,AYT27_RS06255,100.000,129,0,0,1,129,1,129,4.27e-94,263
AYT27_RS06260,AYT27_RS06260,100.000,263,0,0,1,263,1,263,0.0,549
AYT27_RS06265,AYT27_RS06265,100.000,81,0,0,1,81,1,81,6.26e-54,158
AYT27_RS06270,AYT27_RS06270,100.000,126,0,0,1,126,1,126,8.07e-92,257
AYT27_RS06275,AYT27_RS06275,100.000,295,0,0,1,295,1,295,0.0,598
AYT27_RS06280,AYT27_RS06280,100.000,364,0,0,1,364,1,364,0.0,736
AYT27_RS06285,AYT27_RS06285,100.000,44,0,0,1,44,1,44,2.83e-25,83.2
AYT27_RS06290,AYT27_RS06290,100.000,130,0,0,1,130,1,130,1.95e-94,264
AYT27_RS06295,AYT27_RS06295,100.000,612,0,0,1,612,1,612,0.0,1261
AYT27_RS06300,AYT27_RS06300,100.000,215,0,0,1,215,1,215,4.98e-160,437
AYT27_RS06305,AYT27_RS06305,100.000,230,0,0,1,230,1,230,3.29e-174,474
AYT27_RS06310,AYT27_RS06310,100.000,267,0,0,1,267,1,267,0.0,545
AYT27_RS06315,AYT27_RS06315,100.000,206,0,0,1,206,1,206,9.79e-155,422
AYT27_RS06320,AYT27_RS06320,100.000,28,0,0,1,28,1,28,2.15e-15,57.0
AYT27_RS06325,AYT27_RS06325,100.000,354,0,0,1,354,1,354,0.0,741
AYT27_RS06330,AYT27_RS06330,100.000,420,0,0,1,420,1,420,0.0,858
AYT27_RS06335,AYT27_RS06335,100.000,30,0,0,1,30,1,30,5.36e-16,58.5
AYT27_RS06340,AYT27_RS06340,100.000,402,0,0,1,402,1,402,0.0,818
AYT27_RS06345,AYT27_RS06345,100.000,76,0,0,1,76,1,76,8.54e-49,144
AYT27_RS06350,AYT27_RS06350,100.000,319,0,0,1,319,1,319,0.0,665
AYT27_RS06355,AYT27_RS06355,100.000,716,0,0,1,716,1,716,0.0,1423
AYT27_RS06360,AYT27_RS06360,100.000,243,0,0,1,243,1,243,0.0,503
AYT27_RS06365,AYT27_RS06365,100.000,398,0,0,1,398,1,398,0.0,793
AYT27_RS06370,AYT27_RS06370,100.000,115,0,0,1,115,1,115,6.40e-82,231
AYT27_RS06375,AYT27_RS07000,100.000,362,0,0,1,362,1,362,0.0,739
AYT27_RS06380,AYT27_RS07005,100.000,90,0,0,1,90,1,90,2.92e-57,167
AYT27_RS06385,AYT27_RS07010,100.000,378,0,0,1,378,1,378,0.0,752
AYT27_RS06390,AYT27_RS07015,100.000,411,0,0,1,411,1,411,0.0,834
AYT27_RS06395,AYT27_RS07020,100.000,25,0,0,1,25,1,25,3.69e-12,48.5
AYT27_RS06400,AYT27_RS07025,100.000,38,0,0,1,38,1,38,1.20e-20,70.9
AYT27_RS06405,AYT27_RS07030,100.000,940,0,0,1,940,1,940,0.0,1788
AYT27_RS06410,AYT27_RS07035,100.000,25,0,0,1,25,1,25,5.17e-13,50.8
AYT27_RS06415,AYT27_RS07040,100.000,25,0,0,1,25,1,25,1.21e-09,42.4
AYT27_RS06420,AYT27_RS07045,100.000,497,0,0,1,497,1,497,0.0,949
AYT27_RS06425,AYT27_RS06425,100.000,130,0,0,1,130,1,130,1.06e-96,270
AYT27_RS06430,AYT27_RS06430,100.000,353,0,0,1,353,1,353,0.0,715
AYT27_RS06435,AYT27_RS06435,100.000,523,0,0,1,523,1,523,0.0,1049
AYT27_RS06440,AYT27_RS06440,100.000,194,0,0,1,194,1,194,6.25e-148,404
AYT27_RS06445,AYT27_RS06445,100.000,377,0,0,1,377,1,377,0.0,778
AYT27_RS06450,AYT27_RS06450,100.000,77,0,0,1,77,1,77,1.44e-53,156
AYT27_RS06455,AYT27_RS06455,100.000,59,0,0,1,59,1,59,5.05e-40,121
AYT27_RS06460,AYT27_RS06460,100.000,304,0,0,1,304,1,304,0.0,637
AYT27_RS06465,AYT27_RS06465,100.000,221,0,0,1,221,1,221,2.82e-165,451
AYT27_RS06470,AYT27_RS06470,100.000,147,0,0,1,147,1,147,2.55e-99,278
AYT27_RS06475,AYT27_RS06475,100.000,276,0,0,1,276,1,276,0.0,574
AYT27_RS06480,AYT27_RS06480,100.000,164,0,0,1,164,1,164,8.88e-111,308
AYT27_RS06485,AYT27_RS06485,100.000,82,0,0,1,82,1,82,6.86e-58,168
AYT27_RS06490,AYT27_RS06490,100.000,220,0,0,1,220,1,220,1.18e-166,454
AYT27_RS06495,AYT27_RS06495,100.000,72,0,0,1,72,1,72,3.00e-50,148
AYT27_RS06500,AYT27_RS06500,100.000,148,0,0,1,148,1,148,3.46e-105,292
AYT27_RS06505,AYT27_RS06505,100.000,372,0,0,1,372,1,372,0.0,771
AYT27_RS06510,AYT27_RS06510,100.000,931,0,0,1,931,1,931,0.0,1935
AYT27_RS06515,AYT27_RS06515,100.000,122,0,0,1,122,1,122,3.39e-87,245
AYT27_RS06520,AYT27_RS06520,100.000,372,0,0,1,372,1,372,0.0,758
AYT27_RS06525,AYT27_RS06525,100.000,220,0,0,1,220,1,220,8.01e-165,449
AYT27_RS06530,AYT27_RS06530,100.000,68,0,0,1,68,1,68,1.93e-46,138
AYT27_RS06535,AYT27_RS06535,100.000,78,0,0,1,78,1,78,1.71e-53,156
AYT27_RS06540,AYT27_RS06540,100.000,118,0,0,1,118,1,118,2.86e-85,240
AYT27_RS06545,AYT27_RS06545,100.000,137,0,0,1,137,1,137,4.91e-94,263
AYT27_RS06550,AYT27_RS06550,100.000,338,0,0,1,338,1,338,0.0,698
AYT27_RS06555,AYT27_RS06555,100.000,67,0,0,1,67,1,67,5.97e-46,136
AYT27_RS06560,AYT27_RS06560,100.000,208,0,0,1,208,1,208,1.18e-155,425
AYT27_RS06565,AYT27_RS06565,100.000,272,0,0,1,272,1,272,0.0,551
AYT27_RS06570,AYT27_RS06570,100.000,344,0,0,1,344,1,344,0.0,697
AYT27_RS06575,AYT27_RS06575,100.000,219,0,0,1,219,1,219,8.10e-157,429
AYT27_RS06580,AYT27_RS06580,100.000,335,0,0,1,335,1,335,0.0,656
AYT27_RS06585,AYT27_RS06585,100.000,159,0,0,1,159,1,159,5.39e-121,333
AYT27_RS06590,AYT27_RS06590,100.000,445,0,0,1,445,1,445,0.0,918
AYT27_RS06595,AYT27_RS06595,100.000,71,0,0,1,71,1,71,1.14e-47,141
AYT27_RS06600,AYT27_RS06600,100.000,126,0,0,1,126,1,126,1.97e-89,251
AYT27_RS06605,AYT27_RS06605,100.000,87,0,0,1,87,1,87,3.20e-33,106
AYT27_RS06610,AYT27_RS06610,100.000,246,0,0,1,246,1,246,0.0,510
AYT27_RS06615,AYT27_RS06615,100.000,342,0,0,1,342,1,342,0.0,706
AYT27_RS06620,AYT27_RS06620,100.000,323,0,0,1,323,1,323,0.0,675
AYT27_RS06625,AYT27_RS06625,100.000,61,0,0,1,61,1,61,9.74e-39,118
AYT27_RS06630,AYT27_RS06630,100.000,1020,0,0,1,1020,1,1020,0.0,2070
AYT27_RS06635,AYT27_RS06635,100.000,66,0,0,1,66,1,66,1.44e-44,133
AYT27_RS06640,AYT27_RS06640,100.000,1302,0,0,1,1302,1,1302,0.0,2638
AYT27_RS06645,AYT27_RS06645,100.000,300,0,0,1,300,1,300,0.0,585
AYT27_RS06650,AYT27_RS06650,100.000,321,0,0,1,321,1,321,0.0,622
AYT27_RS06655,AYT27_RS06655,100.000,314,0,0,1,314,1,314,0.0,577
AYT27_RS06660,AYT27_RS06660,100.000,249,0,0,1,249,1,249,1.75e-164,451
AYT27_RS06665,AYT27_RS06665,100.000,24,0,0,1,24,1,24,2.34e-10,43.9
AYT27_RS06670,AYT27_RS06670,100.000,77,0,0,1,77,1,77,4.36e-50,147
AYT27_RS06675,AYT27_RS06675,100.000,376,0,0,1,376,1,376,0.0,784
AYT27_RS06680,AYT27_RS06680,100.000,1111,0,0,1,1111,1,1111,0.0,2168
AYT27_RS06685,AYT27_RS06685,100.000,1441,0,0,1,1441,1,1441,0.0,2927
AYT27_RS06690,AYT27_RS06690,100.000,77,0,0,1,77,1,77,5.01e-55,160
AYT27_RS06695,AYT27_RS06695,100.000,873,0,0,1,873,1,873,0.0,1788
AYT27_RS06700,AYT27_RS06700,100.000,780,0,0,1,780,1,780,0.0,1598
AYT27_RS06705,AYT27_RS06705,100.000,872,0,0,1,872,1,872,0.0,1781
AYT27_RS06710,AYT27_RS06710,100.000,81,0,0,1,81,1,81,3.79e-56,163
AYT27_RS06715,AYT27_RS06715,100.000,147,0,0,1,147,1,147,9.02e-108,299
AYT27_RS06720,AYT27_RS06720,100.000,69,0,0,1,69,1,69,7.38e-47,139
AYT27_RS06725,AYT27_RS06725,100.000,76,0,0,1,76,1,76,6.37e-54,157
AYT27_RS06730,AYT27_RS06730,100.000,209,0,0,1,209,1,209,4.82e-153,419
AYT27_RS06735,AYT27_RS06735,100.000,109,0,0,1,109,1,109,4.31e-80,226
AYT27_RS06740,AYT27_RS06740,100.000,333,0,0,1,333,1,333,0.0,685
AYT27_RS06745,AYT27_RS06745,100.000,281,0,0,1,281,1,281,0.0,586
AYT27_RS06750,AYT27_RS06750,100.000,80,0,0,1,80,1,80,9.18e-56,162
AYT27_RS06755,AYT27_RS06755,100.000,59,0,0,1,59,1,59,1.60e-36,112
AYT27_RS06760,AYT27_RS06760,100.000,247,0,0,1,247,1,247,0.0,518
AYT27_RS06765,AYT27_RS06765,100.000,107,0,0,1,107,1,107,2.59e-72,206
AYT27_RS06770,AYT27_RS06770,100.000,103,0,0,1,103,1,103,2.34e-75,214
AYT27_RS06775,AYT27_RS06775,100.000,784,0,0,1,784,1,784,0.0,1624
AYT27_RS06780,AYT27_RS06780,100.000,148,0,0,1,148,1,148,1.63e-101,283
AYT27_RS06785,AYT27_RS06785,100.000,321,0,0,1,321,1,321,0.0,630
AYT27_RS06790,AYT27_RS06790,100.000,104,0,0,1,104,1,104,5.57e-73,207
AYT27_RS06795,AYT27_RS06795,100.000,222,0,0,1,222,1,222,6.76e-168,457
AYT27_RS06800,AYT27_RS06800,100.000,288,0,0,1,288,1,288,0.0,595
AYT27_RS06805,AYT27_RS06805,100.000,396,0,0,1,396,1,396,0.0,813
AYT27_RS06810,AYT27_RS06810,100.000,356,0,0,1,356,1,356,0.0,732
AYT27_RS06815,AYT27_RS06815,100.000,68,0,0,1,68,1,68,4.05e-45,134
AYT27_RS06820,AYT27_RS06820,100.000,544,0,0,1,544,1,544,0.0,1130
AYT27_RS06825,AYT27_RS06825,100.000,639,0,0,1,639,1,639,0.0,1327
AYT27_RS06830,AYT27_RS06830,100.000,104,0,0,1,104,1,104,2.62e-72,206
AYT27_RS06835,AYT27_RS06835,100.000,542,0,0,1,542,1,542,0.0,1135
AYT27_RS06840,AYT27_RS06840,100.000,532,0,0,1,532,1,532,0.0,1108
AYT27_RS06845,AYT27_RS06845,100.000,338,0,0,1,338,1,338,0.0,697
AYT27_RS06850,AYT27_RS06850,100.000,464,0,0,1,464,1,464,0.0,959
AYT27_RS06855,AYT27_RS06855,100.000,615,0,0,1,615,1,615,0.0,1243
AYT27_RS06860,AYT27_RS06860,100.000,1009,0,0,1,1009,1,1009,0.0,2057
AYT27_RS06865,AYT27_RS06865,100.000,92,0,0,1,92,1,92,1.14e-65,188
AYT27_RS06870,AYT27_RS06870,100.000,75,0,0,1,75,1,75,2.77e-52,153
AYT27_RS06875,AYT27_RS06875,100.000,62,0,0,1,62,1,62,1.16e-39,120
AYT27_RS06880,AYT27_RS06880,100.000,523,0,0,1,523,1,523,0.0,1044
AYT27_RS06885,AYT27_RS06885,100.000,356,0,0,1,356,1,356,0.0,739
AYT27_RS06890,AYT27_RS06890,100.000,162,0,0,1,162,1,162,6.53e-118,326
AYT27_RS06895,AYT27_RS06895,100.000,192,0,0,1,192,1,192,2.40e-145,397
AYT27_RS06900,AYT27_RS06900,100.000,110,0,0,1,110,1,110,1.31e-80,227
AYT27_RS06905,AYT27_RS06905,100.000,547,0,0,1,547,1,547,0.0,1072
AYT27_RS06910,AYT27_RS06910,100.000,98,0,0,1,98,1,98,2.77e-68,195
AYT27_RS06915,AYT27_RS06915,100.000,462,0,0,1,462,1,462,0.0,960
AYT27_RS06920,AYT27_RS06920,100.000,139,0,0,1,139,1,139,2.55e-90,254
AYT27_RS06925,AYT27_RS06925,100.000,542,0,0,1,542,1,542,0.0,1120
AYT27_RS06930,AYT27_RS06930,100.000,174,0,0,1,174,1,174,3.66e-133,365
AYT27_RS06935,AYT27_RS06935,100.000,177,0,0,1,177,1,177,1.50e-116,323
AYT27_RS06940,AYT27_RS06940,100.000,68,0,0,1,68,1,68,1.34e-45,135
AYT27_RS06945,AYT27_RS06945,100.000,138,0,0,1,138,1,138,1.23e-99,278
AYT27_RS06950,AYT27_RS06950,100.000,61,0,0,1,61,1,61,3.34e-43,129
AYT27_RS06955,AYT27_RS06955,100.000,495,0,0,1,495,1,495,0.0,1006
AYT27_RS06960,AYT27_RS06960,100.000,61,0,0,1,61,1,61,7.43e-41,123
AYT27_RS06965,AYT27_RS06965,100.000,281,0,0,1,281,1,281,0.0,576
AYT27_RS06970,AYT27_RS07000,100.000,362,0,0,1,362,1,362,0.0,739
AYT27_RS06975,AYT27_RS07005,100.000,90,0,0,1,90,1,90,2.92e-57,167
AYT27_RS06980,AYT27_RS07010,100.000,378,0,0,1,378,1,378,0.0,752
AYT27_RS06985,AYT27_RS07015,100.000,411,0,0,1,411,1,411,0.0,834
AYT27_RS06990,AYT27_RS07020,100.000,25,0,0,1,25,1,25,3.69e-12,48.5
AYT27_RS06995,AYT27_RS07025,100.000,38,0,0,1,38,1,38,1.20e-20,70.9
AYT27_RS07000,AYT27_RS07000,100.000,362,0,0,1,362,1,362,0.0,739
AYT27_RS07005,AYT27_RS07005,100.000,90,0,0,1,90,1,90,2.92e-57,167
AYT27_RS07010,AYT27_RS07010,100.000,378,0,0,1,378,1,378,0.0,752
AYT27_RS07015,AYT27_RS07015,100.000,411,0,0,1,411,1,411,0.0,834
AYT27_RS07020,AYT27_RS07020,100.000,25,0,0,1,25,1,25,3.69e-12,48.5
AYT27_RS07025,AYT27_RS07025,100.000,38,0,0,1,38,1,38,1.20e-20,70.9
AYT27_RS07030,AYT27_RS07030,100.000,940,0,0,1,940,1,940,0.0,1788
AYT27_RS07035,AYT27_RS07035,100.000,25,0,0,1,25,1,25,5.17e-13,50.8
AYT27_RS07040,AYT27_RS07040,100.000,25,0,0,1,25,1,25,1.21e-09,42.4
AYT27_RS07045,AYT27_RS07045,100.000,497,0,0,1,497,1,497,0.0,949
AYT27_RS07050,AYT27_RS07050,100.000,668,0,0,1,668,1,668,0.0,1388
AYT27_RS07055,AYT27_RS07055,100.000,474,0,0,1,474,1,474,0.0,972
AYT27_RS07060,AYT27_RS07060,100.000,184,0,0,1,184,1,184,2.02e-138,379
AYT27_RS07065,AYT27_RS07065,100.000,67,0,0,1,67,1,67,4.55e-45,134
AYT27_RS07070,AYT27_RS07070,100.000,265,0,0,1,265,1,265,0.0,544
AYT27_RS07075,AYT27_RS07075,100.000,337,0,0,1,337,1,337,0.0,702
AYT27_RS07080,AYT27_RS07080,100.000,61,0,0,1,61,1,61,3.90e-38,116
AYT27_RS07085,AYT27_RS07085,100.000,114,0,0,1,114,1,114,7.78e-84,236
AYT27_RS07090,AYT27_RS07090,100.000,62,0,0,1,62,1,62,3.02e-42,127
AYT27_RS07095,AYT27_RS07095,100.000,149,0,0,1,149,1,149,1.97e-110,306
AYT27_RS07100,AYT27_RS07100,100.000,99,0,0,1,99,1,99,3.20e-73,208
AYT27_RS07105,AYT27_RS07105,100.000,244,0,0,1,244,1,244,0.0,492
AYT27_RS07110,AYT27_RS07110,100.000,313,0,0,1,313,1,313,0.0,651
AYT27_RS07115,AYT27_RS07115,100.000,86,0,0,1,86,1,86,2.53e-61,177
AYT27_RS07120,AYT27_RS07120,100.000,212,0,0,1,212,1,212,3.71e-158,432
AYT27_RS07125,AYT27_RS07125,100.000,147,0,0,1,147,1,147,9.36e-111,306
AYT27_RS07130,AYT27_RS07130,100.000,121,0,0,1,121,1,121,2.66e-85,240
AYT27_RS07135,AYT27_RS07135,100.000,220,0,0,1,220,1,220,3.92e-165,450
AYT27_RS07140,AYT27_RS07140,100.000,88,0,0,1,88,1,88,4.28e-62,179
AYT27_RS07145,AYT27_RS07145,100.000,106,0,0,1,106,1,106,6.51e-70,200
AYT27_RS07150,AYT27_RS07150,100.000,335,0,0,1,335,1,335,0.0,696
AYT27_RS07155,AYT27_RS07155,100.000,374,0,0,1,374,1,374,0.0,769
AYT27_RS07160,AYT27_RS07160,100.000,152,0,0,1,152,1,152,1.23e-114,317
AYT27_RS07165,AYT27_RS07165,100.000,487,0,0,1,487,1,487,0.0,1013
AYT27_RS07170,AYT27_RS07170,100.000,253,0,0,1,253,1,253,1.25e-164,451
AYT27_RS07175,AYT27_RS07175,100.000,231,0,0,1,231,1,231,2.64e-176,479
AYT27_RS07180,AYT27_RS07180,100.000,372,0,0,1,372,1,372,0.0,767
AYT27_RS07185,AYT27_RS07185,100.000,64,0,0,1,64,1,64,3.03e-45,134
AYT27_RS07190,AYT27_RS07190,100.000,64,0,0,1,64,1,64,2.28e-45,135
AYT27_RS07195,AYT27_RS07195,100.000,265,0,0,1,265,1,265,0.0,548
AYT27_RS07200,AYT27_RS07200,100.000,59,0,0,1,59,1,59,3.27e-39,119
AYT27_RS07205,AYT27_RS07205,100.000,612,0,0,1,612,1,612,0.0,1271
AYT27_RS07210,AYT27_RS07210,100.000,441,0,0,1,441,1,441,0.0,921
AYT27_RS07215,AYT27_RS07215,100.000,109,0,0,1,109,1,109,1.20e-79,225
AYT27_RS07220,AYT27_RS07220,100.000,97,0,0,1,97,1,97,2.21e-68,196
AYT27_RS07225,AYT27_RS07225,100.000,859,0,0,1,859,1,859,0.0,1736
AYT27_RS07230,AYT27_RS07230,100.000,74,0,0,1,74,1,74,9.13e-49,144
AYT27_RS07235,AYT27_RS07235,100.000,89,0,0,1,89,1,89,4.29e-60,174
AYT27_RS07240,AYT27_RS07240,100.000,90,0,0,1,90,1,90,1.63e-65,187
AYT27_RS07245,AYT27_RS07245,100.000,232,0,0,1,232,1,232,1.92e-176,479
AYT27_RS07250,AYT27_RS07250,100.000,72,0,0,1,72,1,72,2.81e-50,148
AYT27_RS07255,AYT27_RS07255,100.000,313,0,0,1,313,1,313,0.0,540
AYT27_RS07260,AYT27_RS07775,100.000,128,0,0,1,128,1,128,2.26e-94,263
AYT27_RS07265,AYT27_RS07265,100.000,61,0,0,1,61,1,61,1.38e-39,120
AYT27_RS07270,AYT27_RS07270,100.000,78,0,0,1,78,1,78,9.11e-55,159
AYT27_RS07275,AYT27_RS07275,100.000,63,0,0,1,63,1,63,2.94e-41,124
AYT27_RS07280,AYT27_RS07280,100.000,193,0,0,1,193,1,193,2.93e-143,392
AYT27_RS07285,AYT27_RS07285,100.000,257,0,0,1,257,1,257,6.14e-160,440
AYT27_RS07290,AYT27_RS07290,100.000,73,0,0,1,73,1,73,1.14e-50,149
AYT27_RS07295,AYT27_RS07295,100.000,114,0,0,1,114,1,114,5.00e-85,239
AYT27_RS07300,AYT27_RS07300,100.000,157,0,0,1,157,1,157,5.74e-101,283
AYT27_RS07305,AYT27_RS07305,100.000,86,0,0,1,86,1,86,5.41e-57,166
AYT27_RS07310,AYT27_RS07310,100.000,95,0,0,1,95,1,95,2.50e-64,185
AYT27_RS07315,AYT27_RS07315,100.000,97,0,0,1,97,1,97,3.18e-71,202
AYT27_RS07320,AYT27_RS07320,100.000,165,0,0,1,165,1,165,1.25e-120,333
AYT27_RS07325,AYT27_RS07325,100.000,416,0,0,1,416,1,416,0.0,859
AYT27_RS07330,AYT27_RS07330,100.000,60,0,0,1,60,1,60,4.77e-39,119
AYT27_RS07335,AYT27_RS07335,100.000,93,0,0,1,93,1,93,3.20e-64,184
AYT27_RS07340,AYT27_RS07340,100.000,41,0,0,1,41,1,41,2.10e-24,80.5
AYT27_RS07345,AYT27_RS07345,100.000,265,0,0,1,265,1,265,0.0,541
AYT27_RS07350,AYT27_RS07350,100.000,80,0,0,1,80,1,80,3.54e-51,150
AYT27_RS07355,AYT27_RS07355,100.000,130,0,0,1,130,1,130,1.69e-95,266
AYT27_RS07360,AYT27_RS07360,100.000,152,0,0,1,152,1,152,3.70e-111,308
AYT27_RS07365,AYT27_RS07365,100.000,130,0,0,1,130,1,130,4.55e-94,263
AYT27_RS07370,AYT27_RS07370,100.000,54,0,0,1,54,1,54,3.88e-33,103
AYT27_RS07375,AYT27_RS07375,100.000,202,0,0,1,202,1,202,1.04e-152,417
AYT27_RS07380,AYT27_RS07380,100.000,273,0,0,1,273,1,273,0.0,568
AYT27_RS07385,AYT27_RS07385,100.000,59,0,0,1,59,1,59,1.93e-39,119
AYT27_RS07390,AYT27_RS07390,100.000,71,0,0,1,71,1,71,4.92e-49,144
AYT27_RS07395,AYT27_RS07395,100.000,431,0,0,1,431,1,431,0.0,881
AYT27_RS07400,AYT27_RS07400,100.000,25,0,0,1,25,1,25,2.28e-11,46.6
AYT27_RS07405,AYT27_RS07405,100.000,69,0,0,1,69,1,69,4.84e-43,129
AYT27_RS07410,AYT27_RS07410,100.000,70,0,0,1,70,1,70,2.18e-43,130
AYT27_RS07415,AYT27_RS07415,100.000,238,0,0,1,238,1,238,0.0,496
AYT27_RS07420,AYT27_RS07420,100.000,61,0,0,1,61,1,61,6.52e-41,123
AYT27_RS07425,AYT27_RS07425,100.000,72,0,0,1,72,1,72,7.06e-48,142
AYT27_RS07430,AYT27_RS07430,100.000,65,0,0,1,65,1,65,2.03e-45,135
AYT27_RS07435,AYT27_RS07435,100.000,129,0,0,1,129,1,129,4.56e-94,263
AYT27_RS07440,AYT27_RS07440,100.000,105,0,0,1,105,1,105,3.60e-75,213
AYT27_RS07445,AYT27_RS07445,100.000,342,0,0,1,342,1,342,0.0,718
AYT27_RS07450,AYT27_RS07450,100.000,60,0,0,1,60,1,60,3.98e-40,121
AYT27_RS07455,AYT27_RS07455,100.000,82,0,0,1,82,1,82,2.26e-52,154
AYT27_RS07460,AYT27_RS07460,100.000,114,0,0,1,114,1,114,2.14e-74,212
AYT27_RS07465,AYT27_RS07465,100.000,101,0,0,1,101,1,101,2.91e-73,208
AYT27_RS07470,AYT27_RS07470,100.000,919,0,0,1,919,1,919,0.0,1916
AYT27_RS07475,AYT27_RS07475,100.000,87,0,0,1,87,1,87,2.13e-58,169
AYT27_RS07480,AYT27_RS07480,100.000,70,0,0,1,70,1,70,2.59e-44,132
AYT27_RS07485,AYT27_RS07485,100.000,61,0,0,1,61,1,61,3.14e-40,122
AYT27_RS07490,AYT27_RS07490,100.000,188,0,0,1,188,1,188,3.81e-144,394
AYT27_RS07495,AYT27_RS07495,100.000,70,0,0,1,70,1,70,2.88e-47,140
AYT27_RS07500,AYT27_RS07500,100.000,118,0,0,1,118,1,118,2.83e-84,237
AYT27_RS07505,AYT27_RS07505,100.000,63,0,0,1,63,1,63,1.12e-39,120
AYT27_RS07510,AYT27_RS07510,100.000,68,0,0,1,68,1,68,2.95e-47,140
AYT27_RS07515,AYT27_RS07515,100.000,94,0,0,1,94,1,94,8.08e-68,194
AYT27_RS07520,AYT27_RS07520,100.000,74,0,0,1,74,1,74,5.95e-49,145
AYT27_RS07525,AYT27_RS07525,100.000,91,0,0,1,91,1,91,3.50e-66,189
AYT27_RS07530,AYT27_RS07530,100.000,110,0,0,1,110,1,110,3.04e-76,216
AYT27_RS07535,AYT27_RS07535,100.000,92,0,0,1,92,1,92,4.45e-65,187
AYT27_RS07540,AYT27_RS07540,100.000,134,0,0,1,134,1,134,1.46e-98,275
AYT27_RS07545,AYT27_RS07545,100.000,182,0,0,1,182,1,182,1.24e-139,382
AYT27_RS07550,AYT27_RS07550,100.000,81,0,0,1,81,1,81,5.57e-59,171
AYT27_RS07555,AYT27_RS07555,100.000,59,0,0,1,59,1,59,4.81e-39,119
AYT27_RS07560,AYT27_RS07560,100.000,220,0,0,1,220,1,220,8.26e-166,452
AYT27_RS07565,AYT27_RS07565,100.000,75,0,0,1,75,1,75,2.12e-50,148
AYT27_RS07570,AYT27_RS07570,100.000,67,0,0,1,67,1,67,2.92e-46,137
AYT27_RS07575,AYT27_RS07575,100.000,73,0,0,1,73,1,73,1.96e-48,143
