Melitensis16M|Q.,Abortus2308|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BME_RS01665,BAB_RS24070,99.777,448,1,0,1,448,1,448,0.0,896
BME_RS01670,BAB_RS24065,99.845,644,1,0,1,644,1,644,0.0,1311
BME_RS01675,BAB_RS24060,99.346,459,3,0,1,459,1,459,0.0,929
BME_RS01680,BAB_RS24055,99.635,274,1,0,1,274,1,274,0.0,553
BME_RS01685,BAB_RS24050,99.686,318,1,0,1,318,1,318,0.0,617
BME_RS01690,BAB_RS24045,99.744,391,1,0,1,391,1,391,0.0,790
BME_RS01695,BAB_RS24040,99.812,533,1,0,1,533,1,533,0.0,1077
BME_RS01700,BAB_RS24035,98.817,169,2,0,1,169,1,169,6.39e-126,347
BME_RS01705,BAB_RS24030,100.000,429,0,0,1,429,1,429,0.0,865
BME_RS01710,BAB_RS24025,98.925,465,5,0,1,465,1,465,0.0,930
BME_RS01715,BAB_RS24020,99.556,450,2,0,1,450,1,450,0.0,889
BME_RS01725,BAB_RS24015,99.346,306,2,0,1,306,22,327,0.0,618
BME_RS01730,BAB_RS24010,100.000,246,0,0,1,246,26,271,0.0,507
BME_RS01735,BAB_RS24005,98.592,71,1,0,1,71,1,71,3.19e-48,143
BME_RS01740,BAB_RS24000,100.000,156,0,0,1,156,1,156,1.03e-113,315
BME_RS01745,BAB_RS23995,100.000,157,0,0,1,157,1,157,5.69e-113,314
BME_RS01750,BAB_RS23990,100.000,408,0,0,1,408,1,408,0.0,820
BME_RS01755,BAB_RS23985,99.475,381,2,0,1,381,1,381,0.0,762
BME_RS01760,BAB_RS23980,99.624,266,1,0,1,266,1,266,0.0,534
BME_RS01770,BAB_RS23970,98.940,283,3,0,1,283,1,283,0.0,554
BME_RS01775,BAB_RS23965,99.390,164,1,0,1,164,1,164,8.45e-115,319
BME_RS01780,BAB_RS23960,100.000,319,0,0,1,319,1,319,0.0,619
BME_RS01800,BAB_RS23945,100.000,117,0,0,1,117,1,117,5.44e-79,224
BME_RS01805,BAB_RS23940,99.301,143,1,0,1,143,1,143,1.20e-93,264
BME_RS01810,BAB_RS23935,98.967,484,1,1,1,480,1,484,0.0,957
BME_RS01815,BAB_RS23930,98.947,190,2,0,1,190,1,190,4.06e-140,385
BME_RS01820,BAB_RS23925,100.000,75,0,0,1,75,1,75,9.55e-53,155
BME_RS01825,BAB_RS23920,100.000,264,0,0,1,264,1,264,0.0,535
BME_RS01830,BAB_RS23915,98.148,54,1,0,1,54,1,54,2.42e-20,72.0
BME_RS01835,BAB_RS23910,99.701,335,1,0,1,335,1,335,0.0,688
BME_RS01840,BAB_RS23905,99.291,141,1,0,1,141,1,141,1.58e-102,286
BME_RS01845,BAB_RS23900,100.000,25,0,0,1,25,1,25,1.32e-11,48.1
BME_RS01850,BAB_RS23895,100.000,158,0,0,1,158,1,158,5.68e-113,314
BME_RS01855,BAB_RS23890,99.712,347,1,0,1,347,1,347,0.0,711
BME_RS01860,BAB_RS23885,100.000,303,0,0,1,303,1,303,0.0,623
BME_RS01865,BAB_RS23880,98.780,164,2,0,1,164,1,164,3.60e-119,330
BME_RS01870,BAB_RS23875,99.725,728,2,0,1,728,1,728,0.0,1503
BME_RS01875,BAB_RS23870,99.656,291,1,0,1,291,1,291,0.0,595
BME_RS01880,BAB_RS23865,100.000,214,0,0,1,214,1,214,2.81e-153,420
BME_RS01885,BAB_RS23860,99.474,190,1,0,1,190,1,190,7.44e-144,394
BME_RS01890,BAB_RS23855,99.419,172,1,0,1,172,1,172,1.02e-124,345
BME_RS01895,BAB_RS23850,100.000,196,0,0,1,196,1,196,3.09e-138,381
BME_RS01900,BAB_RS23845,99.793,483,1,0,1,483,1,483,0.0,976
BME_RS01905,BAB_RS23840,100.000,273,0,0,1,273,1,273,0.0,558
BME_RS01910,BAB_RS31465,100.000,496,0,0,1,496,1,496,0.0,945
BME_RS01915,BAB_RS31460,100.000,25,0,0,1,25,1,25,4.46e-11,46.6
BME_RS01920,BAB_RS31455,100.000,25,0,0,1,25,1,25,1.01e-12,50.8
BME_RS01925,BAB_RS23815,100.000,955,0,0,1,955,1,955,0.0,1823
BME_RS01930,BAB_RS31440,100.000,38,0,0,1,38,1,38,1.33e-20,71.6
BME_RS01935,BAB_RS31435,100.000,25,0,0,1,25,1,25,7.21e-12,48.5
BME_RS01940,BAB_RS23800,93.220,59,4,0,1,59,1,59,2.62e-29,118
BME_RS01950,BAB_RS23795,99.048,105,1,0,1,105,1,105,4.34e-75,214
BME_RS01955,BAB_RS23790,99.366,473,3,0,1,473,20,492,0.0,955
BME_RS01960,BAB_RS23785,100.000,334,0,0,1,334,1,334,0.0,642
BME_RS01965,BAB_RS23780,99.392,329,2,0,1,329,1,329,0.0,666
BME_RS01970,BAB_RS23775,100.000,131,0,0,1,131,1,131,2.38e-89,262
BME_RS01975,BAB_RS23770,100.000,330,0,0,1,330,1,330,0.0,668
BME_RS01980,BAB_RS23765,98.592,213,3,0,1,213,1,213,5.45e-151,414
BME_RS01990,BAB_RS23750,98.605,215,3,0,1,215,1,215,1.08e-155,426
BME_RS01995,BAB_RS23745,100.000,93,0,0,1,93,1,93,2.29e-66,191
BME_RS02000,BAB_RS23740,99.370,476,3,0,1,476,1,476,0.0,970
BME_RS02005,BAB_RS23735,99.471,189,1,0,14,202,73,261,6.07e-135,375
BME_RS02010,BAB_RS23730,99.510,204,1,0,1,204,1,204,5.99e-139,383
BME_RS02015,BAB_RS23725,99.041,417,4,0,170,586,1,417,0.0,845
BME_RS02020,BAB_RS23715,99.242,264,2,0,1,264,1,264,0.0,544
BME_RS02025,BAB_RS23710,99.671,304,1,0,1,304,1,304,0.0,616
BME_RS02030,BAB_RS23705,100.000,24,0,0,1,24,1,24,1.29e-08,40.4
BME_RS02035,BAB_RS23700,98.718,78,1,0,1,78,1,78,7.99e-55,160
BME_RS02040,BAB_RS23695,99.767,429,1,0,1,429,1,429,0.0,885
BME_RS02045,BAB_RS23685,100.000,43,0,0,1,43,1,43,5.96e-24,87.8
BME_RS02050,BAB_RS23685,99.526,422,2,0,1,422,49,470,0.0,851
BME_RS02055,BAB_RS23680,99.728,367,1,0,1,367,1,367,0.0,753
BME_RS02060,BAB_RS23675,100.000,381,0,0,1,381,1,381,0.0,787
BME_RS02065,BAB_RS23670,100.000,220,0,0,1,220,1,220,1.32e-157,439
BME_RS02070,BAB_RS23660,100.000,273,0,0,1,273,1,273,0.0,546
BME_RS02075,BAB_RS23655,99.845,645,1,0,1,645,1,645,0.0,1287
BME_RS02080,BAB_RS23650,99.614,1035,4,0,1,1035,1,1035,0.0,2079
BME_RS02085,BAB_RS23645,100.000,25,0,0,1,25,1,25,1.69e-13,52.8
BME_RS02090,BAB_RS23640,98.649,74,1,0,1,74,1,74,4.89e-49,145
BME_RS02095,BAB_RS23635,100.000,260,0,0,1,260,1,260,0.0,539
BME_RS02100,BAB_RS23630,100.000,25,0,0,1,25,1,25,4.41e-11,46.6
BME_RS02105,BAB_RS23625,99.686,318,1,0,1,318,1,318,0.0,650
BME_RS02110,BAB_RS23620,99.733,374,1,0,1,374,1,374,0.0,761
BME_RS02115,BAB_RS23615,100.000,130,0,0,1,130,1,130,5.11e-92,258
BME_RS02120,BAB_RS23610,100.000,232,0,0,1,232,1,232,6.83e-172,469
BME_RS02125,BAB_RS23605,99.043,209,2,0,1,209,1,209,3.70e-153,419
BME_RS02130,BAB_RS23600,100.000,198,0,0,1,198,1,198,6.08e-146,400
BME_RS02135,BAB_RS23595,100.000,303,0,0,1,303,1,303,0.0,596
BME_RS02140,BAB_RS23590,100.000,79,0,0,1,79,1,79,1.78e-55,164
BME_RS02145,BAB_RS23585,100.000,91,0,0,1,91,1,91,6.08e-65,187
BME_RS02155,BAB_RS23575,99.749,398,1,0,1,398,1,398,0.0,810
BME_RS02160,BAB_RS23570,99.638,276,1,0,1,276,1,276,0.0,558
BME_RS02165,BAB_RS23565,97.391,115,3,0,1,115,1,115,6.64e-81,229
BME_RS02170,BAB_RS23560,100.000,79,0,0,1,79,1,79,2.38e-57,167
BME_RS02180,BAB_RS23540,100.000,335,0,0,1,335,1,335,0.0,661
BME_RS02185,BAB_RS23535,99.338,302,2,0,1,302,1,302,0.0,594
BME_RS02190,BAB_RS23530,99.298,285,2,0,1,285,1,285,0.0,575
BME_RS02195,BAB_RS23525,100.000,282,0,0,1,282,1,282,0.0,576
BME_RS02200,BAB_RS23520,100.000,348,0,0,1,348,1,348,0.0,700
BME_RS02205,BAB_RS23515,99.640,278,1,0,1,278,1,278,0.0,542
BME_RS02210,BAB_RS23510,99.689,322,1,0,1,322,1,322,0.0,657
BME_RS02215,BAB_RS23505,100.000,398,0,0,1,398,1,398,0.0,811
BME_RS02220,BAB_RS23500,99.688,321,1,0,1,321,1,321,0.0,639
BME_RS02225,BAB_RS23495,100.000,66,0,0,1,66,1,66,1.09e-35,133
BME_RS02230,BAB_RS23490,100.000,74,0,0,1,74,44,117,1.67e-50,150
BME_RS02235,BAB_RS23485,100.000,153,0,0,1,153,1,153,7.20e-113,313
BME_RS02240,BAB_RS23480,100.000,62,0,0,1,62,1,62,8.72e-43,129
BME_RS02245,BAB_RS23475,99.726,731,2,0,1,731,1,731,0.0,1503
BME_RS02250,BAB_RS23470,100.000,302,0,0,1,302,1,302,0.0,602
BME_RS02255,BAB_RS23465,99.478,575,3,0,1,575,1,575,0.0,1185
BME_RS02260,BAB_RS23460,100.000,300,0,0,1,300,1,300,0.0,615
BME_RS02265,BAB_RS23455,100.000,151,0,0,1,151,1,151,1.57e-112,312
BME_RS02270,BAB_RS23450,100.000,227,0,0,1,227,1,227,5.94e-168,458
BME_RS02275,BAB_RS23445,99.388,327,2,0,1,327,1,327,0.0,677
BME_RS02280,BAB_RS23440,99.405,168,1,0,1,168,1,168,4.11e-122,338
BME_RS02285,BAB_RS23435,99.419,688,4,0,1,688,1,688,0.0,1377
BME_RS02290,BAB_RS23430,99.368,949,5,1,1,949,1,948,0.0,1884
BME_RS02295,BAB_RS23425,100.000,310,0,0,1,310,1,310,0.0,624
BME_RS02300,BAB_RS23420,100.000,335,0,0,1,335,1,335,0.0,674
BME_RS02305,BAB_RS23415,100.000,221,0,0,1,221,1,221,1.13e-162,444
BME_RS02310,BAB_RS23410,99.517,207,1,0,1,207,1,207,1.61e-153,420
BME_RS02315,BAB_RS23405,99.527,423,2,0,1,423,1,423,0.0,843
BME_RS02320,BAB_RS23400,99.500,200,1,0,1,200,1,200,2.89e-151,414
BME_RS02325,BAB_RS23395,100.000,95,0,0,1,95,1,95,2.37e-69,198
BME_RS02330,BAB_RS23390,99.390,164,1,0,1,164,1,164,4.16e-117,325
BME_RS02335,BAB_RS23385,100.000,303,0,0,1,303,1,303,0.0,630
BME_RS02340,BAB_RS23380,96.512,86,3,0,1,86,1,86,9.95e-59,171
BME_RS02345,BAB_RS23375,99.420,345,2,0,1,345,1,345,0.0,703
BME_RS02350,BAB_RS23370,100.000,159,0,0,1,159,1,159,2.14e-118,328
BME_RS02355,BAB_RS23365,99.201,626,1,1,1,626,1,622,0.0,1251
BME_RS02360,BAB_RS23360,99.678,621,2,0,1,621,1,621,0.0,1244
BME_RS02365,BAB_RS23355,100.000,187,0,0,1,187,1,187,2.65e-140,385
BME_RS02370,BAB_RS23350,99.769,432,1,0,1,432,1,432,0.0,866
BME_RS02375,BAB_RS23345,99.322,295,2,0,1,295,1,295,0.0,607
BME_RS02380,BAB_RS23340,100.000,181,0,0,1,181,1,181,7.91e-131,361
BME_RS02385,BAB_RS23335,99.375,160,1,0,1,160,1,160,1.71e-120,333
BME_RS02390,BAB_RS23330,98.795,166,2,0,1,166,1,166,1.21e-124,344
BME_RS02395,BAB_RS23325,99.728,367,1,0,1,367,1,367,0.0,746
BME_RS02400,BAB_RS23320,99.600,250,1,0,1,250,1,250,0.0,513
BME_RS02405,BAB_RS23315,100.000,207,0,0,1,207,1,207,1.82e-151,415
BME_RS02410,BAB_RS23310,99.805,513,1,0,1,513,1,513,0.0,1029
BME_RS02415,BAB_RS23305,100.000,310,0,0,1,310,1,310,0.0,625
BME_RS02420,BAB_RS23300,100.000,61,0,0,1,61,1,61,2.42e-41,125
BME_RS02425,BAB_RS23295,98.913,184,2,0,1,184,1,184,3.16e-134,370
BME_RS02430,BAB_RS23290,99.739,383,1,0,1,383,1,383,0.0,797
BME_RS02435,BAB_RS23285,99.245,265,2,0,1,265,1,265,0.0,543
BME_RS02440,BAB_RS23280,99.726,365,1,0,1,365,1,365,0.0,742
BME_RS02445,BAB_RS23275,100.000,281,0,0,1,281,1,281,0.0,551
BME_RS02450,BAB_RS23270,99.057,106,1,0,1,106,1,106,1.21e-70,202
BME_RS02455,BAB_RS23265,100.000,166,0,0,1,166,1,166,1.91e-122,338
BME_RS02460,BAB_RS23260,100.000,115,0,0,1,115,1,115,1.07e-82,234
BME_RS02465,BAB_RS23255,100.000,84,0,0,1,84,1,84,4.74e-57,167
BME_RS02470,BAB_RS23250,99.553,447,2,0,1,447,1,447,0.0,902
BME_RS02475,BAB_RS23245,100.000,235,0,0,1,235,1,235,2.33e-173,473
BME_RS02480,BAB_RS23240,100.000,179,0,0,1,179,1,179,1.36e-134,370
BME_RS02485,BAB_RS23235,98.980,98,1,0,1,98,1,98,4.21e-71,203
BME_RS02490,BAB_RS23230,98.925,93,1,0,1,93,1,93,2.07e-55,163
BME_RS02495,BAB_RS23225,98.624,218,3,0,1,218,1,218,3.56e-158,433
BME_RS02500,BAB_RS23220,98.235,170,0,1,1,167,1,170,1.14e-120,334
BME_RS02505,BAB_RS23215,100.000,71,0,0,1,71,1,71,5.03e-49,145
BME_RS02510,BAB_RS23210,99.625,267,1,0,1,267,1,267,0.0,543
BME_RS02515,BAB_RS23205,99.787,940,2,0,1,940,1,940,0.0,1923
BME_RS02520,BAB_RS23200,100.000,193,0,0,1,193,1,193,7.71e-136,374
BME_RS02525,BAB_RS23195,100.000,129,0,0,1,129,1,129,1.98e-94,265
BME_RS02530,BAB_RS23190,99.010,303,3,0,1,303,1,303,0.0,624
BME_RS02535,BAB_RS23185,100.000,116,0,0,1,116,1,116,1.38e-81,231
BME_RS02540,BAB_RS23180,99.670,303,1,0,1,303,1,303,0.0,596
BME_RS02545,BAB_RS23175,100.000,351,0,0,1,351,1,351,0.0,717
BME_RS02550,BAB_RS23170,100.000,157,0,0,1,157,1,157,1.74e-113,315
BME_RS02555,BAB_RS23165,100.000,354,0,0,1,354,1,354,0.0,722
BME_RS02560,BAB_RS23160,99.359,156,1,0,1,156,1,156,3.24e-115,319
BME_RS02565,BAB_RS23155,99.571,466,2,0,1,466,1,466,0.0,920
BME_RS02570,BAB_RS23150,99.383,324,2,0,1,324,1,324,0.0,662
BME_RS02575,BAB_RS23145,100.000,301,0,0,1,301,1,301,0.0,620
BME_RS02580,BAB_RS23140,100.000,71,0,0,1,71,1,71,9.03e-51,150
BME_RS02585,BAB_RS23135,98.361,61,1,0,1,61,1,61,8.52e-40,121
BME_RS02590,BAB_RS23130,99.750,400,1,0,1,400,1,400,0.0,825
BME_RS02595,BAB_RS23125,100.000,203,0,0,1,203,1,203,3.25e-152,417
BME_RS02600,BAB_RS23120,98.551,69,1,0,1,69,1,69,4.22e-47,140
BME_RS02605,BAB_RS23115,100.000,146,0,0,1,146,1,146,1.78e-108,301
BME_RS02610,BAB_RS23110,99.839,621,1,0,1,621,1,621,0.0,1251
BME_RS02615,BAB_RS23105,99.742,1162,3,0,1,1162,1,1162,0.0,2368
BME_RS02620,BAB_RS23100,98.524,271,4,0,1,271,1,271,0.0,532
BME_RS02625,BAB_RS23095,100.000,172,0,0,1,172,1,172,5.83e-121,335
BME_RS02630,BAB_RS23090,99.675,308,1,0,1,308,1,308,0.0,627
BME_RS02635,BAB_RS23085,100.000,407,0,0,1,407,1,407,0.0,832
BME_RS02640,BAB_RS23080,100.000,150,0,0,1,150,1,150,1.92e-106,296
BME_RS02645,BAB_RS23075,99.104,558,5,0,1,558,1,558,0.0,1114
BME_RS02650,BAB_RS23070,99.847,655,1,0,1,655,1,655,0.0,1323
BME_RS02655,BAB_RS23065,100.000,672,0,0,1,672,1,672,0.0,1355
BME_RS02660,BAB_RS23060,100.000,96,0,0,1,96,1,96,3.33e-68,196
BME_RS02665,BAB_RS23055,100.000,152,0,0,1,152,1,152,2.86e-114,317
BME_RS02670,BAB_RS23050,99.123,114,1,0,1,114,1,114,3.08e-78,223
BME_RS02675,BAB_RS23045,99.600,250,1,0,1,250,1,250,0.0,500
BME_RS02680,BAB_RS23040,100.000,25,0,0,1,25,1,25,2.18e-12,50.1
BME_RS02685,BAB_RS23035,99.390,164,1,0,1,164,1,164,9.00e-121,334
BME_RS02690,BAB_RS23030,99.474,190,1,0,1,190,1,190,8.71e-142,389
BME_RS02695,BAB_RS23025,98.291,117,2,0,1,117,1,117,5.05e-83,235
BME_RS02700,BAB_RS23020,99.476,191,1,0,1,191,1,191,8.74e-140,384
BME_RS02710,BAB_RS23010,100.000,267,0,0,1,267,1,267,0.0,547
BME_RS02715,BAB_RS23005,100.000,367,0,0,1,367,1,367,0.0,758
BME_RS02720,BAB_RS23000,100.000,88,0,0,1,88,1,88,1.60e-61,178
BME_RS02725,BAB_RS22995,99.717,353,1,0,1,353,1,353,0.0,707
BME_RS02730,BAB_RS22990,99.522,209,1,0,1,209,1,209,2.24e-158,433
BME_RS02735,BAB_RS22985,100.000,73,0,0,1,73,1,73,4.23e-48,143
BME_RS02740,BAB_RS22980,99.731,372,1,0,1,372,1,372,0.0,770
BME_RS02745,BAB_RS22975,99.036,415,4,0,1,415,1,415,0.0,864
BME_RS02755,BAB_RS22965,99.270,137,1,0,1,137,1,137,3.10e-98,275
BME_RS02760,BAB_RS22960,99.682,314,1,0,1,314,1,314,0.0,646
BME_RS02765,BAB_RS22955,100.000,59,0,0,1,59,1,59,2.88e-38,117
BME_RS02770,BAB_RS22950,99.818,549,1,0,1,549,1,549,0.0,1126
BME_RS02775,BAB_RS22945,100.000,255,0,0,1,255,1,255,7.61e-179,488
BME_RS02780,BAB_RS22940,99.552,446,2,0,1,446,1,446,0.0,897
BME_RS02785,BAB_RS22935,100.000,107,0,0,1,107,1,107,4.54e-76,216
BME_RS02790,BAB_RS22930,99.707,341,1,0,1,341,1,341,0.0,676
BME_RS02795,BAB_RS22925,99.340,303,2,0,1,303,1,303,0.0,620
BME_RS02800,BAB_RS22920,99.678,311,1,0,1,311,1,311,0.0,600
BME_RS02805,BAB_RS22915,100.000,359,0,0,1,359,52,410,0.0,731
BME_RS02810,BAB_RS22910,99.639,277,1,0,1,277,1,277,0.0,574
BME_RS02815,BAB_RS22905,97.761,134,3,0,1,134,1,134,1.05e-90,256
BME_RS02820,BAB_RS22900,99.576,236,1,0,1,236,1,236,4.69e-175,477
BME_RS02825,BAB_RS22895,100.000,268,0,0,1,268,1,268,0.0,558
BME_RS02830,BAB_RS22890,100.000,214,0,0,1,214,1,214,7.81e-160,437
BME_RS02835,BAB_RS22885,100.000,456,0,0,1,456,1,456,0.0,914
BME_RS02840,BAB_RS22880,100.000,346,0,0,1,346,1,346,0.0,685
BME_RS02845,BAB_RS22875,99.270,137,1,0,1,137,1,137,1.17e-96,271
BME_RS02850,BAB_RS22870,99.671,607,2,0,1,607,1,607,0.0,1240
BME_RS02855,BAB_RS22865,99.388,490,3,0,1,490,1,490,0.0,975
BME_RS02860,BAB_RS22860,100.000,481,0,0,1,481,1,481,0.0,976
BME_RS02865,BAB_RS22855,100.000,360,0,0,1,360,1,360,0.0,715
BME_RS02870,BAB_RS22850,99.572,467,2,0,1,467,1,467,0.0,936
BME_RS02875,BAB_RS22845,100.000,385,0,0,1,385,1,385,0.0,760
BME_RS02880,BAB_RS22840,99.736,379,1,0,1,379,1,379,0.0,757
BME_RS02885,BAB_RS22835,100.000,471,0,0,1,471,1,471,0.0,961
BME_RS02890,BAB_RS22830,99.689,322,1,0,1,322,1,322,0.0,650
BME_RS02895,BAB_RS22825,99.675,308,1,0,1,308,1,308,0.0,635
BME_RS02900,BAB_RS22820,99.678,311,1,0,1,311,1,311,0.0,623
BME_RS02905,BAB_RS22815,99.773,440,1,0,1,440,1,440,0.0,872
BME_RS02910,BAB_RS22810,99.228,518,4,0,1,518,1,518,0.0,1025
BME_RS02915,BAB_RS22805,99.650,286,1,0,1,286,1,286,0.0,576
BME_RS02920,BAB_RS22800,100.000,287,0,0,1,287,1,287,0.0,588
BME_RS02925,BAB_RS22795,99.821,559,1,0,1,559,1,559,0.0,1099
BME_RS02930,BAB_RS22790,99.722,719,2,0,1,719,1,719,0.0,1461
BME_RS02935,BAB_RS22785,98.718,234,3,0,1,234,1,234,3.10e-173,472
BME_RS02940,BAB_RS22780,99.671,608,2,0,1,608,1,608,0.0,1232
BME_RS02945,BAB_RS22775,100.000,284,0,0,1,284,1,284,0.0,567
BME_RS02950,BAB_RS22770,98.980,196,1,1,1,196,1,195,6.94e-144,395
BME_RS02955,BAB_RS22765,100.000,229,0,0,1,229,1,229,1.89e-172,470
BME_RS02960,BAB_RS22760,98.788,165,2,0,1,165,1,165,3.73e-122,337
BME_RS02965,BAB_RS22755,99.650,858,3,0,1,858,1,858,0.0,1765
BME_RS02970,BAB_RS22750,100.000,358,0,0,1,358,1,358,0.0,728
BME_RS02975,BAB_RS22745,99.408,169,1,0,1,169,1,169,3.73e-121,335
BME_RS02980,BAB_RS22740,100.000,468,0,0,1,468,1,468,0.0,960
BME_RS02990,BAB_RS22730,99.519,1247,6,0,1,1247,1,1247,0.0,2466
BME_RS02995,BAB_RS22725,100.000,83,0,0,1,83,1,83,3.87e-57,167
BME_RS03000,BAB_RS22720,100.000,66,0,0,1,66,1,66,2.27e-43,130
BME_RS03010,BAB_RS22710,99.471,189,1,0,1,189,1,189,5.89e-140,384
BME_RS03015,BAB_RS22705,99.635,274,1,0,1,274,1,274,0.0,561
BME_RS03020,BAB_RS22700,99.752,404,1,0,1,404,1,404,0.0,797
BME_RS03025,BAB_RS22695,100.000,103,0,0,1,103,1,103,7.63e-72,205
BME_RS03030,BAB_RS22690,100.000,264,0,0,1,264,1,264,0.0,551
BME_RS03035,BAB_RS22685,100.000,172,0,0,1,172,1,172,1.20e-127,352
BME_RS03040,BAB_RS22680,100.000,384,0,0,1,384,1,384,0.0,782
BME_RS03045,BAB_RS22675,99.667,300,1,0,1,300,1,300,0.0,589
BME_RS03050,BAB_RS22670,100.000,61,0,0,1,61,1,61,2.75e-37,115
BME_RS03055,BAB_RS22665,99.809,524,1,0,1,524,1,524,0.0,1034
BME_RS03060,BAB_RS22660,99.237,393,3,0,1,393,1,393,0.0,797
BME_RS03065,BAB_RS22655,99.331,299,2,0,1,299,1,299,0.0,593
BME_RS03070,BAB_RS22650,99.355,310,2,0,1,310,1,310,0.0,623
BME_RS03075,BAB_RS22645,99.835,607,1,0,1,607,1,607,0.0,1258
BME_RS03080,BAB_RS22640,100.000,190,0,0,1,190,1,190,1.01e-139,384
BME_RS03085,BAB_RS22635,100.000,373,0,0,1,373,1,373,0.0,769
BME_RS03090,BAB_RS22630,99.248,133,1,0,1,133,1,133,1.37e-95,268
BME_RS03095,BAB_RS22625,100.000,246,0,0,1,246,1,246,0.0,494
BME_RS03100,BAB_RS22620,99.693,651,2,0,1,651,1,651,0.0,1305
BME_RS03105,BAB_RS22615,99.531,213,1,0,1,213,1,213,3.14e-154,422
BME_RS03110,BAB_RS22610,99.705,339,1,0,1,339,1,339,0.0,700
BME_RS03115,BAB_RS22605,98.649,74,1,0,1,74,1,74,9.54e-52,152
BME_RS03120,BAB_RS22600,99.756,409,1,0,1,409,1,409,0.0,842
BME_RS03125,BAB_RS22595,98.519,135,2,0,1,135,1,135,9.57e-96,268
BME_RS03130,BAB_RS22590,100.000,369,0,0,1,369,1,369,0.0,766
BME_RS03140,BAB_RS22580,100.000,308,0,0,1,308,1,308,0.0,631
BME_RS03145,BAB_RS22575,100.000,144,0,0,1,144,1,144,1.14e-108,302
BME_RS03150,BAB_RS22570,99.707,341,1,0,1,341,1,341,0.0,695
BME_RS03155,BAB_RS22565,99.225,129,1,0,1,129,1,129,6.51e-88,248
BME_RS03160,BAB_RS22560,99.630,270,1,0,1,270,1,270,0.0,539
BME_RS03175,BAB_RS22550,100.000,254,0,0,1,254,1,254,0.0,507
BME_RS03180,BAB_RS22545,100.000,208,0,0,1,208,1,208,2.47e-152,417
BME_RS03185,BAB_RS22540,95.556,90,4,0,1,90,1,90,4.30e-39,130
BME_RS03190,BAB_RS22535,100.000,252,0,0,1,252,1,252,0.0,517
BME_RS03195,BAB_RS22530,100.000,349,0,0,1,349,1,349,0.0,675
BME_RS03200,BAB_RS22525,99.342,304,0,1,1,302,1,304,0.0,622
BME_RS03205,BAB_RS22520,100.000,212,0,0,1,212,1,212,1.02e-155,426
BME_RS03210,BAB_RS22515,99.588,243,1,0,1,243,1,243,0.0,493
BME_RS03215,BAB_RS22510,89.655,174,17,1,1,174,1,173,3.60e-111,313
BME_RS03220,BAB_RS22505,99.302,573,4,0,1,573,1,573,0.0,1167
BME_RS03225,BAB_RS22500,100.000,159,0,0,1,159,1,159,4.35e-119,329
BME_RS03230,BAB_RS22495,100.000,100,0,0,1,100,1,100,1.01e-69,200
BME_RS03235,BAB_RS22490,99.536,431,2,0,1,431,1,431,0.0,888
BME_RS03240,BAB_RS22485,99.718,355,1,0,1,355,1,355,0.0,697
BME_RS03245,BAB_RS22480,100.000,126,0,0,1,126,1,126,3.83e-73,256
BME_RS03250,BAB_RS22475,99.730,370,1,0,1,370,1,370,0.0,734
BME_RS03255,BAB_RS22470,99.355,620,4,0,1,620,1,620,0.0,1256
BME_RS03260,BAB_RS22465,99.642,279,1,0,1,279,1,279,0.0,558
BME_RS03265,BAB_RS22460,100.000,333,0,0,1,333,1,333,0.0,617
BME_RS03270,BAB_RS22455,100.000,258,0,0,1,258,1,258,0.0,514
BME_RS03275,BAB_RS22450,99.730,371,1,0,1,371,1,371,0.0,764
BME_RS03285,BAB_RS22435,98.864,264,3,0,112,375,1,264,0.0,512
BME_RS03290,BAB_RS22430,99.614,259,1,0,1,259,1,259,0.0,526
BME_RS03295,BAB_RS22425,98.885,269,3,0,1,269,1,269,0.0,540
BME_RS03300,BAB_RS22420,100.000,140,0,0,1,140,1,140,9.82e-100,279
BME_RS03305,BAB_RS22415,100.000,179,0,0,1,179,1,179,5.22e-131,361
BME_RS03310,BAB_RS22410,100.000,25,0,0,1,25,1,25,1.26e-11,48.1
BME_RS03315,BAB_RS22405,100.000,220,0,0,1,220,1,220,1.63e-157,431
BME_RS03320,BAB_RS22400,99.808,522,1,0,1,522,1,522,0.0,1038
BME_RS03325,BAB_RS22395,100.000,61,0,0,1,61,1,61,9.16e-41,124
BME_RS03330,BAB_RS22390,99.701,334,1,0,1,334,1,334,0.0,684
BME_RS03335,BAB_RS22385,100.000,273,0,0,1,273,1,273,0.0,538
BME_RS03340,BAB_RS22380,99.275,276,2,0,1,276,1,276,0.0,546
BME_RS03355,BAB_RS22365,100.000,323,0,0,1,323,1,323,0.0,639
BME_RS03360,BAB_RS22360,99.677,619,2,0,1,619,1,619,0.0,1208
BME_RS03365,BAB_RS22355,99.763,845,2,0,1,845,1,845,0.0,1696
BME_RS03370,BAB_RS22350,100.000,155,0,0,1,155,1,155,3.08e-113,314
BME_RS03375,BAB_RS22345,99.650,858,3,0,1,858,1,858,0.0,1715
BME_RS03380,BAB_RS22340,98.958,96,1,0,1,96,1,96,2.23e-66,191
BME_RS03385,BAB_RS22335,99.423,693,4,0,161,853,1,693,0.0,1431
BME_RS03395,BAB_RS22325,99.096,332,3,0,1,332,1,332,0.0,679
