Abortus2308|Q.,C_crescentus|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BAB_RS26530,CC_0003,31.698,265,163,5,3,257,5,261,6.10e-14,67.0
BAB_RS26540,CC_1592,23.200,625,355,17,126,732,89,606,1.32e-18,87.4
BAB_RS26560,CC_0759,35.391,243,156,1,111,352,251,493,6.34e-38,139
BAB_RS26565,CC_0758,42.188,192,110,1,9,200,5,195,2.25e-45,146
BAB_RS26570,CC_t06,100.000,25,0,0,1,25,1,25,3.87e-11,47.0
BAB_RS26575,CC_0744,62.185,119,44,1,1,119,1,118,1.49e-46,143
BAB_RS26580,CC_0743,46.565,262,137,1,25,283,15,276,2.09e-75,229
BAB_RS26585,CC_2252,45.749,247,122,4,6,241,13,258,7.89e-65,201
BAB_RS26590,CC_2253,29.560,318,218,4,12,329,14,325,3.01e-36,130
BAB_RS26600,CC_2258,55.479,146,63,1,1,146,1,144,1.14e-53,164
BAB_RS26605,CC_3093,34.203,345,207,6,3,345,10,336,1.25e-44,153
BAB_RS26610,CC_3607,44.954,1526,776,24,47,1565,21,1489,0.0,1196
BAB_RS26615,CC_3606,37.882,491,271,11,3,480,4,473,2.43e-73,236
BAB_RS26620,CC_0426,23.450,371,232,9,1,341,34,382,3.96e-15,74.3
BAB_RS26635,CC_2423,39.441,322,183,7,24,344,10,320,1.87e-64,204
BAB_RS26640,CC_2422,37.611,226,137,3,157,382,157,378,3.29e-44,154
BAB_RS26645,CC_2421,28.511,235,141,5,29,261,28,237,1.14e-19,83.2
BAB_RS26670,CC_2419,35.105,809,478,12,14,815,18,786,2.06e-156,473
BAB_RS26690,CC_3322,43.351,376,200,8,40,410,59,426,1.31e-83,259
BAB_RS26695,CC_3637,57.762,277,116,1,4,279,1,277,2.72e-121,346
BAB_RS26700,CC_0163,24.444,360,240,12,138,481,81,424,4.35e-11,61.6
BAB_RS26705,CC_2263,54.082,294,134,1,38,331,24,316,2.23e-105,308
BAB_RS26715,CC_3375,58.117,308,124,1,19,326,3,305,9.98e-123,352
BAB_RS26720,CC_3762,29.321,324,211,10,27,345,4,314,1.96e-22,93.6
BAB_RS26735,CC_2952,33.607,122,80,1,97,218,105,225,1.10e-08,50.8
BAB_RS26740,CC_2953,43.852,244,131,3,134,372,272,514,3.99e-52,179
BAB_RS26745,CC_3313,45.854,591,309,6,33,618,11,595,1.18e-170,496
BAB_RS26750,CC_3315,38.477,486,281,5,1,472,1,482,2.04e-101,310
BAB_RS26755,CC_1512,46.259,147,77,1,46,192,69,213,7.75e-37,134
BAB_RS26760,CC_1495,27.751,209,145,2,8,210,8,216,8.13e-18,75.9
BAB_RS26770,CC_1060,53.420,307,134,3,6,305,4,308,1.35e-119,343
BAB_RS26775,CC_0328,31.984,247,156,6,4,243,8,249,1.66e-21,87.4
BAB_RS26780,CC_0329,40.659,182,108,0,9,190,3,184,1.19e-31,112
BAB_RS26785,CC_3134,37.281,228,129,4,24,244,39,259,1.06e-36,133
BAB_RS26790,CC_0691,32.432,185,116,4,17,197,18,197,1.03e-23,91.3
BAB_RS26815,CC_2517,40.780,282,162,2,10,291,10,286,2.26e-64,201
BAB_RS26820,CC_2613,31.649,376,233,8,24,382,67,435,2.04e-28,112
BAB_RS26825,CC_0360,33.422,374,223,12,7,369,8,366,9.06e-44,154
BAB_RS26830,CC_0164,26.478,423,305,3,120,538,21,441,2.41e-41,156
BAB_RS26840,CC_0095,34.848,132,77,2,70,195,143,271,6.60e-20,82.8
BAB_RS26850,CC_2277,27.149,221,147,7,24,238,4,216,1.78e-09,54.7
BAB_RS26855,CC_2429,28.866,291,167,13,91,364,85,352,1.32e-11,62.8
BAB_RS26860,CC_1225,29.752,121,79,2,1,115,34,154,3.25e-11,60.8
BAB_RS26865,CC_1225,26.459,257,167,10,14,256,42,290,2.14e-10,58.2
BAB_RS26870,CC_1574,25.137,183,120,5,8,188,5,172,3.80e-09,54.3
BAB_RS26875,CC_3134,48.986,296,143,4,3,293,14,306,1.63e-94,283
BAB_RS26880,CC_3136,31.008,129,78,3,144,266,180,303,4.46e-09,53.1
BAB_RS26895,CC_3715,41.848,368,185,7,1,343,158,521,1.12e-82,258
BAB_RS26900,CC_3715,59.124,137,53,1,9,145,16,149,6.33e-47,156
BAB_RS26905,CC_3714,46.324,136,72,1,170,305,238,372,7.49e-34,125
BAB_RS26910,CC_0772,46.296,54,29,0,52,105,79,132,1.15e-10,57.0
BAB_RS26925,CC_1077,39.216,357,209,5,1,353,1,353,5.03e-60,194
BAB_RS26940,CC_0908,41.250,80,44,1,34,113,28,104,6.12e-19,72.8
BAB_RS26960,CC_0750,33.217,286,188,2,4,287,4,288,8.22e-56,179
BAB_RS26970,CC_2063,33.865,251,148,4,3,242,2,245,4.03e-36,125
BAB_RS26975,CC_3040,43.908,435,232,8,22,447,12,443,8.72e-104,313
BAB_RS26995,CC_2889,37.179,312,185,8,4,313,22,324,2.05e-65,206
BAB_RS27005,CC_0468,25.391,256,179,3,5,249,15,269,1.40e-08,53.9
BAB_RS27015,CC_0713,31.667,240,152,6,82,315,190,423,4.42e-21,90.5
BAB_RS27025,CC_2354,39.713,418,245,4,12,426,6,419,3.22e-101,305
BAB_RS27060,CC_0953,32.000,100,50,3,16,98,8,106,1.73e-08,46.6
BAB_RS27065,CC_0954,52.273,132,59,2,8,138,10,138,8.06e-44,137
BAB_RS27070,CC_0955,36.986,73,46,0,39,111,31,103,3.12e-11,52.8
BAB_RS27075,CC_2064,54.440,259,118,0,1,259,1,259,1.25e-86,256
BAB_RS27085,CC_2582,57.447,188,79,1,98,284,26,213,2.18e-66,210
BAB_RS27090,CC_2582,47.541,122,62,2,1,120,248,369,5.13e-29,104
BAB_RS27100,CC_2066,43.612,227,122,3,21,242,19,244,5.13e-55,174
BAB_RS27110,CC_0951,49.793,241,113,4,7,245,26,260,1.00e-74,225
BAB_RS27125,CC_3045,22.348,264,200,2,3,263,1,262,1.08e-08,52.0
BAB_RS27130,CC_3562,32.500,400,254,10,16,405,39,432,3.62e-54,182
BAB_RS27135,CC_1109,35.821,268,157,6,11,275,7,262,4.82e-40,137
BAB_RS27140,CC_3659,30.153,262,160,6,8,247,11,271,3.24e-17,76.6
BAB_RS27165,CC_1210,45.361,97,53,0,25,121,49,145,1.89e-29,101
BAB_RS27180,CC_2813,31.441,229,136,7,13,236,10,222,1.16e-22,90.9
BAB_RS27185,CC_2517,38.542,288,171,3,2,287,1,284,6.61e-57,182
BAB_RS27190,CC_3389,28.733,442,277,15,53,471,34,460,7.72e-36,135
BAB_RS27195,CC_3389,37.500,80,50,0,103,182,127,206,2.27e-09,55.8
BAB_RS27205,CC_3428,45.489,266,141,4,3,267,5,267,3.07e-72,220
BAB_RS27220,CC_0382,46.154,182,93,2,19,198,5,183,1.27e-49,157
BAB_RS27225,CC_2013,27.320,194,126,4,1,186,8,194,1.62e-10,55.5
BAB_RS27230,CC_3513,56.198,484,205,4,9,490,15,493,1.33e-178,508
BAB_RS27235,CC_3512,37.234,376,220,6,7,374,19,386,6.49e-43,150
BAB_RS27240,CC_3511,51.691,207,99,1,3,209,5,210,5.61e-53,170
BAB_RS27245,CC_1103,35.845,438,248,5,7,412,2,438,5.46e-73,232
BAB_RS27260,CC_2109,70.563,462,136,0,1,462,1,462,0.0,662
BAB_RS27270,CC_0685,77.481,524,117,1,1,523,1,524,0.0,796
BAB_RS27275,CC_0686,77.660,94,21,0,4,97,1,94,3.25e-49,148
BAB_RS27280,CC_0705,49.421,259,127,4,1,257,33,289,1.38e-76,233
BAB_RS27285,CC_0703,40.656,305,174,2,13,314,10,310,5.66e-72,223
BAB_RS27290,CC_0701,54.703,978,403,15,4,963,6,961,0.0,1033
BAB_RS27305,CC_0231,53.077,130,59,1,30,157,28,157,2.76e-38,125
BAB_RS27310,CC_0230,54.440,259,113,1,74,327,35,293,4.23e-93,289
BAB_RS27315,CC_0227,45.161,186,99,2,1,183,1,186,1.63e-50,158
BAB_RS27320,CC_3584,32.258,434,280,6,70,500,50,472,1.85e-52,188
BAB_RS27330,CC_3584,29.938,324,222,3,1,320,597,919,2.07e-35,132
BAB_RS27335,CC_2171,26.562,192,122,6,13,201,320,495,6.96e-12,62.4
BAB_RS27340,CC_0204,39.416,548,312,6,7,535,3,549,8.12e-119,363
BAB_RS27345,CC_0309,44.575,424,227,4,30,447,22,443,1.41e-103,312
BAB_RS27350,CC_0308,38.824,255,150,4,12,263,2,253,1.92e-41,140
BAB_RS27355,CC_0307,61.972,71,27,0,7,77,3,73,1.46e-31,102
BAB_RS27360,CC_0304,30.392,204,133,3,33,228,5,207,3.12e-20,83.6
BAB_RS27365,CC_0302,39.071,366,209,7,10,370,7,363,2.92e-74,236
BAB_RS27370,CC_0301,35.503,338,195,8,7,331,6,333,2.32e-49,165
BAB_RS27380,CC_0695,53.446,653,258,10,1,623,1,637,0.0,625
BAB_RS27385,CC_2486,27.401,354,219,15,42,367,58,401,4.54e-17,80.1
BAB_RS27390,CC_0427,63.947,380,136,1,1,380,1,379,3.73e-180,503
BAB_RS27400,CC_3189,31.973,588,336,13,18,562,16,582,5.19e-66,229
BAB_RS27405,CC_3562,35.897,351,213,4,2,351,38,377,2.69e-73,233
BAB_RS27415,CC_3083,53.155,412,183,2,3,404,9,420,4.42e-144,414
BAB_RS27420,CC_3082,43.220,118,63,2,1,118,1,114,4.64e-24,87.4
BAB_RS27425,CC_0723,28.511,235,142,7,225,439,222,450,2.68e-13,68.6
BAB_RS27430,CC_2766,45.370,216,118,0,1,216,1,216,5.06e-50,159
BAB_RS27450,CC_3063,30.657,411,226,13,254,611,100,504,2.60e-27,112
BAB_RS27455,CC_3062,42.754,276,152,3,11,281,31,305,2.40e-61,196
BAB_RS27460,CC_2670,41.322,121,71,0,2,122,30,150,8.65e-28,110
BAB_RS27470,CC_2973,48.020,202,103,2,1,200,1,202,3.67e-53,166
BAB_RS27510,CC_0860,39.053,507,296,6,15,510,3,507,6.26e-105,320
BAB_RS27515,CC_0861,31.343,268,166,5,60,313,64,327,1.12e-14,70.5
BAB_RS27520,CC_0861,32.110,218,144,1,46,259,55,272,4.20e-19,83.2
BAB_RS27525,CC_2796,29.412,102,65,2,19,114,26,126,4.08e-11,53.1
BAB_RS27530,CC_2747,40.206,194,112,3,8,197,48,241,4.68e-40,135
BAB_RS27535,CC_2748,61.111,306,111,3,14,319,16,313,9.62e-136,384
BAB_RS27545,CC_0323,41.975,324,173,9,12,322,53,374,1.63e-69,218
BAB_RS27550,CC_0321,58.760,371,137,3,12,379,8,365,1.43e-132,381
BAB_RS27570,CC_1627,29.819,332,223,5,10,336,7,333,3.91e-34,125
BAB_RS27575,CC_3722,34.177,316,196,3,1,305,17,331,7.36e-54,177
BAB_RS27580,CC_3133,40.367,218,130,0,33,250,3,220,2.71e-48,156
BAB_RS27585,CC_1286,38.645,251,144,3,5,246,7,256,2.94e-45,149
BAB_RS27590,CC_3094,39.259,270,163,1,317,585,263,532,3.97e-55,199
BAB_RS27600,CC_0869,26.948,308,176,9,95,379,30,311,3.57e-14,69.7
BAB_RS27615,CC_3305,64.770,369,126,4,7,372,6,373,9.54e-159,450
BAB_RS27620,CC_3304,67.593,108,22,3,45,139,3,110,1.11e-36,119
BAB_RS27625,CC_3303,76.271,472,104,5,1,464,1,472,0.0,659
BAB_RS27635,CC_2096,30.857,175,116,3,11,181,11,184,8.80e-15,67.8
BAB_RS27640,CC_0942,48.485,132,64,3,14,145,13,140,1.35e-36,120
BAB_RS27655,CC_3297,86.765,68,9,0,1,68,12,79,2.09e-28,94.7
BAB_RS27660,CC_0119,26.486,185,136,0,75,259,152,336,4.88e-13,66.2
BAB_RS27665,CC_2526,40.000,70,41,1,63,131,6,75,8.68e-09,46.6
BAB_RS27670,CC_2668,46.226,212,110,1,10,217,13,224,6.01e-44,144
BAB_RS27675,CC_2669,49.379,322,139,3,13,324,1,308,8.90e-93,277
BAB_RS27680,CC_2664,35.055,271,169,4,10,277,2,268,9.32e-47,154
BAB_RS27685,CC_1278,56.981,530,226,1,5,532,11,540,0.0,582
BAB_RS27700,CC_1439,30.837,227,146,3,8,228,4,225,4.32e-29,107
BAB_RS27705,CC_3600,31.621,253,156,4,18,267,4,242,2.87e-31,113
BAB_RS27715,CC_2352,25.086,291,218,0,4,294,8,298,8.39e-24,95.5
BAB_RS27725,CC_2887,34.247,146,82,6,1,138,25,164,8.12e-12,57.0
BAB_RS27730,CC_2243,28.744,414,238,16,617,1015,22,393,1.20e-32,128
BAB_RS27740,CC_2105,30.102,196,117,7,7,187,97,287,9.52e-13,67.4
BAB_RS27750,CC_2100,30.325,554,352,15,9,539,2,544,2.45e-62,212
BAB_RS27755,CC_0783,35.071,211,133,2,20,230,13,219,2.02e-30,110
BAB_RS27765,CC_1419,62.985,335,119,2,1,330,2,336,1.63e-149,421
BAB_RS27770,CC_0967,53.947,304,139,1,7,309,2,305,8.23e-109,316
BAB_RS27775,CC_1421,79.368,601,123,1,1,601,1,600,0.0,978
BAB_RS27780,CC_0785,34.219,301,182,9,11,302,8,301,1.79e-40,140
BAB_RS27785,CC_0784,51.295,193,94,0,13,205,8,200,5.55e-56,174
BAB_RS27800,CC_0860,39.880,499,292,5,23,519,3,495,4.36e-117,352
BAB_RS27805,CC_0861,43.421,152,86,0,245,396,179,330,7.42e-23,95.1
BAB_RS27810,CC_1744,47.751,289,143,3,10,293,2,287,1.57e-86,258
BAB_RS27820,CC_0957,78.221,551,120,0,5,555,4,554,0.0,882
BAB_RS27825,CC_0958,47.104,259,127,4,4,254,5,261,3.00e-77,232
BAB_RS27830,CC_0959,60.392,510,197,4,3,511,4,509,0.0,577
BAB_RS27835,CC_0960,67.929,396,126,1,8,403,6,400,1.47e-178,500
BAB_RS27840,CC_0961,52.863,454,209,4,4,454,8,459,2.97e-149,430
BAB_RS27845,CC_0962,47.391,230,121,0,16,245,5,234,8.54e-68,206
BAB_RS27850,CC_3143,62.093,430,157,2,7,434,6,431,0.0,553
BAB_RS27865,CC_1661,43.631,369,190,5,21,388,9,360,1.41e-86,264
BAB_RS27870,CC_3573,45.270,148,71,2,4,146,8,150,2.11e-36,120
BAB_RS27875,CC_0747,27.451,204,118,7,43,234,28,213,8.84e-09,52.8
BAB_RS27880,CC_1151,48.649,370,186,3,9,376,8,375,7.46e-114,334
BAB_RS27885,CC_1243,54.714,753,322,6,17,763,16,755,0.0,793
BAB_RS27895,CC_1787,32.390,318,195,4,76,383,52,359,1.77e-26,105
BAB_RS27900,CC_1787,29.070,344,208,8,22,332,16,356,8.16e-21,89.0
BAB_RS27905,CC_1788,37.767,1030,622,7,5,1024,3,1023,0.0,724
BAB_RS27910,CC_0445,47.619,231,118,1,22,252,17,244,3.98e-63,195
BAB_RS27915,CC_0444,44.543,339,187,1,5,343,26,363,2.63e-81,249
BAB_RS27920,CC_0443,44.503,382,203,6,5,384,3,377,3.77e-94,284
BAB_RS27930,CC_3630,54.122,279,126,2,4,281,1,278,1.65e-106,308
BAB_RS27935,CC_1216,59.438,498,190,3,13,499,11,507,0.0,579
BAB_RS27945,CC_1117,35.714,294,181,3,5,292,29,320,3.05e-56,182
BAB_RS27950,CC_3129,29.657,408,274,7,5,409,12,409,5.45e-30,117
BAB_RS27960,CC_3028,31.250,96,54,2,7,102,52,135,8.08e-08,44.3
BAB_RS27965,CC_1802,37.826,230,117,9,2,224,67,277,1.98e-38,139
BAB_RS27970,CC_2535,24.088,137,100,2,5,137,45,181,2.75e-08,47.4
BAB_RS27985,CC_3056,37.288,118,71,2,15,129,19,136,3.80e-22,82.8
BAB_RS28000,CC_0111,45.890,146,78,1,16,161,15,159,6.99e-43,137
BAB_RS28005,CC_0110,47.525,303,149,3,30,329,4,299,1.31e-80,244
BAB_RS28010,CC_0109,48.899,227,99,4,8,228,5,220,3.44e-65,199
BAB_RS28015,CC_0108,66.667,54,18,0,9,62,10,63,2.39e-23,80.5
BAB_RS28020,CC_0193,61.173,358,126,3,6,363,4,348,4.01e-146,414
BAB_RS28025,CC_3729,32.566,304,175,11,58,346,7,295,9.42e-32,118
BAB_RS28030,CC_0980,54.844,609,199,5,16,624,29,561,0.0,576
BAB_RS28035,CC_0253,69.388,343,104,1,1,343,1,342,4.45e-174,484
BAB_RS28040,CC_0915,51.370,146,65,1,2,141,1,146,1.06e-47,148
BAB_RS28045,CC_0916,54.348,138,59,3,1,138,1,134,2.48e-36,119
BAB_RS28050,CC_3483,48.855,131,66,1,10,139,6,136,9.99e-44,137
BAB_RS28055,CC_0195,59.500,200,80,1,1,200,1,199,2.30e-86,250
BAB_RS28060,CC_3659,49.645,282,138,2,46,327,8,285,9.80e-74,226
BAB_RS28075,CC_3702,45.387,672,362,4,12,681,3,671,0.0,570
BAB_RS28080,CC_2174,30.435,437,269,11,39,458,65,483,1.72e-54,186
BAB_RS28085,CC_0741,62.562,609,219,4,1,601,1,608,0.0,786
BAB_RS28100,CC_1385,39.073,302,175,5,40,334,30,329,2.17e-65,207
BAB_RS28105,CC_3250,75.358,349,86,0,1,349,1,349,0.0,560
BAB_RS28115,CC_1893,38.115,244,143,5,6,246,12,250,3.92e-35,123
BAB_RS28140,CC_1223,24.852,507,312,19,6,472,4,481,1.93e-13,69.3
BAB_RS28150,CC_0860,36.939,490,307,2,15,502,3,492,2.85e-103,316
BAB_RS28155,CC_0861,38.596,342,193,5,6,345,2,328,4.90e-47,159
BAB_RS28160,CC_0859,27.068,266,184,5,25,283,36,298,2.51e-15,72.4
BAB_RS28190,CC_0092,24.561,342,210,10,4,321,5,322,5.14e-13,65.9
BAB_RS28195,CC_0584,33.253,415,224,17,54,458,4,375,6.21e-47,164
BAB_RS28215,CC_2897,43.511,131,70,3,1,130,37,164,3.88e-27,95.9
BAB_RS28220,CC_3595,48.760,121,61,1,1,120,1,121,1.86e-38,123
BAB_RS28235,CC_0251,28.700,223,133,5,12,229,18,219,3.97e-19,80.5
BAB_RS28240,CC_0623,24.811,661,363,31,123,692,121,738,5.62e-25,108
BAB_RS28245,CC_0621,33.571,140,91,1,212,349,37,176,3.00e-20,89.0
BAB_RS28250,CC_0620,31.330,466,269,19,4,437,1,447,7.20e-43,157
BAB_RS28280,CC_3514,37.768,233,143,2,1,233,5,235,7.73e-50,160
BAB_RS28285,CC_3515,46.286,175,94,0,9,183,12,186,6.26e-55,169
BAB_RS28295,CC_2372,69.688,320,97,0,1,320,1,320,9.83e-161,449
BAB_RS28310,CC_2040,54.338,876,333,7,16,849,7,857,0.0,931
BAB_RS28315,CC_2041,51.923,208,98,2,29,235,26,232,3.85e-65,199
BAB_RS28330,CC_2045,30.619,307,180,8,604,908,694,969,9.57e-27,114
BAB_RS28335,CC_0081,41.228,114,67,0,34,147,11,124,2.61e-24,89.4
BAB_RS28340,CC_2725,39.604,101,60,1,10,110,9,108,4.66e-20,75.9
BAB_RS28345,CC_1981,33.333,120,79,1,16,135,7,125,1.90e-12,57.4
BAB_RS28350,CC_1981,38.261,115,70,1,7,121,5,118,1.58e-13,60.1
BAB_RS28360,CC_0808,28.505,214,147,2,8,215,161,374,1.47e-22,91.7
BAB_RS28365,CC_3197,31.224,711,459,10,1,699,307,999,2.45e-88,296
BAB_RS28375,CC_2813,31.122,196,104,7,68,242,32,217,7.01e-11,57.8
BAB_RS28380,CC_1490,54.167,360,163,2,1,359,5,363,7.15e-134,389
BAB_RS28385,CC_1490,69.565,92,28,0,1,92,379,470,5.79e-42,139
BAB_RS28390,CC_1487,45.905,464,241,6,20,480,1,457,9.83e-122,361
BAB_RS28400,CC_3134,49.020,255,129,1,1,255,5,258,1.11e-77,240
BAB_RS28405,CC_3136,25.856,263,165,8,32,271,32,287,8.30e-08,49.3
BAB_RS28410,CC_3135,28.017,232,148,5,10,232,52,273,7.99e-17,75.9
BAB_RS28415,CC_1488,37.000,500,297,9,15,511,15,499,5.23e-99,305
BAB_RS28440,CC_2669,31.897,232,140,5,25,249,19,239,1.43e-20,86.3
BAB_RS28445,CC_2669,37.500,248,145,5,10,253,1,242,5.13e-36,128
BAB_RS28450,CC_1110,68.085,376,120,0,11,386,12,387,0.0,530
BAB_RS28455,CC_3697,23.478,230,168,5,1,226,75,300,2.48e-08,50.4
BAB_RS28460,CC_2352,46.296,54,29,0,1,54,8,61,6.76e-09,46.2
BAB_RS28475,CC_0080,58.124,597,247,3,3,597,2,597,0.0,687
BAB_RS28480,CC_0077,68.905,402,124,1,1,402,1,401,0.0,567
BAB_RS28485,CC_0076,51.420,704,338,3,27,728,1,702,0.0,686
BAB_RS28490,CC_0082,50.685,219,97,5,2,218,4,213,4.20e-66,200
BAB_RS28500,CC_0084,54.270,562,214,4,15,547,5,552,0.0,602
BAB_RS28510,CC_3569,50.785,191,94,0,12,202,2,192,2.72e-72,216
BAB_RS28535,CC_1439,34.298,242,142,6,8,241,7,239,3.18e-33,118
BAB_RS28540,CC_0292,33.333,255,143,10,3,239,24,269,4.83e-34,120
BAB_RS28545,CC_0494,40.741,270,141,7,5,269,4,259,2.76e-43,145
BAB_RS28550,CC_1217,58.784,296,116,4,2,294,51,343,8.77e-114,329
BAB_RS28555,CC_2055,60.535,598,233,2,10,607,7,601,0.0,725
BAB_RS28560,CC_2056,36.797,231,139,3,3,231,6,231,5.08e-42,139
BAB_RS28565,CC_2057,50.418,478,225,7,14,487,2,471,1.93e-151,437
BAB_RS28570,CC_3384,35.769,260,147,8,4,247,7,262,1.27e-39,135
BAB_RS28575,CC_1047,25.000,372,256,9,31,392,2,360,1.58e-18,83.6
BAB_RS28590,CC_3573,40.132,152,91,0,1,152,6,157,2.34e-36,120
BAB_RS28605,CC_3129,44.626,428,230,4,2,428,8,429,4.57e-109,325
BAB_RS28615,CC_3130,59.424,451,182,1,26,476,16,465,0.0,563
BAB_RS28630,CC_3510,37.374,297,182,3,5,300,7,300,6.32e-56,181
BAB_RS28635,CC_2246,47.143,490,235,5,5,493,2,468,2.13e-138,406
BAB_RS28640,CC_3414,50.985,457,220,4,1,457,1,453,3.34e-163,465
BAB_RS28645,CC_3415,46.862,239,126,1,7,245,1,238,1.15e-69,211
BAB_RS28650,CC_1213,39.474,76,45,1,27,102,31,105,2.66e-09,49.7
BAB_RS28665,CC_3714,28.529,333,170,11,13,286,46,369,5.71e-24,97.1
BAB_RS28675,CC_1192,38.732,284,164,4,45,324,59,336,1.05e-38,137
BAB_RS28680,CC_0361,34.496,258,150,8,2,242,6,261,3.04e-32,116
BAB_RS28690,CC_2796,39.450,109,64,2,13,119,17,125,4.26e-20,76.6
BAB_RS28695,CC_3135,24.299,214,147,6,53,254,83,293,6.94e-10,55.5
BAB_RS28710,CC_1808,32.400,250,154,5,4,242,2,247,6.46e-27,102
BAB_RS28715,CC_3134,48.305,236,122,0,4,239,15,250,1.55e-78,242
BAB_RS28730,CC_3106,25.439,342,181,10,3,285,29,355,1.57e-09,55.1
BAB_RS28740,CC_3134,39.419,241,140,1,20,260,24,258,2.02e-52,175
BAB_RS28770,CC_3130,30.541,370,249,5,81,447,93,457,9.44e-49,170
BAB_RS28780,CC_1297,24.419,258,176,3,15,258,21,273,1.80e-16,74.7
BAB_RS28785,CC_3525,43.622,392,217,4,6,395,12,401,1.21e-100,302
BAB_RS28795,CC_3355,44.628,363,194,2,7,364,11,371,3.48e-94,283
BAB_RS28800,CC_3354,56.303,119,52,0,4,122,1,119,1.27e-43,136
BAB_RS28805,CC_3352,42.289,402,205,9,461,842,75,469,3.46e-78,261
BAB_RS28810,CC_0805,40.940,149,88,0,6,154,2,150,4.35e-35,117
BAB_RS28815,CC_0804,48.289,1023,482,15,29,1025,6,1007,0.0,828
BAB_RS28825,CC_3135,31.613,155,97,1,225,379,106,251,7.51e-10,57.8
BAB_RS28830,CC_3134,49.408,338,153,3,1,321,8,344,2.64e-105,311
BAB_RS28835,CC_3269,32.110,218,141,5,41,252,25,241,8.66e-33,117
BAB_RS28840,CC_1301,52.985,268,123,2,1,266,1,267,9.99e-100,290
BAB_RS28845,CC_1300,45.608,296,158,2,2,296,3,296,1.48e-87,261
BAB_RS28850,CC_1299,61.039,616,224,5,1,606,1,610,0.0,728
BAB_RS28855,CC_1298,56.082,633,274,3,2,632,5,635,0.0,697
BAB_RS28860,CC_1297,39.015,264,150,5,21,276,21,281,3.69e-53,172
BAB_RS28865,CC_1296,47.385,325,171,0,5,329,4,328,1.72e-92,276
BAB_RS28875,CC_3697,42.761,297,167,1,1,294,1,297,1.25e-75,230
BAB_RS28880,CC_2918,35.057,174,105,3,14,181,6,177,5.69e-26,95.5
BAB_RS28885,CC_3698,38.728,173,103,2,1,171,1,172,7.93e-33,112
BAB_RS28890,CC_1774,37.592,407,251,2,22,426,37,442,1.20e-86,268
BAB_RS28900,CC_0964,25.741,540,286,24,74,534,59,562,8.53e-24,102
BAB_RS28905,CC_1579,36.424,151,76,6,33,173,34,174,1.30e-16,70.5
BAB_RS28920,CC_3134,44.351,239,127,3,24,260,15,249,1.82e-63,204
BAB_RS28930,CC_1597,29.091,165,104,4,96,257,81,235,4.59e-08,51.6
BAB_RS28940,CC_0924,40.741,108,62,2,2,109,3,108,3.21e-18,71.6
BAB_RS28945,CC_1242,40.873,252,129,3,25,267,51,291,2.36e-50,164
BAB_RS28950,CC_0888,35.172,145,87,2,12,154,8,147,3.10e-20,79.0
BAB_RS28975,CC_3134,40.116,344,183,4,3,334,14,346,1.34e-82,254
BAB_RS28985,CC_3715,32.804,189,125,1,9,195,35,223,1.70e-24,103
BAB_RS28990,CC_1615,51.477,237,98,4,4,240,6,225,9.67e-76,226
BAB_RS28995,CC_1614,49.454,366,164,5,139,492,14,370,3.07e-108,325
BAB_RS29000,CC_1439,44.628,242,128,2,2,243,4,239,1.32e-70,214
BAB_RS29005,CC_1440,57.619,210,88,1,5,214,5,213,2.39e-70,211
BAB_RS29010,CC_1441,37.069,232,141,3,28,257,33,261,8.02e-43,143
BAB_RS29015,CC_2369,57.626,1213,481,11,1,1202,5,1195,0.0,1327
BAB_RS29025,CC_1598,33.036,224,146,3,2,223,23,244,2.34e-27,105
BAB_RS29035,CC_1192,26.923,286,185,8,42,314,65,339,1.92e-08,51.6
BAB_RS29045,CC_0419,55.579,475,204,3,8,481,3,471,0.0,528
BAB_RS29060,CC_3486,33.878,245,157,2,6,245,5,249,1.05e-38,132
BAB_RS29065,CC_2929,30.435,276,168,7,3,265,7,271,3.38e-30,112
BAB_RS29070,CC_0093,27.687,307,192,8,2,294,7,297,9.40e-18,79.0
BAB_RS29090,CC_0186,49.657,437,213,2,1,430,1,437,5.00e-124,364
BAB_RS29105,CC_3134,46.735,291,140,4,4,280,15,304,1.10e-82,253
BAB_RS29125,CC_2746,26.801,347,190,10,40,341,79,406,5.73e-15,72.4
BAB_RS29135,CC_3600,30.901,233,155,3,6,233,11,242,1.76e-35,123
BAB_RS29140,CC_3600,32.365,241,152,2,7,246,13,243,9.40e-34,119
BAB_RS29160,CC_2410,33.227,313,191,9,24,322,15,323,1.73e-34,127
BAB_RS29165,CC_2409,41.346,208,98,7,10,205,21,216,2.41e-39,131
BAB_RS29170,CC_2408,47.009,234,119,3,9,241,2,231,1.10e-65,201
BAB_RS29175,CC_2411,38.281,128,78,1,6,132,265,392,9.64e-25,94.4
BAB_RS29180,CC_2411,34.940,249,154,7,21,266,20,263,3.80e-39,137
BAB_RS29185,CC_3697,24.900,249,161,8,8,238,6,246,2.25e-13,66.2
BAB_RS29190,CC_2404,59.621,317,127,1,1,316,1,317,7.36e-138,396
BAB_RS29195,CC_2403,29.433,282,186,4,22,300,8,279,8.29e-35,124
BAB_RS29205,CC_2405,51.142,219,103,2,1,217,1,217,2.88e-71,215
BAB_RS29210,CC_2406,46.231,199,105,1,15,211,7,205,7.87e-62,189
