O_anthropi|Q.,S_meliloti|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
OANT_RS02240,SMc02565,50.000,304,124,10,19,299,26,324,2.21e-85,258
OANT_RS02245,SMc02601,61.342,313,121,0,17,329,43,355,1.61e-141,402
OANT_RS02250,SMc02599,42.447,523,259,7,6,495,17,530,1.72e-123,369
OANT_RS02255,SMc02598,53.401,294,123,1,4,283,6,299,2.70e-92,273
OANT_RS02265,SM_b20367,42.857,63,35,1,14,75,2,64,4.91e-11,57.4
OANT_RS02270,SMc02122,54.217,249,114,0,8,256,21,269,3.13e-96,281
OANT_RS02275,SMc00043,50.000,204,94,6,1,202,1,198,7.70e-60,183
OANT_RS02285,SMc01217,29.310,464,316,5,10,469,26,481,1.70e-41,152
OANT_RS02295,SM_b21631,83.288,365,61,0,1,365,1,365,0.0,652
OANT_RS02300,SM_b21630,84.019,413,66,0,1,413,1,413,0.0,737
OANT_RS02305,SM_b20270,69.322,339,103,1,1,338,1,339,1.87e-176,490
OANT_RS02310,SMc01211,41.584,404,234,1,18,421,15,416,2.44e-102,311
OANT_RS02315,SMc00950,27.481,131,90,3,38,165,40,168,2.90e-10,54.3
OANT_RS02320,SMa0204,30.151,199,128,4,228,422,184,375,9.71e-17,79.3
OANT_RS02325,SM_b21520,35.025,197,119,3,7,195,5,200,1.75e-30,109
OANT_RS02330,SMc04248,54.190,179,82,0,1,179,1,179,9.60e-61,184
OANT_RS02335,SMc04249,68.110,254,78,1,221,471,282,535,1.77e-105,325
OANT_RS02340,SMc04251,56.250,368,160,1,5,372,1,367,6.84e-137,392
OANT_RS02345,SMc02400,48.701,154,68,4,1,148,1,149,2.41e-23,97.1
OANT_RS02350,SM_b20684,73.333,270,72,0,7,276,2,271,4.64e-156,433
OANT_RS02355,SM_b21284,66.667,474,153,2,1,472,1,471,0.0,645
OANT_RS02360,SM_b21285,59.350,123,48,1,1,121,1,123,3.30e-51,155
OANT_RS02365,SM_b21286,64.135,474,170,0,9,482,5,478,0.0,630
OANT_RS02370,SM_b21287,66.796,771,252,2,13,783,9,775,0.0,1042
OANT_RS02375,SM_b21288,65.354,254,84,1,5,258,7,256,1.60e-118,339
OANT_RS02380,SM_b21291,78.548,303,65,0,1,303,1,303,0.0,516
OANT_RS02385,SM_b21292,78.780,410,85,2,1,409,1,409,0.0,681
OANT_RS02390,SM_b21293,65.661,431,148,0,1,431,1,431,0.0,609
OANT_RS02395,SM_b20682,75.093,269,67,0,3,271,4,272,1.25e-149,417
OANT_RS02400,SM_b20681,90.236,594,58,0,1,594,1,594,0.0,1131
OANT_RS02405,SM_b20680,75.379,264,65,0,1,264,1,264,1.62e-151,421
OANT_RS02410,SM_b20679,84.694,294,45,0,1,294,1,294,0.0,514
OANT_RS02415,SM_b20678,70.616,422,123,1,1,422,1,421,0.0,554
OANT_RS02420,SMa0622,65.957,47,16,0,1,47,1,47,4.12e-18,67.8
OANT_RS02425,SMa1209,55.420,738,317,7,1,729,1,735,0.0,775
OANT_RS02430,SMa1210,41.558,154,87,3,11,163,14,165,4.40e-29,102
OANT_RS02435,SMa1211,66.537,514,167,1,5,518,11,519,0.0,734
OANT_RS02440,SMa0769,60.279,287,114,0,1,287,1,287,2.67e-138,389
OANT_RS02445,SMa1214,63.830,47,17,0,3,49,4,50,3.13e-17,64.7
OANT_RS02450,SMa1216,80.658,243,47,0,1,243,1,243,6.11e-151,417
OANT_RS02455,SMa1220,76.604,530,122,1,1,528,1,530,0.0,834
OANT_RS02460,SM_b20721,30.328,366,242,7,84,439,91,453,6.52e-33,127
OANT_RS02465,SMc00458,42.130,216,125,0,1,216,1,216,1.05e-49,159
OANT_RS02475,SMc02636,58.286,175,73,0,60,234,1,175,2.79e-76,227
OANT_RS02480,SMc01342,33.129,163,99,3,45,202,91,248,7.60e-22,87.4
OANT_RS02490,SMc01728,31.445,353,225,7,12,360,8,347,7.50e-44,153
OANT_RS02500,SMc00386,64.035,114,41,0,1,114,1,114,3.81e-51,155
OANT_RS02510,SMc03841,84.577,201,31,0,1,201,1,201,2.07e-129,360
OANT_RS02515,SMc03842,57.143,119,51,0,1,119,1,119,2.07e-43,135
OANT_RS02520,SMc03843,84.466,103,16,0,6,108,2,104,2.63e-61,180
OANT_RS02525,SMc00802,46.087,115,62,0,8,122,7,121,1.35e-33,111
OANT_RS02530,SM_b21000,49.587,363,179,1,23,381,1,363,1.15e-103,309
OANT_RS02535,SM_b20999,71.359,412,118,0,1,412,1,412,0.0,615
OANT_RS02540,SM_b20998,56.507,292,125,2,31,320,32,323,8.73e-126,361
OANT_RS02545,SM_b20996,56.481,216,94,0,3,218,5,220,3.55e-82,242
OANT_RS02550,SM_b20995,71.134,485,129,3,1,483,1,476,0.0,706
OANT_RS02555,SMa2023,34.821,224,144,2,7,230,38,259,3.62e-39,134
OANT_RS02560,SMa0626,39.048,105,59,1,92,196,83,182,2.59e-17,76.6
OANT_RS02575,SMc02376,47.170,424,221,2,14,436,5,426,1.11e-134,392
OANT_RS02580,SMc02653,24.771,218,120,7,18,211,24,221,4.63e-13,63.9
OANT_RS02585,SM_b21025,51.799,139,67,0,1,139,1,139,8.41e-50,153
OANT_RS02595,SMc02046,34.513,113,60,3,26,124,26,138,2.04e-15,65.9
OANT_RS02600,SM_b21378,51.613,124,58,2,1,123,28,150,1.38e-41,132
OANT_RS02605,SMc00928,51.194,377,177,2,54,429,15,385,2.89e-138,399
OANT_RS02610,SMc00872,47.619,126,62,3,9,130,19,144,2.88e-28,99.0
OANT_RS02615,SMc00871,78.629,248,53,0,1,248,1,248,2.16e-143,399
OANT_RS02620,SMc00870,95.082,61,3,0,1,61,1,61,4.00e-36,114
OANT_RS02625,SMc00869,60.099,203,79,1,1,203,1,201,4.44e-78,230
OANT_RS02630,SMc00868,63.522,159,58,0,1,159,3,161,1.40e-60,182
OANT_RS02635,SMc01223,42.105,152,88,0,4,155,5,156,2.46e-38,125
OANT_RS02640,SMc00423,32.984,191,121,2,16,203,19,205,5.56e-26,97.4
OANT_RS02645,SMc00867,59.346,214,85,2,2,215,3,214,5.03e-73,218
OANT_RS02650,SMc00866,71.466,382,108,1,10,390,4,385,0.0,582
OANT_RS02655,SMc00865,40.152,132,77,2,1,131,1,131,3.76e-21,82.8
OANT_RS02670,SMc00862,48.973,292,139,5,18,303,10,297,1.95e-79,241
OANT_RS02675,SMc00856,42.623,61,35,0,1,61,1,61,2.94e-08,42.7
OANT_RS02680,SMc00857,65.517,290,98,1,1,290,1,288,6.07e-136,383
OANT_RS02685,SMa1913,36.631,374,187,8,59,392,98,461,4.48e-51,175
OANT_RS02695,SMc00858,60.408,245,96,1,15,259,28,271,2.13e-85,254
OANT_RS02700,SMc00859,70.833,72,21,0,1,72,1,72,1.80e-31,102
OANT_RS02705,SMc00860,77.219,338,77,0,1,338,1,338,0.0,532
OANT_RS02710,SMc00861,47.627,611,308,7,1,603,1,607,0.0,548
OANT_RS02715,SMc00855,85.161,310,46,0,1,310,1,310,0.0,569
OANT_RS02720,SMc00851,68.455,764,198,5,1,764,1,721,0.0,1023
OANT_RS02730,SMc00984,58.544,316,126,3,9,323,12,323,2.90e-120,346
OANT_RS02735,SMc00985,63.871,465,168,0,6,470,26,490,0.0,624
OANT_RS02740,SMc00987,58.564,181,75,0,7,187,7,187,3.58e-74,219
OANT_RS02745,SMc00976,59.494,237,93,1,1,234,1,237,3.60e-93,272
OANT_RS02750,SMc00977,67.059,595,190,3,1,591,1,593,0.0,812
OANT_RS02755,SMc00993,68.396,424,132,1,1,424,1,422,0.0,573
OANT_RS02760,SMc00988,64.194,310,109,1,16,325,7,314,1.69e-128,367
OANT_RS02765,SMc00069,75.377,199,49,0,5,203,8,206,5.02e-115,323
OANT_RS02770,SMc01464,37.500,224,124,8,159,376,175,388,4.27e-31,120
OANT_RS02775,SMc00002,36.792,106,63,1,12,117,48,149,1.54e-22,84.0
OANT_RS02780,SMa0116,36.508,315,171,4,3,316,4,290,1.08e-59,191
OANT_RS02785,SMc00005,79.779,272,55,0,1,272,1,272,4.52e-164,453
OANT_RS02790,SMc00006,52.850,193,90,1,5,196,2,194,6.05e-69,206
OANT_RS02795,SMc01798,53.061,245,114,1,5,249,2,245,4.17e-90,264
OANT_RS02800,SMc00070,34.940,83,51,1,1,80,1,83,7.18e-16,63.5
OANT_RS02805,SMc00007,81.868,364,66,0,1,364,1,364,0.0,579
OANT_RS02810,SMc00008,74.124,371,91,2,1,371,1,366,0.0,553
OANT_RS02815,SMc00969,65.615,317,100,2,1,316,1,309,1.83e-144,407
OANT_RS02820,SMc00970,64.474,76,27,0,9,84,8,83,1.24e-32,105
OANT_RS02835,SMa1765,41.228,114,52,3,64,174,44,145,7.13e-17,71.6
OANT_RS02840,SMc00971,67.541,305,99,0,1,305,1,305,3.31e-151,423
OANT_RS02845,SMc00972,76.077,627,150,0,4,630,10,636,0.0,989
OANT_RS02850,SMc00973,63.745,251,90,1,1,251,1,250,2.04e-111,318
OANT_RS02855,SMc00974,55.663,415,176,3,5,412,2,415,1.42e-151,433
OANT_RS02860,SMc01404,46.725,229,121,1,1,229,3,230,2.91e-65,199
OANT_RS02865,SMc02544,65.842,202,64,2,2,200,6,205,3.59e-98,281
OANT_RS02870,SMc03106,50.633,79,39,0,21,99,147,225,5.91e-23,87.0
OANT_RS02875,SMc02543,41.279,344,173,8,1,333,1,326,2.92e-58,197
OANT_RS02885,SMc00550,78.914,626,132,0,1,626,1,626,0.0,1001
OANT_RS02890,SMc00551,67.826,230,74,0,1,230,1,230,6.60e-119,335
OANT_RS02895,SMc00552,68.924,251,77,1,11,261,22,271,7.76e-119,340
OANT_RS02905,SMc00553,68.163,245,78,0,1,245,1,245,1.11e-124,351
OANT_RS02910,SMc00554,81.855,496,90,0,1,496,1,496,0.0,842
OANT_RS02915,SMc00555,59.278,194,75,4,1,191,1,193,6.35e-74,219
OANT_RS02920,SMc00556,79.526,464,93,1,1,464,21,482,0.0,763
OANT_RS02925,SMc00561,82.932,498,81,3,5,501,4,498,0.0,842
OANT_RS02935,SMc02645,51.597,407,189,4,1,403,1,403,1.14e-143,414
OANT_RS02940,SMc00565,68.715,179,56,0,1,179,1,179,9.21e-90,258
OANT_RS02945,SMc00566,39.286,308,183,1,3,310,4,307,7.29e-69,215
OANT_RS02950,SMc00567,85.185,81,12,0,1,81,1,81,8.01e-50,149
OANT_RS02955,SMc00568,76.415,106,25,0,1,106,1,106,8.29e-57,172
OANT_RS02960,SMc00571,79.085,306,64,0,1,306,1,306,6.58e-174,481
OANT_RS02965,SMc00572,80.408,245,48,0,1,245,1,245,2.71e-150,416
OANT_RS02970,SMc00573,88.462,78,9,0,1,78,1,78,1.25e-44,135
OANT_RS02975,SMc00574,81.623,419,77,0,1,419,1,419,0.0,685
OANT_RS02980,SMc00575,61.473,353,135,1,29,381,22,373,6.92e-159,451
OANT_RS02985,SMc00576,53.821,301,131,2,1,299,1,295,1.49e-103,302
OANT_RS02990,SMc00577,71.292,209,59,1,10,218,11,218,5.11e-110,312
OANT_RS03010,SMc00960,75.536,466,114,0,3,468,4,469,0.0,742
OANT_RS03015,SMc00071,78.065,155,28,1,50,204,28,176,1.45e-88,255
OANT_RS03020,SMc00009,72.556,266,71,2,23,286,19,284,2.20e-138,390
OANT_RS03025,SMc00010,83.837,563,79,2,1,552,1,562,0.0,894
OANT_RS03030,SMc00450,62.752,298,111,0,5,302,41,338,4.97e-132,377
OANT_RS03040,SMc00012,63.959,197,67,1,1,197,1,193,1.43e-89,259
OANT_RS03045,SMc00013,80.479,292,57,0,1,292,1,292,7.89e-169,467
OANT_RS03050,SMc00014,68.852,122,38,0,3,124,4,125,1.66e-63,187
OANT_RS03055,SMc00085,56.710,231,98,2,13,243,13,241,1.48e-93,273
OANT_RS03060,SMc00016,78.221,326,71,0,8,333,25,350,0.0,538
OANT_RS03065,SMc00017,67.178,326,107,0,1,326,1,326,5.63e-168,468
OANT_RS03070,SMc00018,76.351,148,35,0,1,148,1,148,7.99e-84,241
OANT_RS03075,SMc00072,72.050,161,45,0,1,161,1,161,2.21e-81,235
OANT_RS03080,SMc00073,35.981,214,118,8,12,214,49,254,3.13e-32,118
OANT_RS03095,SMc00019,53.646,192,89,0,9,200,10,201,9.84e-80,234
OANT_RS03100,SMc00074,62.329,953,353,2,13,960,13,964,0.0,1253
OANT_RS03105,SMc00075,55.978,184,81,0,7,190,11,194,8.57e-75,222
OANT_RS03110,SMc00451,65.258,426,147,1,1,425,1,426,0.0,594
OANT_RS03115,SMc00077,70.346,462,137,0,1,462,2,463,0.0,688
OANT_RS03120,SMc00020,40.116,172,93,1,25,196,20,181,5.57e-43,140
OANT_RS03135,SMc00079,61.404,228,88,0,1,228,1,228,1.11e-102,294
OANT_RS03145,SMc00021,80.108,372,73,1,2,373,3,373,0.0,635
OANT_RS03150,SMc00081,64.646,198,70,0,5,202,6,203,3.84e-97,279
OANT_RS03155,SMc00452,61.918,365,134,2,1,360,2,366,1.04e-162,457
OANT_RS03170,SMc02640,44.880,332,167,5,1,318,1,330,6.89e-96,285
OANT_RS03175,SMc00022,45.833,168,87,2,1,165,21,187,1.03e-46,149
OANT_RS03180,SMc00023,68.306,183,58,0,35,217,87,269,4.48e-96,278
OANT_RS03185,SMc00024,65.625,1152,395,1,1,1151,4,1155,0.0,1307
OANT_RS03190,SMc04432,47.573,103,43,3,5,104,11,105,7.21e-25,87.8
OANT_RS03200,SMa2105,71.088,377,109,0,9,385,22,398,0.0,545
OANT_RS03220,SMc05001,71.875,64,13,2,1,62,1,61,7.64e-27,92.8
OANT_RS03235,SMc01602,25.483,259,180,7,1,252,8,260,3.62e-13,65.9
OANT_RS03240,SMc03268,57.705,610,249,4,6,614,20,621,0.0,692
OANT_RS03245,SM_b20476,30.833,480,309,10,39,504,44,514,4.45e-63,212
OANT_RS03250,SM_b20477,42.357,314,171,2,1,304,1,314,1.30e-83,252
OANT_RS03255,SMa0106,45.490,255,136,2,41,293,17,270,2.62e-76,231
OANT_RS03280,SMc00900,42.105,133,72,2,2,134,1,128,3.26e-24,88.2
OANT_RS03285,SMc02394,71.569,102,29,0,1,102,1,102,3.29e-49,149
OANT_RS03300,SM_b20971,23.276,348,230,13,13,349,15,336,3.17e-12,65.1
OANT_RS03305,SMc04137,33.447,293,187,5,7,295,6,294,1.41e-48,161
OANT_RS03310,SM_b20232,33.108,296,192,4,2,294,8,300,6.64e-44,150
OANT_RS03315,SM_b21605,43.669,387,180,7,1,376,1,360,1.19e-102,306
OANT_RS03325,SMc01502,42.857,189,108,0,17,205,10,198,2.67e-44,146
OANT_RS03330,SMc03123,42.623,305,175,0,13,317,1,305,4.02e-90,270
OANT_RS03345,SMa0929,83.333,636,106,0,1,636,1,636,0.0,1099
OANT_RS03350,SMa0930,59.091,66,27,0,1,66,1,66,2.09e-21,77.4
OANT_RS03355,SMa0933,58.242,91,38,0,1,91,1,91,6.82e-28,94.7
OANT_RS03360,SM_b21087,70.917,1537,442,2,1,1532,1,1537,0.0,2186
OANT_RS03380,SMc00421,31.950,241,155,5,54,289,79,315,1.21e-22,94.0
OANT_RS03395,SMa0841,49.254,67,34,0,18,84,69,135,1.34e-15,70.9
OANT_RS03400,SM_b21083,89.888,89,8,1,1,89,58,145,3.70e-49,150
OANT_RS03405,SM_b20542,98.291,117,2,0,1,117,1,117,8.31e-84,238
OANT_RS03410,SM_b20541,97.273,550,15,0,1,550,1,550,0.0,1100
OANT_RS03425,SM_b20027,50.317,473,232,1,2,474,1,470,2.11e-159,459
OANT_RS03435,SMa1927,25.649,308,223,4,1,303,6,312,4.73e-19,83.6
OANT_RS03445,SM_b20434,25.681,257,177,6,149,394,138,391,2.94e-15,73.9
OANT_RS03450,SM_b20682,22.624,221,170,1,29,248,46,266,8.19e-14,67.0
OANT_RS03455,SMc02184,48.333,60,31,0,1,60,1,60,4.88e-11,51.2
OANT_RS03460,SMc02184,46.875,64,34,0,6,69,6,69,1.65e-12,54.7
OANT_RS03465,SMc00170,47.541,61,32,0,15,75,182,242,4.87e-11,58.9
OANT_RS03470,SMa1323,60.177,113,45,0,1,113,1,113,4.37e-51,155
OANT_RS03480,SMa1321,57.642,229,91,2,1,229,1,223,1.93e-85,250
OANT_RS03485,SMa1319,74.747,99,25,0,1,99,1,99,4.40e-39,123
OANT_RS03490,SMa1318,72.566,113,31,0,1,113,1,113,8.79e-64,187
OANT_RS03495,SMa1315,81.328,798,141,2,1,796,1,792,0.0,1336
OANT_RS03500,SMa1313,73.820,233,60,1,1,232,1,233,8.22e-129,361
OANT_RS03510,SMa1311,79.139,302,63,0,1,302,3,304,1.19e-169,470
OANT_RS03515,SMa1308,82.960,223,38,0,1,223,1,223,7.33e-140,388
OANT_RS03520,SMa1306,86.047,258,36,0,22,279,22,279,8.58e-160,443
OANT_RS03525,SMa1303,73.913,391,101,1,1,391,1,390,0.0,556
OANT_RS03530,SMa1302,75.153,326,81,0,1,326,1,326,0.0,508
OANT_RS03535,SMc00025,78.167,884,193,0,1,884,1,884,0.0,1449
OANT_RS03545,SMc00084,29.358,109,74,1,18,123,21,129,1.49e-08,47.4
OANT_RS03550,SM_b20402,36.855,407,223,12,44,431,45,436,3.04e-69,224
OANT_RS03560,SMc00026,30.952,294,160,4,4,254,3,296,2.65e-34,123
OANT_RS03565,SMc00087,65.306,294,102,0,5,298,6,299,8.05e-146,409
OANT_RS03575,SM_b20873,61.039,154,60,0,6,159,5,158,2.60e-66,197
OANT_RS03580,SM_b21285,61.538,117,43,2,2,118,9,123,6.23e-46,142
OANT_RS03590,SM_b21232,38.034,468,247,15,142,583,167,617,5.10e-75,251
OANT_RS03600,SMc00125,100.000,25,0,0,1,25,1,25,5.32e-13,52.4
OANT_RS03635,SMa1070,25.311,241,158,6,118,344,155,387,6.65e-09,55.5
OANT_RS03640,SMa1070,43.909,394,215,5,7,396,3,394,1.18e-106,326
OANT_RS03645,SMa0776,55.833,240,105,1,1,240,1,239,1.15e-91,268
OANT_RS03650,SMc03281,38.220,191,117,1,17,206,46,236,3.54e-43,143
OANT_RS03655,SMa1623,63.115,122,39,2,1,119,6,124,7.08e-44,137
OANT_RS03660,SMa1613,88.235,102,12,0,14,115,4,105,1.64e-64,188
OANT_RS03665,SMa2171,83.333,540,90,0,1,540,6,545,0.0,902
OANT_RS03670,SMa1608,67.347,98,32,0,1,98,1,98,6.65e-48,145
OANT_RS03690,SMc01153,75.097,257,64,0,1,257,1,257,1.05e-140,393
OANT_RS03695,SMc01154,62.252,302,104,3,1,293,1,301,3.76e-129,367
OANT_RS03700,SMc04118,30.645,186,117,4,4,182,14,194,4.92e-28,101
OANT_RS03705,SMc04117,26.630,184,118,5,17,183,19,202,2.68e-18,76.6
OANT_RS03710,SMc04115,46.000,100,54,0,31,130,29,128,1.02e-29,102
OANT_RS03715,SMc04114,39.583,48,29,0,1,48,1,48,9.34e-09,43.9
OANT_RS03720,SMc04113,40.964,166,93,2,10,173,5,167,2.42e-31,109
OANT_RS03725,SMc04112,49.438,267,126,5,1,266,1,259,2.49e-79,238
OANT_RS03730,SMc04111,54.076,503,211,10,15,507,19,511,4.55e-176,503
OANT_RS03735,SMc04110,44.340,212,117,1,10,220,5,216,3.28e-61,189
OANT_RS03740,SMc04109,58.435,409,170,0,18,426,20,428,7.52e-175,493
OANT_RS03745,SMc02820,77.119,472,98,2,19,489,2,464,0.0,745
OANT_RS03750,SMc02821,55.806,310,136,1,28,337,28,336,1.07e-123,356
OANT_RS03755,SMc02822,63.950,319,114,1,7,324,6,324,3.50e-142,402
OANT_RS03760,SMc02824,58.167,251,100,2,15,262,17,265,7.75e-96,280
OANT_RS03765,SMc02825,58.705,448,183,1,6,453,13,458,0.0,520
OANT_RS03770,SMc02826,69.298,114,35,0,1,114,1,114,6.20e-45,139
OANT_RS03775,SMc02827,56.491,285,119,2,3,286,4,284,1.30e-109,316
OANT_RS03780,SMc04308,34.959,246,144,4,35,266,21,264,1.90e-46,154
OANT_RS03785,SMc02849,78.679,333,71,0,1,333,1,333,0.0,546
OANT_RS03790,SMc02848,62.329,146,54,1,45,189,77,222,6.61e-66,199
OANT_RS03800,SMc03157,67.901,243,78,0,17,259,16,258,2.57e-125,354
OANT_RS03805,SMc00329,66.176,136,43,1,10,145,7,139,2.81e-65,193
OANT_RS03810,SMc00328,77.515,169,38,0,1,169,1,169,3.10e-100,283
OANT_RS03815,SMc00327,75.245,408,98,2,1,407,1,406,0.0,631
OANT_RS03820,SMc00326,78.067,269,58,1,1,269,1,268,2.71e-159,441
OANT_RS03825,SMc00325,40.882,340,199,2,1,340,1,338,4.08e-71,222
OANT_RS03830,SMc00324,86.779,711,94,0,1,711,1,711,0.0,1253
OANT_RS03835,SMc00323,74.157,89,23,0,1,89,1,89,5.54e-45,137
OANT_RS03840,SMc00321,66.254,323,96,3,1,323,1,310,4.23e-149,419
OANT_RS03845,SMc00320,70.769,130,36,1,10,137,6,135,1.86e-61,183
OANT_RS03850,SMc02914,66.159,984,218,13,1,964,1,889,0.0,1171
OANT_RS03855,SMc02913,57.576,198,82,1,41,236,18,215,1.57e-72,218
OANT_RS03865,SMc02912,84.749,518,79,0,1,518,1,518,0.0,885
OANT_RS03870,SMc02911,62.286,175,65,1,12,185,5,179,2.14e-75,224
OANT_RS03875,SMc01108,62.009,229,87,0,4,232,22,250,4.44e-96,278
OANT_RS03880,SMc01109,81.055,417,71,1,3,419,2,410,0.0,684
OANT_RS03885,SMc01110,80.000,130,24,1,1,128,1,130,1.12e-70,206
OANT_RS03890,SMc01111,58.012,493,205,2,2,493,1,492,0.0,556
OANT_RS03895,SMc01112,61.755,319,113,2,36,346,40,357,2.72e-126,366
OANT_RS03900,SMc01113,57.407,162,63,1,4,159,2,163,2.79e-60,182
OANT_RS03905,SMc01114,74.769,325,82,0,3,327,23,347,1.42e-178,495
OANT_RS03910,SMc01115,73.034,445,120,0,18,462,22,466,0.0,691
OANT_RS03915,SMc01116,51.331,263,128,0,1,263,1,263,5.63e-94,276
OANT_RS03920,SMc01117,49.045,157,75,3,11,162,10,166,8.93e-36,120
OANT_RS03925,SMc01118,45.089,224,116,3,1,224,1,217,3.55e-47,153
OANT_RS03935,SMc00382,78.293,410,88,1,7,416,10,418,0.0,679
OANT_RS03940,SMc00083,57.407,54,23,0,18,71,21,74,9.92e-18,68.2
OANT_RS03960,SMc02140,82.063,223,40,0,5,227,3,225,7.74e-133,370
OANT_RS03965,SMc02141,69.620,237,70,1,1,235,1,237,1.28e-117,333
OANT_RS03970,SMc02142,79.121,273,55,1,1,273,1,271,6.29e-163,450
OANT_RS03975,SMc02143,74.941,423,106,0,16,438,18,440,0.0,630
OANT_RS03980,SMc02144,79.538,303,57,1,200,497,1,303,2.37e-161,457
OANT_RS03985,SMc02146,76.324,321,76,0,25,345,24,344,0.0,503
OANT_RS03990,SMc01969,62.532,387,145,0,3,389,1,387,2.64e-171,481
OANT_RS03995,SM_b20557,42.453,106,61,0,32,137,1,106,3.16e-14,62.0
OANT_RS04005,SMc00404,64.356,101,36,0,16,116,20,120,1.64e-41,131
OANT_RS04025,SMc00998,56.471,170,74,0,36,205,30,199,4.63e-70,209
OANT_RS04030,SMa0723,37.313,134,76,4,1,126,116,249,5.55e-21,83.2
OANT_RS04035,SMc00413,47.826,184,94,2,6,187,5,188,7.27e-53,165
OANT_RS04040,SMc01749,46.746,169,90,0,66,234,1,169,3.71e-50,159
OANT_RS04045,SMc00420,76.908,511,116,2,1,510,1,510,0.0,761
OANT_RS04050,SMc00419,74.516,310,79,0,3,312,5,314,0.0,500
OANT_RS04055,SMc00883,48.239,284,145,2,9,291,12,294,1.67e-92,273
OANT_RS04060,SMc00411,68.421,95,30,0,1,95,1,95,1.03e-46,142
OANT_RS04065,SMc00412,73.451,226,60,0,14,239,5,230,3.80e-116,329
OANT_RS04070,SMc01960,28.962,183,119,5,4,183,6,180,2.28e-20,81.6
OANT_RS04075,SMc00414,65.625,192,66,0,4,195,6,197,4.84e-93,268
OANT_RS04080,SMc02858,77.836,379,82,1,2,378,1,379,0.0,595
OANT_RS04085,SMc02857,84.219,640,97,2,1,636,1,640,0.0,1099
OANT_RS04090,SMc00375,63.077,325,118,2,1,324,1,324,1.87e-155,436
OANT_RS04100,SMc00370,65.306,294,102,0,1,294,1,294,3.53e-138,390
OANT_RS04105,SMa0563,52.439,328,153,1,1,325,1,328,1.18e-121,350
OANT_RS04110,SM_b20071,32.732,388,248,8,24,402,1,384,1.06e-50,173
OANT_RS04115,SM_b20455,40.513,195,113,2,1,193,1,194,1.12e-43,142
OANT_RS04120,SMc00366,72.367,807,219,1,1,803,1,807,0.0,1199
OANT_RS04125,SMc00365,78.862,369,69,1,1,369,1,360,0.0,610
OANT_RS04135,SMc00364,80.597,134,26,0,1,134,1,134,1.40e-73,213
OANT_RS04140,SMc00363,83.582,67,10,1,1,66,1,67,1.24e-35,112
OANT_RS04145,SMc01259,31.159,138,80,4,23,148,22,156,2.78e-09,51.6
OANT_RS04150,SMc00362,83.803,142,23,0,37,178,2,143,1.35e-84,243
OANT_RS04155,SMc00361,58.893,253,87,3,16,251,24,276,4.02e-105,303
OANT_RS04160,SMc02691,39.628,376,216,4,13,379,34,407,3.94e-72,228
OANT_RS04165,SMc02769,65.385,130,43,1,1,130,1,128,3.16e-55,167
OANT_RS04170,SMc02768,53.712,229,100,3,29,252,23,250,1.72e-83,247
OANT_RS04180,SMc02767,65.714,210,72,0,1,210,1,210,5.18e-89,259
OANT_RS04185,SMc02766,80.198,404,80,0,1,404,1,404,0.0,688
OANT_RS04195,SMc02765,69.549,266,81,0,1,266,1,266,6.56e-133,375
OANT_RS04200,SMc02764,69.930,286,86,0,1,286,1,286,1.85e-152,426
OANT_RS04205,SMc02763,67.882,439,140,1,4,441,8,446,0.0,573
OANT_RS04220,SMc02761,73.832,107,28,0,1,107,1,107,7.81e-57,169
OANT_RS04225,SMc02760,47.109,1176,587,14,11,1160,20,1186,0.0,939
OANT_RS04230,SMc02759,45.005,1051,556,7,9,1041,3,1049,0.0,825
OANT_RS04235,SMc02758,49.550,222,110,1,10,229,5,226,5.90e-71,215
OANT_RS04240,SMc02757,52.684,503,235,3,6,507,2,502,8.89e-171,489
OANT_RS04245,SMc02756,52.157,788,373,2,72,858,42,826,0.0,833
OANT_RS04250,SMc02755,87.124,466,60,0,1,466,1,466,0.0,843
OANT_RS04255,SMc00483,25.328,229,157,8,16,234,8,232,2.03e-13,66.2
OANT_RS04260,SMc02754,65.957,94,32,0,10,103,2,95,5.79e-42,130
OANT_RS04265,SMc02753,76.692,133,31,0,1,133,1,133,2.23e-70,205
OANT_RS04270,SMc02752,38.710,124,75,1,9,131,7,130,1.88e-18,74.7
OANT_RS04275,SMc04446,62.857,595,205,5,12,605,14,593,0.0,716
OANT_RS04280,SMc02560,87.342,237,24,1,8,238,2,238,1.67e-147,409
OANT_RS04285,SMc02562,75.373,536,132,0,1,536,1,536,0.0,858
OANT_RS04290,SMc02563,61.429,140,51,2,8,145,6,144,2.08e-41,132
OANT_RS04295,SMa1166,36.975,119,70,3,7,125,48,161,7.99e-09,53.1
OANT_RS04300,SMc02567,76.899,316,73,0,7,322,16,331,0.0,517
OANT_RS04305,SMc02568,68.269,104,33,0,1,104,1,104,3.25e-45,139
OANT_RS04310,SMc02569,91.860,258,21,0,1,258,1,258,6.06e-168,462
OANT_RS04315,SMc02570,87.603,242,30,0,1,242,1,242,8.69e-157,432
OANT_RS04320,SMc02572,74.537,216,55,0,1,216,1,216,4.61e-117,330
OANT_RS04325,SMc02573,30.986,142,81,1,1,142,1,125,9.33e-12,57.8
OANT_RS04330,SMc02574,72.959,196,53,0,5,200,6,201,3.20e-108,306
