S_meliloti|Q.,Abortus2308|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
SM_b20626,BAB_RS33310,27.559,127,90,1,187,313,4,128,1.06e-08,50.1
SM_b20630,BAB_RS29760,52.958,355,141,7,9,361,3,333,1.74e-118,343
SM_b20632,BAB_RS28695,36.187,257,159,2,31,287,24,275,1.60e-49,162
SM_b20633,BAB_RS31785,31.525,295,191,6,12,304,22,307,8.95e-37,130
SM_b20634,BAB_RS28705,28.818,347,222,12,5,339,10,343,1.47e-27,109
SM_b20648,BAB_RS27205,27.273,187,117,5,46,227,23,195,2.91e-09,53.9
SM_b20649,BAB_RS20875,25.926,297,152,7,22,302,273,517,2.74e-11,60.8
SM_b20650,BAB_RS17460,28.876,516,320,10,25,505,74,577,7.70e-57,196
SM_b20652,BAB_RS18175,30.968,155,96,4,19,162,65,219,2.66e-10,59.3
SM_b20656,BAB_RS27205,22.267,247,167,8,28,267,14,242,1.51e-08,51.2
SM_b20658,BAB_RS17045,33.333,285,177,6,23,298,10,290,5.93e-44,148
SM_b20659,BAB_RS30570,32.082,293,177,6,24,298,28,316,7.20e-40,141
SM_b20660,BAB_RS28705,22.340,282,200,9,67,339,53,324,1.36e-10,59.3
SM_b20661,BAB_RS17050,52.617,363,162,2,1,354,1,362,8.50e-134,383
SM_b20662,BAB_RS23775,32.955,176,112,3,11,186,17,186,1.09e-24,95.9
SM_b20663,BAB_RS27035,38.679,318,187,3,2,318,3,313,2.73e-69,216
SM_b20664,BAB_RS30185,26.943,193,137,2,26,216,25,215,2.75e-12,60.8
SM_b20666,BAB_RS27030,48.341,211,107,2,1,210,1,210,9.75e-64,194
SM_b20667,BAB_RS25695,28.296,311,215,5,10,316,5,311,1.83e-25,101
SM_b20668,BAB_RS22310,31.818,286,184,3,5,283,4,285,1.55e-31,116
SM_b20669,BAB_RS27045,50.195,257,127,1,1,256,1,257,4.73e-91,266
SM_b20670,BAB_RS27050,44.125,417,227,4,5,420,3,414,6.07e-103,309
SM_b20671,BAB_RS23780,30.182,275,176,8,16,284,8,272,3.23e-21,89.0
SM_b20672,BAB_RS23785,40.000,220,121,2,182,399,121,331,5.67e-36,132
SM_b20673,BAB_RS27800,45.924,503,264,6,16,513,21,520,2.40e-136,402
SM_b20674,BAB_RS25695,34.954,329,210,3,1,327,8,334,1.77e-54,179
SM_b20676,BAB_RS16410,31.373,102,70,0,202,303,31,132,1.08e-18,77.4
SM_b20677,BAB_RS18450,49.686,159,79,1,4,161,6,164,1.54e-53,164
SM_b20678,BAB_RS17765,69.718,426,124,2,1,421,1,426,0.0,570
SM_b20679,BAB_RS22310,32.770,296,181,4,1,285,1,289,2.17e-32,118
SM_b20680,BAB_RS27045,45.833,264,140,2,1,264,1,261,1.18e-84,251
SM_b20681,BAB_RS22645,32.578,574,348,13,3,564,23,569,2.22e-95,301
SM_b20682,BAB_RS29200,26.829,205,142,4,42,243,28,227,3.54e-20,84.0
SM_b20683,BAB_RS30110,40.996,261,151,3,1,258,1,261,3.68e-51,167
SM_b20684,BAB_RS17720,75.000,272,68,0,1,272,1,272,1.89e-159,441
SM_b20689,BAB_RS20185,45.946,259,135,2,1,255,1,258,5.01e-78,233
SM_b20692,BAB_RS24440,38.023,263,148,4,18,266,1,262,2.63e-46,152
SM_b20694,BAB_RS23800,58.333,48,20,0,7,54,481,528,2.82e-13,58.5
SM_b20698,BAB_RS32575,23.742,497,345,13,23,510,21,492,9.54e-26,107
SM_b20699,BAB_RS29970,37.463,339,205,4,28,360,5,342,1.83e-66,211
SM_b20702,BAB_RS26150,34.286,105,67,2,16,119,124,227,1.04e-09,55.5
SM_b20705,BAB_RS29420,32.890,301,186,7,16,302,11,309,5.54e-35,125
SM_b20706,BAB_RS29240,46.538,260,124,5,4,255,1,253,1.95e-79,236
SM_b20708,BAB_RS16790,38.272,162,99,1,6,167,8,168,5.97e-33,113
SM_b20710,BAB_RS22310,32.867,286,178,9,4,280,2,282,4.55e-23,93.2
SM_b20712,BAB_RS23780,34.948,289,174,8,1,282,1,282,2.16e-44,150
SM_b20713,BAB_RS23790,45.621,491,266,1,21,511,2,491,1.13e-145,424
SM_b20714,BAB_RS23785,41.463,328,178,4,15,337,15,333,9.16e-72,223
SM_b20715,BAB_RS28630,29.391,279,193,2,11,287,2,278,4.06e-28,107
SM_b20716,BAB_RS20810,23.451,226,162,5,75,297,82,299,9.81e-09,52.0
SM_b20717,BAB_RS25695,32.931,331,220,1,8,336,7,337,5.37e-43,149
SM_b20718,BAB_RS18620,48.207,502,253,4,12,508,12,511,3.09e-156,451
SM_b20719,BAB_RS18625,80.062,321,64,0,15,335,13,333,3.76e-173,481
SM_b20720,BAB_RS18630,78.438,320,65,1,1,316,1,320,0.0,520
SM_b20721,BAB_RS27425,31.042,451,277,13,13,454,6,431,1.49e-33,128
SM_b20722,BAB_RS18935,38.889,216,130,1,1,216,1,214,6.48e-45,146
SM_b20728,BAB_RS25550,42.553,47,27,0,1,47,176,222,7.25e-09,46.6
SM_b20729,BAB_RS25550,42.478,113,59,3,17,124,15,126,2.16e-20,80.5
SM_b20745,BAB_RS20825,26.048,334,193,16,43,330,51,376,1.00e-08,52.8
SM_b20747,BAB_RS27635,29.018,224,134,6,6,217,9,219,1.54e-13,63.9
SM_b20749,BAB_RS28390,59.259,486,196,2,2,485,7,492,0.0,579
SM_b20750,BAB_RS18225,36.290,248,149,6,1,245,1,242,1.96e-35,123
SM_b20751,BAB_RS22310,65.646,294,101,0,1,294,1,294,1.61e-129,367
SM_b20752,BAB_RS19655,38.372,344,198,7,9,348,10,343,3.12e-69,217
SM_b20753,BAB_RS22305,67.905,377,121,0,3,379,9,385,0.0,528
SM_b20754,BAB_RS21700,68.017,469,150,0,20,488,1,469,0.0,684
SM_b20755,BAB_RS21705,89.804,510,52,0,1,510,1,510,0.0,963
SM_b20756,BAB_RS21710,76.162,667,159,0,4,670,1,667,0.0,1039
SM_b20757,BAB_RS21715,81.461,712,132,0,1,712,1,712,0.0,1216
SM_b20758,BAB_RS21310,48.117,239,124,0,6,244,8,246,1.46e-68,208
SM_b20763,BAB_RS29695,38.430,242,130,7,21,256,299,527,3.07e-40,142
SM_b20764,BAB_RS25275,34.158,202,125,5,23,223,23,217,1.56e-28,105
SM_b20765,BAB_RS22765,49.239,197,100,0,8,204,32,228,6.26e-58,179
SM_b20767,BAB_RS23755,42.308,286,164,1,43,327,14,299,1.15e-67,218
SM_b20772,BAB_RS19290,32.362,343,204,10,14,340,7,337,2.42e-39,139
SM_b20773,BAB_RS30940,32.258,186,126,0,20,205,9,194,7.79e-23,89.4
SM_b20784,BAB_RS29135,75.630,238,58,0,1,238,1,238,1.79e-128,360
SM_b20785,BAB_RS29140,75.502,249,61,0,1,249,1,249,2.78e-124,350
SM_b20786,BAB_RS29145,69.231,273,82,2,4,276,1,271,1.23e-115,334
SM_b20787,BAB_RS29150,83.916,286,46,0,1,286,1,286,4.44e-172,474
SM_b20809,BAB_RS26705,52.698,315,146,2,15,329,22,333,7.78e-116,335
SM_b20813,BAB_RS31100,57.436,585,249,0,6,590,6,590,0.0,694
SM_b20817,BAB_RS18655,30.347,346,227,6,4,343,2,339,3.36e-39,138
SM_b20820,BAB_RS28785,39.903,411,229,12,5,408,6,405,3.34e-75,236
SM_b20821,BAB_RS17650,33.333,150,93,1,100,249,128,270,3.86e-21,86.7
SM_b20825,BAB_RS22765,47.857,140,58,2,70,209,79,203,9.28e-32,113
SM_b20828,BAB_RS20755,54.878,82,37,0,1,82,48,129,7.68e-27,95.5
SM_b20830,BAB_RS26705,49.701,334,162,3,4,337,6,333,3.00e-116,336
SM_b20832,BAB_RS18515,34.010,197,124,3,25,216,53,248,2.51e-34,119
SM_b20846,BAB_RS17740,65.541,711,222,5,10,716,12,703,0.0,921
SM_b20847,BAB_RS27945,32.180,289,175,6,12,289,14,292,9.42e-34,122
SM_b20848,BAB_RS17755,71.358,405,114,2,1,404,1,404,0.0,612
SM_b20849,BAB_RS17760,64.828,435,151,1,1,435,1,433,0.0,573
SM_b20850,BAB_RS27880,83.511,376,62,0,1,376,1,376,0.0,653
SM_b20851,BAB_RS23760,30.822,292,199,2,28,318,36,325,1.94e-31,118
SM_b20852,BAB_RS30725,28.101,516,320,13,5,476,6,514,1.85e-44,160
SM_b20853,BAB_RS16870,28.727,275,179,7,1,261,5,276,3.84e-22,92.0
SM_b20854,BAB_RS23785,43.807,331,171,5,3,323,2,327,2.48e-74,229
SM_b20855,BAB_RS27800,42.400,500,268,8,5,487,23,519,6.72e-131,387
SM_b20856,BAB_RS31635,30.000,290,176,11,40,317,53,327,1.00e-19,85.1
SM_b20858,BAB_RS27880,83.077,130,22,0,30,159,247,376,1.88e-69,211
SM_b20859,BAB_RS33310,33.962,106,70,0,209,314,25,130,1.13e-13,63.9
SM_b20860,BAB_RS29180,27.197,239,154,7,40,275,39,260,1.52e-10,57.0
SM_b20861,BAB_RS29940,29.747,316,189,10,3,299,9,310,2.71e-19,85.5
SM_b20863,BAB_RS22345,22.798,193,142,3,117,303,613,804,2.18e-11,61.6
SM_b20868,BAB_RS26560,34.008,247,151,3,985,1223,108,350,9.75e-38,142
SM_b20869,BAB_RS26565,44.221,199,109,2,23,221,8,204,3.58e-50,159
SM_b20870,BAB_RS27185,31.313,297,184,8,4,289,1,288,9.26e-35,124
SM_b20871,BAB_RS28570,34.263,251,160,4,1,248,1,249,1.57e-40,137
SM_b20872,BAB_RS18455,53.846,117,53,1,14,129,2,118,2.24e-41,130
SM_b20873,BAB_RS18450,59.477,153,62,0,5,157,6,158,3.42e-65,194
SM_b20874,BAB_RS17725,60.494,162,63,1,2,162,310,471,1.51e-60,191
SM_b20875,BAB_RS17725,83.721,301,47,1,5,305,2,300,0.0,519
SM_b20876,BAB_RS20120,46.531,245,126,2,1,243,1,242,6.24e-68,207
SM_b20880,BAB_RS21055,45.794,428,228,3,4,430,89,513,3.66e-121,362
SM_b20890,BAB_RS27775,50.000,540,253,5,10,534,11,548,8.84e-170,492
SM_b20891,BAB_RS16905,85.954,477,67,0,1,477,1,477,0.0,837
SM_b20892,BAB_RS27765,60.486,329,128,1,3,331,4,330,1.05e-138,393
SM_b20893,BAB_RS27805,59.850,401,156,1,1,401,1,396,5.58e-168,473
SM_b20894,BAB_RS27800,69.133,473,146,0,33,505,56,528,0.0,671
SM_b20895,BAB_RS31635,32.647,340,198,10,19,353,23,336,8.81e-44,151
SM_b20896,BAB_RS29185,27.076,277,197,2,1,277,6,277,2.89e-25,99.4
SM_b20899,BAB_RS28865,73.939,330,86,0,1,330,1,330,2.60e-171,476
SM_b20900,BAB_RS16950,34.754,305,176,5,241,528,218,516,1.97e-41,157
SM_b20901,BAB_RS31820,27.863,262,165,7,17,265,7,257,3.28e-11,60.8
SM_b20902,BAB_RS31635,44.951,307,163,4,27,332,34,335,8.46e-77,236
SM_b20903,BAB_RS27805,35.417,432,231,9,26,451,7,396,5.85e-64,208
SM_b20904,BAB_RS30740,45.320,203,109,2,7,209,14,214,4.26e-62,193
SM_b20915,BAB_RS31800,25.231,432,267,18,75,483,15,413,2.73e-10,58.9
SM_b20918,BAB_RS29600,42.857,56,32,0,7,62,38,93,1.51e-09,49.7
SM_b20928,BAB_RS24690,24.561,285,185,7,128,393,98,371,2.01e-13,68.2
SM_b20929,BAB_RS28155,39.701,335,182,5,11,330,17,346,1.43e-57,186
SM_b20930,BAB_RS30740,51.707,205,93,3,3,206,15,214,2.88e-65,201
SM_b20933,BAB_RS29430,29.600,375,230,7,555,907,116,478,4.07e-47,172
SM_b20934,BAB_RS16400,35.000,120,71,2,1,116,1,117,1.78e-13,60.8
SM_b20937,BAB_RS23110,52.613,574,268,2,19,591,45,615,0.0,629
SM_b20938,BAB_RS25340,74.370,238,61,0,8,245,15,252,1.07e-127,358
SM_b20939,BAB_RS25335,79.661,118,24,0,2,119,1,118,2.14e-69,201
SM_b20940,BAB_RS25330,83.700,227,37,0,1,227,1,227,4.87e-138,384
SM_b20941,BAB_RS32065,62.706,606,208,6,1,599,1,595,0.0,702
SM_b20942,BAB_RS29660,52.698,315,148,1,4,317,4,318,1.84e-114,331
SM_b20944,BAB_RS26855,26.609,233,138,9,122,341,158,370,7.88e-10,57.0
SM_b20945,BAB_RS30150,25.191,393,266,9,32,414,29,403,1.76e-26,107
SM_b20946,BAB_RS19755,34.500,200,106,6,27,215,316,501,6.47e-29,109
SM_b20951,BAB_RS20175,35.537,121,70,4,50,170,18,130,1.59e-17,72.4
SM_b20958,BAB_RS20495,27.957,279,155,10,1,249,1,263,6.89e-19,82.0
SM_b20960,BAB_RS26695,65.233,279,97,0,1,279,1,279,5.91e-143,401
SM_b20961,BAB_RS30155,23.558,624,398,14,33,637,18,581,5.72e-30,123
SM_b20962,BAB_RS16945,60.456,263,103,1,4,265,22,284,1.07e-92,272
SM_b20964,BAB_RS28880,26.012,173,104,5,2,167,10,165,6.37e-12,58.9
SM_b20965,BAB_RS27600,29.412,289,160,10,43,303,106,378,2.68e-20,87.4
SM_b20967,BAB_RS27570,30.838,334,219,3,2,332,3,327,1.74e-36,131
SM_b20969,BAB_RS28695,34.444,270,173,3,2,269,8,275,2.46e-41,140
SM_b20970,BAB_RS31785,36.017,236,148,3,65,298,68,302,1.53e-41,143
SM_b20971,BAB_RS28705,27.954,347,223,14,10,340,9,344,8.03e-23,96.3
SM_b20972,BAB_RS29105,49.185,368,155,7,1,358,1,346,2.55e-115,337
SM_b20973,BAB_RS27730,43.905,1009,539,11,16,1003,17,1019,0.0,767
SM_b20974,BAB_RS16470,32.338,201,110,8,1,184,29,220,8.48e-20,82.0
SM_b20975,BAB_RS25255,34.270,178,105,3,369,544,47,214,1.18e-24,99.4
SM_b20976,BAB_RS29010,34.818,247,141,10,11,246,15,252,1.09e-30,111
SM_b20977,BAB_RS27570,32.059,340,213,6,13,346,7,334,5.72e-37,133
SM_b20979,BAB_RS17710,26.667,405,256,14,22,402,26,413,1.24e-19,87.8
SM_b20984,BAB_RS28785,29.032,279,192,3,7,282,3,278,3.41e-26,108
SM_b20986,BAB_RS19405,24.783,690,430,24,7,653,15,658,2.90e-30,124
SM_b20987,BAB_RS16760,37.901,343,191,7,4,335,12,343,5.39e-48,165
SM_b20989,BAB_RS26715,39.506,162,97,1,39,199,37,198,5.55e-38,132
SM_b20991,BAB_RS29860,30.396,454,297,6,13,464,3,439,2.21e-57,193
SM_b20992,BAB_RS29860,26.998,463,275,15,24,454,6,437,3.99e-37,138
SM_b20993,BAB_RS30100,25.068,367,247,11,19,373,5,355,9.20e-14,68.6
SM_b20994,BAB_RS31475,59.091,132,53,1,27,158,1,131,3.27e-53,163
SM_b20995,BAB_RS17870,71.843,483,129,2,1,476,1,483,0.0,711
SM_b20996,BAB_RS17865,54.587,218,99,0,5,222,3,220,1.51e-74,222
SM_b20998,BAB_RS17860,53.628,317,139,3,7,323,13,321,3.80e-122,351
SM_b20999,BAB_RS17855,68.357,414,131,0,1,414,1,414,0.0,607
SM_b21000,BAB_RS17850,48.266,346,175,1,1,346,25,366,4.78e-93,281
SM_b21002,BAB_RS22145,33.469,245,162,1,3,247,20,263,1.10e-43,145
SM_b21003,BAB_RS21245,25.575,348,208,13,11,334,7,327,1.86e-12,63.9
SM_b21008,BAB_RS30050,38.667,75,45,1,11,85,21,94,3.58e-11,52.4
SM_b21009,BAB_RS30125,71.132,433,125,0,62,494,2,434,0.0,650
SM_b21010,BAB_RS24440,59.375,256,104,0,3,258,8,263,2.61e-110,315
SM_b21011,BAB_RS17735,60.976,492,183,4,4,492,5,490,0.0,580
SM_b21017,BAB_RS28155,34.483,319,186,5,9,310,28,340,3.14e-48,162
SM_b21018,BAB_RS28155,36.949,295,167,5,28,304,46,339,2.42e-43,149
SM_b21019,BAB_RS18620,37.882,491,284,6,7,484,7,489,1.46e-94,293
SM_b21021,BAB_RS23760,33.333,300,191,5,23,314,35,333,1.10e-41,145
SM_b21022,BAB_RS18650,23.490,447,298,12,7,440,3,418,1.47e-17,81.6
SM_b21037,BAB_RS31260,28.704,432,264,15,7,418,16,423,3.11e-37,141
SM_b21038,BAB_RS23540,39.672,305,166,5,33,322,32,333,6.68e-66,207
SM_b21039,BAB_RS31305,40.359,223,131,2,65,287,71,291,2.13e-45,152
SM_b21040,BAB_RS29695,39.643,560,293,13,1,550,1,525,7.83e-120,361
SM_b21051,BAB_RS29650,26.977,430,282,14,22,434,1,415,2.16e-25,104
SM_b21052,BAB_RS29665,31.003,329,196,12,4,319,18,328,1.43e-37,133
SM_b21053,BAB_RS18565,25.806,279,160,11,140,411,123,361,3.45e-15,73.2
SM_b21060,BAB_RS29660,27.737,274,166,8,2,253,5,268,1.62e-12,63.9
SM_b21070,BAB_RS30155,23.984,246,156,6,27,271,15,230,5.73e-11,62.0
SM_b21071,BAB_RS19755,35.577,208,109,7,19,215,318,511,4.56e-33,120
SM_b21073,BAB_RS30150,27.930,401,269,6,29,426,27,410,8.93e-39,142
SM_b21076,BAB_RS18565,44.776,67,36,1,250,315,253,319,4.94e-12,63.2
SM_b21078,BAB_RS18565,25.562,356,230,9,55,390,15,355,2.95e-19,85.1
SM_b21079,BAB_RS30165,39.749,239,142,1,1,237,1,239,1.09e-59,186
SM_b21080,BAB_RS30160,53.211,218,101,1,47,264,37,253,8.66e-79,236
SM_b21081,BAB_RS24060,30.303,363,212,12,61,402,33,375,4.88e-23,98.2
SM_b21082,BAB_RS30395,38.630,365,196,5,9,358,7,358,2.47e-63,216
SM_b21084,BAB_RS29605,49.123,114,58,0,1,114,1,114,2.94e-32,106
SM_b21085,BAB_RS29610,35.490,510,304,7,41,542,18,510,1.61e-96,300
SM_b21089,BAB_RS31225,41.791,268,150,4,3,270,47,308,6.78e-62,201
SM_b21091,BAB_RS29915,73.664,262,61,2,83,336,34,295,1.97e-145,409
SM_b21093,BAB_RS27945,29.293,297,205,4,1,294,1,295,8.93e-31,114
SM_b21094,BAB_RS25375,42.702,459,262,1,5,462,8,466,1.09e-127,376
SM_b21095,BAB_RS29005,36.652,221,127,2,69,289,18,225,9.36e-34,119
SM_b21096,BAB_RS25260,52.778,252,118,1,6,256,5,256,5.70e-85,251
SM_b21097,BAB_RS25245,25.843,267,185,6,4,262,2,263,4.23e-16,73.2
SM_b21100,BAB_RS17725,24.242,297,181,11,15,282,13,294,2.13e-09,54.3
SM_b21101,BAB_RS17025,61.348,282,104,2,1,277,1,282,2.73e-128,362
SM_b21102,BAB_RS17030,85.490,255,37,0,4,258,7,261,1.60e-162,447
SM_b21103,BAB_RS17035,78.588,439,94,0,1,439,1,439,0.0,711
SM_b21104,BAB_RS17040,81.979,283,51,0,16,298,15,297,1.68e-161,448
SM_b21105,BAB_RS17045,87.063,286,37,0,3,288,6,291,0.0,518
SM_b21106,BAB_RS17050,74.105,363,92,1,1,363,1,361,0.0,570
SM_b21107,BAB_RS17055,85.405,370,54,0,1,370,1,370,0.0,652
SM_b21108,BAB_RS17060,87.037,108,14,0,2,109,7,114,5.87e-71,204
SM_b21109,BAB_RS17065,77.591,357,80,0,1,357,1,357,0.0,582
SM_b21110,BAB_RS23330,30.714,140,93,2,8,144,10,148,1.77e-09,50.4
SM_b21111,BAB_RS17075,79.918,244,49,0,1,244,1,244,7.28e-146,404
SM_b21112,BAB_RS17080,83.986,281,45,0,1,281,1,281,0.0,499
SM_b21113,BAB_RS17085,85.647,425,61,0,1,425,1,425,0.0,762
SM_b21117,BAB_RS26215,59.701,134,53,1,2,134,4,137,1.29e-48,150
SM_b21121,BAB_RS16025,84.711,242,37,0,146,387,3,244,1.00e-146,412
SM_b21122,BAB_RS16020,76.636,535,125,0,1,535,1,535,0.0,864
SM_b21124,BAB_RS16015,61.457,659,248,3,1,659,19,671,0.0,746
SM_b21125,BAB_RS16010,62.989,281,104,0,7,287,3,283,2.15e-124,353
SM_b21126,BAB_RS16005,59.302,258,105,0,3,260,4,261,4.58e-107,307
SM_b21129,BAB_RS17990,42.056,428,233,9,26,439,44,470,4.60e-91,280
SM_b21130,BAB_RS16440,73.973,365,88,2,1,365,1,358,0.0,544
SM_b21131,BAB_RS16435,75.347,288,67,1,3,290,1,284,5.27e-137,385
SM_b21132,BAB_RS16430,70.486,288,85,0,1,288,1,288,8.31e-143,400
SM_b21133,BAB_RS16425,68.622,341,100,2,3,341,7,342,1.47e-170,474
SM_b21134,BAB_RS28730,48.013,302,154,2,50,351,1,299,1.60e-95,283
SM_b21135,BAB_RS27735,30.189,265,166,9,6,259,4,260,2.68e-20,85.9
SM_b21136,BAB_RS25255,34.742,213,135,2,12,222,2,212,3.98e-35,122
SM_b21137,BAB_RS25255,32.000,200,133,1,2,201,4,200,5.91e-33,115
SM_b21138,BAB_RS19595,50.204,245,112,1,5,249,30,264,2.77e-82,244
SM_b21139,BAB_RS28690,49.107,112,56,1,14,124,8,119,2.17e-32,107
SM_b21140,BAB_RS27495,58.943,246,101,0,26,271,11,256,7.38e-107,308
SM_b21143,BAB_RS25085,32.321,461,284,9,21,463,3,453,2.74e-62,206
SM_b21144,BAB_RS16980,82.201,309,49,1,3,305,1,309,5.77e-178,490
SM_b21145,BAB_RS16975,61.671,407,135,7,6,399,5,403,3.77e-134,387
SM_b21146,BAB_RS16970,65.806,310,106,0,1,310,1,310,3.22e-151,423
SM_b21147,BAB_RS16965,69.907,216,65,0,27,242,28,243,2.01e-104,299
SM_b21148,BAB_RS25690,27.083,192,124,7,44,232,45,223,1.43e-08,52.4
SM_b21149,BAB_RS28700,33.094,278,184,2,12,287,8,285,1.03e-49,163
SM_b21150,BAB_RS28695,37.402,254,154,4,32,284,26,275,9.48e-51,165
SM_b21151,BAB_RS28705,27.735,393,259,14,12,394,17,394,3.37e-33,125
SM_b21152,BAB_RS29760,51.676,358,147,2,1,358,1,332,7.75e-120,347
SM_b21153,BAB_RS24740,31.325,166,110,2,4,166,13,177,9.37e-15,65.1
SM_b21155,BAB_RS28685,56.033,489,202,4,8,490,1,482,0.0,549
SM_b21156,BAB_RS33260,55.738,61,26,1,32,92,6,65,1.04e-16,70.5
SM_b21157,BAB_RS28690,45.217,115,62,1,14,127,8,122,4.12e-29,99.4
SM_b21158,BAB_RS28720,37.500,288,178,1,2,287,6,293,3.34e-54,174
SM_b21159,BAB_RS28710,43.781,201,105,4,59,256,58,253,1.87e-41,139
SM_b21161,BAB_RS28685,28.665,457,288,11,1,429,1,447,1.13e-43,157
SM_b21163,BAB_RS27820,86.331,556,76,0,1,556,1,556,0.0,993
SM_b21164,BAB_RS27825,76.226,265,63,0,1,265,1,265,4.70e-152,422
SM_b21165,BAB_RS27830,80.000,510,102,0,1,510,1,510,0.0,807
SM_b21166,BAB_RS27835,65.750,400,136,1,68,467,6,404,2.19e-178,502
SM_b21170,BAB_RS21305,42.697,178,102,0,4,181,3,180,3.92e-41,134
SM_b21171,BAB_RS20125,57.143,378,162,0,1,378,1,378,2.83e-159,449
SM_b21177,BAB_RS27675,39.035,228,129,3,1,227,13,231,5.57e-48,160
SM_b21179,BAB_RS16995,25.714,385,219,12,20,367,33,387,7.07e-11,59.7
SM_b21180,BAB_RS30110,26.506,249,171,4,18,259,6,249,1.73e-14,69.3
SM_b21181,BAB_RS21235,81.888,392,71,0,4,395,3,394,0.0,677
SM_b21182,BAB_RS27405,53.179,346,156,3,5,344,4,349,2.99e-129,375
SM_b21184,BAB_RS30300,44.643,392,210,3,2,390,3,390,2.57e-103,308
SM_b21185,BAB_RS23845,61.184,456,174,2,32,487,26,478,0.0,572
SM_b21186,BAB_RS17510,36.409,401,215,12,25,417,22,390,2.36e-69,221
SM_b21191,BAB_RS31100,31.325,498,325,7,82,569,74,564,1.42e-60,208
SM_b21192,BAB_RS28105,65.116,344,120,0,1,344,1,344,5.47e-172,479
SM_b21196,BAB_RS29680,48.295,528,262,7,8,530,2,523,1.64e-176,504
SM_b21197,BAB_RS29685,59.609,307,124,0,1,307,1,307,7.43e-130,369
SM_b21198,BAB_RS29690,55.937,379,162,4,1,376,1,377,1.48e-138,396
SM_b21199,BAB_RS29695,69.070,527,161,2,6,532,4,528,0.0,734
SM_b21200,BAB_RS21380,35.477,482,254,9,6,439,10,482,1.44e-79,251
SM_b21201,BAB_RS26560,31.707,246,160,5,361,600,111,354,1.58e-30,119
SM_b21203,BAB_RS27540,28.205,195,132,5,11,200,89,280,1.04e-17,75.9
SM_b21204,BAB_RS30005,30.871,379,248,6,2,370,5,379,1.76e-45,157
SM_b21205,BAB_RS30005,28.571,371,257,4,19,383,10,378,6.09e-38,137
SM_b21206,BAB_RS22480,37.895,570,276,10,14,574,15,515,5.26e-110,347
SM_b21207,BAB_RS22485,30.000,330,218,4,15,333,17,344,2.57e-24,98.2
SM_b21208,BAB_RS30025,29.353,201,133,3,23,221,17,210,5.23e-23,90.5
SM_b21209,BAB_RS27425,26.440,382,217,17,71,422,67,414,1.67e-16,77.8
SM_b21210,BAB_RS27430,41.818,220,124,1,1,220,1,216,7.22e-48,154
SM_b21211,BAB_RS32945,44.186,258,143,1,17,273,2,259,2.15e-60,206
SM_b21212,BAB_RS21720,40.164,122,62,4,1,120,1,113,7.21e-17,67.8
SM_b21214,BAB_RS20130,54.839,217,97,1,20,235,2,218,2.35e-81,240
SM_b21215,BAB_RS31295,26.225,408,263,14,42,419,13,412,3.42e-27,111
SM_b21216,BAB_RS28975,53.784,370,150,7,1,353,1,366,5.41e-127,366
SM_b21217,BAB_RS26385,32.203,118,76,2,194,308,192,308,2.89e-08,50.8
SM_b21219,BAB_RS17045,32.117,274,183,2,10,281,19,291,2.99e-43,146
SM_b21220,BAB_RS30570,35.764,288,167,4,10,282,28,312,1.63e-57,187
SM_b21221,BAB_RS17035,29.210,291,182,8,139,410,144,429,6.79e-29,114
SM_b21222,BAB_RS31820,27.863,262,171,6,25,275,7,261,1.94e-17,79.7
SM_b21223,BAB_RS16820,78.523,298,64,0,2,299,9,306,3.24e-171,473
SM_b21224,BAB_RS16825,64.169,614,220,0,16,629,18,631,0.0,832
SM_b21225,BAB_RS16830,52.918,257,121,0,2,258,14,270,2.92e-79,238
SM_b21228,BAB_RS19430,29.310,174,96,6,1,173,1,148,7.36e-10,55.5
SM_b21230,BAB_RS23165,29.775,178,115,5,187,356,174,349,1.14e-08,52.4
SM_b21232,BAB_RS18465,36.630,546,298,15,80,610,66,578,4.15e-83,272
SM_b21234,BAB_RS29600,42.857,56,32,0,7,62,38,93,1.51e-09,49.7
SM_b21235,BAB_RS31025,29.237,236,163,2,1,233,1,235,2.37e-26,102
SM_b21240,BAB_RS30155,23.560,191,135,4,35,225,17,196,9.53e-08,51.6
SM_b21242,BAB_RS23165,29.918,244,161,6,122,363,118,353,8.45e-13,65.5
SM_b21245,BAB_RS30150,26.478,389,247,13,43,413,38,405,5.11e-19,85.1
SM_b21246,BAB_RS19755,36.224,196,109,6,24,204,318,512,1.73e-27,105
SM_b21248,BAB_RS18525,38.168,262,150,3,29,290,31,280,3.11e-52,175
SM_b21250,BAB_RS23165,29.167,168,112,4,231,393,170,335,2.93e-12,63.9
SM_b21251,BAB_RS22345,27.972,143,94,4,505,639,618,759,1.92e-10,60.5
SM_b21256,BAB_RS29650,28.111,434,274,13,51,464,2,417,1.24e-30,120
SM_b21260,BAB_RS29695,43.816,566,269,9,6,567,5,525,4.51e-147,433
SM_b21261,BAB_RS29680,24.324,370,193,14,87,428,54,364,7.28e-12,64.3
SM_b21262,BAB_RS31300,29.787,329,210,6,1,325,1,312,7.38e-41,142
SM_b21263,BAB_RS30200,39.286,224,127,3,140,361,69,285,1.43e-45,154
SM_b21265,BAB_RS23165,25.234,214,141,6,203,408,146,348,1.13e-08,52.8
