Abortus2308|Q.,S_meliloti|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BAB_RS24485,SMc01951,78.477,302,63,1,1,302,1,300,1.19e-175,485
BAB_RS24490,SM_b20268,77.879,330,73,0,1,330,1,330,0.0,548
BAB_RS24495,SM_b20267,53.056,409,192,0,10,418,5,413,6.16e-152,434
BAB_RS24500,SMa0062,34.127,126,83,0,29,154,8,133,5.61e-16,72.0
BAB_RS24505,SMc00562,53.191,141,66,0,1,141,1,141,2.21e-49,153
BAB_RS24510,SMc02502,58.519,135,55,1,1,135,3,136,2.11e-54,165
BAB_RS24515,SMc02501,84.706,510,61,1,1,510,1,493,0.0,852
BAB_RS24520,SMc02500,79.592,294,58,2,1,292,1,294,2.27e-161,448
BAB_RS24525,SMc02499,92.717,508,37,0,1,508,1,508,0.0,954
BAB_RS24530,SMc02498,73.118,186,50,0,1,186,3,188,4.13e-94,269
BAB_RS24535,SMc02497,46.535,101,54,0,1,101,1,101,4.11e-08,46.6
BAB_RS24540,SMc02496,71.946,745,197,4,1,744,1,734,0.0,1055
BAB_RS24545,SMc02495,85.714,217,31,0,1,217,1,217,1.03e-140,389
BAB_RS24550,SMc02803,40.217,184,91,7,1,180,1,169,5.74e-26,96.3
BAB_RS24555,SMc02804,73.583,882,220,4,1,876,1,875,0.0,1348
BAB_RS24560,SMc02812,68.807,218,68,0,3,220,2,219,4.09e-107,305
BAB_RS24570,SMc00137,56.627,83,36,0,13,95,6,88,1.10e-36,117
BAB_RS24575,SMc04093,84.462,650,99,1,1,650,1,648,0.0,1146
BAB_RS24580,SMc04092,72.549,51,14,0,22,72,34,84,4.46e-16,63.5
BAB_RS24585,SMc04091,68.308,325,97,2,1,325,1,319,4.41e-150,422
BAB_RS24590,SMc04090,56.652,466,194,4,2,464,7,467,3.95e-175,497
BAB_RS24595,SMc04089,47.059,561,292,2,14,573,3,559,6.72e-167,484
BAB_RS24600,SMc04088,72.862,538,144,1,1,538,1,536,0.0,763
BAB_RS24605,SMc04087,61.979,384,145,1,19,401,8,391,4.75e-169,479
BAB_RS24610,SMc04085,52.528,1582,715,12,34,1600,31,1591,0.0,1576
BAB_RS24625,SMc00853,40.373,161,86,3,15,175,2,152,2.46e-32,113
BAB_RS24630,SMc03859,79.612,103,20,1,1,102,1,103,3.57e-60,179
BAB_RS24635,SMc03858,75.000,96,24,0,8,103,6,101,2.93e-47,144
BAB_RS24640,SMc03857,82.158,482,84,1,1,482,1,480,0.0,694
BAB_RS24645,SMc04411,70.722,263,74,2,13,274,12,272,6.81e-138,387
BAB_RS24650,SMc04083,70.616,211,61,1,4,214,18,227,5.02e-117,330
BAB_RS24655,SMc04084,62.799,293,102,2,2,294,4,289,1.94e-119,342
BAB_RS24665,SMc00781,71.285,498,143,0,1,498,1,498,0.0,739
BAB_RS24670,SMc00780,63.356,292,107,0,1,292,1,292,1.93e-138,390
BAB_RS24675,SMa1162,31.980,197,118,6,8,200,16,200,4.95e-12,60.5
BAB_RS24680,SMc02320,59.524,84,34,0,1,84,1,84,1.05e-28,96.3
BAB_RS24685,SMc03785,73.006,163,44,0,15,177,4,166,1.62e-90,259
BAB_RS24690,SMc03783,70.522,441,127,1,1,441,1,438,0.0,626
BAB_RS24695,SMc03782,48.418,411,205,1,46,449,50,460,3.50e-124,366
BAB_RS24705,SMc03781,60.947,169,57,1,1,169,1,160,4.35e-70,207
BAB_RS24710,SMc03780,67.021,94,31,0,15,108,59,152,1.97e-44,140
BAB_RS24715,SMc03778,70.466,193,57,0,24,216,1,193,5.30e-98,281
BAB_RS24720,SMc03777,72.300,426,118,0,1,426,1,426,0.0,623
BAB_RS24725,SMc03776,70.321,374,111,0,3,376,6,379,0.0,516
BAB_RS24730,SMc03775,78.528,326,70,0,1,326,41,366,1.73e-163,459
BAB_RS24735,SMc01708,35.443,158,89,4,103,257,1144,1291,2.72e-10,57.8
BAB_RS24740,SM_b21153,31.325,166,110,2,13,177,4,166,9.15e-17,71.6
BAB_RS24745,SMc03773,58.011,181,75,1,35,214,26,206,1.91e-81,239
BAB_RS24750,SMc03772,86.517,89,12,0,1,89,1,89,1.01e-51,154
BAB_RS24755,SMc03770,70.297,101,26,1,1,97,1,101,2.60e-46,144
BAB_RS24760,SMc03779,93.333,30,2,0,1,30,1,30,8.28e-16,59.7
BAB_RS24770,SMa1076,29.070,172,101,4,5,158,23,191,5.80e-09,53.9
BAB_RS24775,SMc00559,28.977,176,117,3,6,178,31,201,2.95e-09,53.1
BAB_RS24795,SMc03075,100.000,25,0,0,1,25,1,25,1.43e-11,48.5
BAB_RS24800,SMc03221,81.579,38,7,0,1,38,2,39,3.41e-14,56.2
BAB_RS24805,SMc03220,88.439,173,20,0,270,442,251,423,1.56e-77,270
BAB_RS24815,SMc03074,88.000,25,3,0,1,25,1,25,8.62e-10,44.3
BAB_RS24830,SMc02432,51.659,633,298,6,12,639,12,641,0.0,642
BAB_RS24835,SMc01575,49.170,482,195,11,10,477,9,454,1.02e-132,389
BAB_RS24840,SMc02433,80.533,863,166,1,1,861,1,863,0.0,1419
BAB_RS24845,SMc02434,57.037,135,39,2,27,142,31,165,2.89e-40,136
BAB_RS24850,SMc02435,49.110,281,143,0,9,289,5,285,1.08e-86,259
BAB_RS24855,SMc02436,75.775,355,86,0,4,358,4,358,0.0,555
BAB_RS24860,SMc02437,72.487,756,207,1,1,756,1,755,0.0,1123
BAB_RS24865,SMc02438,86.288,423,58,0,1,423,1,423,0.0,744
BAB_RS24870,SMc02440,68.016,247,79,0,1,247,1,247,1.06e-125,354
BAB_RS24880,SMc02441,47.887,142,73,1,1,141,1,142,1.58e-50,155
BAB_RS24885,SMc02442,62.454,269,101,0,3,271,2,270,9.14e-124,352
BAB_RS24890,SMc02443,61.446,83,31,1,1,82,4,86,5.01e-30,99.8
BAB_RS24895,SMc02444,51.477,237,115,0,24,260,8,244,2.62e-76,229
BAB_RS24900,SMc02445,63.287,286,105,0,10,295,4,289,3.54e-115,332
BAB_RS24905,SMc03237,61.000,400,156,0,10,409,8,407,8.93e-174,489
BAB_RS24920,SMc03234,49.362,549,248,5,1,523,1,545,1.56e-161,468
BAB_RS24925,SMc03233,33.784,222,136,2,214,435,221,431,2.67e-23,99.4
BAB_RS24930,SMc03232,38.559,236,137,4,3,232,2,235,1.56e-33,118
BAB_RS24935,SMc03231,63.259,313,110,1,1,313,1,308,2.46e-137,389
BAB_RS24940,SMc03230,72.500,360,98,1,1,359,1,360,0.0,532
BAB_RS24945,SMc03229,45.231,325,174,3,4,325,10,333,2.92e-77,237
BAB_RS24950,SMc03228,57.895,95,38,1,1,93,1,95,3.85e-34,110
BAB_RS24955,SMc03227,77.698,139,30,1,1,138,1,139,6.11e-82,235
BAB_RS24960,SMc03226,65.534,206,71,0,12,217,8,213,6.65e-96,276
BAB_RS24965,SM_b20040,65.035,286,99,1,1,285,1,286,4.43e-126,358
BAB_RS24970,SM_b20039,58.744,446,183,1,36,481,20,464,0.0,525
BAB_RS24975,SMc03808,63.731,863,279,5,19,849,14,874,0.0,1045
BAB_RS24980,SMc03807,53.171,410,177,5,35,431,39,446,1.95e-128,376
BAB_RS24985,SMc03805,71.930,285,79,1,10,294,6,289,2.74e-152,426
BAB_RS24990,SMc03804,67.734,406,126,2,14,414,3,408,0.0,530
BAB_RS24995,SMa1358,48.780,123,63,0,1,123,1,123,2.11e-36,118
BAB_RS25000,SMc02466,87.259,259,33,0,1,259,1,259,6.31e-176,482
BAB_RS25005,SMc02465,82.871,613,94,4,8,613,5,613,0.0,1042
BAB_RS25010,SMc02464,64.800,125,44,0,7,131,2,126,4.99e-57,171
BAB_RS25015,SMc02463,58.594,128,53,0,5,132,3,130,2.70e-52,159
BAB_RS25025,SMc03823,90.405,469,45,0,1,469,1,469,0.0,870
BAB_RS25030,SMc03863,70.629,143,41,1,3,145,2,143,2.72e-65,194
BAB_RS25060,SMc00080,48.416,221,109,2,1,216,1,221,1.34e-68,207
BAB_RS25065,SMc03861,72.646,223,59,1,12,232,3,225,8.80e-116,328
BAB_RS25070,SMc03860,61.236,178,69,0,1,178,1,178,5.36e-67,201
BAB_RS25075,SMc02489,68.167,311,98,1,5,315,21,330,1.83e-141,400
BAB_RS25080,SMc02488,47.619,315,160,3,19,331,44,355,3.33e-90,271
BAB_RS25085,SMc02487,77.778,468,103,1,1,467,1,468,0.0,745
BAB_RS25090,SMc02485,29.054,148,97,5,29,175,24,164,2.32e-13,62.4
BAB_RS25095,SMc02484,79.812,213,41,1,1,211,1,213,1.75e-121,340
BAB_RS25105,SMc02483,76.978,417,87,2,1,408,1,417,0.0,629
BAB_RS25110,SMc02482,80.677,1004,187,2,1,1004,1,997,0.0,1691
BAB_RS25115,SMc02481,90.000,300,30,0,1,300,1,300,0.0,517
BAB_RS25120,SMc02480,88.665,397,45,0,1,397,1,397,0.0,686
BAB_RS25125,SMc02479,87.812,320,39,0,1,320,1,320,0.0,558
BAB_RS25130,SMc02478,61.702,376,144,0,28,403,7,382,3.09e-168,474
BAB_RS25135,SMc02475,39.506,162,94,2,20,177,18,179,1.05e-20,82.0
BAB_RS25140,SMc03856,73.356,289,76,1,1,288,6,294,7.70e-151,422
BAB_RS25145,SMc03855,65.882,425,141,1,3,427,4,424,0.0,544
BAB_RS25150,SMc03854,58.439,551,138,12,1,465,1,546,0.0,529
BAB_RS25155,SMc03853,73.558,208,53,1,13,220,5,210,4.26e-105,299
BAB_RS25160,SMc00708,62.055,253,96,0,8,260,4,256,3.35e-110,316
BAB_RS25170,SMc02447,35.714,84,42,3,26,99,24,105,1.32e-08,46.2
BAB_RS25175,SMc02448,78.519,135,29,0,4,138,1,135,1.31e-77,223
BAB_RS25180,SMc02449,45.122,246,130,2,5,247,61,304,1.71e-69,214
BAB_RS25185,SMc02450,75.545,413,101,0,1,413,20,432,0.0,601
BAB_RS25190,SMc02451,50.752,266,129,1,51,316,19,282,4.69e-94,278
BAB_RS25200,SMc04458,76.185,907,210,2,1,906,1,902,0.0,1442
BAB_RS25210,SMc00742,53.699,419,191,1,6,424,5,420,3.82e-162,461
BAB_RS25240,SMa0498,26.667,300,204,7,12,304,1,291,1.79e-13,67.4
BAB_RS25245,SMc03891,30.328,244,158,2,23,265,20,252,5.79e-31,114
BAB_RS25250,SM_b20430,33.333,162,108,0,1,162,54,215,4.95e-29,104
BAB_RS25255,SMa0081,37.306,193,121,0,22,214,20,212,1.86e-40,136
BAB_RS25260,SM_b21096,52.778,252,118,1,5,256,6,256,7.60e-90,265
BAB_RS25265,SMc01802,32.110,327,178,18,7,319,20,316,6.09e-25,100
BAB_RS25270,SMc00149,45.372,443,237,3,11,451,14,453,1.68e-120,358
BAB_RS25275,SMc02121,70.683,249,73,0,3,251,10,258,5.70e-138,385
BAB_RS25285,SM_b20323,31.250,192,118,3,25,208,18,203,8.43e-20,82.0
BAB_RS25300,SMc01666,80.660,424,82,0,1,424,1,424,0.0,706
BAB_RS25310,SMc00421,76.415,318,73,1,9,324,3,320,3.67e-170,473
BAB_RS25315,SMc00727,80.969,289,55,0,3,291,2,290,3.77e-179,493
BAB_RS25320,SMc00728,78.964,309,65,0,1,309,1,309,1.57e-168,468
BAB_RS25325,SMc00729,79.116,249,51,1,1,248,1,249,1.68e-136,382
BAB_RS25330,SM_b20940,83.700,227,37,0,1,227,1,227,9.13e-138,384
BAB_RS25335,SM_b20939,79.661,118,24,0,1,118,2,119,4.34e-69,201
BAB_RS25340,SM_b20938,74.370,238,61,0,15,252,8,245,1.18e-136,382
BAB_RS25345,SMc00731,73.846,195,48,1,1,195,1,192,3.56e-103,293
BAB_RS25350,SMc00732,45.763,59,32,0,1,59,1,59,7.37e-12,52.4
BAB_RS25355,SMc00733,62.313,268,101,0,9,276,6,273,3.34e-116,332
BAB_RS25360,SMc00734,58.633,278,115,0,1,278,1,278,5.77e-107,310
BAB_RS25365,SMc01271,50.685,146,71,1,10,155,2,146,1.51e-41,134
BAB_RS25370,SMc00726,54.589,207,84,1,29,235,21,217,1.22e-72,218
BAB_RS25375,SMc00725,81.779,461,84,0,2,462,6,466,0.0,784
BAB_RS25385,SMc00723,71.971,421,118,0,1,421,1,421,0.0,634
BAB_RS25390,SMc00722,43.825,915,449,23,1,883,1,882,0.0,610
BAB_RS25395,SMc00719,70.455,176,52,0,1,176,11,186,1.21e-86,250
BAB_RS25400,SMc00709,68.526,251,77,1,1,249,4,254,2.16e-125,354
BAB_RS25405,SMc00710,74.302,358,92,0,10,367,8,365,0.0,530
BAB_RS25410,SMc00711,74.667,300,76,0,5,304,4,303,2.40e-165,460
BAB_RS25415,SMc00712,25.000,328,240,6,14,339,14,337,8.85e-25,100
BAB_RS25420,SMc00713,58.182,165,69,0,6,170,6,170,2.38e-62,189
BAB_RS25430,SMc03238,50.000,96,48,0,1,96,1,96,4.31e-31,103
BAB_RS25435,SMc03239,82.386,176,31,0,1,176,1,176,4.87e-111,311
BAB_RS25440,SMc00714,59.302,258,105,0,2,259,1,258,2.03e-111,319
BAB_RS25445,SMc00715,44.103,195,106,2,101,295,32,223,1.43e-54,175
BAB_RS25450,SMc00716,61.905,294,112,0,33,326,31,324,1.28e-114,333
BAB_RS25455,SMc00717,78.995,219,46,0,1,219,9,227,6.52e-122,342
BAB_RS25465,SMc01870,74.561,228,57,1,1,228,1,227,7.47e-116,328
BAB_RS25470,SMc03809,68.023,172,54,1,60,230,48,219,2.74e-84,247
BAB_RS25475,SMc03818,65.299,268,92,1,1,267,1,268,3.13e-132,372
BAB_RS25480,SMc03819,47.020,151,79,1,1,150,1,151,1.88e-41,133
BAB_RS25485,SMc03820,83.700,227,37,0,1,227,1,227,1.50e-136,380
BAB_RS25490,SMc03821,51.765,170,82,0,11,180,13,182,1.42e-57,176
BAB_RS25525,SMc00703,54.359,195,78,3,23,210,14,204,6.07e-52,164
BAB_RS25530,SMc00704,79.167,96,20,0,1,96,1,96,3.22e-54,161
BAB_RS25535,SMc00705,36.948,249,148,4,23,267,22,265,3.09e-54,174
BAB_RS25540,SMc00109,46.154,130,70,0,6,135,22,151,7.45e-38,124
BAB_RS25545,SMc04128,65.986,735,211,5,105,800,9,743,0.0,871
BAB_RS25550,SM_b20729,42.478,113,59,3,15,126,17,124,7.78e-20,80.5
BAB_RS25560,SMc00701,71.036,618,176,2,8,622,1,618,0.0,913
BAB_RS25565,SMc00700,87.462,327,41,0,1,327,1,327,0.0,603
BAB_RS25570,SMc00699,63.934,183,63,2,28,209,2,182,2.97e-84,245
BAB_RS25575,SMc00698,64.286,98,28,1,6,103,2,92,1.01e-38,122
BAB_RS25580,SMc00697,66.588,422,141,0,4,425,11,432,0.0,572
BAB_RS25585,SMc00696,70.442,362,107,0,13,374,13,374,0.0,518
BAB_RS25590,SMc00695,52.273,176,84,0,15,190,14,189,5.86e-64,194
BAB_RS25595,SMc00692,36.957,46,29,0,1,46,1,46,1.67e-08,43.1
BAB_RS25600,SMc00691,60.797,301,112,3,7,306,9,304,4.74e-126,360
BAB_RS25605,SMc00690,71.293,317,91,0,1,317,1,317,2.89e-175,485
BAB_RS25610,SMc00689,48.189,359,157,7,24,366,28,373,8.11e-109,326
BAB_RS25615,SMc00688,60.870,69,27,0,10,78,9,77,3.71e-27,91.7
BAB_RS25620,SMc00684,61.719,384,135,4,5,387,8,380,1.48e-155,441
BAB_RS25625,SMc00683,56.447,349,134,5,23,359,16,358,7.11e-135,387
BAB_RS25630,SMc00682,65.116,387,135,0,1,387,1,387,0.0,521
BAB_RS25640,SMc02037,39.431,246,142,6,2,243,10,252,1.24e-43,145
BAB_RS25645,SMc04046,31.538,130,82,4,6,129,3,131,6.82e-16,67.0
BAB_RS25655,SMc04390,84.288,541,82,1,1,538,1,541,0.0,950
BAB_RS25660,SMc04391,70.703,256,71,2,2,254,3,257,6.14e-114,325
BAB_RS25665,SMc04392,74.343,495,120,1,4,491,4,498,0.0,754
BAB_RS25670,SMc04397,75.198,504,125,0,1,504,1,504,0.0,783
BAB_RS25675,SMc04398,74.517,259,65,1,1,258,1,259,1.06e-139,390
BAB_RS25685,SMc04399,86.968,376,48,1,3,377,6,381,0.0,660
BAB_RS25690,SMc04400,70.871,333,97,0,1,333,1,333,1.99e-179,497
BAB_RS25695,SMc04401,71.429,336,96,0,1,336,1,336,6.44e-175,487
BAB_RS25700,SMc04402,73.298,382,102,0,8,389,6,387,0.0,582
BAB_RS25710,SMc03830,78.233,317,69,0,5,321,1,317,0.0,508
BAB_RS25715,SMc03829,83.276,293,48,1,1,293,1,292,2.12e-158,441
BAB_RS25720,SMc03828,75.665,263,64,0,1,263,1,263,7.38e-146,406
BAB_RS25725,SMc02802,44.315,343,190,1,1,343,1,342,9.79e-100,296
BAB_RS25730,SMc02801,61.149,296,109,3,1,292,1,294,3.35e-126,359
BAB_RS25735,SMc02800,75.862,261,61,1,5,265,6,264,1.17e-141,396
BAB_RS25740,SMc02799,49.749,199,97,1,17,212,14,212,1.73e-64,196
BAB_RS25745,SMc02798,67.213,610,200,0,9,618,4,613,0.0,851
BAB_RS25750,SMc02797,53.409,440,194,4,9,442,5,439,1.24e-150,432
BAB_RS25760,SMc02796,95.455,418,19,0,1,418,4,421,0.0,815
BAB_RS25770,SMc02795,52.299,174,83,0,5,178,7,180,5.27e-67,200
BAB_RS25775,SMc02794,68.652,319,100,0,22,340,1,319,3.64e-160,448
BAB_RS25780,SMc02793,65.019,263,92,0,6,268,6,268,1.29e-127,361
BAB_RS25785,SMc02792,59.487,195,79,0,5,199,5,199,8.14e-77,226
BAB_RS25790,SMc02791,55.556,288,121,3,1,285,1,284,2.30e-106,308
BAB_RS25795,SMc02790,53.927,191,88,0,1,191,1,191,2.80e-70,209
BAB_RS25800,SMc02789,64.655,232,80,1,1,232,1,230,4.63e-107,306
BAB_RS25805,SMc02788,76.623,154,34,1,10,161,7,160,1.64e-78,228
BAB_RS25810,SMc02787,38.509,161,87,3,5,164,4,153,7.37e-31,108
BAB_RS25815,SMc02786,60.684,234,88,2,1,231,1,233,5.53e-100,288
BAB_RS25820,SMc02785,58.056,360,147,4,8,364,1,359,1.06e-135,389
BAB_RS25825,SMc02784,54.749,179,74,2,13,187,7,182,4.84e-58,178
BAB_RS25830,SMc02783,58.929,112,46,0,1,112,1,112,4.44e-46,143
BAB_RS25835,SMc02578,57.188,313,127,2,29,339,9,316,1.15e-131,375
BAB_RS25840,SMc02577,80.963,436,80,2,1,434,1,435,0.0,715
BAB_RS25845,SMc02575,79.459,185,37,1,1,184,1,185,1.55e-109,308
BAB_RS25850,SMc02574,72.449,196,54,0,5,200,6,201,2.13e-107,304
BAB_RS25855,SMc02573,31.361,169,104,2,1,169,1,157,2.16e-15,67.0
BAB_RS25860,SMc02572,74.074,216,56,0,1,216,1,216,3.63e-118,332
BAB_RS25865,SMc02570,85.950,242,34,0,1,242,1,242,1.47e-154,427
BAB_RS25870,SMc02569,93.023,258,18,0,1,258,1,258,1.31e-169,466
BAB_RS25875,SMc02568,66.346,104,35,0,1,104,1,104,6.40e-43,133
BAB_RS25880,SMc02567,75.949,316,76,0,7,322,16,331,0.0,512
BAB_RS25885,SMc02563,61.871,139,52,1,8,145,6,144,1.53e-41,133
BAB_RS25890,SMc02562,65.517,29,10,0,1,29,508,536,7.26e-09,45.4
BAB_RS25895,SMc02562,76.986,491,113,0,1,491,1,491,0.0,798
BAB_RS25900,SMc02560,87.342,237,24,1,8,238,2,238,1.41e-147,409
BAB_RS25905,SMc04446,63.951,577,196,5,27,599,23,591,0.0,703
BAB_RS25910,SMc02752,37.398,123,76,1,10,131,8,130,1.18e-15,67.4
BAB_RS25915,SMc02753,75.188,133,33,0,1,133,1,133,4.92e-70,204
BAB_RS25920,SMc02754,65.957,94,32,0,10,103,2,95,4.22e-42,131
BAB_RS25925,SMc02755,86.481,466,63,0,1,466,1,466,0.0,834
BAB_RS25930,SMc02756,52.196,774,364,3,56,827,47,816,0.0,819
BAB_RS25935,SMc02757,52.705,499,232,3,5,501,1,497,2.90e-172,493
BAB_RS25940,SMc02758,51.327,226,107,2,3,225,1,226,1.79e-72,219
BAB_RS25945,SMc02759,44.919,1053,554,7,9,1041,3,1049,0.0,827
BAB_RS25950,SMc02760,47.494,1177,581,14,11,1160,20,1186,0.0,939
BAB_RS25955,SMc02761,71.963,107,30,0,1,107,1,107,4.94e-55,164
BAB_RS25960,SMc02763,66.818,440,145,1,4,442,8,447,0.0,570
BAB_RS25965,SMc02764,70.629,286,84,0,1,286,1,286,1.02e-153,429
BAB_RS25970,SMc02765,67.293,266,87,0,1,266,1,266,5.59e-129,365
BAB_RS25980,SMc02766,79.208,404,84,0,1,404,1,404,0.0,684
BAB_RS25985,SMc02767,67.907,215,69,0,1,215,1,215,3.70e-93,269
BAB_RS25995,SMc02768,54.585,229,98,3,29,252,23,250,3.48e-87,257
BAB_RS26000,SMc02769,57.971,138,56,2,1,138,1,136,9.38e-51,156
BAB_RS26005,SMc02691,50.704,71,35,0,3,73,337,407,1.99e-13,60.8
BAB_RS26010,SMc02691,41.155,277,152,4,13,280,34,308,8.28e-55,180
BAB_RS26015,SMc00361,60.426,235,84,2,29,255,43,276,7.11e-102,295
BAB_RS26025,SMc00362,83.803,142,23,0,37,178,2,143,3.40e-85,244
BAB_RS26030,SMc01259,28.873,142,84,4,20,148,19,156,4.44e-09,50.8
BAB_RS26035,SMc00363,85.075,67,9,1,1,66,1,67,7.98e-36,112
BAB_RS26040,SMc00364,79.104,134,28,0,1,134,1,134,2.71e-72,210
BAB_RS26050,SMc00365,78.049,369,72,1,1,369,1,360,0.0,606
BAB_RS26055,SMc00366,72.119,807,221,1,1,803,1,807,0.0,1191
BAB_RS26060,SMc00375,61.755,319,122,0,1,319,1,319,2.74e-148,418
BAB_RS26065,SMc02857,85.514,642,87,3,1,637,1,641,0.0,1096
BAB_RS26070,SMc02858,79.156,379,77,1,1,377,1,379,0.0,600
BAB_RS26075,SMc00414,63.731,193,70,0,4,196,6,198,1.00e-88,256
BAB_RS26080,SMc00412,71.795,234,62,1,1,234,1,230,9.42e-118,333
BAB_RS26085,SMc00411,68.421,95,30,0,1,95,1,95,1.43e-47,144
BAB_RS26090,SMc00883,48.601,286,145,2,7,291,10,294,2.47e-95,281
BAB_RS26095,SMc00419,73.548,310,82,0,3,312,5,314,2.15e-179,495
BAB_RS26105,SMc00420,79.279,111,23,0,1,111,1,111,8.16e-53,184
BAB_RS26110,SMc00998,58.235,170,71,0,36,205,30,199,2.35e-72,216
BAB_RS26115,SMc00404,65.000,100,35,0,16,115,20,119,1.65e-41,131
BAB_RS26120,SM_b20557,44.340,106,59,0,32,137,1,106,6.97e-15,63.9
BAB_RS26125,SMc02146,75.389,321,79,0,25,345,24,344,0.0,503
BAB_RS26130,SMc02144,78.878,303,59,1,199,496,1,303,3.82e-161,456
BAB_RS26135,SMc02143,73.697,422,111,0,15,436,19,440,0.0,619
BAB_RS26140,SMc02142,78.388,273,57,1,1,273,1,271,2.37e-162,449
BAB_RS26145,SMc02141,71.308,237,66,1,1,235,1,237,8.94e-120,338
BAB_RS26150,SMc02140,81.696,224,41,0,4,227,2,225,7.41e-134,373
BAB_RS26160,SMc00083,50.769,65,27,1,20,84,21,80,1.63e-17,68.2
BAB_RS26165,SMc00382,80.344,407,80,0,10,416,12,418,0.0,689
BAB_RS26175,SMc01118,45.982,224,114,2,1,224,1,217,4.80e-48,155
BAB_RS26180,SMc01117,47.500,160,77,3,10,163,9,167,2.91e-36,121
BAB_RS26185,SMc01116,49.430,263,133,0,1,263,1,263,1.54e-88,262
BAB_RS26190,SMc01115,71.554,457,125,1,16,467,10,466,0.0,689
BAB_RS26195,SMc01114,75.389,321,79,0,3,323,23,343,1.09e-177,493
BAB_RS26200,SMc01113,56.494,154,61,1,2,149,10,163,8.38e-58,175
BAB_RS26205,SMc01112,60.411,341,120,5,16,344,20,357,9.43e-127,367
BAB_RS26210,SMc01111,59.432,493,198,2,2,493,1,492,0.0,552
BAB_RS26215,SMc01110,81.538,130,24,0,1,130,1,130,2.92e-71,207
BAB_RS26220,SMc01109,81.862,419,68,1,3,421,2,412,0.0,693
BAB_RS26225,SMc01108,63.203,231,85,0,2,232,20,250,1.72e-96,280
BAB_RS26230,SMc02911,58.378,185,71,1,1,185,1,179,7.86e-75,222
BAB_RS26235,SMc02912,81.365,542,94,1,1,535,1,542,0.0,884
BAB_RS26240,SMc02913,56.701,194,82,1,19,210,22,215,7.85e-71,213
BAB_RS26245,SMc02914,40.541,185,46,6,1,173,1,133,8.25e-19,89.4
BAB_RS26250,SMc00320,71.318,129,37,0,10,138,6,134,3.88e-63,187
BAB_RS26255,SMc00321,67.081,322,93,3,1,322,1,309,8.42e-151,423
BAB_RS26260,SMc00323,74.157,89,23,0,1,89,1,89,4.60e-44,135
BAB_RS26265,SMc00324,86.338,710,97,0,1,710,1,710,0.0,1251
BAB_RS26270,SMc00325,40.851,235,137,2,1,235,1,233,2.61e-48,163
BAB_RS26280,SMc00326,77.695,269,59,1,1,269,1,268,1.03e-158,439
BAB_RS26285,SMc00327,75.000,408,99,2,1,407,1,406,0.0,629
BAB_RS26290,SMc00328,77.976,168,37,0,1,168,1,168,7.05e-100,283
BAB_RS26295,SMc00329,68.657,134,39,1,10,143,7,137,3.43e-66,195
BAB_RS26300,SMc03157,69.959,243,73,0,17,259,16,258,2.82e-127,359
BAB_RS26305,SMc02848,60.274,146,57,1,36,180,77,222,2.29e-63,192
BAB_RS26310,SMc02849,78.078,333,73,0,1,333,1,333,0.0,541
BAB_RS26315,SMc04308,33.500,200,121,2,35,222,21,220,1.57e-35,124
BAB_RS26320,SMc02827,59.155,284,111,2,8,290,5,284,4.80e-117,335
BAB_RS26325,SMc02826,71.053,114,33,0,1,114,1,114,9.50e-45,139
BAB_RS26330,SMc02825,56.726,446,191,2,6,451,13,456,1.48e-175,498
BAB_RS26340,SMc01154,64.356,303,94,4,1,292,1,300,1.61e-131,373
BAB_RS26345,SMc01153,75.486,257,63,0,1,257,1,257,3.70e-139,389
BAB_RS26350,SMc01152,68.182,88,28,0,1,88,1,88,2.17e-35,113
BAB_RS26375,SMa2391,51.538,390,183,4,1,386,1,388,1.09e-129,376
BAB_RS26385,SMc01103,35.548,301,183,5,10,306,2,295,3.30e-40,140
BAB_RS26390,SMc01105,65.916,311,105,1,2,311,4,314,6.74e-140,395
BAB_RS26395,SMc04125,32.727,220,123,5,42,237,84,302,1.73e-23,94.7
BAB_RS26400,SM_b20126,31.959,291,196,2,38,327,58,347,6.22e-34,126
BAB_RS26405,SMc04127,42.331,489,274,4,36,521,20,503,1.13e-116,352
BAB_RS26410,SMc02884,34.188,351,195,11,2,348,1,319,4.41e-46,158
BAB_RS26415,SM_b21492,46.875,192,100,2,12,202,30,220,1.95e-60,186
BAB_RS26425,SMc02041,36.882,263,149,5,1,256,1,253,5.01e-38,131
BAB_RS26430,SMa1471,24.883,213,124,8,27,219,8,204,2.29e-08,51.2
BAB_RS26435,SMc02162,27.636,550,345,16,16,530,34,565,1.40e-48,174
BAB_RS26440,SMc02725,30.180,222,150,4,169,387,288,507,6.97e-15,73.6
BAB_RS26450,SMc01281,35.570,149,88,1,99,239,92,240,4.09e-23,93.6
BAB_RS26465,SM_b20531,41.954,174,93,3,1,170,9,178,3.64e-35,119
BAB_RS26475,SMa0246,34.222,225,146,1,15,239,14,236,7.63e-35,122
BAB_RS26485,SMc03118,35.987,314,167,5,1,312,13,294,1.14e-38,135
BAB_RS26490,SMc03117,34.915,295,176,6,32,324,46,326,9.55e-38,137
BAB_RS26495,SMc03120,42.017,238,138,0,11,248,21,258,2.05e-66,204
BAB_RS26500,SMc02358,42.060,233,133,1,6,236,1,233,4.36e-62,192
