O_anthropi|Q.,Melitensis16M|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
OANT_RS02185,BME_RS16625,63.158,95,35,0,1,95,20,114,2.00e-42,135
OANT_RS02190,BME_RS07965,93.443,61,4,0,1,61,1,61,1.05e-38,119
OANT_RS02195,BME_RS07960,83.618,293,47,1,1,293,1,292,3.12e-163,452
OANT_RS02200,BME_RS07955,88.806,134,15,0,2,135,6,139,6.09e-83,236
OANT_RS02205,BME_RS07950,92.140,229,18,0,3,231,7,235,4.73e-151,416
OANT_RS02215,BME_RS11700,42.718,206,116,2,309,513,74,278,2.73e-48,166
OANT_RS02225,BME_RS07945,78.744,414,87,1,1,414,3,415,0.0,688
OANT_RS02230,BME_RS07940,84.642,293,41,1,1,289,1,293,0.0,503
OANT_RS02235,BME_RS07935,89.011,273,30,0,1,273,1,273,0.0,499
OANT_RS02250,BME_RS00765,32.364,516,264,14,44,481,64,572,4.05e-55,191
OANT_RS02265,BME_RS15630,37.681,69,39,1,22,86,53,121,9.95e-11,55.8
OANT_RS02270,BME_RS07930,94.961,258,13,0,1,258,1,258,0.0,511
OANT_RS02275,BME_RS06880,53.623,207,83,8,1,202,1,199,1.32e-65,197
OANT_RS02285,BME_RS11565,23.144,458,304,15,24,462,29,457,3.78e-09,55.1
OANT_RS02295,BME_RS07920,94.521,365,20,0,1,365,1,365,0.0,723
OANT_RS02300,BME_RS07915,97.094,413,12,0,1,413,1,413,0.0,833
OANT_RS02305,BME_RS07910,94.100,339,20,0,1,339,1,339,0.0,656
OANT_RS02310,BME_RS07905,90.909,462,42,0,1,462,1,462,0.0,835
OANT_RS02315,BME_RS07900,84.971,173,25,1,1,172,1,173,4.59e-107,300
OANT_RS02320,BME_RS07895,88.889,459,47,1,1,459,1,455,0.0,832
OANT_RS02325,BME_RS07890,91.981,212,17,0,1,212,1,212,1.07e-142,394
OANT_RS02330,BME_RS07885,95.604,182,8,0,1,182,1,182,3.44e-126,349
OANT_RS02335,BME_RS07880,94.595,37,2,0,1,37,1,37,1.61e-09,56.6
OANT_RS02340,BME_RS07875,90.299,268,20,2,1,268,1,262,4.65e-159,448
OANT_RS02345,BME_RS06565,60.274,365,106,6,26,379,26,362,4.95e-139,397
OANT_RS02350,BME_RS07870,92.989,271,19,0,7,277,2,272,0.0,530
OANT_RS02355,BME_RS07865,92.842,475,34,0,1,475,1,475,0.0,901
OANT_RS02360,BME_RS07150,56.410,117,47,3,9,121,2,118,1.57e-42,132
OANT_RS02365,BME_RS07855,86.820,478,63,0,7,484,3,480,0.0,861
OANT_RS02370,BME_RS07850,92.602,784,55,1,1,784,1,781,0.0,1494
OANT_RS02375,BME_RS07845,77.143,280,36,3,1,257,1,275,1.17e-153,427
OANT_RS02380,BME_RS07840,92.079,303,20,1,1,303,1,299,0.0,541
OANT_RS02385,BME_RS07835,93.187,411,28,0,1,411,1,411,0.0,802
OANT_RS02390,BME_RS07830,92.610,433,32,0,1,433,1,433,0.0,841
OANT_RS02395,BME_RS13320,24.747,198,147,1,41,238,28,223,3.16e-20,84.0
OANT_RS02400,BME_RS03075,32.112,573,350,13,4,564,24,569,6.85e-93,294
OANT_RS02405,BME_RS15505,47.244,254,133,1,1,254,1,253,1.30e-88,260
OANT_RS02410,BME_RS05125,31.010,287,196,2,3,287,5,291,1.03e-42,145
OANT_RS02415,BME_RS07825,81.560,423,37,1,1,423,1,382,0.0,660
OANT_RS02420,BME_RS07820,92.308,52,4,0,1,52,1,52,1.17e-19,70.1
OANT_RS02425,BME_RS07815,88.165,752,89,0,1,752,1,752,0.0,1359
OANT_RS02430,BME_RS07810,89.091,165,18,0,1,165,1,165,6.20e-111,309
OANT_RS02435,BME_RS07805,90.403,521,45,1,1,521,1,516,0.0,981
OANT_RS02440,BME_RS07800,89.895,287,29,0,1,287,1,287,0.0,543
OANT_RS02445,BME_RS07795,80.769,52,10,0,1,52,1,52,2.02e-28,92.4
OANT_RS02450,BME_RS07790,94.239,243,14,0,1,243,1,243,4.61e-177,483
OANT_RS02455,BME_RS07785,94.455,541,30,0,1,541,1,541,0.0,1050
OANT_RS02460,BME_RS15130,32.075,318,203,6,126,439,122,430,8.29e-38,139
OANT_RS02465,BME_RS15125,49.321,221,112,0,1,221,1,221,2.20e-68,206
OANT_RS02475,BME_RS08965,57.542,179,75,1,55,233,27,204,4.51e-68,206
OANT_RS02480,BME_RS07770,85.222,203,30,0,1,203,1,203,1.49e-121,339
OANT_RS02490,BME_RS07760,86.981,361,47,0,1,361,1,361,0.0,655
OANT_RS02500,BME_RS07755,86.087,115,16,0,1,115,1,115,3.10e-74,213
OANT_RS02505,BME_RS07750,68.314,344,107,1,1,344,1,342,3.87e-174,484
OANT_RS02510,BME_RS04360,66.162,198,67,0,4,201,8,205,1.07e-99,284
OANT_RS02520,BME_RS02165,35.227,88,56,1,9,95,19,106,4.09e-11,52.4
OANT_RS02530,BME_RS07745,82.251,231,41,0,23,253,1,231,4.90e-131,377
OANT_RS02535,BME_RS07740,81.995,411,74,0,1,411,1,411,0.0,697
OANT_RS02540,BME_RS07735,77.545,334,70,2,1,331,1,332,0.0,543
OANT_RS02545,BME_RS07730,84.475,219,34,0,1,219,1,219,4.94e-130,362
OANT_RS02550,BME_RS07725,94.203,483,28,0,1,483,1,483,0.0,934
OANT_RS02560,BME_RS03925,39.130,115,65,1,80,194,102,211,2.66e-21,84.3
OANT_RS02575,BME_RS07720,89.498,438,45,1,1,437,1,438,0.0,803
OANT_RS02580,BME_RS06475,30.921,152,90,4,60,211,88,224,1.63e-15,70.1
OANT_RS02605,BME_RS07715,87.646,429,53,0,1,429,1,429,0.0,790
OANT_RS02610,BME_RS07710,86.364,132,18,0,1,132,1,132,3.43e-73,211
OANT_RS02615,BME_RS07705,95.181,249,12,0,1,249,1,249,1.08e-170,467
OANT_RS02620,BME_RS07700,100.000,75,0,0,1,75,1,75,8.40e-48,142
OANT_RS02625,BME_RS07695,90.732,205,19,0,1,205,1,205,4.48e-134,371
OANT_RS02630,BME_RS07690,87.421,159,20,0,1,159,1,159,2.45e-98,277
OANT_RS02635,BME_RS12720,44.737,152,84,0,4,155,1,152,4.03e-44,139
OANT_RS02640,BME_RS09265,31.156,199,134,2,7,204,19,215,2.73e-25,95.1
OANT_RS02645,BME_RS07685,88.991,218,24,0,1,218,1,218,2.27e-137,380
OANT_RS02650,BME_RS07680,91.282,390,32,1,1,390,1,388,0.0,736
OANT_RS02655,BME_RS07675,68.072,166,53,0,1,166,1,166,5.92e-76,221
OANT_RS02660,BME_RS07670,87.838,74,7,1,1,74,1,72,1.11e-32,104
OANT_RS02665,BME_RS07670,83.333,72,12,0,1,72,1,72,3.37e-29,95.9
OANT_RS02670,BME_RS07665,69.492,295,88,1,12,306,6,298,5.25e-137,386
OANT_RS02675,BME_RS07660,95.082,61,3,0,1,61,1,61,3.97e-40,122
OANT_RS02680,BME_RS07655,83.103,290,49,0,1,290,447,736,1.81e-173,494
OANT_RS02685,BME_RS07655,84.224,393,61,1,1,393,1,392,0.0,626
OANT_RS02695,BME_RS07650,81.176,255,48,0,10,264,6,260,5.02e-141,393
OANT_RS02700,BME_RS07645,93.151,73,5,0,1,73,1,73,1.42e-45,137
OANT_RS02705,BME_RS07640,95.562,338,15,0,1,338,1,338,0.0,654
OANT_RS02710,BME_RS07635,86.312,621,85,0,1,621,1,621,0.0,1053
OANT_RS02715,BME_RS07630,94.855,311,13,1,1,311,1,308,0.0,621
OANT_RS02720,BME_RS07625,92.021,777,49,1,1,764,1,777,0.0,1436
OANT_RS02730,BME_RS07620,83.282,323,54,0,1,323,1,323,0.0,539
OANT_RS02735,BME_RS07615,95.319,470,22,0,1,470,1,470,0.0,930
OANT_RS02740,BME_RS07600,94.149,188,11,0,1,188,1,188,1.02e-120,336
OANT_RS02745,BME_RS07595,86.800,250,32,1,1,249,1,250,1.60e-158,436
OANT_RS02750,BME_RS07590,92.230,592,46,0,1,592,1,592,0.0,1101
OANT_RS02755,BME_RS07580,91.253,423,37,0,1,423,1,423,0.0,767
OANT_RS02760,BME_RS07575,89.189,333,36,0,1,333,1,333,0.0,537
OANT_RS02765,BME_RS07570,91.626,203,17,0,1,203,1,203,1.99e-141,389
OANT_RS02770,BME_RS15100,37.059,170,94,5,215,378,220,382,3.48e-22,94.0
OANT_RS02775,BME_RS16575,83.019,53,9,0,1,53,39,91,3.69e-27,95.1
OANT_RS02780,BME_RS07560,86.792,318,37,3,1,318,1,313,8.95e-171,473
OANT_RS02785,BME_RS07555,97.794,272,6,0,1,272,1,272,0.0,546
OANT_RS02790,BME_RS07550,94.898,196,10,0,1,196,1,196,4.94e-143,393
OANT_RS02800,BME_RS07525,86.747,83,11,0,1,83,1,83,8.97e-50,148
OANT_RS02805,BME_RS07520,93.956,364,22,0,1,364,1,364,0.0,693
OANT_RS02810,BME_RS07515,92.722,371,27,0,1,371,1,371,0.0,715
OANT_RS02815,BME_RS07510,87.658,316,39,0,1,316,1,316,0.0,583
OANT_RS02820,BME_RS07505,100.000,84,0,0,1,84,1,84,1.07e-57,168
OANT_RS02825,BME_RS07500,81.977,172,31,0,1,172,1,172,3.69e-102,288
OANT_RS02830,BME_RS07495,71.264,87,24,1,1,87,1,86,3.31e-37,117
OANT_RS02835,BME_RS07490,81.183,186,32,2,1,186,1,183,2.53e-70,208
OANT_RS02840,BME_RS07485,86.842,304,40,0,3,306,12,315,0.0,543
OANT_RS02845,BME_RS07480,93.468,643,37,1,1,638,1,643,0.0,1196
OANT_RS02850,BME_RS07475,84.190,253,40,0,1,253,1,253,3.09e-151,418
OANT_RS02855,BME_RS07470,90.534,412,39,0,1,412,1,412,0.0,747
OANT_RS02865,BME_RS07465,85.000,200,30,0,1,200,1,200,7.42e-131,362
OANT_RS02870,BME_RS07460,77.895,95,21,0,21,115,27,121,2.19e-53,160
OANT_RS02875,BME_RS07455,60.185,432,136,6,1,426,1,402,1.20e-166,471
OANT_RS02885,BME_RS07450,90.446,628,60,0,1,628,1,628,0.0,1176
OANT_RS02890,BME_RS07445,94.397,232,13,0,1,232,20,251,8.81e-163,446
OANT_RS02895,BME_RS07440,91.727,278,23,0,1,278,1,278,0.0,513
OANT_RS02905,BME_RS07435,92.276,246,19,0,1,246,1,246,9.66e-174,474
OANT_RS02910,BME_RS07430,95.363,496,23,0,1,496,1,496,0.0,956
OANT_RS02915,BME_RS07425,85.938,192,26,1,1,191,1,192,1.26e-107,303
OANT_RS02920,BME_RS07420,95.931,467,15,1,1,463,1,467,0.0,904
OANT_RS02925,BME_RS07415,96.407,501,18,0,1,501,1,501,0.0,994
OANT_RS02930,BME_RS02345,31.429,350,192,13,8,330,9,337,2.54e-40,141
OANT_RS02935,BME_RS07410,91.784,426,35,0,1,426,1,426,0.0,835
OANT_RS02940,BME_RS07405,94.709,189,10,0,1,189,1,189,1.61e-131,363
OANT_RS02945,BME_RS07400,82.353,323,57,0,1,323,1,323,1.92e-167,465
OANT_RS02950,BME_RS07395,98.780,82,1,0,1,82,1,82,9.84e-57,166
OANT_RS02955,BME_RS07390,96.190,105,4,0,1,105,1,105,1.59e-71,208
OANT_RS02960,BME_RS07385,92.027,301,24,0,1,301,1,301,0.0,560
OANT_RS02965,BME_RS07380,95.510,245,11,0,1,245,1,245,1.01e-175,479
OANT_RS02970,BME_RS07375,100.000,78,0,0,1,78,1,78,5.45e-50,148
OANT_RS02975,BME_RS07370,94.272,419,24,0,1,419,1,419,0.0,753
OANT_RS02980,BME_RS07365,83.495,412,59,2,1,403,1,412,0.0,677
OANT_RS02985,BME_RS07360,84.397,282,44,0,18,299,1,282,7.20e-177,486
OANT_RS02990,BME_RS07355,96.347,219,8,0,1,219,1,219,5.68e-157,430
OANT_RS03010,BME_RS07350,94.681,470,25,0,1,470,1,470,0.0,918
OANT_RS03015,BME_RS07345,83.173,208,31,1,1,204,1,208,2.57e-117,329
OANT_RS03020,BME_RS07340,90.169,295,28,1,1,294,1,295,0.0,527
OANT_RS03025,BME_RS07335,96.558,552,19,0,1,552,1,552,0.0,1073
OANT_RS03030,BME_RS07330,88.889,315,35,0,1,315,1,315,0.0,568
OANT_RS03035,BME_RS07325,77.049,61,14,0,1,61,1,61,1.67e-32,103
OANT_RS03040,BME_RS07320,87.755,196,21,1,1,196,1,193,1.64e-128,357
OANT_RS03045,BME_RS07315,96.918,292,9,0,1,292,1,292,0.0,574
OANT_RS03050,BME_RS07310,84.252,127,20,0,1,127,1,127,5.03e-78,223
OANT_RS03055,BME_RS07305,82.800,250,39,2,1,249,1,247,2.62e-153,424
OANT_RS03060,BME_RS07300,93.429,350,19,1,1,350,1,346,0.0,666
OANT_RS03065,BME_RS07295,90.184,326,32,0,1,326,1,326,0.0,610
OANT_RS03070,BME_RS07290,91.558,154,13,0,1,154,1,154,1.05e-104,293
OANT_RS03075,BME_RS07285,87.578,161,20,0,1,161,1,161,5.67e-99,279
OANT_RS03080,BME_RS07280,63.158,266,98,0,1,266,1,266,3.00e-126,356
OANT_RS03095,BME_RS07275,91.000,200,18,0,1,200,1,200,7.21e-138,380
OANT_RS03100,BME_RS07270,95.426,962,44,0,3,964,3,964,0.0,1873
OANT_RS03105,BME_RS07265,86.893,206,27,0,1,206,1,206,4.74e-137,379
OANT_RS03110,BME_RS07260,93.721,430,27,0,1,430,1,430,0.0,832
OANT_RS03115,BME_RS07255,92.657,463,34,0,1,463,1,463,0.0,887
OANT_RS03120,BME_RS07250,77.041,196,41,1,1,196,1,192,4.29e-114,320
OANT_RS03130,BME_RS07240,81.967,61,11,0,1,61,1,61,3.57e-34,107
OANT_RS03135,BME_RS07235,90.351,228,22,0,1,228,1,228,8.83e-153,420
OANT_RS03140,BME_RS07230,86.577,596,52,2,1,596,1,568,0.0,982
OANT_RS03145,BME_RS07225,95.756,377,16,0,1,377,1,377,0.0,761
OANT_RS03150,BME_RS07220,83.744,203,33,0,2,204,3,205,4.19e-131,363
OANT_RS03155,BME_RS07215,80.672,357,69,0,8,364,2,358,0.0,602
OANT_RS03160,BME_RS06675,38.866,247,141,6,5,245,3,245,2.18e-46,160
OANT_RS03170,BME_RS04580,28.955,335,211,11,1,317,1,326,2.43e-29,111
OANT_RS03175,BME_RS07210,80.571,175,34,0,1,175,1,175,2.39e-104,293
OANT_RS03180,BME_RS07205,84.332,217,34,0,1,217,1,217,8.21e-131,363
OANT_RS03185,BME_RS07200,88.271,1151,135,0,1,1151,1,1151,0.0,1863
OANT_RS03190,BME_RS05000,92.308,104,8,0,1,104,1,104,6.08e-68,196
OANT_RS03195,BME_RS04995,80.000,65,13,0,10,74,17,81,4.23e-33,105
OANT_RS03235,BME_RS12910,22.072,222,167,4,2,221,10,227,1.54e-08,51.2
OANT_RS03240,BME_RS13805,46.237,558,261,8,13,569,6,525,1.26e-154,452
OANT_RS03245,BME_RS11585,31.688,385,249,8,3,380,1,378,2.27e-49,173
OANT_RS03250,BME_RS02180,42.090,335,165,2,1,306,1,335,9.16e-86,258
OANT_RS03255,BME_RS02185,45.583,283,148,1,16,292,18,300,3.79e-76,231
OANT_RS03300,BME_RS10745,36.385,426,259,7,1,423,1,417,3.94e-78,245
OANT_RS03305,BME_RS10740,50.000,262,131,0,34,295,11,272,4.12e-83,248
OANT_RS03310,BME_RS10735,47.902,286,149,0,20,305,25,310,6.18e-89,265
OANT_RS03315,BME_RS10730,48.138,376,190,1,1,376,1,371,9.40e-118,345
OANT_RS03320,BME_RS10725,47.388,268,139,2,2,269,1,266,6.84e-87,257
OANT_RS03325,BME_RS07235,36.364,220,138,1,16,233,5,224,2.19e-36,125
OANT_RS03330,BME_RS12280,26.230,305,224,1,14,318,4,307,6.23e-40,139
OANT_RS03335,BME_RS00975,63.598,478,173,1,1,478,1,477,0.0,630
OANT_RS03380,BME_RS00465,30.417,240,156,6,55,288,86,320,5.01e-17,77.4
OANT_RS03395,BME_RS07115,46.591,88,47,0,15,102,1,88,7.35e-22,91.3
OANT_RS03405,BME_RS13700,50.000,114,57,0,1,114,1,114,3.64e-32,106
OANT_RS03410,BME_RS13705,34.304,309,180,5,41,342,18,310,1.88e-47,165
OANT_RS03445,BME_RS02430,21.852,270,194,6,129,389,107,368,2.10e-13,67.4
OANT_RS03450,BME_RS13320,24.268,239,177,2,9,247,12,246,5.64e-12,60.5
OANT_RS03465,BME_RS15625,44.928,69,38,0,14,82,189,257,2.08e-10,56.2
OANT_RS03480,BME_RS10315,43.636,110,61,1,3,112,2,110,5.73e-23,90.1
OANT_RS03495,BME_RS10330,38.396,823,454,14,10,795,15,821,1.91e-180,535
OANT_RS03500,BME_RS10335,27.679,224,136,6,10,218,5,217,1.62e-16,72.8
OANT_RS03510,BME_RS10340,24.490,294,202,6,4,280,6,296,2.13e-11,60.5
OANT_RS03515,BME_RS10350,34.703,219,137,3,6,220,18,234,9.49e-43,141
OANT_RS03520,BME_RS10355,27.891,294,174,8,6,277,1,278,1.53e-30,112
OANT_RS03525,BME_RS10360,38.078,281,157,3,89,365,111,378,1.84e-61,199
OANT_RS03530,BME_RS10365,45.051,293,158,2,14,303,25,317,1.69e-80,246
OANT_RS03535,BME_RS07185,93.123,887,61,0,1,887,1,887,0.0,1696
OANT_RS03540,BME_RS07180,72.963,270,67,2,1,270,1,264,2.29e-140,392
OANT_RS03545,BME_RS07175,81.250,128,22,1,1,126,1,128,3.74e-70,203
OANT_RS03555,BME_RS14575,36.145,249,140,6,69,303,94,337,2.98e-43,149
OANT_RS03560,BME_RS07170,79.771,262,53,0,1,262,1,262,8.84e-143,398
OANT_RS03565,BME_RS07165,84.333,300,47,0,1,300,1,300,0.0,527
OANT_RS03570,BME_RS07160,87.940,199,24,0,1,199,1,199,6.39e-123,342
OANT_RS03575,BME_RS07155,83.432,169,28,0,1,169,1,169,3.42e-107,300
OANT_RS03580,BME_RS07150,88.136,118,14,0,1,118,1,118,5.09e-76,217
OANT_RS03590,BME_RS07140,86.656,622,83,0,1,622,1,622,0.0,1060
OANT_RS03595,BME_RS07135,78.209,335,73,0,1,335,1,335,0.0,511
OANT_RS03600,BME_RS07130,100.000,25,0,0,1,25,1,25,2.69e-13,52.4
OANT_RS03655,BME_RS13695,33.010,103,60,2,1,94,43,145,1.52e-09,49.3
OANT_RS03660,BME_RS13700,39.423,104,63,0,1,104,1,104,2.58e-21,79.0
OANT_RS03665,BME_RS13705,30.149,335,208,7,1,332,1,312,2.51e-34,129
OANT_RS03690,BME_RS09630,89.883,257,26,0,1,257,1,257,6.81e-174,476
OANT_RS03695,BME_RS09635,81.849,292,53,0,1,292,1,292,0.0,497
OANT_RS03715,BME_RS09640,49.153,59,30,0,1,59,1,59,7.83e-15,58.5
OANT_RS03745,BME_RS10365,28.302,318,198,7,137,426,27,342,4.61e-30,117
OANT_RS03760,BME_RS07635,26.812,138,80,5,61,187,342,469,9.78e-08,49.3
OANT_RS03765,BME_RS09645,80.217,460,91,0,1,460,1,460,0.0,731
OANT_RS03770,BME_RS09650,94.828,116,6,0,1,116,1,116,2.06e-75,216
OANT_RS03775,BME_RS09655,83.509,285,47,0,2,286,6,290,0.0,505
OANT_RS03780,BME_RS09660,80.000,230,46,0,1,230,1,230,5.06e-134,375
OANT_RS03785,BME_RS09665,94.611,334,18,0,1,334,1,334,0.0,650
OANT_RS03790,BME_RS09670,82.222,180,32,0,11,190,2,181,4.54e-112,314
OANT_RS03800,BME_RS09675,85.328,259,38,0,1,259,1,259,1.68e-168,462
OANT_RS03805,BME_RS09680,93.103,145,10,0,1,145,1,145,7.52e-100,280
OANT_RS03810,BME_RS09685,93.023,172,12,0,1,172,1,172,1.26e-120,334
OANT_RS03815,BME_RS09690,95.823,407,17,0,1,407,1,407,0.0,815
OANT_RS03820,BME_RS09695,95.588,272,12,0,1,272,1,272,0.0,539
OANT_RS03825,BME_RS09705,69.551,312,93,1,1,312,1,310,1.48e-150,424
OANT_RS03830,BME_RS09710,93.838,714,43,1,1,713,1,714,0.0,1351
OANT_RS03835,BME_RS09715,95.506,89,4,0,1,89,1,89,1.72e-59,173
OANT_RS03840,BME_RS09720,92.593,324,24,0,1,324,1,324,0.0,619
OANT_RS03845,BME_RS09725,88.000,150,18,0,1,150,1,150,2.47e-87,248
OANT_RS03850,BME_RS09730,90.871,964,83,3,1,964,1,959,0.0,1675
OANT_RS03855,BME_RS09735,95.074,203,10,0,41,243,15,217,8.36e-141,390
OANT_RS03865,BME_RS09740,94.656,524,28,0,1,524,1,524,0.0,993
OANT_RS03870,BME_RS09745,90.698,215,20,0,1,215,1,215,5.47e-141,390
OANT_RS03875,BME_RS09750,88.412,233,27,0,1,233,1,233,1.47e-158,435
OANT_RS03880,BME_RS09755,94.762,420,22,0,1,420,1,420,0.0,803
OANT_RS03885,BME_RS09760,93.431,137,7,1,1,135,1,137,1.12e-87,248
OANT_RS03890,BME_RS09765,81.391,532,99,0,1,532,1,532,0.0,865
OANT_RS03895,BME_RS09770,89.607,356,35,1,1,356,1,354,0.0,600
OANT_RS03900,BME_RS09775,88.158,152,18,0,11,162,1,152,9.53e-100,280
OANT_RS03905,BME_RS09780,95.833,24,1,0,1,24,1,24,1.39e-09,55.1
OANT_RS03910,BME_RS09785,92.934,467,28,1,1,462,1,467,0.0,896
OANT_RS03915,BME_RS09790,87.594,266,33,0,1,266,1,266,2.77e-172,473
OANT_RS03920,BME_RS09795,90.854,164,15,0,1,164,1,164,1.17e-110,309
OANT_RS03925,BME_RS09800,75.983,229,55,0,1,229,1,229,2.21e-124,348
OANT_RS03930,BME_RS09805,95.152,165,8,0,1,165,1,165,2.15e-106,298
OANT_RS03935,BME_RS09810,87.770,417,51,0,1,417,1,417,0.0,766
OANT_RS03940,BME_RS09815,91.566,83,7,0,1,83,3,85,3.98e-47,142
OANT_RS03945,BME_RS09820,74.468,329,67,6,1,315,15,340,5.18e-163,454
OANT_RS03960,BME_RS09825,96.053,228,9,0,1,228,1,228,5.53e-160,438
OANT_RS03965,BME_RS09830,98.333,240,4,0,1,240,1,240,7.14e-177,482
OANT_RS03970,BME_RS09835,93.773,273,17,0,1,273,1,273,0.0,538
OANT_RS03975,BME_RS09840,93.607,438,26,1,1,438,1,436,0.0,827
OANT_RS03980,BME_RS09845,92.354,497,37,1,1,497,1,496,0.0,918
OANT_RS03985,BME_RS09850,95.977,348,14,0,1,348,1,348,0.0,687
OANT_RS03990,BME_RS03600,26.163,344,242,7,35,371,33,371,7.62e-21,90.1
OANT_RS03995,BME_RS09855,80.292,137,27,0,1,137,1,137,1.28e-78,225
OANT_RS04005,BME_RS09860,94.068,118,7,0,1,118,1,118,2.35e-72,208
OANT_RS04015,BME_RS05340,34.286,105,61,4,34,135,47,146,3.43e-09,52.0
OANT_RS04025,BME_RS09865,85.437,206,30,0,1,206,1,206,3.68e-138,381
OANT_RS04045,BME_RS09870,92.157,510,40,0,1,510,1,510,0.0,917
OANT_RS04050,BME_RS09875,95.513,312,14,0,1,312,1,312,0.0,618
OANT_RS04055,BME_RS09880,86.254,291,40,0,1,291,1,291,0.0,540
OANT_RS04060,BME_RS09885,91.579,95,8,0,1,95,1,95,8.71e-62,179
OANT_RS04065,BME_RS09890,89.916,238,20,1,3,240,2,235,2.41e-151,417
OANT_RS04075,BME_RS09895,89.447,199,21,0,1,199,1,199,2.73e-135,374
OANT_RS04080,BME_RS09900,95.225,377,18,0,2,378,1,377,0.0,665
OANT_RS04085,BME_RS09910,92.936,637,44,1,1,636,1,637,0.0,1195
OANT_RS04090,BME_RS09915,84.802,329,49,1,1,329,1,328,0.0,578
OANT_RS04100,BME_RS09345,40.678,295,174,1,1,294,1,295,7.27e-70,215
OANT_RS04120,BME_RS09920,91.418,804,69,0,1,804,1,804,0.0,1465
OANT_RS04125,BME_RS09925,95.122,369,18,0,1,369,1,369,0.0,732
OANT_RS04130,BME_RS09930,76.071,280,67,0,1,280,1,280,3.56e-152,423
OANT_RS04135,BME_RS09935,97.015,134,4,0,1,134,1,134,6.47e-93,261
OANT_RS04140,BME_RS09940,98.485,66,1,0,1,66,1,66,1.06e-42,129
OANT_RS04145,BME_RS09945,88.725,204,23,0,1,204,1,204,8.97e-136,375
OANT_RS04150,BME_RS09950,98.876,178,2,0,1,178,1,178,9.02e-129,355
OANT_RS04155,BME_RS09960,88.123,261,27,1,1,257,1,261,6.40e-171,469
OANT_RS04160,BME_RS09965,92.950,383,27,0,1,383,1,383,0.0,692
OANT_RS04165,BME_RS09975,85.263,95,13,1,50,144,1,94,8.29e-41,129
OANT_RS04170,BME_RS09980,86.561,253,34,0,1,253,1,253,1.04e-165,455
OANT_RS04175,BME_RS09985,83.810,210,34,0,1,210,1,210,3.66e-131,364
OANT_RS04180,BME_RS09990,84.332,217,34,0,1,217,1,217,2.73e-116,327
OANT_RS04185,BME_RS09995,97.044,406,12,0,1,406,1,406,0.0,815
OANT_RS04190,BME_RS10000,85.135,148,22,0,9,156,8,155,3.68e-84,241
OANT_RS04195,BME_RS10005,97.491,279,7,0,1,279,1,279,0.0,549
OANT_RS04200,BME_RS10010,94.352,301,17,0,1,301,1,301,0.0,586
OANT_RS04205,BME_RS10015,91.156,441,39,0,1,441,1,441,0.0,819
OANT_RS04220,BME_RS10020,98.131,107,2,0,1,107,1,107,1.60e-74,213
OANT_RS04225,BME_RS10025,84.576,1180,182,0,1,1180,1,1180,0.0,2031
OANT_RS04230,BME_RS10030,86.852,1042,137,0,1,1042,1,1042,0.0,1757
OANT_RS04235,BME_RS10035,78.601,243,48,1,1,243,1,239,9.87e-136,378
OANT_RS04240,BME_RS10040,82.341,504,88,1,1,504,1,503,0.0,840
OANT_RS04245,BME_RS10045,84.679,842,124,2,17,858,1,837,0.0,1408
OANT_RS04250,BME_RS10050,97.425,466,12,0,1,466,1,466,0.0,945
OANT_RS04255,BME_RS03965,27.650,217,145,7,16,225,20,231,2.70e-16,73.6
OANT_RS04260,BME_RS10055,91.262,103,9,0,1,103,1,103,1.80e-68,197
OANT_RS04265,BME_RS10060,93.233,133,9,0,1,133,1,133,1.32e-89,253
OANT_RS04270,BME_RS10065,77.358,159,36,0,1,159,1,159,9.83e-83,238
OANT_RS04275,BME_RS10070,90.894,604,51,1,1,604,1,600,0.0,1088
OANT_RS04280,BME_RS10075,99.163,239,2,0,1,239,1,239,5.37e-177,482
OANT_RS04285,BME_RS10080,96.130,491,19,0,1,491,1,491,0.0,990
OANT_RS04290,BME_RS10090,89.655,145,15,0,1,145,1,145,2.77e-80,230
OANT_RS04300,BME_RS10095,92.857,322,23,0,1,322,1,322,0.0,618
OANT_RS04305,BME_RS10100,78.302,106,23,0,1,106,1,106,5.87e-55,163
OANT_RS04310,BME_RS10105,95.785,261,11,0,1,261,1,261,5.83e-176,481
OANT_RS04315,BME_RS10110,93.416,243,16,0,1,243,1,243,2.44e-166,456
OANT_RS04320,BME_RS10115,88.889,216,24,0,1,216,1,216,1.31e-146,404
OANT_RS04325,BME_RS10120,67.222,180,48,2,1,180,1,169,4.71e-81,234
OANT_RS04330,BME_RS10125,97.525,202,5,0,1,202,1,202,3.64e-147,404
OANT_RS04335,BME_RS10130,95.109,184,9,0,1,184,1,184,5.36e-129,356
OANT_RS04345,BME_RS10135,94.009,434,26,0,1,434,1,434,0.0,830
OANT_RS04350,BME_RS10140,89.375,320,34,0,3,322,20,339,0.0,601
OANT_RS04355,BME_RS10145,92.000,125,10,0,1,125,1,125,1.86e-83,237
OANT_RS04360,BME_RS10150,80.337,178,35,0,13,190,3,180,5.35e-102,289
OANT_RS04365,BME_RS10155,77.135,363,83,0,1,363,5,367,0.0,576
OANT_RS04370,BME_RS10160,86.147,231,32,0,1,231,1,231,9.42e-138,382
OANT_RS04375,BME_RS10165,79.290,169,31,1,1,169,1,165,5.31e-95,269
