Abortus2308|Q.,O_anthropi|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BAB_RS17820,OANT_RS02480,85.222,203,30,0,1,203,1,203,3.89e-121,338
BAB_RS17835,OANT_RS02490,86.150,361,50,0,1,361,1,361,0.0,650
BAB_RS17840,OANT_RS02500,85.217,115,17,0,1,115,1,115,2.70e-73,211
BAB_RS17845,OANT_RS02505,68.314,344,107,1,1,342,1,344,6.09e-174,484
BAB_RS17850,OANT_RS02530,82.908,392,65,1,1,392,1,390,0.0,603
BAB_RS17855,OANT_RS02535,82.238,411,73,0,1,411,1,411,0.0,700
BAB_RS17860,OANT_RS02540,77.246,334,71,2,1,332,1,331,0.0,541
BAB_RS17865,OANT_RS02545,84.932,219,33,0,1,219,1,219,1.84e-136,379
BAB_RS17870,OANT_RS02550,93.996,483,29,0,1,483,1,483,0.0,904
BAB_RS17875,OANT_RS02575,89.498,438,45,1,1,438,1,437,0.0,803
BAB_RS17880,OANT_RS02605,87.879,429,52,0,1,429,1,429,0.0,792
BAB_RS17885,OANT_RS02610,86.364,132,18,0,1,132,1,132,1.27e-80,230
BAB_RS17890,OANT_RS02615,95.181,249,12,0,1,249,1,249,1.70e-170,467
BAB_RS17895,OANT_RS02620,100.000,75,0,0,1,75,1,75,1.32e-47,142
BAB_RS17900,OANT_RS02625,91.220,205,18,0,1,205,1,205,1.49e-134,373
BAB_RS17905,OANT_RS02630,86.792,159,21,0,1,159,1,159,5.30e-97,274
BAB_RS17910,OANT_RS02645,88.532,218,25,0,1,218,1,218,8.86e-136,377
BAB_RS17915,OANT_RS02650,92.051,390,31,0,1,390,1,390,0.0,748
BAB_RS17920,OANT_RS02655,68.072,166,53,0,1,166,1,166,6.59e-69,204
BAB_RS17925,OANT_RS06990,77.108,83,14,2,1,78,1,83,7.71e-28,93.6
BAB_RS17930,OANT_RS02660,89.610,77,6,1,1,75,1,77,4.00e-37,116
BAB_RS17935,OANT_RS02670,69.831,295,87,1,6,298,12,306,7.17e-138,389
BAB_RS17940,OANT_RS02675,95.082,61,3,0,1,61,1,61,6.24e-40,122
BAB_RS17945,OANT_RS02685,84.478,393,60,1,1,392,1,393,0.0,650
BAB_RS17950,OANT_RS02695,81.176,255,48,0,6,260,10,264,4.80e-141,394
BAB_RS17955,OANT_RS02700,93.151,73,5,0,1,73,1,73,2.26e-45,137
BAB_RS17960,OANT_RS02705,95.562,338,15,0,1,338,1,338,0.0,654
BAB_RS17965,OANT_RS02710,86.312,621,85,0,1,621,1,621,0.0,1074
BAB_RS17970,OANT_RS02715,94.855,311,13,1,1,308,1,311,0.0,621
BAB_RS17980,OANT_RS02720,91.892,777,50,1,1,777,1,764,0.0,1411
BAB_RS17985,OANT_RS02730,83.282,323,54,0,1,323,1,323,0.0,538
BAB_RS17990,OANT_RS02735,95.106,470,23,0,1,470,1,470,0.0,928
BAB_RS18005,OANT_RS02740,94.149,188,11,0,1,188,1,188,1.43e-120,336
BAB_RS18010,OANT_RS02745,86.400,250,33,1,1,250,1,249,2.73e-157,434
BAB_RS18015,OANT_RS02750,92.399,592,45,0,1,592,1,592,0.0,1086
BAB_RS18020,OANT_RS04900,35.864,382,241,4,1,379,1,381,5.88e-62,201
BAB_RS18025,OANT_RS02755,91.726,423,35,0,1,423,1,423,0.0,796
BAB_RS18030,OANT_RS02760,89.489,333,35,0,1,333,1,333,0.0,581
BAB_RS18035,OANT_RS02765,91.626,203,17,0,1,203,1,203,3.12e-141,389
BAB_RS18040,OANT_RS02775,86.441,118,16,0,1,118,1,118,7.17e-76,217
BAB_RS18045,OANT_RS02780,86.751,317,37,3,1,312,1,317,4.67e-166,461
BAB_RS18050,OANT_RS02785,97.794,272,6,0,1,272,1,272,0.0,546
BAB_RS18055,OANT_RS02790,94.388,196,11,0,1,196,1,196,1.19e-141,390
BAB_RS18060,OANT_RS08720,75.758,66,16,0,1,66,1,66,3.66e-34,108
BAB_RS18075,OANT_RS15760,34.685,222,137,5,6,221,30,249,2.08e-32,115
BAB_RS18080,OANT_RS02800,86.747,83,11,0,1,83,1,83,1.41e-49,148
BAB_RS18085,OANT_RS02805,93.956,364,22,0,1,364,1,364,0.0,692
BAB_RS18090,OANT_RS02810,92.453,371,28,0,1,371,1,371,0.0,712
BAB_RS18095,OANT_RS02815,87.342,316,40,0,1,316,1,316,0.0,579
BAB_RS18100,OANT_RS02820,100.000,84,0,0,1,84,1,84,1.68e-57,168
BAB_RS18105,OANT_RS02825,81.977,172,31,0,1,172,1,172,5.80e-102,288
BAB_RS18110,OANT_RS02830,72.414,87,23,1,1,86,1,87,3.04e-37,117
BAB_RS18115,OANT_RS02835,84.946,186,25,2,1,183,1,186,5.64e-72,213
BAB_RS18120,OANT_RS02840,87.171,304,39,0,12,315,3,306,0.0,543
BAB_RS18125,OANT_RS02845,93.313,643,38,1,1,643,1,638,0.0,1220
BAB_RS18130,OANT_RS02850,84.585,253,39,0,1,253,1,253,2.50e-160,442
BAB_RS18135,OANT_RS02855,91.019,412,37,0,1,412,1,412,0.0,766
BAB_RS18140,OANT_RS02865,85.000,200,30,0,1,200,1,200,1.48e-130,362
BAB_RS18145,OANT_RS02870,71.074,121,29,1,1,121,1,115,3.19e-60,178
BAB_RS18150,OANT_RS02875,60.185,432,136,6,1,402,1,426,1.78e-166,471
BAB_RS18155,OANT_RS02885,90.287,628,61,0,1,628,1,628,0.0,1176
BAB_RS18160,OANT_RS02890,94.828,232,12,0,20,251,1,232,5.17e-163,447
BAB_RS18165,OANT_RS02895,92.086,278,22,0,1,278,1,278,0.0,515
BAB_RS18170,OANT_RS02905,92.276,246,19,0,1,246,1,246,1.52e-173,474
BAB_RS18175,OANT_RS02910,95.363,496,23,0,1,496,1,496,0.0,981
BAB_RS18180,OANT_RS02915,85.938,192,26,1,1,192,1,191,2.08e-104,295
BAB_RS18185,OANT_RS02920,95.717,467,16,1,1,467,1,463,0.0,904
BAB_RS18190,OANT_RS02925,96.407,501,18,0,1,501,1,501,0.0,994
BAB_RS18195,OANT_RS02935,92.019,426,34,0,1,426,1,426,0.0,837
BAB_RS18200,OANT_RS02940,95.238,189,9,0,1,189,1,189,1.63e-132,366
BAB_RS18205,OANT_RS02945,81.734,323,54,1,1,318,1,323,1.24e-173,481
BAB_RS18210,OANT_RS02950,98.780,82,1,0,1,82,1,82,1.55e-56,166
BAB_RS18215,OANT_RS02955,97.143,105,3,0,1,105,1,105,4.15e-72,210
BAB_RS18220,OANT_RS02960,91.720,314,26,0,1,314,1,314,0.0,577
BAB_RS18225,OANT_RS02965,95.510,245,11,0,1,245,1,245,1.58e-175,479
BAB_RS18230,OANT_RS02970,100.000,78,0,0,1,78,1,78,8.57e-50,148
BAB_RS18235,OANT_RS02975,94.272,419,24,0,1,419,1,419,0.0,732
BAB_RS18240,OANT_RS02980,83.495,412,59,2,1,412,1,403,0.0,677
BAB_RS18245,OANT_RS02985,84.281,299,47,0,1,299,1,299,0.0,516
BAB_RS18250,OANT_RS02990,96.347,219,8,0,1,219,1,219,8.93e-157,430
BAB_RS18255,OANT_RS03010,94.681,470,25,0,1,470,1,470,0.0,917
BAB_RS18260,OANT_RS03015,83.173,208,31,1,1,208,1,204,1.26e-118,332
BAB_RS18265,OANT_RS03020,89.831,295,29,1,1,295,1,294,0.0,525
BAB_RS18270,OANT_RS03025,96.739,552,18,0,1,552,1,552,0.0,1077
BAB_RS18275,OANT_RS03030,87.742,310,35,1,1,307,6,315,0.0,548
BAB_RS18280,OANT_RS03040,65.217,184,59,2,1,179,1,184,1.96e-78,230
BAB_RS18290,OANT_RS03045,96.918,292,9,0,1,292,1,292,0.0,574
BAB_RS18295,OANT_RS03050,83.333,78,11,1,1,78,1,76,8.95e-43,134
BAB_RS18300,OANT_RS03055,82.000,250,41,2,1,247,1,249,1.56e-150,417
BAB_RS18305,OANT_RS03060,93.714,350,18,1,1,346,1,350,0.0,669
BAB_RS18310,OANT_RS03065,90.798,326,30,0,1,326,1,326,0.0,614
BAB_RS18315,OANT_RS03070,91.558,154,13,0,1,154,1,154,1.66e-104,293
BAB_RS18320,OANT_RS03075,87.578,161,20,0,1,161,1,161,2.54e-103,290
BAB_RS18325,OANT_RS03080,63.158,266,98,0,1,266,1,266,4.72e-126,356
BAB_RS18330,OANT_RS03095,90.500,200,19,0,1,200,1,200,1.24e-136,377
BAB_RS18335,OANT_RS03100,95.322,962,45,0,3,964,3,964,0.0,1871
BAB_RS18340,OANT_RS03105,87.379,206,26,0,1,206,1,206,1.27e-137,380
BAB_RS18345,OANT_RS03110,94.186,430,25,0,1,430,1,430,0.0,837
BAB_RS18350,OANT_RS03115,92.657,463,34,0,1,463,1,463,0.0,887
BAB_RS18355,OANT_RS03120,77.551,196,40,1,1,192,1,196,4.76e-115,322
BAB_RS18360,OANT_RS03100,33.740,246,157,4,281,523,714,956,1.56e-37,145
BAB_RS18365,OANT_RS03130,81.967,61,11,0,1,61,1,61,5.61e-34,107
BAB_RS18370,OANT_RS03135,90.789,228,21,0,1,228,1,228,6.36e-154,424
BAB_RS18375,OANT_RS03140,86.577,596,52,2,1,568,1,596,0.0,978
BAB_RS18380,OANT_RS03145,95.756,377,16,0,1,377,1,377,0.0,762
BAB_RS18385,OANT_RS03150,83.744,203,33,0,3,205,2,204,6.62e-131,363
BAB_RS18390,OANT_RS03155,80.392,357,70,0,2,358,8,364,0.0,577
BAB_RS18395,OANT_RS03175,80.571,175,34,0,1,175,1,175,1.04e-103,292
BAB_RS18400,OANT_RS03180,84.332,217,34,0,1,217,1,217,7.61e-127,354
BAB_RS18405,OANT_RS03185,88.358,1151,134,0,1,1151,1,1151,0.0,1865
BAB_RS18410,OANT_RS16690,42.537,268,153,1,5,271,31,298,3.86e-62,197
BAB_RS18420,OANT_RS03535,93.348,887,59,0,1,887,1,887,0.0,1718
BAB_RS18425,OANT_RS03540,72.593,270,68,2,1,264,1,270,9.28e-139,389
BAB_RS18430,OANT_RS03545,82.178,101,16,1,1,101,1,99,2.50e-53,160
BAB_RS18435,OANT_RS03560,80.153,262,52,0,1,262,1,262,1.23e-154,428
BAB_RS18440,OANT_RS03565,84.333,300,47,0,1,300,1,300,0.0,526
BAB_RS18445,OANT_RS03570,87.940,199,24,0,1,199,1,199,1.10e-122,342
BAB_RS18450,OANT_RS03575,83.432,169,28,0,1,169,1,169,3.63e-107,300
BAB_RS18455,OANT_RS03580,88.136,118,14,0,1,118,1,118,8.00e-76,217
BAB_RS18465,OANT_RS03590,86.656,622,83,0,1,622,1,622,0.0,1113
BAB_RS18470,OANT_RS03595,78.209,335,73,0,1,335,1,335,0.0,507
BAB_RS18475,OANT_RS03600,100.000,25,0,0,1,25,1,25,4.23e-13,52.4
BAB_RS18505,OANT_RS06945,28.800,250,142,9,19,244,10,247,3.24e-14,68.2
BAB_RS18515,OANT_RS14215,38.956,249,140,3,6,247,4,247,2.35e-58,183
BAB_RS18520,OANT_RS14220,26.141,241,174,4,21,260,46,283,3.08e-24,95.9
BAB_RS18525,OANT_RS08160,28.363,342,227,7,31,359,33,369,2.05e-42,149
BAB_RS18530,OANT_RS17455,64.426,357,122,1,2,358,3,354,2.65e-173,483
BAB_RS18535,OANT_RS26090,38.068,176,101,5,8,179,7,178,4.02e-27,100
BAB_RS18550,OANT_RS25925,41.667,108,61,1,8,113,2,109,2.81e-23,88.2
BAB_RS18565,OANT_RS17470,25.792,221,162,2,117,336,131,350,7.84e-12,63.2
BAB_RS18580,OANT_RS24225,28.866,97,69,0,76,172,305,401,1.79e-08,50.1
BAB_RS18600,OANT_RS14090,41.834,447,249,5,3,443,6,447,4.49e-110,330
BAB_RS18605,OANT_RS14085,42.292,480,259,6,4,474,1,471,1.95e-118,353
BAB_RS18615,OANT_RS02055,29.032,217,135,6,126,337,178,380,9.72e-11,59.7
BAB_RS18620,OANT_RS17625,85.910,511,68,1,1,511,1,507,0.0,877
BAB_RS18625,OANT_RS17630,93.694,333,21,0,1,333,1,333,0.0,577
BAB_RS18630,OANT_RS17635,96.250,320,12,0,1,320,1,320,0.0,622
BAB_RS18635,OANT_RS17640,95.143,350,17,0,1,350,1,350,0.0,698
BAB_RS18640,OANT_RS17645,87.692,390,23,1,1,365,1,390,0.0,694
BAB_RS18645,OANT_RS17650,94.943,435,22,0,1,435,1,435,0.0,869
BAB_RS18650,OANT_RS17655,85.062,482,72,0,1,482,1,482,0.0,844
BAB_RS18655,OANT_RS17660,85.714,343,49,0,1,343,1,343,0.0,593
BAB_RS18660,OANT_RS14315,59.868,152,58,1,1,152,185,333,1.11e-56,179
BAB_RS18665,OANT_RS14315,46.763,139,73,1,4,141,3,141,1.19e-38,132
BAB_RS18670,OANT_RS14055,94.456,487,27,0,1,487,1,487,0.0,915
BAB_RS18675,OANT_RS14050,95.338,429,20,0,1,429,1,429,0.0,857
BAB_RS18680,OANT_RS14045,91.192,193,17,0,1,193,1,193,2.19e-128,356
BAB_RS18690,OANT_RS14040,85.161,155,23,0,1,155,1,155,1.90e-97,275
BAB_RS18695,OANT_RS14035,86.047,129,18,0,1,129,1,129,7.59e-80,228
BAB_RS18700,OANT_RS14030,84.211,76,12,0,1,76,1,76,1.52e-43,132
BAB_RS18705,OANT_RS14025,88.485,330,38,0,1,330,1,330,0.0,608
BAB_RS18725,OANT_RS13975,90.833,120,11,0,1,120,1,120,1.82e-65,191
BAB_RS18730,OANT_RS13990,92.843,503,36,0,1,503,1,503,0.0,918
BAB_RS18735,OANT_RS14000,92.017,238,19,0,1,238,1,238,2.78e-154,425
BAB_RS18745,OANT_RS14005,90.783,217,20,0,1,217,1,217,1.55e-146,404
BAB_RS18750,OANT_RS14010,91.414,198,17,0,1,198,1,198,6.40e-137,378
BAB_RS18755,OANT_RS13965,77.670,103,23,0,9,111,10,112,1.07e-57,171
BAB_RS18760,OANT_RS13960,89.943,696,70,0,1,696,1,696,0.0,1308
BAB_RS18765,OANT_RS13955,95.775,142,6,0,1,142,1,142,2.73e-101,283
BAB_RS18770,OANT_RS13950,62.791,86,32,0,2,87,1,86,1.09e-32,107
BAB_RS18775,OANT_RS13945,69.536,151,43,1,1,151,1,148,2.53e-72,211
BAB_RS18780,OANT_RS13940,68.939,264,81,1,1,264,1,263,4.63e-126,356
BAB_RS18785,OANT_RS13935,82.033,423,76,0,1,423,8,430,0.0,654
BAB_RS18790,OANT_RS13930,94.326,141,8,0,1,141,1,141,4.22e-98,275
BAB_RS18795,OANT_RS13925,67.586,145,47,0,1,145,1,145,1.94e-67,198
BAB_RS18800,OANT_RS13920,76.384,614,140,1,1,609,1,614,0.0,944
BAB_RS18805,OANT_RS13915,77.439,328,68,3,1,322,1,328,4.54e-180,498
BAB_RS18810,OANT_RS13910,85.965,114,16,0,1,114,1,114,3.33e-69,200
BAB_RS18815,OANT_RS13905,78.035,346,74,1,13,358,1,344,0.0,542
BAB_RS18820,OANT_RS13900,78.889,180,38,0,1,180,1,180,4.67e-111,311
BAB_RS18825,OANT_RS13895,77.073,205,40,2,1,203,1,200,1.89e-112,317
BAB_RS18830,OANT_RS13890,90.746,724,67,0,1,724,1,724,0.0,1343
BAB_RS18845,OANT_RS01285,28.363,342,201,12,63,383,56,374,1.91e-17,80.9
BAB_RS18850,OANT_RS13880,67.797,118,38,0,3,120,3,120,3.40e-56,168
BAB_RS18875,OANT_RS01310,27.586,116,82,2,8,122,7,121,2.61e-10,52.0
BAB_RS18930,OANT_RS13875,84.694,98,15,0,1,98,1,98,1.86e-56,167
BAB_RS18935,OANT_RS13870,92.208,231,15,2,1,229,1,230,2.40e-154,425
BAB_RS18940,OANT_RS13865,86.927,436,57,0,1,436,1,436,0.0,771
BAB_RS18945,OANT_RS13860,80.921,152,25,2,1,150,1,150,1.95e-79,229
BAB_RS18950,OANT_RS13855,77.045,379,87,0,1,379,1,379,0.0,546
BAB_RS18955,OANT_RS13850,91.515,165,14,0,1,165,1,165,1.10e-107,301
BAB_RS18960,OANT_RS13845,91.403,663,57,0,1,663,1,663,0.0,1199
BAB_RS18965,OANT_RS13840,74.684,158,40,0,1,158,1,158,1.44e-79,230
BAB_RS18970,OANT_RS13835,86.513,519,63,4,1,512,1,519,0.0,879
BAB_RS18975,OANT_RS13830,95.319,235,11,0,1,235,1,235,3.48e-165,452
BAB_RS18980,OANT_RS13825,87.768,466,57,0,2,467,1,466,0.0,818
BAB_RS18985,OANT_RS13820,83.555,979,161,0,1,979,1,979,0.0,1673
BAB_RS18990,OANT_RS03160,38.866,247,141,6,3,245,5,245,2.44e-46,162
BAB_RS18995,OANT_RS13815,90.051,784,77,1,1,783,1,784,0.0,1444
BAB_RS19000,OANT_RS13810,83.126,883,149,0,1,883,1,883,0.0,1546
BAB_RS19005,OANT_RS13805,89.342,319,34,0,1,319,1,319,0.0,551
BAB_RS19010,OANT_RS13800,90.647,417,39,0,1,417,1,417,0.0,772
BAB_RS19015,OANT_RS13795,83.681,288,42,2,1,288,1,283,7.54e-163,451
BAB_RS19020,OANT_RS13790,92.254,568,39,1,1,563,1,568,0.0,1066
BAB_RS19025,OANT_RS13785,42.900,331,177,3,1,319,1,331,1.23e-85,258
BAB_RS19030,OANT_RS13780,92.200,500,39,0,1,500,1,500,0.0,970
BAB_RS19045,OANT_RS13775,86.864,236,30,1,1,236,1,235,4.91e-157,432
BAB_RS19050,OANT_RS13770,89.565,115,12,0,1,115,1,115,9.21e-64,186
BAB_RS19060,OANT_RS13765,83.529,85,14,0,1,85,1,85,7.79e-50,149
BAB_RS19065,OANT_RS13760,88.018,217,26,0,40,256,1,217,3.08e-138,385
BAB_RS19070,OANT_RS13750,80.749,187,30,2,30,216,94,274,2.93e-101,291
BAB_RS19075,OANT_RS13745,74.138,116,30,0,5,120,6,121,5.03e-47,145
BAB_RS19080,OANT_RS13740,80.978,368,70,0,1,368,1,368,0.0,616
BAB_RS19085,OANT_RS13735,89.286,308,33,0,1,308,1,308,0.0,594
BAB_RS19090,OANT_RS13730,63.889,360,86,4,1,321,1,355,5.53e-135,384
BAB_RS19095,OANT_RS13725,96.667,30,1,0,1,30,1,30,2.28e-15,58.2
BAB_RS19100,OANT_RS13730,72.480,367,84,5,1,362,1,355,1.23e-171,479
BAB_RS19105,OANT_RS13715,56.190,210,92,0,1,210,1,210,1.59e-82,241
BAB_RS19115,OANT_RS13710,46.429,224,103,5,1,215,1,216,3.41e-55,172
BAB_RS19120,OANT_RS13705,83.796,685,111,0,1,685,1,685,0.0,1199
BAB_RS19125,OANT_RS13700,94.539,293,16,0,1,293,1,293,0.0,578
BAB_RS19130,OANT_RS13695,94.304,158,9,0,1,158,1,158,2.88e-111,310
BAB_RS19135,OANT_RS13690,86.574,216,29,0,1,216,1,216,1.10e-144,399
BAB_RS19140,OANT_RS13685,96.859,191,6,0,1,191,1,191,3.76e-137,378
BAB_RS19145,OANT_RS13680,91.045,134,11,1,1,133,1,134,1.02e-84,241
BAB_RS19150,OANT_RS13675,96.800,750,22,2,1,750,1,748,0.0,1490
BAB_RS19155,OANT_RS13670,97.396,192,5,0,1,192,1,192,7.03e-137,377
BAB_RS19160,OANT_RS13665,83.665,251,39,1,1,251,1,249,5.23e-151,418
BAB_RS19165,OANT_RS13660,79.730,444,90,0,1,444,1,444,0.0,747
BAB_RS19170,OANT_RS13655,92.060,403,32,0,1,403,1,403,0.0,752
BAB_RS19175,OANT_RS13645,87.365,277,35,0,1,277,11,287,0.0,504
BAB_RS19180,OANT_RS13640,89.474,190,20,0,1,190,1,190,5.16e-116,325
BAB_RS19185,OANT_RS13635,92.366,131,10,0,1,131,1,131,5.06e-89,253
BAB_RS19190,OANT_RS13630,93.462,260,17,0,1,260,1,260,0.0,497
BAB_RS19195,OANT_RS13625,89.744,234,24,0,1,234,1,234,1.70e-158,436
BAB_RS19200,OANT_RS13620,92.926,311,22,0,1,311,1,311,0.0,599
BAB_RS19205,OANT_RS13615,89.256,242,26,0,1,242,1,242,2.82e-164,451
BAB_RS19210,OANT_RS13610,70.238,168,50,0,1,168,1,168,3.35e-84,243
BAB_RS19215,OANT_RS13605,87.745,204,25,0,1,204,1,204,2.38e-136,377
BAB_RS19220,OANT_RS13600,77.972,286,63,0,1,286,30,315,1.52e-164,456
BAB_RS19225,OANT_RS13595,94.144,444,26,0,1,444,1,444,0.0,867
BAB_RS19230,OANT_RS13575,72.470,247,64,2,10,254,1,245,5.07e-127,357
BAB_RS19235,OANT_RS13570,89.773,88,9,0,1,88,1,88,1.56e-55,164
BAB_RS19240,OANT_RS13565,85.714,112,16,0,16,127,16,127,4.82e-71,206
BAB_RS19245,OANT_RS13560,76.923,143,33,0,1,143,2,144,3.12e-81,233
BAB_RS19250,OANT_RS13555,82.625,259,45,0,1,259,1,259,6.84e-165,454
BAB_RS19255,OANT_RS15410,50.777,193,93,2,6,197,7,198,5.10e-60,184
BAB_RS19260,OANT_RS13550,58.182,55,23,0,1,55,1,55,6.35e-15,58.9
BAB_RS19265,OANT_RS13545,87.425,501,63,0,6,506,5,505,0.0,920
BAB_RS19270,OANT_RS13535,96.276,537,20,0,1,537,1,537,0.0,1066
BAB_RS19275,OANT_RS13530,86.275,306,42,0,1,306,1,306,0.0,528
BAB_RS19280,OANT_RS13525,69.284,573,155,8,1,561,1,564,0.0,763
BAB_RS19285,OANT_RS13520,92.029,276,22,0,1,276,1,276,0.0,523
BAB_RS19290,OANT_RS13515,81.471,340,63,0,1,340,1,340,0.0,553
BAB_RS19295,OANT_RS13510,85.266,319,46,1,1,318,1,319,0.0,568
BAB_RS19300,OANT_RS13505,85.480,792,102,2,1,792,1,779,0.0,1414
BAB_RS19305,OANT_RS13500,90.608,362,34,0,1,362,1,362,0.0,651
BAB_RS19310,OANT_RS13495,87.531,401,50,0,1,401,1,401,0.0,716
BAB_RS19315,OANT_RS13490,91.365,498,42,1,1,497,1,498,0.0,909
BAB_RS19320,OANT_RS13485,91.946,149,12,0,1,149,1,149,6.55e-101,283
BAB_RS19325,OANT_RS13480,87.778,180,21,1,8,187,1,179,2.62e-114,320
BAB_RS19330,OANT_RS13470,93.620,627,40,0,1,627,1,627,0.0,1205
BAB_RS19335,OANT_RS13465,77.647,170,38,0,1,170,1,170,3.56e-100,283
BAB_RS19340,OANT_RS13460,95.714,140,6,0,1,140,1,140,4.23e-97,273
BAB_RS19345,OANT_RS13455,79.468,263,54,0,1,263,1,263,9.38e-161,444
BAB_RS19350,OANT_RS13450,77.124,153,35,0,6,158,2,154,3.14e-83,239
BAB_RS19355,OANT_RS13445,78.824,85,18,0,1,85,1,85,8.67e-47,141
BAB_RS19360,OANT_RS13440,94.330,194,11,0,1,194,1,194,1.81e-126,351
BAB_RS19365,OANT_RS13435,91.356,671,54,3,22,690,1,669,0.0,1235
BAB_RS19370,OANT_RS13430,78.148,270,57,1,5,272,2,271,2.99e-160,443
BAB_RS19375,OANT_RS13425,89.202,213,23,0,1,213,1,213,3.57e-144,398
BAB_RS19380,OANT_RS13410,93.467,199,13,0,1,199,1,199,3.34e-141,389
BAB_RS19385,OANT_RS13405,75.983,229,51,1,1,229,1,225,1.42e-125,352
BAB_RS19390,OANT_RS13400,80.128,156,30,1,1,156,1,155,5.65e-93,263
BAB_RS19395,OANT_RS13395,87.586,290,36,0,1,290,1,290,0.0,533
BAB_RS19400,OANT_RS13390,88.612,281,32,0,1,281,1,281,7.75e-180,493
BAB_RS19405,OANT_RS13385,89.601,702,73,0,1,702,1,702,0.0,1324
BAB_RS19410,OANT_RS13380,85.057,174,26,0,1,174,1,174,4.06e-107,301
BAB_RS19415,OANT_RS13375,84.390,205,32,0,1,205,1,205,1.98e-115,324
BAB_RS19420,OANT_RS13370,92.011,363,25,1,1,359,1,363,0.0,666
BAB_RS19425,OANT_RS13365,89.267,382,41,0,1,382,1,382,0.0,662
BAB_RS19430,OANT_RS13355,78.169,284,62,0,1,284,1,284,1.51e-155,432
BAB_RS19435,OANT_RS13350,63.214,280,80,6,1,261,1,276,5.75e-111,318
BAB_RS19440,OANT_RS17380,91.453,234,20,0,1,234,1,234,1.25e-154,426
BAB_RS19450,OANT_RS05570,28.746,574,331,19,18,540,8,554,4.79e-40,150
BAB_RS19455,OANT_RS13340,100.000,25,0,0,1,25,1,25,2.37e-12,50.4
BAB_RS19460,OANT_RS13335,87.129,101,13,0,1,101,1,101,4.01e-64,186
BAB_RS19465,OANT_RS13330,84.000,25,4,0,1,25,1,25,4.78e-09,42.0
BAB_RS19545,OANT_RS13305,72.093,129,35,1,13,140,13,141,1.85e-50,157
BAB_RS19550,OANT_RS13300,86.585,82,11,0,1,82,1,82,6.42e-23,81.3
BAB_RS19560,OANT_RS13280,85.861,389,55,0,1,389,1,389,0.0,704
BAB_RS19565,OANT_RS13275,70.980,255,74,0,1,255,1,255,3.73e-125,353
BAB_RS19570,OANT_RS13265,95.775,71,3,0,1,71,1,71,3.53e-43,139
BAB_RS19575,OANT_RS13265,95.113,266,13,0,1,266,78,343,0.0,533
BAB_RS19590,OANT_RS13255,89.362,47,5,0,1,47,1,47,1.08e-21,92.8
BAB_RS19595,OANT_RS13250,95.539,269,12,0,1,269,1,269,0.0,540
BAB_RS19600,OANT_RS13210,80.506,395,77,0,1,395,7,401,0.0,628
BAB_RS19605,OANT_RS13205,95.238,84,4,0,1,84,1,84,1.16e-58,171
BAB_RS19610,OANT_RS13200,93.298,746,47,2,1,746,1,743,0.0,1416
BAB_RS19615,OANT_RS13195,92.773,512,37,0,1,512,1,512,0.0,949
BAB_RS19620,OANT_RS13190,94.805,385,20,0,1,385,1,385,0.0,742
BAB_RS19625,OANT_RS13185,96.975,595,18,0,1,595,1,595,0.0,1196
BAB_RS19630,OANT_RS13180,76.382,398,94,0,1,398,1,398,0.0,612
BAB_RS19635,OANT_RS13175,96.364,770,28,0,1,770,1,770,0.0,1523
BAB_RS19640,OANT_RS13165,94.779,249,13,0,1,249,1,249,0.0,503
BAB_RS19645,OANT_RS13160,94.231,156,9,0,1,156,1,156,7.72e-107,298
BAB_RS19650,OANT_RS13155,93.895,344,21,0,1,344,1,344,0.0,668
BAB_RS19655,OANT_RS13150,90.258,349,34,0,1,349,1,349,0.0,660
BAB_RS19660,OANT_RS13145,83.333,144,24,0,1,144,1,144,5.79e-88,250
BAB_RS19665,OANT_RS13135,92.398,171,13,0,1,171,1,171,3.07e-106,298
BAB_RS19670,OANT_RS13130,89.838,433,44,0,1,433,1,433,0.0,818
BAB_RS19675,OANT_RS13125,97.494,439,10,1,1,438,1,439,0.0,876
BAB_RS19680,OANT_RS13115,94.937,158,8,0,1,158,1,158,2.46e-108,303
BAB_RS19685,OANT_RS13110,85.791,373,53,0,1,373,1,373,0.0,614
BAB_RS19690,OANT_RS13105,96.535,202,7,0,1,202,1,202,4.18e-145,399
BAB_RS19695,OANT_RS13100,95.395,152,7,0,1,152,1,152,4.04e-104,291
BAB_RS19700,OANT_RS13095,94.048,168,10,0,1,168,1,168,6.16e-116,323
BAB_RS19705,OANT_RS13090,96.657,718,24,0,1,718,1,718,0.0,1372
BAB_RS19710,OANT_RS13085,91.228,171,11,1,1,167,1,171,2.66e-112,313
BAB_RS19715,OANT_RS13080,88.587,184,21,0,1,184,1,184,1.61e-108,305
BAB_RS19720,OANT_RS13075,87.568,185,23,0,1,185,1,185,1.01e-120,336
BAB_RS19725,OANT_RS13070,95.930,344,14,0,1,344,1,344,0.0,674
BAB_RS19730,OANT_RS13065,94.118,323,19,0,1,323,1,323,0.0,608
BAB_RS19735,OANT_RS13060,96.262,107,4,0,1,107,1,107,5.37e-74,212
BAB_RS19740,OANT_RS13055,97.207,179,5,0,1,179,1,179,1.50e-128,355
BAB_RS19745,OANT_RS13050,85.714,105,15,0,1,105,1,105,1.25e-58,173
