Melitensis16M|Q.,O_anthropi|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BME_RS01755,OANT_RS06465,87.936,373,45,0,9,381,14,386,0.0,661
BME_RS01760,OANT_RS06465,89.113,248,27,0,19,266,409,656,2.41e-147,424
BME_RS01765,OANT_RS06460,59.916,237,95,0,20,256,22,258,1.33e-107,309
BME_RS01770,OANT_RS06455,57.846,325,95,2,1,283,1,325,1.07e-87,261
BME_RS01775,OANT_RS06450,86.391,169,18,1,1,164,1,169,1.05e-98,279
BME_RS01780,OANT_RS06445,75.931,349,47,3,5,319,5,350,6.15e-173,480
BME_RS01800,OANT_RS06435,82.906,117,20,0,1,117,1,117,1.83e-67,196
BME_RS01805,OANT_RS06430,74.468,141,36,0,1,141,1,141,3.73e-43,137
BME_RS01810,OANT_RS06425,76.724,464,104,1,1,464,1,460,0.0,672
BME_RS01815,OANT_RS06420,91.053,190,17,0,1,190,1,190,7.77e-129,357
BME_RS01820,OANT_RS06415,80.000,75,15,0,1,75,1,75,2.20e-42,129
BME_RS01825,OANT_RS06410,89.394,264,28,0,1,264,1,264,4.75e-176,483
BME_RS01830,OANT_RS25515,96.296,54,2,0,1,54,1,54,3.93e-27,89.7
BME_RS01835,OANT_RS06400,82.143,336,59,1,1,335,1,336,0.0,550
BME_RS01840,OANT_RS06395,90.071,141,14,0,1,141,1,141,2.09e-92,261
BME_RS01845,OANT_RS06375,100.000,25,0,0,1,25,1,25,2.08e-11,48.1
BME_RS01850,OANT_RS06370,87.421,159,19,1,1,158,1,159,6.41e-97,274
BME_RS01855,OANT_RS06365,92.515,334,25,0,14,347,1,334,0.0,639
BME_RS01860,OANT_RS06360,95.364,302,14,0,1,302,1,302,0.0,571
BME_RS01865,OANT_RS06520,90.854,164,15,0,1,164,1,164,1.72e-112,313
BME_RS01870,OANT_RS06525,94.207,725,42,0,1,725,1,725,0.0,1429
BME_RS01875,OANT_RS06530,86.942,291,38,0,1,291,1,291,0.0,524
BME_RS01880,OANT_RS06535,92.056,214,17,0,1,214,1,214,3.95e-141,390
BME_RS01885,OANT_RS06540,94.737,190,10,0,1,190,1,190,2.76e-139,384
BME_RS01890,OANT_RS06545,80.702,171,32,1,3,172,4,174,9.63e-102,287
BME_RS01895,OANT_RS06550,93.333,195,13,0,1,195,1,195,8.08e-129,357
BME_RS01900,OANT_RS06555,95.238,483,23,0,1,483,1,483,0.0,908
BME_RS01905,OANT_RS06560,82.156,269,48,0,5,273,3,271,8.38e-165,455
BME_RS01910,OANT_RS21525,98.423,317,5,0,1,317,1,317,0.0,581
BME_RS01915,OANT_RS21520,100.000,25,0,0,1,25,1,25,7.05e-11,46.6
BME_RS01920,OANT_RS21515,96.000,25,1,0,1,25,1,25,2.37e-12,50.4
BME_RS01925,OANT_RS21510,85.075,67,9,1,1,66,1,67,1.46e-24,107
BME_RS01930,OANT_RS21505,92.105,38,3,0,1,38,1,38,4.24e-18,65.9
BME_RS01935,OANT_RS21500,100.000,25,0,0,1,25,1,25,1.14e-11,48.5
BME_RS01940,OANT_RS07210,45.833,48,26,0,2,49,3,50,1.91e-08,53.9
BME_RS01955,OANT_RS20965,91.966,473,38,0,1,473,20,492,0.0,898
BME_RS01960,OANT_RS20970,96.386,332,12,0,1,332,1,332,0.0,622
BME_RS01965,OANT_RS20975,96.353,329,12,0,1,329,1,329,0.0,650
BME_RS01970,OANT_RS20980,93.893,131,8,0,1,131,1,131,8.14e-83,246
BME_RS01975,OANT_RS20985,94.848,330,17,0,1,330,1,330,0.0,616
BME_RS01980,OANT_RS20990,92.019,213,17,0,1,213,1,213,6.87e-131,364
BME_RS01990,OANT_RS21005,83.568,213,35,0,1,213,1,213,1.41e-130,363
BME_RS02005,OANT_RS22255,41.489,188,93,5,15,202,58,228,1.04e-39,132
BME_RS02020,OANT_RS22205,31.873,251,164,5,10,258,40,285,2.80e-31,114
BME_RS02025,OANT_RS04535,39.419,241,139,6,63,298,5,243,1.20e-40,139
BME_RS02035,OANT_RS20285,94.872,78,4,0,1,78,1,78,4.84e-53,156
BME_RS02040,OANT_RS20280,95.804,429,18,0,1,429,1,429,0.0,857
BME_RS02045,OANT_RS20275,95.349,43,2,0,1,43,1,43,9.16e-23,85.1
BME_RS02050,OANT_RS20275,95.024,422,21,0,1,422,49,470,0.0,822
BME_RS02055,OANT_RS20270,97.275,367,10,0,1,367,1,367,0.0,738
BME_RS02060,OANT_RS20265,96.588,381,13,0,1,381,1,381,0.0,766
BME_RS02065,OANT_RS20260,94.389,303,17,0,1,303,1,303,0.0,547
BME_RS02070,OANT_RS20255,98.168,273,5,0,1,273,1,273,0.0,535
BME_RS02075,OANT_RS20250,89.831,649,62,2,1,645,1,649,0.0,1139
BME_RS02080,OANT_RS20240,79.661,1062,182,7,1,1035,1,1055,0.0,1650
BME_RS02085,OANT_RS20235,100.000,25,0,0,1,25,1,25,2.66e-13,52.8
BME_RS02095,OANT_RS03160,31.455,213,135,7,3,210,7,213,4.98e-23,92.0
BME_RS02100,OANT_RS08150,100.000,25,0,0,1,25,1,25,6.98e-11,46.6
BME_RS02105,OANT_RS08155,88.328,317,37,0,1,317,1,317,0.0,568
BME_RS02110,OANT_RS08160,93.316,374,25,0,1,374,1,374,0.0,718
BME_RS02115,OANT_RS08175,94.615,130,7,0,1,130,1,130,2.93e-77,222
BME_RS02120,OANT_RS08180,99.138,232,2,0,1,232,1,232,1.95e-170,466
BME_RS02125,OANT_RS08190,96.651,209,7,0,1,209,1,209,4.01e-150,412
BME_RS02130,OANT_RS08195,95.455,198,9,0,1,198,1,198,1.05e-128,357
BME_RS02135,OANT_RS08200,74.740,289,72,1,15,303,23,310,2.41e-144,406
BME_RS02140,OANT_RS08205,92.405,79,6,0,1,79,1,79,6.11e-51,152
BME_RS02145,OANT_RS25570,98.901,91,1,0,1,91,1,91,4.72e-64,185
BME_RS02155,OANT_RS08215,96.915,389,12,0,3,391,1,389,0.0,777
BME_RS02160,OANT_RS08225,83.764,271,44,0,5,275,4,274,1.32e-159,442
BME_RS02165,OANT_RS08230,90.351,114,11,0,1,114,1,114,1.91e-73,211
BME_RS02180,OANT_RS08245,95.224,335,16,0,1,335,1,335,0.0,635
BME_RS02185,OANT_RS08250,89.073,302,33,0,1,302,1,302,0.0,525
BME_RS02190,OANT_RS08255,93.571,280,18,0,5,284,3,282,0.0,536
BME_RS02195,OANT_RS08260,96.454,282,10,0,1,282,1,282,0.0,556
BME_RS02200,OANT_RS08265,91.954,348,28,0,1,348,1,348,0.0,645
BME_RS02205,OANT_RS08270,89.928,278,28,0,1,278,1,278,1.14e-166,460
BME_RS02210,OANT_RS08275,90.683,322,30,0,1,322,1,322,0.0,603
BME_RS02215,OANT_RS08280,85.819,409,42,2,3,398,19,424,0.0,716
BME_RS02220,OANT_RS08285,83.489,321,53,0,1,321,1,321,0.0,542
BME_RS02225,OANT_RS08300,95.455,66,3,0,1,66,1,66,1.10e-33,128
BME_RS02230,OANT_RS08305,73.239,71,19,0,1,71,63,133,4.37e-33,108
BME_RS02235,OANT_RS08310,98.039,153,3,0,1,153,1,153,1.32e-109,305
BME_RS02245,OANT_RS08315,93.570,731,47,0,1,731,1,731,0.0,1414
BME_RS02250,OANT_RS08320,93.377,302,20,0,1,302,1,302,0.0,548
BME_RS02255,OANT_RS08330,93.565,575,35,1,1,575,1,573,0.0,1129
BME_RS02260,OANT_RS08340,89.000,300,33,0,1,300,1,300,0.0,563
BME_RS02265,OANT_RS08345,91.391,151,13,0,1,151,1,151,8.54e-104,290
BME_RS02270,OANT_RS08350,88.106,227,27,0,1,227,1,227,1.66e-136,379
BME_RS02275,OANT_RS08355,86.462,325,44,0,1,325,1,325,0.0,596
BME_RS02280,OANT_RS08360,91.071,168,15,0,1,168,1,168,4.13e-111,310
BME_RS02285,OANT_RS08365,90.290,690,65,1,1,688,1,690,0.0,1201
BME_RS02290,OANT_RS08370,85.893,957,127,1,1,949,1,957,0.0,1654
BME_RS02295,OANT_RS08375,88.997,309,34,0,1,309,1,309,0.0,543
BME_RS02300,OANT_RS08380,96.119,335,13,0,1,335,1,335,0.0,654
BME_RS02305,OANT_RS08385,86.425,221,30,0,1,221,1,221,2.22e-140,389
BME_RS02310,OANT_RS08390,90.821,207,19,0,1,207,1,207,1.16e-142,393
BME_RS02315,OANT_RS08395,89.130,414,45,0,5,418,1,414,0.0,726
BME_RS02320,OANT_RS08400,95.082,183,9,0,1,183,1,183,3.51e-129,362
BME_RS02325,OANT_RS08400,94.681,94,5,0,1,94,184,277,3.23e-64,192
BME_RS02330,OANT_RS08410,84.663,163,25,0,1,163,1,163,4.44e-100,282
BME_RS02335,OANT_RS08415,91.447,304,25,1,1,303,1,304,0.0,587
BME_RS02340,OANT_RS08420,84.444,90,10,1,1,86,1,90,4.77e-51,152
BME_RS02345,OANT_RS08430,81.159,345,65,0,1,345,1,345,0.0,554
BME_RS02350,OANT_RS08435,82.581,155,27,0,1,155,1,155,9.39e-94,266
BME_RS02355,OANT_RS08440,91.234,616,54,0,9,624,1,616,0.0,1106
BME_RS02360,OANT_RS08445,88.889,621,69,0,1,621,1,621,0.0,1117
BME_RS02365,OANT_RS08450,93.583,187,12,0,1,187,1,187,6.55e-127,352
BME_RS02370,OANT_RS08455,95.139,432,20,1,1,432,1,431,0.0,808
BME_RS02375,OANT_RS08460,88.814,295,33,0,1,295,1,295,0.0,515
BME_RS02380,OANT_RS08465,94.475,181,10,0,1,181,1,181,3.23e-118,329
BME_RS02385,OANT_RS08470,83.125,160,27,0,1,160,1,160,3.31e-104,292
BME_RS02390,OANT_RS08475,83.851,161,26,0,1,161,1,161,4.23e-105,295
BME_RS02395,OANT_RS08480,96.185,367,14,0,1,367,1,367,0.0,721
BME_RS02400,OANT_RS08485,94.215,242,13,1,1,241,1,242,1.36e-163,450
BME_RS02405,OANT_RS08490,96.859,191,6,0,1,191,1,191,6.08e-136,376
BME_RS02410,OANT_RS08495,94.246,504,28,1,1,503,1,504,0.0,920
BME_RS02415,OANT_RS08505,98.710,310,4,0,1,310,1,310,0.0,619
BME_RS02425,OANT_RS08510,72.350,217,27,3,1,184,1,217,3.77e-102,290
BME_RS02430,OANT_RS08515,94.517,383,21,0,1,383,1,383,0.0,765
BME_RS02435,OANT_RS08520,86.792,265,35,0,1,265,1,265,1.14e-173,476
BME_RS02440,OANT_RS08525,84.066,364,54,1,1,364,1,360,0.0,629
BME_RS02445,OANT_RS08530,93.950,281,17,0,1,281,1,281,0.0,509
BME_RS02450,OANT_RS08535,93.182,88,6,0,1,88,1,88,1.06e-52,158
BME_RS02455,OANT_RS08540,98.193,166,3,0,1,166,1,166,2.20e-120,333
BME_RS02460,OANT_RS08545,95.652,115,5,0,1,115,1,115,3.59e-80,228
BME_RS02470,OANT_RS08550,94.631,447,24,0,1,447,1,447,0.0,837
BME_RS02475,OANT_RS08555,99.574,235,1,0,1,235,1,235,1.53e-172,471
BME_RS02480,OANT_RS08560,96.364,165,6,0,1,165,1,165,8.49e-118,328
BME_RS02490,OANT_RS08575,91.398,93,8,0,1,93,1,93,5.76e-46,140
BME_RS02495,OANT_RS08580,92.202,218,17,0,1,218,1,218,8.00e-147,405
BME_RS02500,OANT_RS08585,61.538,169,44,2,1,167,1,150,1.92e-43,138
BME_RS02505,OANT_RS08590,95.775,71,3,0,1,71,1,71,1.67e-46,139
BME_RS02510,OANT_RS08595,73.239,213,57,0,1,213,1,213,3.17e-96,279
BME_RS02515,OANT_RS08605,89.612,953,74,5,1,940,1,941,0.0,1706
BME_RS02520,OANT_RS08610,83.735,166,22,1,1,161,1,166,9.43e-93,266
BME_RS02525,OANT_RS08615,76.744,129,30,0,1,129,1,129,7.63e-76,218
BME_RS02530,OANT_RS08620,82.848,309,47,3,1,303,1,309,0.0,501
BME_RS02535,OANT_RS08625,93.103,116,8,0,1,116,1,116,6.17e-77,220
BME_RS02540,OANT_RS08630,86.333,300,41,0,1,300,1,300,0.0,498
BME_RS02545,OANT_RS08635,66.282,347,113,2,1,347,1,343,1.36e-172,481
BME_RS02550,OANT_RS08640,95.541,157,7,0,1,157,1,157,1.81e-109,305
BME_RS02555,OANT_RS08645,85.185,351,52,0,4,354,6,356,0.0,610
BME_RS02560,OANT_RS08650,98.718,156,2,0,1,156,1,156,2.49e-114,318
BME_RS02565,OANT_RS08655,90.773,466,43,0,1,466,1,466,0.0,852
BME_RS02570,OANT_RS08660,94.753,324,17,0,1,324,1,324,0.0,629
BME_RS02575,OANT_RS08665,96.678,301,10,0,1,301,1,301,0.0,608
BME_RS02590,OANT_RS08700,93.000,400,28,0,1,400,1,400,0.0,781
BME_RS02595,OANT_RS11615,32.370,173,106,6,1,166,1,169,5.49e-18,75.9
BME_RS02600,OANT_RS08720,98.551,69,1,0,1,69,1,69,6.67e-47,140
BME_RS02605,OANT_RS08725,73.973,146,38,0,1,146,1,146,1.75e-77,224
BME_RS02610,OANT_RS08730,86.517,623,82,1,1,621,1,623,0.0,1072
BME_RS02615,OANT_RS08735,96.813,1161,37,0,1,1161,1,1161,0.0,2301
BME_RS02630,OANT_RS08745,91.613,310,24,1,1,308,1,310,0.0,541
BME_RS02635,OANT_RS08755,91.892,407,33,0,1,407,1,407,0.0,780
BME_RS02640,OANT_RS08760,93.333,150,10,0,1,150,1,150,1.96e-91,259
BME_RS02645,OANT_RS08765,93.202,559,36,1,1,557,1,559,0.0,1056
BME_RS02650,OANT_RS08770,92.073,656,51,1,1,655,1,656,0.0,1206
BME_RS02655,OANT_RS08775,96.280,672,24,1,1,672,1,671,0.0,1305
BME_RS02660,OANT_RS08780,96.842,95,3,0,1,95,1,95,9.48e-66,190
BME_RS02665,OANT_RS08790,91.837,147,12,0,1,147,1,147,6.72e-92,260
BME_RS02670,OANT_RS08795,69.231,117,33,2,1,114,1,117,7.58e-46,141
BME_RS02675,OANT_RS08800,84.000,250,40,0,1,250,1,250,7.20e-156,430
BME_RS02680,OANT_RS08805,100.000,25,0,0,1,25,1,25,3.44e-12,50.1
BME_RS02685,OANT_RS11210,32.812,128,80,3,35,157,164,290,2.42e-14,66.2
BME_RS02710,OANT_RS08850,78.571,266,56,1,2,267,19,283,2.14e-162,449
BME_RS02715,OANT_RS08855,74.044,366,94,1,1,365,1,366,0.0,561
BME_RS02720,OANT_RS08865,54.545,88,40,0,1,88,1,88,1.73e-28,95.5
BME_RS02725,OANT_RS08870,93.484,353,23,0,1,353,1,353,0.0,676
BME_RS02730,OANT_RS08885,82.297,209,37,0,1,209,1,209,1.23e-133,371
BME_RS02735,OANT_RS08890,95.890,73,3,0,1,73,1,73,8.06e-45,135
BME_RS02740,OANT_RS08895,91.398,372,32,0,1,372,1,372,0.0,692
BME_RS02745,OANT_RS08900,94.699,415,22,0,1,415,1,415,0.0,838
BME_RS02760,OANT_RS08925,76.206,311,74,0,1,311,1,311,3.02e-178,492
BME_RS02770,OANT_RS08930,98.179,549,10,0,1,549,1,549,0.0,1106
BME_RS02780,OANT_RS08945,92.135,445,35,0,1,445,1,445,0.0,832
BME_RS02785,OANT_RS08950,94.393,107,6,0,1,107,1,107,4.75e-71,204
BME_RS02790,OANT_RS08955,93.255,341,23,0,1,341,1,341,0.0,641
BME_RS02795,OANT_RS08960,95.050,303,15,0,1,303,1,303,0.0,601
BME_RS02800,OANT_RS08965,91.961,311,25,0,1,311,1,311,0.0,546
BME_RS02805,OANT_RS08970,93.333,360,23,1,1,359,53,412,0.0,686
BME_RS02810,OANT_RS08975,86.643,277,37,0,1,277,1,277,0.0,496
BME_RS02815,OANT_RS08995,57.353,136,54,1,3,134,16,151,1.84e-39,127
BME_RS02820,OANT_RS09000,87.288,236,30,0,1,236,1,236,9.21e-154,424
BME_RS02825,OANT_RS09005,82.463,268,47,0,1,268,1,268,1.34e-169,466
BME_RS02830,OANT_RS09010,80.000,220,37,2,1,214,1,219,2.28e-122,343
BME_RS02835,OANT_RS09025,91.228,456,40,0,1,456,1,456,0.0,826
BME_RS02840,OANT_RS09030,94.220,346,20,0,1,346,1,346,0.0,654
BME_RS02845,OANT_RS09035,92.481,133,10,0,1,133,1,133,8.18e-87,246
BME_RS02850,OANT_RS09040,91.433,607,49,1,1,607,1,604,0.0,1142
BME_RS02855,OANT_RS09045,94.515,474,26,0,1,474,1,474,0.0,884
BME_RS02860,OANT_RS09050,92.017,476,38,0,6,481,1,476,0.0,906
BME_RS02865,OANT_RS09055,95.278,360,17,0,1,360,1,360,0.0,687
BME_RS02870,OANT_RS09060,90.578,467,44,0,1,467,1,467,0.0,856
BME_RS02875,OANT_RS09065,94.286,385,22,0,1,385,1,385,0.0,731
BME_RS02880,OANT_RS09070,87.668,373,46,0,7,379,3,375,0.0,651
BME_RS02885,OANT_RS09075,94.268,471,24,1,1,471,1,468,0.0,862
BME_RS02890,OANT_RS09080,92.812,320,23,0,2,321,1,320,0.0,587
BME_RS02895,OANT_RS09085,89.286,308,33,0,1,308,1,308,0.0,550
BME_RS02900,OANT_RS09090,90.032,311,31,0,1,311,1,311,0.0,573
BME_RS02905,OANT_RS09095,98.409,440,7,0,1,440,1,440,0.0,858
BME_RS02910,OANT_RS09100,94.275,524,27,3,1,522,1,523,0.0,815
BME_RS02915,OANT_RS09105,85.366,287,41,1,1,286,1,287,0.0,502
BME_RS02920,OANT_RS09110,93.728,287,18,0,1,287,1,287,0.0,561
BME_RS02925,OANT_RS09115,93.161,541,37,0,1,541,1,541,0.0,975
BME_RS02930,OANT_RS09120,85.734,722,99,4,1,719,1,721,0.0,1225
BME_RS02935,OANT_RS09125,82.051,234,42,0,1,234,1,234,2.95e-149,412
BME_RS02940,OANT_RS09140,90.461,608,58,0,1,608,1,608,0.0,1137
BME_RS02945,OANT_RS09145,92.632,285,21,0,1,285,1,285,0.0,534
BME_RS02950,OANT_RS09150,84.103,195,31,0,1,195,1,195,5.65e-119,333
BME_RS02955,OANT_RS09160,87.143,210,27,0,20,229,1,210,3.78e-137,380
BME_RS02960,OANT_RS09165,90.303,165,16,0,1,165,1,165,9.02e-112,312
BME_RS02965,OANT_RS09170,94.220,865,42,3,1,858,1,864,0.0,1635
BME_RS02970,OANT_RS09175,96.369,358,13,0,1,358,1,358,0.0,704
BME_RS02975,OANT_RS09180,84.524,168,26,0,1,168,1,168,5.33e-105,295
BME_RS02980,OANT_RS09185,95.726,468,20,0,1,468,1,468,0.0,926
BME_RS02990,OANT_RS09190,80.442,1268,217,3,1,1237,1,1268,0.0,1998
BME_RS02995,OANT_RS09195,73.077,78,21,0,1,78,1,78,1.38e-40,125
BME_RS03000,OANT_RS09200,74.242,66,17,0,1,66,1,66,3.42e-28,93.2
BME_RS03010,OANT_RS09205,81.959,194,30,2,1,189,1,194,8.10e-108,304
BME_RS03015,OANT_RS09210,78.696,230,49,0,34,263,1,230,3.75e-126,355
BME_RS03020,OANT_RS09215,91.089,303,27,0,1,303,1,303,0.0,513
BME_RS03025,OANT_RS09315,92.233,103,8,0,1,103,1,103,2.94e-66,192
BME_RS03030,OANT_RS09320,93.182,264,18,0,1,264,1,264,0.0,518
BME_RS03035,OANT_RS09325,71.765,170,48,0,1,170,3,172,2.31e-94,268
BME_RS03040,OANT_RS09330,92.068,353,26,1,32,384,33,383,0.0,639
BME_RS03045,OANT_RS09335,93.000,300,21,0,1,300,1,300,0.0,538
BME_RS03050,OANT_RS09340,93.443,61,4,0,1,61,1,61,3.19e-35,110
BME_RS03055,OANT_RS09345,90.076,524,48,2,1,524,1,520,0.0,924
BME_RS03060,OANT_RS09350,87.532,393,48,1,1,393,1,392,0.0,721
BME_RS03065,OANT_RS09360,88.294,299,35,0,1,299,1,299,0.0,536
BME_RS03070,OANT_RS09365,73.090,301,81,0,1,301,1,301,6.38e-162,451
BME_RS03075,OANT_RS09380,93.904,607,37,0,1,607,1,607,0.0,1199
BME_RS03080,OANT_RS09385,95.789,190,8,0,1,190,1,190,7.38e-135,372
BME_RS03085,OANT_RS09400,95.710,373,16,0,1,373,1,373,0.0,743
BME_RS03090,OANT_RS09405,84.211,133,21,0,1,133,1,133,6.55e-83,236
BME_RS03095,OANT_RS09410,91.837,245,20,0,1,245,1,245,1.99e-155,429
BME_RS03100,OANT_RS09415,93.241,651,44,0,1,651,1,651,0.0,1238
BME_RS03105,OANT_RS09420,90.610,213,20,0,1,213,1,213,7.89e-141,389
BME_RS03110,OANT_RS09425,94.690,339,18,0,1,339,1,339,0.0,642
BME_RS03120,OANT_RS09435,92.683,410,30,0,1,410,1,410,0.0,785
BME_RS03125,OANT_RS09440,55.556,135,60,0,1,135,5,139,9.47e-53,160
BME_RS03130,OANT_RS09445,87.263,369,47,0,1,369,1,369,0.0,669
BME_RS03140,OANT_RS09455,90.909,308,28,0,1,308,1,308,0.0,566
BME_RS03145,OANT_RS09460,69.718,142,43,0,1,142,1,142,2.88e-79,228
BME_RS03155,OANT_RS18660,34.746,118,76,1,9,126,7,123,6.17e-16,66.6
BME_RS03195,OANT_RS12680,30.655,336,215,5,20,345,14,341,4.62e-40,141
BME_RS03200,OANT_RS12700,23.776,286,199,7,22,302,2,273,3.54e-09,53.9
BME_RS03205,OANT_RS01785,55.385,195,84,2,6,200,9,200,1.04e-72,216
BME_RS03210,OANT_RS12675,23.554,242,165,5,7,241,22,250,2.05e-11,59.3
BME_RS03220,OANT_RS01770,55.867,571,246,5,3,572,4,569,0.0,677
BME_RS03225,OANT_RS01765,61.458,96,36,1,28,122,4,99,1.27e-38,124
BME_RS03230,OANT_RS12695,53.535,99,46,0,1,99,1,99,2.58e-34,111
BME_RS03235,OANT_RS09470,66.835,395,131,0,26,420,4,398,0.0,575
BME_RS03240,OANT_RS09475,87.887,355,43,0,1,355,1,355,0.0,581
BME_RS03245,OANT_RS09480,80.800,125,24,0,2,126,4,128,1.89e-57,210
BME_RS03250,OANT_RS09485,91.081,370,33,0,1,370,1,370,0.0,657
BME_RS03255,OANT_RS09490,82.448,621,108,1,1,620,1,621,0.0,1061
BME_RS03260,OANT_RS09495,78.853,279,59,0,1,279,1,279,1.39e-151,422
BME_RS03265,OANT_RS09500,90.390,333,32,0,1,333,1,333,1.73e-166,464
BME_RS03270,OANT_RS09505,77.165,254,58,0,1,254,1,254,8.43e-143,398
BME_RS03275,OANT_RS09510,85.095,369,55,0,3,371,8,376,0.0,677
BME_RS03285,OANT_RS09520,91.489,376,31,1,1,375,1,376,0.0,671
BME_RS03290,OANT_RS09525,96.525,259,9,0,1,259,1,259,0.0,514
BME_RS03295,OANT_RS09530,85.874,269,38,0,1,269,1,269,2.54e-178,489
BME_RS03300,OANT_RS09570,88.571,140,16,0,1,140,1,140,8.75e-90,254
BME_RS03305,OANT_RS09575,79.330,179,35,2,1,179,1,177,1.15e-99,282
BME_RS03310,OANT_RS09625,100.000,25,0,0,1,25,1,25,2.00e-11,48.1
BME_RS03315,OANT_RS09630,89.545,220,23,0,1,220,1,220,1.19e-120,339
BME_RS03320,OANT_RS09635,88.697,522,59,0,1,522,1,522,0.0,928
BME_RS03325,OANT_RS09640,70.000,60,18,0,2,61,3,62,5.96e-28,92.4
BME_RS03330,OANT_RS09645,91.916,334,27,0,1,334,1,334,0.0,621
BME_RS03335,OANT_RS09650,91.575,273,23,0,1,273,1,273,0.0,506
BME_RS03340,OANT_RS09655,92.754,276,20,0,1,276,1,276,3.64e-179,491
BME_RS03355,OANT_RS09665,92.698,315,23,0,1,315,1,315,0.0,558
BME_RS03360,OANT_RS09670,84.814,619,90,2,1,619,1,615,0.0,945
BME_RS03365,OANT_RS09675,90.888,845,76,1,1,845,1,844,0.0,1530
BME_RS03370,OANT_RS09680,58.394,137,56,1,20,155,2,138,7.02e-47,146
BME_RS03375,OANT_RS09685,81.607,859,150,3,5,858,5,860,0.0,1373
BME_RS03380,OANT_RS09690,73.958,96,25,0,1,96,1,96,5.35e-46,140
BME_RS03385,OANT_RS09695,94.138,853,50,0,1,853,1,853,0.0,1676
BME_RS03395,OANT_RS09700,96.084,332,13,0,1,332,1,332,0.0,660
BME_RS03400,OANT_RS09710,89.180,305,33,0,1,305,1,305,0.0,567
BME_RS03405,OANT_RS09715,93.182,44,3,0,1,44,1,44,5.14e-26,86.3
BME_RS03410,OANT_RS09725,90.785,293,27,0,1,293,1,293,0.0,527
BME_RS03415,OANT_RS09730,88.571,385,44,0,1,385,1,385,0.0,728
BME_RS03420,OANT_RS09735,88.589,482,55,0,1,482,1,482,0.0,867
BME_RS03425,OANT_RS09740,93.548,62,4,0,1,62,1,62,1.92e-37,116
BME_RS03430,OANT_RS09745,90.336,238,22,1,1,238,1,237,2.20e-125,352
BME_RS03435,OANT_RS09750,87.861,173,21,0,1,173,1,173,8.82e-112,312
BME_RS03440,OANT_RS09755,95.690,348,15,0,1,348,1,348,0.0,673
BME_RS03445,OANT_RS09760,89.628,1263,131,0,1,1263,1,1263,0.0,2329
BME_RS03450,OANT_RS09765,98.113,212,4,0,1,212,1,212,3.80e-155,425
BME_RS03455,OANT_RS09770,95.070,142,7,0,1,142,1,142,9.34e-94,265
BME_RS03460,OANT_RS09775,84.783,46,7,0,1,46,1,46,2.97e-11,59.3
BME_RS03465,OANT_RS09780,88.514,148,17,0,1,148,1,148,1.19e-92,262
BME_RS03470,OANT_RS09785,66.379,116,39,0,10,125,1,116,1.40e-43,136
BME_RS03475,OANT_RS09800,90.438,251,24,0,1,251,1,251,9.42e-165,453
BME_RS03480,OANT_RS09805,74.597,248,63,0,1,248,1,248,2.95e-124,350
BME_RS03485,OANT_RS09810,89.973,369,36,1,1,369,1,368,0.0,643
BME_RS03490,OANT_RS09815,85.666,293,41,1,1,292,1,293,0.0,514
BME_RS03495,OANT_RS09820,87.385,436,55,0,1,436,1,436,0.0,742
BME_RS03500,OANT_RS09825,74.772,329,83,0,1,329,1,329,0.0,510
BME_RS03505,OANT_RS09830,80.831,313,60,0,15,327,15,327,1.29e-173,481
BME_RS03510,OANT_RS09835,78.846,364,75,2,1,363,1,363,0.0,574
BME_RS03515,OANT_RS09840,87.283,173,22,0,1,173,1,173,1.03e-115,322
BME_RS03520,OANT_RS09845,80.220,182,36,0,13,194,1,182,9.95e-104,301
BME_RS03530,OANT_RS09850,87.597,129,16,0,1,129,1,129,1.00e-70,207
BME_RS03535,OANT_RS09855,78.497,572,119,1,1,568,1,572,0.0,880
BME_RS03540,OANT_RS09860,89.344,244,26,0,1,244,1,244,4.43e-164,451
BME_RS03545,OANT_RS09865,92.308,208,16,0,1,208,1,208,2.54e-137,380
BME_RS03550,OANT_RS09870,64.828,435,145,4,3,430,6,439,0.0,540
BME_RS03555,OANT_RS09875,76.060,401,96,0,1,401,1,401,0.0,626
BME_RS03560,OANT_RS09920,88.208,212,25,0,1,212,1,212,6.20e-141,389
BME_RS03565,OANT_RS09925,89.960,249,25,0,1,249,1,249,1.21e-168,462
BME_RS03570,OANT_RS09930,95.273,275,13,0,1,275,1,275,0.0,551
BME_RS03575,OANT_RS09935,90.517,232,22,0,1,232,1,232,5.50e-157,432
BME_RS03580,OANT_RS09940,84.043,94,15,0,1,94,1,94,1.66e-57,169
BME_RS03585,OANT_RS09950,92.000,25,2,0,1,25,1,25,1.26e-10,45.8
BME_RS03590,OANT_RS09955,70.466,386,87,9,1,367,1,378,1.88e-173,486
BME_RS03595,OANT_RS09960,78.261,115,25,0,1,115,1,115,7.70e-48,146
BME_RS03600,OANT_RS09965,97.537,406,10,0,1,406,1,406,0.0,815
BME_RS03605,OANT_RS09970,96.583,439,15,0,1,439,1,439,0.0,859
BME_RS03610,OANT_RS09980,96.341,328,12,0,1,328,1,328,0.0,642
BME_RS03615,OANT_RS09085,33.333,258,155,6,94,345,55,301,2.44e-34,125
BME_RS03620,OANT_RS09985,93.771,594,37,0,1,594,1,594,0.0,1095
