O_anthropi|Q.,B_henselae|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
OANT_RS13110,AYT27_RS03900,46.757,370,189,5,10,373,2,369,8.70e-115,335
OANT_RS13115,AYT27_RS03895,71.698,159,43,1,1,157,1,159,2.94e-82,236
OANT_RS13125,AYT27_RS03890,75.701,428,104,0,10,437,6,433,0.0,692
OANT_RS13145,AYT27_RS04375,42.276,123,68,1,7,129,4,123,8.10e-32,106
OANT_RS13150,AYT27_RS04380,52.874,348,161,3,1,347,1,346,1.51e-132,378
OANT_RS13175,AYT27_RS04990,73.123,759,182,1,12,770,11,747,0.0,1148
OANT_RS13185,AYT27_RS04995,78.319,595,129,0,1,595,1,595,0.0,1000
OANT_RS13190,AYT27_RS05000,57.180,383,164,0,1,383,2,384,1.36e-155,439
OANT_RS13195,AYT27_RS05005,58.704,494,202,2,1,493,1,493,0.0,582
OANT_RS13200,AYT27_RS05010,70.438,707,208,1,24,730,10,715,0.0,1028
OANT_RS13205,AYT27_RS05015,64.935,77,27,0,1,77,1,77,1.50e-37,116
OANT_RS13210,AYT27_RS05020,41.728,405,226,5,7,401,6,410,6.42e-112,330
OANT_RS13250,AYT27_RS03280,57.977,257,107,1,14,269,1,257,9.15e-113,321
OANT_RS13255,AYT27_RS05405,31.429,210,131,3,174,380,36,235,3.72e-30,112
OANT_RS13260,AYT27_RS05400,36.111,108,69,0,267,374,115,222,1.22e-16,74.7
OANT_RS13265,AYT27_RS05395,28.112,249,167,6,1,243,1,243,7.97e-15,69.7
OANT_RS13305,AYT27_RS05945,40.698,86,48,2,2,87,3,85,5.18e-17,68.6
OANT_RS13325,AYT27_RS05920,31.884,138,92,1,11,146,10,147,9.14e-18,77.4
OANT_RS13330,AYT27_RS04860,88.000,25,3,0,1,25,1,25,1.05e-10,45.1
OANT_RS13335,AYT27_RS04865,56.436,101,44,0,1,101,1,101,8.87e-42,129
OANT_RS13340,AYT27_RS04870,92.000,25,2,0,1,25,1,25,5.68e-11,45.8
OANT_RS13360,AYT27_RS04875,45.536,224,122,0,1,224,1,224,1.83e-71,214
OANT_RS13365,AYT27_RS04880,57.910,354,147,2,9,360,43,396,6.57e-131,377
OANT_RS13370,AYT27_RS04885,68.421,361,114,0,3,363,1,361,0.0,514
OANT_RS13375,AYT27_RS04890,54.124,194,89,0,3,196,2,195,3.46e-79,231
OANT_RS13395,AYT27_RS02885,57.143,287,118,2,1,286,1,283,1.01e-122,348
OANT_RS13420,AYT27_RS05920,25.338,296,199,7,9,289,8,296,1.64e-20,85.1
OANT_RS13425,AYT27_RS02490,30.466,279,120,9,3,213,2,274,6.05e-25,94.7
OANT_RS13430,AYT27_RS02775,27.801,241,161,6,26,259,10,244,3.01e-17,74.7
OANT_RS13435,AYT27_RS02880,67.606,639,205,1,33,669,23,661,0.0,946
OANT_RS13440,AYT27_RS02875,81.675,191,35,0,3,193,2,192,1.24e-109,308
OANT_RS13460,AYT27_RS02870,82.857,140,24,0,1,140,1,140,8.01e-83,235
OANT_RS13470,AYT27_RS02865,63.149,616,222,2,11,625,1,612,0.0,810
OANT_RS13485,AYT27_RS02830,56.081,148,65,0,2,149,1,148,4.53e-64,189
OANT_RS13490,AYT27_RS01050,37.830,341,193,8,128,465,104,428,5.25e-60,200
OANT_RS13495,AYT27_RS02825,52.442,389,185,0,1,389,1,389,3.19e-152,432
OANT_RS13500,AYT27_RS02820,61.096,365,139,1,1,362,1,365,1.25e-167,468
OANT_RS13505,AYT27_RS02815,52.672,786,356,6,2,778,9,787,0.0,860
OANT_RS13510,AYT27_RS02810,52.632,285,131,3,33,316,32,313,4.33e-104,303
OANT_RS13515,AYT27_RS02805,58.610,331,136,1,8,338,3,332,2.28e-141,400
OANT_RS13520,AYT27_RS02800,73.993,273,70,1,1,272,1,273,9.42e-151,418
OANT_RS13525,AYT27_RS07050,37.073,205,125,2,363,566,463,664,1.68e-42,157
OANT_RS13545,AYT27_RS02685,65.000,500,171,3,6,503,3,500,0.0,677
OANT_RS13565,AYT27_RS02675,43.220,118,66,1,11,127,6,123,4.96e-33,108
OANT_RS13595,AYT27_RS02670,73.696,441,116,0,1,441,1,441,0.0,696
OANT_RS13600,AYT27_RS02665,42.599,277,156,2,37,311,8,283,1.03e-67,209
OANT_RS13605,AYT27_RS02660,61.275,204,78,1,1,203,1,204,5.71e-90,259
OANT_RS13615,AYT27_RS02645,60.870,230,90,0,1,230,1,230,6.36e-105,300
OANT_RS13620,AYT27_RS02640,71.812,298,84,0,12,309,2,299,5.51e-163,452
OANT_RS13625,AYT27_RS02635,63.927,219,79,0,11,229,9,227,5.81e-104,296
OANT_RS13630,AYT27_RS02630,66.939,245,81,0,8,252,9,253,2.15e-117,333
OANT_RS13635,AYT27_RS02625,65.649,131,45,0,1,131,1,131,1.38e-63,187
OANT_RS13640,AYT27_RS02620,37.563,197,112,3,1,187,1,196,1.41e-42,137
OANT_RS13660,AYT27_RS00265,29.843,191,132,2,45,235,3,191,1.05e-22,95.1
OANT_RS13670,AYT27_RS02615,67.188,192,63,0,1,192,1,192,1.05e-95,272
OANT_RS13675,AYT27_RS02610,79.412,748,147,2,1,748,1,741,0.0,1244
OANT_RS13680,AYT27_RS02605,76.866,134,29,1,1,134,1,132,3.73e-71,205
OANT_RS13690,AYT27_RS02600,69.194,211,64,1,4,213,11,221,7.77e-110,310
OANT_RS13695,AYT27_RS02595,82.911,158,27,0,1,158,1,158,5.03e-98,275
OANT_RS13700,AYT27_RS02590,67.123,292,96,0,1,292,1,292,6.40e-144,402
OANT_RS13705,AYT27_RS02585,49.051,685,334,5,3,683,27,700,0.0,699
OANT_RS13720,AYT27_RS06340,47.932,411,166,7,1,372,1,402,9.04e-124,358
OANT_RS13725,AYT27_RS06335,76.667,30,7,0,1,30,1,30,8.90e-11,45.4
OANT_RS13730,AYT27_RS06340,42.788,416,163,10,1,355,1,402,4.11e-102,303
OANT_RS13735,AYT27_RS08285,29.814,161,89,7,166,311,167,318,7.34e-11,57.8
OANT_RS13740,AYT27_RS05915,25.231,325,188,14,71,352,72,384,6.01e-10,55.8
OANT_RS13790,AYT27_RS06250,66.607,560,178,1,9,568,2,552,0.0,796
OANT_RS13795,AYT27_RS02510,51.943,283,124,3,4,284,3,275,9.98e-103,297
OANT_RS13810,AYT27_RS02505,56.384,885,374,6,1,883,1,875,0.0,1050
OANT_RS13815,AYT27_RS02500,50.389,772,375,6,1,767,1,769,0.0,764
OANT_RS13820,AYT27_RS02485,58.763,970,397,3,10,978,5,972,0.0,1141
OANT_RS13825,AYT27_RS02480,61.957,460,175,0,1,460,1,460,0.0,569
OANT_RS13830,AYT27_RS02475,81.166,223,42,0,1,223,1,223,6.48e-134,372
OANT_RS13835,AYT27_RS02470,59.180,512,189,7,9,517,6,500,0.0,591
OANT_RS13840,AYT27_RS02465,51.128,133,64,1,3,135,2,133,3.43e-35,116
OANT_RS13845,AYT27_RS02460,56.278,661,281,4,3,659,3,659,0.0,709
OANT_RS13850,AYT27_RS02455,44.203,138,76,1,22,158,16,153,4.07e-38,124
OANT_RS13855,AYT27_RS02450,35.955,178,114,0,98,275,64,241,1.85e-30,112
OANT_RS13865,AYT27_RS02445,49.289,422,212,1,13,432,47,468,5.29e-148,425
OANT_RS13870,AYT27_RS02440,73.733,217,57,0,1,217,1,217,1.62e-123,345
OANT_RS13875,AYT27_RS02435,45.614,57,31,0,42,98,21,77,1.47e-15,61.6
OANT_RS13890,AYT27_RS02430,57.698,695,287,3,13,704,6,696,0.0,842
OANT_RS13895,AYT27_RS02425,38.021,192,119,0,1,192,1,192,5.02e-50,157
OANT_RS13900,AYT27_RS02420,37.931,174,108,0,1,174,1,174,2.81e-45,143
OANT_RS13915,AYT27_RS02380,26.910,301,149,8,35,328,46,282,3.92e-28,106
OANT_RS13920,AYT27_RS02500,36.397,272,156,4,288,557,514,770,2.06e-49,179
OANT_RS13930,AYT27_RS02390,60.448,134,53,0,1,134,1,134,7.51e-60,177
OANT_RS13935,AYT27_RS04230,34.397,282,159,6,9,269,28,304,4.10e-27,108
OANT_RS13955,AYT27_RS02395,64.706,136,48,0,1,136,1,136,4.36e-62,183
OANT_RS13960,AYT27_RS02400,62.787,696,257,1,1,696,1,694,0.0,950
OANT_RS13970,AYT27_RS08055,24.162,567,369,19,18,549,78,618,2.27e-23,99.8
OANT_RS14000,AYT27_RS06030,46.383,235,108,4,4,238,1,217,1.53e-68,207
OANT_RS14010,AYT27_RS02405,75.253,198,49,0,1,198,1,198,2.27e-113,317
OANT_RS14040,AYT27_RS05940,38.806,67,41,0,78,144,75,141,1.40e-10,52.4
OANT_RS14055,AYT27_RS01985,34.177,474,305,6,6,476,4,473,4.70e-83,261
OANT_RS14090,AYT27_RS07655,29.716,387,228,14,8,373,6,369,1.08e-27,110
OANT_RS14120,AYT27_RS00910,22.932,266,169,8,2,235,6,267,1.61e-12,62.4
OANT_RS14215,AYT27_RS04245,27.049,244,125,8,48,247,20,254,4.26e-18,77.0
OANT_RS14335,AYT27_RS03295,28.340,247,163,8,8,245,4,245,5.20e-26,98.2
OANT_RS14340,AYT27_RS05405,28.125,192,128,3,352,541,50,233,1.55e-16,75.1
OANT_RS14350,AYT27_RS02710,21.891,201,133,4,7,193,11,201,1.40e-08,49.3
OANT_RS14355,AYT27_RS06700,25.728,412,244,16,675,1048,336,723,3.37e-10,59.7
OANT_RS14365,AYT27_RS06215,25.837,418,265,14,22,402,15,424,1.13e-32,126
OANT_RS14370,AYT27_RS06185,27.217,327,213,3,12,313,31,357,7.57e-36,128
OANT_RS14375,AYT27_RS06180,35.242,227,146,1,56,282,82,307,5.82e-36,127
OANT_RS14380,AYT27_RS01235,42.966,263,139,3,1,257,1,258,1.57e-68,217
OANT_RS14385,AYT27_RS06170,41.026,234,123,6,2,227,6,232,2.80e-55,174
OANT_RS14410,AYT27_RS02560,30.435,276,182,5,396,661,81,356,7.45e-18,81.3
OANT_RS14415,AYT27_RS05920,30.405,148,95,3,12,155,8,151,3.97e-10,55.1
OANT_RS14430,AYT27_RS06185,30.915,317,196,5,18,312,42,357,4.54e-39,137
OANT_RS14435,AYT27_RS06180,31.225,253,173,1,7,258,47,299,7.83e-32,115
OANT_RS14440,AYT27_RS01235,35.382,537,326,8,6,525,4,536,1.52e-94,294
OANT_RS14455,AYT27_RS05920,35.433,127,76,3,7,130,9,132,2.94e-14,67.4
OANT_RS14465,AYT27_RS00955,41.137,299,165,4,3,290,2,300,1.33e-75,232
OANT_RS14480,AYT27_RS01985,32.974,464,283,7,21,470,24,473,1.65e-84,264
OANT_RS14500,AYT27_RS04230,26.415,424,256,14,69,443,71,487,3.18e-17,79.3
OANT_RS14510,AYT27_RS03280,48.899,227,108,1,267,493,21,239,4.93e-71,223
OANT_RS14515,AYT27_RS03295,24.681,235,167,5,37,268,17,244,5.62e-18,77.0
OANT_RS14530,AYT27_RS00955,36.286,350,193,5,4,336,2,338,2.55e-69,217
OANT_RS14555,AYT27_RS01235,27.800,500,309,21,23,482,24,511,8.29e-29,115
OANT_RS14580,AYT27_RS03280,30.041,243,146,5,10,242,11,239,9.71e-32,114
OANT_RS14590,AYT27_RS02775,27.778,216,155,1,5,220,4,218,9.60e-18,75.5
OANT_RS14605,AYT27_RS02030,23.969,388,268,10,20,397,18,388,1.74e-20,89.0
OANT_RS14610,AYT27_RS03935,31.447,318,207,3,3,309,2,319,2.83e-52,171
OANT_RS14615,AYT27_RS00540,29.430,316,203,8,28,342,24,320,1.23e-31,120
OANT_RS14635,AYT27_RS02555,31.102,254,157,5,16,258,12,258,2.23e-35,124
OANT_RS14640,AYT27_RS02560,30.286,350,223,8,5,335,10,357,9.67e-27,104
OANT_RS14645,AYT27_RS02560,41.754,285,154,5,69,343,78,360,2.28e-55,181
OANT_RS14695,AYT27_RS00955,40.769,260,141,2,27,286,19,265,5.00e-62,198
OANT_RS14705,AYT27_RS01985,35.637,463,282,6,27,475,8,468,3.17e-86,277
OANT_RS14735,AYT27_RS04245,29.249,253,166,4,1,240,1,253,6.49e-31,116
OANT_RS14760,AYT27_RS05920,40.278,72,43,0,13,84,5,76,1.72e-09,53.5
OANT_RS14765,AYT27_RS03295,33.040,227,146,3,31,252,24,249,2.64e-40,135
OANT_RS14770,AYT27_RS03285,31.193,218,139,3,4,211,13,229,2.59e-30,108
OANT_RS14775,AYT27_RS03290,33.333,171,102,1,59,217,62,232,8.65e-28,101
OANT_RS14780,AYT27_RS03280,47.791,249,123,2,6,253,12,254,4.39e-81,240
OANT_RS14790,AYT27_RS00540,29.048,420,248,12,16,433,9,380,4.65e-42,149
OANT_RS14815,AYT27_RS08385,31.579,171,104,4,31,191,35,202,3.93e-20,80.5
OANT_RS14855,AYT27_RS07110,28.620,297,201,6,15,301,14,309,4.84e-36,127
OANT_RS14870,AYT27_RS05370,29.815,379,228,13,3,352,15,384,8.88e-34,129
OANT_RS14895,AYT27_RS05965,37.584,149,85,3,10,157,13,154,4.15e-22,86.7
OANT_RS14900,AYT27_RS02500,29.181,281,169,9,190,455,504,769,1.52e-26,108
OANT_RS14920,AYT27_RS00680,29.457,1049,674,19,6,1036,22,1022,2.64e-128,412
OANT_RS14925,AYT27_RS00675,26.271,354,194,10,45,381,53,356,1.07e-16,76.6
OANT_RS14935,AYT27_RS05920,23.973,292,206,4,7,291,10,292,7.84e-22,89.0
OANT_RS14970,AYT27_RS03240,34.677,124,70,2,181,297,129,248,2.06e-13,64.7
OANT_RS15010,AYT27_RS01030,35.106,94,59,2,191,283,185,277,1.15e-10,57.0
OANT_RS15025,AYT27_RS02590,27.111,225,155,5,5,225,1,220,3.08e-10,55.8
OANT_RS15045,AYT27_RS07840,56.728,654,279,4,12,663,9,660,0.0,746
OANT_RS15065,AYT27_RS02945,38.039,255,134,7,5,249,8,248,6.57e-47,152
OANT_RS15085,AYT27_RS04135,44.332,494,270,4,8,499,14,504,9.69e-137,400
OANT_RS15100,AYT27_RS01235,24.704,506,324,18,29,496,22,508,2.73e-27,110
OANT_RS15125,AYT27_RS04135,29.714,525,316,19,10,521,2,486,2.40e-38,143
OANT_RS15160,AYT27_RS06430,26.087,253,172,5,26,268,44,291,2.95e-08,50.1
OANT_RS15165,AYT27_RS05410,30.734,218,142,4,2,211,3,219,1.28e-30,112
OANT_RS15175,AYT27_RS05140,38.630,365,221,2,20,384,23,384,1.69e-71,225
OANT_RS15185,AYT27_RS05920,28.808,302,193,8,7,297,9,299,7.38e-34,121
OANT_RS15190,AYT27_RS06570,30.055,183,111,7,425,593,30,209,2.98e-12,63.9
OANT_RS15210,AYT27_RS02775,35.565,239,149,5,16,253,7,241,2.99e-33,117
OANT_RS15240,AYT27_RS00965,29.225,284,179,5,34,313,18,283,5.96e-24,95.5
OANT_RS15245,AYT27_RS00960,27.099,262,169,6,22,268,24,278,4.10e-18,77.8
OANT_RS15250,AYT27_RS00955,51.877,293,124,5,1,281,1,288,7.68e-100,294
OANT_RS15260,AYT27_RS06150,26.702,191,118,5,2,187,4,177,3.83e-10,55.8
OANT_RS15275,AYT27_RS01220,31.000,100,66,2,32,130,71,168,9.23e-15,63.2
OANT_RS15280,AYT27_RS04935,29.193,161,112,1,14,172,15,175,2.00e-17,71.6
OANT_RS15290,AYT27_RS02775,29.255,188,121,6,5,190,10,187,2.92e-17,75.1
OANT_RS15295,AYT27_RS00990,67.123,73,24,0,1,73,1,73,1.01e-35,111
OANT_RS15300,AYT27_RS00995,54.962,131,58,1,1,131,1,130,6.38e-45,139
OANT_RS15305,AYT27_RS01000,79.286,700,145,0,40,739,17,716,0.0,1183
OANT_RS15310,AYT27_RS01005,76.308,325,74,1,4,328,3,324,0.0,528
OANT_RS15320,AYT27_RS06190,25.189,528,351,17,22,519,26,539,1.30e-37,141
OANT_RS15325,AYT27_RS06185,37.690,329,185,4,6,314,29,357,1.97e-61,195
OANT_RS15330,AYT27_RS01235,45.914,257,139,0,319,575,5,261,4.87e-72,237
OANT_RS15335,AYT27_RS06170,43.609,266,132,7,4,265,6,257,1.02e-64,199
OANT_RS15375,AYT27_RS00540,27.913,412,254,11,49,455,17,390,1.17e-44,157
OANT_RS15395,AYT27_RS08695,25.940,266,164,12,3,250,5,255,6.21e-08,48.1
OANT_RS15425,AYT27_RS06570,37.247,247,139,5,1,241,1,237,6.60e-38,132
OANT_RS15460,AYT27_RS06185,34.579,321,178,2,8,301,42,357,3.37e-56,181
OANT_RS15465,AYT27_RS06180,37.453,267,166,1,21,286,42,308,2.28e-57,182
OANT_RS15475,AYT27_RS03210,43.537,147,83,0,16,162,7,153,2.20e-39,127
OANT_RS15490,AYT27_RS01235,43.750,560,285,6,15,572,4,535,2.28e-153,448
OANT_RS15505,AYT27_RS06665,87.500,24,3,0,1,24,1,24,9.36e-08,37.4
OANT_RS15515,AYT27_RS05920,50.000,68,34,0,1,68,1,68,1.68e-13,65.5
OANT_RS15520,AYT27_RS06210,55.769,520,178,5,8,527,9,476,0.0,560
OANT_RS15525,AYT27_RS06030,48.899,227,104,4,18,240,1,219,3.50e-71,214
OANT_RS15530,AYT27_RS02065,70.241,457,136,0,1,457,1,457,0.0,686
OANT_RS15535,AYT27_RS02060,52.227,247,112,2,1,244,1,244,1.71e-86,253
OANT_RS15555,AYT27_RS06430,23.512,336,184,8,16,286,15,342,4.55e-23,93.2
OANT_RS15560,AYT27_RS08400,29.293,198,126,6,3,193,19,209,2.14e-20,82.8
OANT_RS15580,AYT27_RS05920,22.997,287,210,3,8,287,10,292,7.84e-22,89.4
OANT_RS15585,AYT27_RS02210,28.392,479,304,15,19,471,4,469,1.81e-40,147
OANT_RS15590,AYT27_RS02210,27.119,177,116,3,23,194,58,226,6.28e-09,53.1
OANT_RS15605,AYT27_RS06030,48.538,171,78,2,88,254,52,216,2.22e-52,166
OANT_RS15610,AYT27_RS06205,60.938,192,75,0,10,201,17,208,1.50e-88,256
OANT_RS15615,AYT27_RS00110,28.346,127,90,1,14,140,18,143,8.71e-10,52.0
OANT_RS15620,AYT27_RS06955,64.706,527,149,6,1,522,1,495,0.0,651
OANT_RS15645,AYT27_RS06915,69.114,463,142,1,1,463,1,462,0.0,645
OANT_RS15665,AYT27_RS06905,88.636,528,60,0,1,528,1,528,0.0,925
OANT_RS15670,AYT27_RS06910,81.633,98,18,0,1,98,1,98,3.68e-56,165
OANT_RS15680,AYT27_RS06745,54.448,281,127,1,1,281,1,280,9.21e-114,325
OANT_RS15685,AYT27_RS06740,52.584,329,153,1,4,329,2,330,4.84e-116,335
OANT_RS15695,AYT27_RS01325,74.066,964,248,1,7,968,8,971,0.0,1503
OANT_RS15700,AYT27_RS01330,33.649,211,106,7,7,211,6,188,1.85e-21,84.0
OANT_RS15710,AYT27_RS01335,64.583,144,51,0,14,157,4,147,4.08e-68,199
OANT_RS15715,AYT27_RS01340,66.181,343,97,6,57,381,7,348,2.92e-155,449
OANT_RS15720,AYT27_RS01345,56.989,186,80,0,1,186,1,186,1.18e-72,213
OANT_RS15725,AYT27_RS02325,24.344,419,285,12,63,474,2,395,1.78e-25,104
OANT_RS15730,AYT27_RS02325,25.393,382,277,4,73,451,32,408,4.61e-30,117
OANT_RS15740,AYT27_RS05525,25.046,543,356,12,12,513,16,548,1.00e-34,134
OANT_RS15745,AYT27_RS01365,64.073,437,157,0,11,447,7,443,0.0,564
OANT_RS15750,AYT27_RS01370,48.689,267,127,3,1,263,1,261,4.34e-90,264
OANT_RS15755,AYT27_RS01375,60.274,73,29,0,5,77,5,77,3.94e-31,100
OANT_RS15765,AYT27_RS01385,48.526,441,224,2,1,440,1,439,1.76e-146,421
OANT_RS15770,AYT27_RS01390,46.921,341,178,2,1,341,1,338,1.51e-110,322
OANT_RS15775,AYT27_RS01395,45.205,73,40,0,6,78,3,75,9.01e-20,71.6
OANT_RS15780,AYT27_RS01400,63.738,626,213,3,1,626,1,612,0.0,823
OANT_RS15795,AYT27_RS00935,82.828,495,83,1,1,493,1,495,0.0,820
OANT_RS15800,AYT27_RS05920,33.065,124,75,3,6,125,9,128,2.52e-10,55.8
OANT_RS15810,AYT27_RS00940,53.147,429,200,1,1,429,1,428,3.05e-160,454
OANT_RS15825,AYT27_RS00945,77.799,518,114,1,3,520,2,518,0.0,849
OANT_RS15835,AYT27_RS06150,22.000,350,201,11,7,327,6,312,5.31e-08,49.3
OANT_RS15845,AYT27_RS04245,29.502,261,167,5,9,254,2,260,6.37e-33,122
OANT_RS15880,AYT27_RS06435,23.716,409,306,5,24,428,29,435,4.33e-24,100
OANT_RS15900,AYT27_RS04245,28.455,246,158,5,1,233,1,241,1.80e-29,112
OANT_RS15920,AYT27_RS04135,30.986,497,291,20,33,516,29,486,7.59e-38,142
OANT_RS15975,AYT27_RS06215,52.788,538,249,3,1,533,1,538,0.0,599
OANT_RS15980,AYT27_RS06185,76.945,347,80,0,6,352,11,357,0.0,543
OANT_RS15985,AYT27_RS06180,73.548,310,82,0,1,310,1,310,3.07e-158,440
OANT_RS15990,AYT27_RS06175,75.352,284,70,0,1,284,1,284,4.36e-164,453
OANT_RS15995,AYT27_RS06170,70.916,251,73,0,9,259,7,257,5.04e-135,377
OANT_RS16020,AYT27_RS02805,31.195,343,207,9,10,336,3,332,6.23e-45,152
OANT_RS16060,AYT27_RS00375,39.645,169,99,1,1,166,1,169,5.43e-44,139
OANT_RS16075,AYT27_RS02775,24.514,257,175,5,1,252,2,244,1.12e-15,70.1
OANT_RS16080,AYT27_RS08055,29.875,559,336,11,34,546,69,617,3.51e-64,217
OANT_RS16090,AYT27_RS05610,47.765,425,219,3,12,435,10,432,9.61e-139,400
OANT_RS16095,AYT27_RS00305,24.651,215,146,7,364,564,355,567,7.27e-11,60.5
OANT_RS16100,AYT27_RS03030,33.925,451,262,9,9,427,5,451,7.41e-74,234
OANT_RS16135,AYT27_RS04295,26.695,236,123,8,173,373,46,266,3.66e-11,58.9
OANT_RS16150,AYT27_RS07395,49.306,432,202,4,1,417,1,430,1.23e-135,392
OANT_RS16165,AYT27_RS06215,24.099,527,356,14,4,489,2,525,1.12e-28,115
OANT_RS16170,AYT27_RS06185,33.333,324,192,4,13,315,37,357,9.14e-56,181
OANT_RS16175,AYT27_RS06180,38.686,274,166,1,2,273,35,308,9.50e-51,165
OANT_RS16180,AYT27_RS01235,42.754,552,284,9,1,540,1,532,3.08e-143,421
OANT_RS16200,AYT27_RS02320,29.911,448,303,6,199,638,503,947,4.42e-63,221
OANT_RS16210,AYT27_RS07045,88.679,318,35,1,1,317,1,318,7.53e-180,510
OANT_RS16215,AYT27_RS07040,92.000,25,2,0,1,25,1,25,6.23e-09,40.4
OANT_RS16220,AYT27_RS07035,96.000,25,1,0,1,25,1,25,7.67e-13,50.4
OANT_RS16225,AYT27_RS07030,78.571,42,9,0,108,149,73,114,1.68e-10,60.5
OANT_RS16230,AYT27_RS07025,86.486,37,5,0,2,38,2,38,2.91e-15,57.4
OANT_RS16235,AYT27_RS07020,100.000,25,0,0,1,25,1,25,3.69e-12,48.5
OANT_RS16300,AYT27_RS05025,29.086,1083,669,27,4,1013,16,1072,5.23e-115,379
OANT_RS16340,AYT27_RS03170,33.333,123,73,4,13,135,8,121,4.73e-10,50.1
OANT_RS16360,AYT27_RS08625,33.333,468,292,11,283,735,2,464,1.48e-60,207
OANT_RS16440,AYT27_RS04640,30.962,239,149,9,89,320,60,289,6.09e-16,72.8
OANT_RS16455,AYT27_RS05170,39.252,107,56,3,3,107,6,105,9.42e-19,73.6
OANT_RS16485,AYT27_RS06730,52.850,193,88,2,1,193,1,190,4.09e-67,201
OANT_RS16490,AYT27_RS02355,29.348,276,135,8,3,243,23,273,6.43e-28,105
OANT_RS16515,AYT27_RS02585,36.559,93,54,3,69,156,550,642,1.35e-09,53.5
OANT_RS16525,AYT27_RS06825,23.486,545,345,19,61,558,109,628,5.62e-24,102
OANT_RS16580,AYT27_RS00050,33.540,161,99,4,1,154,1,160,8.19e-14,61.2
OANT_RS16585,AYT27_RS05075,47.809,251,119,8,1,246,3,246,2.19e-62,192
OANT_RS16590,AYT27_RS05660,38.650,163,93,2,47,202,29,191,3.33e-37,124
OANT_RS16595,AYT27_RS00320,41.259,143,81,1,8,147,30,172,5.66e-35,117
OANT_RS16625,AYT27_RS06810,31.023,303,158,9,12,270,10,305,1.55e-35,128
OANT_RS16640,AYT27_RS06775,23.010,804,537,29,16,783,12,769,5.07e-49,181
OANT_RS16665,AYT27_RS08220,22.927,205,128,7,97,291,27,211,2.40e-09,53.1
OANT_RS16670,AYT27_RS06805,32.240,183,114,4,192,370,178,354,2.66e-22,93.2
OANT_RS16680,AYT27_RS05920,28.346,127,91,0,8,134,2,128,8.14e-12,60.5
OANT_RS16690,AYT27_RS06100,25.346,217,148,4,24,231,3,214,1.37e-10,57.0
OANT_RS16695,AYT27_RS06435,24.766,428,309,7,8,425,3,427,2.44e-26,107
OANT_RS16795,AYT27_RS02085,34.375,64,42,0,20,83,11,74,9.97e-09,47.4
OANT_RS16805,AYT27_RS00550,26.613,124,86,2,131,254,59,177,6.65e-12,59.3
OANT_RS16815,AYT27_RS04125,27.326,172,120,3,30,199,117,285,2.63e-17,73.9
OANT_RS16825,AYT27_RS06030,44.395,223,117,5,27,247,2,219,1.96e-59,184
OANT_RS16830,AYT27_RS02480,30.091,329,208,14,128,442,137,457,9.51e-19,84.0
OANT_RS16835,AYT27_RS02440,41.667,216,126,0,1,216,1,216,1.72e-53,167
OANT_RS16890,AYT27_RS03285,33.846,195,112,5,115,299,25,212,2.33e-23,92.4
OANT_RS16895,AYT27_RS02030,26.566,399,275,7,6,396,12,400,1.65e-39,142
OANT_RS16900,AYT27_RS03295,28.099,242,155,4,27,264,22,248,3.18e-30,109
OANT_RS16910,AYT27_RS06435,26.281,449,315,9,2,439,11,454,1.28e-21,93.2
OANT_RS16925,AYT27_RS03455,34.314,612,346,14,5,571,1761,2361,1.09e-73,263
OANT_RS16935,AYT27_RS03455,33.596,381,215,9,25,368,1982,2361,1.64e-38,150
OANT_RS17000,AYT27_RS08500,96.000,25,1,0,1,25,1,25,1.13e-10,45.1
OANT_RS17010,AYT27_RS00125,40.625,96,55,1,40,135,9,102,1.65e-24,91.7
OANT_RS17015,AYT27_RS06525,45.909,220,110,1,1,220,1,211,3.73e-66,200
OANT_RS17020,AYT27_RS06530,61.538,52,20,0,11,62,7,58,1.61e-17,65.1
OANT_RS17030,AYT27_RS02495,45.918,98,49,1,254,347,74,171,3.38e-22,88.2
OANT_RS17035,AYT27_RS05610,32.335,334,219,3,12,344,9,336,1.04e-48,172
OANT_RS17040,AYT27_RS06550,80.769,338,65,0,1,338,1,338,0.0,588
OANT_RS17065,AYT27_RS02590,28.912,294,200,7,3,293,1,288,3.26e-18,79.0
OANT_RS17070,AYT27_RS00110,27.815,151,104,2,1,151,1,146,3.15e-10,53.5
OANT_RS17105,AYT27_RS00895,63.244,672,245,2,10,681,5,674,0.0,866
OANT_RS17110,AYT27_RS00890,62.009,458,164,1,4,461,11,458,0.0,581
OANT_RS17115,AYT27_RS00885,88.430,605,70,0,1,605,1,605,0.0,1102
OANT_RS17135,AYT27_RS01235,25.692,506,317,21,22,488,25,510,7.32e-29,115
OANT_RS17140,AYT27_RS04230,25.815,399,236,15,94,449,100,481,4.42e-10,57.0
OANT_RS17160,AYT27_RS02320,29.752,121,79,2,297,411,497,617,1.72e-08,52.4
OANT_RS17175,AYT27_RS02030,32.019,431,277,9,3,427,5,425,2.73e-56,187
OANT_RS17180,AYT27_RS01235,45.076,528,284,3,6,531,4,527,1.02e-160,464
OANT_RS17185,AYT27_RS06180,40.364,275,150,4,22,289,42,309,2.92e-55,177
OANT_RS17190,AYT27_RS06185,29.819,332,214,4,9,323,26,355,1.63e-44,152
