O_anthropi|Q.,Abortus2308|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
OANT_RS02135,BAB_RS17580,93.038,316,22,0,1,316,1,316,0.0,612
OANT_RS02140,BAB_RS17585,90.047,211,21,0,1,211,1,211,4.72e-128,357
OANT_RS02145,BAB_RS17590,87.447,1171,147,0,1,1171,1,1171,0.0,2044
OANT_RS02150,BAB_RS17595,90.441,136,13,0,1,136,1,136,4.40e-87,247
OANT_RS02155,BAB_RS23130,31.026,390,247,8,17,388,14,399,1.83e-50,171
OANT_RS02160,BAB_RS17600,94.353,425,24,0,1,425,1,425,0.0,794
OANT_RS02170,BAB_RS17605,61.373,233,90,0,1,233,1,233,2.34e-107,306
OANT_RS02175,BAB_RS17610,62.979,235,86,1,18,251,3,237,2.98e-110,314
OANT_RS02185,BAB_RS17615,62.871,202,74,1,1,201,20,221,1.41e-101,290
OANT_RS02190,BAB_RS17620,93.443,61,4,0,1,61,1,61,1.04e-38,119
OANT_RS02195,BAB_RS17625,81.757,296,54,0,1,296,1,296,6.39e-163,451
OANT_RS02200,BAB_RS17630,88.806,134,15,0,2,135,6,139,6.06e-83,236
OANT_RS02205,BAB_RS17635,91.703,229,19,0,3,231,7,235,9.59e-151,416
OANT_RS02215,BAB_RS27540,42.718,206,116,2,309,513,74,278,2.14e-48,166
OANT_RS02225,BAB_RS17640,78.502,414,88,1,1,414,3,415,0.0,687
OANT_RS02230,BAB_RS17645,84.300,293,42,1,1,289,1,293,0.0,501
OANT_RS02235,BAB_RS17650,89.011,273,30,0,1,273,1,273,0.0,499
OANT_RS02250,BAB_RS25005,32.364,516,264,14,44,481,64,572,5.67e-56,194
OANT_RS02265,BAB_RS26910,37.681,69,39,1,22,86,53,121,9.90e-11,55.8
OANT_RS02270,BAB_RS17655,94.961,258,13,0,1,258,1,258,0.0,511
OANT_RS02275,BAB_RS18750,52.657,207,85,8,1,202,1,199,4.76e-64,193
OANT_RS02285,BAB_RS30945,26.230,183,134,1,24,205,29,211,7.58e-08,50.8
OANT_RS02295,BAB_RS17665,94.795,365,19,0,1,365,1,365,0.0,725
OANT_RS02300,BAB_RS17670,97.337,413,11,0,1,413,1,413,0.0,836
OANT_RS02305,BAB_RS17675,94.690,339,18,0,1,339,1,339,0.0,659
OANT_RS02310,BAB_RS17685,91.787,414,34,0,49,462,1,414,0.0,754
OANT_RS02315,BAB_RS17690,85.549,173,24,1,1,172,1,173,9.93e-108,301
OANT_RS02320,BAB_RS17695,88.017,459,51,1,1,459,1,455,0.0,825
OANT_RS02325,BAB_RS17700,91.981,212,17,0,1,212,1,212,4.93e-142,392
OANT_RS02330,BAB_RS17705,84.066,182,7,1,1,182,1,160,7.79e-105,294
OANT_RS02335,BAB_RS17710,90.613,522,49,0,1,522,1,522,0.0,913
OANT_RS02340,BAB_RS17715,93.600,375,21,1,1,372,1,375,0.0,658
OANT_RS02345,BAB_RS19100,60.548,365,105,6,26,379,26,362,3.32e-140,400
OANT_RS02350,BAB_RS17720,93.358,271,18,0,7,277,2,272,0.0,534
OANT_RS02355,BAB_RS17725,92.842,475,34,0,1,475,1,475,0.0,901
OANT_RS02360,BAB_RS18455,56.410,117,47,3,9,121,2,118,1.56e-42,132
OANT_RS02365,BAB_RS17735,86.820,478,63,0,7,484,3,480,0.0,862
OANT_RS02370,BAB_RS17740,91.136,722,47,2,1,722,1,705,0.0,1340
OANT_RS02375,BAB_RS17745,77.143,280,36,3,1,257,1,275,8.78e-154,427
OANT_RS02380,BAB_RS27185,35.714,294,182,4,1,293,2,289,6.93e-56,180
OANT_RS02385,BAB_RS17755,92.944,411,28,1,1,411,1,410,0.0,796
OANT_RS02390,BAB_RS17760,92.148,433,34,0,1,433,1,433,0.0,837
OANT_RS02395,BAB_RS29200,24.747,198,147,1,41,238,28,223,3.31e-20,84.0
OANT_RS02400,BAB_RS22645,32.112,573,350,13,4,564,24,569,7.65e-93,294
OANT_RS02405,BAB_RS27045,47.244,254,133,1,1,254,1,253,1.29e-88,260
OANT_RS02410,BAB_RS22310,34.130,293,181,5,1,285,1,289,3.92e-33,120
OANT_RS02415,BAB_RS17765,89.696,427,40,1,1,423,1,427,0.0,756
OANT_RS02420,BAB_RS17770,92.308,52,4,0,1,52,1,52,1.16e-19,70.1
OANT_RS02425,BAB_RS17775,88.032,752,90,0,1,752,1,752,0.0,1358
OANT_RS02430,BAB_RS17780,89.091,165,18,0,1,165,1,165,6.17e-111,309
OANT_RS02435,BAB_RS17785,90.211,521,46,1,1,521,1,516,0.0,980
OANT_RS02440,BAB_RS17790,89.895,287,29,0,1,287,1,287,0.0,543
OANT_RS02445,BAB_RS17795,80.769,52,10,0,1,52,1,52,2.01e-28,92.4
OANT_RS02450,BAB_RS17800,94.239,243,14,0,1,243,1,243,4.59e-177,483
OANT_RS02455,BAB_RS17805,94.455,541,30,0,1,541,1,541,0.0,1050
OANT_RS02460,BAB_RS27425,32.075,318,203,6,126,439,122,430,9.58e-38,139
OANT_RS02465,BAB_RS27430,49.321,221,112,0,1,221,1,221,2.19e-68,206
OANT_RS02475,BAB_RS16575,57.542,179,75,1,55,233,27,204,4.49e-68,206
OANT_RS02480,BAB_RS17820,85.222,203,30,0,1,203,1,203,6.89e-122,340
OANT_RS02490,BAB_RS17835,86.150,361,50,0,1,361,1,361,0.0,650
OANT_RS02500,BAB_RS17840,85.217,115,17,0,1,115,1,115,1.71e-73,211
OANT_RS02505,BAB_RS17845,68.314,344,107,1,1,344,1,342,3.85e-174,484
OANT_RS02510,BAB_RS21345,66.667,198,66,0,4,201,8,205,2.13e-101,288
OANT_RS02520,BAB_RS23565,31.818,88,59,1,9,95,19,106,3.07e-09,47.4
OANT_RS02530,BAB_RS17850,82.908,392,65,1,1,390,1,392,0.0,609
OANT_RS02535,BAB_RS17855,82.238,411,73,0,1,411,1,411,0.0,700
OANT_RS02540,BAB_RS17860,77.246,334,71,2,1,331,1,332,0.0,541
OANT_RS02545,BAB_RS17865,84.932,219,33,0,1,219,1,219,7.70e-131,364
OANT_RS02550,BAB_RS17870,93.996,483,29,0,1,483,1,483,0.0,932
OANT_RS02560,BAB_RS21775,36.066,122,73,1,73,194,95,211,8.17e-21,83.2
OANT_RS02575,BAB_RS17875,89.498,438,45,1,1,437,1,438,0.0,803
OANT_RS02580,BAB_RS19190,30.921,152,90,4,60,211,88,224,1.62e-15,70.1
OANT_RS02605,BAB_RS17880,87.879,429,52,0,1,429,1,429,0.0,792
OANT_RS02610,BAB_RS17885,86.364,132,18,0,1,132,1,132,3.41e-73,211
OANT_RS02615,BAB_RS17890,95.181,249,12,0,1,249,1,249,1.08e-170,467
OANT_RS02620,BAB_RS17895,100.000,75,0,0,1,75,1,75,8.35e-48,142
OANT_RS02625,BAB_RS17900,91.220,205,18,0,1,205,1,205,9.29e-135,373
OANT_RS02630,BAB_RS17905,86.792,159,21,0,1,159,1,159,3.35e-97,274
OANT_RS02635,BAB_RS28590,44.737,152,84,0,4,155,1,152,4.01e-44,139
OANT_RS02640,BAB_RS16270,31.156,199,134,2,7,204,19,215,2.89e-25,94.7
OANT_RS02645,BAB_RS17910,87.727,220,27,0,1,220,1,220,3.20e-136,378
OANT_RS02650,BAB_RS17915,92.051,390,31,0,1,390,1,390,0.0,748
OANT_RS02655,BAB_RS17920,68.072,166,53,0,1,166,1,166,6.43e-76,221
OANT_RS02660,BAB_RS17930,89.610,77,6,1,1,77,1,75,7.38e-36,112
OANT_RS02665,BAB_RS17930,85.333,75,11,0,1,75,1,75,1.86e-32,104
OANT_RS02670,BAB_RS17935,69.831,295,87,1,12,306,6,298,4.66e-138,389
OANT_RS02675,BAB_RS17940,95.082,61,3,0,1,61,1,61,3.95e-40,122
OANT_RS02680,BAB_RS17945,83.103,290,49,0,1,290,447,736,1.14e-173,494
OANT_RS02685,BAB_RS17945,84.478,393,60,1,1,393,1,392,0.0,630
OANT_RS02695,BAB_RS17950,81.176,255,48,0,10,264,6,260,4.99e-141,393
OANT_RS02700,BAB_RS17955,93.151,73,5,0,1,73,1,73,1.41e-45,137
OANT_RS02705,BAB_RS17960,95.562,338,15,0,1,338,1,338,0.0,654
OANT_RS02710,BAB_RS17965,86.312,621,85,0,1,621,1,621,0.0,1053
OANT_RS02715,BAB_RS17970,94.855,311,13,1,1,311,1,308,0.0,621
OANT_RS02720,BAB_RS17980,91.892,777,50,1,1,764,1,777,0.0,1434
OANT_RS02730,BAB_RS17985,83.282,323,54,0,1,323,1,323,0.0,538
OANT_RS02735,BAB_RS17990,95.106,470,23,0,1,470,1,470,0.0,909
OANT_RS02740,BAB_RS18005,94.149,188,11,0,1,188,1,188,1.01e-120,336
OANT_RS02745,BAB_RS18010,86.400,250,33,1,1,249,1,250,1.72e-157,434
OANT_RS02750,BAB_RS18015,92.399,592,45,0,1,592,1,592,0.0,1104
OANT_RS02755,BAB_RS18025,91.726,423,35,0,1,423,1,423,0.0,771
OANT_RS02760,BAB_RS18030,89.489,333,35,0,1,333,1,333,0.0,535
OANT_RS02765,BAB_RS18035,91.626,203,17,0,1,203,1,203,1.98e-141,389
OANT_RS02770,BAB_RS27460,37.059,170,94,5,215,378,145,307,1.27e-22,94.0
OANT_RS02775,BAB_RS18040,86.441,118,16,0,1,118,1,118,4.54e-76,217
OANT_RS02780,BAB_RS18045,87.107,318,36,3,1,318,1,313,2.50e-171,474
OANT_RS02785,BAB_RS18050,97.794,272,6,0,1,272,1,272,0.0,546
OANT_RS02790,BAB_RS18055,94.388,196,11,0,1,196,1,196,7.54e-142,390
OANT_RS02800,BAB_RS18080,86.747,83,11,0,1,83,1,83,8.92e-50,148
OANT_RS02805,BAB_RS18085,93.956,364,22,0,1,364,1,364,0.0,693
OANT_RS02810,BAB_RS18090,92.453,371,28,0,1,371,1,371,0.0,712
OANT_RS02815,BAB_RS18095,87.342,316,40,0,1,316,1,316,0.0,579
OANT_RS02820,BAB_RS18100,100.000,84,0,0,1,84,1,84,1.07e-57,168
OANT_RS02825,BAB_RS18105,81.977,172,31,0,1,172,1,172,3.67e-102,288
OANT_RS02830,BAB_RS18110,72.414,87,23,1,1,87,1,86,1.95e-37,117
OANT_RS02835,BAB_RS18115,80.645,186,33,2,1,186,1,183,6.60e-70,207
OANT_RS02840,BAB_RS18120,87.171,304,39,0,3,306,12,315,0.0,543
OANT_RS02845,BAB_RS18125,93.313,643,38,1,1,638,1,643,0.0,1196
OANT_RS02850,BAB_RS18130,84.585,253,39,0,1,253,1,253,1.74e-152,421
OANT_RS02855,BAB_RS18135,91.019,412,37,0,1,412,1,412,0.0,749
OANT_RS02865,BAB_RS18140,85.000,200,30,0,1,200,1,200,9.39e-131,362
OANT_RS02870,BAB_RS18145,77.895,95,21,0,21,115,27,121,2.18e-53,160
OANT_RS02875,BAB_RS18150,60.185,432,136,6,1,426,1,402,1.19e-166,471
OANT_RS02885,BAB_RS18155,90.287,628,61,0,1,628,1,628,0.0,1176
OANT_RS02890,BAB_RS18160,94.828,232,12,0,1,232,20,251,3.03e-163,447
OANT_RS02895,BAB_RS18165,92.086,278,22,0,1,278,1,278,0.0,515
OANT_RS02905,BAB_RS18170,92.276,246,19,0,1,246,1,246,9.60e-174,474
OANT_RS02910,BAB_RS18175,95.363,496,23,0,1,496,1,496,0.0,956
OANT_RS02915,BAB_RS18180,85.938,192,26,1,1,191,1,192,1.26e-107,303
OANT_RS02920,BAB_RS18185,95.717,467,16,1,1,463,1,467,0.0,904
OANT_RS02925,BAB_RS18190,96.407,501,18,0,1,501,1,501,0.0,994
OANT_RS02930,BAB_RS23375,31.714,350,191,13,8,330,9,337,8.70e-41,142
OANT_RS02935,BAB_RS18195,92.019,426,34,0,1,426,1,426,0.0,837
OANT_RS02940,BAB_RS18200,95.238,189,9,0,1,189,1,189,1.03e-132,366
OANT_RS02945,BAB_RS18205,81.734,323,54,1,1,323,1,318,4.68e-171,474
OANT_RS02950,BAB_RS18210,98.780,82,1,0,1,82,1,82,9.78e-57,166
OANT_RS02955,BAB_RS18215,97.143,105,3,0,1,105,1,105,3.97e-72,210
OANT_RS02960,BAB_RS18220,92.027,301,24,0,1,301,1,301,0.0,560
OANT_RS02965,BAB_RS18225,95.510,245,11,0,1,245,1,245,1.00e-175,479
OANT_RS02970,BAB_RS18230,100.000,78,0,0,1,78,1,78,5.42e-50,148
OANT_RS02975,BAB_RS18235,94.272,419,24,0,1,419,1,419,0.0,753
OANT_RS02980,BAB_RS18240,83.495,412,59,2,1,403,1,412,0.0,677
OANT_RS02985,BAB_RS18245,84.281,299,47,0,1,299,1,299,0.0,516
OANT_RS02990,BAB_RS18250,96.347,219,8,0,1,219,1,219,5.65e-157,430
OANT_RS03010,BAB_RS18255,94.681,470,25,0,1,470,1,470,0.0,917
OANT_RS03015,BAB_RS18260,83.173,208,31,1,1,204,1,208,2.56e-117,329
OANT_RS03020,BAB_RS18265,89.831,295,29,1,1,294,1,295,0.0,525
OANT_RS03025,BAB_RS18270,96.739,552,18,0,1,552,1,552,0.0,1077
OANT_RS03030,BAB_RS18275,87.742,310,35,1,6,315,1,307,0.0,548
OANT_RS03035,BAB_RS32240,65.385,26,9,0,1,26,1,26,4.00e-08,41.6
OANT_RS03040,BAB_RS18280,65.217,184,59,2,1,184,1,179,1.26e-78,230
OANT_RS03045,BAB_RS18290,96.918,292,9,0,1,292,1,292,0.0,574
OANT_RS03050,BAB_RS18295,83.333,78,11,1,1,76,1,78,5.79e-43,134
OANT_RS03055,BAB_RS18300,82.000,250,41,2,1,249,1,247,1.05e-150,417
OANT_RS03060,BAB_RS18305,93.714,350,18,1,1,350,1,346,0.0,669
OANT_RS03065,BAB_RS18310,90.798,326,30,0,1,326,1,326,0.0,614
OANT_RS03070,BAB_RS18315,91.558,154,13,0,1,154,1,154,1.05e-104,293
OANT_RS03075,BAB_RS18320,87.578,161,20,0,1,161,1,161,5.64e-99,279
OANT_RS03080,BAB_RS18325,63.158,266,98,0,1,266,1,266,2.98e-126,356
OANT_RS03095,BAB_RS18330,90.500,200,19,0,1,200,1,200,7.83e-137,377
OANT_RS03100,BAB_RS18335,95.322,962,45,0,3,964,3,964,0.0,1871
OANT_RS03105,BAB_RS18340,87.379,206,26,0,1,206,1,206,8.06e-138,380
OANT_RS03110,BAB_RS18345,94.186,430,25,0,1,430,1,430,0.0,837
OANT_RS03115,BAB_RS18350,92.657,463,34,0,1,463,1,463,0.0,887
OANT_RS03120,BAB_RS18355,77.551,196,40,1,1,196,1,192,3.07e-115,322
OANT_RS03130,BAB_RS18365,81.967,61,11,0,1,61,1,61,3.55e-34,107
OANT_RS03135,BAB_RS18370,90.789,228,21,0,1,228,1,228,4.03e-154,424
OANT_RS03140,BAB_RS18375,86.577,596,52,2,1,596,1,568,0.0,982
OANT_RS03145,BAB_RS18380,95.756,377,16,0,1,377,1,377,0.0,762
OANT_RS03150,BAB_RS18385,83.744,203,33,0,2,204,3,205,4.16e-131,363
OANT_RS03155,BAB_RS18390,80.392,357,70,0,8,364,2,358,0.0,600
OANT_RS03160,BAB_RS18990,38.866,247,141,6,5,245,3,245,5.60e-47,162
OANT_RS03170,BAB_RS29665,29.907,321,200,7,4,318,21,322,3.57e-32,119
OANT_RS03175,BAB_RS18395,80.571,175,34,0,1,175,1,175,6.58e-104,292
OANT_RS03180,BAB_RS18400,84.332,217,34,0,1,217,1,217,8.16e-131,363
OANT_RS03185,BAB_RS18405,88.358,1151,134,0,1,1151,1,1151,0.0,1867
OANT_RS03190,BAB_RS20705,94.231,104,6,0,1,104,1,104,5.22e-69,198
OANT_RS03195,BAB_RS20710,80.000,65,13,0,10,74,17,81,1.34e-33,107
OANT_RS03235,BAB_RS28780,22.072,222,167,4,2,221,10,227,1.53e-08,51.2
OANT_RS03240,BAB_RS29695,46.237,558,261,8,13,569,6,525,1.25e-154,452
OANT_RS03245,BAB_RS32795,29.264,516,322,15,23,505,21,526,3.40e-50,176
OANT_RS03250,BAB_RS23540,42.090,335,165,2,1,306,1,335,9.11e-86,258
OANT_RS03255,BAB_RS30915,44.867,263,145,0,32,294,23,285,1.27e-74,227
OANT_RS03300,BAB_RS31775,33.790,219,134,6,1,217,1,210,8.79e-30,114
OANT_RS03305,BAB_RS31780,44.737,152,84,0,34,185,11,162,4.32e-36,127
OANT_RS03310,BAB_RS31785,47.945,292,150,1,14,305,21,310,3.26e-90,268
OANT_RS03315,BAB_RS31790,47.872,376,191,1,1,376,1,371,2.52e-116,341
OANT_RS03320,BAB_RS31795,47.388,268,139,2,2,269,1,266,6.80e-87,257
OANT_RS03325,BAB_RS18370,36.818,220,137,1,16,233,5,224,8.84e-38,129
OANT_RS03330,BAB_RS28125,25.902,305,225,1,14,318,4,307,1.71e-39,138
OANT_RS03335,BAB_RS24785,63.389,478,174,1,1,478,1,477,0.0,629
OANT_RS03380,BAB_RS25310,30.000,240,155,7,55,288,86,318,1.08e-17,79.0
OANT_RS03395,BAB_RS32270,46.591,88,47,0,15,102,1,88,2.86e-21,89.7
OANT_RS03405,BAB_RS29605,50.000,114,57,0,1,114,1,114,1.88e-32,107
OANT_RS03410,BAB_RS29610,34.706,510,308,7,41,542,18,510,1.52e-93,292
OANT_RS03445,BAB_RS23290,22.222,270,193,6,129,389,107,368,1.38e-13,68.2
OANT_RS03450,BAB_RS29200,24.686,239,176,2,9,247,12,246,2.54e-12,61.6
OANT_RS03465,BAB_RS26915,44.928,69,38,0,14,82,189,257,2.07e-10,56.2
OANT_RS03480,BAB_RS26685,43.636,110,61,1,3,112,2,110,5.46e-23,90.1
OANT_RS03495,BAB_RS26670,38.396,823,454,14,10,795,15,821,5.75e-180,534
OANT_RS03500,BAB_RS26665,27.679,224,136,6,10,218,5,217,1.88e-16,72.4
OANT_RS03510,BAB_RS26660,24.528,265,182,5,4,253,6,267,4.63e-11,59.3
OANT_RS03515,BAB_RS26650,34.703,219,137,3,6,220,18,234,9.44e-43,141
OANT_RS03520,BAB_RS26645,27.797,295,175,8,5,277,4,282,1.16e-30,113
OANT_RS03525,BAB_RS26640,39.007,282,161,3,89,365,111,386,1.54e-63,205
OANT_RS03530,BAB_RS26635,45.051,293,158,2,14,303,25,317,1.79e-80,246
OANT_RS03535,BAB_RS18420,93.348,887,59,0,1,887,1,887,0.0,1702
OANT_RS03540,BAB_RS18425,72.593,270,68,2,1,270,1,264,5.95e-139,389
OANT_RS03545,BAB_RS18430,82.178,101,16,1,1,99,1,101,1.89e-53,160
OANT_RS03555,BAB_RS30370,36.145,249,140,6,69,303,97,340,6.25e-43,148
OANT_RS03560,BAB_RS18435,80.153,262,52,0,1,262,1,262,7.98e-144,400
OANT_RS03565,BAB_RS18440,84.333,300,47,0,1,300,1,300,0.0,526
OANT_RS03570,BAB_RS18445,87.940,199,24,0,1,199,1,199,6.94e-123,342
OANT_RS03575,BAB_RS18450,83.432,169,28,0,1,169,1,169,2.29e-107,300
OANT_RS03580,BAB_RS18455,88.136,118,14,0,1,118,1,118,5.06e-76,217
OANT_RS03590,BAB_RS18465,86.656,622,83,0,1,622,1,622,0.0,1061
OANT_RS03595,BAB_RS18470,78.209,335,73,0,1,335,1,335,0.0,511
OANT_RS03600,BAB_RS18475,100.000,25,0,0,1,25,1,25,2.67e-13,52.4
OANT_RS03655,BAB_RS29600,33.010,103,60,2,1,94,43,145,1.31e-09,49.7
OANT_RS03660,BAB_RS29605,39.423,104,63,0,1,104,1,104,2.02e-21,79.3
OANT_RS03665,BAB_RS29610,34.007,544,323,11,1,537,1,515,1.83e-83,266
OANT_RS03690,BAB_RS26345,90.272,257,25,0,1,257,1,257,5.80e-175,479
OANT_RS03695,BAB_RS26340,81.849,292,53,0,1,292,1,292,0.0,497
OANT_RS03715,BAB_RS26335,49.153,59,30,0,1,59,1,59,7.79e-15,58.5
OANT_RS03745,BAB_RS26635,28.302,318,198,7,137,426,27,342,4.63e-30,117
OANT_RS03760,BAB_RS17965,26.812,138,80,5,61,187,342,469,9.72e-08,49.3
OANT_RS03765,BAB_RS26330,79.783,460,93,0,1,460,1,460,0.0,727
OANT_RS03770,BAB_RS26325,93.966,116,7,0,1,116,1,116,2.13e-74,213
OANT_RS03775,BAB_RS26320,83.509,285,47,0,2,286,6,290,0.0,505
OANT_RS03780,BAB_RS26315,79.565,230,47,0,1,230,1,230,3.58e-133,373
OANT_RS03785,BAB_RS26310,94.611,334,18,0,1,334,1,334,0.0,650
OANT_RS03790,BAB_RS26305,81.111,180,34,0,11,190,2,181,1.54e-110,310
OANT_RS03800,BAB_RS26300,84.942,259,39,0,1,259,1,259,2.70e-166,457
OANT_RS03805,BAB_RS26295,93.103,145,10,0,1,145,1,145,7.48e-100,280
OANT_RS03810,BAB_RS26290,93.023,172,12,0,1,172,1,172,1.26e-120,334
OANT_RS03815,BAB_RS26285,96.314,407,15,0,1,407,1,407,0.0,818
OANT_RS03820,BAB_RS26280,95.588,272,12,0,1,272,1,272,0.0,539
OANT_RS03825,BAB_RS26270,69.551,312,93,1,1,312,1,310,1.48e-150,424
OANT_RS03830,BAB_RS26265,93.978,714,42,1,1,713,1,714,0.0,1351
OANT_RS03835,BAB_RS26260,95.506,89,4,0,1,89,1,89,1.71e-59,173
OANT_RS03840,BAB_RS26255,92.901,324,23,0,1,324,1,324,0.0,620
OANT_RS03845,BAB_RS26250,88.667,150,17,0,1,150,1,150,2.43e-88,251
OANT_RS03850,BAB_RS26245,90.975,964,82,3,1,964,1,959,0.0,1677
OANT_RS03855,BAB_RS26240,95.074,203,10,0,41,243,15,217,8.32e-141,390
OANT_RS03865,BAB_RS26235,94.656,524,28,0,1,524,1,524,0.0,993
OANT_RS03870,BAB_RS26230,87.500,224,23,1,1,224,1,219,9.95e-141,389
OANT_RS03875,BAB_RS26225,87.983,233,28,0,1,233,1,233,1.53e-157,432
OANT_RS03880,BAB_RS26220,95.476,420,19,0,1,420,1,420,0.0,812
OANT_RS03885,BAB_RS26215,93.431,137,7,1,1,135,1,137,1.11e-87,248
OANT_RS03890,BAB_RS26210,81.579,532,98,0,1,532,1,532,0.0,867
OANT_RS03895,BAB_RS26205,89.607,356,35,1,1,356,1,354,0.0,601
OANT_RS03900,BAB_RS26200,88.158,152,18,0,11,162,1,152,9.47e-100,280
OANT_RS03905,BAB_RS26195,97.859,327,7,0,1,327,1,327,0.0,645
OANT_RS03910,BAB_RS26190,92.934,467,28,1,1,462,1,467,0.0,897
OANT_RS03915,BAB_RS26185,87.970,266,32,0,1,266,1,266,5.49e-173,474
OANT_RS03920,BAB_RS26180,91.463,164,14,0,1,164,1,164,6.94e-111,309
OANT_RS03925,BAB_RS26175,75.983,229,55,0,1,229,1,229,2.20e-124,348
OANT_RS03930,BAB_RS26170,95.152,165,8,0,1,165,1,165,2.14e-106,298
OANT_RS03935,BAB_RS26165,88.249,417,49,0,1,417,1,417,0.0,769
OANT_RS03940,BAB_RS26160,90.361,83,8,0,1,83,3,85,4.57e-46,139
OANT_RS03945,BAB_RS26155,74.468,329,67,6,1,315,15,340,2.45e-163,455
OANT_RS03960,BAB_RS26150,96.053,228,9,0,1,228,1,228,5.50e-160,438
OANT_RS03965,BAB_RS26145,98.333,240,4,0,1,240,1,240,7.10e-177,482
OANT_RS03970,BAB_RS26140,93.773,273,17,0,1,273,1,273,0.0,538
OANT_RS03975,BAB_RS26135,93.836,438,25,1,1,438,1,436,0.0,829
OANT_RS03980,BAB_RS26130,92.153,497,38,1,1,497,1,496,0.0,915
OANT_RS03985,BAB_RS26125,95.977,348,14,0,1,348,1,348,0.0,687
OANT_RS03990,BAB_RS22110,26.163,344,242,7,35,371,33,371,7.58e-21,90.1
OANT_RS03995,BAB_RS26120,80.292,137,27,0,1,137,1,137,1.27e-78,225
OANT_RS04005,BAB_RS26115,94.915,118,6,0,1,118,1,118,8.24e-74,211
OANT_RS04015,BAB_RS20330,34.286,105,61,4,34,135,47,146,3.41e-09,52.0
OANT_RS04025,BAB_RS26110,86.408,206,28,0,1,206,1,206,6.60e-140,386
OANT_RS04045,BAB_RS26105,91.892,111,9,0,1,111,1,111,3.30e-61,206
OANT_RS04050,BAB_RS26095,95.833,312,13,0,1,312,1,312,0.0,621
OANT_RS04055,BAB_RS26090,85.911,291,41,0,1,291,1,291,0.0,539
OANT_RS04060,BAB_RS26085,92.632,95,7,0,1,95,1,95,3.59e-63,183
OANT_RS04065,BAB_RS26080,89.496,238,21,1,3,240,2,235,2.67e-150,415
OANT_RS04075,BAB_RS26075,88.945,199,22,0,1,199,1,199,3.00e-134,371
OANT_RS04080,BAB_RS26070,94.960,377,19,0,2,378,1,377,0.0,664
OANT_RS04085,BAB_RS26065,93.093,637,43,1,1,636,1,637,0.0,1196
OANT_RS04090,BAB_RS26060,85.106,329,48,1,1,329,1,328,0.0,579
OANT_RS04100,BAB_RS16195,40.339,295,175,1,1,294,1,295,2.62e-69,214
OANT_RS04120,BAB_RS26055,91.915,804,65,0,1,804,1,804,0.0,1469
OANT_RS04125,BAB_RS26050,95.393,369,17,0,1,369,1,369,0.0,734
OANT_RS04130,BAB_RS26045,76.429,280,66,0,1,280,1,280,4.37e-153,425
OANT_RS04135,BAB_RS26040,97.015,134,4,0,1,134,1,134,6.43e-93,261
OANT_RS04140,BAB_RS26035,98.485,66,1,0,1,66,1,66,1.05e-42,129
OANT_RS04145,BAB_RS26030,88.235,204,24,0,1,204,1,204,3.33e-135,374
OANT_RS04150,BAB_RS26025,98.876,178,2,0,1,178,1,178,8.97e-129,355
OANT_RS04155,BAB_RS26015,88.123,261,27,1,1,257,1,261,3.88e-171,469
OANT_RS04160,BAB_RS26010,92.857,280,20,0,1,280,1,280,0.0,508
OANT_RS04165,BAB_RS26000,87.500,144,17,1,1,144,1,143,1.94e-77,223
OANT_RS04170,BAB_RS25995,86.957,253,33,0,1,253,1,253,1.08e-166,457
OANT_RS04175,BAB_RS25990,83.810,210,34,0,1,210,1,210,3.76e-131,364
OANT_RS04180,BAB_RS25985,84.332,217,34,0,1,217,1,217,2.71e-116,327
OANT_RS04185,BAB_RS25980,97.044,406,12,0,1,406,1,406,0.0,815
OANT_RS04190,BAB_RS25975,85.135,148,22,0,9,156,8,155,3.66e-84,241
OANT_RS04195,BAB_RS25970,96.774,279,9,0,1,279,1,279,0.0,550
OANT_RS04200,BAB_RS25965,94.020,301,18,0,1,301,1,301,0.0,585
OANT_RS04205,BAB_RS25960,91.156,441,39,0,1,441,1,441,0.0,819
OANT_RS04220,BAB_RS25955,98.131,107,2,0,1,107,1,107,1.59e-74,213
OANT_RS04225,BAB_RS25950,84.576,1180,182,0,1,1180,1,1180,0.0,2029
OANT_RS04230,BAB_RS25945,86.948,1042,136,0,1,1042,1,1042,0.0,1759
OANT_RS04235,BAB_RS25940,78.601,243,48,1,1,243,1,239,2.61e-136,380
OANT_RS04240,BAB_RS25935,82.341,504,88,1,1,504,1,503,0.0,840
OANT_RS04245,BAB_RS25930,84.561,842,125,2,17,858,1,837,0.0,1405
OANT_RS04250,BAB_RS25925,97.639,466,11,0,1,466,1,466,0.0,947
OANT_RS04255,BAB_RS21735,27.650,217,145,7,16,225,20,231,2.69e-16,73.6
OANT_RS04260,BAB_RS25920,90.291,103,10,0,1,103,1,103,1.10e-67,195
OANT_RS04265,BAB_RS25915,93.233,133,9,0,1,133,1,133,1.31e-89,253
OANT_RS04270,BAB_RS25910,77.358,159,36,0,1,159,1,159,9.77e-83,238
OANT_RS04275,BAB_RS25905,90.728,604,52,1,1,604,1,600,0.0,1087
OANT_RS04280,BAB_RS25900,99.163,239,2,0,1,239,1,239,5.34e-177,482
OANT_RS04285,BAB_RS25895,96.130,491,19,0,1,491,1,491,0.0,989
OANT_RS04290,BAB_RS25885,89.655,145,15,0,1,145,1,145,2.76e-80,230
