Abortus2308,Melitensis16M,G1.evalue,G1.bitscore,G1.pident,G2.evalue,G2.bitscore,G2.pident
BAB_RS24265,BME_RS01470,1.58e-172,470,100,1.57e-172,470,100
BAB_RS24270,BME_RS01465,0,674,99.701,0,674,99.701
BAB_RS24275,BME_RS01460,2.69e-40,123,100,2.68e-40,123,100
BAB_RS24285,BME_RS01455,2.32e-156,436,100,4.32e-156,436,100
BAB_RS24290,BME_RS01450,7.01e-37,114,100,6.97e-37,114,100
BAB_RS24295,BME_RS01445,3.25e-43,130,100,3.23e-43,130,100
BAB_RS24300,BME_RS01440,3.99e-115,320,100,3.97e-115,320,100
BAB_RS24305,BME_RS01435,0,729,99.171,0,729,99.171
BAB_RS24310,BME_RS15920,2.2e-25,84,100,2.19e-25,84,100
BAB_RS24315,BME_RS01425,1.19e-171,468,99.563,1.18e-171,468,99.563
BAB_RS24320,BME_RS01420,0,960,99.582,0,960,99.582
BAB_RS24325,BME_RS01415,5.11e-116,321,100,5.08e-116,321,100
BAB_RS24330,BME_RS01410,0,553,100,0,553,100
BAB_RS24335,BME_RS01405,4.65e-58,169,100,4.63e-58,169,100
BAB_RS24340,BME_RS01400,0,1203,99.174,0,1203,99.174
BAB_RS24345,BME_RS01395,9.39e-14,58.2,100,5.87e-15,61.2,96.667
BAB_RS24350,BME_RS01390,3.51e-163,446,100,3.49e-163,446,100
BAB_RS24355,BME_RS01385,0,677,99.401,0,677,99.401
BAB_RS24360,BME_RS01380,0,1057,99.632,0,1057,99.632
BAB_RS24365,BME_RS01375,7.8e-177,482,99.585,7.76e-177,482,99.585
BAB_RS24370,BME_RS01370,0,997,99.391,0,997,99.391
BAB_RS24375,BME_RS01365,1.09e-180,492,98.347,1.08e-180,492,98.347
BAB_RS24380,BME_RS01360,0,622,98.714,0,622,98.714
BAB_RS24385,BME_RS15910,2.26e-46,138,98.507,2.25e-46,138,98.507
BAB_RS24390,BME_RS01355,2.07e-139,383,100,2.06e-139,383,100
BAB_RS24395,BME_RS01350,1.81e-80,228,100,1.8e-80,228,100
BAB_RS24400,BME_RS01345,9.9e-95,266,100,9.85e-95,266,100
BAB_RS24405,BME_RS01340,0,2065,99.416,0,2065,99.416
BAB_RS24410,BME_RS01335,0,759,99.213,0,759,99.213
BAB_RS24415,BME_RS01330,4.92e-100,280,100,4.89e-100,280,100
BAB_RS24420,BME_RS01325,1.51e-39,120,100,1.5e-39,120,100
BAB_RS24425,BME_RS01320,0,508,99.602,0,508,99.602
BAB_RS24430,BME_RS01315,0,605,100,0,605,100
BAB_RS24435,BME_RS01310,0,855,99.524,0,855,99.524
BAB_RS24440,BME_RS01305,0,533,99.62,0,533,99.62
BAB_RS24445,BME_RS01300,6.29e-09,53.5,66.667,6.86e-09,53.5,66.667
BAB_RS24450,BME_RS01295,0,2368,99.655,0,2368,99.655
BAB_RS24460,BME_RS01285,0,726,96.226,0,726,96.226
BAB_RS24465,BME_RS01280,2.57e-82,233,100,2.55e-82,233,100
BAB_RS24470,BME_RS01275,0,503,100,0,503,100
BAB_RS24475,BME_RS01270,0,759,95.455,0,759,95.455
BAB_RS24480,BME_RS01265,0,902,100,0,902,100
BAB_RS24485,BME_RS01260,0,582,99.007,0,582,99.007
BAB_RS24490,BME_RS01255,0,686,99.099,0,686,99.099
BAB_RS24495,BME_RS01250,0,842,99.524,0,842,99.524
BAB_RS24500,BME_RS01245,9.91e-168,458,100,9.86e-168,458,100
BAB_RS24505,BME_RS01240,1.15e-99,279,99.31,1.15e-99,279,99.31
BAB_RS24510,BME_RS01235,1.62e-98,275,100,1.61e-98,275,100
BAB_RS24515,BME_RS01230,0,1044,99.808,0,1044,99.808
BAB_RS24520,BME_RS01225,0,597,100,0,597,100
BAB_RS24525,BME_RS01220,0,1020,99.803,0,1020,99.803
BAB_RS24530,BME_RS01215,1.87e-129,358,98.925,1.86e-129,358,98.925
BAB_RS24535,BME_RS01210,1.28e-93,263,99.27,1.27e-93,263,99.27
BAB_RS24540,BME_RS01205,0,631,100,0,631,100
BAB_RS24545,BME_RS01200,8.96e-160,437,99.539,8.91e-160,437,99.539
BAB_RS24550,BME_RS01195,4.49e-141,388,100,4.46e-141,388,100
BAB_RS24555,BME_RS01190,0,1816,99.772,0,1816,99.772
BAB_RS24560,BME_RS01185,1.19e-166,455,99.558,1.19e-166,455,99.558
BAB_RS24565,BME_RS01180,3.92e-129,356,99.432,3.9e-129,356,99.432
BAB_RS24570,BME_RS01175,2.69e-69,198,100,2.68e-69,198,100
BAB_RS24575,BME_RS01170,0,1347,99.846,0,1347,99.846
BAB_RS24580,BME_RS01165,1.9e-48,144,100,1.89e-48,144,100
BAB_RS24585,BME_RS01160,0,652,99.077,0,652,99.077
BAB_RS24590,BME_RS01155,0,933,99.355,0,933,99.355
BAB_RS24595,BME_RS01150,0,1184,100,0,1184,100
BAB_RS24600,BME_RS01145,0,1080,99.814,0,1080,99.814
BAB_RS24605,BME_RS01140,0,797,99.751,0,797,99.751
BAB_RS24610,BME_RS01135,0,3229,99.688,0,3229,99.688
BAB_RS24615,BME_RS01130,6.28e-156,427,99.531,6.24e-156,427,99.531
BAB_RS24620,BME_RS01125,0,507,100,0,507,100
BAB_RS24625,BME_RS01120,1.54e-155,426,100,1.53e-155,426,100
BAB_RS24630,BME_RS01115,1.87e-93,263,99.254,1.86e-93,263,99.254
BAB_RS24635,BME_RS01110,1.11e-58,172,98.851,1.1e-58,172,98.851
BAB_RS24640,BME_RS01105,0,1012,99.426,0,1012,99.426
BAB_RS24645,BME_RS01100,0,560,99.636,0,560,99.636
BAB_RS24650,BME_RS01095,1.19e-160,439,99.533,1.17e-160,439,99.533
BAB_RS24655,BME_RS01090,0,592,99.329,0,592,99.329
BAB_RS24660,BME_RS01085,1.67e-63,184,100,1.66e-63,184,100
BAB_RS24665,BME_RS01080,0,1017,99.799,0,1017,99.799
BAB_RS24670,BME_RS01075,0,588,99.659,0,588,99.659
BAB_RS24675,BME_RS01070,8.5e-151,414,100,8.45e-151,414,100
BAB_RS24680,BME_RS01065,2.4e-48,145,100,2.39e-48,145,100
BAB_RS24685,BME_RS01060,7.58e-134,368,99.438,7.53e-134,368,99.438
BAB_RS24690,BME_RS01055,0,874,99.774,0,874,99.774
BAB_RS24695,BME_RS01050,0,890,99.555,0,890,99.555
BAB_RS24700,BME_RS01045,0,606,99.331,0,606,99.331
BAB_RS24705,BME_RS01040,3.52e-119,330,97.126,3.6e-119,330,97.126
BAB_RS24710,BME_RS01035,6.91e-89,250,99.187,6.88e-89,250,99.187
BAB_RS24715,BME_RS01030,1.01e-168,460,100,1e-168,460,100
BAB_RS24720,BME_RS01025,0,848,99.532,0,848,99.532
BAB_RS24725,BME_RS01020,0,747,99.735,0,747,99.735
BAB_RS24730,BME_RS01015,0,693,100,0,693,100
BAB_RS24735,BME_RS01010,7.54e-136,379,82.879,4.33e-137,382,83.658
BAB_RS24740,BME_RS01005,4.75e-136,374,98.919,4.72e-136,374,98.919
BAB_RS24745,BME_RS15875,4.9e-78,226,100,2.42e-78,226,100
BAB_RS24750,BME_RS00995,2.95e-60,175,100,2.87e-60,175,100
BAB_RS24755,BME_RS00990,1.17e-96,271,98.592,1.16e-96,271,98.592
BAB_RS24760,BME_RS00985,3.57e-17,62.4,100,3.55e-17,62.4,100
BAB_RS24780,BME_RS00980,7.37e-174,473,100,7.33e-174,473,100
BAB_RS24785,BME_RS00975,0,973,99.582,0,973,99.582
BAB_RS24790,BME_RS00970,1.85e-168,459,100,1.84e-168,459,100
BAB_RS24830,BME_RS00935,0,1328,99.693,0,1328,99.693
BAB_RS24835,BME_RS00930,0,962,99.79,0,962,99.79
BAB_RS24840,BME_RS00925,0,1751,99.657,0,1751,99.657
BAB_RS24845,BME_RS00920,0,508,99.617,0,508,99.617
BAB_RS24850,BME_RS00915,0,588,99.661,0,588,99.661
BAB_RS24855,BME_RS00910,0,722,99.443,0,722,99.443
BAB_RS24860,BME_RS00905,0,1512,99.868,0,1512,99.868
BAB_RS24865,BME_RS00900,0,860,100,0,860,100
BAB_RS24870,BME_RS00895,0,513,99.597,0,513,99.597
BAB_RS24875,BME_RS00890,0,571,98.986,0,571,98.986
BAB_RS24880,BME_RS00885,1.43e-104,291,98.582,1.42e-104,291,98.582
BAB_RS24885,BME_RS00880,0,579,100,0,579,100
BAB_RS24890,BME_RS00875,2.45e-63,183,100,2.44e-63,183,100
BAB_RS24895,BME_RS00870,0,531,99.618,0,531,99.618
BAB_RS24900,BME_RS00865,0,585,98.653,0,585,98.653
BAB_RS24905,BME_RS00860,0,797,99.515,0,797,99.515
BAB_RS24920,BME_RS00850,0,1038,99.809,0,1038,99.809
BAB_RS24925,BME_RS00845,0,897,99.782,0,897,99.782
BAB_RS24930,BME_RS00840,6.7e-174,474,100,6.66e-174,474,100
BAB_RS24935,BME_RS00835,0,625,100,0,625,100
BAB_RS24940,BME_RS00830,0,720,99.721,0,720,99.721
BAB_RS24945,BME_RS00825,0,645,100,0,645,100
BAB_RS24950,BME_RS00820,8.8e-68,194,100,8.75e-68,194,100
BAB_RS24955,BME_RS00815,2.99e-107,298,100,2.97e-107,298,100
BAB_RS24960,BME_RS00810,1.22e-158,434,98.624,1.21e-158,434,98.624
BAB_RS24965,BME_RS00805,0,549,99.649,0,549,99.649
BAB_RS24970,BME_RS00800,0,1000,99.594,0,1000,99.594
BAB_RS24975,BME_RS00795,0,1622,95.433,0,1622,95.433
BAB_RS24980,BME_RS00790,0,845,99.538,0,845,99.538
BAB_RS24985,BME_RS00785,0,615,99.667,0,615,99.667
BAB_RS24990,BME_RS00780,0,834,99.517,0,834,99.517
BAB_RS24995,BME_RS00775,3.7e-89,251,99.187,3.68e-89,251,99.187
BAB_RS25000,BME_RS00770,0,538,100,0,538,100
BAB_RS25005,BME_RS00765,0,1268,99.511,0,1268,99.511
BAB_RS25010,BME_RS00760,7.36e-92,258,98.473,7.32e-92,258,98.473
BAB_RS25015,BME_RS00755,1.21e-94,265,100,1.2e-94,265,100
BAB_RS25020,BME_RS00750,4.12e-110,306,100,4.1e-110,306,100
BAB_RS25025,BME_RS00745,0,964,99.787,0,964,99.787
BAB_RS25030,BME_RS00740,3.96e-102,285,100,3.94e-102,285,100
BAB_RS25035,BME_RS00735,0,805,100,0,805,100
BAB_RS25040,BME_RS00730,2.95e-50,149,93.976,2.76e-50,149,93.976
BAB_RS25045,BME_RS00725,2.83e-98,275,100,2.81e-98,275,100
BAB_RS25050,BME_RS00720,1.46e-86,244,100,1.45e-86,244,100
BAB_RS25055,BME_RS00715,3.61e-78,222,100,3.59e-78,222,100
BAB_RS25060,BME_RS00710,7.17e-163,445,99.548,7.13e-163,445,99.548
BAB_RS25065,BME_RS00705,0,493,100,0,493,100
BAB_RS25070,BME_RS00700,5.7e-137,377,100,5.67e-137,377,100
BAB_RS25075,BME_RS00695,0,627,99.683,0,627,99.683
BAB_RS25080,BME_RS00690,0,680,100,0,680,100
BAB_RS25085,BME_RS00685,0,923,99.143,0,923,99.143
BAB_RS25090,BME_RS00680,1.09e-135,373,100,1.09e-135,373,100
BAB_RS25095,BME_RS00675,1.9e-154,423,99.528,1.89e-154,423,99.528
BAB_RS25100,BME_RS00670,4.89e-93,262,99.27,4.86e-93,262,99.27
BAB_RS25105,BME_RS00665,0,814,99.755,0,814,99.755
BAB_RS25110,BME_RS00660,0,2081,99.701,0,2081,99.701
BAB_RS25115,BME_RS00655,0,595,99.667,0,595,99.667
BAB_RS25120,BME_RS00650,0,792,100,0,792,100
BAB_RS25125,BME_RS00645,0,639,99.375,0,639,99.375
BAB_RS25130,BME_RS00640,0,791,99.483,0,791,99.483
BAB_RS25135,BME_RS00635,1.35e-125,347,100,1.34e-125,347,100
BAB_RS25140,BME_RS00630,0,618,99.67,0,618,99.67
BAB_RS25145,BME_RS00625,0,873,99.766,0,873,99.766
BAB_RS25150,BME_RS00620,0,905,99.57,0,905,99.57
BAB_RS25155,BME_RS00615,4.92e-158,433,99.545,4.89e-158,433,99.545
BAB_RS25160,BME_RS00610,0,537,100,0,537,100
BAB_RS25170,BME_RS00600,3.69e-73,209,99.01,3.67e-73,209,99.01
BAB_RS25175,BME_RS00595,8.54e-98,274,98.551,8.49e-98,274,98.551
BAB_RS25180,BME_RS00590,0,512,99.603,0,512,99.603
BAB_RS25185,BME_RS00585,0,831,99.516,0,831,99.516
BAB_RS25190,BME_RS00580,0,660,100,0,660,100
BAB_RS25195,BME_RS00575,7.38e-32,100,100,7.34e-32,100,100
BAB_RS25200,BME_RS00570,0,1863,99.89,0,1863,99.89
BAB_RS25205,BME_RS00565,1.89e-45,136,100,1.88e-45,136,100
BAB_RS25210,BME_RS00560,0,870,99.766,0,870,99.766
BAB_RS25230,BME_RS00545,1.86e-14,55.5,100,1.85e-14,55.5,100
BAB_RS25235,BME_RS00540,4.32e-45,135,100,4.29e-45,135,100
BAB_RS25240,BME_RS00535,0,627,99.373,0,627,99.373
BAB_RS25245,BME_RS00530,0,568,99.644,0,568,99.644
BAB_RS25250,BME_RS00525,2.61e-117,325,100,2.59e-117,325,100
BAB_RS25255,BME_RS00520,9.6e-177,482,100,9.55e-177,482,100
BAB_RS25260,BME_RS00515,0,548,99.262,0,548,99.262
BAB_RS25265,BME_RS00510,0,672,99.11,0,672,99.11
BAB_RS25270,BME_RS00505,0,977,99.172,0,977,99.172
BAB_RS25275,BME_RS00500,0,520,99.602,0,520,99.602
BAB_RS25280,BME_RS00495,0,660,99.699,0,660,99.699
BAB_RS25285,BME_RS00490,9.76e-170,463,100,9.71e-170,463,100
BAB_RS25290,BME_RS00485,0,549,94.138,0,549,94.138
BAB_RS25295,BME_RS00480,0,864,100,0,864,100
BAB_RS25300,BME_RS00475,0,865,99.766,0,865,99.766
BAB_RS25305,BME_RS00470,2.26e-105,294,100,2.25e-105,294,100
BAB_RS25310,BME_RS00465,0,639,99.388,0,639,99.388
BAB_RS25315,BME_RS00460,0,599,100,0,599,100
BAB_RS25320,BME_RS00455,0,606,100,0,606,100
BAB_RS25325,BME_RS00450,3.4e-177,484,99.597,3.38e-177,484,99.597
BAB_RS25330,BME_RS00445,2.04e-176,480,100,2.03e-176,480,100
BAB_RS25335,BME_RS00440,4.76e-77,220,90,4.7e-77,220,90
BAB_RS25340,BME_RS00435,0,514,99.206,0,514,99.206
BAB_RS25345,BME_RS00430,9.71e-143,392,98.969,1.03e-142,392,98.969
BAB_RS25350,BME_RS00425,2.1e-42,128,100,2.09e-42,128,100
BAB_RS25355,BME_RS00420,0,567,99.286,0,567,99.286
BAB_RS25360,BME_RS00415,0,570,100,0,570,100
BAB_RS25365,BME_RS00410,7.85e-117,324,100,7.81e-117,324,100
BAB_RS25370,BME_RS00405,1.22e-175,479,100,1.22e-175,479,100
BAB_RS25375,BME_RS00400,0,957,100,0,957,100
BAB_RS25380,BME_RS00395,8.93e-40,121,100,8.88e-40,121,100
BAB_RS25385,BME_RS00390,0,846,99.525,0,846,99.525
BAB_RS25390,BME_RS00385,0,1758,98.646,0,1758,98.646
BAB_RS25395,BME_RS00380,8.54e-129,355,100,8.49e-129,355,100
BAB_RS25400,BME_RS00375,0,495,98.785,0,495,98.785
BAB_RS25405,BME_RS00370,0,753,99.728,0,753,99.728
BAB_RS25410,BME_RS00365,0,653,99.377,0,653,99.377
BAB_RS25415,BME_RS00360,0,692,100,0,692,100
BAB_RS25420,BME_RS00355,6.19e-140,384,100,6.16e-140,384,100
BAB_RS25425,BME_RS00350,9.4e-13,50.8,100,9.35e-13,50.8,100
BAB_RS25430,BME_RS00345,3.43e-64,186,100,3.41e-64,186,100
BAB_RS25435,BME_RS00340,1.63e-130,360,100,1.62e-130,360,100
BAB_RS25440,BME_RS00335,0,529,100,0,529,100
BAB_RS25445,BME_RS00330,0,620,100,0,620,100
BAB_RS25450,BME_RS00325,0,658,99.099,0,658,99.099
BAB_RS25455,BME_RS00320,1.79e-160,439,100,1.78e-160,439,100
BAB_RS25460,BME_RS00315,7.5e-64,184,100,7.46e-64,184,100
BAB_RS25465,BME_RS00310,4.14e-155,426,99.123,4.11e-155,426,99.123
BAB_RS25470,BME_RS00305,9.03e-172,468,99.567,8.98e-172,468,99.567
BAB_RS25475,BME_RS00300,0,554,100,0,554,100
BAB_RS25480,BME_RS00295,6.92e-108,300,100,6.88e-108,300,100
BAB_RS25485,BME_RS00290,2.06e-168,459,100,2.05e-168,459,100
BAB_RS25490,BME_RS00285,2.27e-133,367,100,2.25e-133,367,100
BAB_RS25495,BME_RS15810,6.83e-157,448,99.119,5.18e-157,448,99.119
BAB_RS25500,BME_RS00275,0,709,98.329,0,709,98.329
BAB_RS25505,BME_RS00270,2.31e-79,226,98.23,2.38e-79,226,98.23
BAB_RS25510,BME_RS00265,0,1020,99.421,0,1020,99.421
BAB_RS25525,BME_RS00255,6.05e-159,435,99.552,6.02e-159,435,99.552
BAB_RS25530,BME_RS00250,9.23e-69,197,100,9.18e-69,197,100
BAB_RS25535,BME_RS00245,0,548,99.631,0,548,99.631
BAB_RS25540,BME_RS00240,1.52e-101,283,100,1.52e-101,283,100
BAB_RS25545,BME_RS00235,0,1589,99.011,0,1589,99.011
BAB_RS25550,BME_RS00230,0,518,98.795,0,518,98.795
BAB_RS25555,BME_RS00225,0,671,100,0,671,100
BAB_RS25560,BME_RS00220,0,1291,99.843,0,1291,99.843
BAB_RS25565,BME_RS00215,0,680,100,0,680,100
BAB_RS25570,BME_RS00210,2.47e-161,440,100,2.46e-161,440,100
BAB_RS25575,BME_RS00205,1.73e-73,209,99.038,1.72e-73,209,99.038
BAB_RS25580,BME_RS00200,0,872,100,0,872,100
BAB_RS25585,BME_RS00195,0,754,99.471,0,754,99.471
BAB_RS25590,BME_RS00190,2.45e-147,404,100,2.44e-147,404,100
BAB_RS25595,BME_RS00185,7.8e-38,116,98.333,7.63e-38,116,98.333
BAB_RS25600,BME_RS00180,0,616,99.674,0,616,99.674
BAB_RS25605,BME_RS00175,0,646,99.685,0,646,99.685
BAB_RS25610,BME_RS00170,0,821,99.256,0,821,99.256
BAB_RS25615,BME_RS00165,8.84e-56,163,100,8.79e-56,163,100
BAB_RS25620,BME_RS00160,0,780,99.231,0,780,99.231
BAB_RS25625,BME_RS00155,0,763,99.73,0,763,99.73
BAB_RS25630,BME_RS00150,0,786,98.966,0,786,98.966
BAB_RS25635,BME_RS00145,5.88e-12,48.9,100,5.85e-12,48.9,100
BAB_RS25640,BME_RS00140,0,512,99.213,0,512,99.213
BAB_RS25645,BME_RS00135,5.73e-13,58.9,92.593,5.66e-13,58.9,92.593
BAB_RS25650,BME_RS00130,8.91e-90,253,98.473,8.86e-90,253,98.473
BAB_RS25660,BME_RS00120,0,500,99.606,0,500,99.606
BAB_RS25665,BME_RS00115,0,1008,99.595,0,1008,99.595
BAB_RS25670,BME_RS00110,0,1027,100,0,1027,100
BAB_RS25675,BME_RS00105,4.52e-74,223,99.091,4.49e-74,223,99.091
BAB_RS25685,BME_RS00100,0,750,99.454,0,750,99.454
BAB_RS25690,BME_RS00095,0,660,98.799,0,660,98.799
BAB_RS25695,BME_RS00090,0,707,99.716,0,707,99.716
BAB_RS25700,BME_RS00085,0,798,99.743,0,798,99.743
BAB_RS25705,BME_RS00080,0,696,100,0,696,100
BAB_RS25710,BME_RS00070,0,629,99.377,0,629,99.377
BAB_RS25715,BME_RS00065,0,566,100,0,566,100
BAB_RS25720,BME_RS00060,0,522,98.864,0,522,98.864
BAB_RS25725,BME_RS00055,0,692,99.712,0,692,99.712
BAB_RS25730,BME_RS00050,0,586,99.659,0,586,99.659
BAB_RS25735,BME_RS00045,0,536,99.623,0,536,99.623
BAB_RS25740,BME_RS00040,2.21e-157,431,100,2.2e-157,431,100
BAB_RS25745,BME_RS00035,0,1282,99.528,0,1282,99.528
BAB_RS25750,BME_RS00030,0,894,99.774,0,894,99.774
BAB_RS25755,BME_RS00025,0,978,99.786,0,978,99.786
BAB_RS25760,BME_RS00020,0,844,100,0,844,100
BAB_RS25770,BME_RS00010,8.71e-130,358,100,8.66e-130,358,100
BAB_RS25775,BME_RS00005,0,689,99.707,0,689,99.707
BAB_RS25780,BME_RS10195,0,565,100,0,565,100
BAB_RS25785,BME_RS10190,3.77e-146,401,98.492,3.75e-146,401,98.492
BAB_RS25790,BME_RS10185,0,585,99.654,0,585,99.654
BAB_RS25795,BME_RS10180,6.84e-144,395,99.5,6.8e-144,395,99.5
BAB_RS25800,BME_RS10175,2.82e-174,475,99.573,2.8e-174,475,99.573
BAB_RS25805,BME_RS10170,1.01e-120,334,100,1.01e-120,334,100
BAB_RS25810,BME_RS10165,3.78e-119,330,100,3.75e-119,330,100
BAB_RS25815,BME_RS10160,5.59e-169,461,99.567,5.56e-169,461,99.567
BAB_RS25820,BME_RS10155,0,735,99.458,0,735,99.458
BAB_RS25825,BME_RS10150,3.97e-137,378,100,3.75e-137,378,100
BAB_RS25830,BME_RS10145,1.3e-91,257,100,1.3e-91,257,100
BAB_RS25835,BME_RS10140,0,706,100,0,706,100
BAB_RS25840,BME_RS10135,0,862,99.539,0,862,99.539
BAB_RS25845,BME_RS10130,2.52e-134,370,98.913,2.51e-134,370,98.913
BAB_RS25850,BME_RS10125,1.2e-149,410,100,1.19e-149,410,100
BAB_RS25855,BME_RS10120,8.27e-120,332,100,8.23e-120,332,100
BAB_RS25860,BME_RS10115,3.48e-162,443,99.074,3.46e-162,443,99.074
BAB_RS25865,BME_RS10110,6.2e-177,483,100,6.17e-177,483,100
BAB_RS25870,BME_RS10105,0,520,99.617,0,520,99.617
BAB_RS25875,BME_RS10100,4.96e-74,211,100,4.93e-74,211,100
BAB_RS25880,BME_RS10095,0,656,99.689,0,656,99.689
BAB_RS25885,BME_RS10090,8.44e-103,287,100,8.39e-103,287,100
BAB_RS25890,BME_RS10085,2.85e-16,60.1,100,2.83e-16,60.1,100
BAB_RS25895,BME_RS10080,0,1013,99.593,0,1013,99.593
BAB_RS25900,BME_RS10075,1.62e-178,486,100,1.61e-178,486,100
BAB_RS25905,BME_RS10070,0,1202,99.834,0,1202,99.834
BAB_RS25910,BME_RS10065,8.21e-112,311,100,8.17e-112,311,100
BAB_RS25915,BME_RS10060,2.08e-95,267,100,2.07e-95,267,100
BAB_RS25920,BME_RS10055,8.74e-75,213,99.038,8.7e-75,213,99.038
BAB_RS25925,BME_RS10050,0,964,99.785,0,964,99.785
BAB_RS25930,BME_RS10045,0,1696,99.761,0,1696,99.761
BAB_RS25935,BME_RS10040,0,1031,100,0,1031,100
BAB_RS25940,BME_RS10035,3.5e-177,483,99.582,3.48e-177,483,99.582
BAB_RS25945,BME_RS10030,0,2083,99.81,0,2083,99.81
BAB_RS25950,BME_RS10025,0,2364,99.407,0,2364,99.407
BAB_RS25955,BME_RS10020,5.45e-76,216,100,5.41e-76,216,100
BAB_RS25960,BME_RS10015,0,894,100,0,894,100
BAB_RS25965,BME_RS10010,0,616,99.668,0,616,99.668
BAB_RS25970,BME_RS10005,0,554,98.566,0,554,98.566
BAB_RS25975,BME_RS10000,1.79e-113,315,100,1.78e-113,315,100
BAB_RS25980,BME_RS09995,0,832,99.507,0,832,99.507
BAB_RS25985,BME_RS09990,1.5e-162,444,100,1.49e-162,444,100
BAB_RS25990,BME_RS09985,1.05e-156,429,99.526,1.04e-156,429,99.526
BAB_RS25995,BME_RS09980,0,514,99.605,0,514,99.605
BAB_RS26000,BME_RS09975,1.04e-67,197,100,6.94e-68,197,100
BAB_RS26010,BME_RS09965,0,529,98.929,0,529,98.929
BAB_RS26015,BME_RS09960,0,534,99.24,0,534,99.24
BAB_RS26025,BME_RS09950,1.52e-130,360,100,1.51e-130,360,100
BAB_RS26030,BME_RS09945,5.39e-149,409,99.51,5.36e-149,409,99.51
BAB_RS26035,BME_RS09940,6.33e-43,129,100,6.29e-43,129,100
BAB_RS26040,BME_RS09935,4.1e-96,269,100,4.07e-96,269,100
BAB_RS26045,BME_RS09930,0,566,99.643,0,566,99.643
BAB_RS26050,BME_RS09925,0,761,99.729,0,761,99.729
BAB_RS26055,BME_RS09920,0,1610,99.254,0,1610,99.254
BAB_RS26060,BME_RS09915,0,675,99.39,0,675,99.39
BAB_RS26065,BME_RS09910,0,1278,99.843,0,1278,99.843
BAB_RS26070,BME_RS09900,0,767,99.735,0,767,99.735
BAB_RS26075,BME_RS09895,1.34e-147,405,99.497,1.33e-147,405,99.497
BAB_RS26080,BME_RS09890,6.94e-173,472,99.58,6.91e-173,472,99.58
BAB_RS26085,BME_RS09885,1.06e-66,192,98.947,1.05e-66,192,98.947
BAB_RS26090,BME_RS09880,0,599,99.656,0,599,99.656
BAB_RS26095,BME_RS09875,0,630,99.038,0,630,99.038
BAB_RS26105,BME_RS09870,2.41e-62,209,94.595,1.89e-62,209,94.595
BAB_RS26110,BME_RS09865,1.28e-156,428,99.029,1.27e-156,428,99.029
BAB_RS26115,BME_RS09860,1.65e-83,236,99.153,1.64e-83,236,99.153
BAB_RS26120,BME_RS09855,5.04e-98,274,100,5.01e-98,274,100
BAB_RS26125,BME_RS09850,0,708,100,0,708,100
BAB_RS26130,BME_RS09845,0,979,99.798,0,979,99.798
BAB_RS26135,BME_RS09840,0,872,99.771,0,872,99.771
BAB_RS26140,BME_RS09835,0,565,100,0,565,100
BAB_RS26145,BME_RS09830,6.52e-179,487,100,6.49e-179,487,100
BAB_RS26150,BME_RS09825,7.96e-167,456,100,7.92e-167,456,100
BAB_RS26155,BME_RS09820,0,695,99.706,0,695,99.706
BAB_RS26160,BME_RS09815,2.04e-66,191,98.925,2.03e-66,191,98.925
BAB_RS26165,BME_RS09810,0,845,99.041,0,845,99.041
BAB_RS26170,BME_RS09805,1.19e-122,339,100,1.18e-122,339,100
BAB_RS26175,BME_RS09800,1.1e-165,453,100,1.09e-165,453,100
BAB_RS26180,BME_RS09795,7.09e-122,337,99.398,7.05e-122,337,99.398
BAB_RS26185,BME_RS09790,0,535,99.625,0,535,99.625
BAB_RS26190,BME_RS09785,0,960,99.572,0,960,99.572
BAB_RS26195,BME_RS09780,3.12e-10,57,100,3.1e-10,57,100
BAB_RS26200,BME_RS09775,1.78e-115,320,100,1.77e-115,320,100
BAB_RS26205,BME_RS09770,0,742,99.462,0,742,99.462
BAB_RS26210,BME_RS09765,0,1044,99.812,0,1044,99.812
BAB_RS26215,BME_RS09760,5.43e-100,279,100,5.4e-100,279,100
BAB_RS26220,BME_RS09755,0,855,99.287,0,855,99.287
BAB_RS26225,BME_RS09750,5.61e-175,477,99.571,5.58e-175,477,99.571
BAB_RS26230,BME_RS09745,1.36e-158,434,99.543,1.35e-158,434,99.543
BAB_RS26235,BME_RS09740,0,1063,100,0,1063,100
BAB_RS26240,BME_RS09735,1.14e-158,434,100,1.14e-158,434,100
BAB_RS26245,BME_RS09730,0,1916,99.896,0,1916,99.896
BAB_RS26250,BME_RS09725,1.69e-108,302,99.333,1.68e-108,302,99.333
BAB_RS26255,BME_RS09720,0,654,99.691,0,654,99.691
BAB_RS26260,BME_RS09715,1.67e-62,181,100,1.66e-62,181,100
BAB_RS26265,BME_RS09710,0,1445,99.86,0,1445,99.86
BAB_RS26270,BME_RS09705,0,689,100,0,689,100
BAB_RS26280,BME_RS09695,0,555,100,0,555,100
BAB_RS26285,BME_RS09690,0,837,99.509,0,837,99.509
BAB_RS26290,BME_RS09685,3.34e-128,353,100,3.32e-128,353,100
BAB_RS26295,BME_RS09680,9.75e-107,297,100,9.69e-107,297,100
BAB_RS26300,BME_RS09675,0,522,98.842,0,522,98.842
BAB_RS26305,BME_RS09670,1.46e-132,365,98.895,1.46e-132,365,98.895
BAB_RS26310,BME_RS09665,0,677,100,0,677,100
BAB_RS26315,BME_RS09660,9.44e-172,469,99.571,9.39e-172,469,99.571
