Abortus2308,S_meliloti,G1.evalue,G1.bitscore,G1.pident,G2.evalue,G2.bitscore,G2.pident
BAB_RS25835,SMc02578,1.15e-131,375,57.188,7.08e-135,383,57.188
BAB_RS25840,SMc02577,0,715,80.963,0,715,80.963
BAB_RS25845,SMc02575,1.55e-109,308,79.459,7.84e-110,308,79.459
BAB_RS25850,SMc02574,2.13e-107,304,72.449,1.07e-107,304,72.449
BAB_RS25855,SMc02573,2.16e-15,67,31.361,1.01e-15,67,31.361
BAB_RS25860,SMc02572,3.63e-118,332,74.074,1.82e-118,332,74.074
BAB_RS25865,SMc02570,1.47e-154,427,85.95,7.52e-155,427,85.95
BAB_RS25870,SMc02569,1.31e-169,466,93.023,5.15e-170,466,93.023
BAB_RS25875,SMc02568,6.4e-43,133,66.346,3.22e-43,133,66.346
BAB_RS25880,SMc02567,0,512,75.949,0,512,75.949
BAB_RS25885,SMc02563,1.53e-41,133,61.871,5.04e-41,130,61.871
BAB_RS25895,SMc02562,0,798,76.986,0,785,76.986
BAB_RS25900,SMc02560,1.41e-147,409,87.342,3.78e-152,419,87.342
BAB_RS25905,SMc04446,0,703,63.951,0,704,63.951
BAB_RS25910,SMc02752,1.18e-15,67.4,37.398,5.53e-16,67.4,37.398
BAB_RS25915,SMc02753,4.92e-70,204,75.188,2.47e-70,204,75.188
BAB_RS25920,SMc02754,4.22e-42,131,65.957,1.96e-42,131,65.957
BAB_RS25925,SMc02755,0,834,86.481,0,835,86.481
BAB_RS25930,SMc02756,0,819,52.196,0,799,51.485
BAB_RS25935,SMc02757,2.9e-172,493,52.705,1.44e-172,493,52.705
BAB_RS25940,SMc02758,1.79e-72,219,51.327,3.71e-81,240,51.464
BAB_RS25945,SMc02759,0,827,44.919,0,810,44.919
BAB_RS25950,SMc02760,0,939,47.494,0,952,47.494
BAB_RS25955,SMc02761,4.94e-55,164,71.963,2.48e-55,164,71.963
BAB_RS25960,SMc02763,0,570,66.818,0,602,66.818
BAB_RS25965,SMc02764,1.02e-153,429,70.629,5.16e-154,429,70.629
BAB_RS25970,SMc02765,5.59e-129,365,67.293,1.64e-134,378,67.025
BAB_RS25980,SMc02766,0,684,79.208,0,684,79.208
BAB_RS25985,SMc02767,3.7e-93,269,67.907,7.42e-87,253,67.907
BAB_RS25995,SMc02768,3.48e-87,257,54.585,1.74e-87,257,54.585
BAB_RS26000,SMc02769,9.38e-51,156,57.971,3.16e-44,139,57.971
BAB_RS26010,SMc02691,8.28e-55,180,41.155,6.09e-55,180,41.155
BAB_RS26015,SMc00361,7.11e-102,295,60.426,3.8e-102,295,60.426
BAB_RS26025,SMc00362,3.4e-85,244,83.803,1.38e-85,244,83.803
BAB_RS26030,SMc01259,4.44e-09,50.8,28.873,1.72e-09,50.8,28.873
BAB_RS26035,SMc00363,7.98e-36,112,85.075,4.07e-36,112,85.075
BAB_RS26040,SMc00364,2.71e-72,210,79.104,1.36e-72,210,79.104
BAB_RS26050,SMc00365,0,606,78.049,0,606,78.049
BAB_RS26055,SMc00366,0,1191,72.119,0,1166,72.119
BAB_RS26060,SMc00375,2.74e-148,418,61.755,1.38e-148,418,61.755
BAB_RS26065,SMc02857,0,1096,85.514,0,1091,85.047
BAB_RS26070,SMc02858,0,600,79.156,0,573,79.156
BAB_RS26075,SMc00414,1e-88,256,63.731,5.07e-89,256,63.731
BAB_RS26080,SMc00412,9.42e-118,333,71.795,4.66e-118,333,71.795
BAB_RS26085,SMc00411,1.43e-47,144,68.421,7.17e-48,144,68.421
BAB_RS26090,SMc00883,2.47e-95,281,48.601,1.26e-95,281,48.601
BAB_RS26095,SMc00419,2.15e-179,495,73.548,1.09e-179,495,73.548
BAB_RS26105,SMc00420,8.16e-53,184,79.279,3.18e-53,184,79.279
BAB_RS26110,SMc00998,2.35e-72,216,58.235,1.97e-74,220,53.234
BAB_RS26115,SMc00404,1.65e-41,131,65,2.32e-44,137,67.391
BAB_RS26120,SM_b20557,6.97e-15,63.9,44.34,9.07e-24,85.5,44.34
BAB_RS26125,SMc02146,0,503,75.389,0,510,72.303
BAB_RS26130,SMc02144,3.82e-161,456,78.878,8.12e-169,474,78.878
BAB_RS26135,SMc02143,0,619,73.697,0,634,73.697
BAB_RS26140,SMc02142,2.37e-162,449,78.388,1.18e-162,449,78.388
BAB_RS26145,SMc02141,8.94e-120,338,71.308,4.44e-120,338,71.308
BAB_RS26150,SMc02140,7.41e-134,373,81.696,3.71e-134,373,81.696
BAB_RS26160,SMc00083,1.63e-17,68.2,50.769,5.7e-18,68.6,50.769
BAB_RS26165,SMc00382,0,689,80.344,0,689,80.344
BAB_RS26175,SMc01118,4.8e-48,155,45.982,3.74e-58,180,47.556
BAB_RS26180,SMc01117,2.91e-36,121,47.5,1.47e-36,121,47.5
BAB_RS26185,SMc01116,1.54e-88,262,49.43,8.47e-89,262,49.43
BAB_RS26190,SMc01115,0,689,71.554,0,689,71.554
BAB_RS26195,SMc01114,1.09e-177,493,75.389,1.89e-178,494,75.389
BAB_RS26200,SMc01113,8.38e-58,175,56.494,4.48e-58,175,56.494
BAB_RS26205,SMc01112,9.43e-127,367,60.411,5.72e-122,354,60.294
BAB_RS26210,SMc01111,0,552,59.432,0,563,59.432
BAB_RS26215,SMc01110,2.92e-71,207,81.538,9.83e-77,221,81.022
BAB_RS26220,SMc01109,0,693,81.862,0,693,82.254
BAB_RS26225,SMc01108,1.72e-96,280,63.203,6.47e-105,300,63.203
BAB_RS26230,SMc02911,7.86e-75,222,58.378,1.87e-79,233,55.024
BAB_RS26235,SMc02912,0,884,81.365,0,885,83.397
BAB_RS26240,SMc02913,7.85e-71,213,56.701,4.18e-71,213,56.701
BAB_RS26250,SMc00320,3.88e-63,187,71.318,3.24e-62,184,73.77
BAB_RS26255,SMc00321,8.42e-151,423,67.081,4.06e-151,423,67.081
BAB_RS26260,SMc00323,4.6e-44,135,74.157,2.31e-44,135,74.157
BAB_RS26265,SMc00324,0,1251,86.338,0,1249,86.338
BAB_RS26270,SMc00325,2.61e-48,163,40.851,7.43e-52,171,41.494
BAB_RS26280,SMc00326,1.03e-158,439,77.695,5.11e-159,439,77.695
BAB_RS26285,SMc00327,0,629,75,0,629,75
BAB_RS26290,SMc00328,7.05e-100,283,77.976,3.52e-100,283,77.976
BAB_RS26295,SMc00329,3.43e-66,195,68.657,1.66e-66,195,68.657
BAB_RS26300,SMc03157,2.82e-127,359,69.959,2.88e-131,368,68.34
BAB_RS26305,SMc02848,2.29e-63,192,60.274,1.94e-64,194,57.962
BAB_RS26310,SMc02849,0,541,78.078,0,541,78.078
BAB_RS26315,SMc04308,1.57e-35,124,33.5,9.17e-36,124,33.5
BAB_RS26320,SMc02827,4.8e-117,335,59.155,2.36e-117,335,59.155
BAB_RS26325,SMc02826,9.5e-45,139,71.053,1.47e-52,157,71.053
BAB_RS26330,SMc02825,1.48e-175,498,56.726,4.66e-172,488,56.726
BAB_RS26340,SMc01154,1.61e-131,373,64.356,8.29e-132,373,64.356
BAB_RS26345,SMc01153,3.7e-139,389,75.486,1.86e-139,389,75.486
BAB_RS26350,SMc01152,2.17e-35,113,68.182,1.23e-38,120,68.182
BAB_RS26375,SMa2391,1.09e-129,376,51.538,5.14e-125,363,51.538
BAB_RS26385,SMc01103,3.3e-40,140,35.548,2.74e-36,129,35.548
BAB_RS26390,SMc01105,6.74e-140,395,65.916,7.11e-150,420,65.916
BAB_RS26405,SMc04127,1.13e-116,352,42.331,5.56e-117,352,42.331
BAB_RS26410,SMc02884,4.41e-46,158,34.188,3.79e-43,149,34.188
BAB_RS26415,SM_b21492,1.95e-60,186,46.875,1.07e-60,186,46.875
BAB_RS26430,SMa1471,2.29e-08,51.2,24.883,8.99e-09,51.2,24.883
BAB_RS26465,SM_b20531,3.64e-35,119,41.954,1.87e-35,119,41.954
BAB_RS26475,SMa0246,7.63e-35,122,34.222,7.36e-36,124,35.111
BAB_RS26540,SMa1155,8.31e-49,184,26.211,1.14e-54,201,26.211
BAB_RS26555,SMc00799,4.78e-17,73.9,39.041,5.88e-18,75.5,39.041
BAB_RS26560,SM_b20868,9.04e-38,141,34.008,9.75e-38,142,34.008
BAB_RS26565,SM_b20869,1.82e-44,145,44.086,3.58e-50,159,44.221
BAB_RS26570,SMc04060,3e-10,45.4,96,1.51e-10,45.4,96
BAB_RS26575,SMc04044,7.07e-74,213,88.034,3.55e-74,213,88.034
BAB_RS26580,SMc04043,1.09e-123,353,63.732,5.41e-124,353,63.732
BAB_RS26585,SMc04042,7.3e-102,295,57.812,1.29e-99,288,57.812
BAB_RS26590,SMc04041,2.73e-86,260,44.648,1.36e-86,260,44.648
BAB_RS26600,SMc04040,3.33e-72,211,70.323,1.65e-77,224,70.323
BAB_RS26605,SMc04029,8.37e-164,459,64.62,4.42e-158,444,64.62
BAB_RS26610,SMc04028,0,2618,80.705,0,2641,81.242
BAB_RS26615,SMc04026,0,833,84.536,0,808,84.536
BAB_RS26625,SMc04025,5.73e-89,272,41.147,5.29e-80,248,41.444
BAB_RS26635,SMa1302,8.31e-88,265,46.689,2.73e-85,258,47.099
BAB_RS26640,SMa1303,3.36e-60,197,37.874,4.74e-63,204,39.146
BAB_RS26645,SMa1306,4.28e-29,109,28.417,2.61e-35,125,28.763
BAB_RS26650,SMa1308,1.66e-39,134,34.579,7.81e-40,134,34.579
BAB_RS26660,SMa1311,1.5e-09,55.8,23.574,7.8e-10,55.5,23.194
BAB_RS26665,SMa1313,7.56e-17,74.3,26.027,3.72e-17,74.3,26.027
BAB_RS26670,SMa1315,4.26e-176,525,38.235,1.78e-177,528,38.235
BAB_RS26685,SMa1321,2.91e-19,80.9,40.741,1.18e-19,80.9,40.741
BAB_RS26690,SMc04024,1.2e-166,471,59.367,4.97e-169,476,57.761
BAB_RS26695,SMc04023,4.31e-163,452,73.559,2.15e-163,452,73.559
BAB_RS26700,SMc04022,7.61e-71,231,40.108,5.62e-71,231,40.108
BAB_RS26705,SM_b20830,5.91e-116,336,49.701,3e-116,336,49.701
BAB_RS26710,SMc04021,2.74e-41,133,48.667,1.21e-42,135,48.667
BAB_RS26715,SMc04020,1.32e-174,484,75.46,4.97e-174,482,78.758
BAB_RS26720,SMc04019,1.91e-173,483,68.168,9.31e-174,483,68.168
BAB_RS26725,SMc04017,7.35e-41,129,69.412,2.29e-41,130,69.412
BAB_RS26730,SMc04016,0,765,72.878,0,765,72.878
BAB_RS26735,SMc04014,1.18e-56,177,50.244,5.89e-57,177,50.244
BAB_RS26740,SMc04013,5.62e-166,468,58.947,2.8e-166,468,58.947
BAB_RS26745,SMc04012,0,926,71.057,0,920,72.635
BAB_RS26750,SMc04011,4.09e-116,349,39.208,3.04e-109,331,39.01
BAB_RS26760,SMc03153,7.67e-101,288,69.668,8.03e-98,280,70.149
BAB_RS26770,SMc03156,2.54e-132,376,63.333,2.96e-139,393,63.333
BAB_RS26775,SMc03196,8.38e-57,179,42.8,1.53e-48,157,43.86
BAB_RS26780,SMc03197,7.48e-85,249,64.651,4.17e-87,254,64.977
BAB_RS26785,SMc03198,6.5e-105,310,48.87,9.4e-98,291,48.87
BAB_RS26790,SMc03151,4.52e-66,201,45.74,2.34e-66,201,45.74
BAB_RS26805,SMc02986,1.44e-98,293,48.711,1.35e-106,313,49.864
BAB_RS26810,SMc02985,2.03e-66,202,48.969,2.95e-70,211,48.148
BAB_RS26815,SMc02984,1.96e-137,388,62.245,9.86e-138,388,62.245
BAB_RS26825,SMc02983,0,599,80.106,0,619,80.106
BAB_RS26830,SM_b21506,3.66e-40,150,29.136,1e-44,162,30.137
BAB_RS26850,SMc03058,4.95e-84,254,40.514,2.48e-84,254,40.514
BAB_RS26855,SM_b21505,1.34e-46,164,30.288,5.1e-52,177,30.288
BAB_RS26860,SMc02469,2.05e-29,114,27.473,2.03e-33,124,27.851
BAB_RS26870,SMc04262,0,579,61.996,0,597,61.996
BAB_RS26875,SMc01608,5.19e-178,495,67.806,2.61e-178,495,67.806
BAB_RS26880,SMc01607,5.32e-141,394,74.219,2.58e-141,394,74.219
BAB_RS26885,SMc01606,9.67e-160,443,81.648,4.39e-160,443,81.648
BAB_RS26890,SMc01605,0,540,71.662,0,553,71.662
BAB_RS26895,SMc03167,8.2e-158,451,62.295,1.08e-163,465,62.228
BAB_RS26905,SMc03168,1.39e-75,234,67.262,5.99e-84,255,67.021
BAB_RS26910,SMc03169,1.04e-58,184,47.619,4.98e-59,184,47.619
BAB_RS26915,SMc00658,3.8e-13,64.7,48.571,1.82e-13,64.7,48.571
BAB_RS26920,SMc03017,1.2e-47,150,51.111,5.07e-48,150,51.111
BAB_RS26925,SMc03018,3.61e-115,336,51.009,3.66e-121,350,51.009
BAB_RS26940,SMc03020,1.13e-28,100,59.77,1.31e-28,100,59.77
BAB_RS26950,SMc03021,5.99e-13,60.1,31.579,9.62e-13,60.1,31.579
BAB_RS26960,SMc03022,1.02e-138,390,66.904,8.71e-145,405,66.904
BAB_RS26965,SMc03023,7.28e-92,269,50.385,3.62e-92,269,50.385
BAB_RS26970,SMc03024,1.78e-69,211,44.017,8.89e-70,211,44.017
BAB_RS26975,SMc03025,5.52e-154,442,55.581,7.66e-160,457,57.177
BAB_RS26980,SMc03026,2.22e-16,71.2,30.89,5.01e-13,61.2,39.604
BAB_RS26995,SMc02384,1e-19,85.9,25.758,5.24e-20,85.9,25.758
BAB_RS27020,SMa1586,7.86e-25,90.9,48.454,4.11e-25,90.9,48.454
BAB_RS27030,SM_b20666,1.81e-63,194,48.341,9.75e-64,194,48.341
BAB_RS27035,SMa0241,2.86e-73,226,38.125,1.46e-73,226,38.125
BAB_RS27040,SM_b21533,4.36e-35,124,32.653,2.18e-35,124,32.653
BAB_RS27045,SM_b20669,1.34e-84,251,50.195,4.73e-91,266,50.195
BAB_RS27050,SM_b20670,3.53e-95,290,44.125,6.07e-103,309,44.125
BAB_RS27060,SMc03027,4.54e-41,130,53.279,2.28e-41,130,53.279
BAB_RS27065,SMc03028,3.13e-59,177,60.584,1.56e-59,177,60.584
BAB_RS27070,SMc03029,3.62e-27,94.4,52.137,1.82e-27,94.4,52.137
BAB_RS27075,SMc03030,1.67e-145,405,73.282,8.37e-146,405,73.282
BAB_RS27080,SMc03031,2.33e-32,110,44.805,4.23e-32,109,49.18
BAB_RS27085,SMc03032,1.57e-85,259,56.71,3.58e-89,268,56.71
BAB_RS27095,SMc03033,6.28e-39,129,46.541,3.04e-39,129,46.541
BAB_RS27100,SMc03034,2.41e-79,236,51.452,1.18e-79,236,51.452
BAB_RS27105,SMc03035,1.02e-27,99,37.805,5.12e-28,99,37.805
BAB_RS27110,SMc03036,2.74e-106,305,67.411,1.37e-106,305,67.411
BAB_RS27165,SMc01981,1.06e-27,97.1,40.157,5.19e-28,97.1,40.157
BAB_RS27180,SMc00829,2.78e-110,317,60.079,1.42e-110,317,60.079
BAB_RS27185,SMc00831,4.28e-145,407,65.657,2.1e-145,407,65.657
BAB_RS27190,SMc00832,0,538,57.849,0,528,57.849
BAB_RS27195,SMc00833,1.98e-137,397,53.788,2.15e-139,400,53.788
BAB_RS27200,SMc00926,0,650,71.694,0,650,71.694
BAB_RS27205,SMc00101,2.3e-65,203,40.385,1.15e-65,203,40.385
BAB_RS27215,SMc00924,2.45e-77,231,59.155,1.92e-78,233,58.768
BAB_RS27220,SMc00923,4.09e-106,302,73.134,5.57e-110,311,72.816
BAB_RS27225,SMc02907,8.88e-76,224,52.683,1.93e-68,205,50.262
BAB_RS27230,SMc00919,0,671,71.371,0,671,71.371
BAB_RS27235,SMc00918,2.91e-112,330,51.099,1.47e-112,330,51.099
BAB_RS27240,SMc00917,1.94e-114,324,70.996,9.73e-115,324,70.996
BAB_RS27255,SM_b20597,1.22e-21,81.6,37.008,6.39e-22,81.6,37.008
BAB_RS27260,SMc00149,0,678,70.13,0,678,70.13
BAB_RS27270,SMc00913,0,927,88.534,0,902,88.636
BAB_RS27275,SMc00912,7.38e-58,171,83.673,3.71e-58,171,83.673
BAB_RS27280,SMc00910,1.64e-100,293,55.639,9.32e-104,300,55.639
BAB_RS27285,SMc00909,3.9e-143,405,64,1.95e-143,405,64
BAB_RS27290,SMc00908,0,1561,77.583,0,1543,77.583
BAB_RS27295,SMc00907,8.36e-36,123,42.105,5.88e-38,127,41.048
BAB_RS27305,SMc00905,1.16e-66,197,64.189,5.56e-67,197,64.189
BAB_RS27310,SMc00904,4.2e-135,403,49.904,3.33e-129,387,46.702
BAB_RS27315,SMc00902,2.6e-78,229,60.87,1.3e-78,229,60.87
BAB_RS27335,SMc00930,1.04e-74,228,44.747,6.37e-87,259,46.125
BAB_RS27340,SMc00898,0,731,63.744,0,722,63.744
BAB_RS27345,SMc00897,0,563,70.615,0,593,70.615
BAB_RS27350,SMc00896,3.58e-74,225,49.027,1.82e-74,225,49.027
BAB_RS27355,SMc00895,3.4e-39,122,73.333,1.61e-39,122,73.333
BAB_RS27365,SMc00894,0,551,61.574,0,551,61.574
BAB_RS27370,SMc00892,2.75e-110,322,51.976,9.13e-118,341,50.888
BAB_RS27375,SMc00933,2.19e-25,87.4,60,1.09e-25,87.4,60
BAB_RS27380,SMc00932,0,754,62.679,0,768,62.679
BAB_RS27405,SM_b21182,6.23e-129,375,53.179,2.99e-129,375,53.179
BAB_RS27425,SM_b20721,2.03e-31,122,32.808,1.49e-33,128,31.042
BAB_RS27470,SMc00036,2.3e-24,92.8,33.981,7.82e-27,98.6,34.466
BAB_RS27495,SM_b21140,1.36e-106,308,58.943,7.38e-107,308,58.943
BAB_RS27520,SM_b20015,7.78e-49,163,40.569,1.31e-49,164,40.569
BAB_RS27530,SMc01282,1.7e-80,237,62.189,8.38e-81,237,62.189
BAB_RS27535,SMc01281,5.2e-156,436,66.881,1.39e-157,439,66.881
BAB_RS27540,SMc01956,3.22e-53,179,46.569,1.38e-59,195,46.569
BAB_RS27545,SMc02979,1.65e-157,441,64.526,8.4e-158,441,64.526
BAB_RS27550,SMc02978,0,534,76.203,0,528,79.339
BAB_RS27555,SMc02977,2.71e-115,328,68.163,1.4e-121,344,68.163
BAB_RS27560,SMc02976,1.31e-17,69.7,59.322,1.46e-17,69.7,59.322
BAB_RS27570,SMc02975,0,529,76.577,0,529,76.577
BAB_RS27575,SMc04462,2.36e-123,354,59.547,5.62e-129,368,59.547
BAB_RS27580,SMc03943,2.48e-96,280,57.787,1.22e-96,280,57.787
BAB_RS27590,SMc03942,1.04e-139,427,37.983,5.3e-140,427,37.983
BAB_RS27600,SM_b20965,6.5e-20,87.4,29.412,2.68e-20,87.4,29.412
BAB_RS27610,SMc03941,2.52e-22,79.3,56,1.91e-16,63.5,54.667
BAB_RS27615,SMc03950,0,573,74.801,0,572,74.801
BAB_RS27620,SMc03939,4.65e-73,212,78.417,7.42e-64,188,78.417
BAB_RS27625,SMc03938,0,712,81.116,0,698,81.116
BAB_RS27635,SMc01502,2.24e-44,145,42.365,1.13e-44,145,42.365
BAB_RS27640,SMc03927,3.04e-65,194,58.599,7.78e-60,179,58.599
BAB_RS27655,SMc03934,2.57e-39,122,89.855,1.17e-31,102,89.855
BAB_RS27660,SMc03935,3.24e-128,364,67.424,5.88e-127,360,68.504
BAB_RS27670,SMc03158,9.13e-53,167,48.848,1.83e-58,181,48.848
BAB_RS27675,SMc03159,2.15e-105,311,51.205,1.1e-105,311,51.205
BAB_RS27685,SMc03116,0,808,71.132,0,808,71.132
BAB_RS27690,SMc03117,4.73e-177,491,73.846,2.42e-177,491,73.846
BAB_RS27695,SMc03118,3.17e-155,432,82.034,2.88e-164,455,82.034
BAB_RS27700,SMc03119,1.92e-127,358,74.262,9.31e-128,358,74.262
BAB_RS27705,SMc03120,7.19e-137,384,77.016,3.49e-137,384,77.016
BAB_RS27710,SMc03121,0,671,79.494,0,665,81.579
BAB_RS27715,SMc03122,3.06e-133,378,61.333,1.59e-133,378,61.333
BAB_RS27725,SMc00678,1.82e-62,186,68.31,1.01e-62,186,68.31
BAB_RS27730,SMc00677,0,1380,66.732,0,1397,66.732
BAB_RS27735,SMc00676,3.17e-163,456,64.458,1.55e-163,456,64.458
BAB_RS27750,SMc04455,0,625,55.373,0,612,55.373
BAB_RS27755,SMc00241,2.14e-85,252,56.067,1.98e-86,254,56.067
BAB_RS27765,SM_b20892,2.09e-138,393,60.486,1.05e-138,393,60.486
BAB_RS27770,SMc00588,3.98e-127,363,58.033,1.98e-127,363,58.033
BAB_RS27775,SMa0235,0,777,64.129,0,777,64.129
BAB_RS27780,SMc00881,6.47e-83,250,46.284,3.22e-83,250,46.284
BAB_RS27785,SMc00882,1.26e-86,252,65.7,1.11e-92,267,65.7
BAB_RS27800,SM_b20894,0,671,69.133,0,671,69.133
BAB_RS27805,SM_b20893,3.56e-157,446,59.113,5.58e-168,473,59.85
BAB_RS27810,SMa0093,5.13e-85,254,48.387,1.65e-91,270,48.387
BAB_RS27815,SMc00667,1.78e-52,165,46.774,1.23e-48,154,46.774
BAB_RS27820,SM_b21163,0,994,86.331,0,993,86.331
BAB_RS27825,SM_b21164,1.44e-145,406,76.226,4.7e-152,422,76.226
BAB_RS27830,SM_b21165,0,826,80,0,807,80
BAB_RS27835,SM_b21166,8.27e-170,481,65.75,2.19e-178,502,65.75
BAB_RS27840,SMc00673,5.82e-150,432,53.463,3.16e-158,452,53.463
BAB_RS27845,SM_b20048,2.34e-99,287,59.052,1.34e-95,276,59.052
BAB_RS27850,SMc04388,0,687,74.715,0,687,74.715
BAB_RS27855,SMc04387,4.41e-107,301,78.022,2.21e-107,301,78.022
BAB_RS27865,SMc00557,1.54e-82,255,41.282,4.47e-89,271,41.282
BAB_RS27870,SMc01168,1.24e-45,144,51.37,6.15e-46,144,51.37
BAB_RS27880,SM_b20850,0,653,83.511,0,653,83.511
BAB_RS27895,SM_b20346,2.11e-44,155,33.929,1.05e-44,155,33.929
BAB_RS27905,SM_b20345,0,841,43.164,0,828,43.164
BAB_RS27915,SMc02877,1.83e-82,251,43.452,9.12e-83,251,43.452
BAB_RS27920,SMc02878,5.4e-116,340,49.871,3.94e-121,353,49.871
BAB_RS27930,SMc04154,0,502,79.592,0,502,79.592
BAB_RS27935,SMc04385,0,863,82.353,0,863,82.353
BAB_RS27940,SMc04383,0,684,72.318,0,684,72.318
BAB_RS27945,SMc04882,1.08e-165,460,72.391,5.19e-166,460,72.391
BAB_RS27950,SMc01576,7.37e-146,419,54.415,2.54e-157,448,54.415
BAB_RS27955,SMc02644,0,708,80.645,0,751,80.645
BAB_RS27960,SMc01226,3.23e-47,144,67.742,2.59e-44,135,72.84
BAB_RS27965,SMc01227,0,567,76.757,0,583,76.757
BAB_RS27970,SMc03092,7.07e-38,124,46.099,3.53e-38,124,46.099
BAB_RS27975,SMc03091,3.52e-110,319,53.821,1.78e-110,319,53.821
BAB_RS27980,SM_b21494,0,538,73.591,0,538,73.591
BAB_RS27985,SMc02351,2.4e-19,76.6,36.522,1.32e-19,76.6,36.522
BAB_RS27995,SMc03902,6.64e-09,42,88,3.34e-09,42,88
BAB_RS28000,SMc03800,2.52e-71,212,61.963,1.64e-71,212,61.963
BAB_RS28005,SMc03801,1.04e-122,353,54.655,7.41e-126,360,54.655
BAB_RS28010,SMc03802,1.84e-96,279,61.883,1.72e-88,258,61.883
BAB_RS28015,SMc03803,1.17e-22,79.3,63.333,5.7e-23,79.3,63.333
BAB_RS28020,SMc04405,0,635,83.243,0,635,83.243
BAB_RS28025,SMc01728,7.75e-142,404,57.593,4.12e-142,404,57.593
BAB_RS28030,SMc04407,0,953,74.921,0,951,75.929
BAB_RS28035,SMc04410,0,631,87.5,0,631,87.5
BAB_RS28040,SMc01945,1.47e-46,145,52.941,6.75e-47,145,52.941
BAB_RS28045,SMc00040,1.33e-69,203,68.571,6.66e-70,203,68.571
BAB_RS28050,SMc03791,1.3e-70,206,69.286,6.7e-71,206,69.286
BAB_RS28055,SMc03795,1.17e-126,353,82.09,5.87e-127,353,82.09
BAB_RS28060,SMc03793,4.61e-96,284,56.491,7.8e-97,285,56.491
BAB_RS28065,SMc03792,5.07e-34,108,70.149,2.55e-34,108,70.149
BAB_RS28070,SMc01667,1.21e-44,139,58.974,6.25e-45,139,58.974
BAB_RS28075,SMc04403,0,948,67.638,0,928,67.638
BAB_RS28080,SMc01261,1.38e-53,184,33.828,2.59e-57,193,31.436
BAB_RS28085,SMc03242,0,1119,89.309,0,1119,89.309
BAB_RS28090,SMc01701,2.46e-76,225,63.731,3.57e-77,226,63.731
BAB_RS28100,SM_b20202,9.61e-74,229,44.689,4.96e-74,229,44.689
BAB_RS28105,SM_b20199,0,526,70.17,0,529,70.17
BAB_RS28110,SMc01613,6.73e-58,174,61.224,3.25e-58,174,61.224
BAB_RS28115,SMc01614,1.46e-124,352,70.8,1.79e-130,366,70.238
BAB_RS28120,SMc01615,8.96e-90,264,52.59,4.63e-90,264,52.59
BAB_RS28125,SMc01629,1.06e-137,390,61.093,5.37e-138,390,61.093
BAB_RS28130,SMc01616,1.69e-160,447,69.408,8.53e-161,447,69.408
BAB_RS28135,SMc01620,0,657,66.733,0,682,66.733
BAB_RS28140,SMc01623,0,532,54.902,3.3e-180,513,54.902
BAB_RS28145,SM_b20350,6.09e-17,73.9,34.722,4.74e-12,59.7,32.24
BAB_RS28150,SM_b20351,1.96e-151,440,47.244,9.88e-152,440,47.244
BAB_RS28155,SM_b20352,7.31e-90,271,53.115,1.19e-108,318,50.867
BAB_RS28160,SM_b20349,4.48e-83,251,49.296,2.98e-87,261,49.296
BAB_RS28180,SMc01020,3.72e-128,375,47.706,1.12e-137,399,47.706
BAB_RS28240,SMc02292,3.73e-95,322,30.439,2.02e-95,322,30.439
BAB_RS28250,SMc02296,1.97e-53,186,31.412,2.65e-54,187,30.741
BAB_RS28290,SMc02183,1.41e-10,46.2,88,7.08e-11,46.2,88
BAB_RS28295,SMc02150,4.55e-175,486,78.616,9.41e-176,487,78.616
BAB_RS28305,SMc02149,8.13e-22,92.8,33.566,5.94e-29,112,27.226
BAB_RS28310,SMc02237,0,1251,74.313,0,1227,74.313
BAB_RS28315,SMc02236,1.27e-77,231,53.363,2.08e-84,248,53.363
BAB_RS28320,SMc02234,1.72e-74,226,49.145,8.43e-75,226,49.145
BAB_RS28325,SMc02232,2.82e-142,401,68.227,2.61e-133,377,68.227
BAB_RS28330,SMc02231,2.64e-72,235,57.589,1.37e-80,255,57.589
BAB_RS28350,SMc01274,1.9e-18,73.2,40.517,8.99e-19,73.2,40.517
BAB_RS28370,SM_b20446,5.19e-118,347,47.103,2.61e-118,347,47.103
BAB_RS28375,SMa0065,1.96e-40,137,36.364,4.05e-38,130,36.364
BAB_RS28380,SM_b21354,1.93e-153,438,59.053,1.22e-153,438,59.053
BAB_RS28390,SM_b20749,0,579,59.259,0,579,59.259
BAB_RS28415,SMc02776,1.79e-175,501,52.6,8.3e-176,501,52.6
BAB_RS28435,SMa0106,3.79e-66,205,38.636,6.88e-65,201,39.919
BAB_RS28475,SMc02229,0,985,77.258,0,985,77.258
BAB_RS28480,SMc02228,0,714,84.328,0,714,84.328
BAB_RS28485,SMc02227,0,1094,72.222,0,1094,72.222
BAB_RS28490,SMc02223,2.61e-93,270,66.816,3.19e-95,274,66.816
BAB_RS28495,SMc02222,7.39e-33,120,43.75,2.21e-31,115,43.75
BAB_RS28505,SMc02221,3.61e-37,121,53.03,7.93e-45,140,53.03
BAB_RS28515,SM_b20600,1.05e-14,64.7,37.864,1.53e-15,66.6,38.053
BAB_RS28520,SMa2075,6.59e-114,346,38.318,3.34e-110,335,38.318
BAB_RS28525,SMa2085,1.97e-81,248,44.86,6.18e-89,266,44.86
BAB_RS28530,SMa2083,4.93e-79,240,48.162,1.71e-76,233,48.162
BAB_RS28545,SMc02677,3.81e-64,199,48.4,7.98e-69,211,48.302
