Melitensis16M,O_anthropi,G1.evalue,G1.bitscore,G1.pident,G2.evalue,G2.bitscore,G2.pident
BME_RS08615,OANT_RS01500,3.73e-22,77.8,73.846,8.38e-28,91.7,73.846
BME_RS08620,OANT_RS01495,1.89e-177,485,92.188,7.78e-171,468,92.188
BME_RS08625,OANT_RS01490,1.83e-128,357,85.427,1.2e-128,357,85.427
BME_RS08630,OANT_RS01485,0,603,88.82,0,603,88.82
BME_RS08635,OANT_RS01480,1.98e-158,435,90.043,1.25e-158,435,90.043
BME_RS08640,OANT_RS01475,1.03e-107,309,83.673,6.57e-108,309,83.673
BME_RS08645,OANT_RS01470,0,918,96.017,0,918,96.017
BME_RS08650,OANT_RS01465,0,686,88.052,0,688,88.052
BME_RS08655,OANT_RS01455,0,602,87.316,0,602,87.316
BME_RS08660,OANT_RS01450,1.04e-78,224,92.437,6.63e-79,224,92.437
BME_RS08665,OANT_RS01445,0,657,93.314,0,657,93.314
BME_RS08670,OANT_RS01440,0,988,95.842,0,991,95.842
BME_RS08675,OANT_RS01435,0,558,87.616,0,558,87.616
BME_RS08680,OANT_RS01430,0,867,86.282,0,858,86.282
BME_RS08685,OANT_RS01425,2.44e-167,460,86.59,1.55e-167,460,86.59
BME_RS08690,OANT_RS01420,1.08e-126,356,71.548,6.77e-127,356,71.548
BME_RS08695,OANT_RS01415,5.69e-156,431,80.632,3.62e-156,431,80.632
BME_RS08700,OANT_RS01030,1.87e-11,48.1,96,1.19e-11,48.1,96
BME_RS08705,OANT_RS01025,1.45e-144,404,74.46,1.15e-144,404,74.46
BME_RS08710,OANT_RS01020,0,1164,87.112,0,1164,87.112
BME_RS08715,OANT_RS01015,0,578,93.791,0,575,93.791
BME_RS08720,OANT_RS01010,0,880,93.64,0,880,93.64
BME_RS08725,OANT_RS01005,5.82e-131,366,70.213,3.7e-131,366,70.213
BME_RS08730,OANT_RS01000,0,2370,91.581,0,2374,91.39
BME_RS08735,OANT_RS00995,1.54e-49,152,72.143,5.81e-49,150,74.286
BME_RS08740,OANT_RS00990,1.23e-51,153,96.296,7.82e-52,153,96.296
BME_RS08745,OANT_RS00985,2.42e-115,323,81.771,1.54e-115,323,81.771
BME_RS08750,OANT_RS00980,3.56e-62,181,87.629,2.26e-62,181,87.629
BME_RS08755,OANT_RS00975,6.88e-102,288,81.503,4.37e-102,288,81.503
BME_RS08760,OANT_RS00970,1.98e-146,407,85.778,8.51e-155,427,85
BME_RS08765,OANT_RS00965,0,966,92.445,0,966,92.445
BME_RS08770,OANT_RS00960,1.89e-54,162,88.043,1.26e-54,162,88.043
BME_RS08775,OANT_RS00955,0,792,86.316,0,769,86.316
BME_RS08780,OANT_RS00950,2.78e-76,219,85.6,1.75e-76,219,85.6
BME_RS08785,OANT_RS00945,0,524,90.759,0,524,90.759
BME_RS08790,OANT_RS00940,0,764,90.954,0,772,91.198
BME_RS08795,OANT_RS00935,3.12e-146,404,88.636,1.98e-146,404,88.636
BME_RS08810,OANT_RS00925,4.65e-171,468,95.378,2.96e-171,468,95.378
BME_RS08815,OANT_RS00920,0,672,92.978,0,672,92.978
BME_RS08820,OANT_RS00915,6.48e-130,363,84.375,2.68e-131,366,85.714
BME_RS08825,OANT_RS00910,4.45e-130,362,83.486,4.19e-126,352,83.486
BME_RS08830,OANT_RS00905,0,635,92.749,0,635,92.749
BME_RS08835,OANT_RS00900,1.02e-125,353,82.479,1.03e-125,353,82.479
BME_RS08840,OANT_RS00895,6.39e-161,443,91.176,3.38e-166,456,90.323
BME_RS08845,OANT_RS00890,1.08e-104,294,84.848,6.9e-105,294,84.848
BME_RS08850,OANT_RS00885,2.03e-96,271,94.286,1.29e-96,271,94.286
BME_RS08855,OANT_RS00880,9.41e-53,156,90.123,5.99e-53,156,90.123
BME_RS08860,OANT_RS00875,4.35e-105,294,95.455,2.77e-105,294,95.455
BME_RS08865,OANT_RS00870,2.29e-122,341,90.355,1.35e-122,341,90.355
BME_RS08870,OANT_RS00860,0,826,80.039,0,826,80.039
BME_RS08875,OANT_RS00855,0,512,91.756,0,512,91.756
BME_RS08880,OANT_RS00850,1.59e-130,363,83.486,6.37e-126,351,83.486
BME_RS08885,OANT_RS00845,1.25e-145,404,82.7,7.86e-146,404,82.7
BME_RS08890,OANT_RS00840,0,564,86.378,0,544,86.378
BME_RS08895,OANT_RS00835,1.28e-63,184,97.872,8.14e-64,184,97.872
BME_RS08900,OANT_RS00830,1.35e-56,168,76.636,8.6e-57,168,76.636
BME_RS08910,OANT_RS00820,0,530,87.5,0,530,87.5
BME_RS08915,OANT_RS00815,1.66e-103,290,89.809,1.06e-103,290,89.809
BME_RS08920,OANT_RS00810,0,549,93.594,0,549,93.594
BME_RS08925,OANT_RS00805,0,1711,94.157,0,1714,92.857
BME_RS08940,OANT_RS00795,0,1771,91.328,0,1771,91.328
BME_RS08945,OANT_RS00790,0,963,93.939,0,963,93.939
BME_RS08950,OANT_RS00785,0,705,94.085,0,705,94.085
BME_RS08955,OANT_RS00780,1.06e-90,259,83.951,2.48e-90,258,83.951
BME_RS08960,OANT_RS00775,1.13e-134,372,94.211,2.41e-124,345,94.211
BME_RS08965,OANT_RS00770,6.42e-143,394,90.777,3.38e-134,371,90.777
BME_RS08970,OANT_RS00765,4.99e-112,312,92.073,3.18e-112,312,92.073
BME_RS08975,OANT_RS00760,1.21e-134,371,97.326,7.7e-135,371,97.326
BME_RS08990,OANT_RS00750,0,787,93.007,0,787,93.007
BME_RS09000,OANT_RS00745,0,1009,88.739,0,1008,88.739
BME_RS09010,OANT_RS00730,0,747,97.297,0,747,97.297
BME_RS09015,OANT_RS00725,9.32e-67,197,78.4,6e-67,197,78.4
BME_RS09020,OANT_RS00720,5.65e-126,352,81.651,7.09e-126,351,81.651
BME_RS09025,OANT_RS00715,0,527,88.129,0,527,88.129
BME_RS09030,OANT_RS00705,0,1563,94.588,0,1563,94.588
BME_RS09035,OANT_RS00700,0,1091,91.008,0,1088,91.473
BME_RS09040,OANT_RS00695,0,1901,94.376,0,1901,94.376
BME_RS09045,OANT_RS00690,0,905,93.803,0,905,93.803
BME_RS09050,OANT_RS00685,2.08e-149,410,95.61,1.32e-149,410,95.61
BME_RS09055,OANT_RS00675,1.44e-114,324,74.236,1.04e-114,324,74.236
BME_RS09060,OANT_RS00670,7.66e-116,327,72.174,7.65e-124,347,72.174
BME_RS09065,OANT_RS00665,0,1383,89.767,0,1389,89.767
BME_RS09070,OANT_RS00660,0,499,90.672,0,499,90.672
BME_RS09075,OANT_RS00655,0,562,88.636,0,562,88.636
BME_RS09080,OANT_RS00645,2.18e-168,462,91.286,1.29e-168,462,91.286
BME_RS09085,OANT_RS00640,5.58e-173,476,86.957,4.37e-173,476,86.957
BME_RS09090,OANT_RS00635,0,863,95.161,0,863,95.161
BME_RS09095,OANT_RS00630,0,5433,91.751,0,5431,91.999
BME_RS09100,OANT_RS00625,0,649,91.379,0,649,91.379
BME_RS09105,OANT_RS00620,1.51e-167,463,91.438,1.16e-166,461,91.438
BME_RS09110,OANT_RS00615,3.4e-180,495,91.289,0,514,91.289
BME_RS09115,OANT_RS00610,0,621,89.181,0,641,89.181
BME_RS09120,OANT_RS00605,1.15e-105,305,58.8,7.45e-106,305,58.8
BME_RS09125,OANT_RS00600,3.38e-55,167,68.75,1.09e-54,165,76.19
BME_RS09130,OANT_RS00595,2.54e-71,207,74.453,1.64e-71,207,74.453
BME_RS09135,OANT_RS00585,3e-52,154,94.872,1.91e-52,154,94.872
BME_RS09140,OANT_RS00580,1.24e-71,207,85.124,8.05e-72,207,85.124
BME_RS09145,OANT_RS00575,1.01e-36,120,55.385,3.15e-35,116,54.688
BME_RS09150,OANT_RS00570,0,1184,95.417,0,1164,95.417
BME_RS09155,OANT_RS00560,4.24e-125,348,86.802,2.57e-125,348,86.802
BME_RS09160,OANT_RS00555,4.78e-33,104,90.909,2.99e-33,104,90.909
BME_RS09165,OANT_RS00550,3.2e-174,478,89.734,2.06e-174,478,89.734
BME_RS09170,OANT_RS00545,8.64e-114,322,93.301,1.48e-121,341,93.213
BME_RS09175,OANT_RS00540,9.44e-119,333,79.717,5.73e-119,333,79.717
BME_RS09180,OANT_RS00535,0,1715,93.184,0,1715,93.184
BME_RS09185,OANT_RS00525,1.39e-158,437,81.967,7.92e-152,419,81.967
BME_RS09190,OANT_RS00520,7.63e-73,211,82.707,5.97e-73,211,81.955
BME_RS09195,OANT_RS00515,1.25e-122,340,92.179,7.98e-123,340,92.179
BME_RS09200,OANT_RS00510,2.67e-146,406,83.846,1.39e-152,422,84.231
BME_RS09205,OANT_RS00505,0,1349,84.724,0,1357,84.724
BME_RS09210,OANT_RS00500,2.76e-136,380,95.96,1.76e-136,380,95.96
BME_RS09220,OANT_RS00495,1.74e-145,403,81.25,2.91e-141,392,80.417
BME_RS09225,OANT_RS00490,1.78e-125,349,91.837,1.86e-125,348,91.837
BME_RS09235,OANT_RS00480,2.16e-60,176,85.417,1.36e-60,176,85.417
BME_RS09240,OANT_RS00470,6.32e-82,233,91.935,3.99e-82,233,91.935
BME_RS09245,OANT_RS00465,1.21e-113,317,89.82,7.67e-114,317,89.82
BME_RS09255,OANT_RS00460,0,836,98.054,0,836,98.054
BME_RS09260,OANT_RS00455,3.92e-78,227,73.653,1.7e-78,227,73.653
BME_RS09265,OANT_RS00450,3.09e-154,424,97.717,1.97e-154,424,97.717
BME_RS09270,OANT_RS00440,0,816,98.522,0,816,98.522
BME_RS09290,OANT_RS00415,1.15e-172,476,86.942,8.61e-173,476,86.942
BME_RS09295,OANT_RS00410,0,835,87.064,0,835,87.064
BME_RS09300,OANT_RS00405,0,2035,90.808,0,2035,90.808
BME_RS09305,OANT_RS00400,3.85e-155,426,98.165,2.45e-155,426,98.165
BME_RS09310,OANT_RS00395,1.06e-31,116,65.714,1.09e-34,124,70.635
BME_RS09315,OANT_RS00390,3.9e-38,118,93.548,2.48e-38,118,93.548
BME_RS09320,OANT_RS00385,1.53e-34,109,78.261,9.86e-35,109,78.261
BME_RS09325,OANT_RS00380,2.31e-35,111,82.54,1.47e-35,111,82.54
BME_RS09330,OANT_RS00375,2.82e-155,427,93.182,5.35e-160,439,92.14
BME_RS09335,OANT_RS00370,3.89e-132,368,84.507,2.27e-132,368,84.507
BME_RS09345,OANT_RS04100,1.28e-66,207,41.155,7.27e-70,215,40.678
BME_RS09350,OANT_RS00335,0,1033,91.897,0,1008,91.897
BME_RS09355,OANT_RS00330,0,689,93.059,0,688,93.059
BME_RS09360,OANT_RS00320,9.87e-84,238,89.231,6.28e-84,238,89.231
BME_RS09365,OANT_RS00305,2.73e-53,161,66.4,4.42e-54,163,66.4
BME_RS09370,OANT_RS00300,1.6e-179,498,72.515,0,512,72.515
BME_RS09375,OANT_RS00295,5e-107,300,86.826,3.18e-107,300,86.826
BME_RS09380,OANT_RS00290,9e-23,80.1,57.576,6.79e-16,62,57.576
BME_RS09385,OANT_RS00285,5.94e-168,460,90.871,3.78e-168,460,90.871
BME_RS09390,OANT_RS00280,0,2496,83.323,0,2554,83.739
BME_RS09395,OANT_RS00275,0,1154,89.671,0,1153,89.671
BME_RS09400,OANT_RS00270,3.16e-64,197,62.381,4.86e-52,165,59.504
BME_RS09405,OANT_RS00265,9.52e-71,204,81.967,6.1e-71,204,81.967
BME_RS09410,OANT_RS00260,6.25e-133,369,87.56,3.97e-133,369,87.56
BME_RS09415,OANT_RS00255,0,1197,92.413,0,1221,92.413
BME_RS09420,OANT_RS00250,0,616,85.757,0,616,85.757
BME_RS09425,OANT_RS00245,1.05e-145,410,67.913,6.61e-146,410,67.913
BME_RS09430,OANT_RS00090,3.16e-117,330,77.333,6.69e-119,333,86.364
BME_RS09435,OANT_RS00095,7.85e-166,456,90.283,4.96e-166,456,90.283
BME_RS09440,OANT_RS00100,0,566,93.728,0,566,93.728
BME_RS09445,OANT_RS00105,6.94e-177,489,83.838,9.19e-175,483,83.838
BME_RS09450,OANT_RS00110,9.22e-87,246,85.821,5.87e-87,246,85.821
BME_RS09455,OANT_RS00115,0,1073,89.587,0,1061,90.099
BME_RS09460,OANT_RS00120,2.4e-72,207,98.131,1.52e-72,207,98.131
BME_RS09465,OANT_RS00125,1.21e-142,393,97.015,7.73e-143,393,97.015
BME_RS09470,OANT_RS00130,0,781,88.056,0,781,88.056
BME_RS09475,OANT_RS00140,0,513,86.054,0,513,86.054
BME_RS09480,OANT_RS00145,0,523,86.31,0,527,86.31
BME_RS09485,OANT_RS00155,0,1117,98.057,0,1117,98.057
BME_RS09490,OANT_RS00160,5.9e-132,367,90.187,4.71e-139,384,90.187
BME_RS09495,OANT_RS00165,0,847,94.209,0,817,94.209
BME_RS09500,OANT_RS00170,3.67e-44,138,91.358,7e-44,137,91.358
BME_RS09505,OANT_RS00175,1.46e-12,50.8,100,9.3e-13,50.8,100
BME_RS09510,OANT_RS00185,0,509,69.468,3.22e-179,499,69.252
BME_RS09525,OANT_RS00200,0,763,96.606,0,763,96.606
BME_RS09530,OANT_RS00205,0,1045,94.393,0,1045,94.393
BME_RS09535,OANT_RS00210,0,1165,91.756,0,1164,91.756
BME_RS09540,OANT_RS00215,0,554,94.077,0,545,94.077
BME_RS09555,OANT_RS00225,0,701,95.38,0,701,95.38
BME_RS09565,OANT_RS00235,2.43e-38,119,83.333,1.55e-38,119,83.333
BME_RS09570,OANT_RS00085,0,1167,89.355,0,1167,89.355
BME_RS09575,OANT_RS00080,0,1065,81.138,0,1065,81.138
BME_RS09580,OANT_RS00075,0,704,96.438,0,704,96.438
BME_RS09585,OANT_RS00070,0,727,94.709,0,727,94.709
BME_RS09590,OANT_RS00065,0,1019,90.556,0,1019,90.556
BME_RS09595,OANT_RS00060,0,571,87.736,0,584,87.736
BME_RS09600,OANT_RS00040,4.74e-170,467,88.672,2.97e-170,467,88.672
BME_RS09605,OANT_RS00035,0,662,92.147,0,662,92.147
BME_RS09610,OANT_RS00030,0,737,97.849,0,737,97.849
BME_RS09615,OANT_RS00025,0,995,92.6,0,995,92.6
BME_RS09620,OANT_RS00020,1.48e-54,161,94.318,9.4e-55,161,94.318
BME_RS09630,OANT_RS03690,1.07e-173,476,89.883,6.81e-174,476,89.883
BME_RS09635,OANT_RS03695,0,497,81.849,0,497,81.849
BME_RS09640,OANT_RS03715,1.23e-14,58.5,49.153,7.83e-15,58.5,49.153
BME_RS09645,OANT_RS03765,0,732,80.217,0,731,80.217
BME_RS09650,OANT_RS03770,3.24e-75,216,94.828,2.06e-75,216,94.828
BME_RS09655,OANT_RS03775,0,505,83.509,0,505,83.509
BME_RS09660,OANT_RS03780,6.63e-134,375,80,5.06e-134,375,80
BME_RS09665,OANT_RS03785,0,650,94.611,0,650,94.611
BME_RS09670,OANT_RS03790,6.1e-108,304,82.222,4.54e-112,314,82.222
BME_RS09675,OANT_RS03800,2.63e-168,462,85.328,1.68e-168,462,85.328
BME_RS09680,OANT_RS03805,1.18e-99,280,93.103,7.52e-100,280,93.103
BME_RS09685,OANT_RS03810,1.99e-120,334,93.023,1.26e-120,334,93.023
BME_RS09690,OANT_RS03815,0,815,95.823,0,815,95.823
BME_RS09695,OANT_RS03820,0,539,95.588,0,539,95.588
BME_RS09705,OANT_RS03825,2.33e-150,424,69.551,1.48e-150,424,69.551
BME_RS09710,OANT_RS03830,0,1357,93.838,0,1351,93.838
BME_RS09715,OANT_RS03835,2.71e-59,173,95.506,1.72e-59,173,95.506
BME_RS09720,OANT_RS03840,0,619,92.593,0,619,92.593
BME_RS09725,OANT_RS03845,3.74e-93,263,88,2.47e-87,248,88
BME_RS09730,OANT_RS03850,0,1684,90.768,0,1675,90.871
BME_RS09735,OANT_RS03855,1.17e-140,390,95.074,8.36e-141,390,95.074
BME_RS09740,OANT_RS03865,0,989,95,0,993,94.656
BME_RS09745,OANT_RS03870,8.41e-141,390,90.698,5.47e-141,390,90.698
BME_RS09750,OANT_RS03875,2.31e-158,435,88.412,1.47e-158,435,88.412
BME_RS09755,OANT_RS03880,0,802,94.762,0,803,94.762
BME_RS09760,OANT_RS03885,8.31e-91,256,92.701,1.12e-87,248,93.431
BME_RS09765,OANT_RS03890,0,855,81.391,0,865,81.391
BME_RS09770,OANT_RS03895,0,622,86.863,0,600,89.607
BME_RS09775,OANT_RS03900,1.46e-99,280,88.158,9.53e-100,280,88.158
BME_RS09780,OANT_RS03905,2.18e-09,55.1,95.833,1.39e-09,55.1,95.833
BME_RS09785,OANT_RS03910,0,896,92.934,0,896,92.934
BME_RS09790,OANT_RS03915,4.35e-172,473,87.594,2.77e-172,473,87.594
BME_RS09795,OANT_RS03920,1.79e-110,309,90.854,1.17e-110,309,90.854
BME_RS09800,OANT_RS03925,3.48e-124,348,75.983,2.21e-124,348,75.983
BME_RS09805,OANT_RS03930,4.71e-106,297,95.152,2.15e-106,298,95.152
BME_RS09810,OANT_RS03935,0,766,87.77,0,766,87.77
BME_RS09815,OANT_RS03940,1.3e-48,146,91.566,3.98e-47,142,91.566
BME_RS09820,OANT_RS03945,2.01e-166,463,74.772,5.18e-163,454,74.468
BME_RS09825,OANT_RS03960,8.7e-160,438,96.053,5.53e-160,438,96.053
BME_RS09830,OANT_RS03965,1.12e-176,482,98.333,7.14e-177,482,98.333
BME_RS09835,OANT_RS03970,0,538,93.773,0,538,93.773
BME_RS09840,OANT_RS03975,0,827,93.607,0,827,93.607
BME_RS09845,OANT_RS03980,0,918,92.354,0,918,92.354
BME_RS09850,OANT_RS03985,0,687,95.977,0,687,95.977
BME_RS09855,OANT_RS03995,2.01e-78,225,80.292,1.28e-78,225,80.292
BME_RS09860,OANT_RS04005,4.8e-79,225,94.068,2.35e-72,208,94.068
BME_RS09865,OANT_RS04025,5.78e-138,381,85.437,3.68e-138,381,85.437
BME_RS09870,OANT_RS04045,0,942,92.157,0,917,92.157
BME_RS09875,OANT_RS04050,0,618,95.513,0,618,95.513
BME_RS09880,OANT_RS04055,0,540,86.254,0,540,86.254
BME_RS09885,OANT_RS04060,1.37e-61,179,91.579,8.71e-62,179,91.579
BME_RS09890,OANT_RS04065,3.74e-151,417,89.916,2.41e-151,417,89.916
BME_RS09895,OANT_RS04075,4.29e-135,374,89.447,2.73e-135,374,89.447
BME_RS09900,OANT_RS04080,0,669,95.225,0,665,95.225
BME_RS09910,OANT_RS04085,0,1220,93.721,0,1195,92.936
BME_RS09915,OANT_RS04090,0,578,84.802,0,578,84.802
BME_RS09920,OANT_RS04120,0,1465,91.418,0,1465,91.418
BME_RS09925,OANT_RS04125,0,732,95.122,0,732,95.122
BME_RS09930,OANT_RS04130,2.89e-150,419,76.071,3.56e-152,423,76.071
BME_RS09935,OANT_RS04135,1.02e-92,261,97.015,6.47e-93,261,97.015
BME_RS09940,OANT_RS04140,1.67e-42,129,98.485,1.06e-42,129,98.485
BME_RS09945,OANT_RS04145,2.17e-128,357,88.725,8.97e-136,375,88.725
BME_RS09950,OANT_RS04150,1.42e-128,355,98.876,9.02e-129,355,98.876
BME_RS09960,OANT_RS04155,1.02e-170,469,88.123,6.4e-171,469,88.123
BME_RS09965,OANT_RS04160,0,692,92.95,0,692,92.95
BME_RS09975,OANT_RS04165,1.53e-50,154,85.263,8.29e-41,129,85.263
BME_RS09980,OANT_RS04170,1.63e-165,455,86.561,1.04e-165,455,86.561
BME_RS09985,OANT_RS04175,5.73e-131,364,83.81,3.66e-131,364,83.81
BME_RS09990,OANT_RS04180,2.76e-131,366,84.332,2.73e-116,327,84.332
BME_RS09995,OANT_RS04185,0,815,97.044,0,815,97.044
BME_RS10000,OANT_RS04190,9.83e-84,240,85.135,3.68e-84,241,85.135
BME_RS10005,OANT_RS04195,0,549,97.491,0,549,97.491
BME_RS10010,OANT_RS04200,0,586,94.352,0,586,94.352
BME_RS10015,OANT_RS04205,0,819,91.156,0,819,91.156
BME_RS10020,OANT_RS04220,2.52e-74,213,98.131,1.6e-74,213,98.131
BME_RS10025,OANT_RS04225,0,2002,84.576,0,2031,84.576
BME_RS10030,OANT_RS04230,0,1792,86.84,0,1757,86.852
BME_RS10035,OANT_RS04235,1.53e-135,378,78.601,9.87e-136,378,78.601
BME_RS10040,OANT_RS04240,0,840,82.341,0,840,82.341
BME_RS10045,OANT_RS04245,0,1408,84.679,0,1408,84.679
BME_RS10050,OANT_RS04250,0,945,97.425,0,945,97.425
BME_RS10055,OANT_RS04260,2.82e-68,197,91.262,1.8e-68,197,91.262
BME_RS10060,OANT_RS04265,2.07e-89,253,93.233,1.32e-89,253,93.233
BME_RS10065,OANT_RS04270,1.53e-82,238,77.358,9.83e-83,238,77.358
BME_RS10070,OANT_RS04275,0,1089,90.563,0,1088,90.894
BME_RS10075,OANT_RS04280,8.44e-177,482,99.163,5.37e-177,482,99.163
BME_RS10080,OANT_RS04285,0,990,96.13,0,990,96.13
BME_RS10090,OANT_RS04290,1.55e-83,239,89.655,2.77e-80,230,89.655
BME_RS10095,OANT_RS04300,0,618,92.857,0,618,92.857
BME_RS10100,OANT_RS04305,9.23e-55,163,78.302,5.87e-55,163,78.302
BME_RS10105,OANT_RS04310,7.69e-176,482,95.785,5.83e-176,481,95.785
BME_RS10110,OANT_RS04315,2.13e-159,439,93.534,2.44e-166,456,93.416
BME_RS10115,OANT_RS04320,2.06e-146,404,88.889,1.31e-146,404,88.889
BME_RS10120,OANT_RS04325,6.95e-81,234,67.222,4.71e-81,234,67.222
BME_RS10125,OANT_RS04330,5.72e-147,404,97.525,3.64e-147,404,97.525
BME_RS10130,OANT_RS04335,8.43e-129,356,95.109,5.36e-129,356,95.109
BME_RS10135,OANT_RS04345,0,830,94.009,0,830,94.009
BME_RS10140,OANT_RS04350,0,601,89.375,0,601,89.375
BME_RS10145,OANT_RS04355,2.84e-83,237,92,1.86e-83,237,92
BME_RS10150,OANT_RS04360,7.79e-102,289,80.337,5.35e-102,289,80.337
BME_RS10155,OANT_RS04365,0,557,77.135,0,576,77.135
BME_RS10160,OANT_RS04370,5e-137,381,86.147,9.42e-138,382,86.147
BME_RS10165,OANT_RS04375,8.15e-95,269,79.29,5.31e-95,269,79.29
BME_RS10170,OANT_RS04380,6.56e-119,330,98.16,4.17e-119,330,98.16
BME_RS10175,OANT_RS04385,8.57e-149,411,84.914,5.38e-149,411,84.914
BME_RS10180,OANT_RS04390,4.36e-120,336,81.91,2.78e-120,336,81.91
BME_RS10185,OANT_RS04395,4.84e-172,474,83.214,3.11e-172,474,83.214
BME_RS10190,OANT_RS04400,1.38e-127,355,89.95,3.9e-128,355,89.95
BME_RS10195,OANT_RS04405,8.46e-174,478,94.636,1.05e-180,495,93.116
BME_RS10205,OANT_RS21915,3.63e-33,105,89.855,2.49e-33,105,89.855
BME_RS10210,OANT_RS21920,1.05e-145,402,84.444,6.67e-146,402,84.444
BME_RS10215,OANT_RS21925,0,584,88.858,0,607,88.858
BME_RS10220,OANT_RS21930,3.56e-136,379,90.308,9.39e-144,397,90.308
BME_RS10225,OANT_RS21935,3.67e-154,426,89.243,2.13e-147,409,89.243
BME_RS10230,OANT_RS21940,0,566,88.525,0,566,88.525
BME_RS10235,OANT_RS21945,5.94e-113,318,74.877,3.78e-113,318,74.877
BME_RS10240,OANT_RS21950,4.5e-143,395,92.925,2.02e-138,382,94.527
BME_RS10245,OANT_RS21955,0,922,75.415,0,865,75.716
BME_RS10250,OANT_RS21960,0,710,70.414,0,683,70.437
BME_RS10255,OANT_RS21970,0,1145,89.379,0,1127,90.725
BME_RS10260,OANT_RS21975,0,672,87.798,0,698,87.798
BME_RS10265,OANT_RS21980,1.46e-132,370,76.623,9.47e-133,370,76.623
BME_RS10270,OANT_RS21985,1.11e-155,448,79.562,8.84e-156,448,79.562
BME_RS10275,OANT_RS21995,2.3e-78,224,85.6,9.23e-69,199,84.921
BME_RS10280,OANT_RS22000,0,639,86.648,0,639,86.648
BME_RS10285,OANT_RS22005,0,589,92.097,0,563,94.444
BME_RS10290,OANT_RS22010,1.39e-89,255,83.553,4.24e-84,240,83.553
BME_RS10295,OANT_RS22015,0,577,89.189,0,597,89.189
BME_RS10300,OANT_RS22020,0,688,64.015,0,651,64.783
BME_RS10305,OANT_RS22030,0,571,92.593,0,571,92.593
BME_RS10310,OANT_RS22035,0,763,87.136,0,763,87.136
BME_RS10315,OANT_RS03480,1.29e-22,89.7,43.636,5.73e-23,90.1,43.636
BME_RS10330,OANT_RS03495,3.14e-180,535,38.396,1.91e-180,535,38.396
BME_RS10335,OANT_RS03500,2.62e-16,72.8,27.679,1.62e-16,72.8,27.679
BME_RS10340,OANT_RS03510,5.78e-11,59.7,24.528,2.13e-11,60.5,24.49
BME_RS10350,OANT_RS03515,1.6e-42,141,34.703,9.49e-43,141,34.703
BME_RS10355,OANT_RS03520,2.54e-28,107,26.531,1.53e-30,112,27.891
BME_RS10360,OANT_RS03525,9.41e-63,203,36.897,1.84e-61,199,38.078
BME_RS10365,OANT_RS03530,1e-84,257,44.375,1.69e-80,246,45.051
BME_RS10375,OANT_RS22040,0,526,75.63,0,530,77.011
BME_RS10380,OANT_RS22045,0,798,83.047,0,724,83.047
BME_RS10385,OANT_RS22050,0,912,95.661,0,912,95.661
BME_RS10390,OANT_RS22055,0,3156,95.641,0,3127,95.641
BME_RS10395,OANT_RS22060,0,658,93.983,0,658,93.983
BME_RS10400,OANT_RS22065,1.21e-107,301,91.667,7.69e-108,301,91.667
BME_RS10405,OANT_RS22070,2.15e-58,174,76.154,4.72e-51,155,76.336
BME_RS10410,OANT_RS22075,0,516,74.622,0,516,74.622
BME_RS10415,OANT_RS22080,5.35e-160,441,86.1,3.28e-160,442,86.1
BME_RS10420,OANT_RS22085,0,538,87.5,0,538,87.5
BME_RS10425,OANT_RS22090,1.69e-85,242,100,1.08e-85,242,100
BME_RS10430,OANT_RS22095,4.86e-11,47,100,3.09e-11,47,100
BME_RS10435,OANT_RS21275,7.45e-38,127,33.838,4.52e-38,127,33.838
BME_RS10440,OANT_RS21280,1.42e-29,115,34.632,8.32e-30,116,34.632
BME_RS10445,OANT_RS12660,1.87e-43,144,39.524,7.6e-46,149,40.092
BME_RS10505,OANT_RS20635,1.18e-77,232,46.774,7.53e-78,232,46.774
BME_RS10515,OANT_RS20625,1.79e-53,174,36.792,2.96e-42,145,36.278
BME_RS10530,OANT_RS19420,9.56e-36,124,34.498,5.81e-36,124,34.498
BME_RS10535,OANT_RS21155,1.69e-77,229,57.346,2.77e-71,213,57.346
BME_RS10540,OANT_RS21160,1.02e-68,203,70.068,6.46e-69,203,70.068
BME_RS10545,OANT_RS21165,4.35e-23,82.4,59.794,1.88e-34,110,65.979
BME_RS10550,OANT_RS21170,3.4e-145,405,73.606,4.12e-153,424,73.606
BME_RS10555,OANT_RS21175,8.59e-150,416,73.664,5.46e-150,416,73.664
BME_RS10575,OANT_RS23155,5.73e-08,49.7,25.786,2.77e-08,49.7,25.786
BME_RS10590,OANT_RS22860,2.14e-107,304,73.399,1.34e-107,304,73.399
BME_RS10595,OANT_RS22905,8e-127,358,91.489,1.39e-118,338,91.489
BME_RS10605,OANT_RS22910,0,954,90.249,0,954,90.249
BME_RS10610,OANT_RS22915,0,672,96.1,0,672,96.1
BME_RS10615,OANT_RS22920,0,504,94.218,2.18e-176,486,94.718
BME_RS10620,OANT_RS22930,0,607,95.177,0,607,95.177
BME_RS10625,OANT_RS22935,5.5e-174,481,89.109,0,515,89.109
BME_RS10640,OANT_RS22980,0,513,76.758,0,513,76.758
BME_RS10645,OANT_RS22985,0,791,95.98,0,791,95.98
BME_RS10700,OANT_RS12900,2.37e-34,128,31.421,5.48e-36,132,32.219
BME_RS10705,OANT_RS18120,2.4e-39,135,36.066,7.46e-46,151,36.066
BME_RS10710,OANT_RS07375,1.91e-77,232,48.918,6.07e-73,220,47.5
