Abortus2308,O_anthropi,G1.evalue,G1.bitscore,G1.pident,G2.evalue,G2.bitscore,G2.pident
BAB_RS24450,OANT_RS05785,0,2277,94.987,0,2277,94.987
BAB_RS24455,OANT_RS05780,0,656,89.757,0,669,89.757
BAB_RS24460,OANT_RS05775,0,677,88.949,0,677,88.949
BAB_RS24465,OANT_RS05770,6.55e-73,209,88.596,4.14e-73,209,88.596
BAB_RS24470,OANT_RS05765,9.53e-179,488,95.968,6.03e-179,488,95.968
BAB_RS24475,OANT_RS05760,0,626,81.864,0,666,83.92
BAB_RS24480,OANT_RS05755,0,844,92.609,0,844,92.609
BAB_RS24485,OANT_RS05750,0,569,95.364,0,569,95.364
BAB_RS24490,OANT_RS05745,0,661,93.472,0,661,93.472
BAB_RS24495,OANT_RS05740,0,738,87.857,0,738,87.857
BAB_RS24500,OANT_RS05735,2.22e-137,382,83.983,3.57e-140,389,83.983
BAB_RS24505,OANT_RS05725,1.61e-90,256,91.034,1.02e-90,256,91.034
BAB_RS24510,OANT_RS05720,4.59e-94,265,94.815,2.91e-94,265,94.815
BAB_RS24515,OANT_RS05715,0,890,93.162,0,868,94.027
BAB_RS24520,OANT_RS05710,0,536,92.808,0,536,92.808
BAB_RS24525,OANT_RS05705,0,990,95.472,0,990,95.472
BAB_RS24530,OANT_RS05700,4.79e-124,345,93.548,3.03e-124,345,93.548
BAB_RS24535,OANT_RS05695,2.56e-80,230,94.161,1.65e-81,233,94.161
BAB_RS24540,OANT_RS05690,0,1422,94.22,0,1422,94.22
BAB_RS24545,OANT_RS05685,6.69e-159,435,98.157,4.23e-159,435,98.157
BAB_RS24550,OANT_RS05670,3.07e-112,315,83.42,4.42e-118,330,83.42
BAB_RS24555,OANT_RS05665,0,1694,91.676,0,1694,91.676
BAB_RS24560,OANT_RS05660,2.39e-135,376,84.753,4.1e-141,390,84.753
BAB_RS24570,OANT_RS05655,8.65e-65,187,92.632,5.47e-65,187,92.632
BAB_RS24575,OANT_RS05650,0,1280,94.316,0,1280,94.316
BAB_RS24580,OANT_RS05645,1.07e-27,92.4,80.556,8.99e-28,92,80.556
BAB_RS24585,OANT_RS05640,0,578,93.538,0,588,94.769
BAB_RS24590,OANT_RS05635,0,890,94.444,0,890,94.444
BAB_RS24595,OANT_RS05630,0,1160,97.586,0,1160,97.586
BAB_RS24600,OANT_RS05625,0,1058,97.212,0,1058,97.212
BAB_RS24605,OANT_RS05615,0,619,80.67,0,640,80.67
BAB_RS24610,OANT_RS05610,0,2947,92.625,0,2936,92.625
BAB_RS24615,OANT_RS05605,4.09e-139,385,88.732,2.59e-139,385,88.732
BAB_RS24620,OANT_RS05600,8e-144,402,90.187,1.04e-144,404,86.667
BAB_RS24625,OANT_RS05595,1.2e-147,406,94.203,7.62e-148,406,94.203
BAB_RS24630,OANT_RS05585,2.65e-69,202,90.291,1.96e-72,209,89.815
BAB_RS24635,OANT_RS05580,5.2e-66,191,93.137,1.29e-59,174,93.137
BAB_RS24640,OANT_RS05575,0,769,93.372,0,799,92.745
BAB_RS24645,OANT_RS05565,0,528,93.091,0,528,93.091
BAB_RS24650,OANT_RS05560,2.14e-149,411,92.019,1.36e-149,411,92.019
BAB_RS24655,OANT_RS05550,0,556,92.593,0,556,92.593
BAB_RS24660,OANT_RS05545,1.24e-42,131,87.097,1.04e-42,131,87.097
BAB_RS24665,OANT_RS05530,0,1000,97.189,0,1000,97.189
BAB_RS24670,OANT_RS05525,0,552,93.515,0,552,93.515
BAB_RS24675,OANT_RS05520,3.05e-131,365,92.991,1.78e-131,365,92.991
BAB_RS24680,OANT_RS05515,8.63e-47,141,95.238,5.46e-47,141,95.238
BAB_RS24685,OANT_RS05510,1.31e-117,327,89.326,8.1e-118,327,89.326
BAB_RS24690,OANT_RS05500,0,835,93.891,0,835,93.891
BAB_RS24695,OANT_RS05495,0,741,86.998,0,706,87.893
BAB_RS24705,OANT_RS05485,1.35e-106,299,89.941,8.07e-107,299,89.941
BAB_RS24710,OANT_RS05480,7e-80,228,89.683,4.54e-80,228,89.683
BAB_RS24715,OANT_RS05475,6.2e-149,410,90.654,3.8e-149,410,90.654
BAB_RS24720,OANT_RS05470,0,758,90.867,0,778,90.867
BAB_RS24725,OANT_RS05465,0,689,93.915,0,689,93.915
BAB_RS24730,OANT_RS05460,0,592,95.455,0,613,95.015
BAB_RS24740,OANT_RS05455,5.89e-107,301,77.838,1.81e-98,279,77.838
BAB_RS24745,OANT_RS05450,1.97e-138,384,82.379,1.33e-138,384,82.379
BAB_RS24750,OANT_RS05445,1.22e-60,176,97.753,7.74e-61,176,97.753
BAB_RS24755,OANT_RS05440,1.09e-82,236,88.028,6.25e-83,236,88.028
BAB_RS24760,OANT_RS05435,3.7e-12,50.1,80,2.34e-12,50.1,80
BAB_RS24780,OANT_RS23285,6.82e-95,274,84.768,4.3e-95,274,84.768
BAB_RS24785,OANT_RS03335,0,629,63.389,0,629,63.389
BAB_RS24830,OANT_RS05365,0,1187,89.094,0,1187,89.094
BAB_RS24835,OANT_RS05360,0,802,82.787,0,802,82.787
BAB_RS24840,OANT_RS05355,0,1675,94.508,0,1675,94.508
BAB_RS24845,OANT_RS05350,2.31e-80,240,74.905,7.41e-96,279,73.764
BAB_RS24850,OANT_RS05345,3.95e-159,442,77.58,2.38e-159,442,77.58
BAB_RS24855,OANT_RS05340,0,687,94.944,0,687,94.944
BAB_RS24860,OANT_RS05335,0,1420,92.328,0,1403,92.328
BAB_RS24865,OANT_RS05330,0,837,96.69,0,837,96.69
BAB_RS24870,OANT_RS05325,8.52e-170,465,93.145,1.71e-177,484,93.145
BAB_RS24875,OANT_RS05320,3.96e-176,486,84.589,3.04e-159,443,84.589
BAB_RS24880,OANT_RS05315,1.12e-91,259,82.979,7.08e-92,259,82.979
BAB_RS24885,OANT_RS05310,2e-168,465,76.761,1.64e-165,457,76.761
BAB_RS24890,OANT_RS05305,2.85e-51,153,79.545,1.8e-51,153,79.545
BAB_RS24895,OANT_RS05300,2.36e-162,448,82.824,5.58e-154,426,82.824
BAB_RS24900,OANT_RS05295,0,522,88.435,0,511,88.435
BAB_RS24905,OANT_RS05060,0,723,89.781,0,687,89.781
BAB_RS24920,OANT_RS05050,0,795,79.317,0,761,79.317
BAB_RS24925,OANT_RS05045,0,606,71.429,0,603,68.211
BAB_RS24930,OANT_RS05040,1.28e-119,338,72.34,8.38e-120,338,72.34
BAB_RS24935,OANT_RS05035,0,532,83.439,0,532,83.439
BAB_RS24940,OANT_RS05030,0,656,92.479,0,672,92.479
BAB_RS24945,OANT_RS05025,0,551,84.308,0,523,84.308
BAB_RS24950,OANT_RS05020,1.07e-53,159,93.75,9.81e-54,159,93.75
BAB_RS24955,OANT_RS05015,7.27e-100,280,94.964,4.66e-100,280,94.964
BAB_RS24960,OANT_RS05010,1.08e-137,382,85.321,6.84e-138,382,85.321
BAB_RS24965,OANT_RS05005,3.57e-165,457,89.789,2.14e-162,449,89.789
BAB_RS24970,OANT_RS05000,0,870,84.99,0,870,84.99
BAB_RS24975,OANT_RS04960,0,1562,91.375,0,1543,91.375
BAB_RS24980,OANT_RS04955,0,781,93.533,0,781,93.533
BAB_RS24985,OANT_RS04950,0,574,92,0,574,92
BAB_RS24990,OANT_RS04945,0,769,93.478,0,770,93.478
BAB_RS24995,OANT_RS04935,3.92e-79,226,88.618,2.48e-79,226,88.618
BAB_RS25000,OANT_RS04930,0,525,97.683,0,525,97.683
BAB_RS25005,OANT_RS04925,0,1231,96.906,0,1231,96.906
BAB_RS25010,OANT_RS04920,3.05e-89,252,93.13,1.93e-89,252,93.13
BAB_RS25015,OANT_RS04915,9.01e-90,253,93.939,5.7e-90,253,93.939
BAB_RS25020,OANT_RS04910,2.65e-108,302,98.026,1.67e-108,302,98.026
BAB_RS25025,OANT_RS04895,0,870,90.192,0,870,90.192
BAB_RS25030,OANT_RS04890,9.21e-99,277,97.241,5.82e-99,277,97.241
BAB_RS25040,OANT_RS17720,1.39e-19,76.6,69.841,2.64e-19,76.6,69.841
BAB_RS25050,OANT_RS10335,1.12e-44,139,61.404,6.83e-45,139,61.404
BAB_RS25055,OANT_RS10340,2.21e-55,165,71.429,1.42e-55,165,71.429
BAB_RS25060,OANT_RS10345,8.19e-67,202,51.364,1.65e-72,217,51.364
BAB_RS25065,OANT_RS04880,2.42e-150,416,85.597,1.53e-150,416,85.597
BAB_RS25070,OANT_RS04875,2.02e-118,330,86.702,1.27e-118,330,86.702
BAB_RS25075,OANT_RS04870,0,578,90.794,0,578,90.794
BAB_RS25080,OANT_RS04865,4.27e-153,430,61.35,7.82e-149,419,61.791
BAB_RS25085,OANT_RS04855,0,899,96.391,0,899,96.391
BAB_RS25090,OANT_RS04850,1.1e-119,333,86.111,6.97e-120,333,86.111
BAB_RS25095,OANT_RS04845,1.01e-143,396,92.925,6.41e-144,396,92.925
BAB_RS25100,OANT_RS04840,1.75e-71,207,89.051,3.73e-76,219,89.051
BAB_RS25105,OANT_RS04835,0,667,89.512,0,645,90
BAB_RS25110,OANT_RS04830,0,2001,95.319,0,1973,95.319
BAB_RS25115,OANT_RS04825,0,587,98.667,0,587,98.667
BAB_RS25120,OANT_RS04820,0,769,96.985,0,769,96.985
BAB_RS25125,OANT_RS04815,0,634,98.125,0,634,98.125
BAB_RS25130,OANT_RS04810,0,698,87.467,0,698,87.467
BAB_RS25135,OANT_RS04805,4.88e-105,296,89.385,1.8e-100,284,89.385
BAB_RS25140,OANT_RS04800,6.66e-180,495,87.789,0,513,87.789
BAB_RS25145,OANT_RS04795,0,828,94.145,0,828,94.145
BAB_RS25150,OANT_RS04790,0,752,81.781,0,739,82.794
BAB_RS25155,OANT_RS04785,2.63e-151,416,93.636,1.21e-140,389,93.636
BAB_RS25160,OANT_RS04780,1.61e-164,453,86.538,1.94e-172,473,86.538
BAB_RS25165,OANT_RS04775,2.11e-45,140,88,2.97e-45,140,88
BAB_RS25170,OANT_RS05290,1.52e-50,152,65.517,1.1e-50,152,65.517
BAB_RS25175,OANT_RS05285,4.44e-91,257,89.855,2.81e-91,257,89.855
BAB_RS25180,OANT_RS05280,1.52e-147,410,78.486,9.76e-148,410,78.486
BAB_RS25185,OANT_RS05275,0,768,93.705,0,767,93.705
BAB_RS25190,OANT_RS05270,0,545,84.478,0,521,83.686
BAB_RS25200,OANT_RS05265,0,1717,95.695,0,1742,95.695
BAB_RS25210,OANT_RS05255,0,775,86.449,0,775,86.449
BAB_RS25230,OANT_RS05245,2.93e-14,55.5,100,1.85e-14,55.5,100
BAB_RS25260,OANT_RS18200,7.6e-90,265,52.632,1.07e-84,251,52.632
BAB_RS25265,OANT_RS23230,2.68e-146,413,61.709,1.62e-146,413,61.709
BAB_RS25280,OANT_RS17590,3.39e-46,156,37.134,1.86e-51,169,37.459
BAB_RS25300,OANT_RS05240,0,810,92.037,0,795,92.086
BAB_RS25305,OANT_RS05235,3.34e-88,251,85.906,8.24e-85,242,85.906
BAB_RS25310,OANT_RS05230,0,524,89.329,0,540,89.329
BAB_RS25315,OANT_RS05225,0,578,95.533,0,578,95.533
BAB_RS25320,OANT_RS05220,0,585,96.44,0,585,96.44
BAB_RS25325,OANT_RS05215,3.34e-175,479,98.387,2.11e-175,479,98.387
BAB_RS25330,OANT_RS05210,1.87e-147,407,84.914,1.38e-147,407,84.914
BAB_RS25335,OANT_RS05205,5.95e-77,220,88.136,3.67e-77,220,88.136
BAB_RS25340,OANT_RS05200,2.48e-151,419,82.353,2.08e-139,388,82.353
BAB_RS25345,OANT_RS05195,4.55e-118,330,87.245,1.05e-125,349,87.245
BAB_RS25350,OANT_RS05190,3.6e-30,98.2,89.552,2.62e-38,118,89.552
BAB_RS25355,OANT_RS05185,1.11e-172,476,81.387,7.15e-173,476,81.387
BAB_RS25360,OANT_RS05180,0,511,92.606,0,510,92.606
BAB_RS25365,OANT_RS05170,6.26e-102,286,88.608,3.96e-102,286,88.608
BAB_RS25370,OANT_RS05160,9.18e-159,437,89.076,1.97e-149,412,89.076
BAB_RS25375,OANT_RS05155,0,930,96.567,0,930,96.567
BAB_RS25380,OANT_RS05150,2.05e-24,83.2,83.333,2.09e-32,102,83.333
BAB_RS25385,OANT_RS05145,0,800,93.349,0,781,93.349
BAB_RS25390,OANT_RS05140,0,1303,77.592,0,1329,77.703
BAB_RS25395,OANT_RS05135,6.22e-123,341,96.067,3.93e-123,341,96.067
BAB_RS25400,OANT_RS05130,7.12e-177,484,91.732,4.5e-177,484,91.732
BAB_RS25405,OANT_RS05125,0,678,91.848,0,677,91.848
BAB_RS25410,OANT_RS05120,0,589,92.557,0,589,92.557
BAB_RS25415,OANT_RS05115,0,532,74.926,0,532,74.926
BAB_RS25420,OANT_RS05110,2.88e-107,302,84.024,1.88e-107,302,84.024
BAB_RS25430,OANT_RS05105,1.06e-60,177,92.708,3.58e-54,160,92.708
BAB_RS25435,OANT_RS05100,3.4e-130,359,99.432,2.15e-130,359,99.432
BAB_RS25440,OANT_RS05095,1.71e-177,486,94.595,1.04e-177,486,94.595
BAB_RS25445,OANT_RS05090,6.79e-139,392,67.778,4.32e-139,392,67.778
BAB_RS25450,OANT_RS05085,0,599,89.697,0,599,89.697
BAB_RS25455,OANT_RS05080,3.26e-155,426,96.804,2.06e-155,426,96.804
BAB_RS25460,OANT_RS05070,1.09e-44,136,75.61,6.87e-45,136,75.61
BAB_RS25465,OANT_RS05065,7.36e-151,416,94.737,2.47e-146,404,94.737
BAB_RS25470,OANT_RS04965,1.53e-143,397,88.312,8.98e-155,426,89.61
BAB_RS25475,OANT_RS04970,0,508,89.925,0,508,89.925
BAB_RS25480,OANT_RS04980,7.47e-95,268,88.591,4.69e-95,268,88.591
BAB_RS25485,OANT_RS04985,6.86e-166,454,98.678,4.34e-166,454,98.678
BAB_RS25490,OANT_RS04990,5.86e-114,318,88.398,2.67e-108,304,88.398
BAB_RS25525,OANT_RS04750,1.13e-140,389,90.141,6.9e-141,389,90.141
BAB_RS25530,OANT_RS04755,4.97e-67,193,96.875,3.21e-67,193,96.875
BAB_RS25535,OANT_RS04760,1.18e-162,449,80.669,7.59e-163,449,80.669
BAB_RS25540,OANT_RS04765,1.12e-83,239,80.714,7.15e-84,239,80.714
BAB_RS25545,OANT_RS04770,0,1284,79.881,0,1273,79.167
BAB_RS25560,OANT_RS04740,0,1152,96.013,0,1190,96.013
BAB_RS25565,OANT_RS04735,0,663,96.951,0,663,96.951
BAB_RS25570,OANT_RS04730,3.22e-150,412,92.344,2.04e-150,412,92.344
BAB_RS25575,OANT_RS04725,9.08e-54,160,79.612,8.5e-57,167,79.612
BAB_RS25580,OANT_RS04720,0,778,88.657,0,755,88.657
BAB_RS25585,OANT_RS04715,0,655,88.267,0,655,88.267
BAB_RS25590,OANT_RS04710,4.72e-117,328,80.102,2.93e-117,328,80.102
BAB_RS25595,OANT_RS04705,2.16e-23,81.3,76,5.49e-25,85.1,70.492
BAB_RS25600,OANT_RS04700,0,527,87.296,4.98e-178,491,87.296
BAB_RS25605,OANT_RS04695,0,594,95.899,0,593,95.899
BAB_RS25610,OANT_RS04690,0,697,84.466,0,701,83.738
BAB_RS25615,OANT_RS04685,6.05e-46,139,84,3.83e-46,139,84
BAB_RS25620,OANT_RS04680,0,645,84.712,0,664,84.75
BAB_RS25625,OANT_RS04675,0,638,85.984,0,669,85.984
BAB_RS25630,OANT_RS04670,0,735,93.798,0,734,93.798
BAB_RS25635,OANT_RS04665,9.25e-12,48.9,100,5.85e-12,48.9,100
BAB_RS25640,OANT_RS04535,6.74e-175,479,91.732,4.27e-175,479,91.732
BAB_RS25645,OANT_RS04530,6.79e-93,263,85,4.36e-93,263,85
BAB_RS25655,OANT_RS04525,0,1051,93.309,0,1051,93.309
BAB_RS25660,OANT_RS04520,1.65e-147,409,91.339,6.39e-148,410,91.339
BAB_RS25665,OANT_RS04515,0,878,88.664,0,888,88.664
BAB_RS25670,OANT_RS04510,0,997,95.85,0,997,95.85
BAB_RS25675,OANT_RS04505,2.77e-178,488,94.574,1.31e-169,465,94.574
BAB_RS25685,OANT_RS04500,0,711,95.355,0,711,95.355
BAB_RS25690,OANT_RS04495,0,606,92.192,0,608,92.192
BAB_RS25695,OANT_RS04490,0,659,93.75,0,659,93.75
BAB_RS25700,OANT_RS04485,0,701,86.889,0,714,86.889
BAB_RS25705,OANT_RS04480,0,638,89.412,0,638,89.412
BAB_RS25710,OANT_RS04475,0,608,96.53,0,608,96.53
BAB_RS25715,OANT_RS04470,0,550,96.939,0,550,96.939
BAB_RS25720,OANT_RS04465,1.64e-180,494,92.803,1.03e-180,494,92.803
BAB_RS25725,OANT_RS04455,0,644,90.202,0,644,90.202
BAB_RS25730,OANT_RS04450,0,560,94.539,0,560,94.539
BAB_RS25735,OANT_RS04445,0,511,95.472,0,511,95.472
BAB_RS25740,OANT_RS04440,9.95e-137,379,87.264,6.3e-137,379,87.264
BAB_RS25745,OANT_RS04435,0,1111,87.421,0,1111,87.421
BAB_RS25750,OANT_RS04430,0,734,81.674,0,734,81.674
BAB_RS25755,OANT_RS04425,0,1134,81.392,0,1134,81.392
BAB_RS25760,OANT_RS04420,0,843,99.522,0,843,99.522
BAB_RS25770,OANT_RS04415,2.17e-115,322,85.955,1.37e-115,322,85.955
BAB_RS25775,OANT_RS04410,0,672,95.894,0,672,95.894
BAB_RS25780,OANT_RS04405,8.46e-174,478,94.636,1.05e-180,495,93.116
BAB_RS25785,OANT_RS04400,1.18e-126,352,89.447,2.95e-127,353,89.447
BAB_RS25790,OANT_RS04395,2.89e-171,473,82.857,1.85e-171,473,82.857
BAB_RS25795,OANT_RS04390,6.99e-120,335,81.91,4.42e-120,335,81.91
BAB_RS25800,OANT_RS04385,1.43e-149,413,85.345,8.96e-150,413,85.345
BAB_RS25805,OANT_RS04380,6.56e-119,330,98.16,4.15e-119,330,98.16
BAB_RS25810,OANT_RS04375,8.15e-95,269,79.29,5.28e-95,269,79.29
BAB_RS25815,OANT_RS04370,3.12e-138,384,86.58,5.54e-139,385,86.58
BAB_RS25820,OANT_RS04365,0,563,77.686,0,582,77.686
BAB_RS25825,OANT_RS04360,8.87e-106,300,77.895,5.75e-106,300,77.895
BAB_RS25830,OANT_RS04355,2.84e-83,237,92,1.85e-83,237,92
BAB_RS25835,OANT_RS04350,0,601,89.375,0,601,89.375
BAB_RS25840,OANT_RS04345,0,830,94.009,0,830,94.009
BAB_RS25845,OANT_RS04335,8.43e-129,356,95.109,5.33e-129,356,95.109
BAB_RS25850,OANT_RS04330,5.72e-147,404,97.525,3.62e-147,404,97.525
BAB_RS25855,OANT_RS04325,6.95e-81,234,67.222,4.68e-81,234,67.222
BAB_RS25860,OANT_RS04320,2.74e-146,403,88.889,1.73e-146,403,88.889
BAB_RS25865,OANT_RS04315,2.13e-159,439,93.534,2.43e-166,456,93.416
BAB_RS25870,OANT_RS04310,0,504,96.169,0,504,96.169
BAB_RS25875,OANT_RS04305,9.23e-55,163,78.302,5.84e-55,163,78.302
BAB_RS25880,OANT_RS04300,0,617,92.547,0,617,92.547
BAB_RS25885,OANT_RS04290,1.55e-83,239,89.655,2.76e-80,230,89.655
BAB_RS25895,OANT_RS04285,0,989,96.13,0,989,96.13
BAB_RS25900,OANT_RS04280,8.44e-177,482,99.163,5.34e-177,482,99.163
BAB_RS25905,OANT_RS04275,0,1087,90.397,0,1087,90.728
BAB_RS25910,OANT_RS04270,1.53e-82,238,77.358,9.77e-83,238,77.358
BAB_RS25915,OANT_RS04265,2.07e-89,253,93.233,1.31e-89,253,93.233
BAB_RS25920,OANT_RS04260,1.75e-67,195,90.291,1.1e-67,195,90.291
BAB_RS25925,OANT_RS04250,0,947,97.639,0,947,97.639
BAB_RS25930,OANT_RS04245,0,1405,84.561,0,1405,84.561
BAB_RS25935,OANT_RS04240,0,840,82.341,0,840,82.341
BAB_RS25940,OANT_RS04235,4.05e-136,380,78.601,2.61e-136,380,78.601
BAB_RS25945,OANT_RS04230,0,1794,86.936,0,1759,86.948
BAB_RS25950,OANT_RS04225,0,2000,84.576,0,2029,84.576
BAB_RS25955,OANT_RS04220,2.52e-74,213,98.131,1.59e-74,213,98.131
BAB_RS25960,OANT_RS04205,0,819,91.156,0,819,91.156
BAB_RS25965,OANT_RS04200,0,585,94.02,0,585,94.02
BAB_RS25970,OANT_RS04195,0,550,96.774,0,550,96.774
BAB_RS25975,OANT_RS04190,9.83e-84,240,85.135,3.66e-84,241,85.135
BAB_RS25980,OANT_RS04185,0,815,97.044,0,815,97.044
BAB_RS25985,OANT_RS04180,2.76e-131,366,84.332,2.71e-116,327,84.332
BAB_RS25990,OANT_RS04175,5.92e-131,364,83.81,3.76e-131,364,83.81
BAB_RS25995,OANT_RS04170,1.7e-166,457,86.957,1.08e-166,457,86.957
BAB_RS26000,OANT_RS04165,5.32e-87,248,87.5,1.94e-77,223,87.5
BAB_RS26010,OANT_RS04160,0,508,92.857,0,508,92.857
BAB_RS26015,OANT_RS04155,6.23e-171,469,88.123,3.88e-171,469,88.123
BAB_RS26025,OANT_RS04150,1.42e-128,355,98.876,8.97e-129,355,98.876
BAB_RS26030,OANT_RS04145,9.04e-128,355,88.235,3.33e-135,374,88.235
BAB_RS26035,OANT_RS04140,1.67e-42,129,98.485,1.05e-42,129,98.485
BAB_RS26040,OANT_RS04135,1.02e-92,261,97.015,6.43e-93,261,97.015
BAB_RS26045,OANT_RS04130,5.58e-151,421,76.429,4.37e-153,425,76.429
BAB_RS26050,OANT_RS04125,0,734,95.393,0,734,95.393
BAB_RS26055,OANT_RS04120,0,1470,91.915,0,1469,91.915
BAB_RS26060,OANT_RS04090,0,579,85.106,0,579,85.106
BAB_RS26065,OANT_RS04085,0,1221,93.878,0,1196,93.093
BAB_RS26070,OANT_RS04080,0,668,94.96,0,664,94.96
BAB_RS26075,OANT_RS04075,4.73e-134,371,88.945,3e-134,371,88.945
BAB_RS26080,OANT_RS04065,4.17e-150,415,89.496,2.67e-150,415,89.496
BAB_RS26085,OANT_RS04060,5.67e-63,183,92.632,3.59e-63,183,92.632
BAB_RS26090,OANT_RS04055,0,539,85.911,0,539,85.911
BAB_RS26095,OANT_RS04050,0,621,95.833,0,621,95.833
BAB_RS26105,OANT_RS04045,5.21e-61,206,91.892,3.3e-61,206,91.892
BAB_RS26110,OANT_RS04025,1.04e-139,386,86.408,6.6e-140,386,86.408
BAB_RS26115,OANT_RS04005,1.56e-80,229,94.915,8.24e-74,211,94.915
BAB_RS26120,OANT_RS03995,2.01e-78,225,80.292,1.27e-78,225,80.292
BAB_RS26125,OANT_RS03985,0,687,95.977,0,687,95.977
BAB_RS26130,OANT_RS03980,0,915,92.153,0,915,92.153
BAB_RS26135,OANT_RS03975,0,829,93.836,0,829,93.836
BAB_RS26140,OANT_RS03970,0,538,93.773,0,538,93.773
BAB_RS26145,OANT_RS03965,1.12e-176,482,98.333,7.1e-177,482,98.333
BAB_RS26150,OANT_RS03960,8.7e-160,438,96.053,5.5e-160,438,96.053
BAB_RS26155,OANT_RS03945,9.23e-167,464,74.772,2.45e-163,455,74.468
BAB_RS26160,OANT_RS03940,8.23e-48,144,90.361,4.57e-46,139,90.361
BAB_RS26165,OANT_RS03935,0,769,88.249,0,769,88.249
BAB_RS26170,OANT_RS03930,4.71e-106,297,95.152,2.14e-106,298,95.152
BAB_RS26175,OANT_RS03925,3.48e-124,348,75.983,2.2e-124,348,75.983
BAB_RS26180,OANT_RS03920,1.07e-110,309,91.463,6.94e-111,309,91.463
BAB_RS26185,OANT_RS03915,8.68e-173,474,87.97,5.49e-173,474,87.97
BAB_RS26190,OANT_RS03910,0,897,92.934,0,897,92.934
BAB_RS26195,OANT_RS03905,0,645,97.859,0,645,97.859
BAB_RS26200,OANT_RS03900,1.46e-99,280,88.158,9.47e-100,280,88.158
BAB_RS26205,OANT_RS03895,0,624,86.863,0,601,89.607
BAB_RS26210,OANT_RS03890,0,856,81.579,0,867,81.579
BAB_RS26215,OANT_RS03885,8.31e-91,256,92.701,1.11e-87,248,93.431
BAB_RS26220,OANT_RS03880,0,811,95.476,0,812,95.476
BAB_RS26225,OANT_RS03875,2.42e-157,432,87.983,1.53e-157,432,87.983
BAB_RS26230,OANT_RS03870,1.54e-140,389,87.5,9.95e-141,389,87.5
BAB_RS26235,OANT_RS03865,0,989,95,0,993,94.656
BAB_RS26240,OANT_RS03855,1.17e-140,390,95.074,8.32e-141,390,95.074
BAB_RS26245,OANT_RS03850,0,1687,90.871,0,1677,90.975
BAB_RS26250,OANT_RS03845,3.03e-94,266,88.667,2.43e-88,251,88.667
BAB_RS26255,OANT_RS03840,0,620,92.901,0,620,92.901
BAB_RS26260,OANT_RS03835,2.71e-59,173,95.506,1.71e-59,173,95.506
BAB_RS26265,OANT_RS03830,0,1358,93.978,0,1351,93.978
BAB_RS26270,OANT_RS03825,2.33e-150,424,69.551,1.48e-150,424,69.551
BAB_RS26280,OANT_RS03820,0,539,95.588,0,539,95.588
BAB_RS26285,OANT_RS03815,0,818,96.314,0,818,96.314
BAB_RS26290,OANT_RS03810,1.99e-120,334,93.023,1.26e-120,334,93.023
BAB_RS26295,OANT_RS03805,1.18e-99,280,93.103,7.48e-100,280,93.103
BAB_RS26300,OANT_RS03800,4.27e-166,457,84.942,2.7e-166,457,84.942
BAB_RS26305,OANT_RS03790,4.79e-107,301,81.111,1.54e-110,310,81.111
BAB_RS26310,OANT_RS03785,0,650,94.611,0,650,94.611
BAB_RS26315,OANT_RS03780,4.71e-133,373,79.565,3.58e-133,373,79.565
BAB_RS26320,OANT_RS03775,0,505,83.509,0,505,83.509
BAB_RS26325,OANT_RS03770,3.36e-74,213,93.966,2.13e-74,213,93.966
BAB_RS26330,OANT_RS03765,0,727,79.783,0,727,79.783
BAB_RS26335,OANT_RS03715,1.23e-14,58.5,49.153,7.79e-15,58.5,49.153
BAB_RS26340,OANT_RS03695,0,497,81.849,0,497,81.849
BAB_RS26345,OANT_RS03690,9.17e-175,479,90.272,5.8e-175,479,90.272
BAB_RS26350,OANT_RS00020,1.48e-54,161,94.318,9.34e-55,161,94.318
BAB_RS26375,OANT_RS22975,0,550,68.557,0,531,68.557
BAB_RS26385,OANT_RS22935,3.67e-174,482,88.779,0,515,88.779
BAB_RS26390,OANT_RS22930,0,607,95.177,0,607,95.177
BAB_RS26395,OANT_RS22920,3.22e-146,408,79.592,3.01e-139,390,79.577
BAB_RS26400,OANT_RS22915,0,672,96.1,0,672,96.1
BAB_RS26405,OANT_RS22910,0,960,90.631,0,960,90.631
BAB_RS26410,OANT_RS22905,0,692,92.663,0,672,92.663
BAB_RS26415,OANT_RS22860,2.14e-107,304,73.399,1.34e-107,304,73.399
BAB_RS26430,OANT_RS23155,5.73e-08,49.7,25.786,2.75e-08,49.7,25.786
BAB_RS26450,OANT_RS21175,8.59e-150,416,73.664,5.43e-150,416,73.664
BAB_RS26455,OANT_RS21170,3.4e-145,405,73.606,4.09e-153,424,73.606
BAB_RS26460,OANT_RS21165,6.89e-22,79,58.763,4.23e-32,104,67.778
BAB_RS26465,OANT_RS21160,2.26e-86,248,74.118,1.39e-86,248,74.118
BAB_RS26470,OANT_RS21155,4.42e-78,230,57.82,5.92e-72,214,57.82
BAB_RS26475,OANT_RS19420,1.66e-34,121,35.242,1e-34,121,35.242
BAB_RS26485,OANT_RS20625,1.02e-54,177,36.624,1.36e-43,148,36.624
BAB_RS26495,OANT_RS20635,1.18e-77,232,46.774,7.49e-78,232,46.774
BAB_RS26555,OANT_RS12660,1.87e-43,144,39.524,7.56e-46,149,40.092
BAB_RS26560,OANT_RS21280,1.06e-29,116,34.632,7.29e-30,116,34.632
BAB_RS26565,OANT_RS21275,7.45e-38,127,33.838,4.49e-38,127,33.838
