O_anthropi,S_meliloti,G1.evalue,G1.bitscore,G1.pident,G2.evalue,G2.bitscore,G2.pident
OANT_RS10730,SMc01040,1.44e-160,456,61.954,1.22e-160,456,61.954
OANT_RS10735,SMc01041,3.02e-135,385,63.608,3.28e-136,388,62.385
OANT_RS10740,SMc01042,0,548,73.164,0,548,73.164
OANT_RS10745,SMc01043,0,784,79.626,0,784,79.626
OANT_RS10765,SMc02382,1.52e-15,73.2,30.12,1.27e-15,73.2,30.12
OANT_RS10770,SMc01187,4.9e-93,281,56.187,3.18e-93,281,56.187
OANT_RS10775,SMc01188,1.65e-136,393,55.432,1.26e-136,393,55.432
OANT_RS10780,SMc01189,1.53e-89,261,59.048,1.32e-89,261,59.048
OANT_RS10785,SMc01190,7.4e-93,278,44.848,1.6e-94,283,44.282
OANT_RS10790,SMc01192,0,775,71.513,0,775,71.513
OANT_RS10795,SMc01193,1.3e-134,378,71.705,1.02e-134,378,71.705
OANT_RS10800,SMc01194,3.8e-120,342,61.303,3.09e-120,342,61.303
OANT_RS10805,SMc03900,0,730,60.997,0,731,60.997
OANT_RS10810,SMc01275,0,530,76.687,0,530,76.687
OANT_RS10820,SMc01276,4.09e-74,221,51.887,6.96e-68,205,51.887
OANT_RS10825,SMc01277,4.47e-96,280,56.489,5.71e-101,292,56.489
OANT_RS10830,SMc00948,0,895,89.126,0,895,89.126
OANT_RS10835,SMc00947,1.28e-69,201,89.286,1.02e-69,201,89.286
OANT_RS10840,SMc00946,2.14e-130,385,49.08,5.55e-129,381,49.487
OANT_RS10850,SMc00151,1.54e-69,210,47.945,1.73e-72,218,47.945
OANT_RS10855,SMc00152,3.26e-103,296,66.957,2.58e-103,296,66.957
OANT_RS10860,SMc00153,6.5e-50,157,54.305,1.36e-44,143,54.305
OANT_RS10865,SMc00154,0,644,69.114,0,667,69.114
OANT_RS10870,SMc00155,0,766,80.624,0,744,80.624
OANT_RS10880,SMc00161,0,874,77.102,0,877,77.102
OANT_RS10890,SMc00169,0,1156,79.095,0,1143,79.095
OANT_RS10895,SMc01157,2.57e-47,155,39.85,3.31e-51,165,39.85
OANT_RS10910,SMc00171,2.96e-131,371,69.291,2.29e-131,371,69.291
OANT_RS10920,SMc00459,4.92e-141,399,62.5,3.92e-141,399,62.5
OANT_RS10925,SMc00174,6.67e-127,368,58.649,3.29e-125,363,58.649
OANT_RS10930,SMc00175,5.78e-129,365,76.016,1.85e-129,366,76.016
OANT_RS10935,SMc00176,2.26e-65,211,43.416,2.48e-65,211,43.416
OANT_RS10940,SMc00177,1.67e-56,175,48.168,1.29e-56,175,48.168
OANT_RS10945,SMc00190,2.43e-119,414,28.28,5.42e-110,385,29.614
OANT_RS10955,SMc00192,4.39e-54,162,70.755,3.45e-54,162,70.755
OANT_RS10965,SMc00194,1.33e-54,171,44.776,1.13e-54,171,44.776
OANT_RS10970,SMc00462,4.37e-108,312,59.854,1.88e-106,308,59.854
OANT_RS10975,SMc00463,1.17e-55,167,69.298,9.61e-56,167,69.298
OANT_RS10980,SMc00465,6.17e-64,192,55.682,4.84e-64,192,55.682
OANT_RS10985,SMc00548,9.3e-68,202,62.264,6.89e-69,204,59.412
OANT_RS10990,SMc00466,5.12e-113,331,54.572,1.5e-108,319,54.572
OANT_RS10995,SMc00467,0,645,64.444,0,647,64.444
OANT_RS11000,SMc00468,9.34e-26,94.7,33.129,7.96e-26,94.7,33.129
OANT_RS11005,SMc00469,1.03e-77,224,81.295,8.65e-78,224,81.295
OANT_RS11010,SMc00470,5.58e-15,72.8,48.454,2.86e-25,102,48.454
OANT_RS11015,SMc00471,0,1005,57.956,0,990,57.674
OANT_RS11020,SM_b20319,4.87e-176,494,63.25,7.02e-180,504,63.25
OANT_RS11025,SMa1704,5.41e-81,252,38.442,4.44e-81,252,38.442
OANT_RS11030,SMc04149,3.48e-10,58.5,22.251,3.43e-10,58.5,22.251
OANT_RS11035,SMc01849,0,532,57.871,0,532,57.871
OANT_RS11040,SMc00885,1.69e-18,77.4,42.982,9.86e-19,77.8,43.182
OANT_RS11045,SMc01237,0,2081,80.378,0,2127,80.299
OANT_RS11050,SMc00828,3.86e-31,108,42.177,3.18e-31,108,42.177
OANT_RS11055,SMc00945,1.93e-97,276,76.97,1.53e-97,276,76.97
OANT_RS11060,SMa1149,2.59e-32,117,36.245,2.14e-32,117,36.245
OANT_RS11065,SMc00944,3.39e-115,328,66.387,2.71e-115,328,66.387
OANT_RS11070,SMc00943,1.53e-93,269,64.975,1.22e-93,269,64.975
OANT_RS11085,SMc00936,0,530,65.86,0,538,65.86
OANT_RS11090,SM_b20880,1.59e-122,364,45.111,1.37e-121,362,45.111
OANT_RS11095,SMc01174,0,540,75.953,0,540,75.953
OANT_RS11100,SMc01173,1.63e-122,346,70.954,1.31e-122,346,70.954
OANT_RS11105,SMc01172,1.52e-139,392,64.286,1.22e-139,392,64.286
OANT_RS11110,SMc01171,1.46e-48,153,43.713,1.25e-48,153,43.713
OANT_RS11115,SMa2301,1.36e-29,113,41.573,2.07e-29,113,41.573
OANT_RS11130,SMc00134,9.65e-96,280,58.647,1.54e-103,300,58.209
OANT_RS11135,SMc04030,5.68e-150,422,65.938,1.03e-140,399,65.938
OANT_RS11145,SMc01051,1.78e-116,333,60.741,1.43e-116,333,60.741
OANT_RS11150,SMc01013,7.89e-76,224,56.061,6.18e-76,224,56.061
OANT_RS11155,SMc01012,1.61e-56,174,51.099,5.63e-63,191,51.099
OANT_RS11160,SMc01011,2.27e-98,292,51.557,1.58e-98,292,51.557
OANT_RS11165,SMc01010,0,1142,81.583,0,1131,81.583
OANT_RS11175,SMc01007,2.73e-50,153,70.103,2.26e-50,153,70.103
OANT_RS11180,SMc01006,2.87e-64,191,62.329,3.27e-67,197,62.329
OANT_RS11185,SMc01005,5.87e-90,260,71.123,1.12e-92,267,71.123
OANT_RS11190,SMc01004,2.62e-68,201,70.29,2.22e-68,201,70.29
OANT_RS11195,SMc01003,1.63e-124,357,60.372,5.01e-132,375,60.372
OANT_RS11205,SMc01380,2.34e-13,53.5,100,1.86e-13,53.5,100
OANT_RS11250,SMc02571,1.26e-20,90.9,27.473,1.02e-20,90.9,27.473
OANT_RS11265,SM_b21182,0,521,65.625,0,521,65.625
OANT_RS11270,SM_b21181,0,677,81.519,0,677,81.519
OANT_RS11280,SMc03968,1.04e-129,371,57.944,8.21e-130,371,57.944
OANT_RS11295,SMc01522,3.88e-13,62,30.814,3.17e-13,62,30.814
OANT_RS11300,SMc01206,0,622,77.48,0,622,77.48
OANT_RS11305,SMc01207,0,548,76.111,0,548,76.111
OANT_RS11310,SMc01208,3.74e-99,280,78.049,2.99e-99,280,78.049
OANT_RS11315,SMc01700,4.24e-75,221,65.244,1.08e-76,225,60.638
OANT_RS11320,SMc01209,2.13e-74,218,66.258,2.7e-72,212,66.258
OANT_RS11325,SMc01231,0,1514,81.155,0,1509,81.408
OANT_RS11330,SMc01232,2.48e-88,256,64.677,3.17e-85,248,64.677
OANT_RS11335,SM_b21174,1.65e-47,163,48.259,2.12e-46,160,48.259
OANT_RS11340,SM_b21175,1.87e-45,153,35.484,3.44e-47,158,47.179
OANT_RS11345,SM_b21176,1.85e-41,143,32.692,1e-40,141,33.099
OANT_RS11350,SM_b21177,5.5e-106,306,56.727,2.8e-106,307,56.727
OANT_RS11355,SM_b21170,1.79e-45,146,45.506,1.45e-45,146,45.506
OANT_RS11360,SM_b21171,1.61e-162,458,59.259,1.28e-162,458,59.259
OANT_RS11365,SM_b20765,1.51e-98,282,66.5,8.83e-88,255,66.5
OANT_RS11370,SM_b20764,1.76e-118,335,71.121,1.6e-121,342,71.121
OANT_RS11375,SM_b20763,2.21e-159,440,82.171,1.75e-159,440,82.171
OANT_RS11380,SM_b20762,0,531,87.119,0,528,88.732
OANT_RS11385,SM_b20761,0,555,76.152,0,575,76.152
OANT_RS11390,SM_b20760,2.35e-46,149,41.117,1.79e-46,149,41.117
OANT_RS11395,SM_b20759,2.47e-47,149,55.405,1.75e-47,149,55.405
OANT_RS11400,SM_b20758,3.76e-81,241,51.046,2.85e-81,241,51.046
OANT_RS11410,SMc01233,4.44e-69,205,64.407,8.79e-66,196,62.295
OANT_RS11420,SMc01235,0,1667,83.984,0,1673,83.984
OANT_RS11440,SMc01906,1.4e-42,131,74.444,1.1e-42,131,74.444
OANT_RS11445,SMc01905,0,1381,85.624,0,1350,85.624
OANT_RS11450,SMc01904,0,788,89.412,0,788,89.412
OANT_RS11455,SMc01903,9.67e-126,351,79.703,7.64e-126,351,79.703
OANT_RS11460,SMc01049,0,539,65.256,0,530,64.653
OANT_RS11465,SMc01048,1.52e-52,155,93.59,1.24e-52,155,93.59
OANT_RS11470,SMc01046,0,641,65.284,0,641,65.284
OANT_RS11475,SMc01045,0,753,80.176,0,753,80.176
OANT_RS11480,SMc01044,0,822,57.162,0,823,57.162
OANT_RS11490,SMc00140,2.42e-121,344,63.158,1.86e-121,344,63.158
OANT_RS11505,SM_b21712,6.97e-11,47,84,5.54e-11,47,84
OANT_RS11510,SMa0036,0,995,90.724,0,998,90.724
OANT_RS11525,SM_b20389,2.33e-99,295,45.808,3.95e-94,281,45.808
OANT_RS11530,SMc02400,3.71e-27,107,31.07,8.56e-40,141,31.07
OANT_RS11545,SMc00150,1.32e-156,463,40.246,1.08e-153,456,42.583
OANT_RS11555,SM_b20456,9.49e-131,367,72.581,7.54e-131,367,72.581
OANT_RS11560,SM_b20455,2.25e-77,228,56.923,1.75e-77,228,56.923
OANT_RS11565,SMc00147,6.44e-59,186,43.882,4.25e-59,186,43.882
OANT_RS11570,SMc00146,1.24e-43,139,45.513,1.04e-43,139,45.513
OANT_RS11575,SMc00145,4.98e-55,167,63.025,5.58e-55,167,63.025
OANT_RS11580,SMc00144,0,561,80.236,0,580,80.236
OANT_RS11585,SMc00197,2.25e-82,248,46.667,3.83e-82,247,45.936
OANT_RS11590,SMc00143,1.67e-32,114,35.849,1.38e-32,114,35.849
OANT_RS11595,SMc00142,1.24e-63,191,57.317,1.02e-63,191,57.317
OANT_RS11605,SMc00139,7.32e-102,294,67.1,6.46e-102,294,67.1
OANT_RS11610,SMc00138,1.95e-116,333,64.844,3.4e-122,347,63.273
OANT_RS11620,SMc00133,2.32e-160,445,77.778,1.92e-167,463,77.778
OANT_RS11630,SMc02080,0,1330,69.166,0,1266,69.166
OANT_RS11640,SMc02082,2.59e-138,402,49.446,2.04e-138,402,49.446
OANT_RS11645,SMc02083,2.03e-89,260,62.557,7.21e-95,273,62.557
OANT_RS11655,SMc02854,2.31e-34,117,44.118,6.44e-35,119,44.118
OANT_RS11660,SMc00301,2.8e-55,166,65.546,2.29e-55,166,65.546
OANT_RS11665,SMc00520,3.99e-40,127,55.14,2.82e-40,127,55.14
OANT_RS11670,SMc00522,0,668,69.323,0,660,67.992
OANT_RS11675,SMc01331,3.25e-99,288,60.784,4.27e-99,287,60.784
OANT_RS11685,SMc00302,2.88e-67,197,80.672,2.07e-67,197,80.672
OANT_RS11690,SMc00533,0,699,79.903,0,699,79.903
OANT_RS11695,SMc00532,7.41e-156,445,52.804,5.89e-156,445,52.804
OANT_RS11700,SMc00531,2.39e-154,427,83.665,1.9e-154,427,83.665
OANT_RS11705,SMc00530,0,911,86.588,0,911,86.588
OANT_RS11715,SMc00529,3.4e-142,407,57.895,2.5e-148,422,57.895
OANT_RS11720,SMc00528,4.89e-143,396,82.222,3.9e-143,396,82.222
OANT_RS11725,SMc01523,3.18e-42,132,57.407,2.59e-42,132,57.407
OANT_RS11730,SMc00526,0,654,76.923,0,670,76.923
OANT_RS11735,SMc00525,0,630,35.472,0,620,35.294
OANT_RS11740,SMc00524,2.48e-69,204,63.226,1.98e-69,204,63.226
OANT_RS11745,SMc00523,3.66e-75,224,64.671,1.82e-75,224,64.671
OANT_RS11750,SMc00539,2.17e-108,325,44.144,1.88e-107,322,44.144
OANT_RS11755,SMc01333,0,511,73.314,0,539,73.314
OANT_RS11760,SMc01334,0,1177,68.697,0,1177,68.697
OANT_RS11765,SMc01335,8.92e-119,349,49.74,7.62e-119,349,49.74
OANT_RS11775,SMc01336,0,727,79.817,0,877,69.739
OANT_RS11780,SMc01340,1.83e-180,504,66.146,3.52e-180,503,65.625
OANT_RS11790,SMc01342,3.89e-87,257,53.043,4.61e-84,249,55.882
OANT_RS11795,SMc01343,2.61e-69,204,64.189,1.96e-69,204,64.189
OANT_RS11800,SMc01344,2.11e-59,179,62.346,5.16e-55,167,62.025
OANT_RS11805,SMc01345,0,764,83.669,0,782,83.669
OANT_RS11810,SMc01346,3.3e-81,238,59.358,2.77e-81,238,59.358
OANT_RS11815,SMc01347,2.03e-68,201,77.966,3.33e-70,206,72.519
OANT_RS11820,SMc01348,2.94e-70,205,74.242,2.28e-70,205,74.242
OANT_RS11825,SMc01349,2.98e-46,146,43.902,2.34e-46,146,43.902
OANT_RS11830,SMc01350,0,896,85,0,896,85
OANT_RS11835,SMc02050,0,633,68.09,0,609,68.09
OANT_RS11860,SM_b20920,2.33e-08,47.4,28.369,1.84e-08,47.4,28.369
OANT_RS12115,SMc00957,1.67e-08,41.2,70.37,1.33e-08,41.2,70.37
OANT_RS12130,SMc02053,0,773,78.71,0,773,78.664
OANT_RS12135,SMc02055,1.32e-84,252,47.292,1.06e-84,252,47.292
OANT_RS12140,SMc02056,5.17e-56,168,66.387,1.29e-61,182,68.75
OANT_RS12150,SMc02058,4.26e-53,159,71.818,3.3e-53,159,71.818
OANT_RS12155,SMc02059,7.81e-144,403,68.459,6.29e-144,403,68.459
OANT_RS12160,SMc02060,9.15e-75,240,36.994,2.03e-69,226,47.482
OANT_RS12165,SMc02062,3.03e-54,170,43.564,2.48e-51,162,43.564
OANT_RS12170,SMc02063,1.7e-118,337,66.534,1.34e-118,337,66.534
OANT_RS12175,SMc02064,0,660,74.005,0,644,74.005
OANT_RS12180,SMc02065,3.81e-141,395,76.613,2.18e-146,409,73.091
OANT_RS12185,SMc02066,2.43e-30,108,50.862,7.7e-31,110,47.445
OANT_RS12190,SMc02067,3.5e-23,81.3,76.119,6.55e-24,82.8,77.612
OANT_RS12195,SMc02069,8.68e-86,252,62.555,7.59e-87,255,62.555
OANT_RS12200,SMc02070,2.66e-124,353,67.323,1.12e-115,332,67.323
OANT_RS12205,SMc02071,5.41e-138,393,58.754,5.43e-142,403,58.754
OANT_RS12215,SMc02072,1.12e-54,203,41.667,3.19e-57,211,42.192
OANT_RS12220,SMc02073,0,876,71.624,0,876,71.624
OANT_RS12225,SMc02074,2.14e-177,498,62.406,8.56e-170,478,62.406
OANT_RS12230,SMc02075,2.32e-46,142,69.524,1.64e-52,157,69.524
OANT_RS12235,SMc03152,3.01e-103,296,66.949,5.3e-105,300,66.949
OANT_RS12240,SMc02077,3.05e-146,407,72.587,2.45e-146,407,72.587
OANT_RS12245,SMc02078,1.17e-94,277,52.49,9.5e-95,277,52.49
OANT_RS12250,SMc04211,2.22e-38,129,38.624,1.21e-38,129,38.624
OANT_RS12255,SMc04210,2.1e-82,241,56.19,1.44e-76,226,53.81
OANT_RS12260,SMc00131,7.53e-101,284,85.256,6.09e-101,284,85.256
OANT_RS12265,SMc04214,9.31e-179,496,78.466,1.15e-177,493,78.466
OANT_RS12270,SMc04215,5.33e-49,160,40.698,6.63e-51,164,42.146
OANT_RS12275,SMc04216,1.1e-14,59.3,48.214,9.99e-15,59.3,48.214
OANT_RS12280,SMc04217,1.21e-55,175,46.948,7.51e-61,188,45.614
OANT_RS12285,SMc04235,7.57e-134,383,56.695,3.88e-132,378,56.812
OANT_RS12290,SM_b21214,3.92e-80,238,52.995,3.29e-80,238,52.995
OANT_RS12300,SM_b20876,7.99e-72,218,46.939,6.92e-72,218,46.939
OANT_RS12305,SMc01531,3.15e-74,228,43.878,7.35e-75,229,43.878
OANT_RS12310,SMc03798,2.49e-109,320,46.884,1.97e-109,320,46.884
OANT_RS12315,SM_b20828,1.37e-19,78.6,49.333,3.96e-20,78.6,49.333
OANT_RS12320,SMc04278,5.67e-57,168,89.247,4.6e-57,168,89.247
OANT_RS12325,SMc04275,2.74e-133,385,54.75,1.19e-126,368,54.75
OANT_RS12330,SMc04273,0,592,70.023,0,592,70.023
OANT_RS12335,SMc04270,0,616,86.257,0,616,86.257
OANT_RS12340,SMc04268,6.88e-131,372,59.406,9.84e-132,374,59.406
OANT_RS12345,SMc00511,6.26e-116,328,66.667,5e-116,328,66.667
OANT_RS12350,SMc00508,0,754,85.681,0,776,85.681
OANT_RS12355,SMc00115,4.58e-62,196,37.671,3.78e-62,196,37.671
OANT_RS12360,SMc00505,5.93e-103,291,70.109,4.61e-103,291,70.109
OANT_RS12365,SMc02778,7.04e-36,126,33.597,1.71e-31,114,32.53
OANT_RS12370,SMc00496,1.15e-30,102,61.682,3.33e-39,124,61.682
OANT_RS12375,SMc00495,7.29e-173,474,88.976,5.79e-173,474,88.976
OANT_RS12380,SMc00494,6.34e-44,134,82.278,5.04e-44,134,82.278
OANT_RS12385,SMc00493,4.73e-140,388,83.408,3.75e-140,388,83.408
OANT_RS12395,SMc00492,1.08e-45,142,61.667,2.08e-48,149,62.832
OANT_RS12405,SMc00490,0,578,59.915,0,593,59.915
OANT_RS12410,SMc00488,0,1144,78.495,0,1160,78.495
OANT_RS12415,SMc00487,2.98e-42,129,79.221,2.37e-42,129,79.221
OANT_RS12420,SMc00538,2.69e-64,187,78.182,2.15e-64,187,78.182
OANT_RS12425,SMc00537,1.03e-149,428,59.459,1.21e-158,451,59.459
OANT_RS12430,SMc00535,5.57e-95,278,51.351,4.41e-95,278,51.351
OANT_RS12435,SMc00534,1.05e-156,437,74.368,3.89e-143,402,74.368
OANT_RS12445,SMc00485,8.44e-131,363,83.902,6.71e-131,363,83.902
OANT_RS12465,SMc01493,2.8e-34,114,48.649,2.53e-34,114,48.649
OANT_RS12470,SMa2099,3.79e-54,170,43.721,3.06e-54,170,43.721
OANT_RS12475,SMc01375,0,1681,71.875,0,1706,71.875
OANT_RS12480,SMc01376,9.17e-123,345,74.009,7.32e-123,345,74.009
OANT_RS12485,SMc01935,0,620,72.794,0,595,72.794
OANT_RS12490,SMc01934,0,681,72.955,0,681,72.955
OANT_RS12495,SMc01931,2.23e-26,91.7,53.409,2.54e-26,91.7,53.409
OANT_RS12500,SMc01930,8.45e-78,224,80.597,6.72e-78,224,80.597
OANT_RS12505,SMc01929,0,756,65.636,0,763,65.636
OANT_RS12510,SMc01928,8.93e-42,141,37.2,8.21e-52,167,37.2
OANT_RS12515,SMc01927,0,670,70.316,0,630,70.316
OANT_RS12520,SMc01926,0,813,80.04,0,828,80.04
OANT_RS12525,SMc01925,0,1063,78.788,0,1063,78.788
OANT_RS12530,SMc01924,1.93e-53,160,86.275,1.38e-53,160,86.275
OANT_RS12535,SMc01923,9.58e-107,303,74.877,5.48e-100,285,74.869
OANT_RS12540,SMc01922,3.02e-112,313,91.411,2.42e-112,313,91.411
OANT_RS12545,SMc01921,0,537,78.674,0,529,78.674
OANT_RS12550,SMc01920,0,1115,77.666,0,1136,77.666
OANT_RS12555,SMc01918,0,749,81.379,0,749,81.379
OANT_RS12560,SMc01917,1.5e-123,355,62.5,3.15e-119,343,60.328
OANT_RS12565,SMc01915,0,743,88.636,0,743,88.636
OANT_RS12575,SMc01914,5.41e-108,305,72.081,4.28e-108,305,72.081
OANT_RS12580,SMc01913,1.1e-130,362,89.894,8.66e-131,362,89.894
OANT_RS12585,SMc01912,2.07e-71,206,84.298,1.65e-71,206,84.298
OANT_RS12605,SMc01937,4.15e-12,50.1,96,3.3e-12,50.1,96
OANT_RS12610,SM_b20525,8.13e-14,64.7,26.108,6.37e-14,64.7,26.108
OANT_RS12615,SMc01149,3.4e-16,68.6,33.099,2.94e-16,68.6,33.099
OANT_RS12625,SM_b20292,7.14e-55,179,35.714,5.63e-55,179,35.714
OANT_RS12645,SMa1662,0,987,48.112,0,931,47.241
OANT_RS12650,SMa1664,3.59e-79,246,41.484,1.93e-82,254,41.292
OANT_RS12710,SMc01723,2.33e-69,206,72.189,7.38e-69,204,72.189
OANT_RS12720,SMa1676,1.77e-129,371,58.387,2.39e-127,366,57.447
OANT_RS12725,SMa1677,3.06e-146,424,50.808,1.09e-145,422,51.422
OANT_RS12855,SMc01938,7.1e-12,49.3,96,5.64e-12,49.3,96
OANT_RS12860,SM_b21462,3.66e-33,121,30.634,2.95e-33,121,30.634
OANT_RS12885,SM_b20233,2.04e-64,201,36.842,1.62e-64,201,36.842
OANT_RS12890,SM_b20633,6.48e-42,144,33.217,4.29e-46,155,33.217
OANT_RS12895,SM_b21595,6.89e-30,117,29.762,1.55e-29,115,29.529
OANT_RS12900,SM_b21222,1.54e-61,202,34.439,5.47e-59,195,34.439
OANT_RS12915,SMa1570,5.44e-16,62,60,4.1e-16,62,60
OANT_RS12925,SMc01810,7.27e-51,154,62.609,5.68e-51,154,62.609
OANT_RS12930,SMc01809,0,699,77.83,0,699,77.83
OANT_RS12935,SMc01808,2.71e-54,165,64.444,5.94e-58,174,64.444
OANT_RS12940,SMc01805,5.38e-63,187,64.085,3.92e-63,187,64.085
OANT_RS12945,SMc01804,6.38e-97,274,82.468,5.07e-97,274,82.468
OANT_RS12950,SMc01803,2.36e-89,254,80.38,1.84e-89,254,80.38
OANT_RS12965,SMc01802,0,513,77.603,0,513,77.603
OANT_RS12970,SMc01801,2.95e-172,477,74.026,2.33e-172,477,74.026
OANT_RS12975,SMc01228,5.45e-34,122,37.255,5.78e-34,121,37.402
OANT_RS12980,SMc01800,4.95e-146,415,59.824,1.04e-137,394,59.649
OANT_RS12985,SMc01799,1.47e-15,61.6,55.738,1.01e-15,61.6,55.738
OANT_RS12990,SMc01796,1.95e-45,158,30.435,2.2e-46,161,29.474
OANT_RS12995,SMc01795,4.03e-170,503,40.578,5.67e-164,487,40.303
OANT_RS13000,SMc01794,3.74e-89,257,60.417,7.39e-88,254,64.912
OANT_RS13005,SMc01793,5.34e-136,391,51.715,4.27e-136,391,51.715
OANT_RS13015,SMc01792,0,630,61.584,0,647,61.584
OANT_RS13020,SMc01791,1.82e-132,385,47.188,6.13e-131,381,47.188
OANT_RS13025,SMc02387,4.12e-39,124,64.078,9.28e-45,138,64.078
OANT_RS13030,SMc02182,2.19e-12,50.8,100,1.74e-12,50.8,100
OANT_RS13035,SMc02486,4.48e-74,223,49.383,4.44e-73,220,49.383
OANT_RS13040,SMc00814,9.53e-118,340,53.214,4.6e-111,323,53.214
OANT_RS13050,SMc01278,9.15e-33,107,56.863,7.2e-33,107,56.863
OANT_RS13055,SMc01787,1.3e-71,211,60.556,1.01e-71,211,60.556
OANT_RS13060,SMc01786,2.84e-61,180,81.731,2.36e-61,180,81.731
OANT_RS13065,SMc01785,2.3e-175,486,75.851,0,499,75.851
OANT_RS13070,SMc01784,0,509,70.588,0,509,70.588
OANT_RS13075,SMc01783,3.53e-49,155,45,2.77e-49,155,45
OANT_RS13080,SMc01782,6.48e-45,144,49.419,7.83e-44,141,49.419
OANT_RS13085,SMc01781,4e-59,179,58.228,3.05e-59,179,58.228
OANT_RS13090,SMc01780,0,1199,86.409,0,1152,86.409
OANT_RS13095,SMc01778,3.5e-72,212,67.742,2.65e-72,212,67.742
OANT_RS13100,SMc01777,5.9e-82,236,78.322,4.69e-82,236,78.322
OANT_RS13105,SMc01773,9.26e-110,310,73.5,7.5e-110,310,73.5
OANT_RS13110,SMc01772,8.75e-130,375,52.488,9.1e-124,360,52.488
OANT_RS13115,SMc01771,7.18e-78,226,70.946,5.67e-78,226,70.946
OANT_RS13125,SMc01770,0,771,86.854,0,769,87.264
OANT_RS13130,SMc01769,0,568,68.483,0,587,68.72
OANT_RS13135,SMc01768,2.82e-81,235,72.353,4.79e-80,232,72.353
OANT_RS13140,SM_b20881,1.47e-35,118,50.42,7.4e-36,119,50.42
OANT_RS13145,SMc01767,9.22e-26,92.8,39.535,7.37e-26,92.8,39.535
OANT_RS13150,SM_b20752,4.39e-59,192,39.535,5.09e-73,228,39.535
OANT_RS13155,SMc01766,1.79e-162,456,67.267,1.28e-166,467,67.267
OANT_RS13160,SMc01765,1.1e-44,141,49.677,8.63e-45,141,49.677
OANT_RS13165,SMc01764,5.97e-130,365,69.076,4.93e-130,365,69.076
OANT_RS13175,SMc01761,0,1147,70.649,0,1127,70.649
OANT_RS13180,SMc01760,3.78e-57,189,30.871,1.14e-55,185,30.623
OANT_RS13185,SMc01756,0,1070,84.68,0,1070,84.68
OANT_RS13190,SMc00622,0,567,67.277,0,567,67.277
OANT_RS13195,SMc00619,0,543,57.937,0,565,57.937
OANT_RS13200,SMc00618,0,1108,75.921,0,1108,75.921
OANT_RS13205,SMc02115,2.89e-40,125,68.75,2.22e-40,125,68.75
OANT_RS13210,SMc02116,3.9e-92,280,42.748,7.23e-83,256,41.73
OANT_RS13215,SM_b20475,6.37e-42,135,46.584,5.16e-42,135,46.584
OANT_RS13220,SMc01879,2.01e-44,139,51.88,1.55e-44,139,51.88
OANT_RS13225,SMc02225,1.13e-15,70.1,36.735,6.73e-16,70.1,36.735
OANT_RS13235,SMa0193,6.11e-16,65.1,36.634,4.99e-16,65.1,36.634
OANT_RS13250,SMc02121,2.31e-178,489,92,1.76e-178,489,92
OANT_RS13255,SMc02120,0,542,71.354,0,559,71.354
OANT_RS13260,SMc02119,1.23e-170,480,62.087,1.7e-179,502,62.087
OANT_RS13265,SMc02118,0,515,69.096,0,515,69.096
OANT_RS13275,SMc04406,1.59e-20,84.7,38.095,8.12e-24,93.2,38.095
OANT_RS13280,SMc02117,0,554,68.895,0,554,68.895
OANT_RS13285,SMa0136,0,798,66.883,0,821,67.045
OANT_RS13295,SMc04246,1.72e-23,85.5,36.8,1.54e-23,85.5,36.8
OANT_RS13330,SMc00308,1.69e-08,40.8,80,1.34e-08,40.8,80
OANT_RS13335,SMc00287,5.48e-46,140,60.396,4.35e-46,140,60.396
OANT_RS13360,SMc00617,1.75e-71,215,52.466,1.37e-71,215,52.466
OANT_RS13365,SMc00616,9.14e-157,443,63.26,5.83e-154,436,63.26
OANT_RS13370,SMc00615,0,540,80.737,0,557,80.737
OANT_RS13375,SMc00614,1.21e-88,257,69.519,3.44e-86,251,68.783
OANT_RS13380,SM_b21642,5.26e-35,118,40.23,4.11e-35,118,40.23
OANT_RS13385,SMc00609,0,1001,67.188,0,1001,67.188
OANT_RS13390,SMc01807,1.04e-75,229,49.254,1.26e-79,239,49.64
OANT_RS13395,SMc00608,1.35e-122,350,58.188,1.07e-122,350,58.188
OANT_RS13400,SMc00607,3.38e-28,99.8,39.583,2.55e-28,99.8,39.583
OANT_RS13405,SMc00606,6.47e-60,186,45.078,1.94e-59,185,45.078
OANT_RS13410,SMc00605,6.53e-80,234,55.959,5.27e-80,234,55.959
OANT_RS13415,SM_b21600,1.4e-175,492,63.361,2.11e-177,496,62.466
OANT_RS13420,SMa2293,1e-111,322,57.544,5.93e-118,338,57.544
OANT_RS13425,SMc00604,7.21e-46,149,42.326,1.8e-49,157,42.326
OANT_RS13430,SMc00603,9.8e-109,312,60.976,7.3e-109,312,60.976
OANT_RS13435,SMc00602,0,1042,76.579,0,1039,77.465
OANT_RS13440,SMc00601,1.86e-114,321,82.353,1.54e-107,303,82.353
OANT_RS13445,SMc00600,4.65e-37,117,64.286,3.74e-37,117,64.286
OANT_RS13450,SMc00599,5.07e-65,193,61.688,2.87e-65,193,61.688
OANT_RS13455,SMc03106,5.73e-22,89.4,43.564,4.11e-22,89.4,43.564
OANT_RS13460,SMc00595,2.88e-92,261,92.143,2.29e-92,261,92.143
OANT_RS13465,SMc00593,5.26e-64,192,56.886,4.18e-64,192,56.886
OANT_RS13470,SMc00590,0,880,67.457,0,880,67.457
