Melitensis16M,S_meliloti,G1.evalue,G1.bitscore,G1.pident,G2.evalue,G2.bitscore,G2.pident
BME_RS10020,SMc02761,4.94e-55,164,71.963,2.5e-55,164,71.963
BME_RS10025,SMc02760,0,940,47.494,0,954,47.494
BME_RS10030,SMc02759,0,825,44.824,0,808,44.824
BME_RS10035,SMc02758,3.02e-72,218,51.327,6.58e-81,239,51.464
BME_RS10040,SMc02757,2.9e-172,493,52.705,1.44e-172,493,52.705
BME_RS10045,SMc02756,0,823,52.326,0,803,51.609
BME_RS10050,SMc02755,0,833,86.266,0,833,86.266
BME_RS10055,SMc02754,8.7e-43,132,67.021,4.06e-43,132,67.021
BME_RS10060,SMc02753,4.92e-70,204,75.188,2.49e-70,204,75.188
BME_RS10065,SMc02752,1.18e-15,67.4,37.398,5.56e-16,67.4,37.398
BME_RS10070,SMc04446,0,706,64.125,0,706,64.125
BME_RS10075,SMc02560,1.41e-147,409,87.342,3.8e-152,419,87.342
BME_RS10080,SMc02562,0,797,76.782,0,784,76.782
BME_RS10090,SMc02563,1.53e-41,133,61.871,5.07e-41,130,61.871
BME_RS10095,SMc02567,0,513,76.266,0,513,76.266
BME_RS10100,SMc02568,6.4e-43,133,66.346,3.23e-43,133,66.346
BME_RS10105,SMc02569,1.76e-168,463,92.636,7.52e-169,463,92.636
BME_RS10110,SMc02570,1.47e-154,427,85.95,7.56e-155,427,85.95
BME_RS10115,SMc02572,3.51e-118,332,74.074,1.77e-118,332,74.074
BME_RS10120,SMc02573,2.16e-15,67,31.361,1.02e-15,67,31.361
BME_RS10125,SMc02574,2.13e-107,304,72.449,1.08e-107,304,72.449
BME_RS10130,SMc02575,1.55e-109,308,79.459,7.88e-110,308,79.459
BME_RS10135,SMc02577,0,715,80.963,0,715,80.963
BME_RS10140,SMc02578,1.15e-131,375,57.188,7.12e-135,383,57.188
BME_RS10145,SMc02783,4.44e-46,143,58.929,2.22e-46,143,58.929
BME_RS10150,SMc02784,2.62e-58,179,54.749,1.31e-58,179,54.749
BME_RS10155,SMc02785,2.11e-135,389,58.056,5.6e-143,407,58.056
BME_RS10160,SMc02786,1.38e-99,286,60.684,6.77e-95,274,60.811
BME_RS10165,SMc02787,7.37e-31,108,38.509,1.78e-31,108,35.638
BME_RS10170,SMc02788,1.64e-78,228,76.623,2.54e-79,229,75.641
BME_RS10175,SMc02789,2.7e-106,304,64.224,1.41e-106,304,64.224
BME_RS10180,SMc02790,2.86e-70,209,53.927,1.4e-70,209,53.927
BME_RS10185,SMc02791,1.18e-105,306,55.208,5.92e-106,306,55.208
BME_RS10190,SMc02792,2.04e-76,225,59.487,1.79e-75,222,59.487
BME_RS10195,SMc02793,1.29e-127,361,65.019,5.69e-125,354,65.019
BME_RS10210,SMc03151,2.13e-66,202,46.188,1.11e-66,202,46.188
BME_RS10215,SMc03198,9.09e-106,312,48.87,1.23e-98,293,48.87
BME_RS10220,SMc03197,7.48e-85,249,64.651,4.2e-87,254,64.977
BME_RS10225,SMc03196,1.47e-56,179,42.629,1.09e-47,155,43.421
BME_RS10230,SMc03156,1.81e-128,365,60.333,9.89e-132,373,61.333
BME_RS10240,SMc03153,1.38e-102,293,70.616,1.19e-99,285,71.144
BME_RS10250,SMc04011,1.57e-114,345,38.812,8.24e-108,327,38.614
BME_RS10255,SMc04012,0,921,70.894,0,917,72.466
BME_RS10260,SMc04013,2.32e-166,468,59.211,1.16e-166,468,59.211
BME_RS10265,SMc04014,1.91e-57,179,50.732,9.56e-58,179,50.732
BME_RS10270,SMc04016,2.61e-118,353,68.88,1.11e-118,353,67.063
BME_RS10275,SMc04017,7.35e-41,129,69.412,2.3e-41,130,69.412
BME_RS10280,SMc04019,9.89e-174,484,68.168,4.86e-174,484,68.168
BME_RS10285,SMc04020,8.41e-175,485,75.46,2.68e-174,483,78.758
BME_RS10290,SMc04021,2.74e-41,133,48.667,1.21e-42,135,48.667
BME_RS10295,SM_b20830,5.91e-116,336,49.701,3.02e-116,336,49.701
BME_RS10300,SMc04022,1.36e-69,228,40.162,7.54e-70,228,40.162
BME_RS10305,SMc04023,4.31e-163,452,73.559,2.16e-163,452,73.559
BME_RS10310,SMc04024,1.36e-166,471,59.103,8e-169,476,57.506
BME_RS10315,SMa1321,3.03e-19,80.9,40.741,1.16e-19,80.9,40.741
BME_RS10330,SMa1315,3.29e-176,525,38.235,9.91e-178,528,38.235
BME_RS10335,SMa1313,4.28e-17,75.1,26.027,2.12e-17,75.1,26.027
BME_RS10340,SMa1311,1.6e-09,55.8,23.574,7.43e-10,55.8,23.194
BME_RS10350,SMa1308,1.66e-39,134,34.579,7.85e-40,134,34.579
BME_RS10355,SMa1306,5.06e-29,109,28.417,1.93e-34,123,28.814
BME_RS10360,SMa1303,1.95e-57,189,37.542,5.17e-61,198,42.466
BME_RS10365,SMa1302,8.13e-88,265,46.689,2.86e-85,258,47.099
BME_RS10375,SMc04025,7.52e-89,272,41.147,2.15e-79,247,40.73
BME_RS10385,SMc04026,0,833,84.536,0,808,84.536
BME_RS10390,SMc04028,0,2618,80.705,0,2640,81.242
BME_RS10395,SMc04029,8.37e-164,459,64.62,4.45e-158,444,64.62
BME_RS10400,SMc04040,3.33e-72,211,70.323,1.66e-77,224,70.323
BME_RS10410,SMc04041,7.25e-86,259,44.343,3.62e-86,259,44.343
BME_RS10415,SMc04042,1.37e-102,296,58.203,3.26e-100,290,58.203
BME_RS10420,SMc04043,4.08e-123,351,63.38,2.04e-123,351,63.38
BME_RS10425,SMc04044,7.07e-74,213,88.034,3.57e-74,213,88.034
BME_RS10430,SMc04060,3e-10,45.4,96,1.52e-10,45.4,96
BME_RS10435,SM_b20869,1.82e-44,145,44.086,3.6e-50,159,44.221
BME_RS10440,SM_b20868,1.24e-37,141,34.008,1.45e-37,141,34.008
BME_RS10445,SMc00799,4.78e-17,73.9,39.041,5.92e-18,75.5,39.041
BME_RS10460,SMa1155,1.51e-48,183,26.211,2.37e-54,200,26.211
BME_RS10530,SMa0246,3.58e-36,125,34.667,3.39e-37,127,35.556
BME_RS10540,SM_b20531,2.41e-23,88.6,38.514,1.28e-23,88.6,38.514
BME_RS10575,SMa1471,2.29e-08,51.2,24.883,9.04e-09,51.2,24.883
BME_RS10590,SM_b21492,1.95e-60,186,46.875,1.07e-60,186,46.875
BME_RS10595,SMc02884,4.08e-20,83.6,34.225,5.93e-17,74.7,34.225
BME_RS10605,SMc04127,8.08e-115,347,42.127,3.99e-115,347,42.127
BME_RS10620,SMc01105,6.74e-140,395,65.916,7.15e-150,420,65.916
BME_RS10625,SMc01103,1.26e-38,135,34.884,1.3e-34,124,34.884
BME_RS10640,SM_b20045,5.97e-63,201,40.07,3.07e-63,201,40.07
BME_RS10645,SM_b20598,1.18e-153,438,55.89,2.92e-154,439,55.89
BME_RS10655,SMa1266,0,563,61.333,0,568,61.333
BME_RS10700,SMa2303,2.19e-28,112,28.61,1.67e-33,125,29.29
BME_RS10705,SM_b21528,6.88e-42,141,38.934,1.42e-48,158,38.934
BME_RS10715,SMc02344,8.2e-16,74.3,26.727,4.47e-16,74.3,26.727
BME_RS10720,SMc00127,1.06e-20,92.4,26.562,5.55e-21,92.4,26.562
BME_RS10735,SM_b20232,5.12e-49,163,33.667,3.95e-46,155,35.918
BME_RS10785,SMa0101,5.35e-45,164,28.147,2.61e-45,164,28.147
BME_RS10800,SMc00263,1.7e-19,83.2,28.704,5.12e-14,67,28.899
BME_RS10805,SMa1334,2.06e-48,167,32.832,2.31e-54,182,32.832
BME_RS10815,SMa1855,4.33e-96,294,38.549,4.19e-92,283,38.041
BME_RS10820,SMa1761,5.22e-159,453,53.901,2.71e-159,453,53.901
BME_RS10860,SMc02778,2.79e-118,337,63.241,1.39e-118,337,63.241
BME_RS10875,SMa2412,9.46e-12,62.4,31.356,4.66e-12,62.4,31.356
BME_RS10885,SM_b20713,6.42e-141,413,44.643,3.26e-141,413,44.643
BME_RS10890,SM_b20902,1.92e-76,236,44.951,1.16e-76,236,44.951
BME_RS10900,SMc02406,3.3e-78,285,43.491,8.33e-75,272,43.491
BME_RS10910,SMc03040,1.23e-74,228,44,2.47e-60,191,44
BME_RS10920,SMc03041,1.46e-08,50.8,30.131,7.04e-09,50.8,30.131
BME_RS10925,SMc03042,2.13e-107,318,43.25,1.16e-107,318,43.25
BME_RS10930,SMc03043,2.1e-38,141,32.187,5.67e-42,150,32.045
BME_RS10940,SMc03045,6.4e-85,246,64.607,3.2e-85,246,64.607
BME_RS10945,SMc03046,4.48e-102,292,70.222,6.7e-110,311,70.222
BME_RS10950,SMc03047,3.94e-112,332,48.544,1.08e-110,327,48.058
BME_RS10955,SMc03048,5.05e-101,308,41.856,5.13e-112,336,41.856
BME_RS10960,SMc03049,3.98e-66,210,36.544,1.24e-68,215,38.202
BME_RS10965,SMc03050,1.7e-29,100,46,2.81e-35,114,47.368
BME_RS10970,SMc03051,3.33e-52,160,59.231,1.65e-52,160,59.231
BME_RS10975,SMc03052,3.95e-44,139,53.906,7.91e-42,132,57.944
BME_RS10980,SMc03053,8.88e-41,127,68.966,4.49e-41,127,68.966
BME_RS10990,SMc03054,0,838,69.44,0,826,69.477
BME_RS10995,SMc03055,2.79e-60,188,40.426,1.38e-60,188,40.426
BME_RS11005,SMc03071,3.77e-29,104,46.715,1.79e-29,104,46.715
BME_RS11015,SMc03057,6.03e-23,87.8,29.605,3.27e-23,87.8,29.605
BME_RS11025,SMc04242,1.29e-54,166,62.4,5.88e-55,166,62.4
BME_RS11030,SMc04243,1.7e-126,359,69.485,1.59e-126,358,69.742
BME_RS11035,SMc04244,2.66e-132,375,66.912,6.96e-131,370,70.565
BME_RS11040,SMc04245,5.28e-117,339,50.857,3.81e-126,362,51.989
BME_RS11050,SM_b20994,5.27e-53,163,59.091,3.29e-53,163,59.091
BME_RS11070,SMc03074,8.62e-10,44.3,88,4.35e-10,44.3,88
BME_RS11075,SMc03220,4.98e-53,198,69.032,2.59e-53,198,69.032
BME_RS11080,SMc03221,3.41e-14,56.2,81.579,1.81e-14,56.2,81.579
BME_RS11085,SMc03075,1.43e-11,48.5,100,7.25e-12,48.5,100
BME_RS11120,SMc01621,3.43e-55,173,43.721,1.76e-55,173,43.721
BME_RS11135,SMa0956,1.81e-30,119,29.462,1.01e-30,119,29.462
BME_RS11145,SMa0952,1.78e-83,249,48.092,2.27e-77,233,49.18
BME_RS11150,SMa0951,2.78e-68,210,46.939,8.63e-75,226,46.748
BME_RS11155,SMa0950,5.84e-59,191,32.416,3.29e-59,191,32.416
BME_RS11200,SMc03126,3.17e-101,299,49.842,1.59e-101,299,49.842
BME_RS11215,SM_b20477,8.72e-76,232,42.357,3.29e-79,240,42.675
BME_RS11255,SM_b21037,6.29e-37,141,28.704,3.13e-37,141,28.704
BME_RS11280,SMc03125,4.02e-99,294,50.498,1.98e-99,294,50.498
BME_RS11285,SMa1370,3.81e-101,298,50,4.24e-105,308,50.629
BME_RS11300,SMc01974,4.1e-30,109,35.233,1.96e-30,109,35.233
BME_RS11315,SMc02915,1.05e-15,59.3,90,5.33e-16,59.3,90
BME_RS11325,SMc02885,1.16e-106,303,66.047,5.84e-107,303,66.047
BME_RS11330,SMc02883,8.96e-21,75.1,60.606,4.66e-21,75.1,60.606
BME_RS11335,SMc04121,3.47e-127,355,83.575,1.76e-127,355,83.575
BME_RS11340,SMc01155,4.81e-139,390,74.319,2.44e-139,390,74.319
BME_RS11345,SMc01156,0,715,67.113,0,715,67.113
BME_RS11350,SMc01161,0,544,72.319,0,544,72.319
BME_RS11355,SMc00427,0,826,76.117,0,826,76.117
BME_RS11360,SMc00032,1.1e-65,197,62.644,2.86e-70,208,62.644
BME_RS11365,SMc02076,0,623,60.78,0,623,60.78
BME_RS11370,SMc01813,7.82e-118,337,64.794,3.95e-118,337,64.794
BME_RS11390,SMc00166,1.78e-34,119,36.041,9.83e-35,119,36.041
BME_RS11400,SMc00434,3.8e-15,57.8,96.552,1.92e-15,57.8,96.552
BME_RS11405,SMc02838,1.68e-117,330,78.431,8.69e-118,330,78.431
BME_RS11410,SMc02837,7.92e-132,372,72.593,1.56e-139,390,72.593
BME_RS11415,SMc02836,0,725,58.615,0,725,58.615
BME_RS11420,SMc02835,1.4e-144,409,60.479,1.56e-149,421,60.479
BME_RS11425,SMc02834,9.19e-61,180,70.248,4.68e-61,180,70.248
BME_RS11430,SMc02833,4.63e-129,369,60.51,3.64e-134,382,62.975
BME_RS11435,SMc00405,9.28e-113,325,54.167,4.72e-113,325,54.167
BME_RS11440,SMc00406,0,508,67.622,0,508,67.622
BME_RS11445,SMc00407,1.82e-111,317,63.043,5.42e-108,307,63.043
BME_RS11450,SMc00408,2.58e-110,317,67.451,1.35e-120,342,66.288
BME_RS11455,SMc00410,1.18e-133,380,61.3,5.32e-140,396,61.3
BME_RS11460,SMc00349,0,1072,86.19,0,1072,86.19
BME_RS11470,SMc00345,6.75e-46,140,72.165,3.14e-46,140,72.165
BME_RS11475,SMc01102,0,519,63.391,0,511,63.391
BME_RS11480,SMc01101,1.27e-92,265,68.966,6.51e-93,265,68.966
BME_RS11485,SMc01100,3.35e-142,401,66.221,1.72e-142,401,66.221
BME_RS11490,SMc01099,3.29e-122,345,65.587,1.63e-122,345,65.587
BME_RS11495,SMc01097,3.31e-16,71.2,28.934,1.86e-20,81.6,28.934
BME_RS11500,SMc01096,0,594,75.064,0,610,75.064
BME_RS11510,SMc01732,1.97e-172,476,81.053,1.04e-172,476,81.053
BME_RS11515,SMc01731,2.41e-136,384,71.481,8.75e-150,417,71.481
BME_RS11520,SMc01730,2.33e-104,300,62.996,1.3e-104,300,62.996
BME_RS11525,SMc01726,0,504,85.121,1.3e-176,486,85.121
BME_RS11530,SMc01722,4.92e-124,350,82.673,8.88e-124,348,82.673
BME_RS11535,SMc01721,0,797,63.443,0,802,62.643
BME_RS11540,SMc01720,2.52e-37,121,57.627,1.16e-37,121,57.627
BME_RS11545,SMc04434,6.25e-22,76.3,88.636,3.16e-22,76.3,88.636
BME_RS11550,SMc00791,9.5e-56,166,68.421,4.8e-56,166,68.421
BME_RS11565,SMc02892,8.4e-39,144,33.247,1.27e-46,165,33.086
BME_RS11570,SM_b20773,1.47e-22,89.4,32.258,7.44e-23,89.4,32.258
BME_RS11585,SM_b20476,1.1e-56,194,32.79,2.88e-56,192,32.79
BME_RS11590,SMc04034,2.24e-74,229,36.57,1.43e-60,192,36.57
BME_RS11595,SMc02028,1.83e-70,216,42.912,6.54e-73,222,42.912
BME_RS11605,SM_b20479,7.35e-91,268,53.435,3.49e-91,268,53.435
BME_RS11615,SMa0255,2.67e-125,360,59.327,1.74e-136,387,59.327
BME_RS11620,SM_b20101,0,570,69.643,0,570,69.643
BME_RS11635,SMc00036,2.3e-24,92.8,33.981,7.87e-27,98.6,34.466
BME_RS11660,SM_b21140,2.41e-107,310,59.35,1.32e-107,310,59.35
BME_RS11680,SM_b20015,7.14e-49,163,40.569,3.28e-45,153,40.569
BME_RS11690,SMc01282,5.12e-80,236,61.692,2.54e-80,236,61.692
BME_RS11695,SMc01281,5.2e-156,436,66.881,1.4e-157,439,66.881
BME_RS11700,SMc01956,3.4e-53,179,46.569,1.32e-59,195,46.569
BME_RS11705,SMc02979,1.96e-157,441,64.526,1.01e-157,441,64.526
BME_RS11710,SMc02978,0,537,78.846,0,541,79.396
BME_RS11715,SMc02977,2.71e-115,328,68.163,1.4e-121,344,68.163
BME_RS11720,SMc02976,1.31e-17,69.7,59.322,1.47e-17,69.7,59.322
BME_RS11730,SMc02975,0,531,76.877,0,531,76.877
BME_RS11735,SMc04462,7.42e-123,353,59.223,1.7e-128,367,59.223
BME_RS11740,SMc03943,2e-96,282,58.197,8.45e-97,282,58.197
BME_RS11750,SMc03942,0,584,40.362,0,584,40.362
BME_RS11765,SMc03941,2.52e-22,79.3,56,1.92e-16,63.5,54.667
BME_RS11770,SMc03950,0,575,74.801,0,573,74.801
BME_RS11775,SMc03939,4.65e-73,212,78.417,7.46e-64,188,78.417
BME_RS11780,SMc03938,0,712,81.116,0,698,81.116
BME_RS11790,SMc01502,2.24e-44,145,42.365,1.14e-44,145,42.365
BME_RS11795,SMc03927,3.04e-65,194,58.599,7.83e-60,179,58.599
BME_RS11810,SMc03934,2.57e-39,122,89.855,1.18e-31,102,89.855
BME_RS11815,SMc03935,3.24e-128,364,67.424,5.91e-127,360,68.504
BME_RS11825,SMc03158,9.96e-53,167,48.848,2.26e-58,180,48.848
BME_RS11830,SMc03159,2.15e-105,311,51.205,1.11e-105,311,51.205
BME_RS11840,SMc03116,0,808,71.132,0,808,71.132
BME_RS11845,SMc03117,1.08e-175,488,72.948,4.19e-166,462,72.948
BME_RS11850,SMc03118,3.17e-155,432,82.034,2.9e-164,455,82.034
BME_RS11855,SMc03119,1.92e-127,358,74.262,9.36e-128,358,74.262
BME_RS11860,SMc03120,8.2e-137,384,77.016,4.01e-137,384,77.016
BME_RS11865,SMc03121,0,671,79.494,0,664,81.579
BME_RS11870,SMc03122,3.06e-133,378,61.333,1.6e-133,378,61.333
BME_RS11880,SMc00678,3.94e-63,188,69.014,2.19e-63,188,69.014
BME_RS11885,SMc00677,0,670,60.279,0,687,60.279
BME_RS11890,SMc00676,6.9e-166,463,65.06,3.41e-166,463,65.06
BME_RS11905,SMc04455,0,625,55.373,0,611,55.373
BME_RS11910,SMc00241,9.34e-86,253,56.485,8.32e-87,254,56.485
BME_RS11920,SM_b20892,3.09e-139,395,60.79,1.56e-139,395,60.79
BME_RS11925,SMc00588,3.98e-127,363,58.033,1.99e-127,363,58.033
BME_RS11930,SMa0235,0,778,64.129,0,778,64.129
BME_RS11935,SMc00881,2.16e-82,249,45.946,1.08e-82,249,45.946
BME_RS11940,SMc00882,1.26e-86,252,65.7,1.12e-92,267,65.7
BME_RS11955,SM_b20894,0,671,69.133,0,671,69.133
BME_RS11960,SM_b20893,2.23e-156,444,58.621,7.39e-167,470,59.352
BME_RS11965,SMa0093,5.13e-85,254,48.387,1.66e-91,270,48.387
BME_RS11970,SMc00667,2.19e-52,164,46.774,1.7e-48,154,46.774
BME_RS11975,SM_b21163,0,995,86.511,0,996,86.511
BME_RS11980,SM_b21164,1.78e-146,408,76.604,6.09e-153,424,76.604
BME_RS11995,SMc00673,4.99e-150,432,53.463,1.52e-160,458,53.463
BME_RS12000,SM_b20048,1.46e-99,287,59.052,8.68e-96,277,59.052
BME_RS12005,SMc04388,0,687,74.715,0,687,74.715
BME_RS12010,SMc04387,8.6e-108,303,78.571,4.35e-108,303,78.571
BME_RS12020,SMc00557,1.54e-82,255,41.282,4.49e-89,271,41.282
BME_RS12025,SMc01168,1.15e-45,144,51.37,5.73e-46,144,51.37
BME_RS12035,SM_b20850,0,649,82.979,0,649,82.979
BME_RS12055,SM_b20346,4.06e-48,164,33.521,2.14e-48,164,33.521
BME_RS12060,SM_b20345,0,841,43.164,0,828,43.164
BME_RS12070,SMc02877,7.06e-83,252,43.452,3.54e-83,252,43.452
BME_RS12075,SMc02878,5.4e-116,340,49.871,3.96e-121,353,49.871
BME_RS12085,SMc04154,0,503,79.932,0,503,79.932
BME_RS12090,SMc04385,0,890,84.314,0,890,84.314
BME_RS12095,SMc04383,4.82e-54,177,77.876,4.86e-54,177,77.876
BME_RS12100,SMc04882,1.3e-164,457,72.391,1.12e-156,436,72.391
BME_RS12105,SMc01576,7.48e-147,422,54.654,1.67e-158,451,54.654
BME_RS12110,SMc02644,0,1159,79.145,0,1211,79.145
BME_RS12115,SMc01226,3.23e-47,144,67.742,2.61e-44,135,72.84
BME_RS12120,SMc01227,0,566,76.486,0,582,76.486
BME_RS12125,SMc03092,1.83e-38,125,46.099,9.19e-39,125,46.099
BME_RS12130,SMc03091,3.52e-110,319,53.821,1.79e-110,319,53.821
BME_RS12135,SM_b21494,0,539,72.941,0,539,72.941
BME_RS12140,SMc02351,6.42e-20,78.2,36.522,3.56e-20,78.2,36.522
BME_RS12150,SMc03902,8.18e-09,41.6,92,4.13e-09,41.6,92
BME_RS12155,SMc03800,2.52e-71,212,61.963,1.65e-71,212,61.963
BME_RS12160,SMc03801,1.62e-121,350,54.354,7.3e-122,350,54.354
BME_RS12165,SMc03802,1.29e-95,276,61.435,1.32e-87,255,61.435
BME_RS12170,SMc03803,1.17e-22,79.3,63.333,5.73e-23,79.3,63.333
BME_RS12175,SMc04405,0,634,83.243,0,634,83.243
BME_RS12180,SMc01728,9.23e-142,404,57.593,4.93e-142,404,57.593
BME_RS12185,SMc04407,0,951,74.762,0,949,75.767
BME_RS12190,SMc04410,0,631,87.5,0,631,87.5
BME_RS12195,SMc01945,1.47e-46,145,52.941,6.79e-47,145,52.941
BME_RS12200,SMc00040,1.33e-69,203,68.571,6.7e-70,203,68.571
BME_RS12205,SMc03791,1.3e-70,206,69.286,6.74e-71,206,69.286
BME_RS12210,SMc03795,1.17e-126,353,82.09,5.9e-127,353,82.09
BME_RS12215,SMc03793,2.75e-97,287,56.842,7.84e-97,285,56.842
BME_RS12220,SMc03792,5.07e-34,108,70.149,2.56e-34,108,70.149
BME_RS12225,SMc01667,1.21e-44,139,58.974,6.28e-45,139,58.974
BME_RS12230,SMc04403,0,948,67.638,0,928,67.638
BME_RS12235,SMc01261,1.16e-52,181,33.531,2.76e-56,191,31.165
BME_RS12240,SMc03242,0,1119,89.309,0,1119,89.309
BME_RS12245,SMc01701,1.1e-77,228,64.249,1.59e-78,229,64.249
BME_RS12255,SM_b20202,9.61e-74,229,44.689,4.99e-74,229,44.689
BME_RS12260,SM_b20199,0,524,69.886,0,527,69.886
BME_RS12265,SMc01613,8.19e-58,174,61.224,3.98e-58,174,61.224
BME_RS12270,SMc01614,1.04e-122,347,70,1.08e-128,362,69.444
BME_RS12275,SMc01615,2.73e-89,263,52.59,1.42e-89,263,52.59
BME_RS12280,SMc01629,6.36e-137,388,60.772,3.24e-137,388,60.772
BME_RS12285,SMc01616,1.69e-160,447,69.408,8.58e-161,447,69.408
BME_RS12290,SMc01620,0,657,66.733,0,681,66.733
BME_RS12295,SMc01623,0,533,54.902,2.22e-180,514,54.902
BME_RS12300,SM_b20350,6.09e-17,73.9,34.722,4.77e-12,59.7,32.24
BME_RS12305,SM_b20351,3.05e-150,437,47.047,1.55e-150,437,47.047
BME_RS12310,SM_b20352,7.31e-90,271,53.115,1.2e-108,318,50.867
BME_RS12330,SMc01020,3.85e-129,378,47.936,1.01e-138,402,47.936
BME_RS12380,SMc02292,2.5e-93,317,33.244,9.34e-94,318,33.511
BME_RS12390,SMc02296,1.97e-53,186,31.412,2.67e-54,187,30.741
BME_RS12430,SMc02183,1.41e-10,46.2,88,7.12e-11,46.2,88
BME_RS12435,SMc02150,2.91e-176,489,78.931,5.43e-177,490,78.931
BME_RS12445,SMc02149,8.13e-22,92.8,33.566,5.98e-29,112,27.226
BME_RS12450,SMc02237,0,1252,74.313,0,1227,74.313
BME_RS12455,SMc02236,1.05e-77,232,53.363,1.43e-84,248,53.363
BME_RS12460,SMc02234,1.72e-74,226,49.145,8.48e-75,226,49.145
BME_RS12465,SMc02232,2.15e-142,401,68.227,2.65e-133,377,68.227
BME_RS12470,SMc02231,4.61e-76,246,59.031,2.29e-85,268,59.031
BME_RS12485,SMc01274,1.51e-18,73.6,42.105,6.97e-19,73.6,42.105
BME_RS12505,SM_b20446,5.08e-118,347,47.355,2.57e-118,347,47.355
BME_RS12510,SMa0065,1.96e-40,137,36.364,4.07e-38,130,36.364
BME_RS12515,SM_b21354,1.93e-153,438,59.053,1.22e-153,438,59.053
BME_RS12525,SM_b20749,0,575,59.053,0,575,59.053
BME_RS12560,SMa1651,4.49e-72,236,31.358,2.26e-72,236,31.358
BME_RS12605,SMc02229,0,989,77.592,0,989,77.592
BME_RS12610,SMc02228,0,714,84.328,0,714,84.328
BME_RS12615,SMc02227,0,1096,72.493,0,1096,72.493
BME_RS12620,SMc02223,1.05e-93,271,66.816,1.24e-95,275,66.816
BME_RS12625,SMc02222,7.39e-33,120,43.75,2.23e-31,115,43.75
BME_RS12635,SMc02221,3.61e-37,121,53.03,7.98e-45,140,53.03
BME_RS12645,SM_b20600,1.06e-14,64.7,37.864,1.87e-15,66.6,38.053
BME_RS12650,SMa2075,6.59e-114,346,38.318,3.36e-110,335,38.318
BME_RS12655,SMa2085,4.33e-81,247,44.795,1.39e-88,265,44.795
BME_RS12660,SMa2083,4.93e-79,240,48.162,1.72e-76,233,48.162
BME_RS12675,SMc02677,1.47e-64,201,48.8,1.96e-69,212,48.679
BME_RS12680,SMc03059,6.93e-152,424,70.27,3.5e-152,424,70.27
BME_RS12685,SMc03068,0,967,77.778,0,967,77.778
BME_RS12690,SMc03069,1.23e-74,223,54.545,8.56e-80,236,54.545
BME_RS12695,SMc03070,0,794,75.56,0,794,75.56
BME_RS12700,SMc02041,9.83e-43,143,36.8,5.07e-43,143,36.8
BME_RS12705,SMc01212,1.06e-08,54.3,30.319,7.57e-11,60.1,28.986
BME_RS12710,SMc01883,9.73e-10,48.9,36.667,5.07e-10,48.9,36.667
BME_RS12715,SMc00559,2.93e-39,134,36.735,3.53e-45,149,37.959
BME_RS12735,SMc00761,0,592,67.056,0,592,67.056
BME_RS12745,SMc00762,0,692,68.936,0,692,68.936
BME_RS12760,SMc00820,2.63e-131,374,59.006,1.3e-131,374,59.006
BME_RS12765,SMc00378,0,596,62.402,0,592,62.402
BME_RS12770,SMc00825,0,716,73.304,0,701,73.304
BME_RS12775,SMc00826,9.99e-97,281,62.041,5.33e-100,288,62.041
BME_RS12800,SM_b20056,1.53e-180,501,69.006,0,501,69.006
BME_RS12805,SM_b20057,0,525,82.175,3.41e-176,489,83.758
BME_RS12810,SM_b20058,7.41e-136,381,76.892,3.77e-136,381,76.892
BME_RS12815,SM_b21155,0,534,56.033,0,558,56.237
BME_RS12820,SM_b21139,4.53e-35,115,49.107,2.19e-32,107,49.107
BME_RS12825,SM_b21150,2.23e-49,162,36.782,1.18e-50,165,37.402
BME_RS12835,SM_b21151,4.13e-33,126,27.481,2.39e-33,125,27.481
BME_RS12840,SM_b21159,6.85e-42,141,39.844,1.88e-41,139,43.781
BME_RS12850,SM_b21158,6.37e-52,169,37.847,7.48e-56,179,37.847
BME_RS12855,SM_b21134,6.25e-117,340,49.568,3.13e-117,340,49.568
BME_RS12860,SM_b21156,8.94e-53,163,54,5.41e-53,163,54
BME_RS12870,SMc00670,3.32e-92,276,52.29,1.19e-92,276,52.29
BME_RS12875,SMc00671,5.08e-80,242,57.778,2.43e-80,242,57.778
BME_RS12885,SMc01970,3.37e-111,321,61.922,3.6e-103,300,61.922
BME_RS12895,SMc01582,0,511,65.526,3.14e-172,482,65.526
BME_RS12900,SMc01594,0,585,65.438,0,613,65.438
BME_RS12905,SMc01600,3.1e-59,186,43.363,1.58e-59,186,43.363
BME_RS12910,SMc01602,5.23e-65,202,38.214,2.76e-65,202,38.214
BME_RS12915,SMc00914,1.98e-69,222,39.118,9.89e-70,222,39.118
BME_RS12925,SMc02047,3.02e-106,314,49.868,1.58e-106,314,49.868
BME_RS12930,SMc02048,1.19e-48,149,59.829,5.89e-49,149,59.829
BME_RS12935,SMc02049,0,1001,56.462,0,1016,56.462
BME_RS12945,SMc02181,0,1871,78.66,0,1941,78.571
BME_RS12950,SM_b20365,0,588,85.938,0,609,85.629
BME_RS12955,SM_b20364,0,1034,73.351,0,1038,73.351
BME_RS12960,SM_b20363,0,574,78.693,0,574,78.693
BME_RS12965,SM_b20362,1.62e-145,405,72.556,8.18e-146,405,72.556
BME_RS12970,SMc00432,1.01e-107,310,59.091,5.05e-108,310,59.091
BME_RS12975,SMc00433,4e-146,410,67.559,9.96e-143,400,67.559
BME_RS12980,SMc01166,0,744,63.666,0,774,63.666
